,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 7,Shared topic 8,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 6,RNA private topic 8
Helz,0.895906,-2.0664902,-0.28330564,0.52359337,0.7011348,-0.7660404,0.525421,-1.7910849,0.015853046,0.17453542,0.30114004
Prkca,-0.6107615,-0.43859547,-0.21320233,0.71565074,0.6792653,-0.06802978,0.10389858,0.044122905,-0.6085338,0.1119609,0.9436518
Gna13,0.9675325,-0.414644,-0.10180113,0.39104262,-1.391592,-0.5323858,-0.6407737,-0.46270138,0.13398536,-0.017029418,-0.44256654
2610035D17Rik,-0.374782,-0.9000865,0.4134601,0.6570966,0.16815178,-0.10464652,0.32783043,-0.1877011,-0.1519813,-0.0116523495,-0.02928735
Fam104a,0.042068142,0.19127548,0.01198556,-0.26134676,-0.06918263,-0.45587894,-0.33677137,-0.048175953,-0.068438254,0.099457644,0.2905909
Mrpl58,1.1193908,-1.8022504,-0.6109138,0.22232085,0.0648735,0.13770619,-0.45247364,-0.9277669,0.5043548,-0.12913878,-0.092063665
Nt5c,0.9181252,0.44353533,-0.6748483,-0.26391652,-1.5417334,-0.33049193,-0.34435323,0.00739184,0.12878256,0.0982467,-0.659821
Gga3,-0.06862847,0.028002419,-0.02284518,0.58015937,-0.3735443,-0.063457526,-0.6308173,-0.07959114,-0.04742772,0.010206093,0.2702619
Jpt1,0.4407383,0.1437746,0.06876704,-0.1979047,-1.4379541,-0.36107013,-0.9602805,-0.16821861,0.04000531,0.11644775,-0.21464533
Grb2,-0.030137131,-0.059023537,0.06579564,0.042443853,0.0012583893,0.023741808,0.0029390012,-0.036829542,-0.020984082,0.007030111,-0.020636009
Ten1,0.5104006,0.23275031,0.06815028,-1.0004356,-0.5779536,-0.05671059,-0.2461118,-0.23107612,0.04396602,-0.43894005,-0.37104085
Srp68,-0.76478744,-0.83147633,-0.3301342,0.47378573,0.63329095,0.3684854,-0.42291796,-0.7956283,-0.2597855,0.54538244,0.72292763
Sec14l1,0.038190745,-0.59320164,-0.13300233,-0.06778272,0.27248174,0.12861174,-0.22680514,-0.014270132,0.02552288,-0.039445054,0.11770954
Sept9,-0.019425707,-0.47420365,0.05356017,0.18183489,0.46203816,-0.00095478364,-0.19072215,-0.10342856,-0.081565425,0.06246741,0.5384246
Tmc6,-1.4016273,1.7704263,0.11878315,0.3744992,0.01081314,-0.84509885,-0.33025935,1.2765727,-0.47946262,-0.9952569,-0.53885126
Tnrc6c,-0.15068044,-1.509859,0.3872144,0.48943308,0.44060454,0.15411252,0.34935737,-0.7905053,-0.24420343,-0.08020402,0.6477995
Birc5,1.3343766,-2.1383567,-0.49374956,-0.3937091,-0.43582734,0.74180853,-0.26956996,-1.7897801,1.476703,-0.3046728,-0.6241226
Syngr2,-4.5327897,4.1818066,0.7556054,-1.9139512,-1.3788089,-1.4081028,-0.38141772,3.3799586,-5.0214844,-0.6337592,-1.4113867
Pgs1,0.18816318,-0.6106061,0.18448989,-0.9016035,0.16867168,-0.019229237,-0.2888787,-0.0034021735,0.0038444917,0.1074785,-0.033275425
Lgals3bp,-2.6344516,2.2861845,0.08733577,-0.6188301,-0.4991389,0.6366625,-0.66443753,1.7214584,-1.5521411,-0.94668835,-0.624022
Timp2,-2.7740517,1.7270327,-0.69863397,-0.24420743,0.8344847,0.5952797,-0.302329,1.2509923,-1.7959433,-0.73077166,0.47963214
Cyth1,-0.5783077,0.36199462,-0.117038295,0.5277443,0.5431602,-0.4602788,-0.17119285,0.35847163,-0.16730179,-0.08352838,0.4678966
Eif4a3,1.4879351,-0.64086753,-1.0109978,-0.43019202,-0.759948,0.008127492,-0.80974114,-1.0434127,0.91522986,0.3060327,-0.7268245
Rnf213,-2.1131477,2.3932102,0.13948202,-0.50050515,0.04963696,-0.7727273,-1.1169488,1.7345295,-2.0539548,0.020444663,-0.49669254
Ndufaf8,0.11701045,1.1274538,-0.57563263,-0.7890383,-1.1713359,0.2989872,-0.39640167,0.6785308,-0.1861244,-0.20354638,0.030594788
Nploc4,-0.42764097,0.5288387,0.12857325,-0.57380706,0.053730547,0.114395656,-0.87763894,0.38567254,-0.13693592,0.21898715,-0.6250878
Mcrip1,-0.52867997,1.5980861,0.65578264,-1.6191617,-0.72405493,-0.10438213,-0.29204935,1.1123828,-0.5180125,0.01741621,-1.0584421
P4hb,-1.2766105,0.7352157,-0.22530267,-0.23506193,-0.1475112,0.66027606,-0.45148906,0.47880524,-0.27298892,0.42440274,-0.78499097
Sirt7,-0.53761566,-0.7516085,-0.07509251,0.11697895,0.8211004,0.57413155,-0.6371429,-0.21468495,-0.030654589,-0.0717359,-0.018155493
Arhgdia,-0.0110263135,0.029327737,0.018425021,-0.105319254,0.18364581,-0.014262032,-0.27779526,0.0019334089,0.011108405,0.0029139144,-0.110579975
Fasn,0.8212165,-1.5356611,-0.65119815,-0.038119994,-0.4645344,0.728247,-0.06590657,-1.3030559,0.6227806,-0.8065013,0.282476
Cbr2,0.93227226,-3.4922001,-0.1737355,-0.1217455,-0.034365963,1.137551,-0.562877,-2.148216,2.0597258,-0.28143677,-0.20797847
BC017643,-0.078299806,0.82720786,-0.041339684,-0.30464748,-0.5288827,-0.3480332,-0.8808097,0.45883414,-0.05148883,-0.0059349374,-0.37040186
Csnk1d,-0.21049628,0.50040734,0.038470726,0.035311196,0.10525969,-0.028456036,-0.26033062,0.012081288,-0.08223655,0.0070385276,0.5482066
Wdr45b,-0.78107476,0.9505287,0.020282352,-0.26521948,0.048678,-0.15452681,-0.13466802,0.30289263,-0.1193971,-0.16167238,0.54773235
Rab10,0.2963956,-0.8695812,-0.13415372,0.33082485,0.12687677,-0.10654329,0.021439655,-0.3027402,0.071823046,-0.038157217,0.04350814
Asxl2,0.6614107,-1.6956861,-0.46036804,0.82175136,0.558471,-0.5749846,0.50696456,-1.1669552,-0.016718902,-0.8972233,0.44790268
Dnmt3a,-0.1393823,0.41576895,-0.18080135,0.33708042,-0.39268965,-0.5684256,0.14635488,0.12973066,-0.037235737,-0.6126473,-0.12339416
Ncoa1,0.93955886,-2.3348012,-0.82616097,0.6617283,0.66953385,0.13220192,0.67336094,-1.620945,0.17706707,-0.8656656,0.3509416
Sf3b6,-0.2035354,0.7025304,0.6877064,-1.7850852,-0.7388052,0.01629813,-0.2024821,0.45887706,-0.45379376,0.2586406,-0.40359095
Atad2b,0.35412127,-1.4525661,-0.23266068,0.74384844,0.27705067,-0.44896322,0.29861262,-1.0193934,0.16428868,0.04764175,0.7002523
Klhl29,-1.3162342,-0.98868036,0.553943,-0.73694766,0.8124224,0.85047185,-0.38330248,-0.55690897,-0.23262109,0.5762447,0.2533531
Laptm4a,-0.7613133,-0.014217905,-0.7513461,-0.14175002,0.49349093,0.80142874,-0.4291053,0.018551629,0.058061633,-0.40018892,0.07048474
Smc6,-0.23832497,0.41247165,0.22742054,0.34600687,-0.75487,-0.31125024,-0.31153065,-0.0486452,-0.030516744,-0.08517653,-0.5643425
Pum2,0.8204703,-1.6976024,0.35047314,0.2057871,-0.10816726,-0.5877167,0.31271857,-1.6632308,0.18954502,0.27386677,-0.17047314
Trib2,0.3872668,-0.6387582,0.0773247,-0.18239436,0.03213671,-0.7729893,-0.1789411,-0.09499526,0.04997142,-0.06980536,-0.62058496
Rock2,-0.16579525,-1.0192013,0.20389028,0.40454096,-0.032202546,0.17084405,0.30254218,-0.4364183,-0.0072594327,-0.023307232,0.52024233
Itgb1bp1,0.22155038,0.25303537,-0.03162278,-0.6951156,-0.7875658,0.18245684,-0.2483663,0.005131401,0.035366338,-0.20529336,-0.78868
Hpcal1,0.40487292,-2.0849824,-0.09447247,0.59689903,0.59325457,0.18805785,0.0835998,-1.2509786,0.070108995,0.10756317,0.1226266
Rrm2,1.2854508,-2.362168,-0.6316245,-0.027997248,-0.45817927,0.8088924,0.0420494,-1.7166989,0.842695,-0.048670504,-0.44935763
Id2,-2.3249316,3.4486418,0.102364846,-1.7405479,-1.1396368,-0.9922166,-1.1775247,2.4767928,-2.3141873,-0.0960402,-1.1136433
Kidins220,0.10108065,-1.329225,-0.56124645,0.4974092,0.69389445,0.43146914,0.20264961,-1.228682,0.18098056,-0.2772597,0.71449196
Hbp1,1.0398891,-1.1893188,-0.23588741,0.107264675,-0.39935654,-0.0686101,-0.06171129,-0.5022528,0.25023645,-0.6892204,-0.36185238
Cog5,0.4738292,-2.0017464,-0.40758407,0.605948,0.22781006,0.11798034,0.25483283,-1.26543,0.22149627,0.41010273,-0.20832537
Pik3cg,1.4158496,-2.4788094,-0.12297392,0.6104684,-0.12075102,-0.4925415,-0.4849148,-1.3667017,0.6920941,0.007284551,0.57500666
Nampt,-2.3781457,2.8006277,-0.04417796,-0.9451349,-0.43347946,0.26545924,-0.9508615,1.556572,-1.1979642,-0.7568604,-0.4400219
Sypl,-0.18248706,0.11434537,0.007682205,0.1654854,-0.6545974,0.030202724,-0.44688755,-0.0052907015,-0.03399472,-0.001144443,-0.098868825
Atxn7l1,-0.43747255,-1.0646244,0.04691419,0.6585687,0.7165202,0.16205858,0.69678855,-1.181221,-0.21432352,0.35169512,-0.009426924
Snx13,-0.013072729,-2.011004,-0.29959914,0.9491789,0.41747135,0.049655877,0.35314187,-1.2232577,-0.2127755,0.3454153,1.0102713
Tspan13,0.7250506,-0.6217167,-0.44244054,0.19494222,-0.111261204,-0.027658304,-0.5111816,-0.28366876,0.07545499,-0.05193809,-0.5761243
Bzw2,0.030435547,0.6277115,-0.110165656,0.03960096,-1.4041452,-0.011483532,-0.3113291,-0.0037294775,-0.00047458336,-0.11377148,-0.7296575
Zfp277,0.5602801,-0.4090479,-0.51604056,0.06037904,0.3119449,-0.46045884,0.23215038,-0.3510505,0.03854954,-0.40075767,0.47613394
Immp2l,-1.8943441,-1.2418938,0.066747166,0.10548288,1.2268511,0.7669037,-0.028803369,-0.66886336,-0.48701683,0.43607736,0.48157808
Strn3,0.7634104,-2.0016818,-0.8636108,0.80917954,0.37014973,0.026347373,0.8262484,-1.8180063,-0.08817257,-0.4375519,0.71084523
Hectd1,0.36236626,-0.6530142,-0.050366927,0.23293133,-0.32887238,-0.23590371,0.3110171,-0.47427675,-0.008303389,0.031685494,-0.49344215
Eapp,0.5021151,-0.29461354,-0.36028242,-0.26726922,-1.0023125,0.42768228,-0.1352179,-0.035687976,0.14803402,-0.6498172,-0.47430903
Sptssa,0.1340002,-0.38097256,-0.059293155,-0.8191294,0.21982604,-0.0027245136,-0.1334323,-0.1987705,-0.007752853,0.1611914,-0.8343302
Baz1a,-0.61386,0.3523027,0.07197111,0.47978818,0.22375332,-0.9769293,0.35173652,-0.027222216,-0.15379868,-0.33383846,-0.24032329
Nfkbia,-1.1936046,1.9535493,0.39883992,-0.4783489,-1.2314739,-0.44986522,-0.10858309,1.4577615,-1.8663936,0.2418144,-0.27269855
Ralgapa1,-0.11214041,-0.64230984,-0.040273942,0.6206453,0.4291024,-0.07273248,0.04192679,-0.335003,-0.012565861,-0.023492945,0.14232369
Mipol1,-0.022127576,-0.78310966,-0.49542436,0.08265542,0.50568795,0.37090713,-0.01090481,-0.27972096,-0.010787638,-0.07334336,-0.26196948
Pnn,-0.21651264,-1.5025867,-0.46013477,0.8450079,0.6358976,0.17611992,-0.0056661535,-1.7143908,0.07464714,-0.81135714,1.2188752
Mia2,0.24935168,-1.8808225,-0.96256375,0.42115206,0.656634,0.7241271,0.63713485,-1.1778481,0.039646056,-0.33429712,-0.044956278
Arf6,0.70398664,0.5946775,-0.33209655,-0.2475903,-1.6244026,-0.33816195,-0.5976733,0.0886182,0.031334717,-0.12393477,-0.68774307
Nemf,0.6142577,-0.9806777,-0.43245506,0.7328375,0.095407516,-0.3831099,-0.07007962,-0.8713524,0.71459377,-0.8651336,-0.349844
Nin,-0.11871621,-1.229234,-0.2166726,0.5917382,0.19873847,0.3488917,0.13034052,-0.49209806,-0.079995625,0.16454475,-0.27546597
Frmd6,-2.109368,0.57582176,-0.04771704,0.3476068,0.5166523,0.60786396,-0.84493685,0.024518017,-0.8501236,0.3684921,0.5235183
Arid4a,0.43505168,-0.7589436,0.091985494,0.44114664,0.20027758,-0.6255632,0.037328705,-0.41221255,-0.00442646,-0.15484355,0.2445658
Ppm1a,-0.0024167001,-0.67197526,-1.1749737,0.42966473,0.39417395,0.6568237,0.37347722,-0.7319446,-0.056648083,-0.6195605,-0.21038218
Prkch,-0.30409104,-0.6710845,0.23310542,0.7190278,0.5129451,-0.11018842,0.7323718,-0.59521776,-0.12808509,0.02878059,0.08842715
Hif1a,0.10368135,0.5105362,-0.007791306,-0.3563766,-1.0175332,-0.04942389,-0.6772219,0.041314103,-0.046661884,-0.05020572,-0.23092087
Sgpp1,-1.4434943,2.3300924,0.0544427,-0.6304288,-1.4443674,0.12711348,-0.12646464,1.2456508,-1.5030961,-0.081662126,-0.5562731
Ppp2r5e,0.18091784,-1.0316778,0.5987746,0.6091694,0.15993384,-0.61597157,0.8090969,-1.3004014,-0.061357483,0.22580707,0.21525995
Zbtb1,1.7118292,-1.9902408,-0.6875354,0.51008725,-0.90749866,-0.614261,-0.0321685,-1.3034992,1.4789444,-0.7413082,-0.06870712
Max,0.054372787,0.5191935,0.27203467,-0.03657587,-1.1170846,-0.713598,-0.339944,0.38656282,-0.21324213,0.286014,-0.6553368
Fut8,0.28975952,-3.6500187,-0.71556306,1.1988126,0.9030818,0.10466273,0.8303607,-2.343236,0.4370563,-0.3490318,0.03385956
Atp6v1d,0.6948456,0.36323178,-0.22408608,-0.96618086,-0.521905,-0.23996976,-1.0933865,-0.21780235,0.12902442,-0.22206247,-0.76419544
Zfp36l1,-1.3140395,2.7570517,0.48264232,-1.5044659,-1.437963,-1.0286939,-1.2790229,2.6180186,-1.6237705,-0.41454676,-1.3039179
Dcaf5,-0.07594074,-0.3831635,0.22395253,0.28686452,-0.6828493,-0.038903896,-0.050186884,-0.083597064,-0.018557118,0.08622009,-0.33198538
Actn1,0.0044980682,0.1963383,0.0678514,0.050574314,-0.51881677,-0.18166889,-0.03097375,0.13382728,-0.06355452,-0.033565104,-0.3590226
Susd6,-1.2823435,0.5995569,0.44583556,0.16805203,0.43223312,-0.19784692,0.03510079,0.080748536,-0.5365086,0.42628214,0.04931204
Synj2bp,0.9539039,-1.3510003,0.050049912,0.04817908,-0.8806455,-0.19426507,0.028233912,-0.822023,0.15417929,0.14597279,-0.6451331
Gm20498,0.1709653,-0.9266462,-0.02737768,0.212947,0.22765423,0.0061090863,0.23354666,-0.47966093,0.013928277,-0.32911405,0.41521773
Pcnx,0.5361299,-2.7689083,-0.15033217,0.64987856,0.8291527,-0.121313155,0.70640284,-1.5815111,0.49078727,0.21970198,-0.10624849
Sipa1l1,-0.34621322,-0.6166299,-0.28829503,0.62905973,0.8217832,0.19829342,0.13247588,-0.3488598,-0.075418904,0.02421876,0.47937456
Rbm25,0.016343504,-0.5487902,-0.728787,0.5477602,0.46991128,0.19077656,0.00017618593,-0.7774087,-0.090610124,-0.5171305,0.31925675
Npc2,-0.89401984,2.21328,0.12800924,-1.0023013,-1.3318883,0.050644297,-1.5738503,2.2467942,-0.94581586,-0.5413602,-1.3452125
Ylpm1,0.003684704,-0.12857471,-0.20776936,0.38469103,0.45509696,-0.61625004,0.22200978,-0.066057354,-0.028778573,-0.084054746,0.43675366
Nek9,-0.03202022,0.62553346,-0.6760295,0.12553959,-0.5121135,0.014222474,0.09779744,-0.071333155,-0.013134395,-0.30516863,-0.03019942
Tmed10,0.059827074,0.49037385,-0.22418816,-0.27703682,-0.81389534,-0.018877488,-0.09121523,0.0024773218,0.006582666,-0.083226465,-0.11541444
Snw1,0.9830369,-1.3287069,0.06796317,0.09830543,-0.7524003,-0.3485951,0.042582,-0.6798925,0.4109661,-0.11083258,-0.691261
Gtf2a1,-0.95132947,1.5806535,-0.09808809,-0.034152556,0.13317905,-0.6083471,-0.17412184,0.55775535,-0.35401702,-0.107758224,-0.29719433
Sel1l,-1.0420616,0.6722766,0.25361153,0.086086825,-0.2488009,0.19231483,0.23749897,0.36312127,-0.23153442,0.043793682,-0.23313235
Foxn3,-0.57525635,0.379575,0.37982672,0.31465054,0.51842463,-0.47360158,0.4459915,0.09076163,-1.1420606,0.059487224,0.5273419
Psmc1,0.08081296,0.14858504,0.2764272,-1.2246281,-0.27328068,0.3919048,-0.053909022,0.037774224,-0.3322909,-0.17384766,-0.59641963
Ccdc88c,-1.6881005,1.4201264,0.46525985,0.44551012,0.14520358,-0.9987601,-0.44130215,0.5415418,-1.5614102,0.2706393,0.43860936
Ppp4r3a,0.73005706,-0.86353815,-0.36817828,0.34187722,-0.039171103,-0.037268277,0.36015588,-0.6422727,0.02676269,-0.13482448,-0.6258978
Calm1,0.7043607,-0.24901503,-0.59739345,-0.16637214,-0.6331487,-0.15521564,-0.56139505,-0.788692,0.86687016,-0.69793963,-0.98385704
Trip11,-0.3151061,-0.7768691,-0.060876343,0.51189876,0.8114569,-0.20269753,0.34434694,-0.6608429,0.10868395,-0.75079143,0.17113848
Cpsf2,0.3967902,-0.593694,-0.32478544,0.13564467,-0.93804157,0.13869764,-0.5112096,-0.05361528,0.045542113,0.07620223,-0.5294648
Lgmn,-1.2078712,2.4915555,0.6284008,-1.3512677,-1.5601481,-0.49592048,-0.79895025,2.2781785,-1.2556697,-0.1768491,-0.88365877
Btbd7,1.0698365,-2.2142074,-0.39178586,0.5659464,0.3694061,-0.14630498,0.6633099,-1.8195302,0.4003718,-0.13881846,-0.25734773
Ifi27l2a,-5.2745647,4.514848,-0.24291489,-1.9186893,-1.1509349,0.60170335,-1.5716097,4.136271,-5.7257733,-1.047967,-1.3354207
Dicer1,-0.19563271,-0.45849565,-0.5496828,0.5436505,0.5356229,0.12991424,-0.29075524,-0.18386473,-0.06718256,-0.09231122,0.32182235
Glrx5,0.036725778,1.2582171,0.29231888,-1.4567896,-0.34846598,-0.8063994,-1.1408775,0.74015546,0.114761166,-0.20562497,-0.934786
Vrk1,-0.030394519,-0.7188784,0.1754976,0.07476842,0.5361732,-0.007367049,0.06932079,-0.11483456,0.0029656962,-0.043667417,-0.10064108
Papola,0.6299578,-1.7969403,-0.43886143,0.48904184,0.21533784,0.31897756,0.5290118,-1.3642327,0.12063913,-0.4177453,-0.042863473
Setd3,0.14383152,-0.8694602,0.020597238,0.28138268,0.07697842,-0.12734224,0.6472754,-0.4347338,-0.027935753,0.13981973,0.028891535
Evl,-1.2311486,2.0469677,0.17878547,-0.19928007,-0.6706799,-0.12879604,-0.28002355,0.92241615,-0.48792395,-0.32150832,-0.7815065
Yy1,0.5437702,-1.1615262,-0.46539328,0.4903539,-0.38229838,0.41488525,0.017804021,-0.7087368,0.4491098,-0.03504189,-0.039202664
Wars,-0.42070127,0.47606984,-5.268581e-05,-0.7015489,0.16697755,0.2314159,-0.17620389,0.30363744,-0.20475653,-0.039229933,-0.20980659
Ppp2r5c,0.3714804,-1.4117863,-0.10891719,0.51003253,0.43030956,-0.011965885,0.7585189,-1.0911348,-0.15285517,0.033487607,0.18948635
Dync1h1,0.12801126,0.68005455,0.20882124,-0.10601607,-0.5066842,-0.5026459,0.1402663,0.008960664,-0.35355544,0.5779577,-0.9075145
Rcor1,0.042766128,-0.73710644,-0.084553726,0.47302008,0.27274957,-0.18299714,0.15034722,-0.21152595,-0.0029764425,0.020066876,0.1897705
Traf3,-2.2652502,1.6830041,0.25795096,0.03493147,-0.057715893,0.31413522,-0.5661865,1.2473719,-1.654887,0.10703182,0.0063598407
Mark3,-0.57995236,-0.82452315,0.1433576,0.52554804,0.7687334,0.089255385,-0.2556736,-0.47284597,-0.11853667,-0.05216568,0.9837068
Klc1,-0.064671226,0.0535818,-0.05768711,0.41784382,0.38107485,-0.8511699,0.29455602,-0.15097292,-0.091529936,-0.064412884,0.26013696
Eif5,0.8311471,-0.5044625,-0.6662831,-0.19304127,-0.35223582,-0.27617142,0.077735245,-0.67357314,0.20320009,-0.8322846,-0.3412475
Siva1,0.9142881,-0.4009452,-0.23373374,-1.2777476,-1.1298984,0.7784083,-1.0555886,-0.22891909,0.869128,-0.5208669,-0.70391476
2010107E04Rik,0.59355724,0.4885876,-0.06903644,-1.34268,-1.1582648,-0.100612715,-1.0910496,0.57461125,0.6226758,-0.722196,-1.1118811
Akt1,0.5941026,-0.8380092,-1.1537988,0.17872918,-0.12565427,0.587177,-0.11588194,-0.3490582,0.02918731,-0.21330884,-0.3288585
Cdca4,0.682206,-1.406663,0.01187095,0.37708843,-0.15635514,-0.030608432,-0.3067263,-1.0341802,0.5952087,-0.09340271,-0.40162286
Gpr132,-1.0782633,0.97564757,-0.060392376,0.30857435,0.10649904,-0.34791455,0.70521927,-0.1583158,-0.26851916,0.014450646,0.03984854
Pacs2,-1.0751197,0.64334637,-0.049770866,0.06929651,0.69642043,-0.32586506,-0.13540654,0.06973013,-0.1440031,0.027750112,-0.40697414
Brf1,0.20543337,-2.309414,0.33712423,0.31612986,0.82527065,-0.12344432,0.05654626,-1.041027,0.17215557,-0.51112777,0.05096624
Mta1,-0.37419087,-0.90617,-0.72743773,0.6786085,-0.14926487,0.63803136,-0.43278736,-0.693924,0.20723061,-0.07724939,-0.2530146
Crip1,-0.2348819,0.7943741,-0.22141795,-0.8994364,-0.57434255,0.48811477,-0.99060845,0.5591157,0.081790395,-0.9203032,-0.73555374
Ighm,1.4148862,-3.3759341,-0.68061763,0.062212057,0.5816151,0.43841153,-0.5020258,-2.3272276,1.5450478,-0.10595404,0.04849102
Sp4,1.3549886,-2.906464,-0.19006605,0.6536443,0.44646555,-0.98090535,0.03650725,-1.4685993,0.652905,0.058650702,0.008505625
Esyt2,-0.32817915,0.04549486,0.23475648,0.44647858,-0.13196339,0.063802615,0.630773,0.07372028,-0.06559012,-0.08567741,-0.30789432
Fam208b,0.082229786,-0.04283776,-0.22691254,0.41271174,0.13504466,-0.31329325,-0.12116379,-0.25445956,0.00015143232,-0.03741715,0.43136558
Gdi2,-0.14512184,0.34872797,0.08716554,-0.53048295,-0.51200956,-0.004720132,-0.6829665,0.27109483,-0.049049243,-0.041793603,-0.16229418
Klf6,-0.50511175,2.2808347,0.07443957,-1.1712655,-1.4180113,-0.31426054,-0.47065514,1.3530395,-1.0416855,-0.067959815,-0.8502167
Wdr37,0.023312084,-0.37096912,0.07306682,0.49621862,0.1355773,-0.749533,0.6703318,-0.15719724,-0.01905416,-0.03730274,-0.57942474
Larp4b,-0.13922523,0.20291035,0.07922858,0.16154811,-0.42682755,-0.028655166,0.17204982,0.07050028,-0.041485537,-0.024676573,-0.72559285
Zmynd11,0.29594868,-1.4300652,0.05823331,0.62998474,-0.041622452,-0.09539024,-0.08083862,-0.70620155,0.021620695,0.2524199,-0.035342775
Lyst,1.6424799,-3.2943883,-0.2919458,0.73097706,0.4113306,-0.6656151,0.79943687,-2.8344064,0.23351987,0.4000382,0.5197535
Arid4b,0.51916146,-1.2311862,0.3256173,0.66167265,0.061049134,-0.6593319,0.4455457,-1.3279008,0.37460735,-0.33908248,-0.26049402
Psma2,1.0344963,-0.64136344,-0.4951704,-0.45692214,-0.39876032,-0.119184524,-0.44092014,-0.44542134,0.58750445,-0.92399126,0.3344758
Rala,-0.272227,0.8020588,-0.29894027,-0.29214278,0.2074838,-0.3885367,-0.81444,0.43467835,-0.04277467,-0.462302,0.26994476
Cdk13,0.9425007,-2.020976,0.07390657,0.72098714,-0.39211935,-0.27150795,-0.2816214,-1.2204592,0.88867706,-0.60384154,0.5792542
Vps41,-0.077049434,-0.62058675,-0.05930743,0.07931193,0.29160053,0.14643796,-0.2546751,-0.15130606,-0.00423067,-0.3942079,0.11394593
Trim27,0.12403462,-0.25967348,-0.2574485,-0.24177365,-0.48100945,0.053497944,-0.01584557,-0.07949987,-0.00398793,0.01725179,-0.0037173468
Elmo1,0.40705603,-1.3415668,0.027628139,0.6193382,0.7342984,-0.60145485,0.42373058,-1.3462751,-1.1224247,0.63899946,1.0744789
Hist1h1b,2.9910946,-4.659092,-0.51373863,0.5953239,-1.2903485,-0.40417266,-0.40069833,-3.7654746,3.7798538,0.05566169,-0.85926205
Hist1h1d,2.2012405,-3.3090816,-0.5489424,0.92037356,-0.7658795,-0.8402775,0.021164227,-2.3196824,1.6179897,-0.1549277,-0.32077318
Hist1h1c,2.3014674,-3.075349,-1.2806522,0.69535416,-0.57355744,-0.41444632,-0.21378593,-2.4916704,2.284676,-1.1392301,-0.43295458
Cmah,0.36338404,-1.5074037,-0.23023559,0.87645084,0.47519284,-0.19141684,0.30813986,-1.5753026,-0.109151356,0.04334928,0.35096985
Prss16,0.9662892,-5.492384,0.5370625,-0.303097,0.63695985,0.8949381,0.081330225,-2.8813663,1.3149989,0.4448992,0.30706322
Ripor2,-1.354006,1.1244451,0.51320565,0.19445968,0.15466847,-0.63899,-0.0843925,0.8599476,-2.180817,0.46473917,-0.038362037
BC005537,-0.3526564,1.2067568,0.59037465,-0.7298167,-0.7712366,-0.5741492,-0.10051895,0.29582083,-0.7846203,0.18646707,0.053288657
Sox4,0.9972229,-0.44191664,0.33756968,-0.24316226,-0.95551413,-0.4363962,-0.13537307,-0.5181963,-0.05536233,0.54934376,-0.4507781
Uqcrfs1,1.0334768,-0.45442808,-0.44654423,-0.8158546,-0.63063455,-0.16512252,-0.60663295,-0.32822287,0.21932624,-0.0786572,-0.9189395
Cdkal1,-0.61474335,-1.5685182,0.24482454,0.8529126,0.6584802,-0.021182079,0.6206578,-0.90289956,-0.11314042,0.033360943,0.5712639
Serpinb1a,-4.8233414,5.061808,-0.36444768,-1.694447,-1.0772167,-1.0905594,-0.914413,2.9633603,-4.054985,-0.930286,-1.041889
Gmds,0.07729876,-2.171373,-0.4470215,0.6347935,0.9078376,0.34301385,0.4955356,-1.2678721,-0.4255639,-0.1941192,0.61108285
Exoc2,0.9160726,-2.2667847,-0.037945297,0.61303705,0.116282746,-0.06479837,0.4843132,-1.6150774,0.25983226,-0.4547952,0.15789986
Serpinb6a,-0.6022009,1.2379766,-0.08706512,-0.2742676,-0.4405753,0.05183354,-0.06799446,0.37558618,-0.10927416,-0.44002187,-0.44367486
Prpf4b,0.35407895,-0.6143101,-0.7702773,0.2548176,-0.36397496,0.10669081,-0.1389491,-0.2685757,0.13477646,-1.2851797,-0.07735779
Cdyl,-0.24622783,-0.27086303,0.050792925,0.39915845,0.1818843,-0.27631295,-0.035222463,-0.13284452,-0.13858606,0.08108479,0.38434833
Fars2,-0.02528593,-1.4471061,0.06420352,0.72025007,0.81195813,-0.043833084,0.61941934,-1.3495606,-0.9806977,0.48436365,0.17503065
F13a1,1.8320539,-5.2052135,-0.93933547,0.94316995,1.3242667,0.39184958,0.48893386,-3.8070302,1.0007285,0.7491371,0.46630064
Ssr1,-1.1328356,1.5114334,0.39647946,-0.31681946,-0.8807088,0.5049824,-0.20546785,0.9037308,-0.62821203,-0.43411615,-0.114212975
Rreb1,-0.3656473,-1.6284292,0.048783444,0.9475166,0.4033287,0.45289162,0.27115822,-1.1050173,0.02513674,-0.23832181,0.22242583
Dsp,-1.7034577,2.081224,0.12651068,-0.5304307,-0.8861078,0.26461303,-0.45819315,1.5409269,-1.4270258,-0.35237414,0.009115678
Hivep1,-0.40219632,-0.04630314,-0.34281185,0.48729846,0.18339597,-0.01335716,0.44290793,-0.22690898,-0.17603223,-0.112875,0.46348217
Nedd9,-0.43181705,-0.7448933,0.30632415,0.72619367,0.57196736,-0.15749846,0.051869415,-0.8253865,-0.3308611,0.3448961,0.5554372
Ranbp9,-0.3355741,-1.1201453,-0.58834356,0.94587976,0.32457817,0.3004552,0.42586195,-0.7178375,0.014629311,-0.13533327,0.38481247
