,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 7,Shared topic 8,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 6,RNA private topic 8
Patl2,1.0731833,-1.2192451,-0.40756732,0.15589698,-0.028336199,-0.43119118,0.49460438,-0.9360026,0.061983973,-0.12945259,0.015775695
Dut,0.95935476,-2.1704924,-0.4302031,0.27921882,-0.36576936,0.5889647,-0.35497528,-1.5175865,1.3207971,-0.9020703,-0.20371024
B2m,-2.1099653,1.9254568,0.31044742,-1.0390142,-0.03139102,0.14107162,-0.8292746,2.0963674,-2.175335,-0.3476058,-0.365488
Eid1,0.59048367,0.43747,-0.14569849,-0.70238143,-1.081476,-0.31205097,-0.3386262,-0.018429365,0.14980587,-0.09754326,-0.8755642
Secisbp2l,0.042973682,-0.17770782,0.013542899,0.20853148,-0.28013432,-0.63840497,-0.0274918,-0.054560933,0.0055799824,-0.018950712,-0.0060416767
Gabpb1,0.8232561,-1.0742762,-0.8934959,0.5905466,-0.43957925,-0.26968914,0.3209873,-1.0724328,0.021565482,0.38882315,0.05413526
Usp8,0.57828164,0.15299377,-0.23486249,-0.59569395,-0.387906,-0.42620108,-0.6576036,0.09145997,0.12299635,-0.4355709,-0.6083412
Trpm7,0.18005562,-1.2461379,0.41281053,0.31873435,0.091532215,-0.50347215,-0.5196218,-0.9600945,-0.041684367,0.41832355,0.7037817
Snrnp200,1.0105761,-0.75431794,-0.09830424,-0.015086722,-1.0162654,-1.0341128,-0.21325901,-0.45347446,0.20908123,0.057803474,-0.2059961
Stard7,-0.12569386,1.1920202,-0.061700262,-0.09936223,-1.5736574,0.2467167,-1.2121892,0.15787272,0.008259792,-0.33853102,-0.7138007
Dusp2,0.16596048,1.5224327,0.334456,-0.31099102,-0.67841816,-1.3127288,-0.7965498,1.2192321,-0.88297427,-0.24260463,-0.76798046
Bcl2l11,-0.14469524,0.36960873,-0.10955293,0.34075457,-1.2037426,-0.2205285,0.08709491,0.06996423,-0.022324517,-0.015356812,-0.6406234
Anapc1,0.5794825,-1.3432422,-0.7731372,0.4552881,-0.17910431,0.5765474,-0.3799177,-1.1057013,0.43532726,-0.4514469,0.21342333
Sirpa,-1.7710102,1.8158352,1.123701,-1.1027784,-1.5040164,-0.46900138,-0.5098798,1.8253702,-1.6600611,0.5814371,-0.8694325
Snrpb,0.32354903,0.38815686,0.27285638,-0.86953217,-1.2919924,-0.22860539,-0.9287616,0.39576644,-0.08880503,-0.13744526,-0.45003745
Ptpra,0.06634092,-1.2654719,0.15566649,0.14922297,0.42771834,0.23262715,-0.21830802,-1.0243449,-0.05618148,0.3204389,0.2997842
Ddrgk1,-1.4283128,2.1050005,0.336471,-0.79139477,-0.7882737,0.051287293,-1.0874724,1.5449088,-1.5015309,0.024320543,-0.14049293
4930402H24Rik,-0.07939888,-1.3287586,0.15196171,0.18988007,0.56446975,0.5085765,-0.44567132,-0.56218654,-0.07274511,-0.0039936025,-0.106376134
Atrn,-0.23478562,-1.035184,-0.33682004,0.7552534,0.24438038,-0.040866032,0.67994964,-0.6123329,-0.06446484,-0.06157998,-0.14683275
Pank2,-0.14400205,0.055450566,-0.0885797,0.28123397,0.008824619,-0.3881637,0.6439025,-0.20617878,-0.008208457,0.055336237,-0.093102954
Prnp,-2.9439244,2.8795993,-0.05264678,-1.2925669,-0.253129,0.09580425,-0.9813704,2.1391935,-1.3177193,-0.86429334,-0.641067
Slc23a2,-0.21608816,-0.70957464,0.069910064,0.35491294,0.052364286,0.05992016,0.36005533,-0.21842511,-0.21681507,0.3637498,-0.35317424
Rassf2,-1.1643678,1.5465184,0.19614014,-0.31453738,0.064935364,0.0003008595,-0.8588059,1.1668862,-0.7271644,0.16980211,-0.7827329
Cds2,-0.2788566,0.2722843,0.084969625,0.24490765,0.11492378,-0.029005632,-0.032911025,-0.021161119,-0.015148732,0.015830418,0.3146215
Gpcpd1,-0.33385572,0.060748316,0.08375888,0.1841972,-0.43041754,-0.17794126,0.36730716,0.032311074,-0.10806379,0.11795588,-0.39336276
Tasp1,0.5015381,-2.6947255,-0.14916962,0.7834244,0.78240967,0.1564569,-0.19794698,-1.8646252,0.27841425,0.049586494,0.72681075
Macrod2,-3.5117693,2.8516488,-0.39152294,-1.2833006,0.8022055,0.44691408,-0.38055524,1.3536117,-1.9595188,-0.48608527,-0.58604354
Snrpb2,0.47760203,0.8639815,-0.15740792,-0.7150967,-0.639409,-0.8155678,-1.117844,0.22323643,0.29777718,-0.27340865,-0.5860957
Rrbp1,-0.858764,0.8155138,-0.30782297,-0.40690246,0.53295773,0.2048173,-0.3902421,-0.42502403,-0.68794847,-0.050545856,1.0308988
Snx5,0.05123882,-0.068966165,0.11441061,-0.16872507,-0.6470836,0.28938755,-0.8527294,-0.13813074,0.267347,-0.584642,-0.720414
Crnkl1,0.4199809,-0.03354577,-0.557029,0.0014704292,-1.334368,0.059759405,-0.19756317,-0.14047313,0.09432497,-0.22503911,-0.66475815
Ralgapa2,-0.0997127,-0.5555819,0.092455596,0.77710384,0.5306004,-0.523688,0.38282546,-0.74268,-0.117457174,-0.5674021,0.07357586
Xrn2,0.8947379,-1.1083524,-0.8569179,0.14535983,0.34158522,-0.65875405,0.30542654,-0.8138873,0.29707524,-0.31457078,-0.37735492
Pax1,1.5223832,-3.3474214,-0.6913803,-0.43397626,-0.39781758,1.2268444,-0.107834086,-1.6344272,1.666793,-0.16399482,-0.55788726
Acss1,0.22358309,-1.7777472,0.28396603,0.32059056,-0.0798032,0.16158883,0.30483413,-0.7642637,-0.16353258,0.54177797,0.43580136
Cst3,-3.3253598,3.2488532,0.11650661,-1.3664316,-0.76618093,-0.24543457,-1.175825,2.9681458,-4.4724646,-0.26930952,-1.2761679
Fkbp1a,1.2415806,-1.657828,-0.43475226,-0.06741403,-0.31566033,0.22259323,-0.02096123,-1.3477316,0.8880167,-0.7451949,-0.75369865
Rbck1,-0.5621632,0.4101668,0.65379506,-0.42429385,-1.2961824,0.21277301,-0.6021997,0.2606182,-0.0439824,0.3637029,-0.8673703
Csnk2a1,-0.010806011,-0.10532504,-0.043305542,0.13473168,-0.18268074,0.010334925,-0.047475815,-0.00039136474,0.0020068474,-0.12241105,0.28653333
H13,-0.30590695,0.084726125,0.06419939,0.07036232,-0.046692975,0.01612817,0.20985237,-0.024954682,-0.06674585,0.047434792,0.094977096
Tpx2,0.6885563,-2.884945,-0.027215397,0.7600086,0.17925215,0.16253309,-0.18442027,-1.3968987,1.2991991,-0.056634385,-0.34282058
Bcl2l1,0.72185004,-1.6167538,-0.330326,0.6776989,0.34123883,-0.3963036,0.52622783,-1.2188588,-0.33217534,0.20282443,0.21412125
Plagl2,0.28421772,-0.35821033,-0.28770676,0.20787379,-0.5827392,0.043730948,-0.56663644,0.1550152,0.05786927,-0.5723216,-0.51476204
Asxl1,0.1411868,-0.77286375,-0.41127673,0.63727754,0.6970765,-0.3951157,0.8744468,-0.8037069,-0.08237445,0.041661493,-0.38352716
Mapre1,0.8005887,0.14003578,-0.4468617,-0.42483485,-0.30492926,-0.86814404,-0.016488569,0.019773886,0.1599986,-0.8045179,-0.8155948
Cbfa2t2,-0.1700615,-1.1109337,-0.6224401,0.66866404,0.18154563,0.7171172,-0.203692,-1.0066845,0.24008778,-0.2830449,-0.10068136
Chmp4b,-0.96560526,0.9354042,0.40259913,-0.88755447,-0.056742553,0.3670578,-0.2247875,0.5160217,-0.50324476,-0.04239444,-0.58930326
Raly,0.5563383,-2.553667,-0.93126386,0.6449057,0.6709498,0.016802626,1.0354725,-1.9750102,0.1888128,0.16158715,0.3454539
Eif2s2,0.5462197,0.06939265,-0.13536787,-0.26387128,-1.1910923,-0.23543514,-0.8739492,-0.053986896,0.12244012,-0.07664875,-0.37560594
Itch,0.6341381,-2.1808827,0.11596833,0.7195504,0.15067971,0.010494945,0.701821,-1.3771449,-0.1396487,0.13148119,-0.04384407
Dynlrb1,1.0069286,-0.5421445,-0.2359886,-0.44754404,-0.0010700902,-0.08439815,-0.49659994,-0.72574174,0.90374756,-0.78551567,-0.16153981
Ncoa6,-0.22739041,-0.40117472,-0.49833515,0.6591862,0.44634396,-0.039987847,-0.10283098,-0.35404167,-0.044749055,-0.21193083,-0.02421321
Edem2,-0.5424254,0.5495772,-0.042825125,-0.17036593,-0.23528774,0.25740987,-0.0045264442,0.2940733,-0.0871799,-0.052742053,-0.34420145
Eif6,-0.27940154,1.3517826,-0.12440919,-0.7850636,-0.739918,-0.1392479,-0.8518132,0.38774267,-0.0072751157,-0.32297984,-0.52906764
Trpc4ap,0.30796278,-1.3532637,0.01613527,0.29972982,0.30503362,0.040954426,-0.20835549,-1.1444507,-0.0077543017,0.15546735,0.105357856
Cep250,-0.027829185,-1.3637207,0.51786304,0.70394665,-0.68828577,0.21126345,0.34845722,-0.9992068,-0.28055778,0.8193684,-0.44383815
Ergic3,0.59771615,-0.38201872,-1.2751558,-0.013575483,-0.03529097,0.20764422,-0.3459823,-0.58043647,0.24081704,-0.67363936,0.3484864
Cpne1,0.29040074,-1.325979,-0.58738947,0.6924964,0.52285874,0.14640436,0.9209122,-1.3267045,-0.14160532,0.14401563,0.07929719
Romo1,-0.1781207,1.0473466,0.026673462,-1.1246839,-1.1760145,0.16451107,-0.22069125,0.6430648,0.16040008,-0.588394,-0.9972839
Sla2,1.8499227,-2.8533628,-0.8725421,0.3373055,-0.0007006119,-0.08297142,0.481928,-1.793175,0.48271203,0.59782076,-0.43268856
Ndrg3,0.39386213,-1.8729373,0.16351163,0.09006529,0.21277075,0.60374355,-0.5585434,-1.038758,0.05638104,-0.22693266,0.36635393
Samhd1,-4.109923,4.269865,0.79854244,-1.9442414,-1.5357285,-1.4035385,-1.4504237,3.9968443,-4.320865,-0.71651536,-1.4279499
Ralgapb,0.21977371,-0.7473391,0.024552004,0.8712059,-0.7751069,-0.26780334,0.28098476,-0.465103,-0.03503664,-0.045534533,-0.28172237
Ppp1r16b,-0.08452445,-0.71300644,0.26429316,0.3933511,0.17610265,-0.37583137,-0.42809647,-0.8286489,-0.45677227,0.6274612,0.41939485
Top1,0.6918591,-1.4350747,-0.47282574,0.5659365,-0.13828656,5.1042665e-05,-0.29802158,-1.0452685,0.6650227,-0.16294046,0.20860504
Plcg1,-0.013261548,-0.02061985,0.007275858,0.022534104,0.09425827,-0.10966688,0.14484815,-0.024973547,-0.02709069,0.005535805,0.07790786
Chd6,0.117514245,-0.8214724,-0.064711444,0.44408357,0.45313564,-0.1342932,0.22371201,-0.5470815,-0.002656666,0.04847643,0.5909489
Ttpal,0.09458439,-0.4493485,-0.044683445,0.10780155,-0.35008532,-0.08813818,0.39372277,-0.12238662,-0.0011882728,0.011059351,-0.39534485
Pkig,-1.9288071,2.1646767,0.98969805,-1.246485,-0.46838698,-0.94334894,-0.78689545,1.2939658,-1.358237,0.68985903,0.016330434
Ada,2.549121,-3.8258388,-0.7459197,0.33149812,-1.141068,0.21900378,-0.6352787,-2.5365272,2.5038881,0.0789574,-0.3036869
Tomm34,-0.79343414,1.1045222,0.3883937,-0.13581963,0.11886517,-0.46008542,0.120397404,0.40840256,-0.34944427,-0.12443421,-0.24723703
Ywhab,0.35394722,0.10239065,-0.76465,-0.068965636,-0.6177162,0.022903712,-0.11104065,-0.30084774,0.1331483,-0.3987247,-1.0223391
Serinc3,-0.9333582,0.86359036,0.27598724,-0.4154576,-0.22168674,0.18911147,-0.012236484,0.9527751,-0.8079377,0.012821805,-1.244718
Sdc4,-2.3182003,1.5600891,0.7678752,-0.39083806,-0.18758796,0.08794302,-0.26895717,1.3762221,-2.0594351,-0.09089272,-0.097677566
Stk4,0.77182484,-1.131922,-0.11795934,0.3340458,0.18377419,-0.7749632,-0.20329374,-1.2221167,0.04437252,0.5923484,-0.18367137
Pcif1,0.11460778,-0.558031,0.12588812,-0.27363926,-0.3028933,0.5715134,-0.8968344,0.017292641,0.08270182,-0.20149969,-0.30067927
Pltp,-0.8328042,-2.7208338,-0.8689461,-0.13910595,1.1352298,1.4563259,0.14907679,-1.3682905,0.01621741,-0.54276186,0.5089994
Ncoa5,-0.033694766,-0.22356035,-0.17956418,0.34930792,-0.74128294,-0.030092288,-0.02074967,-0.08062464,-0.0016265265,0.0056462022,-0.3572026
Eya2,-0.637231,0.3438943,-0.1228987,0.21471916,-0.6470632,0.896765,-0.95946693,0.40039426,-0.22387701,0.061678294,-0.38916886
Zmynd8,-1.5527108,0.8053726,0.29190314,0.20042765,0.49481022,-0.25129336,0.14713995,0.52174294,-0.88422024,-0.11213812,0.6711416
Ncoa3,-0.1364705,0.19538821,0.05107511,0.035935793,0.14802307,-0.0702573,-0.28074327,0.08617994,-0.031477578,-0.016197206,-0.34456664
Znfx1,-1.3803476,1.5699534,0.028083235,-0.064716116,0.28055322,-0.114501715,-0.382208,0.67655796,-0.8473602,0.027754076,-0.5514041
Prex1,-0.0937864,-0.5006702,0.01585319,0.34904677,0.33312446,-0.10520201,0.3521173,-0.20072597,-0.034185663,0.07074437,0.17569971
Rnf114,-0.42581958,1.5209603,-0.3446613,-0.0074279886,0.115860105,-0.34298867,-0.38472903,0.35518745,-0.24604364,-0.30528578,-0.47389627
Ptpn1,-0.23355676,1.1313139,-0.17459516,0.22592527,-1.424931,-0.5038263,-0.8741491,0.7199014,-0.1785253,-0.34021598,-0.049270313
Adnp,0.14272618,-0.18251687,-0.14479478,0.02961493,-0.7536154,-0.00073729234,-0.19036594,-0.035617262,0.00836236,0.02268825,-0.84188193
Zfp217,-1.416649,1.1547024,0.04800087,0.12148673,-0.10036382,-0.07226714,-0.75414175,0.5592124,-0.74170417,0.051142406,0.27374795
Rtf2,0.42676964,-0.20280078,-0.37451506,-0.07231269,-0.043280445,-0.80065435,-0.2744612,-0.07613373,0.119103946,-0.016365074,-0.8430181
Rae1,-0.5221646,0.4260848,0.4104681,-0.43406922,-0.43716928,0.13431512,-0.26793015,0.08487962,-0.13453257,0.024966676,-0.10849151
Rbm38,-0.7575067,1.7576659,0.61494505,-0.32588267,-1.5814731,-0.8845858,-0.12889731,1.3444961,-1.369989,0.21757916,-1.2070782
Rab22a,-0.080341995,-0.62506497,-0.011700919,0.5263119,-0.33065492,-0.22668852,-0.2366415,0.06564591,0.009198107,-0.08219718,-0.14589359
Stx16,-0.15132582,-1.292036,0.1767725,0.6553538,0.5871465,-0.1920996,0.49033436,-0.613971,-0.051494624,-0.038651645,-0.10892082
Gnas,0.21501777,-0.7916579,-0.86297846,0.18542488,-0.2308159,0.23984826,-0.09280885,-0.24669087,0.46519023,-0.7386296,-0.7992082
Ctsz,-2.4866884,3.4052997,0.11300053,-1.6270058,-0.6707406,-0.49958026,-0.54070574,2.9550178,-3.04825,-0.7623841,-1.0839993
Atp5e,-0.97423536,1.7549074,0.20707226,-1.6077279,-0.2591681,0.27358854,-1.3651131,1.2678705,-0.06775812,-0.5634626,-1.1065012
Cdh4,0.028482538,-2.6042132,0.28447053,-0.44599083,0.907584,0.8733905,0.39176744,-1.0916979,0.043596055,0.16377087,-0.12688795
Taf4,-0.021497644,-0.8567536,-0.30778232,0.79105043,-0.06343259,0.09739279,0.45448032,-0.36091703,0.025756635,-0.10295486,-0.14300305
Lsm14b,-0.23843154,0.08011843,-0.10747911,0.28038368,-0.8696922,0.49176815,-0.5026257,-0.04519409,-0.033084143,0.026475456,-0.29673803
Psma7,1.0144173,-0.3193624,-1.0663447,-0.34949932,-0.86238164,0.42161554,-0.57130444,-0.511308,1.27312,-0.5632,-0.8795076
Ogfr,-0.9552829,1.7224126,0.42424628,-0.5302642,-0.77551943,-0.5610572,-0.7483087,1.3663399,-0.923529,0.16770987,-0.92591214
Dido1,0.13467091,-1.2579305,-0.060283974,0.7674538,-0.05988762,0.20186609,0.14777772,-0.44485968,-0.02814265,-0.13025387,0.47822747
Ythdf1,0.69337505,-0.21327598,0.033425692,-0.19835114,-0.27124146,-1.0755756,-0.36963412,-0.13759643,-0.0077540576,-0.040250048,0.3679334
Helz2,-1.5708556,1.7979952,0.35475528,-0.21147695,-0.11921545,-1.1215996,-0.6437919,0.9498428,-1.3672042,0.534853,-0.4542823
Dnajc5,0.40738237,-0.80231845,-0.46182948,0.30128983,-0.053682588,-0.032863397,0.05442651,-0.5043618,0.009542581,-0.12054561,-0.52659583
Prpf6,-0.0016720891,-0.19801682,-0.12192088,-0.035866342,-0.17232873,0.1637347,-0.028372662,-0.023516897,-0.0145732965,0.001067754,-0.2634179
Pcmtd2,1.3839242,-1.4587626,-1.3581516,0.12897795,0.31204855,0.07596578,0.20655431,-1.4927692,0.47207615,-0.28091595,-0.32527766
Zfp704,0.7550407,-3.830781,-0.5433561,1.2430266,0.2980292,0.78133243,0.08357425,-2.2117033,0.8890447,-0.25978017,0.19890441
Fabp5,0.6898028,-0.4719219,-0.5864753,-0.42051017,-0.59367025,0.6661602,-0.33491343,-0.32370165,0.9874521,-0.74759024,-0.37939054
Impa1,0.020296548,0.6273196,-0.25793728,-0.60527325,0.11825851,-0.9032837,-0.48863488,0.10824668,-0.04071578,-0.022148954,0.449467
Fabp4,-2.2953796,2.4667702,-0.67386353,-0.2719322,-1.3047082,0.64067084,-1.0548524,1.8223906,-0.7116036,-1.0234032,-0.9477723
Pag1,0.7661414,-2.588121,-0.19133252,0.8129874,0.4564959,-0.05857683,0.6836599,-1.9690548,0.019630542,-0.098496065,0.47452626
Ythdf3,0.35576874,-1.016574,-0.1288316,0.6504531,0.2399559,-0.50745517,0.12823234,-0.5111211,-0.010488758,-0.44084015,0.56105375
Pde7a,-0.7793017,1.1110904,-0.3278337,-0.115085326,0.23122413,-0.6344261,-0.60931796,0.6002304,-0.12707807,-0.23687565,-0.21080877
Nlgn1,-0.26671144,-1.5910779,-0.5566794,0.025391528,0.6669535,0.85646355,-0.020059742,-0.62987053,0.06897327,-0.06572542,0.39735895
Tbl1xr1,0.33271816,-1.2568753,0.39037374,0.31066442,0.2294496,-0.70873374,0.26770657,-0.9713297,-0.08928423,0.2762696,0.3574993
Sec62,0.8856968,-1.1727624,-0.6498183,0.083510056,0.10983038,-0.36967748,-0.73558927,-0.93814355,0.24427912,0.5978565,0.17107917
Phc3,-0.6252819,-0.018370897,0.14439553,-0.28925812,0.88246703,0.12380449,-0.31085345,0.041623235,-0.19686803,0.25211632,0.032066442
Tnik,-0.36411735,-0.6722758,0.39084524,0.60174197,0.7325709,-0.4183462,0.61448294,-0.47131622,-1.5623584,0.07100316,0.6628298
Skil,-1.790672,2.9583716,0.31875062,-0.7452647,-1.2386203,-1.3787488,-0.98836964,2.1406372,-2.1558745,0.13748015,-0.9121641
Pik3ca,0.5442821,-1.2926106,-0.2729388,0.5506578,-0.025730666,-0.28989324,0.027427958,-0.7748329,0.054886732,0.023010507,0.3816651
Ttc14,0.6091441,-2.1444495,-0.573967,0.9628545,0.42014828,0.09379074,-0.08891109,-1.5058436,0.07433117,-0.8840515,0.9615907
Fxr1,0.44069788,-0.65171915,-0.81510115,0.30895233,0.40875968,-0.6690812,0.63003635,-0.901113,0.14775747,-0.20823318,0.117522106
Atp11b,0.3097402,-0.8647123,-0.25020498,0.8043015,0.035829216,-0.30519468,0.22847554,-0.25302166,-0.056710277,-0.1599922,0.19697814
Ccna2,1.8223016,-3.56188,-0.60836685,0.12560035,-0.2032413,0.3839768,0.058483995,-2.6714091,1.7130947,-0.06565668,0.23629545
Anxa5,0.30690345,0.46235132,-1.1608478,-0.29170105,-0.42182484,0.076685235,-0.24067977,0.24089715,-0.004307881,-0.6149558,-0.1184303
4932438A13Rik,0.6360316,-1.7691159,0.03594684,0.71379435,0.32064778,-0.92926687,0.5074194,-1.8555951,0.24848385,0.12905882,0.3197093
Ankrd50,0.68177843,-1.5571905,0.4577156,0.2462835,0.11307896,-0.14297679,0.1163818,-1.7938296,-0.37120807,1.0429281,-0.35852495
Hspa4l,0.60381794,0.12540501,-0.1371548,0.20481554,-0.11475492,-1.3933645,0.25418267,-0.33933416,-0.09229957,-0.068452395,-0.3374346
Jade1,-0.23599692,-0.45160913,0.051666748,0.24684171,0.3449642,-0.10285584,0.13963583,-0.011468975,-0.059063546,-0.12564552,-0.18963216
Slc7a11,0.9734194,-2.06077,-1.6386291,0.7581948,0.43181112,0.15355588,0.2240297,-2.2386055,0.57932645,-0.0010897942,0.537925
Elf2,0.030408569,-0.55480367,-0.02791608,0.33926842,0.10792073,-0.23991545,-0.2785092,-0.16052224,-0.021910496,0.047554784,0.44852138
Setd7,1.1139355,-2.1769078,0.05692003,0.33397388,0.16750625,-0.19889024,0.15872414,-1.7815633,0.46790448,0.07488997,0.22109202
Maml3,-1.1655068,-0.118704736,-0.83358693,0.6279637,0.98543835,0.08386759,0.14067088,-0.49459475,-0.72382057,-0.566855,0.9734382
Foxo1,-1.7805274,1.9442661,0.12964904,-0.58127207,0.23604558,-0.1269934,-0.23653696,1.2559237,-0.9067138,-0.13754767,-0.56095684
Ufm1,0.24475276,0.24918172,-0.42060044,-0.4823327,-1.1347804,0.40425202,-0.60764164,0.24534541,0.121352606,-0.3909822,-0.04681845
Supt20,0.2556295,-0.620788,-0.06847594,0.5166502,-0.15210275,-0.10471638,-0.018471597,-0.14153425,0.00774166,-0.2081504,-0.07444644
Serp1,-0.7785278,1.5912604,0.01802825,-0.8854388,0.02577536,-0.50670254,-0.3580732,1.110064,-0.96032363,0.15815309,-0.64118713
Eif2a,0.79384667,-1.0698242,-0.3437202,-0.07673516,-0.34348992,0.22502102,-0.36208448,-0.7157298,0.008112903,-0.4332739,-0.43487713
Dhx36,0.63561356,-0.5530488,-0.6326852,0.14228283,-0.30762336,-0.18279806,-0.6087573,-0.10509281,0.06505811,-0.020249223,-0.23956439
Gmps,0.40105486,0.020816043,-0.6277326,-0.055583254,-0.5010042,-0.34726873,-0.014095231,-0.1694071,0.12731045,-0.13572603,-0.38228875
Tiparp,1.3038359,-3.2163043,-1.0547562,0.8156497,0.10393827,0.51906747,0.10287404,-1.5565398,0.4982693,-0.5452819,0.6802116
Ssr3,0.04097484,1.2921189,0.28762388,-0.8228351,-1.1072346,-0.21703291,-0.12838587,1.4283825,-0.6148276,-0.32752904,-0.7385343
Ccnl1,0.07488412,-0.6183784,-0.5036609,0.44414607,-0.05880286,0.5101948,-0.24888441,-0.46190864,-0.034319606,-0.08926175,0.35186327
Rsrc1,0.80783284,-1.4833481,-0.42968675,-7.9707905e-05,0.7270027,-0.2412783,-0.72677046,-0.8013013,0.78671,-0.75052345,0.48685804
Mfsd1,-1.7577273,2.1862879,0.23143712,-0.7871646,-0.6338639,0.042122327,-0.837782,1.0101721,-1.4141518,0.22302115,0.3279073
Ift80,-0.3381118,-0.530965,0.0349363,0.61687464,0.6527303,-0.123964526,0.38010123,-0.14289863,-0.06706898,-0.05277078,0.5394178
Trim59,0.5998804,-0.9453092,-0.17214105,-0.07779576,-0.6395428,0.39100182,-0.2527791,-0.32049078,0.30333847,-0.72252154,0.32209763
Kpna4,0.8525946,-1.0453525,-0.4656139,0.67168134,-0.2948864,-0.33999747,0.33205703,-0.9317485,0.13317037,-0.01935786,-0.40300068
Smc4,1.3241502,-2.2302554,-0.7207743,0.6607027,-0.4472017,0.09777043,0.17648973,-2.1161556,1.2536013,-0.37239587,0.060292747
Pdcd10,0.28867316,-0.5489797,0.025577733,0.44687045,-0.9130242,-0.057212546,0.06862069,-0.23255779,0.025018549,0.011656494,-0.22951928
Rapgef2,-0.20865735,-0.2957314,-0.632447,0.5583065,0.7656427,-0.116095744,0.7790359,-0.24638961,-0.3487909,0.07396012,0.37872204
Arfip1,0.060716566,0.42314017,-0.011333675,0.043815397,-0.6259753,-0.28115898,0.054143026,-0.10825873,-0.061504915,0.11113808,-0.63688403
Fbxw7,-0.20833145,-1.7109237,0.23277004,0.50741327,0.763707,0.32027456,0.6270617,-1.0531676,-0.5367206,-0.26163337,0.46678331
Gm37240,-1.2314085,-0.8456416,-0.27995214,0.20746955,1.2911626,0.5155091,-0.51042914,-0.82864153,-0.8625113,0.57699895,0.579149
Tmem131l,-0.34235954,-1.2013687,-0.0044084904,0.26260182,0.4608788,0.364668,0.22009033,-0.74961185,-0.40635586,0.28590545,0.42724353
Lrba,-0.39295563,-0.53472936,-0.20955607,0.68234295,0.8273839,-0.41907856,0.5285249,-0.21714538,-0.37619898,0.30937174,-0.2561055
Etv3,-1.1699588,2.4154341,0.21336965,-0.2881117,-0.8000072,-1.2687331,-0.6789373,2.2444208,-1.7667023,-0.5191692,-0.95934564
Sh2d2a,0.51553595,-0.6572927,-0.4641183,-0.0692899,0.23811378,-0.22773592,-0.29715958,-0.43841195,0.24513918,-0.24365065,-0.2854755
Mrpl24,-0.4158278,0.5956247,-0.2732531,-0.24087599,0.21340896,0.15896071,-0.20559606,-0.06108587,-0.11849157,0.030545391,0.34047958
Mef2d,0.14475459,-0.6967133,0.024112796,0.24826877,-0.03936765,0.017004434,0.07555509,-0.08743563,0.0055406117,-0.02121793,0.15214066
Cct3,0.123343304,-0.24015853,-0.036716755,-0.59269136,-1.0190189,0.24078017,-0.3997379,-0.35344574,0.052759975,0.09673061,-0.6583124
Lamtor2,0.9225892,0.15245146,-0.14938712,-0.42996478,-1.5259593,-0.38707888,-0.72036874,0.41329214,0.22624202,-0.41655868,-0.66864
Arhgef2,-0.040311154,-0.30202162,0.09397007,0.1913659,-0.3220136,-0.19327976,-0.5787685,-0.050016806,0.020060398,0.009248517,0.48946726
Gon4l,-1.6507435,1.5741844,-0.03926786,0.18833229,-0.7958525,0.2402284,0.16992424,1.11713,-1.7039921,-0.5021756,0.49369
Ash1l,0.17149024,-1.7788386,-0.54277647,1.0076885,0.71854806,-0.12125571,0.69900906,-1.7106247,-0.13139385,-0.3936215,0.42896053
Dpm3,0.9800595,-0.53852963,-0.78865296,-0.31480944,-0.13121416,0.33958614,-0.46082878,-0.42069545,0.36006975,-0.44108576,-0.51597726
Pygo2,-1.3543327,1.6794579,0.45945033,-0.68892634,-0.3301495,-0.17233211,-0.18920748,1.4288976,-1.8419348,-0.3886247,0.15847345
Pbxip1,-2.9630766,2.696473,0.50407517,-0.95277816,0.09589639,-0.12513891,-0.87220806,2.0172572,-2.1557562,-0.3708119,-0.7540114
