,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 7,Shared topic 8,Shared topic 10,Protein private topic 1,Protein private topic 6,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 6,RNA private topic 8
67_15,15.458654,2.8106947,1.8054276,0.99043226,1.2670326,2.6552577,0.80996126,2.4538612,0.83171934,5.4308424,19.474812,0.8511226,0.9644208
114_60,6.5137215,2.7037024,4.731474,1.2178612,1.2140064,0.6274042,1.3024359,1.3834447,5.4861403,2.2041464,19.612442,2.828767,0.90478665
83_31,5.731537,3.2275982,2.1424785,1.031734,1.2127694,1.7257643,0.72484815,2.1321666,1.5460306,3.9331405,18.978535,1.8229315,0.5094925
75_42,1.669503,45.299072,1.032265,0.5755811,0.7099326,0.69901156,3.731828,0.88480836,0.560538,12.04792,2.1403975,0.7386004,0.419484
73_29,1.6000615,67.89971,1.1227946,0.6139324,0.6927384,0.598542,1.9806365,0.8027396,0.4120487,13.463375,1.577622,0.66948056,0.29443178
91_56,45.70045,2.0981996,1.038774,1.4288943,1.2169731,1.0073087,0.07833084,1.5859637,1.53905,2.0480917,20.246492,1.0208559,1.4934036
96_21,1.5616713,24.660072,3.0590274,0.678349,0.6606735,0.9153291,2.5439367,0.69788325,0.70135546,19.07117,2.002135,1.2471696,0.4009694
33_52,11.790053,3.116107,14.053655,1.207576,2.3458867,0.73881567,0.44911033,2.542445,13.793537,2.589812,4.390624,51.25061,2.8749392
91_51,41.144207,2.6766744,0.9236103,0.9053819,1.1145109,0.8271706,0.11055518,1.8294396,0.86492443,3.045741,33.864174,0.9678296,1.275054
23_56,11.21828,2.2355216,0.86010367,1.2763393,1.3484955,1.0857983,0.3810348,3.063171,2.0209234,2.2454374,25.056524,2.113536,2.112205
107_37,1.543966,18.210316,2.8066847,0.6575172,0.71502537,0.5739993,1.8173411,0.98738235,0.82093924,19.441366,1.6678938,1.1158353,0.38036174
87_23,1.5519283,30.956959,1.7541142,0.7238172,0.62442744,0.5549653,2.4946144,0.7655385,0.6613368,17.44627,2.059093,1.1609379,0.43302214
57_15,10.455033,2.8412642,1.3923194,1.0553455,1.3128626,2.9878035,0.52770835,1.985074,1.3037131,2.7639525,18.8307,0.9333465,2.0592446
69_39,1.6388792,27.285223,1.0965602,0.60950327,0.7258954,0.7795865,5.1272364,0.9137008,0.73544866,11.983741,2.2751498,1.0073307,0.6518788
7_51,4.262245,2.5162075,1.0009332,3.087699,2.2451048,0.53578687,0.05319714,161.94449,19.460697,2.7297034,5.701745,1.8187044,1.7809781
88_7,5.180949,1.717861,0.7882943,19.649525,1.2867657,0.74295187,0.11340517,1.4254723,1.9073112,1.4228153,4.9550743,0.7522677,2.7206771
21_56,5.5671873,3.9573603,1.2751001,1.2330716,0.6531916,0.65678656,0.5409488,1.403361,0.93318266,6.691608,18.179914,0.9846074,1.2026826
45_49,14.014363,2.110385,1.6565664,2.927413,2.7137036,0.5944773,0.4197538,1.6134843,45.985058,1.7760832,6.005495,2.9996517,2.5134716
94_57,24.48885,2.1925764,1.0189016,1.3281102,1.2579511,1.0766187,0.084537536,1.4821309,1.5603803,2.1815464,37.616432,1.0449232,2.0135062
63_13,9.907596,2.1462183,1.7713323,1.4422294,1.5883453,1.5822879,0.48553726,1.6636943,1.7654175,3.2046885,16.24816,1.9679904,2.2702353
74_6,38.852283,2.1164112,0.9399317,2.7051876,2.460534,0.9493961,0.069630526,1.1108662,2.5740554,2.1824274,12.038427,1.3682057,1.3172194
69_21,7.794228,3.8285956,9.150842,1.016741,0.80651927,0.6022073,0.94052917,1.6897827,1.6580385,3.9470034,18.45786,2.1978047,1.2139426
52_19,9.099436,3.2589564,1.317458,0.944954,1.135395,4.6008005,0.7846335,4.1391077,2.3447616,2.3786,44.517853,2.0872612,0.81015825
78_31,6.348133,3.9564,3.4953332,1.0010428,1.4619596,1.5891397,2.1244316,1.5009391,2.0114586,3.7218595,8.276727,3.1650329,1.4422953
80_56,2.4855514,3.208986,1.8462268,1.4384629,57.642372,1.874721,0.5535548,4.7828217,1.1444615,4.1020784,1.5147263,1.5970017,0.6134174
51_46,2.0384169,4.6740265,3.368826,0.92476547,1.6665288,31.923552,1.3987052,1.9712054,3.3656254,3.223678,3.7880285,16.44645,1.7129792
78_9,41.449165,1.8790336,1.3575925,1.1474575,1.2908387,1.1238427,0.1571964,1.2854439,3.0870175,2.2226114,9.521851,1.5500017,0.90188146
18_57,8.724432,1.9871781,0.94943863,8.147195,2.5242815,0.80331254,0.113195226,28.737055,1.7502912,1.3950047,13.710048,0.61889493,3.1791294
97_29,7.2080455,4.1299977,2.684887,0.9367362,0.8882613,1.5159571,0.7487915,1.4801928,0.8394338,13.741776,9.092056,1.1886834,0.60786045
20_41,6.952102,1.8072884,0.80891985,6.13815,1.1717879,0.6649177,0.110251166,1.7579788,2.7954276,1.5076369,7.317037,0.8650722,3.5284367
86_31,9.272063,2.4805393,1.38481,1.0447216,1.4420589,1.339225,0.23521544,1.9873276,1.4845657,3.661851,25.112976,1.0807116,1.455914
87_25,1.1652312,24.003422,3.2764313,0.60446215,0.56922334,0.5381555,3.2863228,0.718483,0.4826382,13.735579,1.8886721,0.8255947,0.32870942
101_55,27.714874,1.8241655,0.91819423,2.1388683,1.8626372,1.1031976,0.11332857,1.6592777,1.5858389,1.7281272,15.250593,0.90264016,2.5482144
62_25,3.8288882,6.220397,1.4375491,0.8918944,0.99485564,1.8833468,1.3816074,1.2008631,1.1316589,7.4493537,7.709777,1.2035959,1.339795
43_24,22.737595,2.4991317,2.1209013,1.6043293,1.7794883,0.9152891,0.3522264,2.19281,2.6772785,2.4545207,14.944939,1.1054875,2.6869824
69_4,15.90531,1.7295847,0.69647247,7.1932597,1.9503717,0.57166696,0.11917503,1.3930442,1.8331883,1.1772921,13.846676,0.71665907,1.5237681
83_21,1.5190433,23.048328,1.6834558,0.6534749,0.602234,0.46521097,2.3939826,0.84874433,0.64417934,15.734392,2.2677875,1.1686463,0.38626215
120_48,3.4877126,1.7788547,0.85370433,29.580238,1.8888083,0.8457692,0.075953856,1.4082245,1.7798909,1.5160657,4.2284784,0.8578182,2.5098345
31_57,11.315731,1.8814362,0.83623356,4.8898025,1.7270546,0.9579984,0.1225558,1.965783,3.126176,1.5040069,9.193169,0.73869306,3.514219
97_44,12.660091,2.4847603,1.2299806,1.1254886,1.0164548,1.1312017,0.33268952,1.1472917,1.6072247,2.7441437,15.145791,0.93881434,1.7199819
35_37,11.364109,2.8697867,5.016367,1.3288629,2.1613083,1.1641121,0.54709226,1.8119651,4.5969806,4.378905,7.4918947,3.3166409,2.2502322
23_37,3.3308797,1.7965848,0.82005286,22.309132,4.7432556,0.74536383,0.16761544,1.7762339,1.8940215,1.6835717,3.6550298,0.7925304,3.1015227
75_20,1.5852046,30.433567,2.0147712,0.60837567,0.63543296,0.84766304,2.3284605,1.3833979,0.73528624,17.91833,2.285368,1.1920758,0.47792482
3_50,4.0055323,2.2411315,1.690009,19.485329,9.3136635,0.60991746,0.12104092,105.423164,1.7242099,1.6326342,4.0261655,0.69904727,4.4232335
113_35,5.2759204,2.2163181,0.66930723,5.5214853,1.6564422,6.055906,0.2144031,2.5196714,1.4561511,2.847791,6.6777196,1.1756005,4.0700345
53_21,2.7434433,7.5641236,1.3962352,0.71042526,0.84228796,9.813794,4.5300713,1.209525,0.46106958,16.113438,3.0634513,1.0172005,0.6185359
92_37,10.268499,2.8768964,0.7403908,1.098026,0.93151677,1.6383173,1.068329,2.1201313,0.96212566,8.878546,12.0002,0.7490757,0.6857538
92_40,10.147349,2.220664,0.7101855,1.465213,1.2601798,2.4648979,0.2451038,2.3691044,1.6417838,2.2137308,35.331345,0.9798261,2.0201051
83_51,15.674057,2.6655378,1.1108532,0.79744744,1.3050976,1.8466702,0.22745723,1.8349798,1.4773153,2.5534372,21.989653,1.1023722,1.1512247
71_35,1.5947093,13.1437025,6.4846005,0.611482,0.6974584,0.6322515,4.5743885,0.66925836,0.69248044,34.577866,2.489075,1.1979764,0.5126343
54_29,1.4599749,36.282417,1.2783734,0.5901937,0.5269619,0.6469159,3.2106164,0.75772333,0.5137119,29.224838,2.07112,0.67595714,0.3989701
70_26,1.6367781,75.06232,1.2785654,0.6219613,0.6552335,0.5638118,3.0852125,0.92463785,0.5167833,15.754284,2.190394,0.7506815,0.42992342
61_13,6.737464,2.5635502,1.2454938,1.3670555,3.010375,4.221541,0.50228274,2.6204708,1.4850135,3.1938968,5.874223,3.5910988,1.8565001
34_54,43.854923,2.0077972,1.5519514,1.8459132,1.4070513,0.80684125,0.19017401,1.7461432,4.146455,2.1718874,9.44267,2.1518538,1.4830987
73_36,1.5537398,71.5293,1.8645524,0.6270336,0.6809243,0.5485622,2.0939286,0.7351022,0.52118856,13.751654,1.568588,0.8418611,0.32790527
80_11,21.93507,2.8837767,1.1244196,1.059988,1.2498151,1.189409,0.48932675,2.0244017,1.9560286,2.5326853,8.599879,1.7683152,2.0768745
92_29,5.5743103,3.6798615,1.0970621,0.9854522,0.9152728,5.448182,1.2521799,1.7977042,1.3758228,3.3726594,24.873049,0.9002091,1.844553
109_37,2.034638,8.083592,2.2419517,0.8113545,0.6639224,2.3214147,2.0796745,0.7967494,0.7675522,32.538708,4.8286347,0.8407812,0.67367995
76_4,5.6026297,1.8573456,0.7047209,7.0569134,1.8086685,1.3672307,0.092764325,2.0580142,1.1457574,1.1072103,9.264904,0.41606107,2.034224
94_11,10.012555,2.9617362,0.92075753,1.683442,1.1089802,0.93251944,0.7050268,0.78704953,1.2751601,3.0086977,12.275166,0.8362336,1.5311899
102_47,15.848809,2.25986,0.6012826,1.1626523,0.9971291,2.0661414,0.36334777,1.7200655,1.293621,2.0693254,23.588251,0.8866687,1.6467159
92_6,3.455766,1.6687055,0.91047746,33.080406,1.5714377,0.6017164,0.11313276,1.2713453,2.3415644,1.3951716,2.738683,0.81890965,2.705137
43_22,16.456005,2.4209747,0.9267884,1.1031553,1.0412854,1.2951989,0.29306737,1.9087564,2.629915,2.4213529,10.79282,1.18478,3.0550246
73_9,9.511002,2.231614,1.4366237,1.4259183,1.6597672,1.1118827,0.22108714,1.3211186,1.3439345,3.888358,18.91076,2.469716,1.2187909
28_48,1.2545745,23.755926,2.4001482,0.55208766,0.5987261,0.48936695,2.2412999,0.7720175,0.49482918,23.445276,1.8230467,0.78183675,0.3049659
119_64,4.770696,2.893184,3.153478,1.577032,1.74984,1.8798685,0.39356664,1.3931668,10.774092,2.592979,10.618523,1.2049443,2.2144518
29_43,1.6042733,24.034653,2.2563488,0.663185,0.77040887,0.9354755,2.1270244,0.6635807,0.675032,36.01111,2.3533502,1.1594874,0.5834344
3_48,1.8611155,4.2164116,2.3424592,1.309062,7.7578897,6.6624427,0.19142906,81.744446,0.9326549,5.0236874,2.4996636,3.3644342,2.0904715
84_43,15.590244,2.7360275,1.0494723,1.1606232,1.0352757,1.1774354,0.1370142,1.7381405,1.1003425,2.3935146,31.271658,1.3682814,1.2629027
34_58,3.1527615,1.7391421,0.56143296,24.373173,3.6512103,0.6735103,0.08207145,2.3444562,1.837659,1.7115656,4.6375656,1.0318974,3.6539679
76_54,1.7267628,4.2808046,1.17189,0.8022974,161.34947,1.0654465,0.1849608,44.485756,1.2686247,3.9954395,4.011067,1.7795148,4.64318
94_61,3.6604424,1.797702,0.8033123,20.355644,1.6973684,1.005471,0.10990777,1.669604,2.339663,1.7563432,4.9956994,0.7988616,2.9950037
65_42,26.404991,2.2582045,0.9724269,1.3099518,1.2504643,1.3857379,0.4195053,2.122784,2.189492,2.144415,15.569099,1.2064624,1.3288822
87_54,59.883633,2.1044157,0.8804382,1.4624977,1.1327455,0.8633839,0.087989,1.1024067,1.6621327,2.0685992,24.27038,1.2536451,1.0483662
65_5,2.9555576,1.7245837,1.2949197,36.605606,7.102103,0.5977857,0.15507574,1.4065683,5.310444,1.4502292,4.418148,0.59200233,6.1619296
76_14,6.2423124,3.0499651,6.963336,1.1184537,1.3168895,3.9071546,0.92303437,1.6173952,1.3428464,5.108411,4.1297154,11.748273,2.642262
39_28,7.7638793,4.2349024,4.325026,1.2887129,1.0360308,1.0088731,3.466997,1.1842512,1.6989957,3.7137156,10.65398,15.006457,1.6888969
22_60,1.9977012,3.2569263,0.8377122,1.569206,245.982,0.50504524,0.122379854,140.60127,3.509737,3.139976,1.6377941,1.5261432,2.315891
17_54,25.059002,2.7489824,3.574178,1.074227,2.1249075,1.1311216,0.66071373,8.842424,1.4720587,2.1528409,47.277645,1.9464309,0.6605186
97_15,12.072255,1.7964504,0.83592206,6.211334,1.4931875,0.7655596,0.103579335,1.6027017,1.4709222,1.8399352,17.528494,0.77265143,1.9473975
22_41,28.387657,2.142296,0.9490772,2.10691,1.5009023,0.78975546,0.23757109,3.3660789,11.328784,1.4796479,18.235292,1.2691048,3.7201476
91_18,2.8753076,5.7118025,19.78997,0.9787048,1.350132,0.8081509,1.8056723,0.79556555,0.9508926,12.892832,2.858541,3.381707,2.1411543
78_1,2.5490146,3.3461733,1.7018489,1.3100194,4.1499014,28.770645,0.30127546,3.5144775,0.93343884,3.9409852,4.1128025,1.0348965,3.3274424
91_41,26.681435,2.3373125,0.90933955,1.4958482,1.4127063,1.3516221,0.41160318,5.2269964,1.2340045,2.893277,21.268349,1.0059999,1.080327
84_54,25.11352,2.0080552,0.98775256,1.5740714,1.6176374,1.5261672,0.10248294,1.792331,0.8451676,5.0150294,11.035925,1.1165575,1.4292341
37_42,1.5271597,51.94577,1.9736125,0.6124568,0.6232476,0.5677674,3.5604918,0.7575965,0.47964534,26.997267,2.199785,0.7755401,0.39564732
64_31,3.9151697,3.9703455,3.9647617,0.85044575,0.7194721,3.4861948,2.3093283,2.5242493,1.2783659,5.666174,23.491251,1.6349151,0.90420026
77_40,1.7152264,41.901665,0.7684669,0.61859995,0.54115933,0.7167975,3.4315035,0.8628711,0.567776,18.778173,2.7832618,0.6944892,0.4899275
83_16,1.6330456,73.34925,1.1067526,0.5967232,0.6461297,0.6290325,2.4275022,1.030583,0.56571954,14.603075,1.904608,0.80500615,0.38570452
7_49,7.8522935,3.1137683,1.5481509,1.386267,12.031101,0.8859973,0.068775475,147.10732,1.4092964,2.1845741,15.280094,0.8005983,2.461552
72_21,2.181026,11.741253,1.8173538,0.62941325,0.55329764,0.84572226,3.249133,1.4441417,0.49069113,40.652416,3.0347507,0.837909,0.42081326
96_23,1.294972,25.259338,1.1389624,0.5595957,0.63393164,0.53876543,3.0819967,0.7705108,0.4394402,12.589443,1.4688959,0.7465139,0.27681732
46_47,29.703516,2.3402972,1.0601345,2.4043553,1.3764178,0.7282175,0.55090207,0.83615524,19.759054,1.9744018,7.3396664,2.8969154,2.6887414
73_39,1.6212192,24.003569,1.5691116,0.60260046,0.76693016,0.51760936,3.3079727,0.94147694,0.59805804,19.774157,2.005642,1.3771607,0.54854536
79_37,11.857303,3.1091242,0.8829818,0.8708366,0.96062636,2.031882,0.5430039,1.6937919,1.835601,2.4168525,18.525984,1.3075689,1.1361362
118_53,2.754106,7.139787,2.2596722,0.7735619,0.9279629,1.2420689,2.0137036,0.8261179,1.0730612,11.360725,20.904654,0.68609667,0.93002987
42_18,3.098036,1.8367466,0.89954853,34.072853,3.641214,0.5726426,0.259824,1.1485243,5.602561,1.824826,3.6507058,1.3170443,13.41987
48_37,14.816974,3.9921155,5.0608263,1.268678,0.62969947,0.47657052,0.8832795,0.63895255,1.7782599,2.987009,12.667177,4.4279594,1.2668332
96_11,2.6212149,2.0391464,1.0248706,8.735984,5.878325,1.4413974,0.7668114,1.115216,1.5693322,2.0081794,4.138208,0.7552616,3.6269422
99_55,13.835436,2.1282792,0.7497469,1.2639611,1.0136828,1.4392192,0.39149532,1.3315533,1.2093508,2.262738,32.895935,0.95102096,2.3056684
72_49,4.588851,1.8076334,0.68204623,18.175676,1.4911275,0.8343096,0.2453047,6.045951,1.9095343,1.4219701,4.092194,0.7230459,2.0367427
80_30,4.4209695,4.318823,2.6627498,0.97269094,0.9044091,1.4321239,2.554612,3.9412587,1.3089143,6.2671547,15.643401,7.841864,0.68600684
64_15,7.836668,2.6692195,3.460608,0.9977269,1.1895691,2.716298,0.40179062,3.2431965,1.0625284,3.9610634,26.564095,4.15441,1.1380575
61_33,1.9445755,9.05018,11.457735,0.8152927,1.2130555,1.4053657,2.3403132,0.6570653,0.5483706,11.61237,4.0864954,2.9944215,0.58555275
68_31,2.9096935,4.4945908,3.3629508,0.893344,0.9976214,5.3609123,10.377358,2.1844974,1.1529473,9.794971,6.278929,1.7693548,0.8605589
9_43,3.876922,2.7717845,22.821793,1.3986003,17.29653,0.74744034,0.6366249,2.2929344,194.00266,2.8463936,2.3983362,6.4630246,3.2422867
22_51,1.3794441,29.787777,1.2928668,0.54927987,0.61611116,0.7123984,1.9008049,1.2721931,0.5119753,18.015656,2.3555315,0.90847266,0.50281364
87_28,4.0225697,3.8430119,26.438244,0.78118026,2.4975562,1.0267191,0.7562665,2.1134164,3.827028,4.12936,3.7860317,57.89988,1.9787953
48_46,11.956671,1.800972,1.0503358,3.8520346,1.4029438,0.6370528,0.110188305,1.3315886,20.816145,1.6644762,3.8782363,1.3729888,4.103815
48_42,1.8404713,9.113565,17.33549,0.86202997,1.3503838,1.2281911,4.2103777,0.812529,1.7760072,6.006317,3.4071484,4.7216306,1.3800355
67_16,10.797211,2.470074,1.1677153,1.3318686,3.7481117,1.2639823,0.29007784,2.0009792,1.9586837,2.3741424,10.421283,0.9579293,3.3169641
47_40,1.6465828,42.318928,2.0271552,0.6692994,0.6811536,0.693711,3.3639166,0.9879722,0.5400484,5.5129223,2.2054126,0.81517375,0.42071652
60_11,3.214911,2.3218594,1.9132012,5.598739,9.52508,0.37232727,0.53496104,0.7820686,103.629486,1.8236217,8.101505,0.8981032,11.422673
78_28,18.346699,3.5125716,6.2592497,1.3032234,1.0493284,0.7132226,1.9288545,1.4882605,1.413354,3.5503163,12.8168955,3.9422877,0.9129927
77_23,1.4201803,32.956654,1.6886916,0.59875184,0.7368803,0.74247146,3.6653848,0.92201537,0.71135646,7.9361687,2.6191876,1.5922719,0.6097211
44_44,1.639113,20.456083,1.3548172,0.60785604,0.62100315,0.5322933,2.9228797,0.85515594,0.65802747,14.875935,1.8132768,0.9725703,0.3970344
96_22,1.3599651,26.459791,1.5659628,0.5997447,0.60296494,0.6127207,3.0962017,0.72085834,0.5781814,19.663353,1.9215899,0.9013184,0.39286378
14_41,3.5582752,2.2121096,0.7248992,3.549687,7.123301,1.329416,0.258118,5.8292336,46.86075,2.4599895,3.7326124,4.4129934,1.0794165
52_34,1.6955585,14.957172,2.9528852,0.66090167,0.6126255,0.6566801,2.5670657,0.7530859,0.99737406,15.336819,2.3189802,2.0295403,0.5316632
28_53,10.509572,3.8635197,4.27252,0.9917464,1.5745792,0.954594,0.28736195,2.1722062,3.8411283,2.9386935,18.692657,8.234899,1.706288
113_59,10.050503,2.2781606,0.88683003,1.4691738,1.4345629,1.2029153,0.32215995,1.936108,1.81983,1.7677925,15.986201,1.0415342,2.4617383
51_41,4.9241114,3.4192038,4.550495,1.2641515,1.5633593,2.0137272,0.6745418,2.2567174,2.3618207,3.7460098,5.5006647,4.6552267,1.0477318
93_25,1.5639187,37.595985,1.4873096,0.5948139,0.70618737,0.68022346,4.4695234,0.88144827,0.5408609,19.553917,2.1487207,0.7744883,0.4134175
35_53,38.186382,2.1556666,1.4908743,1.6914015,1.3739957,0.5872784,0.13610877,1.6474124,37.11844,1.4061155,8.839569,4.492953,1.47274
39_31,1.6160512,21.991852,6.765587,0.685545,0.673735,0.73988235,3.9375036,0.7361149,0.6263096,53.58432,1.9578748,0.8217269,0.6140166
40_24,20.439589,2.237391,1.6272495,2.7350676,0.87975633,1.0434486,0.15281002,1.1190267,3.3973615,2.0329406,137.67749,2.6426895,3.933327
24_44,3.5988736,4.308096,27.998222,0.95940876,1.1604826,1.5717225,2.9496298,2.6762073,8.521297,4.3130903,3.1396794,124.00478,6.2061467
83_28,1.8022782,15.267868,2.7989464,0.62617934,0.83233905,1.1631092,4.616871,1.1774148,0.61083674,20.57283,2.877209,1.7845689,0.46985683
116_48,1.3899808,17.430275,6.4668007,0.61555535,0.86464167,0.8011955,2.743967,0.739967,0.7436077,29.778255,2.1722255,0.836429,0.6122923
91_11,51.025223,2.1348562,0.9067308,1.3198767,1.412283,0.96310645,0.11404484,1.4093738,1.5714893,1.6813035,14.99842,0.68457025,2.1415818
89_38,17.411404,2.8441906,1.1571716,0.9098048,0.92388487,1.1875249,5.8949366,1.9170245,0.97411245,2.927662,26.418907,0.9840084,1.1017128
72_35,1.5171618,33.12942,1.5374496,0.5629812,0.62601805,0.6274543,2.9830554,0.8038268,0.61195976,14.189111,1.7782435,0.85091275,0.28364772
98_22,2.505536,8.661866,4.2761607,0.8439304,0.9159795,1.7369246,1.392248,2.2384815,1.088345,11.211524,7.31528,1.4387127,0.90710133
79_46,4.877459,3.3873725,10.655785,1.3752229,1.5203513,1.3376231,1.087405,0.89098835,1.1688625,6.5679035,12.110712,1.0031765,1.3907309
31_35,18.267042,2.344654,2.4038844,2.3765316,2.707826,0.653042,0.42028502,2.4308941,2.7258313,2.033149,10.857044,2.008098,1.76786
99_53,35.21597,2.2067962,0.64965445,1.1102614,1.4489127,1.1458721,0.19193818,1.5956416,1.551875,1.5763164,15.682171,0.70546514,1.4426368
52_35,1.5458902,40.7847,2.1145897,0.54867625,0.6313758,0.5838321,3.147106,0.7165442,0.6246833,14.501741,1.9587265,1.0243125,0.47890252
26_56,8.0258465,2.4081185,1.1813978,1.4983981,1.3496943,0.9022498,0.16016127,2.4111362,3.6788576,2.7674518,19.234722,2.119265,1.9203149
59_13,5.07034,2.0378258,1.146133,2.9253893,3.1485534,1.8889234,0.3241371,1.9607841,2.2686203,1.465713,18.993124,0.90977985,2.6452963
120_47,3.1664789,2.1516843,0.88740325,5.4393187,10.99204,1.3183141,0.26769352,1.767484,91.18365,1.7309729,4.4256945,1.1844633,2.8560915
81_45,8.01359,3.4078398,3.0733016,1.1672513,1.016351,1.4478284,0.9760481,1.1148938,1.1867294,3.0706797,9.905927,8.628636,1.5853019
72_13,3.7696373,3.6440156,4.1587515,1.1647105,0.9327695,1.2973843,1.5340908,1.0704459,1.087922,6.420273,6.6842003,4.40019,0.6947474
52_29,1.8083453,29.751354,6.0684643,0.7698456,0.79782593,0.7182518,3.2387712,0.77895856,0.8001152,21.521044,2.3700495,1.7556351,0.40593097
69_0,2.2453835,1.8932797,0.78474057,14.626216,16.304792,0.78249264,0.20083909,3.1858616,1.4352134,1.4952738,2.5486379,0.7851043,2.0789583
81_37,8.655043,2.7909634,4.565796,1.1117135,3.4754138,1.5383375,0.48808047,2.7068963,1.4323632,2.4167333,28.805222,1.2567762,1.391647
91_31,5.7123604,3.4555285,0.9873988,0.79903376,0.89310527,8.695033,0.476091,2.2671485,0.94040453,5.8869057,15.776819,0.83577204,0.8062566
87_49,26.152134,2.605959,0.7765521,0.8283191,0.9483293,2.7803862,0.29071337,2.610278,0.8584953,5.01628,24.01183,0.8813469,0.9047216
80_15,1.7818395,12.8737755,19.262062,0.69877505,0.71434903,0.72277844,3.046992,0.73246646,0.6913928,38.887917,1.8658444,1.4654468,0.40565512
97_21,1.9815744,5.251692,32.496864,0.93790084,1.289608,1.144652,2.393968,1.8948925,1.263012,9.239541,3.1450095,51.227352,1.7189516
31_44,1.5120258,43.302387,1.3117373,0.6118878,0.74684036,0.686075,3.1008475,1.0061622,0.60556906,8.7628145,1.9452322,0.8109431,0.4062509
73_26,1.6693405,36.304195,1.1855311,0.63818645,0.5865753,0.6513098,2.7724285,0.85729784,0.5214085,15.691902,2.1015224,0.51863617,0.47427806
85_36,28.481712,2.4111896,0.806411,0.99488115,1.0253838,1.3113778,0.26202512,2.3760393,1.761424,1.9754,14.9686,0.7815662,1.3321216
85_2,2.9588754,2.6364832,0.78407,2.0492191,15.722366,32.0163,0.3137237,6.254339,1.3111289,3.6973324,2.6640432,0.5714669,4.314898
52_32,2.9240298,4.169004,85.13059,1.2763623,1.1764257,0.7625649,2.8747663,0.6740073,1.1079489,14.7313,3.422183,4.003162,1.2464535
14_48,1.709273,56.29415,0.9383118,0.5694829,0.6689839,0.8187725,1.1786841,2.4507601,0.44614518,11.620091,1.6757722,0.6875269,0.34532845
104_31,8.885996,2.7021976,1.0763844,1.2555181,1.250207,1.6606677,0.36888334,2.4110417,1.7159715,3.9599552,15.882284,0.9381296,1.1415102
29_37,6.0452642,2.0118525,1.167539,4.474385,1.623687,0.8232,0.31475663,1.516125,6.561107,2.2116232,13.494441,2.2494237,1.5961626
87_43,27.89907,2.4091983,0.9044889,1.0794944,0.9556259,1.0205698,0.22531754,1.6558744,1.4538072,2.140543,30.503355,1.2379308,0.6395389
74_36,1.5463682,41.399178,4.1220703,0.6738023,0.7038718,0.5853835,3.1685197,0.88080746,0.6270665,28.507751,2.1221237,1.1549169,0.47102967
109_40,1.7331986,19.64354,1.5130692,0.6652353,0.7060975,0.9282276,2.8202581,0.75350326,0.6719122,12.683418,2.668086,1.217309,0.50663775
27_41,14.298401,2.9308462,10.14258,1.557142,2.2439609,0.85827804,0.4208572,1.3579925,27.110285,2.4106603,4.1373663,12.963637,2.5232391
76_13,7.082584,2.8318372,3.7045498,1.5236987,4.5562215,0.6558058,0.97295386,1.3570501,1.4634831,3.4416978,4.4677935,98.56788,2.264301
112_41,1.9926908,12.519697,2.1780953,0.75673664,1.0506802,1.6934664,2.1329126,0.7310773,0.66275966,29.323969,4.554641,1.0186942,0.6870238
116_55,2.0360036,8.043616,105.84559,0.8444128,1.0210662,0.7364819,1.6579196,0.7031461,2.1991026,6.912657,3.8791676,4.316549,1.3027306
66_30,9.891424,2.4212556,4.445726,1.3227003,2.0024672,1.5448402,0.14176823,1.7671981,2.7807386,3.7849529,12.630953,2.403916,1.5700506
84_26,7.53822,2.5403008,2.809893,1.2521012,1.0391098,1.472333,1.1576601,1.9224614,1.8431426,2.9904325,41.81551,4.4382606,0.9997772
7_54,2.71691,3.5496883,1.0994323,1.1048508,12.063111,6.8382087,0.20634031,75.48433,0.64749306,3.2281651,3.01413,0.97625077,211.73769
87_31,11.519178,2.2496293,2.7838202,1.2611327,1.4374903,1.1724858,0.30912855,2.0645125,1.4883935,3.1795056,16.947277,1.1001136,1.1534661
60_31,1.6624185,23.050564,2.591372,0.5150508,0.6273404,0.93400306,2.7934852,0.7403063,0.4239862,25.66549,3.143824,0.7310721,0.76138854
40_40,1.9273226,10.0456705,10.263832,0.78180087,0.72817725,2.0635395,2.8863924,1.5348781,0.67040664,12.255004,7.569793,3.5805006,0.6355796
28_58,5.4384904,1.7839512,0.6410854,18.042181,1.8894026,0.5787035,0.07787916,2.232092,1.5247965,1.276168,7.298317,0.6310873,1.763025
63_38,12.193863,3.499274,1.1868091,1.0597185,0.8943157,1.707154,0.8919764,1.3423762,1.6426795,2.2466612,24.960411,1.7106823,0.7574046
39_20,4.7607694,1.6236514,0.73582196,9.2352495,2.4290109,0.9370396,0.31508008,1.9316705,6.417765,1.3449477,8.147295,1.2563964,11.859999
84_9,40.34018,2.0845523,0.8862957,1.3938934,1.5465288,1.0650303,0.109700516,1.2186394,1.955915,2.0137577,17.231604,0.99625057,2.8397713
80_16,1.2864372,26.69878,12.90805,0.5649075,0.60167253,0.6728803,2.6394916,0.62780607,0.5144998,21.509876,2.4415157,0.886436,0.45381835
49_34,5.6975436,3.5098867,5.7706337,1.4800475,0.94743085,0.52757007,0.5699757,1.0296085,2.756127,6.5772715,3.6946144,23.540142,1.1492571
45_20,26.666113,2.0589633,0.98962754,1.7882591,1.6783743,1.1751225,0.12935534,1.8093411,1.8387278,1.929013,13.416872,1.1699345,1.924624
