,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 7,Shared topic 8,Shared topic 10,Protein private topic 1,Protein private topic 6,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 6,RNA private topic 8
80_14,1.7625843,11.1638565,6.5308037,0.77383304,0.6969409,1.0880895,4.725673,0.9774009,0.83069146,28.629972,2.9770565,1.094307,0.6139091
107_57,5.6085005,1.77704,0.73045325,7.2015862,1.8252203,2.0201254,1.5301971,0.98375547,1.1758841,1.7640908,10.234484,0.53771883,2.655138
89_7,6.553384,1.9095488,0.69979906,11.171988,1.2684197,0.86603415,0.1045513,1.244674,2.0393977,1.511836,9.51156,0.6441288,3.0193245
80_1,2.5316877,3.9574852,1.9779694,0.84718883,2.4055197,53.737854,0.14987606,7.0231037,0.8310236,3.0379658,8.301228,0.6730457,1.5699866
24_52,3.4971814,10.886167,3.8084488,0.78291667,0.72938985,0.9393034,1.3176895,1.4105353,0.6066944,32.495872,4.4067335,0.9252087,0.42311525
105_34,2.9590187,17.919909,1.2321851,0.81780505,0.91415405,1.3508586,2.5056455,0.71654886,0.6302454,34.57463,5.107524,1.0035547,0.69862354
100_45,22.230883,3.3209786,0.7297635,1.1264472,0.75667274,1.5594056,22.341623,1.8652756,1.4347378,2.166904,21.224392,0.9094194,1.5216113
87_48,70.00555,2.8414323,0.8643419,0.8191397,0.86179006,5.282163,0.39118633,2.3701007,1.5232636,2.657694,17.813187,1.0045028,1.2367214
109_36,4.1384134,3.892428,1.4470705,1.1517894,1.2122469,2.42745,0.21466756,1.1536765,1.2583628,5.6447268,13.212827,0.8192572,1.0253736
110_51,10.008812,2.468455,0.78534704,1.1503934,0.90381086,1.8628755,0.69642055,1.1081234,4.231367,1.4467394,15.344558,1.119042,2.266242
63_12,4.6735134,2.527527,2.4214506,1.665765,2.3935647,1.0340784,0.6482804,1.308524,1.8229086,3.407844,5.8758426,27.861431,1.5485132
84_5,4.7369156,1.653309,0.7947949,13.452766,1.9850854,1.2657003,0.12560163,1.6013688,1.4481877,1.6558595,13.7021475,0.5230865,4.3309164
36_45,1.5222645,32.20356,1.8564572,0.6158192,0.61167765,0.4478478,1.765494,0.8744709,0.8126285,13.242024,2.3994956,0.90454453,0.60336816
71_13,8.767269,3.158619,2.5176516,1.0105059,1.0533075,2.0476556,1.3176696,1.2097365,0.97073597,4.0431433,17.269955,1.1357927,1.0232486
49_33,3.8349576,3.3075576,19.196095,1.5764782,1.5004554,0.58275557,1.3879175,1.0441324,3.4720302,4.7016315,3.2400293,146.92043,1.9308296
98_56,35.0689,2.0760384,1.0092201,1.5670214,1.2978715,1.5573001,0.12797625,1.6645967,1.4557897,2.4213905,18.991034,0.9942378,1.747208
61_8,4.164804,2.1163774,1.5127256,4.1350493,18.089354,0.7258965,0.4691035,3.5225618,165.40256,2.5088758,2.9356778,1.5637068,5.5757003
95_19,4.9849577,3.5079556,4.1780953,0.9560429,1.4258087,2.0266771,3.3494327,2.7354798,1.0688152,9.196705,9.27412,2.1174748,1.0403911
15_53,15.626629,2.7022052,1.0942032,1.1212475,0.99589527,1.5240607,0.096553735,41.86365,1.7439412,2.2854023,34.310333,1.7633704,2.1235635
40_46,1.317035,31.489376,1.4830735,0.65910065,0.66990715,0.6039623,2.2305467,0.73798966,0.5566351,18.057434,1.8217505,0.9178342,0.39104405
34_45,1.5967731,50.567226,1.2796547,0.71823967,0.78235245,0.6613522,1.5360268,0.78355366,0.8586947,8.669281,2.3210068,1.0758985,0.5203035
81_28,1.6139101,22.52323,4.4864955,0.6100108,0.7535993,0.6776998,3.772777,0.8028912,0.889787,8.99028,2.2395945,0.6162699,0.76250327
103_59,2.3982556,2.6772697,1.4068446,2.7213812,38.5893,0.99266034,0.98813057,18.717047,2.6532304,4.592057,1.5550021,0.4628899,0.5482358
97_60,5.0832863,1.7578454,0.77649975,18.041412,1.4373596,1.1201909,0.096630886,1.8975556,1.2228508,1.5403801,4.91092,0.68020195,3.33121
114_66,2.7693696,3.8976216,1.660678,1.4308101,4.36599,17.518219,0.17891625,1.8263825,1.7202225,2.463915,8.07815,0.9644586,5.1818905
84_27,12.398323,2.6126175,4.2007794,1.2730101,1.2327995,0.8498349,1.3239892,1.4866402,3.5784364,2.445089,11.956956,16.256214,2.3088937
82_44,8.577578,3.0258646,1.3094201,0.9154495,1.0222646,2.1444228,0.33813605,2.823142,1.0550678,3.2203002,18.358065,1.2280929,1.1696432
66_39,3.0790362,4.66724,9.00476,1.0924995,1.0631409,0.8496033,2.0460246,1.1230454,2.6898522,3.9897242,4.9301925,91.2673,2.0673597
81_12,6.359298,3.0170102,1.8626525,0.9953406,1.1719291,1.7192057,0.5389693,2.0757933,1.1748939,4.7255726,9.559479,24.172388,1.4978769
11_42,3.2999997,3.052604,6.8920183,1.8533807,11.7718525,0.8041619,0.91805315,1.1691494,5.245777,3.9782138,2.7260082,210.49202,1.6867162
103_45,10.738216,2.6511457,1.1443561,1.1487243,1.4870535,1.6481799,0.43821487,2.387491,1.31302,3.306109,11.576638,1.0410396,1.8113837
33_29,6.5190988,3.588736,0.8952184,1.6139679,0.7022718,0.7988242,0.5261933,0.7907497,0.94368625,8.449542,18.0932,0.61014724,0.96836543
83_3,2.3838415,1.9433088,1.4484985,24.176533,5.307354,0.74391234,0.17978999,1.1281567,2.1710422,1.5317392,2.0505853,0.94852656,3.1931658
69_10,10.248357,2.2537882,1.8156981,1.4445748,1.5131478,0.7458414,0.29533723,2.239585,1.223579,1.9372518,24.29367,0.78010434,1.9471034
90_37,10.978145,2.2724614,1.1921254,1.6906345,1.7074187,0.8609421,0.42671302,2.528397,1.2555342,2.4520266,26.861902,0.9160079,1.0684578
42_20,6.078888,1.7614725,0.83473,11.834523,1.2026099,1.0495336,0.6040807,1.7613503,4.0674086,1.424026,14.414425,0.8802238,2.1098754
123_55,3.3972201,2.542481,1.8938986,2.059085,7.967827,1.0392052,0.13164699,1.2395931,3.7733417,4.1708364,3.6486094,33.744965,10.858946
27_37,5.066436,1.9005454,0.93166244,7.48812,2.8298225,0.65074337,0.19478165,1.7873393,3.7627606,1.8547765,28.849,0.84941053,1.1388613
88_40,4.2635975,3.7438622,2.0248768,0.6414149,2.0130877,6.369809,1.6466205,4.3149242,1.0433182,4.193897,39.27793,0.9081237,0.83918625
117_62,7.9183,2.86081,4.1600547,1.5373019,1.1478347,0.93008643,0.2648475,1.5699743,9.289837,2.6343951,6.854493,6.9001484,2.837296
118_51,4.524246,3.0570235,1.6961501,1.280729,1.2712941,1.3685417,1.1973249,1.08206,4.500875,4.3809195,5.1755214,9.044158,1.9518596
38_45,1.605309,29.362608,2.8218489,0.6869221,0.81820416,0.52885705,2.0896182,0.8688593,0.73744494,20.590439,1.5666392,1.1754569,0.41598263
51_24,11.043919,2.689084,2.35921,1.2312341,1.0736554,1.7076979,0.3998452,22.499283,1.6846343,3.2184355,23.861132,1.8795198,1.1622629
34_31,5.3315983,5.071236,1.8975282,1.2706964,0.65427446,0.6211672,0.81175804,0.6875757,0.98976564,10.356606,12.348448,1.3699906,0.80737305
40_25,50.297264,2.1714232,0.52766496,1.9293282,1.0446125,1.1697041,0.47202557,1.4802114,3.9044766,2.7030358,17.81836,1.606767,1.4383863
87_11,25.07018,2.4102798,0.81984603,1.1699798,1.3068695,1.6441538,0.16775236,1.6901407,1.1453046,2.0032723,19.251072,0.89090407,1.441317
75_31,1.5920286,60.266495,1.570584,0.604337,0.67722607,0.6147441,3.581552,0.9236564,0.55555725,25.330048,2.338442,0.6266387,0.45330656
13_49,1.5636497,43.435104,0.8076767,0.5232086,0.63929546,0.7469862,1.0997883,3.466817,0.49776638,22.295868,2.1266708,0.652502,0.44221905
71_1,2.1832623,1.8714025,0.7493229,28.616148,3.7731538,1.6395278,0.33304325,1.4024558,1.2701744,1.6931678,3.0790565,0.62616485,3.4717138
64_5,2.8622005,2.3994346,1.1847408,2.8051054,25.335268,1.2330565,0.626174,4.469905,22.133205,2.9382274,1.8862087,2.169764,1.4469599
59_31,1.348626,30.811247,1.2020909,0.5437795,0.53865206,0.61330247,2.6813126,0.7908708,0.5355373,23.165678,2.0511217,0.8481562,0.45539075
81_20,1.3073909,31.797256,1.1316597,0.57933176,0.5425429,0.5273193,2.4432008,0.7626942,0.4464865,13.219719,1.923918,0.833137,0.3102105
106_32,11.267896,3.0057375,1.3764408,1.0568049,1.1265708,1.5010016,0.094063945,1.6506858,1.1150597,3.0927982,17.735714,0.9095912,0.9756429
72_5,19.259033,2.055798,0.9378853,3.0876334,1.4374998,0.86126757,0.09951146,1.3524894,1.9991196,2.1867664,9.788522,0.9850082,2.308069
98_43,10.25065,2.7108893,1.1583126,0.9692794,1.0530369,3.1370165,0.39636528,2.4329991,1.4568847,2.2907624,32.050537,0.8387352,1.5750259
80_7,14.564472,2.0412838,1.3128707,1.5338368,1.660192,0.81572294,0.120932,1.6216142,1.617547,1.9976194,19.73211,0.8242798,3.2073467
11_44,6.193887,2.7754097,11.479078,1.255843,3.7297294,0.69908416,1.0929434,3.708076,2.6582778,5.376658,2.8275704,262.52487,2.9987934
18_51,4.547856,9.829511,1.1587235,0.689814,0.6224336,1.1773694,0.49263155,3.5652318,0.8736821,23.591452,23.007198,0.595014,0.46192876
91_34,13.046223,2.4688427,1.4005303,1.3680632,1.1123376,0.7406074,0.4780278,2.5222762,1.1801279,3.2026777,13.279611,1.6886117,1.1519873
53_28,1.4593384,74.478035,2.8317227,0.55518687,0.6506704,0.5819029,2.3831499,0.6451694,0.53316885,13.081998,1.8717641,0.7258461,0.32095072
86_46,6.782053,2.9060276,1.3647671,0.9137877,0.9800539,2.0199442,0.44311103,2.4767892,1.4675466,2.9739761,53.019943,1.2124213,0.9767093
79_51,10.227871,2.7895443,0.87415636,0.95430744,1.179948,4.209099,0.40182906,1.774812,1.0036174,2.7522528,17.186512,0.85182947,1.1462021
98_30,3.669388,5.9461174,4.023593,0.7958362,0.7406478,1.1675489,1.6067438,0.94237304,1.121841,9.800491,13.613216,1.4826344,0.6297125
47_20,26.508268,1.96543,1.04251,1.8729695,2.2981944,0.6586676,0.26284322,2.4758906,1.800728,2.025101,17.972672,2.4692187,2.9426723
81_57,2.4000392,3.5858638,1.5352718,0.77752775,7.2049985,19.024664,1.5376422,4.195168,2.4720075,5.679648,4.3351836,2.455284,1982.7128
61_24,2.011123,10.481282,4.351075,0.757877,0.6422422,1.3332018,5.2683673,0.95470375,0.9041537,23.270046,5.1526604,1.2746965,0.58401906
78_26,38.840366,3.7905552,3.900337,1.1706786,1.2016101,0.6238684,0.55209875,1.0785899,5.893929,3.2002807,6.826498,6.3366833,1.1083854
120_49,4.465538,2.055832,0.65370834,17.906858,1.515918,1.0192474,0.085671104,0.7393534,2.04591,1.8939493,4.202246,0.91319096,1.5607708
63_19,3.0566328,15.467201,3.1133485,0.7870483,0.7479247,1.395815,4.37909,1.599171,1.6686108,6.656926,7.446407,2.911261,0.81631404
42_51,12.623268,2.1373448,1.3252449,3.2545688,1.7716584,1.2547908,0.2490893,1.6946768,3.7025604,2.0385535,17.217316,2.0632539,3.3728025
107_32,14.901566,1.7425008,0.6664466,3.4360938,1.5941117,1.3555834,0.053217158,1.6804018,2.0575871,1.4438884,16.014368,0.8384165,2.3446662
17_59,2.2537506,4.4297886,2.468854,0.9487943,4.876771,61.802647,0.1415199,46.957333,0.7576093,6.662778,1.8262684,1.2694911,0.8607108
68_13,5.3431625,3.5959926,1.8270831,0.82036465,1.0194335,5.4260454,0.5438481,2.3573208,0.89293736,5.4945583,11.58829,1.1933755,0.7625305
44_37,13.400732,3.1451929,3.080881,1.4704556,0.96214557,0.8948357,0.7870904,0.8855902,1.4441855,4.3409047,9.057161,14.160896,1.8437729
74_14,17.289875,3.019313,5.4069195,1.3533752,1.4771029,0.6784068,1.0874196,1.8193561,1.5228521,5.0729933,4.8760614,30.871494,2.0226626
95_51,62.418312,2.1666412,0.88895017,1.2545233,1.13659,0.8038756,0.1638025,1.4208357,3.3460765,1.929646,26.260565,1.346467,1.8145887
109_34,21.129414,2.0230935,0.6281853,2.5826325,1.5773921,0.9528134,0.23438346,1.395391,2.1686757,1.6235864,15.689772,0.92359215,1.3281852
122_63,8.173333,2.0300508,1.239771,3.1375444,1.8524389,0.81060845,0.13299762,1.2655966,6.553287,1.736054,9.575066,4.654918,3.2279727
105_45,1.5445592,49.38877,0.6731075,0.5628389,0.58286357,1.6949837,4.4000664,0.91380167,0.6012188,14.135216,2.2871723,0.98256063,0.42507958
77_53,3.453566,1.9004371,0.77188843,11.044024,2.7379346,1.827145,0.7152383,13.028796,3.4726377,1.816756,7.461353,1.5257207,2.5212688
41_42,1.5002947,27.438915,1.0314349,0.5034111,0.63349545,0.66644865,3.0669599,0.8836669,0.5342895,16.80351,2.7930727,0.8289266,0.45620316
72_39,1.4139409,32.487816,0.93348706,0.5271116,0.58171725,0.5924219,3.4746923,0.8964219,0.77144223,12.80505,2.0212152,1.1012843,0.45332417
34_57,6.491043,1.7373328,2.2449803,8.012492,3.506617,0.65214396,0.14811094,1.7834005,3.750151,1.1710471,4.4676294,1.0712444,3.732723
20_44,19.62729,2.5296755,3.1792367,1.5356643,2.1852117,0.82120025,0.39735153,2.1088955,2.6495228,1.7280147,8.566215,3.8725667,2.7329206
81_3,3.8103397,1.7180796,0.9549321,23.30941,1.6413698,0.63001,0.20460871,1.479473,2.1798692,1.6684709,6.6541715,0.68997127,3.4871361
89_21,2.007957,19.455357,1.100596,0.7608154,0.63656664,1.0371381,3.2490149,1.4441233,0.69130754,25.311108,3.6601548,0.789848,0.4635436
84_33,24.392805,2.5931153,1.054346,1.0684862,1.0687914,1.8467467,0.26631826,2.3617897,1.6530254,2.8326144,22.05656,1.8772452,1.1256461
83_13,1.8891004,6.754508,68.73892,0.74726915,1.119681,1.220365,0.75366133,0.9815748,0.6463235,14.916998,2.8252642,1.6701204,0.8855096
104_24,4.72484,1.8410356,0.759709,16.209976,1.7393613,0.99441504,0.101792835,1.56991,2.2354925,1.4953399,3.848632,0.80890393,2.3102102
51_36,3.1622066,4.6007805,29.264482,1.244425,0.8088057,0.44186294,1.282307,0.71994174,2.5221868,7.223534,4.554485,6.2896166,1.154958
22_37,2.9587824,1.8466432,0.9616755,24.997763,2.7175303,1.4153322,0.4239091,5.2424226,3.3625128,1.5090435,4.671144,1.0509833,3.2929094
107_35,2.5446856,6.3910046,6.0433626,0.9074495,1.1033132,0.8599299,2.1489968,1.6203548,1.7083875,6.4452343,5.132799,3.91671,0.7354054
72_14,11.023775,3.2909677,1.67677,0.81531703,1.1717193,3.1307573,1.4281099,1.7638774,0.94627964,4.042302,26.406994,1.8060023,0.6237327
87_14,2.2589808,10.72295,4.293644,0.794672,1.0159137,0.75944924,2.6719184,0.8904525,0.8678843,11.824674,3.4777632,0.83866996,0.69358844
38_44,1.4276136,27.650986,1.8675632,0.71723866,0.71991366,0.5031828,1.9817709,0.7889003,0.7343709,15.957115,2.4399116,1.7403305,0.45017546
106_43,5.1975007,5.939194,1.0772792,1.2047131,0.7955857,1.0102248,0.59581,0.89933956,0.8918982,10.610865,11.863596,0.64084077,0.9290817
123_70,3.1996677,2.0519702,0.7394184,39.989994,2.5318623,0.58348477,0.071118936,1.7703552,2.3868089,1.5394907,4.0517063,0.8701086,2.5839322
110_52,5.161082,3.2116985,2.089249,1.08669,0.8857452,2.1896963,1.0386897,0.93091774,1.3322405,5.0021996,16.338795,0.97200656,1.3986412
19_53,13.891565,3.2615335,3.6716228,0.9533366,1.3751142,1.1058633,0.7318215,4.391622,1.0532737,3.4270935,75.186195,0.82616156,0.5618342
48_38,2.170576,13.954175,5.4935617,0.8405733,0.92706186,0.554736,1.1836382,1.0320985,1.0595332,9.687596,2.815739,1.1456854,0.9253505
77_19,1.5364892,33.143047,3.7226315,0.6149378,0.71752477,0.60956264,5.56395,0.7960584,0.538668,14.370615,2.2312803,0.95128554,0.42076892
84_36,22.078094,2.2706242,0.67609084,1.1496072,0.9845476,1.965861,0.29138103,2.586587,2.220558,1.8813909,26.585495,1.0677941,3.2973788
92_25,1.703764,26.454212,2.4804747,0.653854,0.7242347,1.0394951,0.5835934,0.545682,0.5187629,22.66949,2.6359708,0.7924442,0.40000153
124_63,3.6937044,2.2830524,1.6381626,2.7580285,9.933871,1.1154699,0.39445543,0.75435686,7.7146263,1.8118515,3.8023715,1.37605,2.19403
70_30,1.5546906,79.16167,1.7735505,0.5816588,0.6443641,0.61606854,3.2797995,0.8940819,0.5130497,15.461994,1.7744646,0.8239241,0.376376
93_20,2.6559248,5.296981,14.45463,0.83475727,0.87370914,1.6345334,2.7765508,1.1269403,1.366548,5.1350927,5.6483603,4.5462427,0.651533
37_22,6.2540684,2.2815247,0.85483134,1.9924719,1.5092204,1.666015,0.2679214,1.8893944,66.89346,2.5322285,3.9370039,1.1575611,3.716143
32_52,7.1911755,3.2150872,10.416044,1.1818807,1.3671412,0.84404945,0.54845,1.6687421,3.5662484,3.0228386,8.227062,10.716414,3.5071902
105_38,2.6362405,23.299738,0.9370123,0.7962648,0.7062559,0.8386965,1.5720259,0.69708854,0.54796064,22.394129,2.9591482,0.923016,0.39292386
89_6,3.156336,1.7542272,0.8615108,30.92392,1.627076,0.65653604,0.12459909,1.2515991,1.9724106,1.4594375,8.976858,0.6730614,2.778459
84_57,3.8246405,2.94063,5.7792397,1.8106583,11.815982,13.261168,0.48289233,2.2172592,2.3838356,3.516634,3.038856,0.681982,2.747036
77_44,1.5384692,63.79076,1.6996176,0.6063397,0.67226076,0.6595489,3.692007,0.89576,0.60607004,11.459712,2.1094966,0.8905825,0.4405111
3_45,2.6209853,3.8839726,3.380405,1.0865209,8.189912,2.5412037,0.39442003,28.242378,1.5842413,6.3577657,4.168398,3.2588353,2464.4746
32_55,24.323547,2.155435,1.0861468,1.7727277,1.793968,1.0057843,0.1184013,1.5973461,3.7105513,1.7553934,9.423419,1.6022801,2.6416757
108_31,3.7154558,1.8109732,0.7868421,15.857695,2.2561133,1.0487987,0.11487112,1.6497691,1.3904283,1.6926968,8.882298,0.58606017,2.6072
94_17,10.068733,2.6182265,0.8862295,1.0687773,1.1368822,1.7412767,0.39619952,2.497707,1.3794919,2.114386,23.352674,0.7171612,1.9599404
121_56,4.2901206,2.4040408,1.7624118,2.6291933,1.954422,1.0739107,0.38102797,0.7866038,6.0484285,1.8523524,13.76138,1.4739087,1.9132545
22_40,6.170884,2.11406,0.7080065,3.8461063,1.926939,1.4561237,0.24158639,1.7282777,2.3716078,1.3544999,26.782532,0.9483368,2.0746932
89_45,52.366974,2.1943111,0.74945825,1.0905064,1.1006169,1.1510494,0.15725845,2.5153742,1.1691753,2.5481458,24.560287,1.2621658,1.0009388
96_29,7.463392,3.4471192,0.95703053,0.9137671,0.8211825,3.0535913,0.37950173,2.4679909,0.98985445,6.74461,13.0782585,0.8463329,1.2290356
112_64,2.357128,4.319869,2.2043605,1.7530925,13.320528,6.932719,0.55775857,4.847286,1.1107749,1.7790478,3.2851906,0.8892556,7.069644
98_52,26.32606,2.2097902,0.8722329,1.3520538,1.1163597,0.826756,0.14963071,0.8963091,1.1893961,2.1136637,19.056095,1.1725721,0.9405794
19_54,26.159126,2.3543801,1.1004683,1.2573855,1.7396381,1.0004876,0.5337641,11.610949,0.9502649,4.6175838,25.378237,1.4308788,0.54680365
43_30,1.5378039,16.944355,5.880103,0.7566229,0.6933178,0.60720354,3.4420764,0.9888622,0.86363626,42.92327,1.7774717,1.2699893,0.4453897
33_57,5.239408,1.7721217,0.9426465,22.195349,1.207437,0.61298114,0.07810612,1.602436,6.733324,1.6109252,5.00103,1.5225302,2.8306098
80_10,17.302216,2.3754015,1.7071306,1.3037941,1.9393204,1.2757691,0.14670068,1.0990548,1.0431888,2.640277,22.557085,1.2292167,1.4774965
32_28,4.7135615,1.9462528,0.74394584,4.327896,2.8807108,2.1078272,0.26496235,1.64506,1.3454148,2.1101868,21.179909,0.6202493,2.3395193
58_20,9.453507,2.7606335,1.2844502,0.93775475,1.225879,4.129909,0.27760166,2.5702932,1.4029597,3.6569448,19.066166,1.219978,1.8655843
65_32,5.0621805,3.1089444,3.4911318,1.0525868,1.1096406,1.056188,13.590188,2.0309763,1.6738752,2.5660195,8.122538,53.31182,1.6172124
102_37,1.706376,49.898746,0.97295994,0.6884813,0.7406059,0.76843613,2.2930598,0.8447386,0.52510697,23.832409,2.4609385,0.708358,0.41507328
114_43,7.550784,3.007632,1.8878899,1.3857443,1.3977985,1.1039135,0.51251936,1.3095344,1.8809174,5.009299,18.688026,1.1471087,1.7632608
40_27,5.0765376,4.62574,3.700603,1.1661606,0.71335745,1.8091756,0.7634196,1.4693421,2.8656836,4.072531,11.099861,4.4017286,1.1173518
95_47,3.0448072,4.4789696,1.672678,0.6818491,0.756084,43.710316,2.8899481,4.9713335,0.5388197,39.09996,5.153523,0.47655106,0.7276856
110_56,3.740933,3.973834,1.1892602,0.7423943,0.7721157,25.249647,2.3488123,1.6142251,1.5884612,2.9088936,42.61481,1.1240625,1.6920121
84_48,8.119381,2.8988636,0.933293,0.9655436,0.7953928,2.0697637,1.445521,2.0060468,1.0782766,4.58437,29.521187,1.4983616,0.73410726
60_39,14.58787,2.1596365,1.3871312,1.6510282,1.8438909,1.0052187,0.19328496,1.7720865,3.0431685,2.643437,16.617012,2.4676008,1.4165984
39_44,1.5377697,37.740948,1.9612638,0.5968993,0.63703316,0.5117031,2.0348036,0.82315534,0.59130216,23.524063,2.0021436,0.8979305,0.38728127
112_63,4.1827474,1.8414664,0.68152773,11.224869,4.2737765,1.0990158,0.11814176,1.442952,2.7199805,1.6996281,3.509698,0.7880987,4.667665
38_46,1.6587343,17.3822,17.977177,0.6797762,0.8505204,0.55680907,2.2004979,0.7819727,1.1550497,33.667294,2.5734396,1.98443,0.9698203
112_51,6.8043957,2.7212892,1.1362963,1.1030899,0.86471915,1.7036607,0.22715332,1.2762347,1.8879,2.613842,51.16987,3.1861663,1.1681594
75_4,4.3408685,2.0360806,1.2748863,5.209464,2.8902202,2.3716476,0.33425057,1.3555423,1.2021675,1.857336,15.057712,0.5403707,2.1019907
41_27,5.8278837,3.9214563,4.1838956,1.2460129,1.4424231,1.1597054,0.9494927,1.0080363,4.2398543,4.7396297,4.048178,49.452774,2.0574875
56_44,3.3735793,3.5189776,1.4320166,1.6097629,3.7798057,18.266949,1.6833582,5.725491,1.7135185,2.7257786,6.321138,0.6679412,3.175865
29_36,8.265141,2.2320065,1.2901932,2.9677188,2.3791661,0.9322011,0.7560603,1.3173957,2.3500683,1.9743956,37.22032,1.7822851,2.8549933
97_12,2.8064256,1.6410869,0.81660914,36.31628,2.0673919,0.7640245,0.10634518,1.8188791,1.8559445,1.4460444,2.3561726,0.89810747,2.524682
34_43,1.4880619,38.160183,1.1009332,0.5661509,0.6373006,0.69503874,2.9156222,0.74910206,0.4156137,19.376692,2.3735812,0.8525314,0.46049455
88_15,1.5314559,36.584587,1.1863432,0.7205273,0.59650135,0.48858762,2.7548594,0.85541075,0.5040373,15.146373,2.3559365,0.7706407,0.30967703
87_41,17.101212,2.600706,0.684701,0.8941053,1.0760013,2.092069,0.3434404,2.7689626,1.3203527,2.6695323,36.380657,0.93624735,1.2486073
58_12,3.0653417,1.6999376,1.5607765,46.374065,2.9303262,0.5528051,0.32648697,1.3021818,75.347275,2.7566943,2.6584013,0.68931884,2.3018084
79_10,27.759834,2.4231765,0.9066913,1.4655349,1.0477347,0.6920148,0.18916759,1.4287145,1.2519137,2.8091934,20.529984,1.1878984,1.2090187
97_27,1.4850088,23.207697,1.159462,0.6081098,0.72207856,0.8817093,2.4278648,0.84693855,0.4861089,16.08547,2.4750705,0.8800552,0.38888213
48_20,9.745733,2.5104482,0.84719294,1.2721133,1.3415309,2.0761795,0.38161105,2.7159572,1.5139877,2.8159993,9.23683,2.0179703,1.4261513
106_42,3.4061494,7.70609,1.7208533,0.94881976,0.89377785,1.501554,2.1517916,0.65220475,0.6854749,22.056925,9.705651,0.71787447,0.7629568
69_9,36.38339,2.0827103,0.91178524,1.6553166,1.5187917,1.0704165,0.22762746,1.5954119,3.483431,2.1703868,14.546341,1.111557,1.9256064
70_18,8.096666,2.7380657,2.0529208,1.2245576,1.467778,1.9871408,0.9102951,1.902275,1.1504143,3.6641698,15.663155,1.3666447,1.0706673
89_31,7.555789,2.6336055,1.5639527,1.21753,1.3679608,0.9116626,0.3070631,2.0474327,11.79383,2.7679062,3.836315,20.679874,1.3134367
