,Shared topic 1,Shared topic 3,Shared topic 6,Shared topic 7,Shared topic 8,Protein private topic 6,RNA private topic 1,RNA private topic 3,RNA private topic 5,RNA private topic 6,RNA private topic 8,RNA private topic 10
27_40,0.9704456,46.522137,1.2330608,0.60561013,0.5752883,0.6208955,0.4462104,1.3599986,0.4428816,0.6616516,0.50599706,0.8535535
46_41,3.1983805,3.7263129,9.289992,1.8433058,4.5420575,0.7382376,3.898401,6.9823856,2.8470883,1.1481661,1.0610182,1.5934716
41_72,2.15441,5.477312,2.3136916,0.94128156,2.3208373,0.6906572,0.93096226,13.095321,0.7518109,11.321839,1.755113,10.273582
37_65,1.2359314,43.422836,1.1594434,0.7113961,0.53884757,0.54543215,0.30345744,1.1165135,0.42362085,0.5564608,0.5369063,1.3076365
38_65,1.079522,53.191696,1.1213202,0.68355066,0.45572278,0.7889066,0.3086594,1.003191,0.37498516,0.58619833,0.49210328,0.96636707
39_64,1.0507028,37.756405,1.1551468,0.64028525,0.51009446,0.6696176,0.55942804,2.7490373,0.592125,1.0495305,0.6288367,2.1818202
50_15,3.5267031,4.833954,2.0231018,0.8194853,3.3896837,0.7543212,1.6373742,17.695343,2.6607068,3.199434,0.91908723,2.3846586
58_112,87.681984,3.3103766,1.4815598,0.5745971,0.8779571,681.22577,1.1242859,1.1381009,2.1142106,0.6411029,1.2863606,0.4219705
13_64,9.192234,3.1837785,2.876431,17.010042,0.61695814,1.4418666,20.899885,9.897049,1.6805218,1.276349,1.2301693,2.196492
62_34,18.079361,4.0631995,1.4718158,0.83267426,1.1254047,4.203019,0.8574006,1.2463388,0.8438367,2.5583146,5.893809,0.59230787
51_85,1.3600609,33.87925,1.2983083,0.8098638,0.6412885,0.7926211,0.44893503,0.7350929,0.44548538,0.65769887,0.5957387,0.75984955
50_104,1.1833425,28.998781,1.1497267,0.6569092,0.60896486,2.3033793,0.2977253,0.7627504,0.3375549,0.53666204,0.510969,0.87595564
60_100,19.135086,2.5294466,28.995684,1.8279047,1.4327176,1.4652877,2.7262862,1.5031941,2.5290575,1.2673763,2.1588035,0.5168133
42_69,3.011429,3.3718674,2.692315,4.857419,11.126218,1.4188155,2.6922183,4.698356,2.7197874,1.582753,1.1755215,1.2237395
56_3,20.092525,2.8094916,6.8927503,0.93035054,0.83160174,1.0216801,1.4848632,2.6237302,7.3146,0.5706071,1.0829955,0.65352774
45_25,2.9006734,3.1981907,17.882427,1.8501555,1.3697922,0.9680975,2.2236416,10.415789,4.1225147,0.6598199,0.8316814,1.3030299
31_58,1.478112,26.364027,1.511069,1.2072031,0.82915235,0.62676454,0.85225517,1.8516448,0.83322376,3.8267202,2.541556,3.5015318
46_92,1.1907334,40.830257,1.3552173,0.9035509,0.6011425,0.8020761,0.4640071,1.3309455,0.4760484,0.83811116,0.69711465,1.2800119
43_29,3.603357,2.9813733,14.013994,1.6482266,1.4410326,0.8118625,3.4699054,6.6917787,3.6062248,0.7160019,1.054345,1.0140377
27_32,1.1295731,79.32399,1.4197567,0.8655205,0.52625555,0.617561,0.5722561,1.6932535,0.5618772,0.6636724,0.7605342,1.2631807
36_36,2.4086442,5.034388,2.008173,5.6274996,3.9668293,1.4191885,1.4739612,10.216854,1.3990293,17.34631,4.284581,4.8909883
49_29,2.1118846,6.378213,2.5141604,13.661431,1.1669768,2.0119889,0.9147333,6.1406193,1.6783327,0.73551863,1.0981963,1.7227122
23_65,1.3517115,42.85904,1.2779423,0.6505166,0.78007793,3.272454,0.40587053,1.1548581,0.43234342,1.4292254,0.777968,1.4473939
43_76,1.2652541,33.768654,1.3404844,0.8003061,0.56293374,0.8323789,0.4579648,1.7919712,0.56661165,0.7373307,0.63260543,1.6373396
38_21,1.1365781,99.560425,1.2806634,0.714237,0.5539627,0.82944626,0.4650968,1.2932062,0.4649851,0.7497832,0.61069655,1.1122721
42_101,7.7298083,2.6414506,7.1758275,2.3415904,1.1710882,4.757484,3.7910182,1.839246,10.206512,0.862938,1.890311,0.55747885
50_88,1.2690334,19.55009,1.132275,0.6540773,0.7573886,0.75114155,0.45631063,1.3798901,0.39933106,1.0044757,0.7704898,2.0280452
28_30,1.1266426,69.98802,1.5441837,0.83280456,0.56544703,0.5610958,0.51161623,1.4286792,0.46916786,0.6262575,0.70077163,0.9388881
61_101,95.42084,2.7020726,1.8784771,0.7830128,1.1150819,2.2801635,1.1379817,1.1256042,3.0740776,0.59283465,1.6992474,0.2741467
54_21,3.8524342,3.424855,19.560713,3.3522148,1.1840069,1.4004585,5.588442,1.7412834,7.132138,1.239511,1.5803461,0.64136976
39_16,2.5884786,7.0304604,2.0179539,2.1683416,21.969341,0.8287014,2.1542292,19.704802,1.4695987,2.2986703,1.0844584,11.8109865
49_5,15.302368,3.5967052,2.8355393,1.2022567,0.7032741,1.1782929,1.2630469,2.6753416,8.165881,0.6016034,0.92288595,0.7060298
58_16,6.6118946,2.8450167,16.623629,1.5383956,1.099607,1.1399844,1.492414,2.436568,12.382581,0.5814017,0.93325955,0.6062937
15_39,2.9026496,3.6610677,4.953682,1.6867964,3.921496,0.7154465,3.9641058,18.875675,3.3316226,2.1161432,1.050594,7.5272727
13_54,1.9190431,4.880044,3.3414505,2.6735148,2.5512853,0.8628206,11.224286,16.31528,2.075051,2.589422,1.2678039,3.310062
61_103,24.01563,3.1324866,2.084586,0.64170784,1.332945,6.802794,0.9661774,1.5346614,1.2928137,0.49933088,89.29915,1.537489
42_82,1.52899,43.231216,1.3014739,0.80343425,0.86785984,0.994532,0.5155733,1.2572803,0.47279906,0.84316826,0.68797785,1.6822025
66_1,16.545244,3.1498742,2.5432734,1.0502653,1.126636,0.91196746,0.97598875,1.7162508,2.3338358,0.82873964,1.0275534,0.7546781
50_12,1.442205,14.175214,2.2917125,1.5008093,0.8203994,0.6250639,0.99873537,7.7199426,1.2844499,0.7062648,0.75973195,2.2057188
58_38,9.362053,2.7561126,10.473312,1.7360728,1.4945476,0.7362902,7.2739,4.3805676,4.474731,1.4517803,1.6031742,1.1235529
42_100,10.136449,2.8242273,3.2926311,1.8691123,3.0307636,8.007692,1.3284994,1.856039,2.472359,0.94457453,1.8318421,1.233898
43_84,1.822293,49.340622,1.3339515,0.7477494,1.143297,1.1514249,0.48284307,0.70618,0.6750137,1.2843201,1.1984189,1.7332947
35_42,3.9910402,3.1468937,5.147972,4.7518506,1.127497,1.5165482,2.8662739,2.5956354,6.3131123,0.6974653,0.96660936,0.81449074
28_60,1.0136698,50.23843,1.3502536,0.8493397,0.56532425,0.6410222,0.34124786,0.9136554,0.43997043,0.5945086,0.55694604,0.8795573
59_26,4.7130795,2.763934,12.163036,2.0843787,1.1553984,1.2776626,3.9828947,2.596909,6.1030016,0.7467917,1.5581733,0.8554812
60_15,10.790823,3.1213837,3.617231,2.0518599,1.3426409,0.7686015,1.8310794,3.2289019,8.573894,0.69576263,1.7367917,0.58814317
36_82,3.880017,3.8250043,1.9162316,1.0642012,13.926128,1.0750259,1.7473407,5.3384194,1.7300389,2.011701,2.1055996,3.6227255
18_58,2.297872,7.4238677,1.9308875,7.454762,19.51699,1.1943396,2.6835847,4.368063,1.818998,25.977297,1.7039825,4.320302
25_50,0.98338234,25.985933,1.1117094,0.662148,0.5849961,0.7146317,0.4470354,0.65665364,0.39728546,0.8692539,0.6520516,0.696013
26_90,25.463089,3.5328493,1.3506551,0.80029815,0.7943289,1.3314483,0.6496306,1.5924647,1.1245075,0.6737146,2.60971,0.81723493
57_30,5.9889727,2.6808574,29.841293,1.8121116,1.630799,1.0695813,4.373849,2.0279944,1.7933208,1.342504,2.2268798,1.2806915
50_23,3.3801885,2.69902,18.862183,2.0490632,1.2291026,0.95415187,1.9328262,4.370617,4.260793,0.5942608,0.8602796,0.84381455
18_56,3.649859,3.5150995,3.3833616,7.9387865,3.3409855,1.0761229,10.479516,7.0212574,1.8150073,1.7963392,0.99584776,1.8016744
50_105,1.2437272,63.503147,1.2238938,0.6275304,0.61098063,2.5672457,0.4501764,1.3646411,0.47406554,0.6419551,0.6556308,1.0750977
50_78,6.7519965,3.4760704,2.1621642,1.1555922,5.5485144,0.9875007,3.7684274,3.391638,1.1436379,3.6465635,4.7625003,1.760769
46_74,17.056244,2.7169466,1.8527595,1.1806974,4.1588993,2.1690593,1.6168474,1.375754,1.2048337,2.2986114,2.6819775,0.8056686
38_66,1.0029383,40.448483,1.117634,0.6430757,0.53451717,0.6123165,0.6228289,6.150588,0.6907446,1.6942565,0.7712239,4.39793
56_4,5.2011986,2.5666065,12.437998,1.5081863,1.2713927,0.9551656,2.1582072,2.8203773,15.863814,0.5984392,1.0720017,0.6602713
51_18,3.6401215,2.9971395,12.260188,2.015695,1.2522907,0.717958,2.783282,6.57347,6.992804,0.76370513,1.2139953,1.0662131
58_14,4.8972373,2.796753,10.553827,1.5120509,1.1655279,0.9302086,1.9660945,3.1499639,8.264849,0.5539111,1.0336035,0.74029285
56_23,6.6810293,2.3681216,20.908669,1.3537219,1.0236852,1.1248734,2.5554314,1.811858,9.110407,0.7636022,1.1902056,0.7431296
46_12,1.726298,14.609585,2.518552,1.4420946,0.8127866,0.7871125,1.0096455,9.695906,1.2228166,0.67849046,0.8316311,2.4297216
50_93,1.1248972,35.453262,1.0303693,0.4734422,0.51383257,0.76940846,0.35265347,0.5723808,0.33616647,0.77043647,0.5862828,0.92684484
38_24,1.0275718,38.8415,1.3347397,0.65497875,0.48745492,0.6105789,0.5427795,2.8106866,0.5817565,0.9550067,0.6816456,1.9337395
53_15,4.133088,2.8912342,19.480341,1.4990811,1.4094192,0.73264843,2.9087536,3.8465128,4.2540584,0.7539363,1.1436758,0.74769443
31_43,1.4144728,34.005257,1.3274341,0.8542199,1.2641501,0.85976315,0.59655297,0.905854,0.4859844,1.4255035,0.74917895,0.6595145
19_38,1.1194742,48.83133,1.339004,0.6269938,0.40286306,0.7422297,0.4649101,1.3347714,0.5084252,0.65745085,0.60178053,1.3065844
44_7,7.930876,7.9897203,1.7051959,12.379674,0.58774257,1.9448365,1.0266396,2.8628564,0.65170455,0.8989243,1.1484125,2.3169098
14_44,2.72228,4.5733976,2.872035,1.6366938,8.886415,1.0783045,1.8645806,2.4496734,0.86470324,6.6448774,3.0498075,2.4455864
16_39,2.1983447,4.976927,14.552716,1.7409743,1.6914008,0.71835035,1.6804385,15.618809,2.0252175,1.4946347,0.9251293,4.162034
16_67,4.012546,3.9058466,2.7491488,15.260187,0.9657827,1.0281576,1.5678321,6.8374605,2.6082118,0.86136514,1.2402608,1.3935001
25_83,5.603017,2.6520705,4.0172276,7.9806747,1.9419861,1.4058055,4.732722,2.4036994,9.895937,1.8253367,1.6004508,1.2119893
50_94,1.1147265,26.259665,1.1310707,0.6290748,0.59579015,0.83116597,0.4503966,1.0292047,0.42509088,0.81760925,0.62696457,0.9786223
16_43,1.1919248,33.713284,1.2882795,0.83426213,0.60117036,1.2622172,0.43816724,0.7767917,0.43239835,0.7587888,0.5788135,0.8467092
26_65,1.4253514,42.064877,1.2740631,0.82948697,1.0530356,1.5513082,0.39051107,1.0450761,0.52562076,1.4724737,0.9933213,1.4760027
40_9,18.73624,10.086838,1.4371881,1.0819879,0.79504025,5.804957,0.96165496,1.6456871,0.6747843,2.4384425,571.96954,1.7234703
37_44,4.2760353,3.1594887,5.4319725,28.127337,0.9988892,1.5909115,6.9091825,1.8668164,2.5638578,1.5008886,1.6045071,0.53976536
42_91,2.9196653,6.1740303,1.4084859,1.0898186,13.579479,1.4898354,0.95232326,2.3314242,0.5497663,28.90654,61.56349,4.957395
22_32,2.0931666,5.4469376,6.166073,4.8478203,0.70325756,0.70620084,2.376766,20.403444,2.6862404,0.53216916,0.85001254,1.7196975
50_36,3.878428,2.777905,11.31201,1.9105399,1.3388597,1.0528226,2.4553883,2.297296,4.72689,0.90060115,1.0287052,0.6944551
57_103,5.014659,3.000228,4.21833,1.2099949,12.383894,4.8869896,7.295485,4.893937,1.4222099,2.0331073,1.4302666,1.2826248
24_59,1.6943785,51.67288,1.3063648,0.914073,1.0426,0.8541447,0.63494515,3.4674625,0.5263066,1.8107456,0.9502329,6.8474545
63_22,3.2738662,54.518703,1.5991944,3.6278062,1.1469742,7.7633553,10.503687,3.6404262,1.2781945,1.918739,1.6417459,2.4852986
50_30,6.670533,4.116049,7.0374002,3.1446347,0.9893053,1.1750747,2.776819,3.9796336,3.2218363,0.89564586,1.4290906,1.2017808
32_27,1.7948511,10.193267,3.618081,1.9917473,0.6449617,0.673334,1.3276905,19.754406,2.6441643,0.5572157,0.6579956,2.7651849
36_94,7.879688,3.9291625,2.328208,1.2309895,2.736718,0.9999738,0.7710619,2.3809037,0.74539,0.89385444,1.9032255,0.48635364
1_53,34.157326,2.9210653,1.6875756,0.9918367,1.2091988,2.0259368,0.6304455,3.4866028,1.2650323,3.6643522,1.6200517,1.6768401
6_39,39.89715,2.7829833,1.3912826,0.6714438,1.2004833,1.3270172,1.3624183,1.3695233,2.9572883,0.6762372,2.3390994,0.4594737
18_54,2.5323298,3.6993613,10.290358,3.1560035,2.172165,1.0578787,2.3525002,4.1386456,2.5756943,1.5089186,0.9949378,1.6603696
41_58,1.61458,20.736439,1.4521996,0.8985167,1.0664566,1.4249947,0.74094236,5.324848,0.6676174,1.5082811,1.5129064,29.144232
56_95,2.7175853,5.8640876,1.6547171,0.779538,17.753235,1.8960893,1.7261055,6.368928,0.9885104,42.50596,4.191536,7.886637
43_67,3.8367245,2.6317763,3.6888442,2.0368328,31.584919,0.9128753,1.855164,1.6462893,1.135966,3.2901037,2.6891148,1.0436153
17_55,2.281663,4.0040903,3.882501,6.3465915,2.4204104,0.93831795,8.080677,10.099182,2.887239,1.3905991,0.83695686,1.7153583
20_68,2.6753159,3.623174,3.4720073,14.255367,1.5727749,1.2617102,4.8214073,14.055384,3.6196487,6.8297396,1.2964149,11.75019
41_90,2.8953032,4.8559585,1.7744467,1.6044226,16.336975,1.8962682,1.561365,4.894678,1.4336741,11.3244095,1.4557356,7.0653143
29_26,1.767746,27.03362,1.8668065,1.1338265,0.73368657,0.6113189,1.1428595,4.3100305,1.0803422,0.9679779,0.7372842,3.1046314
21_38,1.2755117,93.13028,1.5868787,0.8302751,0.5775622,0.6541838,0.5338035,1.2799053,0.52611184,0.8852661,0.825514,1.5348547
6_56,5.0477595,2.5327568,14.799839,1.4590251,2.0618522,0.8126479,4.7921524,3.531025,2.023992,1.0111195,1.8050127,0.69254637
43_49,1.3003049,16.207443,1.5717819,0.7377173,0.8831781,1.2119883,0.5342146,0.8219315,0.5285529,0.6556991,0.5066888,0.5094781
48_77,4.198307,4.080016,1.663161,1.0643036,96.89384,1.2190471,0.69109875,2.9176826,1.0315422,6.0215445,4.522641,2.426434
62_100,28.52694,2.875754,1.7765305,0.75908905,0.90936196,1.9467297,0.9255327,1.420989,0.7455459,1.4671909,208.90883,0.9825999
37_96,14.982521,3.0264819,3.603822,0.9448595,1.2317855,1.6899369,3.8169658,3.1181707,13.236368,0.79231936,1.2461637,0.90207946
34_94,3.540298,4.352375,3.9136205,0.9909235,1.9786156,0.7168193,2.9124496,16.765955,2.2280984,0.47109538,0.5863975,0.88588923
36_75,2.7926164,7.6950855,1.4548292,0.67349774,2.6355047,1.1068984,0.6027505,17.665268,0.8585229,11.404175,1.7611824,18.087303
27_79,3.7467437,3.471156,2.5390096,27.981981,2.7650344,1.5882976,2.0832443,7.3638506,1.5568405,1.8718463,1.72166,3.5288327
59_35,4.8789096,2.692091,15.678865,1.2717637,1.2051816,0.9146334,6.1964726,2.796728,2.912955,0.891665,1.1212597,0.82334256
44_35,2.8734512,3.3214703,17.327627,2.1400356,1.4323536,1.1368673,1.8043457,4.4648247,4.858625,0.6367676,0.9772402,0.8762978
35_15,31.79102,4.3092074,2.8523269,0.9243235,0.8050058,0.83152467,2.3714943,2.2337635,6.1845775,0.76629746,1.1210594,0.60056317
15_67,9.711577,2.9723568,4.2723494,2.5535512,1.6132014,1.556761,1.863802,5.9251933,3.0034337,1.3138642,1.5084871,2.8150375
33_93,4.8844376,3.413216,3.252357,2.0531495,2.5483377,0.9491988,5.316724,2.344794,1.8567524,1.0280703,1.399035,0.9973207
21_80,6.864356,2.9720159,3.602892,2.8837452,1.182663,1.4065661,1.5728179,1.6019309,9.369173,0.8388537,2.3165226,0.35557106
60_33,30.40276,2.2352972,5.228487,0.961824,0.83744687,1.4848412,2.3173609,2.0624423,7.6974626,0.6869764,1.2594379,0.55947137
17_46,0.9726685,45.88993,1.2504246,0.7324549,0.46804214,0.61349946,0.4237909,1.1303644,0.4199548,0.63823634,0.56479317,1.2420032
58_29,5.9373503,2.7932801,3.7485423,6.0504894,1.6799716,0.95515126,32.91648,1.9753503,3.880504,1.6186866,1.7764657,0.865761
51_31,5.3731523,2.75313,12.711424,2.4285984,2.3547306,1.0282935,6.1548586,2.4592872,2.0043085,1.7897853,1.217052,0.8584724
5_47,18.475746,2.9212556,2.8453746,1.6590991,0.90346026,1.1316482,1.2531052,1.2456427,1.8824657,0.513772,0.72361803,0.513593
41_52,1.0090405,31.849554,1.3034599,0.7803539,0.64098316,0.65546495,0.41096702,0.63208264,0.4156668,0.66954714,0.54055035,0.73834676
38_50,1.2099397,34.609943,1.4496698,0.86774516,0.56837946,0.7334306,0.42684177,1.34922,0.46181738,0.6511718,0.6534445,1.60519
6_44,15.0612,2.4307778,7.4498706,1.0089779,1.1148653,0.9876901,1.5650994,2.6468146,7.840365,0.66404897,1.0744691,0.5227732
23_59,3.5444438,5.941172,1.3429329,1.1176505,12.69336,3.478285,0.6569023,2.3010726,0.5153614,8.992257,72.85535,2.6295025
6_57,5.122898,2.5249078,11.100605,1.80198,1.8413498,1.1028025,2.8492763,11.92472,3.557722,1.3216314,1.2397197,2.7752225
12_54,2.0907612,5.619359,3.322711,5.2696333,1.9811069,0.7069661,1.2216302,32.695396,1.5600026,1.008226,1.2189543,25.88891
42_60,3.072925,3.595397,1.7785914,1.6915691,35.776436,1.5436914,16.142666,2.7504165,1.8163279,1.1798896,1.2664664,0.7601489
59_94,10.214152,2.7441995,3.923228,2.6207395,4.7321873,1.3980407,3.1829178,1.3909749,1.5006454,1.2239821,2.7705345,0.6165784
23_63,1.0160344,44.927982,1.2968347,0.9299791,0.57183534,0.70478886,0.34097233,0.80467534,0.39315784,0.6434425,0.5478463,1.0326802
38_94,11.302966,3.0941129,2.3885288,2.807711,2.507155,2.3428555,3.3797243,2.5855253,4.3927617,2.1255975,1.3426363,0.97255003
18_63,2.9454432,4.2590246,2.3712158,2.450204,2.684992,1.3761115,5.323312,2.9058914,1.0693736,1.3557668,1.1119764,1.5318462
57_110,65.68124,2.986228,1.9421139,0.7587967,1.1829392,80.124344,5.2045107,1.732646,1.6371068,1.0250442,1.7911892,0.6675764
56_97,4.2390738,3.787559,2.1037946,0.95458746,54.40817,2.7665768,1.6160834,3.1511815,1.2118509,7.0231376,15.356206,2.1104097
38_87,3.3180168,4.3830633,1.7498491,0.86272407,42.315426,0.9997254,1.7848148,5.474924,1.6219565,18.502998,2.5587597,4.9716654
68_8,4.202753,4.064326,3.0176337,2.102223,2.0978153,0.9025241,1.5379843,1.8487579,0.7235745,0.58110094,575.51025,1.1752058
47_76,3.3199103,4.342449,2.1729228,2.8457618,5.652031,1.048482,4.1870356,16.002748,1.5380208,2.8445926,1.3864523,2.4601917
19_64,2.1317253,6.7891545,1.8662052,4.261695,2.8052492,1.187844,4.2464185,20.685719,1.6522841,1.580899,1.1056291,2.7041254
62_24,23.45684,2.6020484,2.8173103,0.9729339,0.77179027,1.3737167,1.240012,1.2345353,6.7281604,0.6372611,0.91800654,0.5218417
62_8,2.1798115,6.3491645,3.1468565,1.1921028,1.4618692,0.76568097,0.9485221,23.376925,1.2901814,2.1057518,1.171996,2.1007712
45_45,2.2637577,3.7457628,6.0642624,14.86197,1.1443832,1.0221215,2.8137631,15.928387,2.6489844,0.89572835,0.8638443,1.7798378
33_21,3.9268556,3.3578334,6.2024965,2.3160455,2.458879,0.91703624,3.1354847,7.2330446,6.6384583,0.65992445,0.98266274,1.0287431
29_63,1.9181552,5.1108723,3.0523202,4.557298,2.5731425,0.7255807,3.1320314,38.89979,1.3914746,1.2673194,0.9905134,5.7164073
50_10,1.1435475,53.287792,1.4548755,0.8156535,0.56755567,0.7025759,0.41328645,1.5613577,0.4472908,0.6451206,0.5885117,1.7214607
37_12,41.151222,4.038566,1.3428769,0.69158006,1.7454683,7.8311815,0.40542656,1.741487,0.46932575,0.74083924,0.5663282,0.900913
29_92,11.988146,2.6760216,3.3886824,1.1240838,1.204319,0.773925,1.0626396,3.9746199,1.4254152,0.7536089,0.9436869,1.3448704
46_94,1.2277095,34.37782,1.1021341,0.6427532,0.7813935,0.7635844,0.515549,1.387773,0.5083501,0.82945514,0.723216,1.3482146
26_45,1.7520623,11.089047,1.5234962,1.1732807,1.2504201,0.7339878,0.7286119,6.7255735,0.637849,6.3043613,1.5811753,53.29333
19_58,2.1155386,26.717716,1.6163725,4.0354557,1.2615502,1.1852643,0.5197881,20.572186,0.5673408,12.089548,3.9692338,59.63459
14_58,3.4368107,3.3606033,4.806837,4.53786,2.1346002,0.99262404,4.68689,3.5770245,1.8726891,0.93268436,5.0032268,1.4570044
45_108,46.006527,2.7130265,2.579731,0.95234096,1.0285087,79.99779,1.9351465,1.3502488,3.896117,0.8451967,1.5174475,0.61806846
34_79,3.3332245,6.9712586,1.9894906,1.6399761,2.1114523,0.98219746,0.94763035,8.113449,1.2235729,11.848916,1.1284415,7.7361856
51_34,3.29948,2.8191776,10.957975,2.5789647,3.2962327,0.9576331,2.8653092,4.5606227,2.6749692,0.8200048,0.9151997,0.7635648
21_64,2.257348,8.728686,2.6551723,2.6866176,0.79945135,0.7139228,3.0661526,26.410532,1.5682381,3.6956525,0.8603414,4.9507356
59_91,21.80809,2.939508,4.3422966,1.126915,1.530256,1.2628558,2.8078022,2.8622093,5.260262,1.9021044,1.8802842,1.2842698
52_40,3.0179365,2.966083,4.877242,5.883198,3.1555066,0.8257516,5.0396156,2.5265903,2.8013465,1.2212255,1.379188,1.066635
38_48,2.929408,3.7372744,2.7874227,46.388607,1.493889,1.5952901,1.9108238,5.274204,1.8968191,2.039138,1.6599419,1.6056633
46_72,4.821005,2.8725426,2.7586608,1.2103351,8.95672,0.86564994,1.4617404,4.295107,1.6007843,1.5303994,3.7700145,3.229937
10_50,3.1993284,2.866491,13.178352,2.9339507,1.5250947,0.89956295,8.210966,2.6010523,1.6474434,1.751498,1.5797483,1.1463746
29_55,1.4055356,50.113377,1.2092445,0.7942351,1.0367815,1.5253506,0.49772573,0.8613452,0.62127936,3.7409997,1.4878957,1.5935826
40_11,23.768326,2.6552439,2.9075818,1.2875204,0.73252183,1.4348501,1.1712896,1.8570194,5.497845,0.7012716,1.3089846,0.6688848
34_29,2.7576466,3.5191002,9.15518,2.83989,1.778977,1.09249,3.894301,7.019835,3.4481394,0.81052834,0.9595636,1.0847548
48_97,1.407649,26.244322,1.1658769,0.7840582,0.7227125,1.4172512,0.49306726,1.5830748,0.45049998,1.1946896,0.79847664,1.5346395
19_59,2.242255,7.18468,1.9332224,5.9363537,2.7872713,1.1461574,1.5631484,22.39133,1.144988,3.459694,1.912046,12.970159
49_44,2.74434,4.4135456,3.4067554,3.4098954,1.8951416,0.8228769,2.2419062,38.575684,1.7424825,0.98206145,1.4720812,5.0261245
42_85,2.8464508,3.9935865,2.5447311,16.008844,1.9473494,0.9341464,1.932689,6.2603292,1.2349128,1.2730325,1.3479716,3.7193172
28_61,1.1018724,40.12529,1.3896446,0.95916456,0.60400826,0.698554,0.51718616,1.6455859,0.5357879,0.6625392,0.6027452,1.3902848
45_21,2.8050835,4.9604673,2.347316,7.166865,3.9579446,0.8564075,1.9656143,20.62252,2.3476284,1.634957,0.9795722,3.8470027
32_79,1.4619206,52.674152,1.1363876,0.71536183,0.9801465,0.8648576,0.5256985,0.9770603,0.6114915,2.131924,1.2625853,1.9103094
51_38,4.383743,2.8730664,13.543716,3.408162,1.2660478,1.4661832,4.553633,8.59816,1.22991,0.88732296,1.110513,1.2438968
9_47,2.9497824,2.7388854,34.564682,2.3179832,1.3031535,0.92823434,5.795592,3.4141269,2.18801,0.93295234,1.1596899,0.95666224
54_6,2.8929758,3.637718,10.06729,2.7870536,1.0807502,0.9992152,1.916544,9.426508,4.9256873,0.6373948,0.8774514,1.077671
29_24,3.5811994,3.2490363,15.710289,1.5895113,0.9493908,0.9838763,4.2376647,5.280118,3.4150126,0.77517843,1.006678,0.8503556
8_43,6.8441515,2.5882401,15.76914,1.7300097,1.7624826,1.0470419,4.6938057,8.545456,2.9365447,1.2997562,1.0442774,1.9004241
58_107,14.917776,2.874147,4.175072,1.74176,2.0237749,7.0338407,4.5153403,1.4209006,12.878186,1.4316744,1.7584912,0.72599727
