,Shared topic 1,Shared topic 3,Shared topic 6,Shared topic 7,Shared topic 8,Protein private topic 6,RNA private topic 1,RNA private topic 3,RNA private topic 5,RNA private topic 6,RNA private topic 8,RNA private topic 10
46_96,1.5268583,39.188725,1.4565266,0.7937131,0.83049273,3.698837,0.5966377,1.2296245,0.544866,0.78722924,0.7673991,2.904895
41_42,7.3355455,2.9822848,9.923753,1.8115597,2.5833504,0.992294,6.1352167,5.075103,2.3740265,1.5923015,1.1351397,1.2665823
20_44,1.0546355,90.64099,1.437278,0.70131564,0.4945556,0.63494354,0.42169613,1.0124041,0.41610575,0.64796567,0.5713099,0.8959835
34_57,2.8408995,5.0616245,1.6823015,2.2168736,10.147901,2.109086,0.8309625,3.248106,0.8177892,85.79666,2.1181984,4.8124294
54_97,1.2453978,31.52716,1.206305,0.6881033,0.6196815,1.7478092,0.3573363,1.4031451,0.38942274,0.57749903,0.6100801,1.5641611
8_37,36.92943,2.4640899,2.8152895,0.6389302,0.7845004,1.4812833,1.1752639,1.0346044,4.8328223,0.52077204,1.1119319,0.4208678
42_12,3.4706705,2.9875395,4.553729,3.0998745,2.8431473,1.1580232,4.0510364,27.989601,3.7956107,2.333458,1.0230465,5.021531
57_116,55.56832,4.6379986,1.063257,0.62826335,1.3410895,185.40115,0.3770773,0.6043714,0.3109314,0.6420885,4.3576775,0.43797967
59_100,6.5614324,2.864023,3.3709493,6.371326,4.166377,1.590367,3.7141948,2.8871331,1.0363578,2.4328976,2.9511883,1.7376807
51_36,3.467993,2.8627388,17.637848,2.1358247,1.4644282,1.1632919,1.997348,3.6033635,4.83522,0.71874356,1.1425192,0.79966927
46_91,1.1330824,32.493763,1.1613419,0.62403256,0.6347521,0.65317816,0.35128403,0.8869966,0.36794925,0.70876765,0.6770603,1.1200855
57_84,40.69585,3.1101155,2.0596747,1.035095,2.414411,1.0310632,0.6660463,0.9089804,1.0095664,1.2601092,1.6696227,0.42065588
22_37,1.8322079,20.61765,1.7237988,1.9443765,0.89375484,1.0874987,1.0772284,26.236244,1.0257062,1.8597401,0.99799,8.187206
37_74,2.2518692,7.913712,1.5757812,0.89663684,2.1673307,1.3569484,0.7797746,28.41454,0.7747229,2.5153046,0.69276893,3.2451887
30_71,1.0702066,38.839478,1.2792492,0.7524626,0.6291094,1.0240321,0.5096208,2.04932,0.62736833,0.9898081,0.6376778,3.1601636
35_91,2.4690187,6.0513315,1.6225946,0.7579917,4.4696136,1.1587288,2.167512,75.079506,1.3982822,15.611536,2.1186202,8.025427
37_13,30.540825,3.4727306,1.5020607,0.82435745,0.89507234,4.754924,0.90993655,2.580008,2.1756332,0.58624154,0.6819251,0.9320267
38_44,3.913138,2.632165,6.13627,5.70586,2.1025624,1.1067739,1.522799,1.7077508,2.5679882,0.86895376,1.9549543,0.6199219
19_53,2.9606156,3.7371306,2.8785334,16.188187,1.3873475,1.3259627,4.4240994,1.9230595,1.52542,1.3104106,1.6077826,1.2458082
25_21,13.339252,3.960443,1.688511,0.8653111,1.3183413,2.2786863,0.88461906,1.1613364,1.3310536,0.5149933,240.04533,0.73069733
38_60,1.8796341,4.948773,3.068952,3.7094336,6.353799,1.0991772,3.3192148,22.63349,1.3103212,2.6662707,1.509173,7.7505593
48_38,4.629941,2.6281638,21.43655,1.9101627,1.3562552,1.1756741,2.554518,3.4014177,2.205428,0.9451036,1.0634079,0.8463207
7_34,14.007736,4.489594,1.5496603,1.5584835,1.3367759,7.4168024,1.3819656,2.597392,0.61828464,2.254581,11.036034,1.0615172
40_13,4.8286686,2.7068083,6.67772,1.4386232,1.0775561,1.2019129,2.4837604,6.329916,8.575184,0.59015024,0.9599246,0.78490764
37_22,1.0137564,56.4006,1.2350227,0.70323503,0.5297797,0.6945203,0.4151191,0.973616,0.43128455,0.6823555,0.55604506,1.0485734
29_85,2.7202077,6.804122,1.7228415,1.3909072,5.53602,1.1551232,0.6278496,2.3836598,0.6168732,61.874268,19.991682,5.889243
49_6,12.579494,2.2941751,9.567286,1.0138328,1.1457479,1.4225346,1.9694479,2.6797078,6.658653,0.68411475,1.013159,0.7476647
37_68,1.5078479,21.904568,1.4116783,0.79296565,0.81725013,0.6932939,0.30572993,1.1126156,0.5112752,1.0485567,0.8303056,3.4906209
32_52,1.0713525,44.36693,1.2814924,0.8490707,0.6585069,0.656355,0.4721093,1.4009273,0.45720205,1.0290811,0.85682446,1.7425306
35_84,2.6665425,7.531252,1.9223342,1.2836155,2.469241,0.78300583,0.8614153,9.094571,1.0947733,15.134948,2.8836775,14.674885
54_5,3.7539773,3.607891,4.59322,2.0476835,1.1333414,0.6742262,2.3083885,9.078475,6.6225505,0.703871,0.81604797,1.0951082
3_45,7.9527745,4.697635,1.6098123,3.2980068,1.7044711,18.475473,2.0801628,3.649292,0.7787723,5.099776,4.7884545,2.219738
44_55,1.4661888,14.638329,1.3940061,0.8405589,0.93393755,0.8558735,0.91772413,22.510494,0.70653695,8.6535425,1.2629931,8.235394
34_88,2.2356303,5.9798408,1.5727038,0.81087106,3.1493154,0.71322626,1.2712834,10.465364,1.2146386,1.5440693,1.6072862,3.029179
32_55,1.4774885,48.816826,1.2813411,0.8477579,0.97168446,2.0697045,0.51047516,1.0910151,0.516732,2.8865635,1.3522325,2.2685158
29_83,2.094647,15.316627,1.6173587,1.6799064,2.12531,0.9007734,0.53926575,2.5415192,0.68794334,2.0958328,1.167852,5.897873
17_35,3.7449322,3.0441432,17.891388,2.6278791,0.99292,1.31693,3.0339015,5.481349,2.7735558,0.76500756,1.0805703,0.7053241
21_62,1.7984357,7.2669196,2.771257,4.944952,1.1563156,0.9837749,0.74013376,3.3385458,0.6325879,1.0155598,0.6969849,7.875784
50_7,11.139805,2.6389089,2.9412541,0.70343834,10.052728,0.98513645,1.4715322,5.271735,2.005827,3.3728898,8.8486185,2.7771533
22_40,1.0792533,39.355392,1.2548532,0.8840215,0.63598543,0.723008,0.3551979,0.6976606,0.40962678,0.5669932,0.5345634,0.67858195
41_60,2.438167,5.9011974,2.0739632,32.072876,2.2755969,1.2862334,4.576354,5.1695166,0.89795023,1.1434207,2.005144,1.8008443
40_14,3.1452045,3.1734414,9.477972,1.7487361,1.3344793,0.85570043,2.4933548,12.365253,3.9061522,0.8652594,0.8036948,1.50228
19_54,4.1215906,2.847206,3.8647194,11.022542,2.7182322,1.416152,1.77245,3.6962123,5.067694,1.0480593,1.4319701,1.1029634
12_34,6.5265894,2.5436006,9.355899,1.9618368,1.0040683,0.94911206,2.5012546,1.8371143,14.103216,0.64789647,1.1528931,0.6125194
43_30,4.951628,2.8068957,16.58796,1.3649985,1.4017589,0.9461872,4.322759,4.127053,5.8703933,0.73634267,1.2086608,0.8408159
23_86,13.017126,4.9568276,1.5810239,1.1740341,1.0293353,3.5423663,0.76099557,1.711244,0.6224113,1.9985176,143.26068,0.834284
33_57,2.3128762,6.7044086,1.7311915,1.4409106,2.7669318,0.8571375,0.5584372,3.800953,0.6569873,8.96823,15.208231,4.7396793
29_62,2.6679144,9.542837,2.312895,1.6673348,0.93719256,0.6772218,1.8630059,19.432533,0.7858359,1.4610995,0.9715855,4.121194
32_28,1.775691,9.867156,3.4978344,2.2207603,0.6815424,1.0563684,1.3028945,12.595423,2.1308007,0.6163033,0.7568563,2.205052
58_20,7.902645,2.9525132,9.580676,1.5649056,1.2684486,1.4915402,1.6066355,2.4474604,14.795687,0.66833895,1.1157357,0.6219667
48_104,3.4750323,3.940909,2.3722765,2.5051954,19.434067,8.850174,2.7344687,9.744125,1.8303673,1.5823635,1.3545399,3.2817419
40_27,1.5585827,21.672009,1.7194421,1.0402467,0.7401434,0.70652217,0.5702034,4.129513,0.5354521,0.73196334,0.67779875,4.045423
58_103,4.4704814,3.285668,3.409408,1.4730124,5.8323727,1.7765948,43.995953,4.2581224,1.5384333,4.07354,2.204085,2.3369575
7_40,21.809792,2.498479,4.138605,1.07792,0.69204795,1.4359361,1.2659407,1.2718121,11.398798,0.6106567,1.4827037,0.4523171
38_46,5.4116735,2.814345,5.236117,2.5685787,1.8593085,1.1310562,3.0679102,2.301121,8.850216,1.510453,2.1541464,0.952241
39_44,3.1648448,2.9228723,10.249007,3.3297162,1.4922403,1.1274682,2.879652,4.4154515,5.84834,0.98094815,1.2614731,0.9660452
41_27,1.0961645,91.43153,1.4604132,0.8125439,0.48113507,0.71795,0.42661315,1.6982207,0.47231838,0.6450096,0.5816588,1.7976379
35_80,4.687711,3.684323,2.3411503,2.49622,4.8544397,0.98563313,1.3024856,8.024439,3.8216536,2.1263785,1.4072008,1.8540965
43_78,1.2253871,21.609516,1.1564767,0.6779555,0.67822945,0.7187808,0.4238806,0.9285531,0.452813,0.8224679,0.65340984,0.9699656
29_36,2.1894863,5.2926254,4.5630665,2.7885046,1.1069807,0.9198915,2.4112344,18.18082,2.3330162,0.87724024,0.99424416,1.6918755
34_43,3.0018578,3.7921865,2.7908201,32.51098,0.91032207,1.046375,1.7555729,14.731756,4.217052,1.0185329,0.821864,2.4998631
37_85,3.1861541,3.9692218,1.8650212,0.72628355,64.37802,0.9801878,2.2675383,3.553598,1.5631235,3.787578,2.2698305,1.7275387
44_103,29.628769,2.8556263,2.7639604,1.6609445,1.1635945,7.674132,2.698079,3.824618,1.747006,1.063286,1.6617281,1.6055317
48_20,1.9087412,20.540155,1.7507353,1.8073227,0.99587834,0.84785426,1.8111225,12.023921,1.5463047,1.3812559,0.75490403,2.5255027
58_12,3.1500096,2.6851406,14.575928,1.3162708,2.0780208,1.2327746,2.3376074,16.323475,1.9779992,2.027047,1.03168,3.264681
9_59,5.9518347,3.1063256,3.2169356,34.688786,0.7540313,1.208832,13.942112,7.9904995,6.168387,0.76841784,0.67393327,1.2016311
41_81,1.3138999,22.812778,1.3095841,0.76122946,0.7448853,0.6889327,0.7036544,2.437698,0.735373,0.8634774,0.76817226,1.4489346
61_98,25.009056,2.4645948,6.0121326,0.647981,1.125618,1.5228539,3.4864676,0.89900374,1.7496618,1.0094444,1.5724528,0.47266194
51_87,1.3112822,27.304924,1.2534986,0.63777745,0.7482378,0.8203032,0.6124883,2.304333,0.5151257,0.97651076,0.8640389,8.921126
47_50,1.4799864,55.347157,1.4235303,0.8907211,0.8780525,0.65403247,0.77435064,3.2535956,0.6549955,1.0165844,1.2719952,3.957916
32_80,1.3014021,49.642647,1.2658734,0.8089008,1.0555818,0.76138496,0.5294664,0.66695845,0.54946434,0.9914982,0.88747483,1.0410204
29_22,4.2943563,2.6051836,15.291421,1.655382,1.2250717,0.95427275,1.9942958,4.9217453,5.342423,0.73831165,0.9619012,0.8105193
41_73,1.9028194,6.3849106,2.4002101,1.5783572,2.6548777,0.667324,0.66228944,12.089964,0.6117439,50.92331,2.1618798,12.411986
19_71,4.087447,2.9760203,6.159993,4.182126,1.4984508,1.4660932,2.6653116,1.6414279,3.2384238,1.3920227,2.103046,1.3871789
6_59,11.440319,2.3471646,5.4444823,1.7494707,1.3427265,1.1056545,3.131019,1.6172009,8.011219,0.82247704,1.4033262,0.70811254
48_84,1.2721307,31.871323,1.1468754,0.66424274,0.64426243,0.74322414,0.33861122,0.7957727,0.39389274,0.6378001,0.5745094,1.2237037
50_33,3.6842308,2.6744177,26.021538,1.6467122,1.4667816,0.89608914,3.177326,1.9156283,2.5901368,0.7195801,1.307089,0.7643135
19_42,1.0338619,42.59819,1.1808672,0.7713458,0.5993537,0.6329631,0.40065566,0.7942834,0.4025872,0.6208861,0.57748926,0.81396574
56_99,2.2489805,6.5162544,1.8325646,1.3529968,9.715097,3.488374,1.1688551,4.7236233,0.96813756,4.6217694,2.3717952,5.8820395
20_54,2.472868,4.1929235,3.4509377,17.146755,1.2329977,1.2976233,2.6251504,6.751995,1.8981979,1.2906913,1.0655,1.2465631
45_43,6.107573,2.3467844,8.731287,2.4589906,3.023561,1.0060353,2.6499083,3.490006,3.4515238,1.1584173,1.4559036,0.82072574
28_94,16.785917,3.787087,1.5677465,0.9225441,1.8741679,2.6078873,1.0457287,1.9264394,0.71436876,5.065565,234.18167,2.0241141
59_23,8.457966,2.3951535,13.237352,1.4110122,0.983372,1.2540128,3.0488148,1.8289473,15.182621,0.58433485,1.3105458,0.5373874
17_69,6.2837076,3.06765,3.1995397,7.879801,2.351464,1.4571903,1.4377924,4.245035,13.559179,1.090038,1.1755238,1.1273129
34_55,1.1412442,23.314026,1.1487887,0.7258589,0.5800584,0.84112066,0.5807288,1.6921057,0.45466045,2.0932872,0.7971607,2.3785875
34_47,2.77394,3.8133318,2.358173,39.072556,2.0382037,1.2915415,1.1787565,8.54527,1.1294134,3.2197213,2.2261457,10.144655
30_20,16.474955,3.0952878,2.819503,1.2363182,0.8952364,1.1199037,1.7221702,2.0694704,18.27554,0.5318345,0.98474705,0.5209344
30_80,1.5035974,38.9863,1.2660239,0.80056775,1.0342035,3.3623853,0.4374935,0.9795191,0.46726438,1.3329533,0.80399626,1.1163908
42_36,6.347933,3.2831905,20.11101,1.3131003,1.382634,1.1534005,3.5693474,4.289212,1.078091,1.0635915,1.4804149,1.1394231
38_28,1.6703651,11.714827,2.29602,1.3483708,0.94618917,0.8019012,1.0213506,26.789589,0.97019213,0.85039777,0.93201727,3.9542384
61_35,97.58469,2.616067,1.9794708,0.87185854,0.75210196,1.326077,0.5893614,1.6565986,1.8548343,1.2241744,11.12776,0.91513205
57_13,3.194126,3.1498833,14.990306,1.5997982,0.99176514,0.93390614,2.1143842,6.0746775,6.799538,0.55218625,0.8799322,0.8328195
49_40,2.7576103,3.2487488,6.2737885,3.3659453,1.5451769,1.0407878,1.7087812,8.505493,2.1200447,0.8514082,0.91568756,1.502971
12_55,2.3272066,4.228928,2.349514,2.9106016,4.609133,1.0554574,2.781524,22.430878,2.3256311,1.4781337,1.187884,6.9575105
27_51,1.220048,41.9995,1.1994805,0.75775915,0.6815381,0.8191699,0.601091,1.1508386,0.5362364,1.2520187,0.8487327,1.3835083
15_42,1.1672279,55.117706,1.2890376,0.6616135,0.7588194,1.4135422,0.926323,2.484753,0.6134546,2.1425884,0.86386085,3.5713422
39_41,3.6930676,2.622282,6.8780985,11.600099,1.3679045,1.1824769,2.7630525,1.6802592,9.4208145,1.5211165,1.57335,1.0769068
48_51,2.3427966,5.4103365,1.924511,6.7633905,3.585267,1.4714555,1.9351839,18.00097,1.0427424,2.1985056,1.3284612,13.991603
28_29,1.1654809,80.34127,1.4476776,0.7230547,0.5736531,0.5596053,0.385583,0.74411064,0.38614154,0.5740029,0.5723739,0.71351516
14_55,1.9864216,5.047831,3.1291194,4.633919,0.9888518,1.1086211,2.8856633,73.23611,1.0728308,1.0618203,1.1679696,5.019305
5_59,9.397862,2.7180705,6.667432,1.8412819,0.8115779,1.0900571,15.729588,1.8926619,4.0476766,0.88816017,1.2124567,0.7629578
27_46,2.325327,5.5743446,2.3324044,2.0092797,16.848753,1.4331552,1.8453684,3.2283764,1.4336752,4.942898,1.8179854,2.5490644
52_12,4.0815578,3.9025307,4.7756095,1.8182516,0.9358854,0.58343816,2.361726,17.016016,6.5718513,0.63908124,0.8609232,1.5966396
37_80,2.6799777,4.977852,3.4855306,2.4460254,2.3744764,0.7339791,0.5791591,21.307222,1.1176009,3.5850294,1.3982491,4.216752
43_99,10.923943,2.7983701,2.7180996,1.9179296,3.2496707,4.2155147,1.3807468,1.4760563,3.915819,1.9516759,0.9886811,1.5298263
28_77,2.6147048,6.1687055,2.1586409,1.2169571,5.880309,0.87590224,4.587983,15.5346775,1.6984903,3.929857,2.0807118,2.1418364
21_26,23.411053,5.981123,1.2253976,1.2772667,0.9949386,1.744753,0.5680064,1.4526937,0.42667416,0.743963,1.0112867,1.1085085
57_25,3.3359141,3.012999,10.515116,3.1057823,1.2268118,1.259316,2.3174117,2.5763493,15.10837,0.8007132,1.2286891,0.63545996
11_35,3.0324569,3.5862703,10.793396,2.0215538,1.0206912,0.5503647,2.7547975,5.228138,6.524596,0.6497157,1.1084692,0.9093484
46_8,6.4502277,2.9709504,5.978543,1.5629091,0.8875481,1.1068304,1.275891,8.500523,11.553593,0.50140494,0.9324517,0.88543755
54_18,4.3379126,2.9190078,6.659083,2.6307955,1.4353299,0.90961856,1.8788195,2.7302861,9.413649,0.68878555,0.86321837,0.95402676
32_86,1.9722869,16.69108,1.8297775,1.1926205,0.9845344,0.57629216,0.87088764,2.1466498,0.99413717,1.5649339,1.0742859,1.5602663
11_45,3.5533962,2.5865963,33.84086,1.7466085,1.4152926,1.0296274,2.619769,2.9017048,1.0801216,1.0832478,2.60564,1.1679662
42_22,1.4006753,14.860683,2.3877587,1.5527343,0.77824825,0.61742467,0.99698627,13.378138,1.1998664,0.7495134,0.7634961,3.4286547
17_62,2.5792344,3.721383,3.4210978,22.624725,1.2051058,1.1912768,11.165849,4.58253,0.9201025,1.5384218,1.430919,2.0577512
48_73,11.602462,4.441516,2.0324693,2.8662443,1.1453009,1.1692293,3.616714,1.96808,7.5601664,1.6632005,1.5089091,1.0854611
54_105,1.3484046,18.214855,1.5250256,0.9453081,0.81235355,2.191822,0.6090231,13.647979,0.69892853,0.6831673,0.78474915,6.474226
55_15,11.597588,2.8735971,20.849274,1.1117803,1.0036135,1.4434171,1.4291093,8.728807,3.50309,0.58171046,0.78745097,1.1664252
47_6,17.143051,4.369507,1.6188079,1.4149034,0.8265915,0.9660716,1.0453763,3.2928386,2.322549,0.8523557,0.82542956,1.3545408
33_91,2.697679,5.262878,2.4176834,1.089564,1.6498871,1.2729661,2.5763714,26.82088,2.0134823,1.3868726,1.0518202,5.4521213
54_31,4.886424,2.4483192,15.83085,1.4725327,1.7328459,0.71515244,29.113264,2.6091785,1.620478,1.7361717,1.6967347,0.97970486
30_32,3.0838828,3.6267896,6.453633,2.743707,1.0589969,1.3525414,1.6766282,11.986792,6.2881837,0.8638369,0.9540433,1.7364597
29_67,1.3816718,12.285934,2.0320396,1.2537032,0.65459615,1.2085595,1.216847,10.256434,0.6152049,1.4236177,0.9306302,8.8698845
34_41,2.4519765,3.504395,5.7708893,12.751698,1.1082431,1.3725221,2.4567828,8.852106,2.4200118,1.1983742,1.4089781,1.683034
3_57,45.150826,2.4087722,4.5082197,1.1551925,1.0645491,1.0288246,0.7557457,0.8225752,1.1420522,0.5111662,1.2558067,0.521991
57_12,3.824366,2.7354536,14.57965,1.5254502,1.0735226,0.84402996,1.7793156,5.495532,2.3625472,0.86859536,0.9754596,1.1730403
49_92,1.2651786,40.41828,1.1911767,0.65204024,0.5822693,0.8221001,0.428126,0.7069012,0.4797574,0.70431864,0.6841129,0.6758491
40_78,1.4610286,35.760845,1.2872102,0.9491408,0.9243412,0.69912267,0.8634024,1.9244492,0.6077919,3.7772248,1.6734489,2.1920316
36_78,2.744851,4.241493,2.19265,1.4823351,3.1885815,0.84948075,1.4986457,14.38256,1.4413567,2.2722847,1.6129724,6.7295904
45_42,3.0232873,3.3536162,7.825058,2.0300157,1.6195018,1.0938122,3.5216572,4.582124,4.999925,1.0957218,1.3692124,1.0403281
52_33,3.3789682,2.8770359,25.685,1.9171035,1.3936256,1.055448,2.599133,2.87091,3.1022875,0.8536463,1.2392375,0.63725626
36_54,1.8429267,13.468868,1.3883889,0.94509035,1.8559686,0.9553892,0.5608719,3.43142,0.5771912,49.455883,2.6291914,20.52775
32_18,26.288986,3.4849658,1.8059882,1.1416955,1.2557548,1.1308662,1.1816449,2.6021056,4.5628843,1.0127462,0.8810388,1.4398862
47_39,4.3445845,2.8864264,20.35139,1.5382938,2.049951,0.9242315,6.1325345,6.7324486,1.8597076,1.4382656,1.0777553,1.2059518
62_4,3.0500667,5.466482,2.0647314,6.132979,3.7670102,0.83875364,1.9019384,16.94028,1.3972982,2.0257375,1.3708148,6.8575687
40_85,3.0677614,3.5119274,5.281123,1.4282081,5.3664265,0.6532568,2.314742,10.324363,2.0737414,1.7140344,1.2708147,4.5208054
42_31,3.314592,3.0035152,20.093065,1.5789174,1.2150518,1.0095718,2.9118366,3.5268712,4.2133036,0.7082326,0.9853596,0.72196233
59_93,6.6099987,3.1238632,4.4593587,1.491075,4.5513926,1.5791515,43.37271,2.8612564,1.2870338,1.8128211,1.7907143,1.1029537
70_1,33.35172,2.4410477,3.2628307,0.7941632,0.7709967,0.90334576,1.3432177,1.3397739,7.665033,0.5079652,1.043734,0.48491415
55_19,6.581441,3.2711792,8.2208395,3.7723918,0.8439168,1.1488907,1.4261041,7.454039,5.974825,0.6255183,0.9247395,1.1297537
46_90,1.3565589,39.847473,1.2745059,0.96061635,0.6081278,0.7540423,0.5001126,1.9464074,0.5059513,3.7550333,0.89616483,5.0343966
53_40,2.8542178,2.781255,13.694208,1.9473494,1.3630855,0.89223176,4.563517,4.6192102,3.9001193,0.9923926,1.3710217,1.4576579
23_83,21.880684,2.5711942,3.1710906,1.2927923,1.0210613,1.4122583,1.7384884,1.4134177,2.5872023,0.80712306,2.1686811,0.43543947
55_29,4.7167397,3.1859765,5.622752,6.105076,1.198052,0.83906287,3.3557878,3.6722176,1.5663222,1.0270355,1.4163132,1.0728691
46_89,1.3498149,15.363405,1.1188647,0.76794815,0.87506664,0.7289434,0.57863516,1.372483,0.55584353,4.4532185,0.9262592,4.9949207
45_107,30.362501,2.6948352,3.1069944,1.2936313,1.0289032,7.070876,6.4068813,1.6669672,3.7883558,1.5211128,3.220844,0.6696918
31_59,1.9231976,12.284151,1.7259161,1.2391381,1.2071335,0.69659984,0.42050913,8.84657,0.75637805,8.578355,3.868639,6.5039086
16_46,1.1009195,51.732624,1.2971674,0.6662099,0.41908544,0.7000004,0.45188004,1.2302442,0.46089342,0.7125404,0.5864523,1.2850635
45_34,3.852918,2.9052458,22.371244,1.6731751,1.3121763,1.204961,2.2407243,2.9677863,3.1688557,0.6501934,0.9241519,0.5974348
53_19,3.1114516,2.9671133,11.729633,2.566143,0.9761294,0.79930747,2.6802087,6.2995024,3.5907357,0.7647488,0.84131175,1.0922848
39_57,1.3955486,33.6494,1.4074008,0.79269874,0.9944736,0.8082306,0.622335,1.2583878,0.44949526,0.7352305,0.65850466,1.2808677
59_28,9.590432,2.4370022,27.650312,1.25778,1.0283474,0.95270634,11.740929,1.7909952,2.2364461,1.2693423,1.7873094,0.7019243
46_103,7.7571225,2.956904,4.7500706,1.6529834,4.192795,8.710385,3.2036612,6.1985617,1.9669077,2.9718072,2.2024288,1.797285
21_84,68.45285,2.2985911,2.8423097,0.9647838,0.66309094,1.6640729,1.2191323,0.91424763,2.2623777,0.66805995,1.0128193,0.5024049
25_88,20.234337,2.675171,4.3279705,1.3351768,1.0534234,0.94921434,1.9688628,1.5229559,2.3682988,0.6787523,1.3451327,0.75058746
56_39,5.675211,2.4326515,19.754116,1.2947837,1.5874124,0.65492606,3.0037289,7.907931,1.8990483,1.0999835,1.3889402,1.0471429
59_30,3.1333685,2.6396136,16.09074,1.7983247,1.7418995,1.0571654,7.7015452,1.8034317,1.1936204,1.95766,1.2687773,0.965604
12_58,2.9657285,3.452431,3.5281932,22.645319,1.0623353,1.0029955,2.5614502,7.2037344,2.7230222,1.2129915,1.1692417,1.137049
59_86,40.431282,2.750182,2.7175293,0.7434281,3.6699424,1.3972635,0.67468387,0.9838202,1.5953916,1.3100363,2.456418,0.6998519
28_45,4.120139,3.4299483,3.372993,4.511784,3.5877972,1.0264143,1.4602159,13.449894,1.9815967,2.3572862,1.3953193,3.7552583
41_57,1.3160136,31.64283,1.1124344,0.66554326,0.69936985,0.86604875,0.5101598,0.6957791,0.40122008,0.68701184,0.5805408,0.6633776
60_92,20.112385,2.5348465,3.2214344,1.7346873,1.7219312,1.5783617,1.9628559,2.336072,2.2694087,2.235405,1.8673267,1.2002325
25_41,0.99662757,38.9214,1.1876538,0.6818499,0.5382864,0.6258392,0.39828387,1.2234473,0.54334223,0.71829545,0.72101444,1.4541583
10_39,5.638707,2.510507,22.694912,1.3880975,0.9446026,0.9018915,2.7776303,3.1223402,16.616667,0.7353929,1.1085812,0.79056007
31_23,11.71866,2.568956,7.728449,1.5246937,1.5120955,1.8449774,3.3947904,6.078669,3.2218642,1.1315775,1.0444006,1.1713282
26_39,1.0067763,48.02668,1.148115,0.5643774,0.51727974,0.5774319,0.40170634,1.0638735,0.43144765,0.629437,0.5700464,1.2444869
25_33,1.1048783,81.79367,1.4574296,0.77085084,0.5132047,0.52560544,0.39911053,1.0382333,0.44074926,0.6287619,0.6081248,1.1377512
24_57,1.7619632,54.057705,1.2538042,0.866701,1.5672699,3.408259,0.45721558,1.1318519,0.49180475,2.0006661,1.2009186,1.9165679
24_27,5.4754195,2.6278815,17.546452,1.118802,1.0855291,0.8684779,2.427256,6.5698214,4.057341,0.8581017,1.0402604,1.3027583
28_56,1.4148428,46.72242,1.3013102,0.9180187,0.9867083,0.9136287,0.50191844,1.1105771,0.47016898,1.4168242,1.1520857,2.3042393
22_52,1.3174789,32.383774,1.2559972,0.7289525,0.7379104,0.85185766,0.3889175,1.2422217,0.4784286,0.75810325,0.7098998,1.6937524
51_35,4.9247246,2.6841486,26.280565,1.5874271,1.2788279,0.9721915,1.5714779,4.2277083,2.7214673,0.64709884,0.8993692,0.7869946
29_70,0.9694126,36.19734,1.2670931,0.83115894,0.55215037,0.63902634,0.3221168,0.6228976,0.35884774,0.5130169,0.51314396,0.96315265
35_66,1.9622834,9.255346,1.7681341,2.8057144,5.1818686,0.8617845,0.57794046,24.919035,1.5540767,4.540064,1.1441333,45.79229
18_40,1.2313339,36.77357,1.3800416,0.9626373,0.5371673,0.7317316,0.43909156,0.7511385,0.48412064,0.794666,0.61915827,0.75374526
59_96,8.757798,2.6754,3.115519,1.2055659,3.6967828,1.3756397,0.5873382,1.1215043,1.2470922,2.044588,1.7044672,0.3651782
21_55,2.868153,3.601545,2.342118,25.663303,2.1864698,1.6398929,2.6747773,5.7461443,1.8829635,1.5080017,1.5387074,2.4177113
50_80,2.8589814,5.2750344,1.7206986,1.0464189,45.786667,0.8891731,1.81207,9.966344,1.2697738,2.8441486,2.4574518,4.176795
27_52,1.0721759,40.339905,1.3984492,0.88017344,0.6549159,0.6957741,0.52780795,1.1997925,0.4434737,0.8163267,0.6480207,1.257922
10_32,24.902931,3.9312525,1.6414126,1.3575068,0.8309198,2.0165763,0.42918795,3.4520736,0.94825464,0.39539808,0.9913886,1.140196
51_26,2.4236097,3.9532857,4.246757,14.027919,0.9675479,1.1391985,1.5024765,7.725861,2.0280402,0.6430678,0.87395775,1.7503067
34_22,6.3646836,3.147424,2.5806258,1.1049279,44.284145,1.2297432,1.0382359,13.9681635,1.4614216,4.5868454,2.9100633,3.0622473
28_69,1.0406581,37.70983,1.1998224,0.82787883,0.58642507,0.591297,0.45303464,1.8555614,0.46372357,0.8793174,0.66950214,1.2541139
22_64,1.1672013,34.836006,1.4515312,0.7236845,0.5412898,0.7094339,0.37934926,1.4163506,0.42757785,0.538754,0.54410464,1.5603417
46_20,1.4903244,73.08884,1.2731584,0.70870674,1.0446932,0.76148576,0.5758463,1.0869112,0.5576019,1.2717531,0.7613459,1.3802743
54_25,3.4023218,2.522424,28.718056,1.6865945,1.2939878,0.9580071,3.6667862,4.6443644,2.6683943,0.7978883,1.0757949,0.9778606
65_2,4.142624,5.2413917,2.0449986,1.2783072,4.571585,0.6207585,2.4772925,27.693611,2.390576,1.0016531,1.0043594,1.7596762
59_32,4.0772295,2.4096665,40.21959,1.8020377,1.4557654,0.9507524,2.2714195,2.1139028,4.205981,0.7872475,1.0533338,0.7727654
36_23,1.1192007,33.73272,1.2165297,0.7024114,0.5188795,0.805428,0.41824272,1.0412688,0.43348116,0.70094705,0.5710349,1.1458015
18_38,1.3496516,63.869576,1.4905936,0.82899517,0.5546684,0.88125646,0.5297826,1.3913748,0.5537674,0.76609385,0.57916737,1.6472132
