,Shared topic 1,Shared topic 3,Shared topic 6,Shared topic 7,Shared topic 8,RNA private topic 1,RNA private topic 3,RNA private topic 5,RNA private topic 6,RNA private topic 8,RNA private topic 10
Ralgps1,1.6110342,-2.2882302,-0.51226604,-0.32730716,0.42858627,-0.09839484,-0.056453392,0.06172485,0.18351275,0.7278898,-0.0061843516
Mvb12b,1.0188762,-2.1654758,0.5610838,-0.05509607,0.33825606,0.61683977,-0.06507222,0.25249514,0.028551405,-0.544846,-0.0050341305
Mapkap1,1.0280485,-0.46538588,0.21719256,-0.28756288,-0.006143027,-0.1430917,-0.021339327,0.15698296,-0.08718504,1.0040562,-0.23539317
Gapvd1,0.8114381,-1.7035576,0.13445401,-0.105119415,0.3653077,-0.037801668,-0.00040545233,0.15787011,0.04802455,-0.10416732,-0.039794352
Fbxw2,-0.5034469,-0.18356264,0.008630253,0.013403065,-0.011571063,-0.033970565,0.0009781402,-0.0053455574,-0.0025875398,0.10721698,-0.010258762
Hspa5,-2.2416296,2.947753,-0.90514237,-0.19338775,-0.27852938,-0.7772955,0.04575858,-0.83315927,-0.18180099,-1.2277735,-0.15569179
Cntrl,1.3210545,-0.8820594,-0.14296794,-0.3888829,0.12927727,0.028895745,-0.0154020265,0.19302166,-0.016824396,0.29188296,-0.09040176
Rab14,0.17222303,-0.9002571,0.35286248,0.01679351,0.06550651,0.11787182,-0.0046212664,0.046877824,-0.008454775,0.6349543,-0.029479517
Ndufa8,-0.7162145,-0.6482045,0.3601721,0.27144733,-0.08874078,0.059306584,-0.0004960359,0.03961967,-0.006358159,-0.4246316,0.009070868
Rc3h2,0.5344975,-1.7947986,0.69937754,-0.30968428,0.3882313,-0.13157527,-0.0041204793,0.15925893,-0.081061415,0.47801483,-0.22693895
Gsn,-0.8963089,1.7328064,-1.331672,0.23341525,-1.1538385,-1.348335,0.07971102,-0.59856373,-0.4122597,0.21185604,0.3723398
Rabgap1,1.5286262,-1.6730397,0.63066274,-0.3269558,-0.70176023,-0.15871052,-0.0055784537,0.22048044,-0.054112002,-0.24607368,-0.27027598
Strbp,1.4209275,-2.9365244,0.6878802,-0.103731036,0.24730508,0.07973105,-0.087772295,0.7230615,0.072328776,0.16782138,-0.29469448
Dennd1a,1.6529832,-2.6310523,-0.04957962,0.006142974,0.22127227,-0.2808624,-0.020903405,0.21616694,0.06971258,0.6391635,-0.03170043
Scai,0.7575518,-1.7912289,0.75321364,-0.6269502,0.6517111,0.097800426,-0.029775435,0.14489202,0.055842675,-0.64020133,-0.20085096
Ppp6c,-1.4341259,0.16084455,-0.3547867,0.0668868,0.23624048,-0.0799053,0.011091983,-0.21331635,0.07554153,0.17671414,0.0072945515
Gtdc1,1.7510808,-3.5213492,0.35246015,0.042154953,0.33928168,0.40495327,-0.1734702,0.6309678,-0.05011965,0.759047,-0.29938966
Epc2,1.0374916,-1.4726365,0.48746103,-0.07688002,-0.0104379095,-0.28850746,-0.014788769,0.45519492,-0.04589532,0.7821436,-0.17544055
Mbd5,1.6608577,-2.6156187,0.28206545,0.11647384,0.20371877,-0.09042744,-0.09426762,0.24265645,-0.061236475,1.3196787,-0.67892784
Arhgap15,1.5107794,-2.4053755,0.1014696,-0.25917318,0.32799336,0.064188324,-0.17000349,0.3500242,0.07323374,0.90988374,-0.20687182
Stam2,0.7351384,-1.5445149,-0.05731017,-0.09627387,0.26415303,0.034380946,-0.009985164,-0.07526184,-0.031893484,0.37250286,0.00025609604
Rif1,0.9812349,-0.6238199,0.23379745,0.055050522,-0.18438739,0.074690185,-0.016134229,0.0817905,-0.06053005,0.9873709,-0.030445496
Prpf40a,0.23832947,-2.7351096,1.0668093,0.2225427,0.3639554,0.4983864,-0.040597558,0.16309495,-0.0048052673,-1.0601302,0.004238035
Fmnl2,0.59079146,1.5407743,-1.1270894,-0.3053014,-0.8666132,-0.66727585,0.0045556836,0.022609234,-0.06292699,0.47283027,-0.007462183
Tanc1,-0.8588306,1.1108311,-0.35551286,-0.1841528,-0.91028565,-0.03954364,-0.0027689347,-0.15836397,-0.0562346,0.48385903,-0.012383543
Cytip,-0.9303981,1.3022363,-0.11735357,-0.60079193,-0.37054095,0.15642671,0.06431696,-0.860345,-0.6909717,-1.1119388,0.04071823
March7,0.9321449,-1.3956976,0.8580086,-0.119964555,-0.16194214,0.1540578,-0.011775,0.37297758,-0.13364692,-0.9288944,-0.058249217
Baz2b,1.410305,-0.8047988,0.2821159,-0.2807624,-0.34417835,0.008908742,-0.045683563,0.13211071,-0.026807837,1.2375584,-0.07057203
Ly75,0.59100235,-1.7769977,0.26323885,0.60212934,-0.17597196,0.23507497,-0.03665443,0.43714708,-0.027384732,0.15151836,0.17924608
Tank,-1.3361697,1.8297113,-0.4251807,-0.18645342,-0.09808005,-0.479558,-0.015122593,0.024561176,-0.07057377,-0.8445233,-0.062362187
Psmd14,0.7281111,-1.9658314,0.79289466,-0.20521796,0.3616524,0.018420245,-0.028217431,0.17310171,0.035179485,0.33449876,-0.22031763
Dpp4,1.2857475,-2.4532347,0.86477613,-0.33878586,0.06595045,0.671261,-0.06764715,0.10895678,-0.018575251,0.54412836,0.092884995
Rbms1,-1.1477077,1.8969061,-1.6900533,-0.2920272,0.2050044,-0.7557117,0.051136374,-0.6452549,0.13950832,-0.25100777,0.012118651
Spc25,-0.71615744,-2.488826,1.255729,0.5810248,0.0310904,0.58832717,0.007131658,0.060176726,-0.08243218,-0.59275424,-0.02396698
Cers6,1.43013,-3.239974,0.68199146,-0.32947907,0.3629666,-0.02679642,-0.08213689,0.6107776,0.06889621,0.25434822,-0.4393921
Ppig,0.5242082,-1.2233071,0.26778492,0.14792857,0.00053748756,-0.11924464,-0.001977353,0.02980811,-0.00026442492,-0.43432885,-0.00688233
Ssb,-0.4261291,-0.23459256,0.7316636,-0.010894031,-0.24935548,0.006675199,-0.0015729938,0.0015268755,-0.020852307,0.0021805551,0.005063162
Ubr3,0.71136975,-0.26568756,0.2491181,-0.2600734,-0.588406,-0.09251058,-0.0011741217,0.16357271,0.01712991,0.6050631,-0.03918178
Gorasp2,-0.5848261,-0.08568917,-0.0234792,0.09318125,-0.04343426,-0.02998754,0.003066576,-0.013519083,-0.0010797515,-0.5521047,0.000657139
Dync1i2,-0.08340614,-1.4762583,0.86194944,0.21711889,-0.19204456,0.28155816,-0.006398538,0.504131,-0.001528985,-0.6487873,-0.051929183
Tlk1,1.4432659,-2.2929363,0.34312114,0.20992687,-0.053937998,0.12956087,-0.04151012,0.24716386,0.009419801,-0.1357541,0.045962628
Slc25a12,0.9586571,-0.2328378,0.07688152,-0.051810414,-0.113465525,-0.14450924,-0.0013347833,-0.022243932,-0.019835137,0.78943473,-0.014305301
Itga6,1.1164224,0.81297755,-0.42807278,-0.12991802,-0.9895558,-0.78801394,-0.025994852,0.061491925,-0.11628618,0.4103242,-0.08158989
Pdk1,-0.5111186,-1.6990315,1.1778486,0.15429446,0.08621569,0.22540307,-0.0010037274,0.03652941,-0.026334595,0.0042511714,-0.21910062
Cdca7,0.31911108,-5.7096944,1.7924893,0.92407906,0.20451424,1.0241892,-0.121214435,0.9078704,0.36107045,0.16071808,-0.07433967
Ola1,-0.03480012,-1.4209082,0.6219046,-0.06328854,0.012536559,0.22750221,-0.012178838,-0.095090024,-0.0046205074,0.70706517,-0.07792353
Sp3,0.56004256,-2.3199532,0.5052312,0.36674368,0.26842993,0.45012057,-0.0011118073,0.0901489,-0.0919241,0.43777403,-0.24278799
Nfe2l2,-0.34592873,1.3579098,-0.33602944,-0.094674006,-0.4489525,-0.06912596,-0.010573821,0.13470888,-0.066899695,-0.83532864,0.024216445
Agps,0.8308885,-0.83246887,0.8741982,-0.35464206,-0.5487107,0.063415006,-0.01794433,0.42119008,-0.050616995,0.29233637,-0.14424782
Atp5g3,-2.2878287,0.19111113,0.20644927,0.1754247,0.111974746,0.243801,0.018919995,-0.8794906,0.089810275,-0.784559,0.0028864783
Ube2e3,1.0576646,-1.0023358,0.9670359,-0.32509744,-0.71800023,-0.1258176,-0.08525055,-0.014292419,-0.081340805,1.0013356,-0.37283185
Itga4,0.69228595,-1.937664,1.1740265,-0.36244205,0.18454434,-0.15855414,-0.05439828,0.2821236,-0.2640059,0.82412374,-0.18762921
Zc3h15,-0.41399667,0.2589376,-0.057025105,0.015244004,-0.040820945,-0.040381055,0.00028433776,-0.054084383,0.002994593,-0.75421154,0.006139925
Ctnnd1,-1.5185128,2.7266603,-1.6819949,-0.3732323,-0.26270756,-0.7227561,-0.0041555334,-0.23225619,-0.17509982,0.10180956,0.0031656832
Selenoh,-1.561079,-1.7161908,1.5534188,0.5359621,-0.6095962,0.41596162,-6.820727e-05,0.25721088,-0.3612684,-0.097029954,-0.036972392
Ssrp1,-1.2557123,0.71698415,-0.0908934,0.05843768,-0.054428067,0.018510526,-9.951335e-05,-0.11569592,-0.007531345,-0.7737048,-0.0020172393
Fnbp4,1.1500354,-0.8540408,-0.38448253,0.06244662,-0.18893008,0.003563152,-0.0039811423,0.16884083,-0.009207147,0.599698,-0.020953346
Psmc3,-1.2901335,-0.0018148273,0.06866863,0.54614514,-0.07787343,0.18854135,-0.001039929,0.1954846,-0.34425408,-0.56451166,-0.06830208
Celf1,0.14667183,-0.34673268,-0.49002972,0.017923132,0.30585775,-0.06086831,-0.0028614774,0.050393313,0.106573045,-0.22565417,0.0040664603
Madd,-0.9963063,1.4038874,-0.6489923,-0.15351824,0.12932076,-0.1880968,0.0001182313,-0.410245,-0.0035250445,0.54254556,-0.091605306
Arhgap1,-0.08561659,-1.2081692,0.20349225,0.08135846,0.15436529,-0.030999767,0.0012940721,-0.046913456,-0.024671229,-0.022281522,-0.0082637025
Ckap5,0.58974653,-2.6576371,0.8729629,0.2937842,0.057430938,0.22784965,-0.059595495,0.49839628,0.05054014,0.89045966,-0.24134813
Ambra1,1.7026018,-1.8824527,-0.16642423,-0.31384712,-0.030364022,-0.4026581,-0.06157761,0.43328503,-0.016941842,0.9578959,0.20409939
Phf21a,0.8706609,1.074138,-0.67015886,-0.13785565,-0.45729268,-0.13222092,-0.0019240325,0.08628529,-0.06271064,-0.61440986,-0.011989098
Api5,-0.89201075,-0.032243945,0.23004438,0.00018898316,0.015249761,-0.017572537,0.0014480428,-0.023400072,0.0030243448,0.17076612,-0.021707663
Rag2,1.1512202,-7.308028,2.5026104,0.9088511,1.0490288,1.3191086,-0.5604503,0.9451909,-0.4430715,0.6240865,-0.7195138
B230118H07Rik,1.949887,-6.646704,2.0423627,0.49991095,0.039865877,1.3536,-0.90908754,0.7535526,-0.2581702,0.22175255,-0.41865817
Trim44,0.9227844,-0.7559846,0.5201347,-0.43130177,-0.0818365,0.058949035,-0.007995205,0.2532448,0.009287564,0.1834092,0.0046902574
Ldlrad3,2.359705,-5.786215,0.6987792,-0.25715852,1.0024526,0.0020543933,-0.32397094,0.66077924,-0.004929982,1.1682107,-0.024701951
Rag1,1.3412726,-9.208861,1.6488234,0.6481526,1.0542836,1.2540542,-0.14391936,0.6359501,0.88797957,0.9755465,-0.008810393
Cd44,-2.06468,2.64505,-1.9843962,-0.8652896,0.76215225,-1.0956398,0.14331815,-0.8336067,0.9522011,-0.98240113,0.42842543
Cat,0.06047353,-0.5984513,0.30025026,0.103076175,-0.20139201,0.020293891,-0.00076824264,0.0014657824,-0.005268139,-0.3894769,-0.0061509702
Caprin1,0.0134130195,-1.582689,1.0774059,0.07236697,-0.08487805,0.15317747,-0.0014565482,0.20773005,0.022885215,-1.2690837,-0.05405187
Abtb2,1.7983236,-2.6136749,0.35088974,-0.26953462,0.235828,-0.11010625,-0.10177013,0.48363358,-0.083966784,0.9432715,-0.30922896
Fbxo3,0.63427806,-1.6318471,0.5611237,-0.049961198,0.05909598,0.064935066,-0.0051512704,0.2542095,-0.0025977748,0.14893855,0.0050583947
Cstf3,0.7142932,-0.6740487,-0.20387161,-0.08444642,0.14472163,-0.10982193,-0.0034394553,0.08364016,0.0055087423,0.14921594,0.015361398
Hipk3,-0.7028308,0.9035939,-0.34632352,-0.0746564,-0.08591085,-0.01030627,0.00575305,-0.069837466,0.013036339,-0.6945832,0.0056754327
Lin7c,-0.71327156,-0.9194733,1.0586494,-0.05417085,-0.09483645,0.2602196,-0.01088766,0.3048944,-0.03183763,-0.9952404,-0.15554659
Ccdc34,0.03211243,-1.5470799,0.45550972,0.83770716,-0.0027756228,-0.32455415,-0.008392468,0.1972329,-0.1587762,-0.78160995,-0.097699694
Nop10,-2.090001,-0.7131506,0.5165266,0.11906802,0.35299593,-0.066606745,0.011430113,-0.15919477,0.017224278,-1.3195813,0.16139698
Slc12a6,1.701655,-3.2872548,0.4785595,-0.042634275,0.23893845,0.10256254,-0.059210263,0.24206471,-0.15529357,0.6301261,0.047365677
Aqr,1.0523332,-1.6553092,0.13211927,0.057959758,0.018321205,-0.01402355,-0.015399884,0.11576079,-0.0482161,0.4288761,-0.04339001
Srp14,-1.0811684,-0.24031591,1.3223642,-0.11043506,-0.64456874,0.28273684,0.00094867125,-0.11694458,-0.12190603,-0.5047121,-0.004377842
Bmf,1.115169,-4.7682996,1.4437151,0.5300164,0.30311564,0.42376864,-0.17316632,0.9068098,0.11454074,0.5520954,-0.25638026
Bub1b,0.81287014,-4.845867,0.898239,0.8709456,0.6938245,0.5508598,-0.015415268,0.8890492,-0.31618023,-0.41604558,-0.16740261
Rasgrp1,0.7289156,-3.0562005,1.1841152,0.29259902,-0.0994998,0.6111662,-0.09448756,0.39892972,0.0031212466,-0.3867646,-0.33829173
Ino80,0.91895396,-2.1440406,0.5991005,0.23377515,-0.3136867,0.17445916,-0.021409184,0.13303714,-0.047099683,0.340376,-0.06205111
Nusap1,0.53750515,-4.3376913,1.4118514,0.98923254,-0.18202771,0.4301375,-0.15480134,0.5826122,-0.1893083,0.49806315,-0.6153616
1700020I14Rik,-0.46268326,0.16345894,0.2736052,0.0023836752,-0.09835334,0.03029594,-2.5926205e-05,-0.013464849,-0.0016151322,-0.37183532,-0.005618976
Rtf1,-1.3129852,0.57189447,-0.18239322,-0.022316081,-0.04046757,-0.038920593,0.0001896841,-0.051502116,0.005950828,-0.6899661,0.038775086
Mga,0.8827208,-1.0248936,0.5265915,-0.11378443,-0.057889234,-0.0050020553,-0.028329697,0.15686159,-0.031044062,0.69072586,-0.074133344
Zfp106,-0.9107257,0.024084352,0.27175707,-0.13940671,0.06201372,-0.04835923,0.0015170409,0.002322005,-0.0030174926,-0.9338526,-0.00603357
Ccndbp1,-1.6223822,1.4009361,-0.3635659,0.018277368,-0.0037762795,-0.07362584,0.008966823,-0.1547492,-0.009458645,-0.93820304,0.11223703
Trp53bp1,-0.06537891,0.5025769,-0.6140282,0.0021051052,-0.029849686,0.0032897366,-0.0013029269,-0.12771101,0.0003188853,0.48516345,0.01915662
Pdia3,-1.54166,2.4388561,-0.9603627,0.17801535,-0.6731599,-0.56869537,0.018301027,-0.5691985,-0.26184672,-0.45992833,-0.05096387
Serf2,-1.7409486,-0.046396673,0.55541104,0.1714175,-0.13953781,0.124712974,-0.0052940506,0.06201971,-0.05648859,-1.7459538,-0.08516861
Slc30a4,0.57858807,-2.8352203,0.96547806,0.34745744,0.30956858,0.5783286,-0.036671344,0.50440115,-0.1377744,-0.4348437,-0.23441675
Patl2,-0.06413211,-1.4202979,0.7404369,-0.061054595,0.3946406,0.4249209,-0.02444095,-0.08135255,-0.020857396,0.1591044,-0.18997562
Dut,0.5241113,-2.7996235,0.70987445,0.9166094,-0.16352837,0.54049534,-0.035503224,0.42640665,-0.6088498,0.33263543,-0.25114644
Eid1,-1.5373217,-0.21732014,0.8128903,-0.0667123,-0.09917557,0.22888003,-0.0028914155,0.093454264,0.00027151874,-0.58711964,-0.1366717
B2m,-1.941569,2.5271206,-1.1803546,-0.20801137,-0.7537679,-0.50069284,0.17871943,-1.3677047,-0.16568391,-0.7043815,0.36948878
Secisbp2l,-0.5598273,-1.2084625,0.17175137,-0.02412671,0.37044707,0.030907292,-0.0021011657,-0.020863686,-0.0033292824,0.06014721,0.022172384
Gabpb1,0.41445976,-0.69502205,0.75983346,-0.24459781,-0.1588887,0.10459645,-0.0010791041,-0.11517,-0.013221167,-0.27979705,0.044012602
Trpm7,0.81565225,-1.1902394,0.3093832,-0.15180932,0.2562759,-0.026230227,-0.013788378,0.10545572,0.020551726,-0.1021932,-0.25937974
Sppl2a,-0.9777767,0.1151116,-0.03040548,0.0057107597,-0.014621972,-0.000475353,0.001162983,-0.0036742438,-0.00021461013,-0.4261458,0.0024605573
Tmem127,0.14067392,-0.32119146,-0.5854639,0.010361995,0.0283935,-0.04183767,0.0009070254,-0.043052636,-0.001775108,-0.6259447,0.014849984
Snrnp200,-0.42341977,-1.4932432,0.44076407,0.12249068,0.32970795,-0.02449037,-0.010388922,-0.014380273,0.06255123,-0.72306454,-0.07855099
Stard7,-0.26227912,0.32306376,-0.26431262,0.25750986,-0.8866652,-0.15891331,-0.0004568257,-0.19405979,-0.039806418,-0.5585937,0.025863854
Dusp2,-1.2337956,2.2740488,-1.0309479,-0.4811698,-0.810728,-0.038589418,0.07474476,-0.46996498,-0.19871038,-0.120196864,-0.009285604
Bcl2l11,-0.9229257,0.030813925,0.14853959,0.014452949,-0.008722265,0.060450792,7.8831334e-05,-0.12730986,-0.0026648163,-0.93676955,-0.035640236
Anapc1,0.6412971,-1.9466465,0.829716,0.24729593,-0.0053927265,0.70269185,-0.026416011,0.39477,-0.034634184,-0.6911738,-0.5599653
Sirpa,-1.7966475,2.4203353,-1.9224665,-0.27368227,-0.3493572,-0.66022646,0.18938601,-0.71997625,-0.18460137,0.36677316,0.5609952
Snrpb,-1.3907454,-0.3393058,0.5639466,0.24482201,-0.0075512566,0.031785775,0.0011018972,-0.01455663,-0.011564484,-0.7054654,-0.007127536
Ptpra,1.1876094,-2.0999212,0.10549815,0.11448199,0.23850484,0.13737956,-0.04861504,0.20009948,0.17206508,0.10792543,-0.67064923
Ddrgk1,-1.3766235,2.6679482,-0.98679066,-0.35238245,-0.6546495,-0.64409965,0.039046533,-0.53971565,-0.20120461,-0.062349334,0.18724456
Pank2,-0.24625725,0.24806306,-0.06550522,-0.02023083,-0.018108547,-0.009674664,0.0013021318,-0.035115045,-0.00011342697,-0.39735547,0.0042748987
Prnp,-0.9054179,2.717966,-1.9614034,-0.23975244,-0.77503234,-0.75840783,0.030997524,-0.23123407,-0.46371806,-1.038517,-0.09069605
Rassf2,-0.6109697,1.0613968,-0.9152879,-0.29120362,0.1812503,-0.68251675,0.014293686,-0.35847455,0.044827826,-0.95470136,0.24351026
Cds2,0.60822314,0.07327802,-0.46013469,-1.0787715,0.08631345,-0.051012613,0.00056569825,-0.1126414,-0.004994603,-0.4762757,0.02236858
Gpcpd1,-1.3624114,0.75664616,-0.064452276,0.04616526,-0.42022622,-0.14203307,0.0055755368,0.04725317,-0.033168014,-0.14995626,0.023390943
Tasp1,1.6481333,-3.619204,1.0030886,-0.07161307,0.085472874,0.48563063,-0.009362381,0.46341074,-0.25599918,0.32123122,-0.18818556
Macrod2,-0.5713267,3.0378747,-1.8593323,-0.8694691,-0.6523102,-0.83606875,-0.05304749,-0.80010855,-0.007874407,0.7140697,0.07889832
Snrpb2,-0.990867,0.16587561,0.15896586,-0.032585192,-0.01760336,-0.005050718,-0.001404682,-0.08212363,0.0060783396,-0.40919825,-0.0029459912
Rrbp1,0.4780857,1.6471817,-0.8342212,-0.6639876,-0.50043005,-0.07292655,0.0008771627,-0.409082,-0.110113375,-0.43749306,-0.0052526207
Snx5,-0.44606948,0.28446734,-0.18767008,-0.011311304,0.017125262,-0.0021168797,-0.00038165753,-0.029708901,0.005331572,-1.0292021,-0.006776823
Sec23b,-1.6313615,1.1299057,-0.5937091,-0.41089132,0.5634158,-0.20949788,0.013810534,-0.14791372,-0.02033902,-0.055596076,-0.0015614509
Crnkl1,-1.221228,-0.9083303,0.6995919,0.17502637,0.099738635,0.060002852,-0.008343429,-0.22953907,-0.00594614,0.6313027,-0.028903347
Ralgapa2,1.028014,-1.0567982,-0.113947205,-0.3906821,0.15003733,-0.15148035,-0.004948133,0.09042893,0.039140332,-0.0424411,-0.015938604
Pax1,0.43884856,-3.6642687,0.76972866,0.92906916,0.08049755,0.11248559,-0.04828874,0.6989807,-0.02417273,-0.64888954,0.06628062
Xrn2,0.34288925,-1.2781651,0.580754,0.01131621,0.0039368654,0.005610752,-0.0049176365,0.07797467,0.0031783972,-0.11904657,-0.011745966
Cst3,-2.006686,3.5662527,-1.8373253,-1.3424022,-1.1342924,-1.3718736,0.036005355,-1.2210093,-0.41136724,-1.1676077,-0.00047078298
Nsfl1c,-0.6968641,0.011068612,0.5459342,0.052742474,-0.07131594,-0.09676751,0.004026099,-0.07072854,-0.0612454,-0.19047478,-0.061795924
Fkbp1a,-0.15219806,-0.8613889,1.4046144,-0.042858817,-0.48847944,-0.06278768,-4.9036487e-05,0.3011638,-0.025458476,-0.7674413,-0.526292
Csnk2a1,0.17157352,0.6408602,-0.22678503,-0.057519425,-0.6496903,0.00859236,0.004433,0.050838318,-0.006666061,-1.2291487,0.03966467
Rbck1,-1.1942809,1.347929,-0.19588837,-0.40958935,-0.62614924,-0.35724476,0.0079509765,-0.020985227,0.05410791,0.58083224,-0.00085237133
H13,0.5437962,0.22695372,-0.2787425,-0.059881482,-0.0011461568,-0.0020263828,-0.0008115859,-0.055843752,-0.010280876,0.4815916,-0.01937322
Tpx2,0.7613589,-4.069124,0.84900767,0.7847048,0.25535375,0.21676697,-0.15820795,0.7006889,-0.22624099,0.11071608,-0.13000873
Bcl2l1,1.2608643,-1.1999929,-0.12608255,-0.10376414,0.22004768,-0.34097973,-0.033068754,0.604141,0.013447458,0.59221715,0.015205352
Plagl2,-0.18671684,-0.59766436,0.33326277,-0.035877883,0.015845345,-0.017718107,2.4146095e-05,0.0020293745,-0.0045470465,0.6390965,-0.009274971
Asxl1,1.0386455,-0.16602297,-0.17726128,-0.15152712,-0.054178648,-0.0900144,-0.00043713086,-0.005511907,0.003415893,-0.13154724,-0.056829046
Mapre1,0.48590288,-0.26939636,0.1063613,0.022780992,-0.011171303,-0.0062874127,0.00034733932,-0.01616822,0.0039371294,-1.1552719,-0.015294991
Cbfa2t2,-0.11864385,-0.58122253,-0.47191602,-0.029335013,0.41093916,-0.11421733,-0.001391599,0.086250596,-0.0062772976,0.7104892,-0.007334331
Chmp4b,-1.3505323,1.5449505,-0.27657697,-0.2379636,-0.088544935,-0.20323047,0.021184757,-0.2982983,-0.013766119,-1.1227875,-0.12490261
Eif2s2,-0.5423026,-0.0058926977,0.10151981,-0.062681176,0.05207916,0.09133805,-0.0015359675,-0.015850296,-6.377404e-05,-0.44917148,-0.059953894
Raly,1.2601944,-1.5046605,0.4991374,-0.01436487,-0.3279716,-0.07325214,-0.0072079953,0.30841932,-0.025368156,0.2832225,-0.15570149
Itch,1.1694607,-2.4854732,0.8516307,-0.38728365,0.1530371,-0.19002545,-0.06645862,0.260816,0.04353027,0.74854004,-0.36119404
Map1lc3a,-2.6078138,2.194817,-0.87143266,0.16785522,-0.21605104,-0.84082836,-0.04022449,-0.48065707,0.21583283,-0.1087553,0.017322918
Ncoa6,0.96134806,-0.97741836,0.86510074,-0.17749603,-0.736525,0.006345413,-0.0059774406,0.2231516,-0.053141367,0.18574981,-0.0019446125
Dynlrb1,-0.25982907,-1.3941267,1.2186234,0.4991905,-0.34731838,0.44150513,-0.015234992,0.30477256,-0.29748562,0.19267456,-0.14725326
Edem2,-0.20354894,-0.14737986,0.36674055,-0.06988214,-0.06151658,-0.1517006,-0.004515547,-0.029196847,0.00057344005,0.92114246,-0.0077680545
Eif6,-2.0269775,1.2632903,0.44920474,0.12514858,-0.7387855,0.012165386,-0.0005878238,-0.25052497,-0.10213518,-0.68534255,-0.16295466
Trpc4ap,0.22577646,-2.0251966,0.29952103,0.173958,0.6340192,0.093375504,-0.0409904,0.16842438,0.3414315,-0.10212475,-0.07150373
Cep250,0.072779566,-1.0149355,-0.42022884,0.2075954,0.16393293,0.07293822,-0.0046002986,0.034378197,0.03512197,0.12162147,-0.021037748
Cpne1,1.1923172,-2.3268762,0.2985482,0.13466239,0.014069328,0.29633164,-0.04264015,0.4774448,-0.1160727,-0.022095107,-0.20425528
Romo1,-1.5404996,0.40047666,0.09387176,0.19804767,-0.11486346,0.006436106,0.0077237925,-0.309997,-0.02787885,-0.33321902,-0.025584893
Phf20,0.55418044,-0.32231587,-0.41225988,-0.009139474,0.039581224,-0.043043725,-0.0040518017,0.10353264,-0.004939818,-0.8251568,-0.0047107018
Sla2,0.4411714,-2.9585097,1.1444017,0.081408925,0.6075221,-0.16504206,-0.04617885,0.88904595,-0.05335121,-0.12825279,-0.27031285
Ndrg3,-0.009938993,-1.8542526,0.21217021,0.31965926,0.33993843,-0.12246918,-0.014227571,0.18075654,0.02070526,-0.26337588,0.112772554
Samhd1,-3.4070144,5.015016,-3.214081,-1.7688106,-0.89426553,-1.4405589,0.4891483,-1.4370306,-0.010826424,-1.0142708,0.34961477
Ralgapb,0.39996165,-0.4168291,0.09800714,-0.04908702,-0.00783451,-0.019350637,0.0016646166,0.051141124,-0.0010566838,-0.45756194,-0.00011636777
Mafb,-2.034609,-0.24928302,-0.38752526,0.4695705,0.48203915,0.031076308,0.013905567,-0.21597232,-0.036715306,-0.3850608,0.09405537
Ppp1r16b,0.8348454,-0.3278436,-0.2883528,-0.07295006,0.18341112,-0.16769148,-0.0043527912,0.07020324,-0.0070556593,0.7942983,-0.09573506
Top1,0.76835465,-1.9718652,0.590307,0.51704615,-0.3171663,0.23677133,-0.031443488,0.4117168,-0.045569535,-0.1402587,-0.021078898
Plcg1,0.033125907,-0.21363413,0.51879,-0.48222774,-0.12850064,-0.054098375,0.00024357221,0.24325563,-0.0013074329,-0.16110896,0.022869533
Chd6,1.1205411,-0.9209199,0.007677287,-0.12659617,-0.068990454,-0.16135542,-5.5815442e-05,0.110239774,0.005548612,0.27598658,-0.005622698
Ttpal,-0.20826288,-0.26880306,-0.4217909,-0.063673526,0.49170238,-0.06988325,-0.0017142146,-0.07162002,-0.0008380486,-0.084720895,0.003440248
Ada,-0.0056628957,-4.854477,1.787472,1.0592104,0.20911877,0.50685644,-0.26773933,0.6195576,0.24038184,-0.4204954,-0.17736298
Serinc3,-0.26626998,1.1163765,-1.1764895,-0.02838372,0.15648042,-0.083181225,0.003996882,-0.75002253,0.004385658,-0.52846104,0.0027854333
Tomm34,-1.0795914,0.79386884,-0.3044546,-0.048859637,0.030757826,0.04439357,0.006221058,-0.16355848,0.005261651,-0.77625024,0.02083662
