,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 8
2579,0.7126428,1.7466669,6.0607195,0.8597343,1.4989065,2.144099,0.68906766,0.7405317,1.3220665,1.2218311,0.7514956,1.0853623,1.0971336,1.2958822,0.52741987,0.8235868,1.1586658,0.9244717,0.53000873,5.117703,24.270298,0.68460804
2580,0.584947,1.3919702,4.248631,1.1824149,1.2436744,3.0473678,0.5624865,0.6685538,1.7572482,2.2391942,0.5720605,1.3259445,1.4742967,1.562763,0.86877733,0.8177934,1.0603325,0.98763824,0.48928237,4.73869,20.306988,0.46307656
2581,0.606814,1.2223297,4.8989515,1.3426318,1.4515823,3.8156352,0.54607344,0.62236154,1.9503827,3.3912094,0.4723291,1.7084308,2.1121387,1.6288971,0.87842256,0.79655707,1.041344,0.8670814,0.41266406,4.477606,14.431456,0.49258623
2582,0.71813726,1.2535948,7.972559,1.0431119,2.357527,7.951871,0.68944854,0.6877652,1.5012836,0.99520373,1.0080231,1.0116678,1.0383029,0.7547378,0.5661781,1.2598951,1.4758172,0.76453143,0.7009394,4.2739987,8.512945,0.39875406
2583,0.64002615,1.0996842,12.199724,1.1668073,2.1705403,8.371993,0.6100465,0.59087384,1.5857035,0.64458245,4.028393,0.6026583,0.7048202,0.4923595,0.7419454,5.0397086,2.503735,0.93710375,1.2594491,4.3090196,8.72341,0.39924017
2584,0.767136,1.1139238,8.129457,1.0046027,1.7330503,11.745017,0.6689447,0.67337215,1.5630096,0.65625125,5.66515,0.60337025,0.6909117,0.50307125,0.6899183,5.1797023,2.0796518,0.95573276,1.6058892,4.708705,5.586977,0.5613628
2585,0.54731506,1.0552232,11.27683,1.2930813,1.6730003,18.166904,0.5130833,0.5702593,1.4586283,0.59174126,3.0986722,0.57522607,0.6212514,0.45902747,0.57952815,5.01245,1.0305115,0.94445115,1.5346721,4.2526646,5.580024,0.39651626
2586,0.58131015,1.1904471,9.471367,1.2766881,1.4739552,11.928623,0.55889624,0.5915753,1.5613424,0.60713917,2.9881964,0.59924394,0.6426938,0.5413718,0.51631004,5.1576505,1.2641622,0.811453,1.3582793,4.2309504,5.718519,0.35349348
2587,0.57297695,1.0421991,4.49432,1.7926912,2.162396,16.445145,0.5612181,0.56512916,1.4930947,0.579614,4.0233927,0.60863906,0.6339695,0.53179204,0.48299637,3.9449928,1.3172119,0.7285839,1.3192838,4.485791,6.382599,0.4578448
2588,0.5341464,1.3708613,10.681313,1.9216849,1.6664774,6.1132507,0.5239423,0.60939384,1.4065831,0.605613,4.637379,0.61613375,0.6702806,0.52327204,0.47579244,2.4596498,1.8220795,0.71782285,1.1663986,4.266055,7.2116385,0.4206351
2589,0.54495084,1.1901767,10.112053,1.8986888,1.9043744,6.534396,0.5266593,0.5659481,1.4914403,0.60062605,4.842499,0.6123564,0.65300333,0.5523092,0.4695249,2.6124413,1.8831564,0.6896677,1.0984337,4.1626163,7.285399,0.39142624
2590,0.5461059,1.176476,10.917909,1.8586686,1.8266689,5.9617796,0.5176791,0.5914453,1.4647634,0.6197647,2.1104958,0.6411053,0.71740586,0.6815014,0.41119683,2.6773472,1.8009622,0.5744013,0.6838201,4.179078,7.8474464,0.42039242
2591,0.58300114,1.0646863,3.656511,1.4602778,1.8274989,14.350458,0.55263233,0.54151833,1.5223258,0.60352504,2.1370547,0.65061456,0.6786862,0.6550315,0.4422342,2.2743409,1.4150577,0.64793766,0.8002629,4.719757,11.52975,0.4780971
2592,0.58660513,1.0024204,3.7073636,1.2293792,1.3604292,6.822303,0.53687173,0.5816455,1.7555397,0.6228037,1.9169531,0.6638735,0.72846353,0.7089713,0.41557297,1.7014602,1.6675326,0.6207333,0.84640366,4.401115,22.713568,0.3986254
2593,0.5597157,1.2951567,3.9546723,1.2971878,1.6419032,16.682003,0.51343346,0.5842112,1.5330796,0.65699387,2.863737,0.7010277,0.7298224,0.7551888,0.4356018,1.3630457,1.909442,0.71608484,1.1306092,4.131051,8.039905,0.3536751
2594,0.5548227,1.1350967,4.7958584,1.3257966,1.4387543,18.90887,0.5274262,0.56201875,1.5791311,0.54171824,4.493791,0.5652514,0.53774,0.6105071,0.47517586,1.6601918,1.1065748,0.7905544,1.4140254,4.0996113,6.1877856,0.35849097
2595,0.57166815,0.9923619,3.1491575,1.7113256,2.0833106,13.268469,0.54561985,0.49349743,1.4365225,0.5155964,5.1908193,0.560395,0.52638733,0.58928484,0.4974697,2.0295076,0.93746257,0.7763891,1.1969509,4.220669,10.6177,0.40927997
2596,0.58515835,0.9809488,4.059868,1.2608371,1.8580494,15.547738,0.5451893,0.55495334,1.338557,0.4769425,9.078208,0.57899183,0.5172059,0.5839811,0.5817576,1.837884,0.853147,1.0008348,1.9339561,4.21832,7.102823,0.38155037
2597,0.5497272,1.0284015,6.169729,1.231912,1.5552255,7.30865,0.5802189,0.61926126,1.6064391,0.53757507,3.391864,0.62118375,0.62429374,0.76061356,0.4364336,1.7135516,1.4105805,0.64028955,0.8537518,4.2976937,18.87795,0.424888
2598,0.61171997,1.0839779,4.011522,1.2860713,1.4130635,4.991036,0.52984035,0.69762695,1.7261147,0.71351874,1.543166,0.8523192,0.90049994,1.4003366,0.48139262,1.3435005,2.6157045,0.592682,0.54775184,4.4999423,18.316782,0.46880096
2599,0.56683344,1.1914728,2.2022247,1.2252481,1.306977,6.282098,0.5736659,0.58590573,2.101048,1.1539955,0.8489801,1.2029783,1.4297351,2.2377486,0.4894696,1.4071783,3.2744286,0.51209307,0.43117824,5.382825,32.096127,0.4935574
2600,0.54615057,1.3846586,2.0735703,1.2885016,1.1734223,4.551325,0.5151061,0.65196896,2.1777177,2.1748803,0.56943417,1.813704,2.3016808,3.5338833,0.6182365,0.97270906,4.1754055,0.571354,0.37908474,5.1454554,20.557795,0.5416755
2601,0.6122324,1.1540647,2.36481,1.1483802,1.2457589,3.7428212,0.52449524,0.63900363,2.7770934,3.6824167,0.5146309,5.054879,6.062334,3.4084337,0.6762349,0.45915458,1.3995208,0.5845903,0.36460626,4.3875275,11.148991,0.46738294
2602,0.6187558,1.3093584,1.6116571,1.15903,1.0962331,2.5447283,0.5689158,0.6507324,2.7084692,3.9122026,0.4926581,3.3436158,6.5342937,4.064186,0.5245096,0.9077226,5.8780093,0.4940577,0.43510172,4.527153,16.340244,0.43023032
2603,0.58071434,1.3643935,1.7168999,1.476929,0.90178466,2.4571767,0.5601888,0.6847086,3.553173,1.4336843,1.2491156,1.6769305,2.9913414,2.4175358,0.42866126,0.59135026,4.108148,0.55609816,0.84330195,4.3424153,16.650303,0.40004772
2604,0.6053747,1.0448375,1.9083722,1.3925636,1.2202746,3.2304509,0.55774176,0.6705891,3.1150532,0.82160133,6.451677,0.9175786,0.9884888,1.2441851,0.48508495,0.7479131,1.4325066,0.60961384,0.9496644,4.4119906,11.631466,0.4337099
2605,0.6759119,1.051826,2.0008621,1.6261616,1.6581435,1.9049757,0.7041713,0.61463785,5.8676043,0.73047006,7.1465034,0.8054279,0.8939669,1.214173,0.43778595,0.79754823,1.4829465,0.6060679,1.0933837,4.6356964,6.3175898,0.45934853
2606,0.609385,0.99576026,2.810089,1.267324,1.2192454,2.3805895,0.6233884,0.60262704,3.151116,0.7569929,7.6237497,0.8187929,0.8896005,1.2779044,0.44658008,0.7042523,1.4381593,0.6117336,1.1393527,5.2821145,18.90532,0.65541315
2607,0.7235,1.3416805,2.1544306,0.92149895,0.9689474,1.8421953,0.64307964,0.76518583,5.235918,0.94312936,2.3262413,0.88598555,1.0203184,2.5383158,0.3076922,0.7405418,1.4822505,0.6070847,1.0660018,5.7281623,31.87746,0.6838186
2608,0.6267333,1.6009318,1.5963547,0.92640215,0.807539,1.7110821,0.54204494,1.103242,3.7440643,1.9200624,0.58665425,3.7504365,5.8763,10.11643,0.58460164,0.65973866,1.0053402,0.70739174,0.5117759,5.3734803,37.795624,0.59271014
2609,0.66048205,2.9421623,1.8529458,0.7410666,0.67661303,1.4381795,0.5657697,1.4157522,3.061621,11.038289,0.5862998,7.8902817,7.7413516,5.646725,0.6129824,1.0877178,0.8122142,0.5751617,0.436975,5.3718147,41.11677,0.62844425
2610,0.63628805,1.6163437,1.5714434,1.1690859,0.83318734,1.3629127,0.5928952,0.7287961,4.0985622,6.882617,0.6653584,5.217573,4.6170473,3.421622,0.54592884,1.5078472,3.9413488,0.47347608,0.41391504,5.2058926,12.853166,0.56434524
2611,0.70046353,1.3775378,1.7115858,0.9742214,0.8267175,1.469897,0.6228048,0.97890747,4.559821,4.7938666,0.7367727,3.1533794,3.0137186,1.8503863,0.5716586,1.6060734,7.2573314,0.46949908,0.4295864,5.441823,26.08578,0.70062596
2612,0.7623348,1.3204999,1.8065879,1.1333461,0.78981256,1.2658435,0.6208495,0.9325856,5.2839212,2.5428834,1.1673096,1.0954715,1.4661945,0.7633589,0.60258114,2.553855,6.4489427,0.6666349,0.60907495,5.594529,14.797064,0.7361852
2613,0.89354414,1.9118972,1.8052382,1.5773225,0.9498134,0.98092294,0.61636066,1.0636979,3.4242864,2.6278563,1.3698349,0.9015924,1.2751268,0.60549444,0.5984795,3.1516352,6.7762594,0.7839287,0.74178874,5.9812164,6.7372475,6.8557425
2614,0.8177512,2.9698741,1.2534698,1.6587741,1.0979333,0.93135566,0.682815,0.83185315,1.9258564,2.5737176,1.2150661,0.9116157,1.3098457,0.6344522,0.6156689,3.3122723,8.232298,0.7765501,0.702453,5.9629765,5.694009,6.5713415
2615,1.0580708,4.3607063,1.2295979,0.66404617,0.67498446,0.6861166,0.6989975,1.1993799,4.588554,2.7748063,1.1589028,0.9879031,1.2583405,0.57548475,0.63678634,3.6886203,9.003724,0.83973944,0.71380156,6.79389,3.3348863,11.796781
2616,1.2740945,4.7989163,0.67142546,0.44030428,0.45395052,0.5949539,0.731738,1.9320385,4.902865,5.606278,0.8525596,1.1304657,2.0239642,0.7109982,1.0132442,2.0739174,8.367634,0.8381261,0.73817194,7.2988243,3.345151,11.632766
2617,1.1923913,5.941783,0.61258745,0.42772,0.44851118,0.5504784,0.78341424,2.803379,3.5009851,2.897428,1.3651968,0.98484117,1.4287397,0.8180352,0.91604394,2.464053,10.809329,0.9797063,0.83393764,6.9798837,3.8301294,15.651929
2618,1.3259304,3.8886843,0.57226294,0.45685244,0.4470834,0.56031775,0.79651344,2.0507498,4.709858,2.3970304,1.489772,0.9320403,1.7200972,0.980572,0.79076254,1.3947493,8.173741,0.74588364,0.7201724,7.0974855,2.7176566,8.112686
2619,1.2606324,3.7818384,0.6087511,0.53401744,0.7637706,0.6501577,0.7885815,1.0069447,7.611931,1.05286,11.560112,0.81366074,1.1956013,0.91874254,0.7210008,1.3196002,8.650972,0.93930596,1.5298055,8.559345,1.8934262,32.161945
2620,0.8698001,2.6520772,1.1725311,0.76484936,0.90439546,0.95638794,0.6542546,1.3743684,5.6720176,1.0573441,8.743878,0.8764257,1.4501967,0.8900762,0.5874219,1.5094948,7.641522,0.8278761,1.2498518,6.317289,5.2210345,2.7507732
2621,0.95209426,4.298296,0.7705399,0.5347126,0.578877,0.72295105,0.7136322,2.6028461,4.541414,6.804622,0.8974956,1.4414674,8.197888,2.390337,0.46133998,0.59630585,2.3083692,0.5190207,0.58972406,6.239602,8.079696,5.0070543
2622,0.68423647,4.3117094,0.7684425,0.6307046,0.5938768,1.0144565,0.6064168,1.3923264,7.569662,25.805115,0.5654868,3.8775375,29.432959,3.0779405,0.57482094,0.61501384,0.653723,0.703466,0.4985094,5.5497694,15.940384,0.7683531
2623,0.77670133,6.2457848,0.614123,0.5654327,0.5543243,0.7500267,0.613179,1.8115526,6.6136465,24.905855,0.57716334,4.41756,23.154768,2.8294094,0.7201442,0.5933072,0.5325854,0.71637434,0.46440762,6.3273563,3.6149025,2.263788
2624,0.7902938,8.152741,0.5460433,0.5104584,0.49489033,0.6393981,0.65640795,2.0506194,5.6463423,45.58103,0.50423807,8.682098,24.65461,1.523469,0.9271055,0.4545933,0.30661222,0.7658366,0.3911369,6.207538,3.4958844,1.4373732
2625,0.7064141,6.374998,0.8536457,0.5410249,0.57366526,0.8950803,0.61217415,1.8178222,9.886005,56.385403,0.5042507,6.4223566,23.917746,1.3928082,0.6920925,0.45690826,0.42462212,0.74792105,0.42628467,6.27984,3.4161763,0.96003604
2626,0.8690342,5.8557405,0.6005751,0.53658664,0.5638547,0.7402436,0.79940724,2.3865857,11.116222,51.05701,0.47806764,7.2737775,29.440828,1.3730922,0.7119926,0.42531472,0.418652,0.7209374,0.40116122,6.472849,3.2140565,0.9809613
2627,0.75818986,5.9853,0.6498047,0.6117264,0.627155,0.77521026,0.7385137,1.918556,8.902062,39.32201,0.54199696,3.181472,8.483989,1.7392209,0.7816614,0.515726,0.85703695,0.80197424,0.45805988,6.708073,2.963887,2.038679
2628,0.9312264,6.5064406,0.5492219,0.63974833,0.7442592,0.6886405,0.84801304,1.1377859,5.8281455,15.857023,0.61311895,1.8374627,2.1417453,1.5597786,0.73126733,0.5878732,4.0551124,0.597077,0.45546296,7.6300883,2.104396,21.773762
2629,1.240701,9.226946,0.553353,0.42886066,0.52491045,0.5008136,0.7139849,4.928331,4.232523,12.475159,0.6675121,1.7322268,2.4942422,2.3112018,0.59788036,0.6772394,11.031722,0.5176502,0.41955495,8.8403635,1.8502339,25.642223
2630,1.3108559,8.654427,0.53456354,0.45299408,0.49896097,0.52311194,0.7413453,2.971906,4.3085213,7.11231,0.71538013,1.9150537,3.569475,2.768848,0.65302455,0.78224564,16.599308,0.6263492,0.53808403,9.391852,1.7694855,36.885494
2631,1.2078464,8.98429,0.36985388,0.3582464,0.42965466,0.4308374,0.79205954,4.8833113,2.0633388,7.9920793,0.7705416,1.8386681,3.5003505,2.4532464,0.6201729,0.73953605,18.076458,0.6096711,0.58139807,36.577568,1.5954854,12.379377
2632,1.0987214,7.9085426,0.4179361,0.41150475,0.4171009,0.47821456,0.76807404,5.137444,2.2620955,15.047946,0.56618357,1.3939137,2.6067185,1.9592175,0.69108623,0.5775857,8.116929,0.5131961,0.4520785,21.476473,1.6272326,15.471197
2633,1.1468953,8.257984,0.3894473,0.3786695,0.43948054,0.439178,0.73683167,5.619532,2.1788492,14.0203705,0.78212875,1.2492534,2.2087476,2.209954,0.61170965,0.5180102,11.758762,0.55933917,0.5989518,26.1459,1.784566,15.957648
2634,1.1655064,7.7111816,0.41722602,0.3999353,0.41425094,0.48502997,0.7617512,5.556608,1.9725258,11.777544,0.6052743,0.9897451,1.8377745,1.3632723,0.70985645,0.5203648,8.990307,0.54539037,0.59716827,37.22035,1.70646,11.113525
2635,1.4830601,5.108196,0.38265434,0.37725905,0.40966427,0.43131363,1.01506,6.3845677,1.0606929,1.2487857,1.6148959,0.96424997,1.0371765,2.1449268,0.8538919,0.70521724,10.9938965,1.4022112,1.811225,116.93824,1.6010069,2.4341793
2636,1.6638639,5.3904133,0.3614467,0.3420497,0.3735715,0.40903604,0.93042016,9.806896,0.9548999,1.0977769,2.150132,0.8837227,0.8347022,2.1442587,0.92131984,0.8217857,12.784314,1.6030319,2.048445,119.17038,1.3261489,1.6435714
2637,1.43428,1.6236236,0.71999377,0.53984874,1.7097425,0.49621612,6.126848,1.1680664,0.32182282,1.0397512,7.708919,0.8096934,1.1786046,0.84243894,0.50338954,0.5189573,2.2504156,0.6322562,1.2012801,90.33174,1.458421,1.5269005
2638,1.7347702,1.6575108,0.95292574,0.44455016,2.5650811,0.47233945,4.5329113,1.4018562,0.28819022,0.8231324,12.478344,0.7582581,0.84396756,0.72339034,0.53580534,0.7337462,2.5192857,0.8094834,1.7977319,49.7787,1.2520523,1.3504984
2639,2.0269914,1.67377,1.0867414,0.40803725,2.7904437,0.48197734,4.190339,1.6970397,0.26260656,0.88300174,12.683731,0.7777109,0.89541024,0.77886176,0.5389165,0.7151466,2.5684772,0.8382542,1.8896526,26.955324,1.115673,1.3736888
2640,2.0042553,1.5211523,0.9705657,0.42243552,2.0943515,0.49247348,4.6551332,1.7455986,0.29895034,0.84823114,8.413835,0.61538315,0.77039945,0.7131247,0.52818924,0.7123481,2.0619555,0.89415544,1.3564713,29.071327,1.1370256,1.5555168
2641,2.2495742,2.3336682,0.7170679,0.30725744,0.8993214,0.44520757,1.4794621,6.736534,0.46136487,0.7647572,3.0581129,0.66681254,0.8660944,0.81574696,0.5044382,0.81647384,2.2172675,0.8078053,1.1125733,76.99057,1.4249923,2.3385177
2642,1.7544525,2.3197618,0.6857824,0.36097258,0.6863201,0.48160815,1.2374794,6.4650707,0.6070029,1.0588208,0.6797738,1.3668102,1.1386957,3.4901536,1.0091852,0.8511502,1.0887109,0.9911765,0.74836963,87.91418,1.4499528,2.35266
2643,1.4281101,2.8819947,0.88243663,0.4122184,1.2127166,0.46989977,1.3278849,5.356975,0.47546124,0.8500278,1.098898,0.9628543,0.9644282,1.4890946,0.6931259,0.604675,2.024988,0.83534867,0.8623084,27.372168,1.6743573,1.4586763
2644,1.2772455,3.8712869,2.0452657,0.71314406,2.096804,0.67575705,0.95028794,1.9179752,0.5668392,0.8057106,9.341317,0.6356962,0.714,0.53583866,0.47618422,1.2542568,2.5148413,0.9735057,1.4087882,20.900723,2.2031536,3.4872077
2645,1.0858891,4.628436,3.1289432,0.773137,5.448331,0.76381147,0.76106596,0.96193093,0.45829132,0.6971163,11.035668,0.6150804,0.6377165,0.48364407,0.51688236,1.7955116,2.9049075,1.0176257,1.5063978,9.698859,2.3838656,7.118782
2646,1.2031642,2.8391557,2.427351,0.7443821,7.370803,0.6238972,1.0266721,1.1229491,0.4165454,0.6064307,11.38154,0.58444905,0.6537064,0.42526343,0.66724986,3.4771197,2.8274968,1.3062503,2.916062,8.850069,2.136568,8.246453
2647,1.1370771,4.0199184,2.1889782,0.8514906,9.100496,0.64249307,0.914294,1.1162251,0.39910454,0.6292826,8.849319,0.54825824,0.6902449,0.40222633,0.744829,2.0998917,2.734411,1.4929247,5.4540577,13.496008,1.9789174,7.264238
2648,1.0193102,3.0624719,5.718833,0.8723741,4.0689774,0.8973713,0.8994826,0.93301237,0.4901306,0.6640402,12.673941,0.554619,0.67411363,0.3777648,0.72272456,2.334196,3.9490843,1.4108917,4.2761784,6.4625826,2.6410038,7.332153
2649,0.81749576,2.0889797,7.4223747,0.96820056,4.3674574,1.2705358,0.7720253,0.79787064,0.6944107,0.6230392,7.216927,0.56980026,0.62280613,0.40195346,0.6748422,2.9520035,3.085112,1.0826105,2.2985184,5.7692885,3.1619205,4.5845165
2650,0.66325015,1.6266096,12.92966,1.1802418,4.150694,2.1856394,0.58683217,0.6473151,1.0675601,0.6449127,3.4622931,0.49641934,0.53684974,0.31427047,0.55995035,1.3905442,1.3770347,1.0115743,2.1263618,4.9134393,4.38268,1.2817134
2651,0.651358,1.6917677,14.585607,1.3286502,5.4552336,1.9614015,0.5880717,0.65287167,1.0235802,0.6068749,3.8916748,0.5210267,0.53920346,0.36584818,0.5492168,1.5854994,1.1779504,0.99568814,2.0273051,4.4712505,5.7201996,0.5487914
2652,0.67883164,1.4035821,12.220663,1.2564198,4.8680525,2.1034126,0.5754975,0.5905856,1.3223085,0.68228143,1.9364308,0.5367848,0.52065074,0.3680424,0.67731375,1.0008588,0.53287494,1.1746284,1.5309227,4.4412975,7.5766115,0.49109495
2653,0.607478,1.4464917,12.648312,1.5463209,4.0974007,3.6538408,0.5787997,0.61533153,1.0513508,0.7749834,0.8154421,0.71675557,0.68280244,0.53519297,2.11163,0.7083307,0.20291136,2.778979,0.83244616,4.293788,6.2695055,0.4628854
2654,0.5771834,1.4937775,14.081034,1.2821622,1.9340944,3.5545049,0.5766686,0.6319405,1.8920044,0.867047,2.1415806,0.7276697,0.8233254,0.6355684,0.69165945,1.0088496,1.0107044,1.0186182,0.9475634,4.3018875,6.6086903,0.49810916
2655,0.6057673,1.4668641,9.165806,1.1300349,1.6354556,2.276215,0.62895215,0.6928089,1.789859,0.9434972,1.4182062,0.7696226,0.8659389,0.63695467,0.70072764,1.4520891,1.4972835,0.8851636,0.7993678,4.754893,19.988676,0.46901995
2656,0.63828135,1.4158704,9.658347,1.1442938,1.837086,2.414133,0.56870854,0.6607052,1.7502599,1.3103307,0.8351826,1.1706444,1.1850214,1.0166783,0.540391,0.63721985,0.9498813,0.80537003,0.5656075,4.4915257,14.305491,0.482537
2657,0.6031935,1.3602257,10.83523,1.1018102,1.8305914,5.043055,0.57449263,0.5903419,1.4965091,1.2672924,0.8571933,1.1187292,1.2352145,0.8636286,0.5766941,1.2047086,1.8664131,0.73077387,0.61978173,4.226877,5.85207,0.35903016
2658,0.56843996,1.4236381,10.088888,1.0964117,1.2344636,9.782309,0.55253124,0.62248033,1.5776496,0.811783,1.0201033,0.78657085,0.90776277,0.561668,0.58602464,1.8100164,1.4560928,0.71272457,0.68670535,4.39513,7.0496745,0.42576367
2659,0.59155333,1.2328076,8.780295,1.1672848,1.3009157,12.2642975,0.572353,0.59745383,1.5547762,0.4654933,1.7032487,0.5815177,0.62876785,0.40907004,0.56700844,2.7881424,1.1425459,0.72029716,0.77925915,4.159693,8.051237,0.3457318
2660,0.58877265,1.0730753,7.390147,1.1793392,1.6253498,7.719802,0.5707343,0.57888913,1.8526785,0.51762277,2.8211076,0.5630331,0.6162554,0.36850107,0.48542538,4.135068,1.3887984,0.765688,1.1628087,4.455032,9.309413,0.44437236
2661,0.57284224,1.0539546,8.386244,1.4306496,1.8988528,5.3305836,0.5081421,0.5349152,1.8020835,0.6057155,3.8917758,0.59232897,0.6560651,0.44354895,0.570872,4.841527,1.5317034,0.8017433,1.1931069,4.7912345,26.219122,0.47327587
2662,0.5689341,1.1590898,4.799118,1.4529164,1.7501373,16.57011,0.54950845,0.55782187,1.4624583,0.5714523,5.6231194,0.5745023,0.594344,0.4374457,0.56150967,3.8285353,1.3584187,0.9280556,1.74572,4.481187,5.903801,0.451605
2663,0.5756106,0.9866184,6.16308,1.1557086,1.6875496,8.280199,0.54164714,0.55223536,2.221345,0.593302,6.8436165,0.6170857,0.6438943,0.4608915,0.5531697,3.0691247,1.9844594,0.8693594,1.5931299,4.302973,8.614378,0.43008572
2664,0.5854311,1.0709321,3.4004426,1.0751896,1.8697823,10.034523,0.529831,0.5923419,2.016393,0.6406232,5.334447,0.6370237,0.6757164,0.52276057,0.5139817,1.6802263,1.7913837,0.7639224,1.5032716,4.271868,8.274303,0.41920716
2665,0.5648565,1.0519308,4.077982,1.1187128,1.2155786,8.425213,0.574559,0.5839217,2.0193212,0.5950467,2.2374399,0.6178051,0.65384847,0.6669004,0.46521282,2.9004745,1.8222729,0.65794784,0.92176026,4.489157,19.394476,0.41637194
2666,0.58487403,1.0914927,3.321363,1.3386827,1.2891968,6.47861,0.5690222,0.59429586,1.5723076,0.8198733,1.2781869,0.7789831,0.87926936,0.70224905,0.48417932,1.7749132,1.5239922,0.7276018,0.7940513,4.8182898,37.14759,0.4656776
2667,0.60626024,0.9970042,4.582798,1.1070954,1.3787609,5.7825484,0.56857264,0.56535304,1.9701233,0.7125212,1.7925032,0.7039851,0.77933824,0.75030416,0.4918425,2.901708,1.9601669,0.7288268,0.81206673,4.2889376,14.431139,0.395527
2668,0.56591094,1.0785774,3.984824,1.4118195,1.7195265,19.93002,0.52085984,0.5614731,1.4520428,1.0884364,1.4197154,0.94331825,1.0551078,0.86144793,0.4841096,1.9113954,2.5700984,0.7179929,0.78009737,4.322033,6.268409,0.42344663
2669,0.5624027,1.1496298,3.013785,1.8226215,1.6990416,17.4575,0.5546803,0.5590495,1.405062,1.320297,0.9879915,1.1226755,1.4157709,1.2784224,0.37873933,2.33168,2.626775,0.5376229,0.5883513,4.1969814,6.5602217,0.38821238
2670,0.53144526,1.1381179,5.44275,1.0579334,1.2615176,15.385786,0.53677446,0.63042223,1.3392164,0.6846307,1.5391686,0.7112959,0.7111583,0.79460007,0.42337203,2.4679735,1.1162322,0.6333861,0.8740356,4.40443,7.931482,0.42512697
2671,0.5681461,0.99549407,5.764626,1.3844504,1.8780258,16.713886,0.5616395,0.5421389,1.4757906,0.52050334,4.4253144,0.58312535,0.5544697,0.53703654,0.50825566,2.8690028,0.9956954,0.8433156,1.4840325,4.145517,7.0114183,0.39451933
2672,0.558952,1.2294809,4.431344,1.039598,1.1750716,6.2711816,0.53298163,0.6351621,1.604558,0.48264334,4.832282,0.55911696,0.542714,0.55817825,0.5167518,2.3562393,1.0362922,0.7847013,1.3327292,4.60084,24.56032,0.47270113
2673,0.60635835,1.1859729,2.700659,1.1571448,1.4266381,10.130673,0.58780754,0.5996068,1.5258195,0.505258,3.137254,0.5607326,0.55320954,0.66611886,0.45023423,2.0845258,1.053593,0.6610265,0.9353911,5.007849,21.366005,0.58164424
2674,0.6082822,1.1265721,3.3074389,1.2000682,1.3893098,6.372428,0.58520925,0.67680335,1.4280506,1.0832042,1.1057873,1.1115944,1.3656236,1.8694494,0.47846746,1.6088105,3.487106,0.5420593,0.48110545,4.34602,23.979408,0.39917526
2675,0.5815204,1.1540111,2.3380744,1.1847595,1.5070789,5.825817,0.54613525,0.6422565,1.7869197,1.330109,0.8255239,1.3543864,1.6580951,2.7154222,0.48737442,1.3467898,3.3124223,0.5045477,0.42367563,4.919791,23.866343,0.5021087
2676,0.52995676,1.2849311,1.586493,1.5333391,1.3940234,8.190645,0.4834182,0.5894397,1.6030781,1.0943967,0.98567486,1.2363529,1.348153,2.2097723,0.49793166,1.1391559,1.7716395,0.5776963,0.5152925,4.3292584,15.18861,0.4421532
2677,0.54443556,1.1450384,2.711006,1.4641333,1.3219614,10.100071,0.5233192,0.5631359,1.7038916,1.0471148,1.3929243,1.0505445,1.3743638,1.6332505,0.47587854,1.7244695,2.954438,0.5619663,0.52654153,4.271007,9.932657,0.4161491
2678,0.58410275,1.1489472,3.6973119,1.24755,1.4851632,4.058214,0.5884135,0.5783171,1.6459554,0.8219332,1.8304424,0.92738056,1.097804,1.4665148,0.44644666,1.2691935,2.5343704,0.56985474,0.5633863,4.684704,26.363564,0.49577
2679,0.5823215,0.9507906,3.5000286,2.3704956,1.7043388,2.8620338,0.56261,0.48869628,1.9202366,0.7176554,7.0221844,0.8681498,0.90177983,1.1177152,0.4847101,0.91497445,1.6268786,0.6444458,0.9642192,4.3845396,17.464027,0.4570905
2680,0.5818503,0.98316056,3.5138533,1.8751909,1.6409317,2.3719199,0.5981665,0.50257933,2.4861493,0.71304667,11.019649,0.8116217,0.8225195,0.92323655,0.4966568,0.9347811,1.4879842,0.73015785,1.2612512,4.3521614,13.432102,0.44742945
2681,0.5596252,0.9358846,3.5520568,1.525501,1.7908401,2.500794,0.62352693,0.4917896,2.616067,0.6898967,10.509187,0.7692195,0.8093261,0.8880295,0.5002753,0.86050826,1.5483224,0.7087764,1.2228814,4.6073976,12.137873,0.42668793
2682,0.6764463,1.0963521,2.0325496,1.9340973,1.4670289,1.9381402,0.6830882,0.56554484,6.3644934,0.74707085,7.849713,0.80353266,0.8931181,1.1395247,0.47653311,0.6973466,1.7900095,0.6262098,1.1661515,5.4734383,12.5555935,0.65339416
2683,0.6990192,1.0780354,2.505104,1.2281089,1.3166513,2.2888823,0.6900383,0.53781605,4.6432724,0.71056515,5.89776,0.80571723,0.93273664,1.4317863,0.44847447,0.6060014,1.9007556,0.5952598,1.1831819,5.4601717,36.43739,0.5802839
