,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
GADD45B,0.18697207,-1.3228908,0.39786312,-0.66263634,-0.24322766,-0.012696615,-0.004586449,0.7691332,-0.014052374,-0.019228382,0.10434001,-2.1942225,-0.09507554,-0.29239947,-2.5496986,0.5799464,1.3662877,-2.2432659,-0.3695887
TLE5,0.019986931,1.391306,-0.13739216,0.05280875,-0.03246426,-0.025579007,-0.022990093,0.04991183,-0.0060812044,0.21362689,-0.27595302,0.83153427,0.45492673,0.19886915,0.42305967,-0.33076102,-0.67030674,0.2372893,-0.27302307
SMIM24,-0.01226696,-1.1698996,-0.18762773,0.29874313,0.13657609,-0.022709625,0.16184618,-0.6134285,0.029786468,-0.24284518,0.17185819,-1.1305258,-0.6235672,-0.99556416,0.6285462,-0.1904013,-0.6280272,0.3888745,0.413835
HMG20B,0.13061543,-0.20498514,0.11660789,-0.79169136,-0.23076868,0.0008814291,-0.02849531,0.21215333,-0.012664324,0.03150282,-0.006135738,-0.39051738,0.5707982,-0.8283148,-0.50477946,0.21732612,0.42061844,-0.92434835,-0.29072675
MRPL54,0.05897607,-0.8540648,0.009811028,-0.44596303,-0.037421707,0.0002574325,-0.019284902,0.17020395,0.00094506406,0.51132953,0.01799381,-1.7381461,-0.1768418,-0.13236687,-0.10647659,0.08105681,0.345604,-0.12738001,-0.028411657
MAP2K2,0.056928016,0.7820146,-0.027403934,-0.28295213,-0.3458021,0.00782518,-0.27577516,0.39035845,-0.03316264,0.58630836,0.091088854,0.61692005,0.23711093,0.2212119,-0.7667002,0.09369272,0.15808992,-1.7222528,-0.81724304
STAP2,0.23492098,-1.7325906,0.36778465,-0.19902915,0.085208885,0.008182655,-0.0311762,-0.24807423,-0.046018507,-0.4215305,0.81590825,0.18134314,-1.066792,-1.2736483,-1.5472434,0.3938481,0.34331122,-0.42724854,-0.6153693
SH3GL1,0.0012884474,0.95114434,0.003863133,-0.06866835,-0.028889041,7.436655e-05,-0.087619916,0.02614721,0.003095644,0.2097285,-0.022454778,0.7924439,0.0900191,0.5210072,-0.1203286,-0.20087266,-0.20342071,-0.42089018,-0.1011132
UBXN6,0.012627264,0.9877484,-0.04871459,-0.029508723,-0.060314722,-0.01057781,0.001514936,0.043831937,0.0013250441,0.27861735,-0.03596818,0.55410254,0.34520543,-0.33299422,0.38810164,-0.20745134,-0.5230434,0.11904639,-0.036010668
MYDGF,0.15027896,0.19139346,0.079767905,-0.45827937,-0.056030262,-0.07036248,-0.12674293,0.34730798,-0.009183527,0.5607875,-0.03413347,-0.8345901,0.39788246,0.23238131,-0.47478884,0.032796685,0.40317717,-0.6283355,0.023967316
SAFB2,-0.021778194,-2.912525,0.041182052,0.26721558,0.09245433,0.017761892,0.2258544,-0.35749006,-0.01944905,-0.38897675,-0.11031474,-2.3768234,-0.59617794,-0.06256177,-0.9535343,0.25981134,0.10084745,0.27026036,0.5943441
SAFB,0.017433703,-2.9566336,0.0037534162,-0.0009796483,0.034051824,-0.014467344,0.019392075,0.015564293,4.6474925e-05,-0.4611609,0.021882603,-2.336324,-0.9928632,0.2657889,-0.88945025,0.09673402,0.31597468,0.023441542,0.3349239
MICOS13,0.014125675,0.33144748,-0.025370529,-0.0043496983,-0.0043930137,-0.0060257604,-0.03780697,0.15547253,-0.05204739,0.41043296,-0.063361354,0.3871207,0.27090564,-0.09379247,-0.061972134,0.03498964,-0.4138248,0.09936526,0.06506955
LONP1,0.454416,-2.4004745,0.35788986,-1.0772117,-0.27605316,-0.01514494,-0.02367845,0.19870166,0.13203824,0.23660354,0.53336245,-1.1669959,-0.8247584,-0.1773724,-1.2511079,0.27643225,0.9068039,-1.4378049,-0.41055816
NDUFA11,0.012745322,0.7716025,0.0108503,-0.011139657,-0.06760614,-0.010778175,-0.03805489,0.06585245,-0.001197921,0.24176675,-0.008633805,0.48519698,0.36435232,0.051567886,0.23598443,-0.06669139,-0.30500865,0.22737274,-0.14058326
CLPP,0.19238831,-2.3438687,0.2933959,-0.90539056,0.1439586,0.017862355,-0.45838574,0.65727335,-0.01737202,0.6308157,0.1501831,-1.5239098,-1.25555,-1.1090069,-1.2484423,0.5487383,0.96673137,-1.8516079,-0.1734196
ALKBH7,0.031601448,0.09500217,0.07428272,-0.3349624,-0.10973789,-0.008692159,-0.33790824,0.012938997,0.04194198,0.44825634,0.038325332,0.0820686,0.51990616,-0.7064556,-1.0098938,0.07138232,0.30296993,-1.1979011,-0.045559693
GPR108,0.026555605,-0.5829878,0.019432317,-0.12566616,0.023921404,-0.0006099789,-0.0037536381,-0.0037173259,-0.006594976,0.36165825,0.001773395,-0.10083683,-0.56543785,-0.51543635,-0.6207683,0.049240872,0.08311869,0.1446217,-0.018276663
ZNF358,0.06226011,0.6162481,0.019132461,-0.15696317,-0.33235005,-0.019255428,-0.18442844,0.15271671,0.0052767885,0.16944966,-0.09203138,0.6642964,0.05976117,0.046372853,0.16933326,-0.16928919,0.14012904,-0.6063191,-0.15891916
PET100,0.004727509,0.22678506,-0.026397862,0.0128387865,-0.034870014,-0.013966194,-0.009725356,0.12068401,-0.0006494593,0.33143544,-0.027252061,0.5757971,0.123230316,-0.060742646,0.20135948,-0.074145325,-0.106757835,-0.2856691,-0.014327519
TRAPPC5,0.030818505,0.31118804,-0.050273094,-0.0264288,-0.005146279,-0.0027461613,-0.010367646,0.10789998,-0.0052067097,0.44333032,-0.068849005,0.2370422,0.5023891,-0.10137494,0.41880625,-0.07542485,-0.27235612,-0.07355278,-0.3720827
NDUFA7,0.18459712,-1.3148926,0.27983785,-0.86397684,0.05241908,-0.28122786,-0.010277793,0.3446672,0.040612374,-0.2205851,0.18673709,-0.9853741,0.24370068,-1.1306723,-1.1743392,0.5349104,0.75843143,-1.009034,0.053137794
RAB11B,-0.0019137152,0.3212753,-0.011063616,-0.02554123,-0.035031818,0.00063948147,-0.009809252,0.043185323,-0.0028760699,0.32378662,-0.0098424265,0.05180501,0.11858611,0.04546022,-0.6800514,-0.10115496,0.09922622,0.39189428,-0.069498956
HNRNPM,-0.052596644,0.12833634,-0.039391417,0.11687446,0.0040505393,0.0027859057,0.0079914015,-0.13651517,-0.00018934654,-0.6308695,-0.03572942,0.008702575,-0.122675106,0.3844479,0.050181977,-0.027641175,-0.19520831,0.38968486,0.04412813
UBL5,0.009862247,0.68541944,-0.00797477,-0.22708109,-0.01969052,-0.01085157,-0.023603711,0.11931986,0.004202992,0.4493891,-0.049688954,0.45895115,0.4116369,-0.5317647,0.26647645,0.025369188,-0.18549159,-0.02209402,-0.2828455
PIN1,0.10302957,-0.69711137,0.23286827,-0.9044697,-0.48640764,0.0048281266,-0.583379,0.38341963,0.024177637,0.3321355,0.13747194,-0.4642523,-0.23404223,-0.054949474,-0.5812228,-0.30062798,0.67907256,-1.6440512,-0.2245933
EIF3G,0.0017721402,0.87542856,0.029054163,-0.07504984,-0.20970221,-0.021133093,-0.18880944,0.1588584,0.014368267,0.28770983,-0.0974224,0.22786419,0.4637957,0.14999923,0.4325962,-0.08640809,-0.017858114,-0.19734436,-0.4485077
ICAM1,0.22230513,-1.5954456,0.41140214,-0.13021421,0.24800856,-0.024059944,0.22224647,-0.09022109,-0.40792346,-0.6210612,0.23206897,-1.1802114,-0.48771185,-0.022577941,-0.3399881,0.6241294,0.26861903,-0.025749324,-0.43180048
CDC37,0.0017192014,0.90581036,-0.07249335,-0.04029488,-0.010281476,-0.00037591744,-0.038430482,0.028493276,0.0024943675,-0.008838826,-0.14256716,0.68132305,0.56388175,0.28718248,0.3371989,-0.28773052,-0.3613984,-0.01647987,-0.22877166
SLC44A2,0.0018774833,1.6290435,-0.27768025,-0.030217132,-0.09916202,-0.014766248,-0.076639794,0.10488787,-0.02461403,0.2435504,-0.31640533,0.8115321,0.6277433,0.369648,0.3757788,-0.6141573,-0.59496707,0.31721506,-0.48364994
ILF3,0.00043607486,0.72023165,-0.07188163,0.01084849,-0.017459441,-0.00019263163,0.00054107374,-0.044236835,-0.0070556733,-0.11217184,-0.05124024,0.35410526,-0.14412418,0.31233993,0.067128606,-0.06072377,-0.38466185,0.23168124,0.066863544
DNM2,0.19961566,0.05173324,0.104600325,-0.38926733,-0.2366361,-0.24305692,0.10657722,0.35842296,-0.026527094,0.49304488,0.06706211,-0.27231473,-0.077323385,0.3142118,-1.5889083,0.09908949,0.5962032,-0.46227118,0.062944
DOCK6,-0.030922255,1.4694644,-0.33116105,-0.37867475,-0.13804175,0.022913454,-0.32559186,0.18471804,0.02651854,0.29344714,-0.636816,0.85224956,0.4747652,0.7242682,0.11191849,-0.88055307,-0.3230784,-0.22285302,-0.5657748
TMEM205,0.0089898165,0.5121173,-0.192844,0.09810465,-0.029202066,-0.023585306,0.0073838755,0.03016387,0.023358697,0.22726116,-0.13214886,0.3934059,0.16870719,0.06669247,0.5776458,-0.18796714,-0.49105752,-0.09235574,-0.03637512
PRKCSH,-0.007182456,0.81013644,-0.16688453,0.034809206,-0.02023466,-0.008565501,0.0103787435,-0.07249307,0.005279827,0.18465407,-0.057599027,0.8237483,-0.19339505,0.102432355,0.2840264,-0.45682505,-0.5433866,0.2510708,-0.13052663
ACP5,0.6399021,-5.1293483,0.84835154,0.29725236,0.16883828,-0.12291263,0.2288736,-1.1695309,0.24181055,-2.163101,1.0624082,-1.8805122,-2.243259,-2.1775153,-1.5107418,1.1306971,0.6828958,-0.9346172,0.5628515
MAN2B1,0.20198753,-1.6434695,0.86144704,-1.957747,-0.63922143,0.09545225,-0.41334718,0.84016156,-0.06373704,0.32495415,0.25350866,-1.5294062,-0.010048119,-0.21855728,-1.5965364,0.9113819,1.0076914,-2.122123,-1.9679999
WDR83OS,0.011106154,0.5256837,0.0050029107,-0.005544631,-0.061366696,-0.0033317665,-0.025787232,0.08159557,-0.0026892105,0.37326095,-0.08650824,0.3824498,0.41262567,0.06875539,0.111347094,-0.0029073139,-0.2647941,-0.44464856,0.0099051865
TRIR,-0.0041978243,0.7296962,-0.014665406,0.00034343073,-0.04741546,0.00010997279,0.00425118,0.004222591,-0.0038557716,0.2770878,-0.03829431,0.47058567,0.14754386,-0.01758846,0.37489837,-0.024313383,-0.32831168,0.22220118,-0.44640377
GET3,0.32735145,-1.6962295,0.51108736,-1.748485,-0.35334346,-0.029565508,-0.07372566,0.4329403,0.29974476,0.5387811,0.41614452,-2.058331,0.018768935,-1.1777787,-1.0647207,0.45105803,0.81200266,-2.1941543,0.023000143
PRDX2,0.006381614,0.31045446,-0.008407017,-0.00091476704,0.006509558,-0.0055916854,-0.054715104,0.08038551,0.0031944294,0.34836513,-0.0069700032,-0.24130665,0.3269062,-0.39418703,0.23945878,-0.021261156,0.042356167,0.14610198,-0.05407771
CALR,-0.011956713,1.3932741,-0.19095261,0.077009335,-0.028613819,-0.016577687,0.0065973555,-0.030679077,-0.008521074,0.21841277,-0.38936466,0.85379064,0.4113125,0.07274169,0.62709194,-0.31370005,-0.9525406,0.28798696,-0.18757315
RAD23A,0.034000315,0.4466873,-0.027373068,-0.40216768,-0.047122806,-0.01859066,-0.010230569,0.3471674,-0.0049351333,0.4194306,0.03007843,0.06821868,0.39838636,-0.2762901,-0.3604629,0.011942453,-0.09366136,-0.10630876,0.013673338
GADD45GIP1,0.018147739,0.5051873,-0.03246535,-0.293556,-0.039620876,-0.030946162,-0.002136992,0.22326298,0.021201296,0.52977276,-0.10122683,0.0629895,0.43809992,-0.14264202,0.1883379,-0.038687926,-0.29381022,-0.1549303,-0.005935552
IER2,0.033881865,0.8013119,0.035031475,0.020873252,-0.48648742,-0.101218864,-0.06294681,0.28863862,0.012817055,0.24904509,-0.0717033,0.3352701,0.38072297,0.3317561,-0.055598184,0.080773376,0.0027817835,-0.39417085,-0.24839626
C19orf53,0.03053751,-1.1851777,0.2049642,-0.61580867,-0.09665834,-0.008050149,-0.011984667,0.49873105,-0.0031462791,0.6152473,0.14243323,-0.845583,-0.43384206,-0.59365684,-0.5419046,0.2083521,0.65503806,-0.46798882,-0.46890458
PKN1,-0.009024783,1.1508079,-0.058037303,0.0437354,-0.03140925,-0.003153898,-0.1415936,0.34354046,-0.042785104,0.31585777,-0.038448647,0.48497388,0.7654328,0.3667244,-0.06255584,-0.21892223,-0.47579744,-0.29837123,-0.2658436
TECR,0.003998904,0.4803457,-0.337655,0.1371079,-0.01625962,-0.006566785,0.055900488,-0.1114866,-0.0046378984,-0.21138333,-0.08741734,0.4181968,0.43309283,-0.5065737,0.17949568,-0.29226065,-0.50057435,0.32141918,0.049422026
NDUFB7,0.0393843,0.81765425,-0.005550619,-0.04749998,-0.06465449,-0.011477296,-0.08161352,0.17756458,-0.0010267881,0.49789,-0.0081980135,0.101834305,0.3243912,-0.23456378,0.34503642,-0.05669611,-0.12782952,-0.045679923,-0.06254618
TPM4,-0.047948256,1.6619235,-0.13436128,-0.518347,-0.06873251,0.0016911213,-0.17334718,0.3408535,-0.19834696,0.4504712,-0.5983625,0.9999794,0.6664438,0.21876313,0.5279548,-0.18054043,-0.86696917,-0.07696684,-1.4559509
KLF2,0.00035029947,0.38261247,-0.1613077,0.006055617,0.017915336,-0.017237483,0.12389378,0.020242987,-0.0068118363,-0.018956346,-0.042071447,0.28024876,0.18215571,0.23104577,0.35870308,-0.040081758,-0.75630605,0.18898705,-0.013189179
SMIM7,-0.01730793,-1.8754566,0.41548657,-0.17256042,-0.08964414,0.0065019005,-0.0059733535,-0.33299646,0.013886201,-1.1121922,0.29816186,-0.6539301,-1.1485796,0.036864445,-0.899156,0.45466956,0.6950614,-0.44313464,0.023288986
NR2F6,0.40777653,-1.7629638,0.6691023,-0.9130568,-0.29430166,0.03135748,0.0044369632,0.65854526,-0.10580321,0.6109282,0.77323735,-2.348064,-0.57792056,-1.3542453,-2.2864113,0.47486746,1.1440884,-1.5374603,-0.61772746
MVB12A,0.06309635,-0.2903899,0.060002673,-0.24307333,-1.1829529,0.014517401,-0.45468512,0.33589888,0.02588144,0.63877964,0.13170852,-0.48655665,-0.69366497,-1.0080348,0.0059877136,0.051333155,0.64715326,-1.0309526,-1.4013318
PGLS,0.15307707,-0.07443488,0.15269746,-0.34553534,-0.1962475,-0.004875685,-0.26866275,0.34610263,-0.022290807,0.17768459,0.039932225,0.34000245,-0.30234948,-0.92189485,-0.8989811,0.21238716,0.68620664,-0.8936244,0.10944303
COLGALT1,0.00037999635,1.0706722,-0.13557248,-0.045770433,-0.2846312,0.0028739506,-0.08920013,0.26663414,0.0026062015,0.2700861,-0.30264664,0.81276613,0.33525386,0.4371291,-0.2817824,-1.1449382,0.11603608,-0.7932227,-0.12513274
CCDC124,0.25430158,-0.06265113,0.26353574,-1.3606169,-0.12819096,-0.26994115,-0.41845095,0.43475914,0.1063791,-0.06880581,0.47711453,-1.5809438,0.3901049,-0.06019425,-0.5633045,-0.52109796,1.0284587,-2.1507185,-0.44406626
IFI30,0.59362215,-2.8736799,0.9623107,-0.7821065,0.25697327,-0.030345451,0.68521714,-0.36364236,-1.0450256,-0.092199646,0.32714975,-2.2952588,-1.3675392,-1.0368525,-2.3521516,1.4855901,0.61977726,-0.4581273,-0.41086078
JUND,-0.099746995,1.2485158,-0.16525659,0.16577065,0.056014832,-0.00076438626,0.049085375,-0.26657858,-0.051199947,-0.16243929,-0.25323635,0.8144721,0.13111696,0.31441182,0.58650446,-0.17151426,-1.3942232,0.44542,-0.010125237
PGPEP1,-0.0018397841,-2.4341466,-0.036676735,0.057714168,-0.10182589,-0.0013856863,0.078714766,-0.23341402,0.028143082,-0.46352282,0.37622377,-1.7403643,0.08429043,-0.30863628,-0.7708473,0.1761356,-0.087358505,-0.16510874,0.3856193
GDF15,0.44704914,-3.18449,0.54846233,-1.085256,0.50076646,-0.0328389,0.06215654,-0.26151222,0.031078452,-0.6684294,0.8457183,-2.3185349,-2.0552888,-1.3637683,-0.9053746,0.5643168,1.1435255,-0.9875877,-0.10400504
SSBP4,-0.001929454,0.82313544,-0.03704002,0.027082624,-0.5072582,-0.0121749975,-0.2254159,0.2546255,0.056495257,0.4050724,-0.46736017,0.27357858,0.0065216753,0.59738576,-0.018081535,-0.23545118,0.21528295,-0.87256324,-0.6352002
FKBP8,0.021936335,0.70461816,-0.040923182,-0.013117554,0.0062582586,-0.008278952,-0.01628361,0.110480934,-0.018768018,-0.02034627,-0.0078084418,0.61985695,0.22897682,-0.014997893,-0.048095476,-0.071967304,-0.10146575,0.107617386,-0.07344857
KXD1,0.0044427384,-1.1290923,0.31020376,-0.28922918,-0.7847969,-0.0029589175,-0.1472376,0.38240805,0.13580413,0.24400164,0.4195728,-0.5453948,-0.41126543,-0.44523907,-1.1732563,-0.21677007,0.9186015,-1.7037652,-0.51026344
UBA52,-0.0166191,1.1511042,-0.042200666,0.055411737,-0.013457844,0.00034426322,-0.028879689,-0.13365741,0.0018549031,0.02238003,-0.09353889,0.76829064,0.2875853,0.08704711,0.5599004,-0.16747198,-0.6615255,0.2571145,-0.10251152
REX1BD,0.22155455,-0.004956305,0.25965384,-0.5966965,-0.41243133,-0.01955415,-0.12532954,0.3556787,-0.026589675,0.34774452,0.37131453,0.10629438,0.20361575,0.2530094,-1.6009152,0.2675455,0.44125935,-1.5725127,-1.2928425
COPE,0.099584326,-0.19588637,0.06434888,-0.26379812,0.022475693,-0.035705402,-0.010353657,0.10581585,-0.020353325,0.52403927,-0.014294706,0.11169181,0.3238675,-0.30225235,-0.05505206,0.07483743,-0.20192984,-0.19810465,-0.15600704
NDUFA13,0.0025302868,1.130627,-0.092392795,0.041045845,-0.034169525,-0.005238632,0.0109497225,-0.045716867,0.0032086058,0.2191548,-0.07356807,0.55800426,0.4566053,-0.13159007,0.5352922,-0.07931202,-0.61180514,0.18381615,-0.19040146
UQCRFS1,0.08689814,-2.9647622,0.50499076,-0.218122,-0.12644668,0.16385148,0.09244802,-0.35100177,-0.014180269,-1.4061962,0.2563921,-2.0979002,-0.24385622,-0.47428408,-0.71241206,0.6615462,0.80341786,-0.16882116,-0.48696277
PDCD5,0.0555112,-3.7285566,0.46407148,-0.25941122,-0.046270568,0.05534052,-0.24725436,0.07526331,0.05077683,-1.5186418,0.56525403,-2.4325795,-1.7519684,-0.24937242,-0.17327352,0.77608436,0.88062656,-1.5723913,-0.7918302
PEPD,0.123176485,-3.1476576,0.37008423,-0.028071545,0.31722715,0.0534752,0.34051794,-0.5509011,-0.32764146,-0.52607465,0.5433382,-0.07486362,-0.72203743,-1.8632108,-2.0159976,0.3785431,-0.07330698,0.009730141,0.76787055
LSM14A,-0.015306246,-1.1756399,-0.05391104,-0.008177522,0.058249757,0.0059830854,0.012507274,-0.2248297,0.0013074332,0.11782349,0.03938727,-1.1511278,-1.7896423,0.23412105,-0.13254774,0.033170573,0.12104018,-0.49094573,0.056879308
GPI,-0.022233507,0.75104296,-0.18782221,0.17076299,0.021406088,-0.020226609,0.049858,-0.27445346,-0.009749302,-0.17726153,-0.026218725,0.24446508,0.17925735,-0.03632245,0.5321241,-0.1336873,-0.9297959,0.4234809,0.025415342
HPN,0.085450396,-1.5155534,0.032463335,0.35592845,0.20430703,-0.05187288,0.3140937,-0.29541034,-0.40620765,-0.6835068,0.2579021,-0.46728286,-0.6490388,-1.2054502,-0.7722018,0.16924702,0.17541483,0.45308685,0.5446658
FXYD5,-0.013061644,0.96778464,-0.26980892,-0.23328649,0.01893579,0.21550491,-0.39723647,0.14759451,-0.61251754,0.5025946,-0.36415708,0.9631232,0.24694553,0.5485683,-1.3459148,-0.73193836,-0.15335529,-0.96367604,-1.0474454
USF2,0.07464769,-0.75319433,0.03540618,-0.29928806,0.038526583,-0.0166674,-0.010891062,0.24044886,-0.012078378,0.40436995,0.09992376,-0.13281748,-0.26941928,-0.1745591,-1.3068422,0.33130804,0.16774735,-0.28847808,-0.07569653
DMKN,0.63486964,-3.2982917,0.8206715,0.0017031264,0.26169494,-0.08605765,-0.0743615,-0.2917909,0.11600766,-1.5995884,1.0451866,-0.64842945,-2.3363397,-1.4979155,-1.9437236,0.5349888,1.099861,-1.6807492,0.43709606
TMEM147,-0.013886845,-1.9847516,0.16546059,-0.23652844,-0.05513121,0.028372144,-0.026257915,-0.1757314,0.025586821,0.18077168,-0.12078883,-2.130221,-0.17395449,-0.75749534,-0.51956254,0.22221881,0.6525695,-1.6100017,0.24848579
COX6B1,0.0035567093,0.8965715,0.009643924,-0.02548571,-0.018671604,-0.003355681,-0.009455119,0.03700261,-0.00298012,0.30823043,-0.029250555,0.42707643,0.25308433,-0.23890261,0.4436892,-0.011034418,-0.1784348,0.07344724,-0.1429726
PSENEN,0.3552464,-3.498434,0.9831519,-2.6306338,0.105630666,0.019218277,0.2051035,0.53456795,-0.3107624,0.55051935,0.6920002,-0.8885652,-0.31433925,-1.9854817,-1.2193785,1.0195203,1.0644045,-2.236473,-0.91743016
TYROBP,0.1742878,-0.87016916,0.5081477,-0.8645969,-0.22932522,-0.0029793729,0.029126214,0.11392073,-0.017963387,0.41046774,-0.13806546,-0.49116004,-0.52887505,-0.2708591,-0.85391545,0.84347194,0.4742849,-0.5500063,-0.6756569
POLR2I,0.006177292,-0.22006848,0.15905991,-0.44346255,0.009503991,-0.0014909287,-0.28962266,0.30123875,-0.006663241,0.43078882,0.07058562,-0.6365152,0.0673131,-0.36996436,-0.6180653,-0.03556935,0.4686258,-0.14913204,-0.04305005
TBCB,-0.0008098817,0.36746222,0.1345145,-0.7682432,-0.20521018,-0.0050970316,-0.001580288,0.27151358,-0.017156642,0.28488234,0.027242709,-0.048842665,0.4156796,0.21067116,-1.146085,0.009782741,0.1475851,0.096657045,-0.37776405
CAPNS1,0.0010981607,1.1942804,-0.061455127,0.0031568252,-0.010325193,-0.005978369,0.024628539,0.0062998133,-0.013743479,0.11210174,-0.12664108,0.71253276,0.4709547,-0.1223087,0.39116406,-0.107453085,-0.67873704,0.28872916,-0.10440095
COX7A1,0.014360575,0.9859568,-0.074833274,0.0013161452,-0.052068606,-0.020500489,-0.06418014,0.1614453,0.008694786,0.38642526,-0.061852388,0.56940746,0.5115,-0.042054515,0.25793833,-0.24156669,-0.22550547,-0.053001136,-0.11045491
SPINT2,-0.007902658,-0.80985206,-0.01572479,0.043975163,0.12495861,-0.00758066,0.08382429,-0.28468645,-0.0034663412,-0.080022104,0.00066071964,-0.37884682,-0.3915246,-0.41595703,0.45480374,0.074216515,-0.41877434,0.37659657,0.09701717
PPP1R14A,-0.30471247,2.5552707,-1.4027252,-2.7153718,-1.9921291,-2.2954457,-1.3472993,1.938832,-1.571535,2.061459,-2.159621,1.6877153,1.6305953,-1.5832953,-1.8603691,-2.1299436,-1.3859792,-2.564422,-2.0459394
C19orf33,0.018849865,-2.1911285,0.27685684,0.21375115,-0.1395311,-0.015187639,0.06434602,-0.7163634,0.015531091,-0.3985967,0.3823625,-2.3898747,-0.3063018,-1.317033,-0.93183655,0.46558592,-0.100921564,0.24148686,0.57488835
PSMD8,0.0053743776,-0.43769366,0.05268903,-0.08997174,-0.040687192,-0.009581612,-0.034989856,0.2741036,0.009322844,0.49152407,0.06691107,-1.033386,0.29551038,-0.393912,-0.012582868,-0.0005456663,0.36636004,-0.14224724,0.09901302
EIF3K,-0.0028122459,-0.003018614,0.035108443,-0.0061892206,0.0008417365,-0.0010532434,-0.0761609,0.010385613,0.0022552744,0.38874385,-0.020248849,-0.2676067,-0.22179167,0.058310896,0.2889412,0.002069592,0.06354454,-0.11130064,-0.017016953
ACTN4,-0.07889358,1.5052965,-0.4155625,0.1180953,0.00047894838,-0.053315904,0.042560168,-0.029648677,-0.02060647,0.17649883,-0.45523125,0.8911523,0.542587,0.09514038,0.6132117,-0.5813227,-1.3208259,0.30915463,-0.14580797
CAPN12,0.22372827,-3.539207,0.093541004,0.5371863,0.1796237,0.2057978,0.3444411,-1.1727157,-0.08339153,-2.2626534,0.7045963,-2.3830955,-1.7425356,-0.3707768,-1.6417128,0.2840121,-0.16210833,0.737741,0.47485498
ECH1,-0.00027163315,-0.36583117,-0.016770225,-0.034320075,0.01316409,-0.0010031179,0.07103732,-0.06678361,-0.0023959924,0.066827536,0.0043115765,0.0020192456,-0.20460589,-0.24930055,0.25746658,0.019967096,-0.2476339,0.26221544,0.05687388
HNRNPL,-0.031558875,0.50548303,-0.23249348,0.25824973,-0.036589626,-0.01630794,0.02474419,0.19789243,-0.03883424,0.37927318,-0.42220974,0.261383,0.16213453,0.20532197,0.13791871,-0.064849354,-0.86396056,0.3969854,0.15480961
FBXO17,-0.011648916,-1.8591075,-0.18609773,0.13221225,0.06669941,-0.003789921,0.11281896,-0.3942642,0.016902313,-0.5223778,0.04780011,-1.3988564,-1.0081756,-0.2256978,0.0055252556,-0.024716333,0.03155549,0.28221264,0.48675027
GMFG,-0.01497971,0.09121525,0.057085864,-0.17327702,-0.3304547,0.0027807392,-0.05466559,0.18659249,0.025944503,0.48859614,-0.13592884,-0.23367204,0.54711604,-0.3566368,0.05603007,0.14453565,0.13694301,-0.36671692,-0.8055098
FBL,0.00077247754,0.34405383,0.018220518,0.033726897,-0.033053152,0.0015021175,-0.04668831,-0.0014472894,0.0030260074,0.014307937,-0.2867255,0.2629389,0.46712768,0.16037713,-0.47809893,-0.09035401,0.20251289,0.04444121,-0.004022209
PLD3,0.029590582,0.92740583,0.0040195324,-0.14504619,-0.55681956,-0.0046273754,-0.06528133,0.15823434,0.0026771105,0.42472965,-0.22723673,0.5868951,0.24311338,0.18724594,0.30307275,-0.050274633,-0.15463915,-0.54185903,-0.43585542
BLVRB,0.2622033,-0.28882444,0.33183643,-1.1872452,-0.18200412,-0.05497273,-0.38056788,0.4417096,0.109969616,0.7604038,0.41057566,-0.019525517,0.13968065,-1.3906124,-2.0515807,0.0695418,0.7507837,-1.1545627,-0.26244935
AXL,0.003131713,0.021126568,0.23647462,0.03038439,-0.03270963,0.0008825886,-0.103258766,0.025942398,-0.035139162,0.5619175,-0.020443738,0.24944699,0.23421307,0.15569617,-0.6402765,0.31249517,-0.052899692,-0.36198145,-0.707375
HNRNPUL1,-0.1353218,-0.5899898,0.03187892,0.16029562,0.07768913,0.011838728,-0.10362349,-0.064074725,0.01323382,0.049872983,-0.10680446,0.2718829,-0.7283709,0.3237914,-0.95520216,-0.0057663326,-0.015479696,0.46979532,-0.21983427
TGFB1,0.19457571,0.55395615,0.3673835,-1.3104947,-0.77558446,-0.2137753,-0.43495184,0.5467802,0.06296741,0.66919965,0.0039858976,0.48086405,-0.1044497,0.45286557,-0.46119177,-0.2645078,0.5720702,-1.6844273,-1.4951109
TMEM91,-0.008881057,-0.054321572,-0.01934682,-0.06303899,-0.16294219,0.016314687,-0.27089924,-0.011155096,0.005830634,-1.1605011,-0.0150668705,-0.68685466,0.15654019,0.35989392,-0.44528192,-0.0838069,0.47681466,0.13068713,0.04350611
BCKDHA,0.08952246,-0.37256575,0.020150488,0.04643841,-0.18315728,-0.0037138227,-0.138935,0.32902202,-0.012238841,-0.08907327,0.006292084,-0.3471078,0.39699847,-0.5871004,-0.26503983,0.06992443,0.40981707,0.19282332,-0.27584884
RABAC1,0.03619873,1.2362199,-0.17833129,0.018981174,-0.17657237,-0.025732208,-0.07431916,0.17385225,-0.0047798003,0.36196625,-0.3044269,0.56982577,0.3721439,0.30872944,0.3931813,-0.35771185,-0.33451822,-0.21356426,-0.17963934
