,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
ESRRA,-0.99254644,-2.844601,-2.880163,0.71536684,0.45200777,0.82295626,-2.2514286,-2.4813423,0.88073,0.80252147,-1.1375031,-2.3027542,1.640232,1.1746821,-2.2220747,-0.4309181,-1.072307,-1.022754,0.81565934,-2.4443796
TRMT112,0.18034549,0.86627233,0.40280345,-0.15080275,0.4139912,-0.20129348,-0.09300552,0.177623,-0.31200534,-0.6818096,-0.20067464,0.5042913,-0.2534656,-0.6742319,-0.09515974,-0.066225626,0.45159963,0.38773906,-0.14837454,0.39527872
PRDX5,-0.0047749253,1.0455368,0.68604374,-0.45104066,0.1440158,-0.6480228,0.52467966,0.27237362,-0.77840674,-1.4689003,-0.106705144,1.5726366,-1.529901,-0.59124184,0.3113472,-0.71513903,-0.09039695,0.093859084,-1.0539303,0.95395935
SLC22A11,1.0336409,0.09764687,-3.2486844,0.76695734,1.6088094,0.18244962,-3.4566517,-0.7469051,-0.13306053,-2.1464581,-2.9038815,-2.95477,-2.4705744,1.6574415,0.461452,-3.2819333,0.4660896,1.1534151,0.51927674,-0.33693442
SLC22A12,1.3902899,0.52031535,-3.1622193,-1.1614962,2.2215037,-2.006875,-3.3370438,-0.32707205,-2.6349363,-4.1042733,-2.6518114,-2.7090132,-2.9782987,1.9721698,-1.6329923,-3.5388818,-1.3449787,1.8939761,-2.6624017,0.6015418
SF1,-0.20332265,-1.6564846,-1.4374056,-0.096179835,0.22326413,0.39837858,-0.6784579,0.28492424,0.2709433,0.48013705,0.26491028,-0.5588766,0.30502644,0.81465685,-0.257009,0.5802229,-1.1091652e-05,-0.48689336,0.12937956,-2.750861
ARL2,-3.0464454,-2.3529375,0.32192534,0.2838077,0.16905658,0.43001586,0.09589065,-0.068136975,-0.103850245,0.7381925,0.056146566,0.9441564,0.5863923,0.21556705,0.06491453,0.9499791,-1.9418193,-1.183376,0.31523427,-1.483452
VPS51,0.13362867,0.010237609,-0.029729854,0.34853512,0.02008607,-0.04206078,0.07909191,-0.008774847,-0.21139611,-0.088021986,-1.4314244,0.77605104,0.8540685,0.24078555,0.8250071,-0.19925141,-0.94181556,0.34049347,-1.1846577,-0.092872426
MAP3K11,0.27061486,-3.0408523,-0.8465345,-1.2687855,0.4782453,-0.41148645,1.1625727,0.99693865,-1.6386354,0.3181779,-1.541516,0.37535113,1.8452876,0.8770294,-2.8792355,-0.83787084,-2.2668946,-0.4576286,-0.834727,-2.6309025
RNASEH2C,-1.0137438,-0.7256709,0.24004193,-0.29385915,-0.3462048,0.48945212,0.898663,0.6648965,-0.38062534,0.15750825,-0.0027817765,1.3983706,0.9207547,-1.3027982,0.39474106,0.3972986,-0.6801129,-1.5528122,0.19520506,-1.258293
CFL1,0.07608958,1.1040797,0.934405,-0.8921856,-0.061212655,-1.1001953,0.7436779,0.289065,-0.812348,-1.9864489,0.34995347,1.2616258,-1.275714,-0.67799985,0.1394263,-0.7973585,-0.16941734,0.10795415,-1.139768,1.0796893
EFEMP2,-0.0017789504,-2.457839,0.18834163,0.3754476,0.27723244,-0.19390222,0.3557415,-0.13735469,-0.4575501,0.19821547,-1.1419202,1.0286636,0.89656395,0.4748269,-0.21120268,0.5563148,-1.7974559,0.4685511,-1.3851655,-0.94174856
CCDC85B,-0.18719827,-2.8242571,0.7593276,0.16031025,-3.3577845,-0.011363959,1.106539,0.7397513,-0.34673682,-0.049487926,0.53949887,1.8423474,1.638914,-1.1696993,-0.41845962,-0.62578803,-2.461554,-2.317047,-1.5670617,-3.1399496
DRAP1,-0.7591635,-0.542807,-0.9171282,0.28668264,0.21119897,0.27277568,-0.2630167,-0.118639484,0.11214304,0.3696597,-0.7122639,-2.9804304,0.82088494,0.0047538863,-0.11304374,0.8533855,-2.3326168,-0.27893904,0.2841697,-2.2263997
BANF1,-1.1204832,-1.9131695,-0.42289782,-0.7393165,0.7612037,0.6915383,0.011985617,0.26094687,0.0032741574,0.3960007,-1.7213564,-1.2992829,0.7999331,0.5984126,-1.0525949,0.87921613,0.42096817,-2.142977,0.6044732,-2.835852
SF3B2,-1.3788376,-1.3505304,0.44326684,0.013365144,-0.009565231,0.5333658,-0.35620388,0.23701163,-0.07876448,0.3183572,-1.5920076,0.88141865,1.1458142,-0.41692248,0.02440357,-0.08261034,-0.3460026,-0.12743796,0.55104214,-2.9949236
RAB1B,0.6020599,-2.945902,0.29805973,0.34355032,0.41506216,-0.45571414,-0.99433315,0.13015756,-0.46647778,0.091517754,0.22423364,0.20020482,1.0434482,0.74690944,-0.7119573,-2.59846,-1.1595854,0.82343364,-0.41948956,-2.9680462
CD248,-0.3136986,0.2030308,0.84068274,0.44702524,-3.4975755,-2.9178922,0.32665035,1.6763561,-0.9862772,-0.03304845,0.29284707,1.0826297,2.4516656,-2.107222,-2.2142127,-2.6964762,-3.0233965,-2.6206076,-2.329863,-2.4808009
CTSF,-0.7424285,-2.4113111,0.3403062,-0.06560468,-0.009786164,0.6712076,-0.93925405,0.16180034,0.12642099,0.3283208,-1.3200886,0.82579386,1.2619383,0.30692613,-2.5288894,-0.102833815,-2.2698977,0.35226366,0.52614295,-2.9830103
CCS,0.33075878,-1.0258425,-2.750877,0.48172313,0.43757886,0.40756127,-1.0330771,-0.32252234,0.10310249,0.27969554,-1.5959473,-0.36601046,0.7280582,0.31575036,-0.24186653,0.0071805827,-0.9386515,0.58369803,0.21229382,0.35232258
RBM4,-0.44709277,-1.939736,-0.27897224,0.10433456,0.3551165,0.20303689,0.14675966,-1.6859249,0.06366457,0.50616735,-0.3189209,-2.8732922,0.6558804,0.7554535,-0.44456226,0.2618661,-0.26771444,-1.4550809,0.5389468,-0.43896863
GRK2,-0.6131067,-2.9396484,0.058185957,-1.7970879,-0.82647115,-2.1559541,0.937241,1.1763809,0.6558735,1.0573909,1.4917452,-1.6159008,1.7371536,-0.7345576,-0.8885258,0.6656665,-2.7006207,-2.1911669,-1.2213098,-2.9074333
POLD4,-1.1193645,-0.22148533,0.45132145,-0.19516699,-0.45296383,0.422204,0.08912642,-0.39454877,0.3958347,0.5091041,0.81525517,0.6435139,0.68214405,-0.2521267,-1.1260569,0.66649467,-0.88609177,-0.91808707,0.2797306,-2.3020344
PPP1CA,-0.00859588,-2.997669,0.7301498,-0.057872787,0.13909043,0.13545135,-0.121346384,-1.1726358,0.05183007,0.055916585,0.45590708,1.4340293,0.74029034,0.004874073,0.11253109,-0.9149847,-2.2077184,-0.33552372,0.019051626,-1.4757537
AIP,-0.7659603,-3.2560835,-1.8506292,0.69673634,-0.6682584,0.5339598,0.8918087,-0.5999334,-0.09989414,0.8169163,-2.0109673,0.11506063,1.6678406,-0.48470712,-1.950148,0.43674415,-2.2918942,-0.4979198,0.6759599,-2.7159543
CDK2AP2,0.117433764,-0.54012513,0.3238477,-0.02259381,0.45101067,0.113351226,-0.55386186,-0.56201535,-0.07297138,0.11628878,-0.006992159,0.65016603,-1.3697977,0.36888224,0.14859438,0.5700541,0.20805697,0.2953919,-0.13457571,-1.3983033
GSTP1,-0.12140367,1.109959,0.97910535,-0.58098626,0.009447156,-0.87960184,0.6833486,0.017540963,-0.9242913,-2.2538426,0.037095588,1.6568176,-1.7640938,-1.2416039,0.36874557,-0.9454734,-0.21089551,-0.013193541,-1.3761284,0.90965563
NDUFV1,0.03540923,0.0038767913,-0.0069662384,-0.012673611,0.4805161,-0.033615626,0.20095246,0.4431238,-0.2638954,-0.36146954,-0.38298345,0.9482195,-0.39902595,0.36262712,0.32409993,-0.50865763,0.022266718,0.11555168,0.046957567,-0.12821294
ACY3,0.56088924,-1.5466105,-2.7672951,-0.23865744,1.1119282,0.5294967,-3.431888,-0.66262406,0.5747441,0.7638137,-2.2893226,-2.3431091,-1.8710686,1.400233,-0.8045292,-1.0785751,-0.27127123,0.047577403,1.6089975,0.4258523
NDUFS8,-0.14796753,0.33959383,0.094015196,0.03510543,0.5462559,0.027767885,0.13711774,-1.0422221,-0.2823465,-0.3426738,0.20169654,0.7687344,0.2819262,0.15516694,0.061010264,-0.30790862,-0.24664307,0.44762594,-0.5597225,0.11381035
LINC02747,1.4182986,-2.6666038,-3.0645914,1.2573377,1.5791079,0.9342572,-3.300893,-3.1644099,-1.6781507,-3.596558,-2.9746304,-2.496646,-1.8525093,1.5721925,-2.4519398,-3.046579,0.45072672,1.6943688,-2.6379006,-2.7482188
CTTN,0.9132747,-1.5649265,-3.202711,0.3883291,0.34458885,0.5248787,-3.3792388,0.092438556,0.24685763,0.3989538,-2.0480673,-2.7738204,0.97447544,1.0465888,-0.02035958,-1.4746665,-1.0230209,1.0954868,0.6390814,-1.2653228
NUMA1,0.07872582,-3.5516894,-0.4299003,0.31012222,0.018325645,0.077950895,-0.35860375,0.9924107,-0.037526768,-0.09052121,-1.3435234,0.7433624,1.3013661,0.50417984,0.5072341,-0.03811952,-1.5884029,-0.44869408,-0.6861652,-2.4649377
LAMTOR1,-0.59704906,0.22138989,0.4956622,-0.1354287,0.17513318,0.38785636,0.097220935,-1.2404814,-0.0074149673,0.18627864,0.12379931,-1.2036474,0.5702028,-0.14525229,0.13347101,0.52826387,0.27930856,-0.39638463,0.062387213,-1.1440564
FOLR1,0.6965131,-3.1316645,-1.048987,-0.04691555,1.6574333,0.8269666,-0.27592155,-0.89384735,-0.7279066,-1.729557,-2.3199627,-2.423666,-2.5501285,1.6280098,-1.778596,-1.0855798,0.14235032,1.3361139,0.4652729,-1.6792567
ARHGEF17,-1.379695,-2.6076462,0.62899995,0.014311462,-3.3431969,0.99360985,-1.7814705,1.1154757,0.39153805,0.58450365,0.108670965,0.41921923,2.5751522,-1.1198701,0.3203775,-2.1518593,-2.2511206,-2.8212368,-1.7043637,-2.628938
COA4,-3.4763474,0.28592288,-2.301347,-0.20358698,0.6628286,0.975858,-0.11729776,-2.479583,0.3681768,0.6282088,-0.32442483,-1.7397773,0.11283127,-0.42892846,0.0024615556,0.56248903,0.9647575,-0.6224417,0.8416324,-0.7609206
KCNE3,0.56592506,0.58846176,-3.471203,0.4015639,-0.5402022,1.005462,-2.5311844,0.8989395,-0.4520407,-0.28130582,-0.56014556,-2.230351,1.9068115,0.505123,-2.54561,-2.5859501,0.9386504,-1.7420379,-1.9713272,-0.049858686
SPCS2,0.00016972618,0.7780698,-1.0807091,0.037963208,0.41778627,0.1590776,-0.99359936,-0.7677824,-0.12691799,0.05785567,-0.45406148,-0.16761482,0.07031738,-0.19506395,0.22155912,0.12798609,0.44507527,0.43964103,-0.3593965,-0.06784693
SLCO2B1,-3.1951168,-3.2234485,1.1386421,-3.372128,-3.3089824,-3.6967554,1.5013064,-1.3371917,1.339812,1.8826988,1.8711394,-0.27661523,-0.9058736,-2.7313063,0.6644866,2.0423462,-2.842847,-2.8781939,0.608695,-2.403971
SERPINH1,0.48990422,0.18096355,0.16485456,0.019803299,-0.3355381,0.08226398,0.42746645,0.80232763,-0.82917017,-0.6514192,0.40877974,-0.09629404,1.589529,0.27113342,-0.17769499,-2.3667033,-0.5212691,-0.057753544,-2.2720346,-0.38189462
LRRC32,-2.4112115,-3.5012114,1.4082224,-0.63182706,-3.4319785,-2.4289029,1.4156189,1.6538705,-0.0917975,-0.30210695,1.576628,0.9712661,2.0398853,-2.2144082,-2.8912995,-1.3912716,-3.2115197,-0.79593426,-2.5656173,-3.0350485
AAMDC,-3.730964,-0.8068709,-0.086650364,0.13808373,0.41516894,1.1002614,-1.1348226,-3.2949922,0.45534778,0.8316005,-1.1533756,-2.4976103,0.4194716,0.43739864,-1.015329,0.13301118,-1.8820314,-1.092268,1.4116858,-0.23723051
NDUFC2,-1.3532591,0.37623876,-1.079257,-0.0986669,0.2889811,0.78081113,-2.9261038,-0.4508263,0.33000046,0.5765381,0.13754721,-1.7475023,0.73230684,-1.3264382,-1.4519144,0.7587545,0.5290821,-0.37838003,0.5287567,-0.09510779
PRCP,-0.33413282,-0.7633737,-1.0436405,-0.018860243,0.5976006,0.55837184,-0.9549686,-2.4865658,0.28951767,0.41126,0.17765352,0.107479386,0.024307165,0.74708116,-2.986684,-0.0756168,-0.09633288,-0.56270236,0.73091686,-2.5636013
SYTL2,0.009478318,-1.1088394,-1.0074446,0.0061762207,-1.4650489,0.7757558,-1.828415,0.49841794,-0.15228514,0.95077944,-0.33170304,0.23560347,0.9114677,-1.3453804,-1.8632512,1.0056133,-0.29581505,0.41569132,0.4376656,-1.2380246
PICALM,-0.043197952,0.05224973,-0.90813434,0.065796874,0.5881679,0.030884096,-0.78671,-1.1868821,0.0036777845,-0.07882184,-0.51291585,0.6093062,0.47894317,-0.49511886,-1.5321108,-0.87437755,0.32927674,0.62466747,0.31412423,-0.34538236
PRSS23,-0.37096062,0.95151806,0.81443965,-0.36929154,-2.470557,0.33897802,-0.21375634,0.7960327,-0.45902723,0.05087327,1.0916581,0.115418285,1.4813254,0.022653587,-2.5535889,-0.93571466,0.3559799,-1.0342212,-1.7961284,-0.6860635
CTSC,-1.1292056,0.0841159,0.20509708,-0.24801515,-0.0029553317,-0.26502624,-0.80159247,-1.5742897,0.77531016,1.0177104,1.087277,-2.3377838,0.7168918,-0.84269863,0.40491036,1.0831023,-1.5763316,-0.22904436,0.43706942,-1.4167949
TAF1D,-1.0908366,0.025440525,-0.8140012,0.29512966,0.36446193,0.78044015,-2.6547468,-1.5915226,-0.07613994,0.56224704,-1.279969,-2.9906669,0.5092869,-0.122513495,-1.4389298,0.804565,0.9281481,-0.15189682,0.08243305,0.022020942
C11orf54,0.82534885,0.9323553,-3.142969,-0.043681268,1.4655355,0.1918793,-1.5155387,-2.6167727,-0.26529542,-1.7210081,-3.1580992,-3.1667447,-2.9117093,1.0376697,-0.48266926,-2.7172823,1.1893147,1.0818254,0.47078174,1.0869663
CWC15,-1.407234,-0.58579755,-1.4803628,0.14071684,0.62778264,0.94762725,-3.2271247,-2.7460124,0.11100736,0.5192358,-1.1167569,-1.7207391,0.4839569,-1.0481764,-0.573155,0.61781675,0.93708885,-0.036181815,0.5018127,-0.3043052
TMEM123,-0.0032558967,0.57930094,0.21138301,0.057434395,0.4118028,-0.06488003,-0.33513364,0.12859063,-0.41498914,-0.47922832,0.39175245,-3.0411108,-0.34293127,-0.56813055,-0.23917009,0.18707818,0.6626003,0.20713405,-0.84430546,0.71139383
ACAT1,0.438043,0.9430903,-2.968609,-0.10617511,1.0030509,0.5381448,-1.144524,-0.35457832,-0.13476685,-0.29179037,-0.19838202,-1.2802949,-1.301803,0.3039186,0.034693036,-0.35442287,1.0054705,0.85174555,0.2277847,0.1699999
C11orf1,-0.86805826,-2.4690516,-3.2524843,-0.11741075,0.70055485,1.2419273,-3.4545643,-3.4892864,0.45597318,1.0741472,-3.246214,-2.7451134,-1.0327694,0.52420545,-3.1044693,1.0166594,0.97239834,-0.510959,1.3958427,-1.3723377
TIMM8B,-0.70987827,0.29042572,-0.7117937,-0.011458612,-0.611842,0.62895274,0.4630727,-1.1052696,0.0006013103,0.43662933,-0.27575257,-2.8781624,0.29529005,0.6164922,-2.0545661,0.53677195,0.41671717,-0.8940644,0.34316224,0.7467739
SDHD,0.29397693,0.6225754,-3.0092,0.075737946,0.8895755,0.4798103,-3.6127267,-0.4758315,-0.013044614,0.23430839,-1.1648178,-3.2770023,-0.93045557,-0.051702376,-2.6169696,0.23491773,0.9428121,0.7929526,0.8548602,-0.093939304
REXO2,-0.43000388,-2.0073607,-1.8410773,-2.76233,-0.10580637,1.2972747,0.23512837,-2.5703475,0.37647334,1.0142245,0.14236529,0.18011507,0.31224653,-0.4668972,-2.8119266,0.51229626,-0.082339026,-2.5543559,1.370053,-2.8534477
ATP5MG,0.03145691,1.3581935,0.40000367,-0.047763526,0.3875828,-0.3146244,-0.7048416,-0.14513755,-0.30126768,-0.42870888,0.3034203,-1.5317552,0.011563503,-0.35723528,0.35834754,0.07185938,0.24198492,0.15686262,-0.5611842,1.2033398
SLC37A4,0.6358521,-0.4670321,-1.1715385,0.030964449,1.0521185,0.48179796,-3.7379582,-0.86621433,0.06290874,-0.19012819,-1.387187,-0.6163152,-1.1279125,0.6990064,-0.37650695,-0.3351424,0.57321644,0.96303433,0.49971858,-0.08622746
THY1,0.36491022,0.8932403,0.9639391,-0.06360561,-0.77605337,-0.29108036,0.23661913,0.7758657,-1.2808284,-3.0409784,0.3800437,1.5446393,1.1914304,-0.42836925,-2.1163993,-3.4586298,0.094000906,0.020284284,-2.8837197,-0.14073502
OAF,-0.17020194,-1.2351792,-2.26723,0.2509152,-0.17206462,0.73901635,-0.33970627,0.9717329,-0.19758518,0.31734568,0.22013971,-0.06379808,1.722461,1.2160807,-1.6477915,-1.8896556,-2.0790987,-1.6554426,0.035220712,-2.4151924
ARHGEF12,0.018987348,0.40476173,-0.6704384,-0.44156945,0.77187127,0.5895251,-3.408014,0.22206563,-0.11502572,0.1782242,-0.53817403,-1.0653172,0.7695552,0.9335874,-2.698579,-1.6392322,0.2655264,-1.0097958,0.41208228,1.2067585
ESAM,-0.71499854,0.6537086,0.924531,-0.13008657,-3.3425682,0.3779819,0.39072254,1.0484471,-1.2547085,-0.48166555,0.9695161,0.60602874,1.8037642,-0.207568,-1.4524697,-3.010992,-0.6653935,-1.9245386,-2.8887818,-0.17426099
ROBO4,0.19030428,-2.157981,-1.5688593,0.59028405,-0.9448821,-0.88083756,1.2433066,1.5594786,-1.565037,-0.12397848,-2.4526176,0.08035754,2.413102,-1.1535889,-2.3853035,-2.4052184,0.19009426,-1.4998808,-2.6412947,-0.5100165
EI24,0.04202745,-2.62668,-2.2179315,-0.43203023,0.6794523,0.5364268,-0.09169538,-0.07079923,0.048381582,0.7408509,-0.26881638,-2.9327085,-1.0065682,0.758806,0.186979,0.70097685,0.6126002,0.37921423,0.3888325,-2.2649343
ETS1,0.30827153,-0.4719376,-1.1148167,0.066106,-1.2427261,0.32388067,-0.17156747,0.94685054,-0.48084858,0.28590605,0.3774624,-2.6510525,1.4886025,0.10504648,-3.2855163,-0.38352787,0.33376232,-0.8738557,-0.48869812,0.05838824
APLP2,0.4810391,1.0713404,0.30614215,-0.09953755,0.2977971,-0.5421029,0.35792184,0.25824165,-0.6781406,-1.9361122,0.29524478,0.40648878,0.30556613,0.096194446,-0.2927537,-1.1823593,0.21968846,0.4377556,-1.3014542,0.51229256
SLC6A12,1.1304182,-2.383009,-3.1224985,0.43043607,0.95756084,-0.05446643,-0.68169934,-0.08983161,0.1226575,-0.5685767,-0.9387329,-2.7281694,-0.3371333,0.7326726,0.603758,-0.865063,-0.0753793,1.1989127,-0.04051363,-2.0439272
TSPAN9,0.43177298,-1.1360414,-0.37699947,0.043046903,0.918735,0.3574907,-1.4133601,-0.2172255,0.06622314,-0.9407021,-0.53498745,-0.50486314,0.9619425,0.3555706,0.23647521,-2.799871,0.27112994,0.891388,-0.07385785,-2.8290892
CCND2,-0.33309332,-0.80849755,0.13070743,0.25556663,-1.9593736,0.04332591,-1.236192,1.5227429,-0.4723167,0.6229216,-1.5375446,-0.38710624,2.303748,-0.6905651,0.38358825,-2.0118687,-0.6858495,-2.9768612,0.047463734,-2.4348695
CD9,-0.8128331,0.13383573,0.3238573,-0.2734955,-0.5607388,0.3898801,0.17975163,-0.28765786,0.11414725,0.64066935,0.9991956,-2.6013725,1.1645337,0.44313064,-2.1204925,-0.93103987,-2.024528,-0.88926506,0.2177055,0.13755842
TNFRSF1A,0.31107563,-0.55700064,0.73197156,0.28766897,-0.3351806,-0.3126381,-0.8156939,0.40700004,-0.12350801,0.14015459,0.87399054,0.80799174,1.2176867,-0.18944956,-0.3178086,-1.2631804,-1.0592378,-0.21250917,-0.6817872,-0.31298715
LTBR,0.52377206,-0.7817005,-1.0328511,-0.9900945,0.75034815,0.0395032,0.80668443,-1.1614867,-0.25817502,0.69117886,0.4780764,-2.625401,0.95064205,0.9626907,-1.4917265,0.50828785,-1.6797864,0.4817253,0.12603056,-1.6690178
MRPL51,-0.6764279,0.3326797,-0.8902716,-0.016324094,0.44226143,0.6480856,-0.5801217,-0.4784338,-0.01732523,0.36698586,-0.7361166,-3.0270104,0.6264739,-0.27933824,-0.3826236,0.631538,0.89741915,-1.5854415,0.3110874,-0.23093048
CHD4,-0.26103225,-0.27077577,0.3501533,-0.015299968,0.29385886,-1.0046285,-0.18566775,0.8394444,0.0023046087,-0.07250097,0.59565204,-1.9945519,1.0137577,0.6150325,-1.0958272,-1.0334204,0.06937805,-0.13280654,-0.101536475,-2.9062922
MLF2,0.22375779,-1.0782232,0.1621204,-0.04441046,0.61978275,0.23263161,-0.36139613,-0.5003362,-0.15687688,-0.048573215,-1.1540346,-1.602,0.5340152,0.005402591,0.23280378,0.47069854,0.30712464,0.41654813,0.09629411,-1.3231325
PTMS,0.27049798,0.8717488,0.9803011,-0.33940327,-0.05132979,-0.46375802,0.5675256,0.43344778,-0.899419,-2.124055,0.47990552,1.2792698,0.20763391,-1.1258674,0.0022308035,-0.86622334,0.20316051,0.38860178,-1.9860184,0.7949947
ENO2,0.8124517,-3.2761977,-2.3896809,0.6464526,0.5127052,0.24503566,-2.240454,-0.21528973,0.0971926,0.14738615,-2.4323325,-0.75513154,1.3367096,-0.23237303,-2.4364414,0.5785446,-1.766687,0.5008222,0.08879207,-1.5905293
C12orf57,-0.60857916,0.64589864,1.0968045,-0.2818614,-0.27127388,-0.66072226,0.61837083,-0.06580589,-0.7264491,-1.1299379,-0.010445828,1.8430107,-1.0936253,-0.9805736,0.2583661,-0.44440028,-0.5578636,-0.3924189,-1.1684732,0.6845009
PHB2,0.21819769,0.2291585,-0.37027374,0.042192414,0.067944154,0.42416188,-0.035644386,-0.46346518,-0.5057591,0.0913657,-0.24151133,-0.27836058,0.8658331,-0.13392632,-3.3356426,0.50153,-0.7969189,0.27672958,-0.262894,-0.07642599
LPCAT3,0.19216801,-3.230302,-2.8136215,0.794208,1.6755794,-1.6244578,-2.8608139,-0.16636583,0.9353956,0.0076805153,-2.9148767,-2.584614,-0.92412263,1.4628803,-1.910983,-1.8844204,-0.12922724,1.3067049,1.3787216,-2.6011155
RBP5,0.058917563,-1.9036634,-2.6539438,-0.3237156,0.5105112,0.8029051,-0.7779538,-2.4154599,0.61490345,1.0348643,-0.92651916,-0.8552595,-0.5945246,0.87312824,-3.0268385,0.30188036,-0.61778057,0.54640543,1.4062338,-2.842717
SLC2A3,0.5902532,-2.7286067,0.30648407,-0.763253,-0.34582332,0.25578874,-2.4783568,0.9386705,0.32041514,0.6383658,1.4664725,-2.9700093,0.2134778,-1.8837458,0.21165466,0.96606463,-1.6264865,-0.2075183,-0.7153695,-0.96326923
M6PR,-0.45967332,-0.34333694,-2.7653027,0.03582348,0.6840169,0.40721554,-0.45134735,-0.9824483,0.37407637,0.6114091,-0.5074857,-2.9157028,0.73211557,0.813261,-2.9803576,-0.06205492,-0.037434354,-0.5585465,0.8620971,0.24811932
YBX3,0.1406682,0.9038231,0.25588024,0.010817826,0.026206981,-0.098946385,-0.8470943,0.3463311,-0.5168405,-0.3458115,0.56489503,-0.49781337,-0.015196474,-1.7794293,-0.042512227,0.4001122,0.44855845,0.5297786,-1.3315599,0.2952977
APOLD1,-0.04143013,-0.20131752,0.6250774,-0.5521188,-3.0909157,-0.47833863,-1.1155006,1.0601894,0.4555114,0.5511635,2.0346344,0.93106043,0.98427653,-0.7948385,1.0408461,-0.6174496,-1.5867816,-0.18679045,-2.7995121,-2.6452188
EMP1,0.60963047,-0.14943321,-2.1688335,0.25148842,-2.7543604,1.1910356,-0.832225,1.3352726,-1.4596379,-0.61507696,0.5473268,-2.6188335,2.2806735,0.3886439,-2.8263855,-2.4034846,-0.26837933,-2.4951797,-2.9033594,-2.4171941
H2AFJ,-0.60602665,-0.55980235,0.5570654,0.11032989,0.21664532,0.26629296,0.32937098,0.51119,-0.23650241,-0.2466345,0.7299316,1.1392391,0.8914723,-0.5535831,-0.24235435,-1.3787477,-0.00932784,-0.23124751,-0.23802345,-0.840674
ARHGDIB,0.004857856,0.17203096,1.1715214,-0.50529027,-2.9355168,-0.08060642,0.69209063,0.7206969,-0.13227476,0.06613182,1.1593355,-0.6783517,1.2809722,-1.3891312,-0.5165289,-0.08467612,0.10747059,-0.19062161,-0.45646068,-2.4917161
EPS8,-0.64248335,-0.5152441,-0.7331917,0.011147708,0.64823943,0.65970635,-3.6266625,0.16227572,-0.00469862,0.35379198,-1.5855182,0.27446154,0.8294571,0.80088663,-2.8443258,-0.031778663,-0.22698957,-0.15096754,0.7387581,-0.75076133
DERA,-0.03796233,-0.5678771,-1.4767972,-1.1386331,1.4072915,0.72251755,-3.496424,-3.3226767,0.28937235,0.3279982,-0.45469782,-2.6265786,-1.0806956,1.0693102,-1.3219872,0.122540995,0.45790595,-2.664432,0.90051067,0.6683369
MGST1,-0.48380724,0.4163664,-0.484787,-0.35204944,0.5973406,0.34917197,-1.5676194,-0.8808901,0.06574254,0.31361696,0.1928977,-3.4465842,-0.85621375,-0.018111482,0.30240184,0.4959089,0.49640867,-0.18148533,0.27057123,0.50368917
LDHB,0.31072423,1.2005076,0.10944434,-0.10029794,0.6422294,-0.0048082126,-0.8503396,-0.4984798,-0.42190313,-0.4329275,0.20927328,-2.909298,-0.58998144,-0.09377656,0.2121613,0.17295974,0.68488765,0.4014114,-1.0926292,1.2404495
BHLHE41,0.011371042,0.8545987,-2.0383863,0.596336,0.41351017,0.5283255,-1.7533064,-2.9717913,-0.22439155,0.32699198,-3.404183,-2.931088,0.6522577,0.014448524,-0.50186074,0.4598741,0.6935764,-0.63490605,0.41600585,0.66040677
TM7SF3,0.54902905,0.7400734,-3.3061326,0.25020027,0.94331396,0.08253364,-1.6574926,-1.1269568,0.097752675,-0.20808665,-1.0425684,-3.1254215,-1.1441352,0.7598081,0.26079214,-0.3796276,0.7806155,0.9316857,0.07197515,0.1499831
PPFIBP1,0.3904734,0.6380386,-2.377045,0.53631556,0.77983034,0.82115275,-2.6221616,0.04378305,-0.70620894,-1.105938,-1.6137134,-1.8074955,1.245111,0.8377792,-2.090752,-2.7153451,1.4185568,0.07478632,-1.6537341,-0.6272973
LRRK2,0.48984313,0.10766184,-3.2415104,0.9277863,0.96491516,0.5345532,-3.5060103,-1.6230689,0.28943866,0.106792346,-2.1977456,-2.6849644,-1.4074454,1.433332,-0.6060853,-1.4854751,0.9387012,0.623666,0.9879358,-2.4710734
ANO6,0.35886145,0.1243313,-2.8213136,-0.2520303,1.3031629,0.14654829,-1.9302931,0.26122874,-0.08552599,0.028256379,-1.3926412,-1.9136357,-0.04726065,1.0720676,-1.1133116,-0.8691901,0.53516996,0.49968484,0.6784359,0.12127501
SLC38A1,0.37582362,-0.06056732,-2.522365,0.56641287,0.95784783,0.6727428,-2.328591,-0.6248728,-0.5295629,-0.26025453,-2.0916913,-2.9595504,0.5408124,0.9837626,-0.564288,-1.5668886,0.8040794,0.7399371,-0.07882004,0.25038588
SLC38A2,0.24671437,-0.2368765,-1.787698,0.42531222,0.41825017,0.6515273,-3.620814,0.7724107,-0.26480982,-0.09318024,0.4392413,-2.8792045,1.4214282,-0.8000192,0.3374458,-0.10225035,0.12673812,0.033349346,-1.1118544,-2.2157428
TMEM106C,0.40143844,-0.26213673,-3.3208184,-0.12062252,1.1963233,0.54905605,-2.4901433,-1.1483955,0.007880961,0.5303581,-1.8329347,-2.7974591,0.5797048,0.9788382,-0.3567843,-0.22457024,-2.1300204,0.6483306,0.85968935,0.07244447
