,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 9,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
2096,1.2434435,0.74918854,0.651819,1.2095805,0.49568513,0.43363935,323.7235,1.8663521,1.7759233,0.45513046,0.41508475,4.240672,2.7378693,1.5450178,1.0798445,2.5130248,1.1789625,1.0478764,0.6938905,0.7524345,0.6394524,0.7328575,0.8170153,0.88930357
2097,2.506847,0.547503,0.40544403,3.9448798,2.1415339,1.2085006,0.93689454,1.275069,1.5902376,0.51431185,3.0222263,13.863736,3.8166842,2.3384478,0.35783452,0.4812811,1.2503136,5.615809,0.4545209,0.60011303,0.9977177,5.766378,0.8224838,0.713153
2098,1.5674208,0.8493606,0.65878356,10.259414,1.2542143,2.3501792,0.9800178,1.377859,0.982401,0.80948627,3.936986,1.8994696,6.0051737,3.5272777,0.55182874,0.6995885,4.636892,2.0052483,0.6465802,0.44862497,0.8357527,5.5155807,0.5314471,0.8654847
2099,1.4830612,1.2674339,0.752614,4.5517883,3.8133135,4.160984,0.7365149,0.760888,0.5813813,0.76454616,2.1419244,1.3262677,8.710868,3.8314483,0.532931,0.6655741,3.9782422,2.0417867,0.6396592,0.4161579,1.1268886,4.135208,0.48321578,0.90566117
2100,1.434284,1.3734779,0.8197602,2.6187234,2.6354427,6.4279304,0.6997983,0.7866998,0.55690527,0.64780426,6.22083,1.1873362,13.085049,1.5263724,0.37406892,0.5343449,1.255952,3.144168,0.4868874,0.34900358,3.995804,3.519161,0.43974137,1.048836
2101,1.5822809,1.585307,0.84041345,3.3460395,2.5112405,6.493819,0.68990165,0.6601865,0.5476,0.6820134,6.2487817,1.2455962,13.406204,1.7721326,0.3716296,0.6299176,0.33877704,2.0296426,0.8139565,0.61189103,6.102622,4.159433,0.54212093,1.2140629
2102,1.3801656,1.6564847,0.9135059,2.5932364,1.6243737,8.255249,0.7142969,0.7199441,0.6296153,0.66724503,1.3173596,1.4674848,36.30263,0.9403023,0.4195473,0.78375256,0.48278168,1.2919301,0.86951655,0.6378503,3.788489,2.2965004,0.426429,1.0730664
2103,1.3806268,1.4273541,0.8733665,3.0701764,1.2018168,9.556984,0.7303134,1.0987871,0.62366486,0.6214525,0.9961812,1.5866299,37.43647,1.4714762,0.37622932,0.7868203,0.64249,2.1678884,0.81558394,0.49893874,1.7121348,2.1821623,0.61371213,0.8878497
2104,1.108531,1.2888107,1.0434402,2.2322268,0.70045006,7.8068933,0.87652004,2.4856532,0.69007635,0.85582775,1.1417751,1.5808055,88.14732,0.8135213,0.5880521,0.6827265,2.5856667,2.020305,0.70153564,0.73164976,1.2966174,1.3113316,0.98479795,0.6731295
2105,1.052902,1.8280762,1.2302691,1.7909139,0.6511612,7.8809495,0.9161644,1.9709216,0.59782124,0.7922927,1.4772311,1.1980364,33.73566,0.57994604,0.7174507,0.74461716,5.209342,1.5151145,0.7013043,0.65254885,1.4116313,1.5516162,0.6508313,0.7005187
2106,1.0081975,0.8869295,1.2015289,0.9578936,1.0801007,9.650741,0.85318893,1.1737657,0.5927782,1.1501193,0.9598442,1.0936983,20.443657,0.49408856,0.49627167,0.72868204,1.108694,2.0932698,0.6011741,0.74026525,0.6132632,1.1982698,0.8884105,0.67961824
2107,1.0436273,0.9770651,1.1259831,0.66147345,1.7609172,10.985535,0.7898661,0.9252224,0.568524,1.0298469,1.235159,0.97312796,19.171656,0.37333852,0.50557476,0.6713562,0.7540183,3.093334,0.5794723,1.020239,0.58678555,1.170385,1.4732293,0.69230914
2108,0.92405874,0.8935892,1.2735955,0.57735676,1.138324,10.342205,0.8742236,0.8873962,0.5780072,1.2006942,1.3713837,0.9859225,56.575,0.3984994,0.59223497,0.7458896,0.9063522,2.4003823,0.64076895,1.2010382,0.5072695,1.1511528,1.3400893,0.73117584
2109,0.88124275,0.9238776,1.185691,0.601867,2.0857584,10.165201,0.84592867,1.0269647,0.5401707,1.117836,5.498499,0.91918135,13.13194,0.37360352,0.6621925,0.7727773,1.0153316,2.4378107,0.6192378,1.2094448,0.47154605,1.080465,1.3561169,0.74853003
2110,0.987084,1.0431066,1.2158703,0.58004504,1.4424601,11.554005,0.88591105,0.8488661,0.54238415,1.1222289,1.6952552,0.9860608,17.258633,0.3904431,0.7818002,0.9269641,0.872718,2.1153235,0.8211033,1.0728769,0.4537313,1.3341786,0.8820333,0.8331755
2111,0.9229929,0.9723772,1.3806398,0.5684731,0.9665809,10.23777,0.9143746,0.80464894,0.6015572,1.2671742,1.2695774,0.96067524,42.84146,0.3705674,0.76916057,0.8094892,0.82366216,2.6578813,0.73548186,1.6225675,0.5155708,1.368695,1.1330943,0.7570542
2112,0.99625313,1.0483308,1.0970347,0.5617841,1.6247647,12.3754835,0.80848014,0.8141261,0.5621079,1.1104369,1.1991006,1.0182638,20.476948,0.38669735,0.5273754,0.7134819,0.67049634,2.905639,0.65725005,0.94164366,0.5161469,1.3028536,1.2615869,0.7549455
2113,1.1154945,1.1417329,1.0796233,0.7391928,1.9385008,11.687472,0.7986286,0.8964355,0.56015676,0.9367457,1.173643,1.0683222,21.868761,0.43504912,0.51989764,0.8392898,0.505556,2.0599551,0.855181,0.7659319,0.49290955,1.6807142,0.762606,0.96198887
2114,0.95171165,1.0132787,0.92356455,0.60929364,3.0490317,10.938946,0.64303565,0.89038134,0.5842737,1.0747099,0.96287286,1.0521199,24.832268,0.39608863,0.44522908,0.6152382,0.5287549,3.343215,0.75876045,0.698996,0.57331365,1.2253916,1.240292,0.77985436
2115,0.90666723,0.82321095,1.0155463,0.5129784,5.315873,9.199448,0.6952922,0.68961513,0.5404391,1.4984633,1.6415902,0.96359324,20.443058,0.3898455,0.40119356,0.56829524,0.33498663,3.607156,0.92708486,0.8776076,0.9729666,1.2938571,1.4982151,0.9013023
2116,0.8540403,0.93255496,1.000467,0.4888987,5.53343,9.90424,0.7275504,0.68866557,0.5176082,1.4209476,3.6367228,0.9331814,28.016397,0.3554008,0.38327572,0.57956225,0.29476708,3.2427044,0.9547784,1.0506647,1.0062406,1.1768107,2.0981731,0.916411
2117,0.7228303,1.0168016,0.8626209,0.46163058,8.0170555,9.686342,0.67699206,0.66046584,0.50941074,1.5665098,5.434864,0.91698766,35.586235,0.34301925,0.351337,0.53881574,0.22352242,2.014736,0.9117149,1.4495821,0.9222797,1.1659449,2.5700803,0.8358548
2118,0.83620495,1.2096484,0.9445796,0.5658423,4.5040536,10.360002,0.7221402,0.64840996,0.572428,1.1880579,4.4858522,1.031939,18.447731,0.44296893,0.3895912,0.53646076,0.29637483,2.3618748,0.86721975,1.3234572,0.79825634,1.1001158,2.2763026,0.8517489
2119,0.839864,1.2490907,1.0124514,0.56819916,3.085393,9.27084,0.80500525,0.6978056,0.5544716,1.2263551,14.384968,0.9477033,17.21006,0.45733547,0.5258588,0.77011186,0.7678095,1.7145746,0.8590392,0.8496389,1.1686349,1.2125839,0.90177345,1.0181533
2120,0.76483786,1.2401464,0.97796607,0.47228974,4.1408954,9.659718,0.67259157,0.7670634,0.5535598,1.2876287,12.506072,0.9377366,17.3254,0.3307519,0.52505064,0.6617659,0.692549,2.6727173,0.8651598,0.7133897,1.0133541,1.1912581,1.0040513,0.92246765
2121,0.80875784,1.109543,0.9015283,0.57442963,4.33997,9.42342,0.6964988,0.77026963,0.54580826,1.138433,10.154687,0.90608764,34.103516,0.3457717,0.47396874,0.575205,0.6174002,2.6803463,0.7590289,0.6658989,1.1541004,1.2974466,0.9744462,0.85697883
2122,0.7590008,1.8330255,0.993261,0.4287963,4.7260733,11.078341,0.6345858,0.6603131,0.49803978,0.9530623,10.454979,0.87642574,14.584222,0.3232466,0.46993303,0.6603925,0.43974805,1.3484739,1.0059398,0.6058573,4.0007915,2.019769,0.61058915,1.4049858
2123,0.76354396,2.1465452,1.0200831,0.42123228,4.428403,11.661539,0.6247492,0.6192328,0.49716842,0.9962247,8.645083,0.91372466,11.774122,0.39747775,0.42055687,0.56770563,0.47651264,1.8768167,0.8301407,0.7264654,6.86192,1.8984774,0.75632244,1.3212695
2124,0.8299993,3.763751,1.1509559,0.4487131,3.7409725,7.2583,0.5577114,0.54697335,0.4167224,0.9596598,9.467417,0.8570543,12.531426,0.35694095,0.6098988,0.8021115,0.5208983,1.1217713,1.2541,0.7140484,19.344513,2.4829223,0.5895914,2.8585157
2125,0.7681385,9.451194,1.3287717,0.4877802,2.2746367,1.7573569,0.6924187,0.69672596,0.63260055,0.86583734,1.9517453,1.1926042,86.95052,0.49755833,0.77090526,1.0827398,0.7313674,0.86725336,2.0623665,0.65365857,7.495492,2.659815,0.6078582,3.5290828
2126,0.8022177,2.6242528,2.4430852,0.46275097,1.340795,1.9396319,0.74180746,0.741995,0.56775385,1.0469674,1.9025409,1.120004,40.078,0.4472204,1.0450665,0.8612224,1.0807675,2.1852736,1.0997256,0.5571502,12.891201,2.2517285,0.6991048,1.2259119
2127,0.74989974,1.8966932,2.4189148,0.50318563,1.1393559,1.3100419,0.6865742,1.0263363,0.58028173,1.0155295,2.296013,1.25664,58.93173,0.51541483,1.154053,0.8726812,1.289294,2.3924785,1.0084554,0.5199893,12.634891,2.0656364,0.60076886,1.3165226
2128,0.7229233,3.9156184,3.1140397,0.4855336,0.9555535,1.2805275,0.6257351,0.8307306,0.5640969,0.76886535,0.7824999,1.1863096,48.77924,0.5290275,1.3252572,1.1749437,1.1921703,0.67577636,1.7421657,0.3961505,14.203384,1.0442609,0.3900865,1.6333838
2129,0.73714834,1.47022,3.6349106,0.5516898,0.8276559,0.9850198,0.75919056,1.5309327,0.5306249,0.90963763,1.492607,0.99163324,26.712208,0.42598033,3.6010141,0.785823,2.5757382,1.0955186,0.804451,0.3756657,7.5788703,1.0129235,0.35716942,0.96551585
2130,0.713693,1.3501587,5.7664003,0.50898534,0.74520504,0.6882788,0.7737181,1.7141266,0.490434,0.7571866,2.635715,1.1422368,66.3521,0.4623783,6.3963847,0.6391574,1.8720963,0.5256966,0.93570757,0.3322704,2.2179062,1.1417841,0.3078366,1.0158191
2131,0.8520896,1.2901046,9.524332,0.5996567,0.7526816,0.6677882,0.95180786,1.2120985,0.61345947,0.7360263,0.6919587,1.3700142,9.320644,0.63276273,6.7296686,0.72198594,2.7199073,0.762233,0.69699615,0.24465472,1.2933671,0.76274383,0.35947356,0.5955808
2132,0.7318589,0.86593485,26.910862,0.49523872,0.47671416,0.5477884,1.2251428,0.9664023,0.6547452,0.54571104,0.77833414,1.3209859,7.293231,0.5818356,2.485481,3.2311294,0.57343626,0.4341321,0.472368,0.27778786,0.31923154,0.32326734,0.34350768,0.5126891
2133,0.79961467,1.031632,17.746988,0.47096586,0.5364291,0.57358634,1.0430822,0.88399553,0.66463196,0.543247,0.744113,1.3469467,8.459974,0.5524552,1.2337384,86.436844,0.90751505,0.65649444,0.84937245,0.6804669,0.4701673,0.6641754,0.81292516,0.9173824
2134,0.76492685,0.9545704,17.819433,0.41787052,0.50619274,0.488948,1.6256708,1.0469407,0.6831082,0.46158764,0.72374576,1.5351906,9.465717,0.58854455,1.1292492,108.487976,0.8450315,0.6437685,0.8307254,0.6542611,0.46331474,0.64721596,0.79337746,0.90182334
2135,0.7089752,0.8913381,13.115599,0.44840544,0.5054835,0.5246389,1.6114019,0.9738559,0.66839194,0.51816773,0.7352469,1.4446461,9.030315,0.6180193,1.1167005,114.203705,0.83687633,0.6506303,0.8429124,0.6595345,0.46844587,0.6496067,0.798439,0.920636
2136,0.7255496,1.0789499,17.343954,0.53041995,0.5983069,0.5850804,1.2578008,0.7581786,0.71507144,0.60012275,0.7646536,1.3874722,10.021001,0.65357935,1.0991424,94.2226,0.8165675,0.6425707,0.8409704,0.67086256,0.47138855,0.6579369,0.8060481,0.9804764
2137,0.6548458,0.65741765,40.36697,0.45457292,0.46588075,0.48662224,1.2131382,1.0084407,0.6515703,0.5279802,0.7422314,1.3442476,7.6096106,0.6078325,0.7071306,3.8710577,0.6279805,0.27418274,0.24453315,0.23526233,0.23585086,0.22054334,0.28372645,0.32091045
2138,0.6649043,0.6919973,35.553577,0.4646337,0.46299672,0.48242176,1.2121726,1.0643224,0.6516647,0.5626823,0.7370683,1.3732543,7.8316946,0.60469633,0.59176743,1.6838481,0.5350372,0.2123075,0.25759697,0.20307513,0.2085556,0.1854861,0.22880955,0.31142703
2139,0.60494196,0.84828305,31.739067,0.46383435,0.4426021,0.46655443,1.2056594,0.88050765,0.6749072,0.5475146,0.8359331,1.3528566,12.267525,0.60463524,0.83329856,8.304193,0.67102754,0.25935152,0.431986,0.32236278,0.28098473,0.29723722,0.31511638,0.5595548
2140,0.62174374,0.6320735,26.501957,0.45270705,0.438011,0.45870537,1.5018783,0.81965625,0.660413,0.53884983,0.8183123,1.3779107,9.746207,0.5449414,0.71122116,20.176205,0.56972903,0.32344547,0.5887655,0.38583466,0.30265233,0.397087,0.39534748,0.5465505
2141,0.6567646,0.90771645,23.277035,0.50311065,0.5068162,0.51284105,1.2656944,0.86037266,0.6699678,0.57299286,0.9388731,1.429003,11.432553,0.5604416,0.7426358,66.14881,0.5839895,0.45398924,0.76343906,0.5270315,0.42299715,0.4890959,0.5003701,0.816044
2142,0.6860515,1.113744,21.335571,0.45164552,0.5529548,0.5500015,1.2421407,0.7687322,0.60397035,0.5425286,0.8034668,1.4031293,8.694377,0.568734,1.0310034,166.11993,0.59487736,0.70522,1.1899352,0.7046562,0.522875,0.68870616,0.7222043,1.0581032
2143,0.71258783,1.0336198,21.905964,0.6588319,0.49862608,0.5059248,1.018026,0.9515272,0.63868135,0.5835532,0.6597417,1.3636806,8.006645,0.5849647,0.98375136,102.05132,0.5048306,0.60031193,1.1105803,0.6532144,0.51059926,0.6798355,0.63753957,0.8865783
2144,0.7387812,1.0949268,20.882935,0.522936,0.5315062,0.6184032,0.958027,0.79793805,0.6495869,0.62317884,0.6894816,1.3358114,8.342673,0.5776802,1.065963,57.522404,1.1031132,0.70623654,1.0450542,0.90352577,0.58171654,0.70186937,0.79264843,0.823681
2145,0.7535149,0.94719744,21.603565,0.5581409,0.56284344,0.5512246,1.0798125,0.930588,0.6791754,0.58926284,0.5983477,1.413898,8.920095,0.7219855,0.9070776,68.62015,1.1264979,1.0154198,0.87936014,0.69151115,0.76192015,0.62837684,0.7154927,0.5843719
2146,0.7377549,0.8153308,20.07162,0.51472056,0.53828365,0.5860412,0.96542215,0.76905566,0.65557146,0.6453632,0.66486955,1.3372309,8.758002,0.62268597,0.8947418,98.02161,1.2828391,0.7907326,1.1829022,0.7379664,0.7373462,0.67773384,0.7737145,0.7243144
2147,0.6374135,1.1305809,7.5454473,0.49465978,0.5085038,0.73427737,0.80421126,0.7073253,0.71443653,1.2527825,0.67030597,1.3087754,8.1,0.5451726,0.8467194,9.734348,8.109088,0.8852066,0.9432,0.7187569,0.6071816,0.8488885,0.6725894,0.47450674
2148,0.7337053,1.7705512,11.5572605,0.5710316,0.5632267,0.77162397,1.0691165,0.9022092,0.68982947,0.7013056,0.69689375,1.210139,9.476351,0.43516243,0.564615,1.1293575,0.6754211,19.184036,1.0837334,0.524068,0.65956396,0.42037857,0.47373915,1.418335
2149,0.6726033,1.5337719,9.335539,0.5299708,0.5555205,0.72096276,0.92734843,0.83867204,0.7036772,1.0643218,0.62577474,1.341966,38.226696,0.5722431,0.564615,1.1293575,0.6754211,19.184036,1.0837334,0.524068,0.65956396,0.42037857,0.47373915,1.418335
2150,0.8356843,1.164297,8.0802,0.67628473,0.7444764,0.8826735,0.9034679,0.87486076,0.7607529,0.8242315,0.603214,1.3347056,39.30865,0.5445933,0.5684477,1.1407813,0.6752993,18.70569,1.0842057,0.5215996,0.65286237,0.42232844,0.47676194,1.4080374
2153,0.74477905,0.9293263,19.6653,0.5807118,0.47335917,0.65052974,0.993932,0.79468167,0.67837477,0.613451,0.7802037,1.3053377,8.037859,0.59200203,1.0199276,31.355032,0.75269806,0.5727145,1.0378294,1.2715824,0.79718006,0.82708347,0.7209753,0.78686315
2156,1.4655902,0.8034475,0.6557226,1.3708507,0.60222805,0.46137798,268.15552,1.9458202,1.7422707,0.44477367,0.40349448,5.812034,2.6733627,1.7985816,0.9597292,3.7765217,0.9118944,1.0120867,2.2969208,0.9327313,0.85917264,1.2589182,0.9337183,1.2139515
2157,8.637346,0.6675391,0.41336495,7.630751,1.2148185,0.848384,1.1587625,1.1747409,1.4442109,0.39017177,1.4524714,13.062753,3.7192268,1.1079394,0.41510093,0.667355,2.2962997,3.1958272,0.5976824,0.44327974,0.78438145,8.558355,0.59558046,0.78816223
2158,2.134654,0.961328,0.5971701,9.274109,1.9675682,1.8671496,1.0228275,1.0297333,0.8069761,0.6748737,3.2284527,3.6704533,4.73118,2.988409,0.5275726,0.83287776,5.554255,1.9875823,0.6998245,0.40631583,0.87245923,6.7066493,0.47850984,1.0166603
2159,1.9248254,0.6771432,0.6123847,7.2758083,2.3202035,3.254171,0.82979256,1.5536387,0.7420942,0.7835494,4.1086154,1.5287687,7.2482276,6.6897454,0.5028185,0.6519415,3.4382944,1.7634715,0.5981599,0.51408386,1.0089724,3.1383312,0.5222251,0.7899631
2160,1.4969118,1.3634462,0.78910446,1.8736303,3.8626795,3.7397113,0.74361324,0.8680459,0.53729075,0.8403865,8.943521,1.1102827,23.260445,0.59229594,0.60109234,0.7273867,4.7918067,4.0336804,0.69228053,0.48926836,0.8825421,3.5048523,0.5601778,0.866154
2161,1.3773178,1.2981904,1.0123265,2.1509645,3.792173,9.374879,0.69351697,0.82592654,0.5062354,0.7718218,5.7845697,1.0499684,18.81746,0.5208425,0.3604769,0.60102105,0.5519221,2.3786616,0.6315834,0.5030846,6.1909394,3.9500475,0.46239346,1.1545203
2162,1.4376607,1.6200774,1.0275075,2.3554082,2.1449718,7.7384806,0.68235314,0.7405889,0.54445076,0.6812364,2.309631,1.270488,30.77162,0.6608562,0.40515086,0.60315424,0.2782257,1.1420376,0.8024314,1.2569927,6.4131255,3.1798337,0.7520382,1.0592825
2163,1.2497046,1.3092477,0.96040344,2.20289,1.3904896,9.926175,0.71156657,1.093857,0.5814031,0.6951344,2.2510235,1.433023,38.45973,0.74081326,0.4070407,0.65159917,1.1113306,2.4609284,0.56034327,0.49224278,1.243457,2.0793388,0.7579445,0.7745157
2164,0.8070295,1.6893353,1.3649381,1.0759346,0.6261136,7.4101124,0.8839557,2.2185779,0.5808546,0.68858373,0.99860966,1.4087167,52.58722,0.7732074,0.7523622,0.6920168,5.0557013,1.736641,0.6529321,0.84591526,1.7773619,1.0346712,0.8946062,0.6830492
2165,0.84346855,1.977234,1.1397128,1.0761443,0.672319,8.192113,0.7939389,2.2444508,0.53468597,0.75677156,0.9464065,1.1076732,24.883694,0.5427401,0.7906634,0.8833282,5.378152,1.0929625,0.85486597,0.46700397,2.4452636,1.3869785,0.45764783,0.85114723
2166,1.046896,1.9857352,1.4204028,0.90336466,0.7824218,7.0477586,0.8839495,1.8842303,0.5154805,0.713327,0.82682866,1.0225017,23.056725,0.45081285,0.72296524,0.8713891,5.0136476,0.88926685,0.8205502,0.51484346,1.7073529,1.6880889,0.4607131,0.9508336
2167,1.1989384,1.3647426,1.3114662,0.71981466,1.1897426,11.730946,0.80003405,0.93198645,0.57342446,0.8082056,0.94054526,1.0280539,24.19979,0.418637,0.47206447,0.7877169,0.8110654,1.8265465,0.7328102,0.55546755,0.93170035,2.100072,0.5440287,0.93016326
2168,0.9483706,0.9378246,1.127974,0.5650699,1.5027311,11.0592,0.82899714,0.9079908,0.571193,1.0819948,1.6270432,0.9852083,55.477802,0.40873072,0.62279266,0.8440731,0.75479954,2.621412,0.63332206,0.9693357,0.4491165,1.8939244,0.87893796,0.78693455
2169,0.95760167,1.2562268,1.2230272,0.9922298,0.9166304,8.873328,0.8859592,1.2867566,0.5487351,0.874285,1.1205212,1.136922,27.176098,0.42194766,0.5907984,0.73750323,1.5921813,1.730435,0.61664534,1.2581338,0.75376344,1.281385,0.785848,0.67937386
2170,1.0849719,1.2054235,1.0877955,0.6918471,1.2146797,11.223288,0.82650363,0.92180777,0.5459385,0.9842191,1.0602639,1.0957482,26.366388,0.38674963,0.61446244,0.80383444,0.91019,2.44045,0.618717,0.9945409,0.48221457,2.1903017,0.86710566,0.77795315
2171,0.93659234,1.629336,1.2555363,0.6619741,1.0828601,11.995878,0.9216541,1.2066205,0.52025354,0.934033,0.9532836,1.1110967,24.933233,0.4142298,0.7312141,0.89774394,0.52017695,1.6438075,0.7033921,0.7359479,0.5449454,2.4489696,0.61006105,0.97393066
2172,1.0300831,1.0594645,1.0338713,0.5776588,1.6157022,12.138121,0.81866074,0.85675704,0.5757548,1.0604739,1.8520272,0.98015726,35.551876,0.38830298,0.6407462,0.86319184,0.7003861,2.6528902,0.71689445,0.80383307,0.43592656,2.178357,0.7342288,0.83256876
2173,1.0224913,1.3614067,1.1407173,0.61479986,2.0650005,11.84774,0.7754943,0.7446388,0.577164,0.93087304,3.9371116,0.948329,25.124025,0.42854086,0.54833513,0.749149,0.41311294,2.0784554,0.94040984,0.8644018,0.6927802,1.7996161,0.7362755,0.9620547
2174,1.0813398,1.2974213,1.0687375,0.61448336,2.8073213,12.183413,0.75337815,0.8169414,0.5364313,0.99769986,0.9434502,1.0223184,19.654755,0.4072512,0.44799715,0.5928973,0.5084756,3.3364182,0.77462006,0.70212024,0.6891624,1.2551703,1.2170246,0.79906636
2175,0.9587952,0.8915864,1.0525048,0.56290704,3.6609511,9.634089,0.7042328,0.8009186,0.53749907,1.266136,0.92314804,1.0270879,19.808275,0.48778573,0.4500729,0.54541844,0.46900174,3.4992561,0.8323087,0.76370853,1.0347508,1.1486211,1.3429308,0.8504225
2176,0.8374859,1.3057716,1.0061626,0.5272373,6.2150173,9.967611,0.6923679,0.6442112,0.55312324,1.1186397,2.1506073,0.9167897,14.01733,0.35478416,0.3861213,0.54614383,0.26237404,2.422277,0.9840719,1.0986645,1.3669485,1.2031329,2.2180269,0.98116374
2177,0.82889825,1.023603,0.92859757,0.48199978,8.300451,8.936065,0.6751728,0.7234728,0.49155837,1.3751837,8.616142,0.882596,12.318637,0.36503887,0.35195798,0.5511388,0.21490365,2.026512,1.0154727,1.5672368,1.1674297,1.1060445,2.9865901,0.955207
2178,0.8251109,0.9284718,1.0000049,0.5370003,5.056177,10.879676,0.7477565,0.6900322,0.51754546,1.3476344,10.806396,1.0075046,18.387047,0.41310132,0.37362948,0.5616986,0.30471897,2.223784,0.88154024,1.1614788,0.95039696,1.2052794,2.0651526,0.88681823
2179,0.7956207,1.5157955,1.0224248,0.58942616,3.907216,12.401434,0.75387466,0.70823884,0.5695959,1.049499,8.279522,1.0267123,18.345613,0.4291333,0.4302679,0.5875808,0.39399096,2.0995333,0.8591108,1.1298221,1.6975315,1.2189457,1.6353322,0.90568733
2180,0.7602209,1.22436,0.9685204,0.4332092,5.463821,10.50853,0.64083076,0.6633026,0.5060129,1.3309367,16.13951,0.91971403,10.314459,0.37464976,0.45702899,0.5649034,0.5603378,3.928008,0.78818583,0.6915485,0.7801538,1.1302147,1.307921,0.79388887
2181,0.73866266,1.2613574,0.93153083,0.42316887,7.5815725,8.6978035,0.6755935,0.62989414,0.5100554,1.3102888,19.137749,0.89513505,14.737986,0.31330076,0.36656025,0.5737989,0.28058493,2.134112,1.0277451,1.1121043,2.0298555,1.3005546,1.8104485,0.97909045
2182,0.76410353,1.7396059,0.9417443,0.43253374,6.105672,10.416003,0.65092325,0.61325616,0.5078921,1.0662621,8.67326,0.84493464,12.974972,0.33223855,0.3979993,0.59734654,0.32003874,1.866932,0.97133285,0.9635461,2.7853506,1.5401902,1.2359389,1.0675117
2183,0.8767699,1.586698,1.0615543,0.50501984,4.4508038,10.083684,0.63057923,0.6860876,0.52761483,0.9046097,8.790237,0.8379734,12.131314,0.32076907,0.41141224,0.58074284,0.47846797,1.9767087,0.836013,0.72408646,4.86852,1.7328964,0.95757145,1.1956776
2184,0.99000967,2.6589646,0.9079807,0.4593987,5.9808745,7.577716,0.54523623,0.49822092,0.5116948,0.9129351,6.14343,0.97842187,21.27206,0.38923773,0.49978575,0.5954056,0.463035,1.1987754,1.020926,1.155327,16.099987,1.6464313,0.79875356,1.3848178
2185,0.8726738,2.1974528,1.1127205,0.5305343,4.013114,4.9379606,0.58388925,0.5145642,0.5283083,0.9785211,3.7080214,1.1693103,67.05085,0.46629065,0.5901831,0.8258578,0.3980338,0.981495,1.4903883,0.97337824,28.416689,1.8480142,0.65949184,2.468045
2186,0.90870774,2.906993,1.9928524,0.576846,1.9401203,2.0329409,0.67586213,0.6844869,0.59633505,0.9808335,0.762484,1.4280671,31.679262,0.51346034,1.0172591,0.9937084,0.79344577,1.9902587,1.5516343,0.54245365,18.141882,3.587392,0.67503196,1.5270029
2187,0.7081977,1.6233218,2.4248786,0.4468482,1.2107202,1.3815968,0.67631096,0.8386245,0.6551982,1.1177495,0.7553455,1.1758616,26.458168,0.5263906,1.1697775,0.7680616,1.0853447,2.5755916,1.0613086,0.7020661,11.290928,1.6807216,0.7341755,0.77195096
2188,0.76215136,1.5847554,2.5470917,0.5190305,1.1760335,1.6231313,0.6686342,0.94745934,0.65764195,0.96252483,1.2731622,1.3155713,37.777515,0.58447045,1.29209,0.7810336,1.2145225,2.5916169,1.0453705,0.7150388,10.97257,1.6003594,0.75451654,0.70828813
2189,0.77943087,2.0261002,3.5336685,0.54948807,0.9029936,1.4016895,0.7490028,0.760682,0.55777436,0.7536137,0.7845751,1.1119976,39.97091,0.4720891,1.5510782,0.8914646,1.4441905,0.88428414,1.1695085,0.46251333,14.0667,1.4465904,0.39685413,0.9616611
2190,0.6630285,1.4438705,3.7076278,0.43320006,0.8052085,1.0127318,0.7482792,1.3279202,0.5159584,0.83349115,1.9149134,1.1349058,52.14472,0.5001307,7.1710205,0.6975782,2.2764277,0.505884,0.6061651,0.4402294,7.080441,0.8354044,0.2843009,0.61882424
2191,0.6644513,1.3895282,7.653594,0.5071347,0.6733475,0.8123577,0.8350992,0.76144916,0.5977354,1.2276767,0.70395905,1.2968708,11.734841,0.53608465,5.5510626,0.71619344,1.3259286,0.38150635,1.154316,0.35633257,2.2946758,1.0691317,0.28850093,1.2025782
2192,0.7588368,1.0775454,23.172817,0.5387095,0.4800459,0.53588194,1.316788,1.0455837,0.6488563,0.52575064,0.7550401,1.3419499,7.796216,0.55924314,2.3916597,3.3221855,0.61983556,0.35817185,0.6980347,0.26801255,0.36963487,0.4831128,0.30399406,0.6137301
2193,0.6431435,0.95325434,23.22358,0.5075112,0.45311219,0.61231077,0.9383252,1.8767018,0.6220717,0.5294061,0.6870089,1.2477591,8.346699,0.5319145,1.1506238,39.817505,0.7848532,0.51305485,0.7463004,0.5418489,0.39407557,0.5260816,0.5903814,0.72811735
2194,0.7735245,1.154979,24.42096,0.57269436,0.55114913,0.5711639,1.1906236,0.89474523,0.7119193,0.5605227,0.68726695,1.3223011,8.209061,0.550741,1.1153448,38.6059,0.7693944,0.4398442,0.6049951,0.44599304,0.33534414,0.43479544,0.50841314,0.56576514
2195,0.6242429,0.9219974,14.602396,0.40384924,0.46065253,0.4901173,1.4114717,0.9475342,0.6199815,0.5480447,0.82253283,1.3563434,14.405518,0.5807142,0.93963385,39.541378,0.7949633,0.35825187,0.8741749,0.45951194,0.34236988,0.38666245,0.42878976,0.46345678
