,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 9,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
3541,0.893401,0.54568136,0.85270363,3.1574512,1.4314978,1.0166483,0.7876093,0.74660957,0.79349226,6.000783,0.63518214,1.3272032,14.5003805,3.864382,0.74077624,0.84268486,0.7546188,3.918665,1.1075445,0.82646126,0.66030395,1.0946447,7.589915,0.7203413
3542,0.9028431,0.6096721,0.7109623,1.3883023,2.0354843,0.8932272,0.78928125,0.73066866,0.8714696,4.9038305,0.54019207,1.5167458,11.795372,5.2083,0.630197,0.7937024,0.42806622,3.9278123,1.3368949,1.0485209,0.68880534,1.4838147,9.739034,0.7589919
3543,0.8806282,0.49479818,0.5307758,4.1162825,1.4039156,0.75288796,0.8244517,0.7476013,1.5585637,4.28055,0.54008496,3.7021425,6.3399787,6.623907,0.71404594,0.7977244,0.52104217,2.8875468,1.1077418,1.2472152,0.633723,1.2494259,9.711149,0.6709986
3544,0.8713695,0.56987065,0.6928873,2.4852674,1.2484092,0.7327988,0.87041163,0.8565643,1.0633223,5.2960443,1.2585825,3.8076174,5.131434,6.9077406,0.85514283,0.85606676,0.8991622,0.7967611,0.73942465,2.5810487,0.5138858,0.54163265,9.344511,0.6434165
3545,0.8493288,0.4937236,0.6451256,3.186898,0.93610764,0.7899217,1.0525608,1.0695716,0.9834391,5.1051474,3.8909626,1.7243056,6.0325127,6.363943,0.9628482,0.896126,1.4144595,0.66558003,0.6521126,2.5425544,0.4537345,0.44434136,7.5690975,0.63004047
3546,0.8717456,0.5684104,0.64864707,3.0064616,0.9997226,0.69840336,1.0245074,0.92465216,1.0367663,5.226506,2.369885,1.5529,6.7507315,6.7800927,1.0242923,0.8353814,1.4586155,0.76164204,0.6726287,2.1517754,0.50718313,0.4713841,6.6968884,0.62514377
3547,0.6859199,0.5831933,0.64426124,2.4860187,0.5795603,0.6819439,1.088481,1.3361028,1.3503351,4.4597187,1.3512256,2.301237,5.30903,7.664203,1.4634846,0.9163927,2.418106,0.55813664,0.66208035,2.5968554,0.5242981,0.42633942,4.500298,0.56102556
3548,0.9183825,0.4416794,0.57325697,1.9205227,0.44047982,0.5941273,1.284616,1.8638904,3.6347184,2.7430367,1.0195346,14.91547,3.8371367,2.1886654,1.7770216,0.96869713,4.050059,0.49610633,0.65746397,1.9342017,0.5734425,0.43886745,2.5390751,0.5319316
3549,0.8252081,0.4915077,0.4575394,2.1798508,0.47619045,0.5051323,1.3989975,3.3023672,8.290122,1.3185343,1.375373,6.1437054,3.207862,1.2299749,1.6896223,0.92974395,3.8928432,0.50232124,0.6192515,2.1210687,0.5511859,0.43334052,2.947932,0.5193389
3550,1.3307431,0.49824184,0.458019,1.8947158,0.63106894,0.48332173,1.2841884,4.3453503,17.26711,0.78654873,0.8645297,4.092254,3.000596,1.4957532,1.3308662,0.9485756,4.069686,0.8884306,0.6241252,1.1212744,0.45001706,0.5662116,2.4615536,0.52878994
3551,1.4554203,0.51175165,0.47054183,1.732639,0.61449164,0.43590185,1.5590508,6.723648,20.304802,0.7317032,0.9855208,3.1490593,2.854108,1.3610455,1.2203077,0.7768762,3.1912582,1.3403822,0.6000671,0.97732633,0.46556288,0.57570994,3.8159523,0.5219708
3552,1.8803842,0.68839866,0.43958622,7.151783,0.4529965,0.3884779,1.0607061,20.903378,1.3063173,0.30224723,0.5557359,30.414406,2.6029131,2.0000546,0.6494083,1.002971,5.886508,10.893959,1.0368004,0.43586886,2.380546,13.352911,0.4653361,1.853524
3553,4.041433,0.38644367,0.40198743,5.8544436,0.44970354,0.3904987,1.2404284,6.8903184,2.5835462,0.32501096,0.79550886,22.478447,2.823573,1.5836507,0.61658925,0.83791065,3.4112768,9.807107,0.8483682,0.39217627,2.6277535,17.87431,0.43159407,2.4253876
3554,2.2479708,0.36694145,0.3589113,5.0066633,0.8445683,0.6639087,0.9491012,2.4221015,3.7308989,0.38841712,1.3370272,18.538132,2.9809148,1.4961158,0.6216616,0.8135245,4.31498,10.539366,0.72064525,0.5287867,1.4618441,2.8355427,0.6349889,1.049398
3555,2.2979374,0.41755235,0.42378697,5.9261093,0.7757956,0.80357254,0.9886583,2.205279,3.5696926,0.40664953,1.8006777,12.464886,3.0429559,1.7351757,0.60696,0.79924554,4.142667,10.840133,0.6971368,0.51996005,1.427159,2.624402,0.6665534,1.0139474
3556,2.0327513,0.72589433,0.4725866,6.279214,0.8162059,1.0945896,1.1412543,2.3853996,1.5949411,0.48583424,1.3140858,11.138033,4.178868,2.2710705,0.5943581,0.8852865,3.5626009,5.9898763,0.78379065,0.45962855,2.3018162,2.1510556,0.52559966,1.2157841
3557,1.7946243,0.71151555,0.7060162,15.265196,0.8017298,2.7412462,1.0296844,1.5715765,1.4639969,0.60743535,0.5778698,2.865812,5.437337,1.8808177,0.47959924,0.6161806,1.7154559,5.9933553,0.55140185,0.66803443,1.1211864,1.2358435,1.161415,0.6889793
3558,1.2804513,0.6670058,0.83302915,11.781582,1.2471421,6.1444263,0.7405133,0.9457041,0.8054031,0.85743296,0.83842355,1.7158477,6.4761515,4.7741575,0.4021397,0.46507794,0.41942453,2.5549664,0.64709955,1.0299281,0.95996064,1.2403234,1.5465554,0.56128466
3559,1.1386565,0.8056504,0.91831815,4.68249,1.3611577,7.422058,0.75275445,1.0100027,0.70809585,0.975196,1.4312667,1.1615458,9.348,2.9427776,0.38925934,0.4688994,0.38127947,1.9330419,0.73569614,0.965422,0.95048404,1.3932695,1.1863589,0.5730546
3560,1.041893,0.97038996,1.2345498,1.3551747,0.8442267,9.486891,0.9763169,1.3503678,0.6263022,0.87966573,0.7302814,1.0783675,17.492136,0.62561816,0.5279145,0.8383672,1.0761405,1.2717173,0.6401664,1.0559139,0.5559678,1.064158,0.9074509,0.7040987
3561,0.96857476,0.91027,1.4484614,1.0062826,0.6088573,9.640167,1.2188295,1.3456635,0.5663187,1.016754,7.854678,0.97709286,13.055485,0.32177058,0.7028577,1.0932715,1.4647762,0.6303175,0.6787597,1.640145,0.49234626,1.06288,0.66601133,0.8602143
3562,0.9231437,0.9168277,1.3910294,0.6496095,0.9817909,8.717068,1.0102724,0.94607174,0.5591625,1.1948266,6.003064,0.9526092,30.427513,0.3765257,0.69192487,0.7216217,1.5092924,0.7462007,0.49618503,2.6968982,0.56015,0.671551,1.2700796,0.7014761
3563,0.9990761,0.9084244,1.3329054,1.0362335,1.0355048,9.680795,0.8739227,1.0931944,0.5453523,1.1955103,1.2104685,1.0594618,19.333735,0.413034,0.66187716,0.64665633,1.3739429,1.0607481,0.5041708,2.3288512,0.5785848,0.7523475,1.5182467,0.6552643
3564,1.0838162,1.406188,1.2328138,0.6574257,1.5966265,11.965324,0.8718378,0.8970268,0.5425133,0.91461,3.6520162,1.0126299,13.1103945,0.41302368,0.4473012,0.9742989,0.3604245,1.6280332,1.0691661,0.9969799,0.71831167,1.934667,0.8215111,1.1378764
3565,0.95504665,1.5674529,1.2396286,0.5932938,1.6105163,12.792078,0.6806544,0.7368804,0.5541582,0.8638246,2.9802027,1.0308695,11.755121,0.4137227,0.4561149,0.99252546,0.3851256,1.6393546,1.063454,1.1069325,0.66939354,1.8924005,0.8797271,1.1033976
3566,0.89610887,1.7344813,1.2705171,0.6417509,2.2226882,12.506767,0.7934679,0.70029354,0.555928,0.80221593,2.1552215,0.94614446,14.8016205,0.38328326,0.41324666,0.7759366,0.38037875,1.8797989,0.99345595,0.61885834,0.9161236,1.9075328,0.7752835,0.964154
3567,0.88116354,1.4667444,1.2521834,0.65010345,1.581067,10.87833,0.7880378,0.9117941,0.6318503,0.76883614,0.9127711,1.0082097,17.080427,0.42592064,0.4317064,0.6956358,0.43285343,1.9851769,0.97370714,0.5653144,0.9143604,1.6428897,0.7645506,0.919968
3568,0.814306,2.0532281,1.4510126,0.65367436,1.6075025,8.243916,0.6548734,0.67811584,0.5433413,0.7911501,0.68223685,1.2432666,34.189777,0.5380385,0.43571413,0.641076,0.5090545,1.8777854,1.0398399,0.41508874,2.2511458,1.8502676,0.4986392,1.1711534
3569,0.76826525,5.573457,1.3748394,0.6783246,0.79837096,4.366133,0.758185,1.218517,0.5336031,0.73292387,1.409138,1.3847642,50.68642,0.54508114,0.72230214,1.1405698,3.9010215,0.979638,1.3392957,0.80508655,13.313851,1.6896453,0.6232303,1.2550459
3570,0.844417,23.590881,1.2430949,0.71492267,0.8151545,1.8368139,0.8375418,0.81370044,0.6369064,0.7602623,0.8249346,1.557856,72.06995,0.7381073,0.68024415,1.1125094,3.5401056,0.9656308,1.3000014,0.6855505,12.765297,1.5773456,0.59085536,1.0190399
3571,1.0513983,123.74829,1.1565416,0.57414484,0.7926091,0.9041424,1.2341106,0.94073457,0.766649,0.8967699,0.75069946,1.2736534,9.850804,0.657539,0.6362922,0.6461286,0.9968288,1.5750161,1.6379184,0.91003966,5.497878,1.8692316,0.9473596,1.9131179
3572,0.99072766,113.986534,1.2380092,0.6505799,0.76297724,0.8111326,1.0852759,0.95372975,0.7927314,0.7950388,0.7741909,1.528235,57.54524,0.73600674,0.7003144,0.69083685,0.52276665,1.06221,1.3935976,0.4678667,2.1526585,1.9294472,0.48696902,0.851225
3573,1.0068656,118.12513,1.2639169,0.67977697,0.76322365,0.8286352,1.0758175,0.99015737,0.83642066,0.8264419,0.8054464,1.4259341,48.90793,0.6362467,0.59665996,1.30207,0.7765439,0.79745054,1.237504,0.7348605,1.1394631,0.973661,0.70636415,5.157712
3574,1.0183733,91.91256,1.2391546,0.80612695,0.7447886,0.7760968,1.082819,0.98366475,0.82627594,0.7796809,0.70779866,1.3306835,21.458971,0.610504,0.78387505,1.2552781,0.71365654,0.82364416,1.3483895,0.91410583,0.86018443,1.276106,0.80758876,10.973894
3575,0.85306334,45.358948,1.3905973,0.57522714,0.78350586,1.020354,0.94639015,0.74113315,0.71435344,0.72263515,0.7235559,1.407032,39.880695,0.660953,0.8984266,1.5801349,0.69506305,0.822218,1.377017,0.7650172,0.7763834,0.87856287,0.72472775,60.404423
3576,0.81790227,27.452078,1.9039022,0.5044302,0.72652495,1.1515256,0.85366404,0.7816912,0.6235218,0.80342764,0.8131633,1.0876904,24.092354,0.4730753,1.0450991,1.6352614,0.81111765,0.8925663,1.5401117,0.8045534,0.8962484,0.86453944,0.8028827,219.80153
3577,0.7033317,12.077413,2.1272538,0.43903622,0.63440263,1.3785859,0.7855114,0.7272092,0.5595742,0.6750852,0.64476144,1.1056364,25.05796,0.4783556,1.0642698,1.7641102,0.6979915,0.7445347,1.4903756,0.8531687,0.8922304,0.91691947,0.69501853,125.45754
3578,0.7084838,11.707583,2.4076877,0.45788407,0.68028915,1.9985449,0.6977747,0.6419599,0.5677526,0.7882185,0.67256725,1.1153302,25.75618,0.47394717,0.9128792,1.2374222,0.6106318,0.33710584,1.1339259,0.60918945,7.9213095,0.7932348,0.3768261,12.399472
3579,0.7120769,6.510335,2.5182734,0.54285467,0.6203861,1.9707255,0.7334031,0.8319609,0.5919268,0.79335153,0.7385553,1.0953653,29.815987,0.384724,1.289454,1.055515,1.1805501,0.5022824,0.7442506,0.749558,18.187601,0.6973046,0.57821745,1.3091881
3580,0.7174498,3.076618,2.5125303,0.5048655,0.81082416,2.7264595,0.6337258,0.8451207,0.5924198,0.8179982,0.94576824,1.1879091,23.66846,0.5500255,1.3253422,1.0114561,1.2265747,0.5001904,0.7610561,0.74128807,16.40789,0.68255144,0.57912177,1.2437462
3581,0.7074834,1.9029639,2.151271,0.53417385,0.7710056,4.562927,0.5774559,0.72021496,0.5897964,0.9125117,0.7965354,1.1503725,24.657661,0.5659647,0.7053172,0.62582636,0.7350784,0.83652204,0.8760868,1.2735628,11.129609,0.88805884,0.67362434,0.94314027
3582,0.69142103,0.9978388,1.3683248,0.7260072,1.2711289,5.5403624,0.67832017,0.74156255,0.62353516,1.38768,0.9926109,1.0379535,20.282444,0.37681836,0.6964259,0.44463927,1.020917,1.8659132,0.6498795,1.9677669,5.0531178,0.6337029,1.6137136,0.6388214
3583,0.72038996,0.95370543,1.1859268,0.73774743,1.2822523,4.8535624,0.6789158,0.71088994,0.60549355,1.5237858,1.1761839,1.0982913,14.611022,0.48899028,0.5820665,0.43833748,0.8047221,2.3235908,0.5974666,2.0000865,2.7729857,0.6789426,3.5386202,0.56608063
3584,0.8262681,1.0614963,1.3170767,0.5292297,1.5729847,3.8442528,0.60738504,1.210057,0.6625071,1.4267528,0.8709671,1.5225573,44.2594,0.76860076,0.56727844,0.45524696,0.66223603,2.9568603,0.6789346,1.7535301,2.4178956,0.7582069,5.111418,0.60145396
3585,0.766345,0.6642632,1.2914249,0.77029514,1.1118312,2.2577069,0.72571564,0.87593067,0.7315507,3.3286412,1.6838721,1.3565456,42.724888,0.6117413,0.7120477,0.58144915,0.80890083,2.4369223,0.80200785,1.1390359,0.99639803,0.8624664,6.8389773,0.6351161
3586,0.6935117,0.8530726,1.0455687,0.6193192,1.561843,2.1347837,0.60992444,0.66876566,0.71556294,4.4745846,1.1356845,1.2839704,42.52862,0.6743421,0.56300974,0.6029873,0.4723677,2.2791932,0.86052376,1.3426905,1.2899984,0.9497093,8.062616,0.78252435
3587,0.67105156,1.0417548,1.2623585,0.45709318,1.7176286,2.1248791,0.58475626,0.6937404,0.604481,4.968382,1.5098802,0.9551549,19.02349,0.46999586,0.68091077,0.6521262,0.99877167,2.4608376,0.7546473,0.9885801,0.7802709,0.85683393,7.2166433,0.6131049
3588,0.7237842,0.885122,1.1205412,0.4928283,1.7902385,1.8797269,0.64359033,0.7571266,0.55626965,6.985854,5.6225696,0.7213543,16.694233,0.27085346,0.72490025,0.7486704,1.5464922,1.961775,0.8033066,0.7795604,0.836475,0.8915164,5.981566,0.7386932
3589,0.7924576,0.70288277,1.0306985,0.819178,1.5046618,1.5090942,0.7247956,0.8563713,0.5835506,5.699135,10.884641,0.83924276,16.211971,0.3020142,0.8028463,0.79715854,2.139414,2.1457624,0.76705146,0.8204326,0.7396161,0.8387641,5.5156174,0.7243869
3590,0.71848106,0.7498275,1.0065744,0.9301777,2.5159144,1.4506571,0.6726268,0.6601598,0.58503443,5.923647,3.441961,1.2651668,7.509444,3.7477276,0.55251956,0.6821406,0.36729628,2.605711,1.1315047,1.3818586,0.99040496,1.3268055,9.841754,0.8544492
3591,0.7959979,0.6620836,0.68898857,1.9485905,2.3141842,0.6922221,0.7226347,0.57016814,0.9116966,5.17193,2.9104986,1.3903145,6.356505,4.7621098,0.6137334,0.744869,0.2702328,3.5349545,2.189183,1.5847243,0.8211194,2.3152323,11.980653,1.0115719
3592,0.77710575,0.7211808,0.82042277,1.4138362,2.3145368,1.0412631,0.71901524,0.66834545,0.69913477,5.7154627,9.14317,1.0965675,8.6277895,3.9341726,0.6477317,0.7563296,0.47681788,2.9293077,1.3162646,1.1015491,0.6566961,1.3048652,8.451946,0.777932
3593,0.8209738,0.66539395,1.3082182,0.7701057,1.2478744,1.8440696,0.9399034,1.006832,0.56735754,8.595727,7.1402993,0.8899531,11.25417,0.83767605,0.88660306,0.8559616,1.6558826,1.7418636,0.8863537,0.76817137,0.60605377,0.98740727,2.9932156,0.6997522
3594,0.8277155,0.8435943,1.1274186,0.5797392,1.1592044,1.5173709,0.7706184,1.0426655,0.5382475,8.861737,12.634791,0.8584967,14.905743,0.31046036,0.828836,0.9280569,1.8415802,2.0409536,0.8361932,0.7564282,0.532435,1.4743469,1.2446383,0.6049966
3595,0.83632386,0.8673994,1.1837126,0.49861786,1.7140582,1.3491193,0.73442507,0.7759742,0.5256443,10.060451,10.820909,0.91812813,15.664274,0.38490522,0.67404705,0.98047465,0.9200921,1.6306834,0.82782996,1.0353112,0.5983087,1.6681777,1.6657041,0.6590312
3596,0.8690405,0.78872454,1.0934777,0.58699924,1.5903151,1.5850616,0.7327311,1.007088,0.53875196,7.8779354,6.919311,0.95669544,19.795547,0.33950034,0.8167678,0.79824877,1.9641055,3.874921,0.83738416,0.68177205,0.64668745,1.2008927,2.8924844,0.64216846
3597,0.89019656,0.6786715,1.007666,0.71259654,1.7370684,1.5513268,0.74291945,0.9243645,0.5415232,8.268893,4.2410564,1.0383798,24.654175,0.40054142,0.73884153,0.79655737,0.7811707,3.1472204,1.0901657,0.83350986,0.7056332,1.2054687,5.71972,0.7716379
3598,0.85769886,0.78961384,1.141483,0.50067085,2.1129186,1.2866979,0.77288043,0.80722797,0.5259469,8.683154,10.179092,0.8944482,13.135135,0.33303317,0.79961026,0.7152536,1.2776299,1.7883179,0.7228962,1.313678,0.66159344,0.78756124,6.201703,0.6379866
3599,0.9034472,1.0211997,1.1534045,0.5026581,1.9569517,1.7329224,0.7082207,0.73900694,0.4743013,10.258672,6.120798,0.8296976,18.845348,0.31718004,0.48519602,0.76956606,0.36728793,1.3414037,0.9073462,1.1068238,1.2607292,1.414045,4.912029,0.85666853
3600,0.876017,1.107348,1.0245161,0.45627862,1.5937766,1.8510432,0.7328954,0.74958444,0.5108176,10.022751,8.957333,0.8877263,21.80044,0.34273264,0.51275957,0.8610358,0.47450885,1.4684869,0.92243236,0.8236324,1.2988398,1.4569304,3.8823805,0.8797322
3601,0.8853591,0.97054696,1.121716,0.5434651,1.5252508,1.5590854,0.7707826,0.8355969,0.5021628,9.446886,6.431446,0.8275769,18.524416,0.3135822,0.5650211,0.8284014,0.5186021,1.56464,0.94204044,0.8876932,1.7577491,1.2724943,4.2849913,0.87257785
3602,0.86588275,1.2220894,1.2433388,0.6100702,1.4166379,1.3003545,0.77562124,0.675039,0.5496725,6.198043,1.6535256,0.95599174,17.398823,0.43170822,0.7062912,0.98771805,0.4560783,1.0694246,1.607779,2.5836902,7.302512,1.4815409,6.261558,0.80473626
3603,0.91428304,0.7157037,0.96566784,1.2666665,1.354128,1.1043487,0.80475175,0.93937886,0.6779915,6.9288054,1.1419281,1.145553,15.053909,1.8490957,0.59562224,0.9080872,0.6439405,1.5907162,0.95189154,0.69802123,1.7677705,1.2712176,3.554626,0.8726899
3604,0.92290556,0.63153994,0.9330125,1.5162344,1.3991264,1.0151223,0.8011483,0.924124,0.6884519,6.598341,0.8992603,1.3024418,10.629362,3.8396702,0.6702585,0.74726987,0.672491,1.9316206,0.9979352,0.9456648,1.2845128,1.0471832,5.196371,0.7792337
3605,0.9116584,0.6890228,0.83673203,2.1948338,1.4157274,0.97151375,0.74808085,0.8092109,0.77179,6.3208494,0.7811717,1.3058691,10.50233,3.861067,0.6648947,0.7172255,0.7016583,1.6591965,0.91856956,1.1313603,1.3831019,0.93101466,5.336101,0.78403777
3606,0.91345495,0.59459317,0.9156481,1.1873441,1.4126012,0.959352,0.82531404,0.9835923,0.638018,7.397814,0.9894431,1.1439415,21.019901,1.2060006,0.84216505,0.8172735,1.3568428,2.8759441,0.9876683,0.7457781,0.7695939,0.943092,4.26778,0.67132455
3607,0.90045166,0.60990876,0.9187997,1.0041435,1.3831378,0.98283505,0.82575375,1.0042288,0.6156253,8.072226,0.9228152,1.2111685,16.812347,1.4978395,0.85820305,0.8177014,1.3505205,3.4253545,1.0739901,0.6487928,0.77760774,0.97198176,3.8158467,0.69631165
3608,0.9349168,0.76569664,1.0145632,0.9567249,2.0652838,1.1248074,0.7319838,0.7690443,0.5805706,7.9677944,1.470208,1.0542548,14.373116,0.84680235,0.70140296,0.6693741,0.7171894,2.1926112,0.9971104,0.8966734,1.3011878,1.0180236,5.0571404,0.81058055
3609,0.9134808,0.89786375,1.0640311,0.7650831,1.7508937,1.4609013,0.6715572,0.6174455,0.5828973,5.4393735,1.6369026,1.0341088,15.634029,0.5823995,0.5732337,0.6744714,0.42435753,1.420906,1.0863954,1.9715819,1.7988477,0.94417626,9.5657,0.94318604
3610,0.923071,0.6477641,0.69302875,2.412197,1.402754,0.7536111,0.86163723,0.82111,1.0135585,4.4292145,0.87157077,1.7436664,7.6919775,7.798692,0.7186477,0.7038821,0.768492,1.8404816,0.9276334,1.1231382,0.87171936,0.8548859,6.96407,0.7142198
3611,0.8749696,0.6656968,0.8110193,2.0722594,1.3345935,1.0639209,0.8201431,0.78292537,0.73568666,5.963032,0.70837605,1.4934173,9.781525,6.512737,0.7786981,0.7643955,0.93850064,2.8538392,0.9544754,0.9166545,0.61899894,0.9633935,6.8219013,0.6674107
3612,0.9603684,0.5413232,0.5148414,2.555417,1.5622667,0.68557394,0.7435261,0.74337596,2.0425758,2.743229,0.5346144,5.543294,5.317475,5.139366,0.608975,0.81651044,0.44987985,4.740752,1.3013687,0.94297177,0.7431253,1.5790253,9.437818,0.779598
3613,0.77681094,0.6631045,0.52365667,2.3675392,1.8543051,0.7604965,0.6476804,0.6785768,1.4237692,3.563291,0.4934452,7.4248734,5.3411617,5.893875,0.4553187,0.6927608,0.26541924,5.838358,1.7600213,1.3972387,1.1220938,3.209552,13.287211,1.0696415
3614,0.8558768,0.52896875,0.469765,3.0632896,0.9433835,0.88198507,0.7944796,0.84327984,3.7856483,1.6209117,0.5460283,14.700765,4.5029726,2.4674716,0.6863528,0.73336935,0.5771211,1.2701557,0.89099824,2.0177484,0.61266875,0.8349703,9.645711,0.6729925
3615,0.76126325,0.45216972,0.5840266,3.8839982,0.93847024,0.64958817,0.91971326,0.98741174,1.8253374,4.0829153,0.712964,14.438402,4.372834,2.7140806,0.9231753,0.8474679,1.1542239,0.6127459,0.649549,2.5732691,0.47927034,0.44601107,8.157574,0.602784
3616,0.8020693,0.50456494,0.5153271,2.4260907,0.9588675,0.6904312,0.811556,0.8515589,1.8390357,3.3278122,1.6491973,11.067561,4.3737483,3.6647658,0.8555616,0.8015779,0.9641762,0.7610145,0.72237617,2.1839302,0.5389099,0.5571817,7.98741,0.64199173
3617,0.84937966,0.5030334,0.54053617,2.2897651,0.7552118,0.72594833,0.8780699,0.9646859,2.0530028,3.3754587,0.78351885,10.791777,4.2586794,3.4738734,0.9419405,0.804383,1.2107332,0.8851915,0.7161521,1.8704944,0.5454462,0.54549533,7.3224807,0.64486134
3618,0.91328853,0.4615152,0.49380136,2.0439339,0.79080063,0.5917551,0.8634783,1.1900833,5.623954,2.221697,1.2456641,9.378941,3.7468843,1.9187659,1.3810992,0.75324625,1.7444576,0.5642804,0.7143426,2.0146892,0.7454449,0.39201435,4.274571,0.5851069
3619,0.7890557,0.5074845,0.4900239,1.4517808,0.4395147,0.44066626,1.547724,3.874889,8.606326,1.1750717,1.2997204,6.380159,3.1961465,1.2218243,2.1523705,0.97642285,4.375655,0.51101714,0.73106825,1.4261597,0.6621515,0.45424703,1.8665729,0.55758345
3620,0.9815173,0.4903437,0.4854706,1.9987606,0.63611054,0.53523254,1.0838919,3.3360755,13.658331,1.0217762,1.055521,3.8018486,3.3905115,1.2917523,1.4324844,0.8437603,3.573347,0.8649677,0.62742203,1.40584,0.5158511,0.51073086,3.652197,0.5246645
3621,1.9465166,0.54470503,0.44932312,1.7424991,0.6199538,0.39396086,1.8634963,6.748558,25.104168,0.6285131,0.8303752,3.0759912,2.609652,1.2544234,1.1900281,0.82951546,3.415659,1.5331016,0.6492751,0.84435207,0.48071373,0.6277474,3.2932875,0.5495719
3622,2.1765099,0.54054564,0.39149842,2.0814545,0.6242793,0.36777315,1.300906,5.5397778,25.599836,0.4965532,1.1711667,3.7263675,2.4550748,1.3420228,1.2481666,0.9627737,3.8789232,1.4598936,0.73443985,0.7378535,0.47747624,0.6771371,2.488225,0.5745041
3623,3.970004,0.43021452,0.40910742,5.668283,0.46086514,0.33389968,1.235156,11.611571,2.509804,0.2947408,0.57721794,20.247215,2.6288195,1.5659695,0.6144056,0.9143522,6.6605296,11.19906,0.9726034,0.4392476,1.8004066,16.961147,0.4802042,1.5974165
3624,3.57035,0.38880914,0.41173112,5.9687996,0.517279,0.41103953,0.9866904,3.1708145,3.3778565,0.35114384,0.62228113,23.012993,2.7682142,1.5730789,0.51079273,0.74238664,3.5330772,14.314109,0.6002134,0.43792203,1.4981393,5.616481,0.546839,1.0957077
3625,3.376945,0.38533896,0.39024886,5.4157724,0.87013626,0.66681653,0.93563104,1.7697723,2.818786,0.43487978,2.7814133,15.273176,2.9924102,1.6256987,0.571139,0.7206156,3.978129,7.0695357,0.6667075,0.54639,1.0951638,2.357351,0.7226603,0.83980924
3626,2.4626172,0.50548875,0.5816327,7.605693,0.78109306,0.79841816,1.0764564,1.9601609,3.0847423,0.48033437,0.98766756,17.636105,3.9662938,1.7177689,0.5593167,0.72589034,3.662542,8.327012,0.63502705,0.5622277,1.2072554,2.1088934,0.8097647,0.8506474
3627,1.8414962,0.5389525,0.57207215,8.919117,0.96352255,2.6922827,0.8361237,1.3109291,1.3593965,0.86761,0.9767563,12.40103,4.054524,2.5401118,0.4921058,0.62084484,2.159072,3.9682183,0.5347558,0.63297135,0.9011516,1.3789791,1.0255018,0.63874996
