,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Metabolin private topic 2,Metabolin private topic 3,Metabolin private topic 4,Metabolin private topic 6,Metabolin private topic 9,Metabolin private topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
1539,1.39075,0.499595,1.0387267,8.881367,1.3910173,0.7590957,0.505754,0.44161952,0.63731545,0.6034416,213.85037,1.3514141,0.860994,0.6377571,0.6360328,1.1677698,1.015615,1.4514645,0.4899393,0.75772023,1.1969191,0.6206307,0.7756372,0.58154,0.7077666
1540,1.0306607,0.621983,1.0592678,10.492907,0.94360125,0.7802961,0.5643554,0.37155294,0.6820985,0.7284161,27.494457,1.9366834,0.53284746,0.4896897,0.49344555,1.6559149,0.84144044,1.5010753,0.58223957,0.8064261,1.351878,0.67924696,0.7992624,0.5502536,0.7571604
1541,2.0554266,0.6423763,0.91967213,11.506426,0.9227654,0.6725476,0.59506804,0.33286303,0.68808186,0.6536157,15.120971,1.0030222,0.7296261,0.4775654,0.43221784,1.2748461,0.72775906,1.6348833,0.7347092,0.87823516,1.6928837,0.7431107,0.816862,0.54167384,0.84502745
1542,2.4512055,0.67275417,1.0008745,10.514107,1.0386971,0.6371825,0.6672317,0.32913244,0.74511176,0.6361234,49.44214,1.080101,0.81606966,0.53727984,0.44356704,1.1949253,0.8363146,1.6513546,0.8910832,1.0186033,2.6192467,0.8295511,0.89746803,0.5858764,0.9947477
1543,1.4296944,0.61153245,0.9479575,9.798266,0.70783055,0.6625564,0.61411244,0.3453367,0.67549974,0.6800387,43.26556,0.9562839,0.75451875,0.5097861,0.39785612,1.2026732,0.6194488,2.224442,0.80178136,0.8713282,2.4356966,0.6702594,0.79690444,0.48703384,0.9170039
1544,3.4107285,0.47516543,0.67832524,7.5771246,0.57059884,0.55970484,0.5364807,0.6272983,0.59322697,0.74024117,340.32474,0.97180843,0.78408897,0.6648629,0.5914521,1.1578438,0.78380316,1.2612883,0.87130886,0.93258363,6.5971136,1.2373822,0.9965564,0.6670846,1.0997963
1545,3.4596016,0.526583,0.7178998,8.581855,0.6072774,0.6425532,0.56036484,0.51023346,0.62238526,0.67950606,74.49945,0.7614683,0.7465085,0.5481283,0.35514337,1.2855111,0.6281651,1.4061779,0.73020816,0.84081763,6.0101304,1.5144558,1.0064064,0.5797709,0.95507306
1546,1.0753971,0.4775856,0.9116841,5.186545,1.8885634,0.7174574,0.50918925,0.827531,0.58225805,0.6564517,24.021753,1.6475046,0.6861333,0.52911866,0.55636674,7.5808964,0.5305157,1.3302137,0.81119287,0.84482074,5.034026,3.3268578,0.88021684,0.5069186,0.9561607
1547,2.187544,0.60684067,0.609655,4.261755,1.7478626,0.61655605,0.64168227,2.5953097,0.59939414,0.84146667,8.380944,2.0929792,0.7387502,0.62599057,2.0865238,23.828224,0.56584585,0.62458277,1.2340274,1.1570655,7.6639733,8.042734,1.0255803,0.69225997,1.085194
1548,3.2150702,0.6445724,0.5729065,3.1790605,1.4040595,0.601348,0.6440149,3.0014992,0.64222574,0.82568526,5.5115623,1.8038063,0.7606132,0.7155527,3.714611,20.50342,0.5633169,0.5626981,1.3784102,1.3139453,7.1310854,9.069785,1.0434128,0.7893982,1.1817554
1549,7.2476206,0.803518,0.52371114,0.9192406,1.1249453,0.6155338,0.7673259,2.2955074,0.8509679,1.3852801,3.169098,0.9223985,1.6054548,0.96198416,6.196998,8.164187,0.4740012,0.7241277,2.4933577,1.2665172,4.480971,12.987689,1.1233791,0.7498656,1.1546891
1550,8.576301,0.70338845,0.44158703,0.64457166,0.93851596,0.5313406,0.88664424,4.270038,1.079894,2.8765278,3.6330018,0.78202164,1.6808496,1.1381825,10.158608,3.8094192,0.45015344,0.8156179,6.6076674,1.40231,2.7203946,22.752594,1.2020968,1.0087223,1.5959072
1551,9.652328,0.82426226,0.32875952,0.8263343,0.59064645,0.4271847,1.7449114,0.54604185,1.3405707,6.4948425,4.690362,0.9485193,1.5485066,1.1499716,15.383066,8.356963,0.36163613,0.29761493,4.626934,6.0710773,0.5162388,29.111988,1.211539,1.3375943,1.7974985
1552,3.362331,0.841629,0.4585888,0.6742852,0.43276078,0.42896748,1.2757568,3.8416944,0.9798255,6.5062284,4.197636,0.97989655,0.5865546,0.8076315,8.051905,1.9454643,0.30414164,0.2480679,3.2748582,5.2730374,0.2819998,42.817852,1.3169107,1.1884756,1.6534224
1553,3.7151823,0.6102615,0.4050862,0.67803955,0.48284346,0.6119901,1.1033407,6.686823,0.8372441,3.3862906,2.734538,1.0060915,0.5919813,1.0313635,1.4473267,1.4793519,0.35145658,0.34269187,1.9346181,2.196007,0.5448878,28.756582,1.2218823,1.0275327,1.2524046
1554,2.5277352,0.7920387,0.7519883,0.6242988,0.83920836,1.2087379,0.85046613,14.108198,0.881119,1.4027297,2.67558,1.3879948,0.4947034,1.1090467,3.0431652,1.1960227,0.43757138,0.66539407,0.618377,0.6094399,1.2651085,7.175827,0.749326,0.433472,0.7967895
1555,3.9550288,0.48547167,0.8162168,0.7108941,0.8915986,1.235495,0.80298936,16.316492,0.88433695,1.6755782,2.301798,1.7641462,0.60364664,1.2467896,3.4040744,0.85157496,0.4712981,0.53453565,0.88325155,0.81877416,0.8386226,10.5217905,0.8623357,0.6374931,0.9193505
1556,2.9548235,0.5599751,0.8975538,0.681962,0.941031,1.6977048,0.74940693,14.699498,0.8284066,1.3543552,1.9844327,2.6688645,0.5689944,0.9646138,3.2546504,0.5443918,0.5191573,0.8602916,0.72050154,0.6555613,2.0827034,8.4401045,0.74907523,0.4416974,0.90138894
1557,1.9277064,0.82019866,0.48998225,0.42619473,0.63920736,0.6924881,0.97659767,7.6008735,0.92662776,4.6526756,1.7083583,2.002184,0.8413679,1.1118684,7.5745134,0.40780503,0.5010874,0.6282007,1.7908843,1.949858,0.8089004,23.458942,1.3393435,1.1561096,1.586765
1558,2.641911,0.8844534,0.6834495,0.3769073,0.46447688,0.85725135,1.1745849,2.6621563,1.4939198,15.954,1.9976113,0.72911847,1.3009635,1.2846463,3.5723617,0.4491017,0.48406726,0.886708,1.2594241,2.4237869,5.812938,2.3818555,1.0578291,2.0850089,1.1446369
1559,1.9547791,0.8799156,0.6204652,0.4464933,0.35399133,1.0466952,0.96635795,11.160873,1.1296268,7.365507,2.7913003,0.5417108,2.3999043,2.2188141,0.8856402,0.516758,0.5583681,0.5933388,0.9413194,2.2693753,18.785812,2.1538134,1.0711038,2.4926555,0.87330693
1560,1.6146615,1.0725887,0.6485628,0.43244964,0.4331322,1.5319848,0.97257054,9.320646,1.1147797,7.290476,2.44132,0.5866005,1.4639772,2.0395868,0.6581742,0.59468424,0.5714711,0.77533156,0.8145281,1.5021619,38.065937,1.7053375,1.1131179,1.729695,0.9277506
1561,1.3668792,1.0674444,0.62523746,0.43653128,0.4651004,1.6198671,0.99104846,7.866761,1.0883548,7.30257,3.00708,0.7407756,1.3811444,2.1842744,0.67856735,0.48152262,0.5714711,0.77533156,0.8145281,1.5021619,38.065937,1.7053375,1.1131179,1.729695,0.9277506
1562,1.0550706,0.9773013,0.6805088,0.52496463,0.35543293,0.89637566,1.1256094,1.7926793,1.4788685,60.700115,2.4063923,0.6849793,0.97859097,1.5857387,0.7033072,0.5712258,0.7415921,1.3736082,0.89289874,1.7675389,3.570274,1.1425908,0.9391001,2.012047,0.8996584
1563,1.0802912,0.9516776,0.7037626,0.5305884,0.3719995,0.88097036,1.0819371,1.9536439,1.442133,65.15033,2.3541229,0.6059642,1.0743448,1.845099,0.76464933,0.70834756,0.6805271,4.2714705,1.5688779,1.4547614,17.638891,1.2606925,1.4632496,1.2866395,1.8107262
1564,0.90976334,0.87931454,0.72374886,0.5968992,0.4088038,0.8077344,1.2507677,1.1616151,1.3929422,104.70021,1.8651567,0.5054325,1.8638684,15.293789,0.5628733,0.7661463,0.72225505,1.053992,1.6110358,1.4972881,2.5498204,1.0142804,0.83696556,1.1438997,1.0276319
1565,0.79499424,1.0370597,0.6905358,0.60331106,0.34560692,0.7418833,1.8316802,1.0307531,1.4963474,67.38899,1.9631183,0.48572895,2.1468906,16.331762,0.58979845,0.86334634,0.6504347,0.58121693,1.2176517,1.3854822,0.7587423,0.6821643,11.530868,2.44178,1.4357022
1566,0.97583103,0.93141735,0.49986103,0.39318204,0.23465583,0.6412667,3.33531,1.3105257,1.1674464,13.306887,2.0967255,0.4340424,5.6841474,22.951517,0.5508199,1.1253518,0.46456173,1.396353,1.2957507,1.8259624,0.5403278,0.80572075,234.19876,1.3852736,1.9483342
1567,0.45323807,3.2965426,0.75262856,0.44856977,0.30122292,1.1916608,3.1444345,0.99419844,0.8851068,6.3149004,2.2205117,0.49835485,1.5238645,16.253439,0.5934726,1.5195826,0.49812046,1.3501303,1.2252629,1.7504038,0.5494665,0.81429136,190.62198,1.3979723,1.9013736
1568,0.5814197,6.1756916,0.6683997,0.4775662,0.34302044,0.83826447,2.8236897,0.7080163,0.95656556,3.751586,2.488533,0.40258187,1.9997449,3.1630628,0.63221943,2.6843448,0.8485384,0.89776623,1.7150422,1.5268395,0.80254877,0.6861047,518.6656,1.3473233,1.2293519
1569,0.5642053,8.819066,0.6831082,0.51736516,0.4402898,0.59642625,2.4368763,0.6274026,1.1035025,4.242944,2.746545,0.5826533,3.2327917,1.2989235,1.5261588,4.185453,0.819563,0.965021,1.4743495,1.6979643,0.76821387,0.7068464,703.66943,1.3019288,1.603175
1570,0.7299348,8.187954,0.8780379,0.57953984,0.59264,0.71689355,2.1270313,0.8427522,0.9734885,2.320213,3.3668246,1.2149111,1.385525,0.93495566,9.7193165,5.661798,0.81171685,0.9710733,1.4597499,1.7405946,0.76081747,0.7163289,718.6531,1.2858018,1.7022398
1571,1.4242508,1.0980034,0.58570963,0.59009564,1.126998,0.52019835,1.8252844,0.39749843,1.0532022,5.141575,4.960984,1.0760466,7.0333424,0.82286906,2.2417052,10.015856,0.82957363,0.9989401,1.5457295,1.6136309,0.8152275,0.7441337,561.1841,1.3277243,1.4716496
1572,1.3449608,1.8002168,0.9525908,0.58642125,0.4224778,4.386151,1.8806088,0.44896606,1.0072914,1.4274487,3.950889,0.48838526,13.967642,1.258998,0.68314624,7.618397,0.9751235,2498.0115,1.876909,1.8097368,0.96878374,1.3421628,1.7066834,1.3864474,1.8882872
1573,1.3618203,1.6654346,1.094311,0.66353476,0.74035907,0.85721356,1.9118938,0.54327726,1.0475659,1.4718606,2.7896533,0.5287514,1.5371555,24.967045,0.52298903,5.425163,0.9751235,2498.0115,1.876909,1.8097368,0.96878374,1.3421628,1.7066834,1.3864474,1.8882872
1578,0.5696357,3.3196325,0.5245768,0.53339386,0.34854248,0.55664206,42.26284,0.63416106,1.0726051,0.9875604,1.9348391,0.47564566,10.699357,2.3898156,1.1063824,0.7791356,0.6353719,0.5269649,1.2933614,6.323087,0.6029337,0.6200004,1.2360804,0.88119763,1.3897854
1579,0.71542716,5.108491,0.5730436,0.43403733,0.2767313,0.6153082,19.404316,0.6729003,2.0233555,1.0222446,1.9524031,0.3882475,4.8154535,5.5338573,0.46389985,0.38154,0.57562417,0.46822467,1.2104793,1.1248916,0.4568869,0.5471615,0.9786178,3.4533782,1.2804604
1580,0.6648909,7.126213,0.58971316,0.4466203,0.29967713,0.59998643,21.077108,0.6014509,1.6277993,1.175199,1.942995,0.43352318,13.484149,2.7176003,0.59360373,0.42769554,0.5797908,0.512255,1.1961738,0.90834016,0.483899,0.54089683,0.97559357,1.9487029,1.4476047
1581,0.58014584,11.062467,0.5257741,0.39568144,0.22481912,0.5140709,15.168558,0.40837595,1.7895136,2.2495348,2.2753649,0.4470268,24.84016,1.7517619,0.63322157,0.45049563,0.54079705,0.47763684,6.786324,1.1014903,0.430442,0.36434457,1.4324361,2.8024316,1.7170613
1582,0.613204,14.3223095,0.45984805,0.36364323,0.22952351,0.47097754,4.798579,0.3871805,3.4948425,2.066429,2.844709,0.50467455,22.959436,1.8840061,0.66082555,0.4033946,0.82689077,0.41445252,1.263207,1.2329572,0.37806568,0.4736891,2.1990354,38.314175,2.190493
1583,0.73670375,21.13609,0.429282,0.37349916,0.31371078,0.5538538,6.2182784,1.0007879,2.1928182,1.7552172,2.240236,0.70419383,2.4754493,13.210797,0.94684726,0.4702491,0.46826077,0.30698395,1.3212819,2.5114677,0.3521601,0.51445895,1.5723473,29.628414,2.1863632
1584,0.66494,33.208687,0.55463535,0.590602,0.52367496,0.62525374,3.4063668,1.0877638,1.2030268,1.1744788,2.0408626,1.0661432,0.937999,1.1381576,2.6665387,0.70376545,1.1889763,1.0484363,0.87573975,1.5415857,2.820236,0.9972496,0.9600385,0.8250164,0.9853986
1585,1.8842976,20.043543,0.81743854,0.78966004,0.57966864,0.8615128,1.0466417,1.489089,1.3563867,1.0337708,2.4614854,0.4393698,10.5302105,1.6857197,1.3609107,4.3878174,3.609847,2.5337906,0.9919506,0.8265821,8.581949,1.1762018,0.8580963,0.7706306,0.90163994
1586,1.8762815,14.052308,0.83514714,0.9042258,0.51590884,0.8739362,1.0731543,1.8967191,1.1204288,0.828267,2.362079,0.42186376,27.481237,1.6469647,0.8977553,1.537033,3.9701629,2.5481205,0.960189,0.8240682,7.4334564,1.1439885,0.8468747,0.79425746,0.88939947
1587,1.6046858,9.346321,0.8814117,1.0896597,1.0390254,0.70129687,0.8665493,0.9060488,0.9787681,0.77369666,3.9587436,0.5270429,23.14267,1.1019105,0.965815,9.48111,5.6393013,2.4028878,0.7813801,0.7428178,5.206575,1.2212367,0.77155733,0.77932733,0.75014514
1588,4.351168,3.1702662,0.67832136,1.626748,1.2907546,0.5491667,0.744472,0.4077345,0.8167087,0.5838113,9.195495,0.9162333,12.159158,0.7184389,0.9248105,4.6479,6.9485354,2.2546308,0.70223844,0.8934932,1.3204774,0.74651825,0.8058729,1.0859112,0.8242041
1589,4.426598,2.7610624,0.7646074,1.9229059,2.2493963,0.6041834,0.7464348,0.27263725,0.74203646,0.5964291,8.43627,0.82412004,4.130881,0.70894635,0.62497485,12.7894945,8.780656,1.923798,0.63961947,0.8767411,0.69823724,0.7573793,0.75263894,1.4887723,0.74485725
1590,1.6286824,0.94462955,0.9730557,3.0745702,2.7327182,0.7663681,0.60335255,0.6351489,0.5838966,0.62262374,6.3720155,1.366132,1.0672786,0.83146536,0.93368953,16.377321,5.331875,2.512704,0.4912782,0.7493514,1.1755633,0.6730347,0.7561317,0.7601379,0.6194515
1591,1.9177395,0.83697325,1.1135652,9.961562,1.225457,0.5859049,0.66817003,0.30197763,0.7677261,0.6022806,7.064232,0.82364273,0.9574657,0.5563043,0.44407666,2.2351,4.3091717,3.0378778,0.49683803,0.7689652,1.0506765,0.63871026,0.7595156,0.735926,0.6731319
1592,1.2813135,0.97834957,1.0236926,4.738532,3.1669052,0.77917874,0.6262179,0.51071316,0.6915138,0.5802117,9.789631,1.2846836,1.0914407,0.6124442,0.9255935,3.3539765,2.38472,2.0466967,0.43540052,0.70936203,1.060092,0.9292311,0.6936817,0.5863836,0.5977831
1593,1.6677754,0.63003147,1.1379812,4.041473,3.506641,0.6474944,0.5872891,0.5245345,0.7037841,0.49578378,8.228657,1.9383675,1.0988823,0.6247174,0.7553116,9.061328,1.8727162,1.9199972,0.4926658,0.71968853,1.1158048,1.1541705,0.6900219,0.49528193,0.64016235
1594,1.2397697,1.6112635,0.8499969,4.9176044,1.4110271,0.93762255,0.7745681,1.1341753,0.60826606,0.875125,60.38866,1.4838899,0.8352998,0.60109586,0.6035254,1.8836585,1.700315,2.5404804,0.6038225,1.0405096,1.3185596,1.2662762,0.7689151,0.729701,0.79895097
1595,1.5297427,0.52851593,0.893993,10.062128,0.76927173,0.68644845,0.5076877,0.4881606,0.68154466,0.5408454,160.64166,1.0411844,0.7290312,0.5683855,0.45712212,1.2373377,1.1200135,1.5239699,0.53903055,0.70421773,0.8652404,1.0124713,0.7746272,0.535916,0.70969355
1596,1.1417134,0.5501711,0.99504566,8.454817,1.2152642,0.6721246,0.5098696,0.36546153,0.65088534,0.48784092,154.77051,1.1074122,0.69391066,0.5408925,0.43705344,1.2606562,1.4194835,1.7752254,0.4973344,0.7080883,1.0180297,0.6799808,0.79026926,0.5669474,0.70862263
1597,2.0202105,0.592834,0.8792102,9.580916,0.95039374,0.71896625,0.55803144,0.3761713,0.6540738,0.579464,96.98898,1.0290082,0.7231236,0.5292524,0.4065424,1.0013071,1.5337775,1.4882599,0.50743574,0.71757436,0.9215548,0.7232507,0.77974,0.588979,0.707088
1598,0.9845874,0.5492568,0.9791236,9.165499,1.3150864,0.6467457,0.5265858,0.3668357,0.6721398,0.5634403,89.81671,1.2962898,0.69021034,0.56496257,0.5327335,1.0904735,1.0527227,1.8731228,0.4929037,0.74832296,1.1410321,0.5650395,0.81032664,0.5679754,0.7676135
1599,0.88223207,0.49017698,1.0265598,10.041217,0.86202157,0.7506618,0.4890759,0.44435602,0.6396301,0.5588105,186.34203,1.3188726,0.7891595,0.6290613,0.59542936,1.029109,0.82924545,1.3935535,0.60197747,0.8259214,1.3338366,0.70735055,0.8115502,0.5723454,0.7582181
1600,0.941575,0.5472922,1.0588508,8.81979,0.9703462,0.8502523,0.501119,0.4052366,0.64483666,0.61748356,61.170418,1.3121032,0.76559466,0.6027784,0.530308,1.3128742,1.0096161,1.744601,0.6231784,0.84630674,1.5705206,0.624802,0.8449131,0.5520406,0.8258877
1601,1.5876908,0.49109837,0.8863422,9.83503,0.64846945,0.6781323,0.58588946,0.47083205,0.630255,0.6314659,137.50847,1.1267344,0.71108025,0.55201113,0.44838896,1.3621581,0.7630244,1.4593714,0.8350557,0.9353584,1.7645618,0.89330834,0.87275606,0.5589882,0.9000805
1602,1.4834645,0.6072674,0.7963319,9.548801,1.0541688,0.68502337,0.6295784,0.34414676,0.66838986,0.63369966,117.81725,1.2760568,0.7092221,0.5266479,0.46663764,1.111269,0.72720504,1.9322448,0.8186117,0.91929513,1.7335997,0.9066992,0.8722741,0.5206946,0.9247398
1603,1.2629418,0.62531203,1.121034,10.2917,0.69668376,0.88759756,0.5516467,0.39278546,0.6319581,0.6569022,390.636,0.9395456,0.74963754,0.62605065,0.46635535,1.1166252,0.7805691,1.6575267,0.6721666,0.8213144,2.133075,0.84056103,0.8169645,0.53651017,0.8135003
1604,1.483392,0.5035348,1.0300189,7.869624,0.7208035,0.7842243,0.50546366,0.6345813,0.6151738,0.6381601,199.79715,0.9740818,0.73621887,0.60730875,0.4936218,1.5893711,0.6421052,1.7910391,0.61405426,0.76069456,2.6863966,1.1877968,0.7570579,0.4785424,0.7858548
1605,1.7027898,0.48269355,0.84348977,6.536064,1.322583,0.6367297,0.5318969,0.88735706,0.590822,0.70436865,17.007421,1.2715107,0.703323,0.5037025,0.48339674,8.4641695,0.64421767,1.5626086,0.6465804,0.81630415,5.099418,1.8624872,0.8202656,0.5310632,0.83861274
1606,1.151426,0.4867735,0.7974365,4.4538226,1.7994087,0.8030784,0.5166286,1.5269729,0.5781664,0.7004819,6.296419,2.0409656,0.89328015,0.64214,1.5574157,11.406827,0.52268344,1.3183297,0.77235556,0.8271446,4.551768,3.040815,0.8560403,0.50409997,0.9293781
1607,1.7428432,0.60692763,0.5356146,3.7294674,2.0955694,0.7751928,0.61998785,2.559341,0.6720599,0.7809083,8.059198,1.2706873,0.77969885,0.735144,8.320271,19.190157,0.60688376,0.61502415,1.3659757,1.3897994,7.7606483,7.289258,1.0853381,0.87069196,1.2361442
1608,4.2531424,1.1696498,0.5033264,0.8595715,1.006003,0.6356255,0.85681105,1.8334653,0.7502436,1.5777287,3.5876946,0.9076873,0.9337799,1.1024367,9.433433,6.2170043,0.70075357,0.7549505,3.4993863,1.3061342,5.608711,9.360813,1.0540404,1.5061984,2.1973083
1609,4.2749815,1.1075995,0.5657343,0.81320846,1.1000704,0.63595915,0.8198575,2.1604872,0.78857315,1.4513018,2.9648898,1.0276158,0.74297124,1.053543,18.338186,5.9073825,0.59227246,0.6661579,7.0756106,1.8191925,4.32622,14.188069,1.1297901,1.5736637,2.7144082
1610,8.476761,0.8744739,0.40886962,0.8669456,0.67824024,0.50759757,1.1528118,1.1246766,0.91258633,3.118341,4.687925,0.7239802,1.0767939,0.9746963,13.050164,6.4444547,0.38334906,0.35325366,9.347822,6.116007,0.4271617,30.232988,1.3136394,1.5643109,2.2134845
1611,4.872664,0.7734624,0.2865991,0.7670778,0.57686853,0.44188488,1.5615144,3.3336565,1.1024183,5.1445136,3.355001,1.2721281,0.64146614,0.8607482,3.9635763,1.1510234,0.29952884,0.21775037,2.6138868,8.080805,0.2732488,37.23302,1.2872367,1.1668377,1.2420214
1612,3.2117682,0.71721363,0.4278108,0.62285423,0.48520535,0.5319164,1.2190356,6.498408,0.82436657,3.6220646,2.7808762,1.2139331,0.5690838,1.0830368,1.8820292,1.0642085,0.34028345,0.28494263,2.3453918,3.5747426,0.3263804,33.334267,1.2400578,1.1359658,1.2179592
1613,1.835279,0.9629718,0.65853405,0.57712716,0.87251544,1.1124898,0.8778552,12.019747,0.83331656,2.2487574,2.4878948,1.3241197,0.6007006,1.1798011,1.4936504,0.91980886,0.32649127,0.49202478,0.97868943,0.77652204,0.80935144,8.984282,1.1154209,0.7020928,0.9628579
1614,3.1831007,0.64264584,0.8043605,0.6312157,0.743,1.227046,0.80243397,15.724657,0.94703186,1.8360564,2.2264416,1.7421594,0.5769697,1.126946,3.036369,0.69363135,0.47270155,0.7689989,0.6764159,0.6116201,1.6169086,6.825088,0.74800956,0.42742184,0.862563
1615,1.8941768,0.74468255,1.0183009,0.60442054,0.8061239,1.7009715,0.764813,12.337553,0.8212117,1.3743827,2.1422138,1.404765,0.69804174,0.88160163,1.957569,0.70065016,0.49091706,0.8768538,0.7237994,0.59025747,1.9493692,7.7149997,0.74735093,0.4053305,0.88613063
1616,2.7092967,0.80333257,0.534855,0.41704172,0.93918943,0.7324327,0.92872,7.9210544,0.890404,4.317547,1.8615817,2.924067,1.285056,1.2728255,9.778562,0.43598858,0.59289265,0.7702047,1.8388957,1.365458,1.0596844,22.733257,1.197992,0.9723174,1.8581051
1617,4.246779,0.8892051,0.6111636,0.4591149,0.43377048,0.64784694,0.9290997,5.938047,1.152929,6.3235464,2.1735926,1.792065,2.7868989,1.8530183,3.964012,0.4381601,0.39462882,1.1032883,1.461979,1.649129,7.812922,10.059984,1.4540987,1.1158558,1.2228692
1618,2.197989,0.75270766,0.6184961,0.46329984,0.31988746,1.4325601,0.9277981,11.439166,1.0705014,7.6220865,2.2050364,0.47432148,2.4081573,1.9243363,0.7560729,0.6590669,0.40122363,0.60668916,1.034249,1.9015703,10.768943,6.0698733,1.2225534,1.6488441,0.8868408
1619,1.7870979,0.80005455,0.72811884,0.4981518,0.39174747,2.0490675,0.8516637,12.954686,0.8639913,6.541553,2.1419506,0.6077056,1.2419341,1.7433478,0.7008904,0.6959508,0.5125048,1.1365124,0.80722564,1.3815352,20.39098,2.5861297,1.0078245,1.043021,1.0285926
1620,1.0561148,0.9754001,0.680804,0.51266384,0.3953447,1.7028697,0.967552,4.750863,1.0356416,10.372858,2.281361,0.48491356,1.1889285,1.8891152,0.52525294,0.72887987,0.6694338,1.2123768,0.8452569,1.729273,19.368109,1.3049731,0.8739431,1.5076298,1.1012545
1621,0.88557845,1.1862419,0.7398118,0.5110233,0.33373392,1.1789811,1.1888576,1.647767,1.2024865,39.399643,2.5037692,0.63838285,0.9494864,1.3386338,0.73715746,0.62423974,0.7151859,3.3005767,0.8156532,1.8541969,15.955217,0.9369844,1.3122416,1.4660326,0.9768421
1622,0.9704505,1.1784694,0.6527461,0.5516482,0.3546936,0.970472,1.2315385,1.3760327,1.2623711,63.849583,2.1265032,0.54832506,1.0852661,1.7062569,0.6609205,0.69801885,0.6798645,4.549318,1.3559134,1.4506019,15.733368,1.0187963,1.3079367,1.2947185,1.4308262
1623,0.67474544,0.9741781,0.7106507,0.49062896,0.30477148,1.0316572,1.111043,1.7134215,1.115515,46.25242,2.226676,0.4112812,3.6380844,6.25517,0.529125,0.5053592,0.7349031,2.2527733,0.9411938,1.2247001,8.226917,0.9158768,1.0304171,1.2919981,0.9413657
1624,0.6973752,1.114284,0.7094841,0.52718616,0.32451233,2.7119443,0.99839973,2.2460945,0.8620371,23.311846,1.6603557,0.38126138,6.206974,13.547101,0.5753156,0.6943565,0.7217051,5.8935447,1.1119446,1.4051597,17.020756,0.8894638,1.3537067,1.3179005,1.0673107
1625,0.54764295,1.5950708,0.677006,0.47467119,0.30216318,2.143863,2.0955157,0.7348634,1.0522339,23.049946,1.7667482,0.39135858,4.613816,11.452479,0.587693,0.6468334,0.5635833,6.099052,0.75983965,1.0809344,1.0391093,0.472756,32.94031,0.9732335,1.2307408
1626,0.48777476,5.1665654,0.6345066,0.46232647,0.40578398,2.896292,1.678785,0.69703877,0.74354947,11.176068,2.4234693,0.89257556,2.9457612,5.4950113,0.9490882,0.9558822,0.7381073,1.8182099,1.7555459,1.2652231,0.94910383,0.62426907,68.990265,1.1313188,1.130273
1627,0.4970745,8.360972,0.6779154,0.57478005,0.3366302,1.4551108,1.7984688,0.571424,0.8412751,10.227606,2.5256867,0.5541356,1.1399835,1.987779,0.6773388,3.2458537,0.50496405,9.009554,1.395508,1.167587,1.0957358,0.44658968,32.892414,1.1119674,2.4627376
1628,1.6130992,2.3489177,0.5935002,0.49415904,0.36842138,0.5251905,3.130053,0.6611293,1.2413555,3.5125992,2.7525148,0.62705743,4.870871,1.2926794,0.8095893,4.966731,0.81976557,0.9314419,1.6823398,1.5465195,0.78419197,0.69687,485.22018,1.3522108,1.2830203
1629,0.7551437,1.8994007,0.5807114,0.57498974,0.6189177,0.60001874,2.2631586,0.4834289,0.97079325,7.8683367,2.8877895,0.8924118,2.044154,1.1253823,3.386192,6.6914783,0.80960625,0.9929739,1.492011,1.6794286,0.78531337,0.73954034,530.33356,1.2876177,1.630879
1630,2.2334962,1.0789194,0.6213627,0.6189633,1.8175253,0.54258335,1.7176561,0.31661367,1.2619133,6.4229503,3.252324,1.328376,2.1876597,0.88296103,5.9169154,6.7693133,0.85822535,1.1177242,1.3185112,1.497725,0.85858274,0.7257269,682.89325,1.3853278,1.2994113
1631,2.3759866,1.1588912,0.6953628,0.77279764,1.2151651,0.48758703,0.9679687,0.47253206,1.0648766,1.6152346,7.0234365,1.1115842,13.035825,0.7508595,1.3340447,18.283665,1.3010292,16.825283,2.1041389,1.1869931,0.9217293,3.8367832,44.551575,1.0078946,2.2381458
1632,1.6044313,2.3830776,0.91580963,0.8270285,0.6837381,0.74412656,1.7024889,0.5537591,1.1526285,1.3845121,10.375511,0.7514047,11.776598,0.80110306,1.1275966,18.604767,0.9751235,2498.0115,1.876909,1.8097368,0.96878374,1.3421628,1.7066834,1.3864474,1.8882872
1633,1.4106498,2.8328757,0.80498224,0.5566722,0.3491667,4.3120413,1.8739474,0.4428047,1.0176063,1.5178418,4.118238,0.49463972,8.077566,1.5518559,0.61589617,5.279992,0.9751235,2498.0115,1.876909,1.8097368,0.96878374,1.3421628,1.7066834,1.3864474,1.8882872
1639,0.6294161,3.9454396,0.63664836,0.47424963,0.34247023,0.68061274,41.150845,0.6461496,1.0975509,1.1614463,1.7090864,0.40699425,3.9931936,4.095127,0.56043077,0.45527402,0.5393453,0.5293374,0.74371684,0.7973894,0.47719607,0.5475525,0.9908736,0.8820216,1.4578975
