,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
WDR1,0.28321457,-0.6669368,0.18185896,-0.084925346,0.23446523,-0.8760351,-0.3899742,0.63748556,0.3976904,-0.334274,0.19490865,-1.4632721,0.07652929,-2.6564457,0.14650257,1.0493377,0.44850463,-1.1697499,0.06693236
CPEB2,-1.0555208,-0.02769627,1.0070174,0.3212261,0.98293823,-0.48167548,0.4898743,0.3418555,-2.7226348,-1.2688664,-1.969141,-0.3120299,-2.3579895,-0.029325576,1.4509411,-0.74896294,-1.9219756,-2.5253015,-1.359755
FBXL5,-0.49796423,0.50526667,0.14175354,-0.17683165,0.013258961,0.122429185,0.3365788,-0.879312,-0.525825,0.54165834,0.1826318,0.1402206,0.36650014,-1.4257962,0.08800503,-1.4188886,0.7253917,-0.010441291,-1.6458182
FAM200B,-1.5432822,0.10681847,0.32056087,0.8655346,1.2087203,0.64080894,-2.598284,-0.17605068,-1.525204,-2.2107,1.197448,0.18181647,-2.4501324,-1.7847724,0.89080364,-1.5459405,0.60614234,-2.0044816,-2.1660783
LAP3,0.68130755,-2.187002,0.47633386,0.54987913,0.3587372,-2.8951454,-2.6883247,0.97935843,-2.7451568,0.72776765,-1.9893206,0.30955383,-0.49256217,-2.3685997,-0.12062172,1.4168266,-2.4232428,-0.24588346,0.6998856
RBM47,-0.63432467,-0.38526616,0.7061413,0.3910455,0.6515845,0.4376102,-2.9070327,0.4337144,-2.9152772,0.09838924,0.6907159,0.56280065,-0.3060842,-2.36448,0.39639395,0.30235988,-2.133673,-0.64346504,-1.6928653
OCIAD1,-0.9308629,0.3807026,0.16853799,0.0049383854,0.036312602,0.2998637,-0.017307902,-0.5117128,-1.3483775,0.5464588,0.21581239,0.19859268,-1.4197401,0.1231515,0.54122084,-0.63475984,-0.52250546,-1.9674231,-2.4599535
OCIAD2,-0.3793413,0.40389803,0.025579426,-0.05126591,0.093190864,0.08277688,0.4282694,-0.85125154,-0.36597148,0.217287,0.4261792,0.053813733,0.64844906,0.4796902,-0.27916715,-1.9025044,-0.8056373,-0.025269935,0.5696178
SGCB,-0.62846917,0.02162797,0.9546444,0.2988887,0.654558,0.48967037,-1.3377842,-1.517593,-1.4010977,-0.091743216,-0.028805183,1.1971188,0.38691983,-2.3564014,-1.6396425,-2.2851233,-0.7904507,0.12471093,-2.0995834
KDR,-0.06378258,0.32244855,-0.11378951,0.033013795,0.25486267,-1.68369,-0.12878715,0.3001607,-2.7688832,0.6196455,-0.36385164,-0.52013546,-0.7385871,0.11828307,0.046080925,0.53837234,0.411117,-0.13438311,-2.238628
UGT2A3,-3.3618739,1.3052143,-0.34570476,0.090629235,0.974647,-0.15024826,0.6875593,-2.644612,-1.4874247,-0.9290861,0.9745756,0.782096,0.02777852,-0.18183734,-2.403976,-3.2607157,0.8091652,0.8201196,-0.5067052
UGT2B7,-0.54098773,0.5231688,0.0039701946,0.3685553,0.78929985,0.38030478,-2.561463,-1.8880649,-2.7111568,1.0446045,0.7725401,0.58214736,1.06318,-1.5650922,0.3340726,-2.7047772,-2.4316692,-1.1622072,0.1013406
JCHAIN,-1.4083678,-1.6671863,-1.6082165,0.67427844,0.43991113,-1.4901445,-1.2587104,-1.1974167,2.1311262,1.3197947,-1.3692894,-0.825191,2.4663785,-1.0537206,0.21758762,-0.9933201,-0.96128404,-1.2884706,-0.9520135
SLC4A4,-1.8277134,0.97086376,0.5145402,0.003162887,0.6777264,0.7407229,-1.11826,-2.1540744,-3.0861485,0.020417254,0.08171061,1.3013886,0.06991482,0.52889854,-0.35556796,-2.7284646,0.348584,-2.8914318,-0.6931092
SCARB2,0.16124144,0.543644,-0.005424678,-0.19193709,-0.10828893,-0.17046663,0.1232191,-0.2985864,-1.3349751,1.0784801,-1.0016905,0.81553143,0.6824575,-1.9521388,-0.39640018,0.38505286,0.6133302,0.2952553,0.1760255
CCNI,-0.1579479,0.14852202,-1.2563739,-0.9745928,-1.7569048,-0.29758722,1.1281856,-1.979007,1.3214648,0.9738812,-2.2291188,-0.124280296,0.4621981,1.0629764,-1.8902676,-1.0550754,0.77384096,0.65488225,0.968793
CCNG2,-0.50172365,-0.87394553,0.5850268,0.26285514,0.78987896,0.91065246,-1.6729109,-0.13206314,-2.4662392,-0.33076146,-0.44838268,1.4988842,-0.47365433,-0.37756425,0.44068077,-0.51844937,-2.3084679,-2.942565,0.027058337
HNRNPD,-0.06292265,0.41333133,-0.32414398,-0.024519043,0.038246527,0.17979233,-2.159843,-0.44406834,0.046808366,0.90667075,0.009575098,-0.18130721,0.81445944,-2.7965784,-0.5109517,0.1892228,0.78824013,0.46397078,0.26149836
HNRNPDL,-0.018593572,0.57166797,-0.37847653,-0.1602959,0.02572301,-0.120053716,0.484993,-0.05201291,-0.8326038,0.67587894,-0.3601487,0.5222769,0.57472265,0.71679,-0.3851004,-0.04112578,0.5448562,0.52878594,-0.9929916
SEC31A,-0.4023717,0.50353545,0.47595957,0.08378643,0.17651458,0.28465286,-0.9692014,0.067727566,-1.8254597,-0.35704246,0.013322617,0.70987624,-2.8450723,0.53602487,0.49944717,-1.3982736,0.9156466,-0.43026063,-0.26527417
MRPS18C,0.06945186,-1.0328721,0.030768298,0.8595527,1.4178553,0.98933977,-2.72449,-0.3921975,-2.7010775,-2.68618,0.8354985,1.3307183,-2.3744812,-2.1150298,0.40784717,0.0010544033,-2.0577548,-1.8877217,-2.2641115
AFF1,-0.61644113,0.31947118,-0.13740005,-0.01049484,0.2966955,0.10851637,-2.350836,-0.48357412,0.39358786,0.43444028,-0.6164229,0.3285467,0.30726665,-1.4854871,0.30186808,-1.6838994,0.8468154,0.43762168,0.4384981
FAM13A,-0.31502068,0.6429059,-0.10894786,-0.15832283,0.37946692,0.42493317,-0.90589386,-0.93646246,-1.8878375,0.786446,0.039024893,0.63261575,0.5064444,0.009598655,0.45484757,-2.466552,0.18823244,0.30602357,0.11857657
PDLIM5,-0.2188074,-1.2968488,0.52110046,-0.102828376,0.5188538,-0.1551314,-1.8831992,0.22272193,-0.1522058,0.92992604,-0.013755031,-1.0223854,-0.78322387,-2.7069602,0.6688189,0.0864213,0.6629765,0.072622806,-2.644731
ADH5,-0.17476456,0.45591605,0.20625085,0.08666025,0.2464458,0.25063398,-2.695439,-1.3288115,-0.51849735,0.5372586,-0.049319148,0.7930112,-2.2317772,-2.149787,0.03954794,-1.026155,0.4220648,0.6187451,-0.59631693
H2AFZ,0.2921248,0.5906518,-0.17666906,0.009496832,0.37107623,-0.041803353,-1.722816,-0.015971098,-3.1626086,0.4628843,0.21397099,0.38181865,0.33923134,-1.756214,-0.09953003,0.2686477,0.14821093,0.27014014,-0.767097
EMCN,-1.2289615,0.81545436,-0.17271411,0.10147569,0.9870989,-3.1550183,-2.5248716,-0.30389094,0.87791306,1.2043934,-0.46338823,0.7321515,0.28360865,-1.8999023,0.23597911,-1.7470729,-0.7049898,-1.4765899,-1.6098939
UBE2D3,0.07239356,0.51963085,-0.35909644,-0.49641123,-0.45480785,-0.058286782,0.10530329,-0.5429352,0.36417824,0.9570248,-1.0538857,-0.26841098,0.4945329,-0.22574665,-0.7634979,0.057549026,1.3353826,0.4578834,0.283441
CISD2,-0.6773366,0.8302832,0.9460684,0.49799433,0.7619708,0.42513487,-2.126864,-1.3603945,-0.06262225,-3.004812,0.40648198,1.0799738,-2.416803,-2.4275095,0.18046568,-1.6046214,0.23737235,-2.088179,-1.8564137
BDH2,-0.80734,-0.0724855,0.43967026,0.20077285,0.85267216,0.38147923,-2.2684066,-0.9217193,-0.07188517,0.26947844,0.2840825,0.9597658,-0.9953224,-1.6899482,0.25127357,-1.6415368,-0.89230216,-2.1416705,1.0395311
OSTC,0.39954516,-0.6048515,0.5717559,0.0044928296,-0.1877628,0.03972644,-0.7987434,0.32480127,0.07255928,-0.03593323,-1.7355849,-0.36043137,-0.06887741,-2.5660253,0.41878524,0.7889152,0.50034046,-1.2925794,-2.3726375
CFI,-0.5675215,-0.43460098,0.82444096,0.26359236,0.37781614,0.48917508,-2.5585556,-0.6952123,-0.68030953,0.4811901,-0.49764258,0.93095464,-0.81421596,-2.5635128,0.694145,-1.3626739,1.0549245,-2.809155,-0.23716938
ENPEP,-0.7521353,0.4311696,-0.08830161,-0.5077697,-0.33172593,0.16145988,0.85586596,-0.7274898,-1.28593,1.1710455,-0.35134703,-0.36497873,0.80463815,-0.90392894,-0.6798477,-0.76326835,0.37307748,0.12204044,1.0877575
SNHG8,-0.28885773,0.38137668,-0.59291977,0.051741753,0.16121626,0.17644642,-0.71547496,-0.15409163,-0.8149562,0.7763152,0.036163643,0.34782004,-0.08579921,-1.5663983,0.29281548,-0.35752043,0.06327404,0.2767371,0.23610574
C4orf3,0.13669625,0.54056287,-0.098447494,-0.24827817,-0.07981026,-0.068974696,0.7899954,-0.83923864,0.0041874154,0.69544905,0.0037656357,0.0755305,0.08041889,0.44407263,-0.42999166,-0.34394974,0.23728822,0.3986386,0.66783285
ANXA5,0.37999827,0.036080316,-0.12405985,-0.49894026,-0.79767644,0.029016566,1.0969667,0.011718228,0.59405094,-0.5105124,-1.0515283,-0.2869594,-0.20937717,0.406269,0.13564278,0.6288627,0.82957494,-0.830157,0.6879541
SPRY1,0.1580698,-0.17142163,-1.4727844,0.32601652,0.30313033,-0.66434634,-1.5223993,0.5723135,-1.9701434,1.3594213,-1.7340741,0.3733437,0.28628734,-2.6928,0.92466563,0.89048016,0.89874554,-1.9257059,-2.1869113
PGRMC2,-0.36938056,0.19847456,0.062154144,-0.27659896,0.15561937,0.20352025,-0.108586706,-0.2855673,-0.33516324,0.31782997,-0.22810914,0.124438696,0.4381217,0.033736393,0.057680707,-1.2294626,0.832007,-0.3113332,-0.21711396
NDUFC1,-0.3236353,0.67783153,0.11323216,-0.039349563,-0.07377297,0.32702738,-0.18057865,-0.6249255,-3.372509,0.9641926,-0.027315369,0.21728535,-0.055099476,-0.22476955,-0.05763109,-0.33933565,0.8439439,-0.48136014,0.74784315
MGST2,0.28665307,-0.5943106,0.46183074,0.44528663,0.9063866,-0.9264357,-1.370865,0.37690088,-2.1021466,-1.4761225,0.9550498,-0.80113155,0.0641319,-2.1075249,0.13895293,0.36889997,0.6282411,-0.07866697,-2.6501462
GASK1B,0.45947433,-0.20852035,-0.18252473,-0.12513064,0.26458132,-2.0018184,0.017277589,1.2970178,-2.4940805,0.25725803,-1.6354984,-1.5384501,0.44036925,-1.7515829,0.875435,1.0894442,-2.1521196,0.34880966,0.10755709
CPE,1.0622455,-0.98475504,0.06455523,-0.5713111,0.12517543,-1.1653345,0.15475585,-0.2698729,0.1080861,0.70064485,-0.14254688,-2.3884528,1.0018567,-2.7363186,-0.5339354,0.5686629,1.190944,-1.9219184,0.58016604
HMGB2,-0.8872561,0.026992239,-0.023622213,0.39651492,0.68852085,0.59147084,-1.1445354,-0.075599946,-0.11683041,-0.38495067,0.6244966,0.94399595,-1.5243671,-2.755371,0.8097923,-0.5934527,-0.78770775,-1.8381617,-2.7085025
SPCS3,0.48816702,0.36346468,0.8028843,0.12290146,0.2946948,0.050986174,-2.8903441,0.050530016,-0.49057984,-0.49555075,-0.43773982,-1.2503393,-0.72005755,-2.0921588,-0.62872213,0.96840197,-1.6197066,-0.76799923,-1.4609586
ACSL1,-0.3755145,0.13351032,0.14055133,0.051787023,-0.1077966,0.53421557,-1.098664,-0.14724046,-0.5123236,0.09779139,-0.641254,0.87764335,-1.3597976,0.05616608,0.37456036,-0.37635493,0.53488487,-0.35658222,-1.3526957
SLC25A4,-0.7659098,0.21772872,0.5504682,0.60698414,0.63340557,0.33985844,-2.8119652,0.29320118,-0.37096733,-1.7846969,0.54015315,0.15275362,-1.3192811,-2.508796,0.8982025,-0.26663053,-2.4156199,0.003658791,-2.4834468
TLR3,-1.8022637,-0.27281386,0.52090967,0.33800498,0.9011312,0.28663626,-0.76102626,-1.2799517,-2.4742782,0.779711,-0.25465393,1.6094152,-0.616337,0.43571115,-0.38913962,-2.1003263,-0.19278559,-1.7983004,-2.5269167
CYP4V2,-1.3627166,0.28399372,0.8311333,0.58811796,1.1607251,-0.4292061,-1.438409,0.27313283,-2.5056298,-1.971465,0.09052463,-0.31932485,-1.3505651,-1.7945303,-0.03524705,-1.276769,-2.2989411,0.7063935,-0.53599465
FAT1,-0.61559516,-0.04527542,0.30126604,-0.4075282,0.58140707,0.49951473,0.46766466,0.04041388,1.1477734,-2.5742052,-0.57061195,-0.34944227,-1.2396768,-2.3128388,0.81108725,-0.3713693,-2.0443392,-2.265813,-2.3577194
SDHA,-0.6277316,-0.07993435,0.3257399,0.31323457,0.42409554,0.17284761,-2.5187206,0.11699951,-3.1268313,0.1653159,0.43164772,0.28639394,0.32555678,-2.862743,0.26265153,-0.016556075,-0.3315362,-0.004344464,0.16585755
PDCD6,0.022472,-1.2689047,0.5618442,0.5144983,0.50080156,0.5811619,-2.5391288,0.5664484,-2.6384425,-1.0273751,-0.097909935,0.29709423,-1.5932496,-0.5264833,0.5724442,0.4499273,0.18424362,-1.7877967,0.2289878
EXOC3,-1.0451131,-1.1694969,1.2972981,0.8015729,0.4559644,0.65634257,-2.134281,0.21569379,-2.3879695,-2.8059375,0.8323708,0.13228923,-2.4978485,0.5358675,0.77002543,-0.115931466,-2.3022995,-1.3644019,-2.285594
SLC12A7,-1.1855739,-0.038417034,0.3932408,-0.13184498,-0.036924474,-0.11821328,0.4436093,0.21922028,-0.059933174,0.21494205,0.29753143,-0.403136,-1.0547057,0.71822536,0.2805616,-0.31944367,0.34029284,0.26063058,-3.1017718
SLC6A19,-2.9537306,0.647867,2.0318625,0.40767607,1.0922484,-2.341476,-1.4902314,-3.1129124,-2.4803615,-2.7754629,1.7943113,1.1656927,-2.2291834,-2.1441636,-2.374117,-2.4919217,-2.1147597,-1.3777997,-2.2848616
CLPTM1L,-0.40376955,-0.6650876,0.29079613,-0.007265757,0.3983166,0.025375448,-0.24733858,-0.5472052,0.7234771,-0.114814885,0.32157132,-0.26063395,-0.10379257,-0.124670535,-0.10184019,-0.04420187,-2.820629,0.20132253,-0.054129027
SLC6A3,-0.11673648,0.36977714,-0.52356976,-0.5494762,0.12627125,-0.46195018,-0.04671908,-1.3611287,1.203157,0.5988527,-0.10101762,-0.9545893,-0.0554672,0.0127746025,-0.5592147,-1.9096191,0.90214825,0.7484163,0.06712536
LPCAT1,-0.3111399,0.7240559,0.3993356,-0.032795563,0.43470672,0.39393395,-2.7151978,-0.44721365,-1.8603623,0.24573389,0.51110953,0.37064323,0.043772914,-2.9576342,0.048896167,-0.64423466,-1.7013924,0.6347313,0.3686497
NDUFS6,0.26910195,-0.104665406,0.05867593,0.23508738,0.3076649,-0.6707535,-1.3607055,0.32918465,0.89466035,-2.8132591,0.44636047,-0.40920773,-2.1788657,0.62934864,0.40673667,0.4696059,-2.148886,-0.76085603,-2.8458033
CMBL,-2.8044198,0.7206765,0.15959837,-0.27462345,-0.32942057,0.08468434,0.8745193,-2.188502,0.37575898,0.7248024,0.31641895,-0.3078796,0.43016458,-0.030617366,-1.015402,-2.807431,0.8131905,0.19649144,0.8640459
MARCH6,-0.20581079,0.3234577,-0.27456668,-0.19529788,0.18375173,0.28471524,-1.5751399,-0.12791152,-2.4309072,1.0396895,-0.94803417,0.7464905,0.44253197,-0.25681424,-0.2626652,-0.63719374,1.125186,0.35833123,0.24440913
GOLPH3,-0.22766331,-1.8562104,0.578088,0.48895517,0.82136464,0.06284797,-0.079859786,0.7555147,-2.5107508,-0.44064152,0.50803316,-1.5341442,-2.4253957,-2.408272,0.2397564,0.61957633,0.7213663,-1.6582439,-2.0542896
SUB1,0.12385766,-0.18272594,-0.048531752,-0.06508195,0.13359496,0.35154104,-2.5661354,-0.3481606,-0.23796804,0.9646314,-0.58019847,0.4363676,0.3422998,-2.780088,0.15155423,0.3088374,-0.60157764,-2.589232,1.3662723
NPR3,-2.9349473,0.6237895,-0.24456125,0.4563585,1.1568568,0.0011113676,-0.103324965,-1.1501948,0.9090308,-1.9640135,-0.16548048,1.4137127,-2.34175,-2.1222074,0.3847994,-1.934224,0.03812853,-2.1088274,-2.0229652
AMACR,-0.42051834,-2.6446002,1.3074728,0.6269891,0.98594123,0.52971965,-0.03369411,-1.4428129,-2.6041107,-1.5983423,0.784573,0.28576714,-1.6135709,-2.3321614,0.94079804,-1.2450973,0.05221928,-0.9659663,-2.2614024
AGXT2,-3.1722722,0.6425763,1.7558422,0.5125693,0.83473575,-0.44898465,-2.5507147,-3.0141397,0.68340683,-2.9495256,1.0012958,0.6778626,-2.4664478,-0.8436557,-2.2541735,-2.7258472,-2.1679735,-2.461758,-2.2032094
UGT3A1,-2.917847,-2.0999076,2.1646008,-2.4957058,0.96417993,-0.46014997,-2.1743758,-2.5070243,1.2363702,-2.3727627,-2.1018806,0.06954356,-2.1738982,-1.9700007,-1.5949107,-2.2981699,1.3907572,-2.2342324,-1.9786872
OSMR,-0.8463534,-1.1353827,0.15522003,0.22852637,-0.47905946,0.48931608,-2.5898294,0.65596676,0.27963546,0.6778662,-2.3768754,-0.024277994,-0.19274774,-2.527937,1.2778205,0.29936478,0.57527506,-0.5962318,-2.062316
DAB2,-0.089831404,0.16907802,-0.15492003,-0.74998295,-0.9435207,-0.13828723,1.129986,-0.644812,0.13473558,0.96643853,-0.9474013,0.022168387,0.72607154,0.4066536,-0.8520546,-0.40503466,0.93949664,0.31775764,0.92287767
ITGA1,0.21041015,0.12938121,-0.13584931,-0.256497,-0.3305286,-0.8249833,0.5604298,0.32539368,0.18492465,1.05385,-0.28080383,-0.5316192,0.4291366,-2.1018717,-0.12065775,0.42691565,-0.5657269,0.17988902,1.1229689
NDUFS4,-0.9488939,-0.45592308,0.062318504,0.7360419,0.80671436,0.41114417,0.16861834,0.10823787,-2.4467413,-1.6013948,0.19742753,0.822953,-0.121796206,1.345954,0.9788908,-1.3088496,-1.6511662,-2.7092655,-2.2139678
ESM1,-0.37974957,-0.08316132,0.3514575,-1.6374227,0.6271255,-0.5148231,-0.2314611,0.2915158,-1.5260146,1.1194927,-0.35786077,-0.56836903,0.9254948,-2.8312497,-0.88640034,-0.19914755,0.69047743,0.05499888,0.70373064
IL6ST,-0.3087429,0.29702553,0.10605192,-0.29445595,-0.24026945,0.11668639,-1.9543344,-0.13554177,0.55149716,0.95654124,-1.8793181,0.16987246,-0.5086773,-0.5675601,-0.0867558,-0.06436427,-0.039822586,1.0865127,0.6757706
PLK2,0.30447817,0.3160685,-0.6642571,0.14789245,0.5140448,-1.0951313,0.4678759,0.34555253,-2.9979274,-1.2310702,-0.16484666,-1.204834,-1.039181,1.0360097,-0.24094635,0.64932126,0.6055932,-0.106164865,-0.8263034
MRPS36,-2.8030617,-1.3773916,0.37870172,0.47967386,1.1119133,0.8420597,0.5351466,-0.054726176,-2.2891977,-1.8129447,0.5781007,1.371029,-0.20209016,-2.3184466,-0.28412417,-0.6477208,-1.942954,-2.3671074,-2.2879426
BTF3,-0.23958896,0.33964178,-0.81679076,-0.56799793,-0.6201028,-0.17177185,0.74138147,-1.0180582,0.324055,1.2376992,-0.9319147,-0.6759395,0.64616686,0.45330495,-1.0585983,-0.7133881,0.6761377,0.72787803,1.132621
HEXB,0.6780745,-1.6422238,0.023317643,0.07854601,0.3731375,0.078075014,-2.2535145,0.92303,-0.12906332,-0.7806062,0.035284486,-1.0061219,0.67502934,-2.543654,-0.4026007,1.3071055,-2.720222,-2.5004659,0.18992908
NSA2,0.20400177,-0.024696322,-0.5128073,0.14891814,0.38774642,0.6006672,-1.6950674,-0.51671505,-2.8838093,1.1327096,0.17368463,0.8316705,0.723136,-2.6084058,0.6780905,-0.16699551,-0.77299553,-0.48959687,-1.2612059
TBCA,0.01713415,0.2749311,-0.28763834,-0.031550877,0.12906621,0.3718679,0.11367217,-0.568318,-0.21931739,0.7676711,0.28481862,0.36742184,0.22650105,-2.6324155,0.13151743,-0.4185397,1.1523266,-0.92731524,-0.27238497
BHMT2,-0.7354412,0.55733705,0.515688,0.12723437,0.25510257,0.60017896,-2.4850688,-1.6017781,-1.7605289,0.6542198,-0.5748141,1.0714204,0.5907082,0.25280198,0.43707275,-2.1355417,-0.95902747,-2.5826726,-0.14478055
BHMT,-1.3180109,0.1715231,0.26120365,0.27005985,0.40991044,0.5526129,0.4642494,-1.6359228,-0.77924085,-0.45813572,0.10064656,0.75233865,0.07859852,-1.4390516,-0.25652188,-3.0266316,0.18225317,0.391837,-0.9765915
VCAN,1.0063407,-2.6241944,-2.5981412,-2.4869184,-2.4165785,-2.472369,-2.226743,-2.3140345,2.3621178,-1.9773625,-2.1591973,-2.0275607,-0.9906968,-1.6779636,-1.8447073,1.1636754,-1.7049422,-2.0136929,-0.86544806
EDIL3,-0.7284013,0.07951443,0.19377053,-0.15039134,0.18099695,0.15202475,-0.1006013,0.26316223,-2.828903,0.35699877,0.1538868,-0.67562497,0.108263396,-0.28752828,0.26025185,-0.3406867,-0.0017029891,-1.5673939,0.16266279
ARRDC3,-0.27625674,0.026468879,-0.9533828,-1.5115211,-1.8356571,-0.7092164,1.2177224,-1.5081676,1.048924,1.2518452,-2.5493858,-2.3426871,0.71311945,1.0797683,-2.0407674,-1.1360527,1.2348412,0.5297686,0.90796286
GLRX,-1.0994295,-2.925336,0.67435294,0.45852125,0.17331304,0.76041746,-3.0015113,0.61501753,-0.668604,0.7904317,-1.3872805,0.46644756,0.24296986,-2.362198,0.19470124,0.9654476,-2.3196716,-2.237883,-0.38342512
CAST,0.521199,0.35753503,-0.05630744,0.13157839,0.035277184,0.2155411,-2.4286883,-0.10676935,-1.2573544,0.14234644,-1.5321082,0.68190885,0.23563623,-0.87395865,-0.180176,0.77145386,-2.5800786,0.95119065,-1.5365245
ST8SIA4,-2.4674056,-0.37465054,0.40095043,0.40899423,0.72212106,-0.28988656,-3.0246112,0.5665699,-1.0380938,0.9438517,-0.8282755,0.9351038,0.4935076,-2.313272,0.46211302,-0.3661898,-0.6291267,-2.1032915,0.3878413
PAM,-0.39744624,0.31641588,0.054645654,-0.17207268,0.16144173,0.17566034,-0.5717471,0.046331283,-0.9333342,0.62784964,-0.56942624,0.43193498,-0.26696226,-2.3080785,0.21520463,0.14780878,-0.22263077,-0.30561477,-0.5511352
PJA2,0.08759192,-0.07062819,-0.19956768,-0.141147,0.0018758333,0.027382847,0.18819617,0.041153748,-0.15458655,1.0039186,-0.08082857,-1.058799,-0.07814844,0.43052748,0.001003251,0.09760851,0.8042651,0.24550213,0.82765293
NREP,0.30674866,-1.8851613,0.6388163,0.20945087,0.58932185,0.19610575,-0.065588795,0.099574074,-2.6568534,0.041634537,0.31710106,0.3814186,-1.6179627,-2.6418862,0.0109561635,0.6990898,-0.48797473,-0.42414486,-0.071105756
EPB41L4A-AS1,-0.22205481,0.16599137,-1.1270999,0.29265517,0.48533386,0.48311085,-1.8404268,0.11929285,-1.5920626,0.2022125,0.16564764,0.6032988,0.72669554,-1.1376954,0.69283193,-1.3829535,-1.2646222,0.4985924,-2.7570522
REEP5,-0.11465731,0.039007172,0.032998227,-0.15215567,0.030504363,0.08665901,0.32355425,-0.11700709,-0.30097306,0.043268513,0.022709487,0.23056972,-0.89642304,-1.1322281,-0.32947472,0.30728167,-0.006497223,0.6724611,-0.87561625
TMED7,0.19056332,0.31606027,0.25694102,-0.21721177,0.049344774,0.19801046,-2.657546,-0.38426575,-2.0578747,0.87262505,-0.06267618,0.04303979,0.5284354,-2.7357452,-0.20448376,-0.39759412,0.043510363,-0.0076182107,0.7463821
AP3S1,-0.32154587,-0.31545907,0.9382834,0.58993125,1.102013,0.6906753,-2.2173803,0.16497838,-2.6930695,-2.7785041,-0.638549,-0.095666446,-1.5916783,-0.11651901,0.8330292,0.28785744,-1.2432965,-2.6532164,-1.9661014
LOX,1.2999383,-3.3993814,1.5991982,-3.3164616,-3.5099485,0.6501409,-1.193775,-1.6721225,-1.9410901,1.2160516,-3.0092602,-2.9626722,1.5401299,-2.5672433,-1.5722129,1.6320847,-2.3811107,-1.1379669,0.5767629
SNX2,-0.022919957,-0.45048884,-0.39206722,0.06312952,0.44873568,0.52293307,0.56335497,-0.9267169,-2.031256,0.08252315,-0.16319071,0.47816345,0.39450556,-0.3629734,0.3488826,-0.3237644,0.11481212,-1.1156775,-2.7088902
ALDH7A1,0.034523632,-0.79853004,0.9197252,-0.13045019,0.54734504,0.40458372,0.29417756,-0.30971572,0.18157372,-3.1022556,0.89720607,-0.122007556,-1.615289,-0.06669523,0.43057337,-1.7456857,-2.4289255,0.4771358,-2.5028598
CDC42SE2,-1.0723263,-1.8775402,0.40490323,0.5216813,0.53796124,0.35452497,-0.27524552,-0.014509572,-2.948599,0.6947432,0.17211859,0.6149281,-1.4882293,-2.660065,0.6958832,-0.48690757,-2.3834598,-0.31556,0.83692324
P4HA2,0.073293366,-0.88317615,0.81706065,-0.17541204,0.5671882,-0.16884583,-1.0930825,0.05808236,0.66173655,-0.24322556,0.68757635,-0.4001999,-1.1964794,-2.634216,0.61710995,-0.3109557,-0.69867396,-1.1576717,-2.2871032
IRF1,0.76008636,-2.6067038,0.7355247,0.67839074,0.73429114,-0.053218666,-2.5474637,0.18613292,1.0339267,-2.389178,-2.2110364,-1.2797866,-1.6173128,-2.135044,-0.41646233,1.1241328,-2.0888665,-2.400671,-0.79583746
UQCRQ,-0.17431867,0.21921355,-0.48936176,-1.0241146,-1.3587801,-0.45443007,1.3877695,-1.8526998,0.7967512,0.8811618,-0.7033304,-1.4741806,0.6267354,0.45274913,-1.8743595,-0.69783646,0.78694314,0.7667431,0.69929236
C5orf15,-0.36718133,-1.3149234,0.28330457,0.15218565,0.5064316,0.32986125,0.5480277,-0.15065189,-3.037438,0.5122394,0.19726762,0.4132323,0.0788132,-2.901936,0.41294438,-0.17898408,0.31616855,-0.68723726,-2.661246
VDAC1,-0.07868604,0.08821927,0.06991325,-0.19893858,0.03300044,0.25130326,-0.06774627,-0.3268612,-0.07871048,0.90556026,0.22820403,-0.22604968,0.9801943,-2.63682,-0.29721788,-0.23072957,0.54661936,0.0058213025,0.8430691
SKP1,-0.21093069,0.41750264,-0.6113777,-0.6442215,-0.70106953,-0.27292386,0.68746704,-1.4784338,0.46316049,1.1960099,-1.0936049,-0.086376026,0.7003407,0.5365663,-1.3417351,-1.1816235,1.1282865,0.29895556,0.78052884
