,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
HTRA1,0.56266254,-0.07019355,-0.37608308,-0.6835744,-1.1236317,-0.3113723,0.34628835,0.10430216,0.49419114,1.0313731,-1.1498157,-1.3942407,0.97047615,-0.040514015,0.12343751,0.6485086,-2.4303892,0.26093945,0.4725996
CTBP2,-1.1617079,0.24463652,-0.031020256,0.5315384,0.62806654,0.15981044,-2.934813,0.5628905,-0.07344759,-0.14326683,0.54569167,0.31923816,-0.61258644,-2.183419,-0.36334947,0.622277,-2.5866044,-1.2620574,-2.300432
CLRN3,-3.2260828,1.0739964,0.40677482,0.41102982,1.2365861,0.28809822,-2.933244,-3.0444307,0.9039227,-2.9653056,0.112900294,-0.599544,-1.7234893,-2.0174842,-1.4157554,-2.7716453,1.6168195,-1.9379808,-2.510376
MGMT,-0.4662921,-2.0614865,-0.6756403,0.76092684,0.5814422,-0.04471298,-0.64886856,0.19688104,1.073566,0.23533674,0.83906126,-1.3122241,-0.46801105,-2.5883646,0.07791404,0.11616592,-2.5284295,0.37118277,-2.6314745
BNIP3,-0.17424338,0.45583642,-0.87901396,-0.50526947,-0.2902118,0.019253828,0.7822598,-1.4712957,-0.3076781,1.1516557,-0.8899321,0.3006214,0.46625626,0.7888525,-1.1018779,-1.2408032,0.96237254,0.40349,0.65521073
FUOM,-0.15473711,-2.8339937,-3.24236,1.1507139,1.3058292,-2.9800835,-2.6537287,0.3140715,1.9525864,-2.5240734,0.34139648,-1.8593713,-1.0065967,-1.9747232,0.20456488,0.1337077,-1.9315261,-2.1939206,-0.6921692
ECHS1,-0.21607259,-0.23438357,-0.06423811,0.27852172,0.5600883,0.12213178,0.94647354,-0.45191693,0.030119387,-2.8312697,0.929673,0.46949926,-0.7996311,-0.6075147,-0.048118047,-0.32992384,-2.6902812,-1.944937,0.33351824
PSMD13,0.24579908,-2.3209293,0.43568212,0.66012937,0.5486043,0.13742927,0.033516996,0.51175797,-2.8591187,-1.6528951,0.5791913,0.9339766,-0.29940516,-1.5115163,-0.41477418,0.7789933,-2.5182025,-1.5175896,-2.3593383
IFITM1,0.87620515,0.10761913,-2.4922774,0.85975635,0.91281915,-3.092039,-2.4142022,0.65452075,-2.585721,0.12877645,1.3151722,-0.88137275,-2.0434818,0.44950348,0.9658278,0.9743173,-2.5407126,0.09897389,-2.5896726
RNH1,0.41395622,-0.23028457,-0.3763383,0.16153409,0.32633504,-0.03158567,-0.06825546,0.47934186,-0.1604537,-1.303117,0.4893207,-0.7100718,-1.3264915,0.70471096,0.19216554,0.66833234,-2.3679705,0.37297916,-1.2958274
RASSF7,-1.8645517,0.2917345,0.43214655,0.9723212,1.2308542,0.26668262,-2.8136954,0.19441167,-2.2040954,-1.0142741,1.0544423,-0.26636764,-2.6013381,-2.3510754,0.90977025,-1.5424451,-2.431606,-0.58502614,-2.5711815
MIR210HG,-1.643148,0.016580336,0.39725062,0.64063966,1.0475931,-0.16985582,-2.461101,-0.14668286,0.38074526,-2.1156356,0.82305694,0.22409381,0.20953363,-2.4423244,0.0041864933,-0.97866714,-2.4481246,0.7598222,-2.374877
CDHR5,-2.127909,0.85970044,-0.0869607,-0.46257818,-0.07234568,-0.4917587,1.6644753,-2.847662,1.4164555,-3.0021577,0.5951899,-1.4545465,-2.379404,1.3140702,-2.8268237,-3.1357088,0.41432115,1.2293055,-1.3077381
EPS8L2,-0.7783845,0.80935746,0.0020758281,-0.025208514,0.33979157,-0.2416038,0.85522485,-0.62761456,0.75958544,-2.473583,0.60033065,0.4261784,-2.546223,-0.22714952,-0.5646032,-1.0426288,0.932326,0.5382857,-0.3303497
TALDO1,0.5103905,-0.55797565,-0.16663614,0.3595725,0.44877058,-0.42240396,0.42802587,0.69554603,-2.3470397,-0.41716933,0.22799219,-1.700521,0.03353765,-0.65850276,0.46947753,1.098238,-2.629008,0.5472495,-2.5994904
PNPLA2,-2.6667395,-0.45289144,0.5945194,0.9261609,1.2381985,0.702858,-1.1925938,0.4241987,-2.3489866,-3.025144,1.0418204,0.92032003,-2.6310406,-0.41373026,1.1090599,-1.7817035,-2.390897,-1.6311663,-2.5853763
CD151,0.02739625,0.110835575,-0.5881546,-1.0170693,-1.3150713,-0.60346895,1.2511734,-1.1574408,1.0362607,0.63459337,-0.96894723,-0.24140099,0.41033846,0.77101916,-1.5438259,-0.26563781,0.50496167,0.7123073,0.3260962
POLR2L,0.62493515,0.7266934,-0.25891525,-0.0784709,0.05828406,-0.76704764,0.5696359,0.1920947,-2.0504518,0.05533662,0.38582718,-0.8435214,-0.26732922,0.5110496,0.097317785,0.6993757,-0.09955522,0.5948462,-0.21973667
TSPAN4,-0.048051164,-0.16065152,-0.19964962,0.030359978,0.077096194,-0.6598709,0.4444449,0.29478887,0.7605805,-0.17742936,0.51030284,-0.22251488,0.35799646,-2.5418537,0.1650339,0.35115463,-1.692575,0.7033601,-2.5304263
AP2A2,-0.6676146,0.15553482,0.5176945,0.6777658,0.7057683,0.56759256,-2.1370876,0.6201279,-2.8218367,-1.3054999,-0.026883353,0.5304579,-2.639521,0.22893073,0.92784584,0.47937852,-2.4321055,-2.8551095,-2.1461098
TOLLIP,-0.86643386,-0.3654255,0.7830091,0.70828724,0.7426276,0.85426164,-1.5854138,-0.050948095,-0.8878671,-2.8570874,0.4374782,-0.37405717,-2.1987758,0.89369154,0.8821343,-1.624897,-2.4572403,-1.7996829,-0.5938684
MRPL23,0.40347806,-0.13476253,0.01756993,0.23757125,0.3334731,0.08517619,0.22516538,-0.055255324,-0.62816006,-3.1586506,0.8848497,-0.68044037,-2.8183284,-2.1377861,0.49741417,0.59013164,-1.3960811,0.42257476,-1.9106033
H19,1.9189047,-2.7616136,-1.8005751,-2.8950944,-0.12519968,-2.0402715,-1.9435525,0.3493726,1.413804,0.92674655,-2.4289892,1.2058406,2.0025792,-1.9486823,0.04201184,1.3194028,-1.8445157,-2.2376509,-0.30959877
NAP1L4,-0.12601589,0.07755896,0.7604993,0.34703293,0.45891985,0.5109796,-2.5081496,0.32801497,-2.8481863,-1.4913896,0.6642167,-0.6852735,-0.029691663,-1.6798418,-0.7700242,0.5743414,-0.5092857,-0.9674215,-1.2018619
TRIM22,-1.3358792,-1.743029,0.40090534,0.7077159,0.69316864,0.072536394,0.40619746,0.7647222,-2.805012,0.410032,-1.4615867,-0.40216565,0.33657736,-2.3242707,-0.68114775,0.59050536,-2.4247057,0.26462165,-2.5916348
CAVIN3,0.5313295,-0.45729393,0.35169277,0.009921853,-0.08255442,-0.28711283,0.7788215,0.1216068,0.3873195,-3.0405293,0.3539943,-0.15458606,-1.3538034,1.3364804,0.08442971,0.4267966,-1.8614411,0.18835771,-0.5149412
ILK,0.04718961,0.38682315,-0.02583981,-0.08356785,0.008637134,-0.09386112,0.47376466,0.15025201,-1.6278285,0.22429901,-0.059324287,0.305306,0.53786737,-0.13397889,-0.6717939,0.46103612,-2.6993344,0.43305212,-1.243816
TAF10,0.45173776,-2.7259562,0.51192385,0.61839086,0.5637859,-0.5480829,0.7296524,0.48492762,-0.2216922,-3.0822396,0.69835395,-1.7074676,-0.77592015,-2.153677,0.5806183,1.0574024,-2.584424,-1.9516555,-2.507448
TPP1,0.13201849,0.37004966,-0.13848807,-0.28303206,-0.25220165,0.1562892,-0.13569647,-0.09547148,0.76777184,0.24152896,-0.46999687,-0.34744546,0.8579094,0.7357993,-0.09922229,0.21118084,-2.769329,0.72852594,-1.4665928
EIF3F,0.33583623,0.5111586,-0.4958377,-0.33223885,-0.055684496,0.25128335,0.24585648,-0.24172577,-0.2210508,0.16055346,-0.1408479,0.5588947,-0.5326361,0.75373083,-0.56383,0.047919065,1.0592996,0.5295205,-1.6913412
ADM,-0.41307986,0.26677507,-0.65593,-0.8619129,-0.85998344,-0.22966556,1.2896994,-1.767675,0.86932504,0.9854701,-0.9095071,-0.18992274,0.5120495,0.42230412,-1.9410403,-1.653906,1.2365212,0.44122353,0.6965548
MTRNR2L8,-0.8143567,0.49475485,-0.93166226,-1.1426971,-2.402697,-0.36914796,1.4825826,-0.71823734,1.3517116,0.055123497,-0.6874606,0.09453727,-0.030663189,0.9184831,-1.235816,0.1621486,-0.67161983,0.58955103,0.80977815
EIF4G2,0.13241206,0.5468629,-0.32859176,-0.74774384,-0.7997844,-0.11353374,0.2387144,-0.48395336,0.37441123,0.78692555,-1.4714886,0.31634408,0.73005825,0.7457089,-1.252722,0.03643528,0.3812725,0.2555516,0.4325304
DKK3,1.1739166,-0.59819907,0.12300183,0.065222956,0.8256297,-1.9154133,-2.1625493,0.07825977,0.16457357,-0.469034,-1.5396276,-1.4107056,-0.73481447,-2.0179265,-0.806809,0.98744386,-1.7353407,0.13179481,1.517568
PSMA1,-0.49984676,-0.4949837,-0.038822517,0.31155923,0.120814934,0.23874013,-0.23990048,0.39321223,-1.4303524,-0.07496533,-1.3644676,0.79551136,-0.35165504,0.010918214,0.45206538,0.49651507,-0.00043864307,-1.2550694,-2.7590094
C11orf58,-0.26662567,0.51199776,-0.23431921,-0.1098908,0.01692653,0.20685211,-1.1594532,-0.39974704,0.3196326,0.89873886,-0.037120182,0.52523017,0.19495149,-0.58848906,-0.1712984,-0.18741025,0.6533169,-2.6104658,1.0032192
USH1C,-2.5826228,0.6123981,0.9857443,0.81160665,1.2487378,0.1960895,-0.4682657,-1.249495,-2.3479047,-3.134158,1.4748697,-0.52862686,-2.693357,0.66339225,0.16915679,-2.4308066,-2.5003848,0.38264582,-2.629299
SLC5A12,-2.6791627,-2.2788994,2.5922835,-1.9802836,-2.1676977,-0.13138796,-2.2260513,-2.6986454,-2.2468512,-0.2515147,-1.7828119,0.0006540471,-1.9867649,-1.941714,-2.259366,-2.3603396,-1.809294,-2.064652,1.6957649
BBOX1,-3.4032862,0.83758324,1.1063422,0.34788883,0.6967302,0.5546658,-0.8754949,-2.6497037,-0.9202715,-1.4499146,0.54572725,1.2452108,-0.6576386,-0.4265207,-1.4614567,-2.811779,-1.1899902,0.5151024,-2.6418273
RCN1,0.551957,-0.28220665,0.3703899,0.011051155,-0.16480444,-0.09083853,-0.834241,0.43214476,-1.0844561,0.49410546,0.38472295,-0.9628378,0.6800309,-2.3853042,0.3701331,0.7788339,-1.4540398,-0.11530568,-0.35943744
EIF3M,-0.89224255,-0.7488184,-0.073447615,0.24994847,0.13215153,0.377697,-0.22387639,0.15673134,-2.0826123,0.3324572,0.03762718,-1.3431029,-0.2984157,-0.21254383,0.5907023,-0.61303854,0.71388835,-1.2714475,0.563006
CD59,-0.20712173,0.21292554,-0.9096355,-1.1936638,-1.4625949,-0.9127158,1.406008,-1.2435191,0.6112021,1.0128335,-1.9721435,-2.0476131,0.4789535,1.1003886,-1.8627204,-0.6015081,1.1747386,0.7010906,0.43723944
CAPRIN1,-0.01230871,0.13660909,0.14014266,-0.079591505,0.03534116,0.18724293,-0.1551714,0.019876434,-2.1116428,-0.018172123,-1.1233912,0.23034725,0.35221544,-2.061307,0.84856987,-0.56791264,-0.6084877,-0.60107434,-1.0178668
CAT,-0.8243859,-1.8225763,0.7546924,0.38025987,0.73371166,0.45613673,-2.9491715,0.08832977,-0.16041948,-0.17609625,0.2839059,0.73364687,-1.9039918,-2.6023626,0.5575513,0.20726758,-1.8781793,-1.301278,0.808942
CD44,1.2857268,-2.5252109,-0.015520342,-0.4283784,-2.2192507,-0.3419086,-0.7629118,1.179854,-2.4222698,1.0980089,-2.3873577,-1.9928831,1.5662291,-1.2407821,-1.4275283,1.9724065,-2.2438524,-2.5477219,0.62467456
C11orf96,0.32474622,-0.5165803,-0.9749427,-0.16718218,-0.63503844,-0.7429924,-0.29714122,0.6580579,0.8837754,1.1195334,-0.40001512,-1.1707088,0.619202,0.26526502,0.6602005,0.6521758,-2.5829558,0.23498262,-0.100459084
TP53I11,0.6410596,-0.87168705,0.08946677,0.2861098,0.7816131,-2.0025527,-0.8736167,1.0784235,-2.2237906,0.28913727,0.530917,-1.6979833,-1.0934695,-2.324472,-0.97371036,1.6290324,-2.139478,-1.751907,-2.3486717
MDK,-0.07719105,-2.9432669,-0.94131494,0.2895008,-0.3435885,0.42891878,-0.56766194,0.4850475,1.3567431,-1.6386789,-2.1153615,0.33649448,-0.8026772,1.2419856,0.73586655,0.11211023,-2.6346834,-1.5728215,0.38742518
ARHGAP1,0.59736466,-1.6677604,0.26094514,0.53859276,0.32720092,0.27061698,-0.54618853,1.1175615,-2.6257496,-2.9177628,-0.85305506,0.49963677,-2.4343796,-1.9236277,0.85124135,1.3554313,-2.6177557,-1.6382062,-2.4660485
PSMC3,0.40974584,-0.6618909,-0.06034194,0.32413635,0.40041423,0.19762075,-0.012242916,-0.008095325,-2.7341042,0.37856457,0.62756664,-0.32737458,0.1152413,0.13233429,0.22610997,0.52356416,-2.6962569,-2.4923716,-2.594185
TIMM10,-0.56042033,-3.156847,0.4047526,1.2816226,1.3740331,-0.4990674,-2.6635559,0.9833211,-2.713685,-2.4492981,0.76775426,-0.8230032,-0.58612627,-2.0684197,0.42942455,0.47175026,-2.1665814,-2.4545014,-2.2776668
UBE2L6,0.24013826,0.060828313,0.05249693,0.808537,0.48608986,-0.15252315,-2.5792546,0.44874814,-2.4858902,-1.1616609,-0.326096,-0.0066019176,-2.461099,-0.34134585,0.72469175,0.6364578,-2.5800145,0.43191975,-0.13924436
SELENOH,0.34141114,0.29397595,-0.39960176,0.002788199,0.03659038,-0.029561728,0.36110324,-0.02793613,-3.0478172,0.32164127,0.21210913,0.45825484,0.10690691,0.42154992,-0.6177865,0.20368901,0.2183341,0.18448815,0.6007558
CTNND1,0.19714169,0.19793423,-0.045268245,-0.10884376,0.3068879,-0.46610773,0.19829634,0.012119463,-2.4405448,0.599044,-0.46787575,-0.57821685,0.8637088,-0.74334306,0.28776905,-0.26957098,0.38006333,0.06835898,-0.2686587
GLYAT,-2.8560998,-1.6988927,2.0214992,0.6699724,0.34764972,-0.028739922,-2.2784147,-1.4868122,-2.0014317,-2.4473646,0.72947466,1.8371837,-2.1035557,-1.7169757,-1.8774067,-2.3448923,-1.9137298,-1.3338853,-1.1356221
GLYATL1,-2.9374444,0.03698712,2.3042355,-0.87664247,-0.93515515,0.3815852,-1.4540656,-2.646589,-2.1210096,-2.554588,0.75076276,-0.5815527,-2.0739472,1.1088074,-1.7192041,-2.2950644,-1.8806943,-2.222901,-1.7784721
MS4A6A,1.1169866,-3.0250952,-1.6723689,0.45540568,-1.0693783,-0.35459197,-1.4497836,1.2987589,-2.8349943,1.2542887,-1.7305607,-2.02125,0.79892004,-2.4414024,0.34531656,2.2159843,-1.6674743,-2.355233,-0.13274346
TMEM109,0.032275844,0.0061145113,0.010810165,0.45518038,0.46877357,-0.9713387,-0.12662426,0.8440539,-2.7096534,-1.3148416,0.43752304,-0.72442067,-0.7459026,-2.5692542,0.75904113,0.5117448,-2.6862938,0.49947456,-0.6730489
DDB1,-0.47076717,-1.8166933,0.28898305,0.24221182,0.40325332,0.07611445,-1.2261785,0.0902338,-0.26050282,0.5178159,0.66776174,-1.6942005,0.24655311,-0.6135063,0.36563456,0.12677713,-2.590478,0.45473588,-0.88226885
TMEM258,0.07123997,0.43227616,-0.21045347,0.05525249,0.106032774,-0.03538066,-1.6040692,-0.02311248,-0.1247657,0.4199488,0.1323678,0.4173035,-0.31854612,0.33002517,0.47124124,0.07932653,-2.0886145,-0.056298204,-1.6762556
AHNAK,-0.15105686,0.3787813,-1.4211422,-1.7144797,-1.9653792,-0.96155894,1.7036078,-2.0301845,0.96577144,0.9319923,-2.0470634,-0.51978815,0.5127833,1.3888235,-2.5319047,-1.3515003,0.7384288,0.7169558,0.76191473
GANAB,0.43975762,0.11073699,0.2328054,-0.028672077,0.15024848,0.090617724,-2.4188738,0.15922074,-2.5717056,0.6154902,0.45438534,0.061501913,-0.15751684,-2.7094738,0.24826725,0.43767166,-2.4360166,0.15687604,-1.5518788
UQCC3,-0.38653955,-0.47088814,0.5583647,0.9894674,1.2995433,-0.28582707,-0.48697612,0.31815127,-2.6386225,-3.0040643,1.3249623,-1.4559886,-2.564562,-2.1341593,0.48803237,-0.16379106,0.12745807,-2.3200495,-2.4823463
UBXN1,-0.2784555,0.6161493,0.1201599,0.41378567,0.58660144,-0.43190458,-1.582397,0.5559318,-1.7040317,-2.3345747,1.0200616,-1.104448,-2.1360915,0.28991416,0.29760933,0.5521849,-2.4940977,0.201373,0.2793522
BSCL2,-0.69832134,-0.38741112,0.7256712,0.60985005,0.73341966,0.15386052,-2.4191623,0.17059885,-2.5504482,-0.17547134,0.9417062,-0.7909976,-0.5082657,-1.9370682,0.09603559,0.35652757,0.8705937,-1.730403,-2.659426
POLR2G,0.21234411,-0.8430408,0.38987762,0.32988855,0.62357056,-0.48058817,0.9441119,0.3172652,-2.0349042,-1.4150192,0.6786962,-1.3856429,-2.2500017,-0.95914257,0.8590719,0.4810483,-2.4512315,-1.1617235,-2.5479813
TMEM179B,0.06375439,-0.9956871,0.77211446,0.3921079,1.1513283,-0.96505487,-2.5381017,0.35286534,0.49878272,-2.7567155,0.4957337,-0.6527648,-0.53244275,-2.3763664,0.6766041,-0.52403975,-2.273095,0.14995827,-2.4983761
SLC3A2,-0.058295105,0.53012896,-0.039197497,-0.32359976,-0.24379592,-0.06711117,1.2645983,-0.53136307,0.9980234,-1.1978034,0.35813487,-1.0761424,-0.37341377,1.1541477,0.019699851,-0.26291838,0.28871602,0.41768268,-0.78567106
PLAAT4,-0.44506392,0.6414393,-0.24383081,0.0069260537,0.14724767,0.19687913,-0.52450395,-0.10189357,-0.23596865,-0.32024738,0.32689646,0.3832451,-1.7532225,0.71744746,0.22534268,-0.3778299,0.3885077,0.39683676,-1.0882235
PLAAT3,-0.5576276,0.34211686,-0.20428318,0.048384625,0.21349558,0.049632087,-3.1354544,-0.43259692,0.78552926,0.848336,0.34724626,0.36856288,0.6709491,-0.6773622,-0.09179767,-0.32725793,-0.1789653,-0.30901605,0.048219647
ATL3,-0.11598819,0.39948374,0.35198143,0.14372265,0.023633461,-0.9187737,-1.6880014,0.018409997,-1.2402694,0.713671,-1.361205,-0.79658186,0.31643665,-2.4173846,-0.16800505,0.28195062,1.0789796,0.35510328,-1.3058594
RTN3,0.0021561421,0.014483377,0.20448925,-0.00230561,0.0913392,0.1322722,-0.89946723,-0.010499793,-0.9187342,-0.5021571,0.013473158,0.055130728,-0.70140433,-0.3143976,0.17496678,-0.015699249,-0.47394034,0.03432453,-2.2719915
COX8A,-0.059605848,0.17482251,-1.0939806,-0.87476677,-1.4787728,-0.5246153,1.6311407,-1.2688179,0.24209073,0.78558874,-1.38596,-0.3965586,0.56897396,1.1249231,-1.9451777,-0.5296826,0.66904676,0.7175743,0.49006978
OTUB1,-1.2327272,-2.8532178,0.9817421,1.0107856,0.46301958,-0.2223473,-1.7380599,1.1303694,-0.53378564,-2.8722355,-1.0428013,-1.4651489,-2.5886967,-2.3087337,0.5494261,0.46222422,-2.3441496,0.77491635,-0.7698029
VEGFB,-0.16330412,0.12490116,-0.3480029,-0.054360297,0.117044844,-0.43321902,1.3469653,-0.5572312,0.32443225,-0.025706293,0.36129096,-0.8397654,0.5490946,1.1274713,-0.76199317,-0.41628322,0.0025418806,0.8928575,-0.08072068
PPP1R14B,0.81625754,-2.7807875,0.20329109,0.36117342,0.25261724,-0.14553007,0.6978317,0.39929345,-2.0532439,-2.24916,0.83808166,-1.3651826,-0.8835768,-1.724434,-0.18219899,1.3061705,-2.7861125,-2.330271,-0.17227964
BAD,-0.19161312,-0.56139094,0.1460263,0.54797363,0.22962624,-0.10691471,1.2120932,-0.43598196,-2.1087813,-2.4864259,0.82182753,-0.098344505,-2.7766573,-0.60492533,-0.6008872,0.46292186,-2.5146255,0.3637658,0.3723594
ESRRA,-2.0765102,-0.52972704,0.9330136,0.88507485,1.2969562,-0.576424,-1.5327109,0.42463344,-1.1551454,-2.9431639,1.3767669,-1.4937255,-1.6153036,0.14042956,1.2347581,-1.4835489,-2.3299184,-0.51960653,-2.500157
TRMT112,0.053547073,0.32078496,-0.32342178,-0.36989132,-0.31870872,-0.064020626,0.99912375,-0.9617132,0.63613534,0.77379435,-0.16397291,0.46132863,-1.3297709,0.30848694,-0.114560634,-0.060217757,0.75463295,0.408195,0.19793758
PRDX5,-0.10313202,0.19081251,-0.48866203,-0.4828127,-0.4694438,-0.21014145,1.2863322,-0.99322504,0.83300394,0.36452538,-0.27461842,-0.48935148,0.4275911,0.9826775,-0.71712375,-0.8914892,-0.57992446,1.0471964,0.4552593
SLC22A11,-3.1376753,0.5052807,1.6155548,0.23302443,0.7818272,0.028128283,-2.5104215,-2.8607135,0.4309004,-2.8032236,1.6678933,-0.5607663,-2.3079536,-0.39382675,-2.0437098,-2.7902415,0.17915133,-0.43996313,-2.1216457
SLC22A12,-2.3300176,-2.326033,2.9195578,-2.2867525,-2.2245295,-2.0336947,-1.486091,-2.3755963,-1.3290889,-2.196798,-0.2711299,-1.2638341,-1.623947,0.33799943,-1.8536706,-1.8200158,-1.3776312,-1.2789856,-1.446278
SF1,0.3856041,-0.83132976,-0.0021998575,0.14099984,0.35143986,0.104333796,0.7511364,0.3178904,-2.857344,-1.652391,0.041626014,-0.69509643,0.09988638,-1.0618666,-0.089092486,0.5929397,-2.0143974,0.15873949,-0.74624956
ARL2,0.45554653,0.2717876,-0.04796698,0.75564015,0.5731057,-0.867994,-2.4316175,0.119861044,-0.41492188,-1.02234,0.74259317,-1.0145795,-2.7152464,-2.072502,-0.34238976,1.0732199,0.5885111,-0.2719801,-2.638557
VPS51,-0.5819754,0.2883132,-0.29230374,0.24472542,0.09350882,0.022437476,-0.1996749,-0.021223193,0.38241377,0.02762053,0.6139248,-0.78352344,-3.0065742,0.07996119,0.5809493,-0.08592264,-2.165146,0.516772,-0.3124267
LTBP3,-0.032121703,0.5784023,0.19178908,0.6385758,0.63095784,-0.23611076,-2.8153946,0.14618215,0.6166837,-3.2434573,0.7393687,-1.4787832,-2.8724356,-2.5274904,0.5586563,-0.32458046,-2.666082,0.7788265,-2.6181428
MAP3K11,0.17342453,-1.4326571,0.34699535,0.65285873,0.8517912,-0.27284297,0.33814037,0.45096102,-0.33941567,-3.081316,1.4424659,-0.8985063,-1.8836937,-2.2414029,-0.3906439,0.41702124,-1.6242939,-1.3931326,-2.6395328
RNASEH2C,0.5142952,-0.8522739,0.15758862,0.2976318,0.27410635,-0.41039184,-1.551137,0.056634255,1.1515015,-2.1276855,1.089499,-1.4347833,0.4309442,0.009623444,-0.33502397,0.38570255,0.21572329,-2.41868,-2.318006
CFL1,0.10567194,0.1600683,-0.939302,-1.3212047,-1.947143,-0.9552222,1.3940797,-1.4567573,1.1565778,1.0516901,-1.665077,-0.56896454,0.7879391,1.4113985,-2.1497712,-0.3286868,0.101884305,0.4831233,0.64599013
EFEMP2,0.7265282,-2.3015718,0.16188523,0.52468,0.13525164,0.5147219,-0.24138717,-0.32017714,-0.088157,-1.6634176,-0.07400384,0.69018346,-2.5827148,-2.7802486,-0.009412047,0.6285707,-2.4745078,-0.52191746,0.5196451
CCDC85B,0.7216031,-0.07079174,-0.6502044,0.088184394,0.06889045,-0.2574664,0.21209747,0.30989835,0.22757858,-0.20583431,0.56216973,-2.5068011,-2.50933,0.84088016,-0.32309052,0.9354298,-0.9827702,0.5347402,-0.65173227
DRAP1,-0.3086328,-1.1174517,0.32750475,0.8123154,0.77893174,-0.2668336,-2.6274686,0.5882294,-0.30670506,-1.0532559,1.0295229,0.21204387,-0.47260875,-2.4800477,-0.6972033,0.81503606,-2.652341,0.2753717,-1.7713497
BANF1,-0.40098315,-0.6646365,0.44666007,0.765885,0.5138622,-0.33158308,-0.71867293,0.6268877,-2.5672107,-0.6101697,0.27115512,0.3140464,-2.4683714,-0.9515384,0.28059065,0.6937092,0.8119085,-0.34868148,-0.46270472
SF3B2,-0.01926181,0.1245612,0.04941644,0.32403007,-0.05807007,-0.5937116,-3.132287,0.018528385,-0.00557906,0.05923417,0.24810705,-2.0815153,-0.92707866,-0.48332056,0.28499615,0.38106713,0.20692258,-2.174074,-0.1813865
RAB1B,-0.15151332,0.03732228,-0.02185524,0.049420737,0.3392544,-0.8488804,0.843645,0.031369127,-1.9105852,-0.49261773,0.34947407,-0.87376314,-1.3415556,0.09966734,-0.029316556,0.33162263,-1.9043187,0.22182707,0.6919848
CD248,0.31739897,-0.49922898,0.09531476,0.93350816,0.07038529,-2.544786,-2.5962324,1.4434544,-0.62009305,-1.0602522,0.87330574,-2.3075604,0.7667938,-2.1160994,-0.6503244,1.6756212,-2.3382747,-0.75026363,-2.1350892
CTSF,-0.26639733,0.2696852,0.06696087,0.42923772,0.095443025,0.5320613,0.4919759,-0.14073288,-2.7707956,-1.1104207,0.60474545,-0.3082576,-0.43021542,-2.5323873,0.2649595,-0.4354674,-1.8589392,0.28438428,-1.3383183
CCS,-0.5578806,0.41668206,0.08556606,0.3029984,0.6575978,-0.18383363,0.5521745,-0.042651374,-3.0890613,-2.1297677,0.91188794,-0.2513289,-0.7849998,-0.38526043,-0.13749634,-1.1132659,0.49663004,0.47247443,-2.8234208
RBM4,-0.7203728,-0.08278165,0.109885275,0.077610746,0.5405781,-0.16681427,-0.76776135,0.15243126,-0.6412488,0.18551883,0.5551286,-1.1790724,-0.81522083,0.2615158,-0.8940771,0.48886424,-1.4097297,0.60635173,-0.85790956
GRK2,0.34647837,0.15618223,0.07341919,0.5604078,-0.04588851,-2.821629,-0.8502486,1.2661781,-1.2490233,-0.30545658,-0.320006,-2.2074156,0.023238497,-2.415251,-0.4024883,1.295959,-2.4481847,0.87426096,-2.011605
POLD4,0.5354661,-0.3917894,0.27973595,0.5681951,0.58469903,0.51069224,-2.4837236,0.5614949,-1.5933923,-2.9949906,0.6000109,0.34500948,-2.6342347,0.3188359,0.867153,0.71647763,-2.6863453,-0.37686104,-2.674294
PPP1CA,0.7572961,-1.6289046,0.15878312,0.303044,0.046210337,-0.7466434,0.5459029,0.17315724,-2.2617292,-0.071393736,0.2283077,-0.13360348,0.44677433,-0.10692424,-0.26937175,0.9912733,-2.7875423,-0.100951165,-0.925929
AIP,-0.36187488,-0.19298942,0.03957469,0.7594265,0.63054484,-0.07506335,-1.8184093,0.7641115,-2.3041868,-2.2411678,0.1155321,0.6364678,-0.7465526,-0.09350756,-0.24299578,0.7298104,-0.42331123,-0.18614294,-2.584493
CDK2AP2,0.3530262,-0.35920957,0.8097211,0.60105413,0.47419214,0.51512134,-2.7942533,-0.43703058,-0.08533894,-0.85505754,0.9003544,-1.4040058,-2.8705819,-2.07428,0.62712467,0.25142244,-2.4449904,-0.44830868,-2.7788293
GSTP1,-0.2711658,0.046720956,-1.0494426,-1.1922147,-1.6839962,-0.6570581,1.5936577,-1.789803,1.0449884,0.77437335,-1.6600764,-0.32655582,0.49197274,1.1889426,-2.0374756,-1.1292348,0.55222,0.7801192,0.58708316
NDUFV1,0.02155347,0.72245437,-0.3952213,0.07791843,0.11469598,-0.014893448,0.04641756,-0.043181118,-0.04195673,-0.44340882,0.43126747,0.21483193,-0.5622618,-0.42077145,-0.067530245,0.4291186,0.036821768,0.41732386,-3.000951
ACY3,-2.7524197,-1.3494922,1.3456534,1.0579432,1.6107259,0.63435936,-2.5777435,-1.6371751,-2.5205264,-2.7683113,1.7357708,1.4547597,-2.4474666,-2.087857,-1.6686242,-2.3828897,-2.2978628,-2.459246,-2.1430461
