,Shared topic 1,Shared topic 3,Shared topic 8,Shared topic 9,RNA private topic 1,RNA private topic 3,RNA private topic 4,RNA private topic 6,RNA private topic 7,Protein private topic 2,Protein private topic 4
91_26,3.9859595,10.756469,0.7287815,2.2832937,2.6618762,3.8579159,0.7558818,0.77361673,1.7025076,2.0167696,1.6023664
63_21,3.0004387,32.8782,0.5462497,1.2471151,3.615245,1.6778777,0.5622497,0.8566384,0.84765506,3.5915658,1.3971741
101_22,3.190993,10.425588,0.6486749,2.391199,2.9611237,3.3698444,0.8155672,0.8990445,9.958822,3.5458148,1.2322346
97_28,4.01765,4.562451,0.7887199,13.172657,2.0574982,5.2900434,1.9422448,0.7102192,6.3815727,12.807039,0.88390005
118_63,23.960707,2.7264047,1.4659408,0.94473785,0.6848846,28.737556,1.4544492,3.3378322,1.071834,8.0161,0.7033934
115_49,4.4107027,7.704115,0.89406407,4.2876105,1.8894514,8.140172,0.9401175,1.0458276,1.7862324,5.6622014,0.85873204
46_24,6.305722,4.603921,0.74047065,5.7877545,1.9201995,7.1143003,2.645495,1.4651089,20.492802,5.3965335,1.3831598
96_37,7.649099,5.245818,0.67583704,2.7674983,0.84293556,39.126953,1.108977,4.844956,1.2941101,14.887878,1.4355692
29_51,13.488768,2.945488,1.2698038,0.8672178,0.5914053,25.161982,1.0710883,1.0685302,2.7236104,6.240932,0.6630155
62_18,7.5694036,3.9733357,0.943608,65.80669,0.8856761,10.165949,1.720249,2.423589,1.7884468,12.826936,0.8865817
88_43,21.69004,2.6006136,1.3051164,0.85109735,0.78764087,19.291676,1.2557662,4.876516,1.2514099,4.587444,0.54481477
54_41,12.682645,3.5827045,3.5461197,6.091609,0.80581295,9.878269,2.5152383,1.7795148,7.4676127,10.11241,1.397897
60_13,11.462086,2.7110145,1.4663348,1.5887718,0.658199,12.732685,2.0824058,5.4205775,1.004038,2.6641002,1.4985136
42_28,2.7488167,17.405277,0.5771078,0.8134532,1.952546,2.247093,0.85137045,0.8773188,0.7054893,3.3232205,12.26872
36_32,8.698679,5.7936296,1.1627488,1.0125043,0.8516201,14.426574,0.9620644,1.2905535,1.3815427,2.8509703,0.7470057
98_61,6.411315,3.0493948,52.273342,1.0584705,0.5939978,3.0882096,1.2015496,0.6620755,0.77401245,17.204964,1.1837447
107_49,31.93322,2.6893034,1.2622603,0.8954474,0.68725383,26.717852,1.1912122,1.9295688,1.0806973,4.2309523,0.6582255
76_6,14.135676,3.5389953,1.0366063,1.1053947,0.82504493,17.692038,1.8110943,5.0513077,2.1091545,5.2098484,0.71626896
61_15,6.5177593,3.6885235,1.897489,3.4267414,0.7829746,13.42254,1.6755271,12.849859,1.2445388,10.839856,0.9260824
30_26,8.092888,3.5745997,9.158014,1.1656501,1.2889702,2.5429387,1501.2975,0.50568503,2.165591,64.271866,1.197423
37_52,22.289982,2.62917,2.4607825,0.9224025,0.5384315,11.273508,1.9152725,1.2994468,1.0600009,4.267688,0.7626879
97_39,13.774337,3.2170763,1.1380432,1.5854883,0.60110766,28.342545,1.107621,2.786996,0.786674,16.513975,0.74918586
123_49,12.639821,2.7927122,6.335668,0.6813033,1.2060529,4.0698266,29.86572,0.95618933,3.226118,6.881005,0.712286
96_25,2.5734987,64.11467,0.4970882,0.46222854,2.253569,1.7033776,0.68121684,0.45984292,0.6990215,3.2782624,2.6338735
67_9,17.608822,2.62973,3.6005216,0.80038095,0.56330544,6.3108516,1.3625271,0.6733829,0.8052703,4.807474,1.102147
33_55,61.52407,2.2527785,2.3196945,0.7138691,0.6508268,4.08108,0.9102134,0.65155494,1.0568743,6.756632,0.8009021
102_45,11.613584,4.535999,1.0068855,1.688698,0.80823326,64.406876,1.0284787,5.548859,0.9071811,21.116816,1.0172216
68_39,42.192,3.3419695,1.8907584,1.1202507,1.2960491,11.631645,1.3365691,2.6420107,1.7488027,7.0500526,1.2927135
53_17,26.21867,2.8409002,1.6642098,1.0423834,0.6583862,13.281743,1.433299,2.5199742,0.94805986,5.6294327,1.4575082
45_27,2.4575706,35.64899,0.5526796,0.66741514,2.1618328,1.8226848,0.7283383,0.5695941,1.3883342,3.5476997,2.284358
75_14,6.696735,4.119387,0.92876256,5.6919403,0.90419126,9.297554,1.3612578,18.160187,1.1752707,14.33847,1.1863203
53_29,5.0445876,5.3852663,1.0283866,4.502342,3.3567367,6.3966837,10.474535,1.2930878,28.65264,4.6250362,0.718484
109_53,22.02819,2.5678406,1.6442456,0.69625795,0.8020239,16.846664,1.1428094,2.6253357,0.98306346,4.5304065,0.70775753
45_30,1.94785,37.26456,0.44150066,0.5087427,4.074729,1.3819892,0.6188882,0.39001322,0.71045923,3.0186095,2.523442
21_46,2.2941823,45.28281,0.57006145,0.6539055,3.5086992,1.5109346,0.5999795,0.4497458,0.6526438,4.7606087,1.7580324
104_22,19.003922,2.4958708,1.2767149,1.1837258,0.6367479,18.985338,1.2970655,1.7231604,1.2497189,11.175778,0.65407354
83_53,52.68594,1.9417001,1.9726231,0.67241365,0.551575,6.166066,1.1509669,0.7163435,0.96923083,4.2784233,0.9706863
116_44,3.9334288,14.888158,0.7242122,1.0976548,1.1579081,10.611917,0.94311804,1.7427423,0.8837418,3.437001,0.9965149
79_34,2.6206872,26.61375,0.72952044,0.89194095,5.6280093,2.5768425,1.1110481,0.77292913,1.2719007,1.8889,3.133539
88_18,2.7468414,50.693825,0.5839677,0.62971455,2.2045352,1.6291993,0.47075787,0.46207818,0.73051775,2.9861693,3.882324
19_40,23.665976,2.6553473,1.963475,0.8473871,0.65420854,15.219527,1.4946527,1.158162,1.2238816,5.849103,0.7768056
97_16,6.114529,5.546712,0.75302804,3.0185614,0.8472584,22.299076,1.5407368,9.814097,0.7403088,7.6974754,1.9700245
69_25,2.3927093,29.517073,0.57931316,0.5539957,12.406555,1.4461377,0.8097697,0.39217278,0.62570494,4.1064878,1.4931225
115_44,2.3028233,40.69953,0.44837442,0.701492,3.176905,2.4972584,0.6072566,0.6131516,0.9116207,2.2542515,1.846706
65_33,2.7505684,39.660282,0.5201802,0.6381465,1.7085053,2.6272995,0.82576704,0.6928352,0.85953146,3.908183,2.487259
77_27,2.665353,50.22505,0.4901811,0.66766775,1.9314551,1.701806,0.8665658,0.5711152,0.9298727,2.3877668,4.2755775
121_60,2.115705,42.99262,0.4428412,0.5345422,3.5123808,1.5206435,0.56521267,0.4114997,0.64462215,3.216632,3.97297
110_46,8.18649,5.0583043,1.1604903,1.1245795,0.78833467,12.226312,0.9368355,1.2535688,0.8678295,2.3521123,0.83656496
75_43,5.663906,4.983708,1.0039308,4.146774,1.4831433,6.500867,1.4232193,25.381794,1.6120046,11.185512,1.6381048
67_37,2.8151178,24.079468,0.71402085,2.0552146,1.5417744,4.341221,2.1892834,2.5325475,0.8926114,3.0882924,4.958384
105_24,14.87733,2.809606,1.090179,9.686612,0.870384,14.849455,1.3929396,4.5225487,2.7620866,10.773582,0.6190419
82_29,6.809605,4.0790806,0.73736274,13.297548,1.2412983,10.279238,1.2469597,1.1116934,2.4163973,6.4109135,0.8646037
74_21,3.7088158,5.407364,0.7469486,11.639131,1.4848516,3.3147666,1.6364079,1.4272066,0.69761485,20.709839,1.1187974
39_45,2.566743,70.76596,0.5352372,0.59527636,4.33886,1.6680162,0.5988673,0.59965485,0.75678754,7.28941,152.56429
46_27,2.4350247,55.63366,0.6948342,0.5938914,9.236017,1.9902321,1.6181822,0.9402112,4.9012227,5.138263,1.3776984
118_65,20.665977,2.7638328,0.9599349,0.7389736,0.7013961,27.973522,1.2343163,2.7754025,1.2936726,5.128722,0.82245344
81_19,2.4722915,59.854866,0.55437076,0.62399954,2.590531,1.7561432,0.634422,0.5448504,0.73009706,2.3564026,2.075581
27_35,30.000214,2.834499,2.465736,1.2552552,0.58819264,7.683098,1.461971,1.3527017,0.7337988,24.850826,1.2474929
124_70,100.18683,2.1509738,1.4222553,0.5182728,0.51275545,3.7594662,0.953397,0.6964807,0.62841004,3.3818967,0.9444793
73_2,31.86207,2.082776,5.2844663,0.84276164,0.65426505,6.000599,1.2149832,1.2908194,0.91057336,7.917138,1.1061437
93_55,24.635735,2.452494,1.266942,0.8514191,0.70943856,15.8211355,1.5033379,3.7363443,0.848724,3.4749527,1.0666685
86_57,4.597128,5.1176767,6.313106,4.782912,1.1644006,3.3116465,118.34476,1.1481003,1.4728173,102.44409,1.3521507
95_46,10.075308,5.292177,0.8658096,2.3295197,0.9528737,50.353817,1.2489656,12.999419,0.64030325,8.40308,0.74695414
105_40,2.8013632,88.546684,0.5798338,0.5709508,1.9230412,2.1076212,0.7878276,0.48161334,0.63954026,2.6562226,2.4420776
38_25,11.326996,2.5747707,1.4350092,0.9869463,0.83242303,23.446136,1.8570869,3.6745903,1.0541584,3.1510997,0.6178473
61_12,10.121968,2.3042514,11.445128,0.84775794,0.6165053,10.400492,1.5620933,1.2113949,1.0475318,5.583473,1.3379917
57_17,21.810919,2.707309,1.3884213,1.1865965,0.6948972,19.624104,1.7704885,3.3333125,1.4707229,4.717092,0.8998096
55_43,6.7471957,4.4248905,4.865975,1.844176,1.5698711,4.0330014,882.16,0.82339305,3.8835511,6.480792,2.019545
45_26,4.53687,4.967704,1.0585918,28.851454,3.3431528,3.7103019,2.003665,0.82938975,64.286194,15.829001,0.9706987
78_33,2.3838034,31.476921,0.51571417,0.57609534,2.0054216,2.2208798,0.67003083,0.7035409,0.7685091,2.6033642,2.2142334
33_31,17.776867,3.4089322,2.1721354,0.6367563,0.7328907,22.016735,1.6149894,1.9150798,4.0122037,2.5437596,0.77537537
117_61,5.9043427,5.0704746,1.0946957,4.3896303,1.9137678,5.757464,1.4639616,1.294775,4.450452,4.5702147,0.84212077
61_22,2.393781,51.772022,0.48534125,0.57333386,4.7058344,1.5299618,0.7861804,0.39976937,0.62712336,4.471492,1.8614838
70_7,59.484116,2.6407027,1.9396584,1.6270308,0.53797114,6.3760176,0.8432777,0.83258104,0.75333023,7.1896973,0.9486803
99_18,9.534067,3.587729,1.4063383,2.6679087,0.7346202,11.943741,1.2178993,2.5220466,0.98340863,21.026476,1.0165238
41_29,4.9669566,8.097429,0.83263206,0.8615799,1.1453086,4.8539367,0.91797507,0.89723074,0.81363416,3.3198936,1.0509629
119_40,3.4762146,5.7118726,6.4296713,1.6568166,1.2887032,5.9299555,7.3515925,2.3180354,0.47819194,27.203358,1.9165953
95_55,25.17559,2.6068125,1.3748343,0.8261045,0.74768054,10.560355,1.0519453,2.8425639,0.8933875,5.2647433,0.6044847
59_21,3.5806928,5.360482,0.9832014,15.422643,2.0773132,2.990631,0.8869309,0.5277047,2.083,8.087402,1.0710528
101_23,3.4485176,18.361362,0.62408584,0.9798545,1.6840837,3.5204477,1.0017071,0.73030436,1.0506222,2.0903094,1.4867009
99_49,8.239324,6.510781,0.68563074,2.4351163,0.8948687,41.70953,1.3951658,9.809789,0.67237705,8.110371,1.0088989
120_63,7.6546583,4.6339874,1.0319117,1.213723,0.8623536,19.54919,1.135729,1.7629924,1.2720546,4.3623343,0.84504485
40_42,2.6185942,47.309162,0.4835719,0.6161339,3.176385,1.6300473,0.53111404,0.44470793,0.7013368,5.990305,73.7854
18_46,2.5883856,74.65238,0.5704685,0.58217573,2.6140244,2.384792,0.81582075,0.6435562,0.719416,3.414627,4.731049
101_29,6.6547127,22.328968,0.9140627,0.8064569,1.317595,8.441636,0.70023364,1.100567,1.0523418,2.1254878,1.2332574
115_37,36.546955,2.3977473,1.7729071,0.92500544,0.6697466,13.882963,1.0805916,1.9895525,0.8446382,8.398821,0.5911061
77_35,2.6393716,42.377228,0.4934969,0.5760704,4.330254,2.058914,0.60968924,0.44197136,0.7704254,2.1075313,3.0097458
27_43,2.2027469,30.86218,0.5018326,0.7168708,2.1642632,1.6122931,0.69859475,0.3711257,0.8961171,4.0715666,3.5124164
23_46,2.250714,46.49427,0.5684663,0.6247182,5.1815286,1.6009667,0.6453163,0.49141535,0.5787265,5.3342667,1.1116936
47_38,2.5060916,20.844774,0.578099,0.6622986,14.615355,1.8513381,0.86645716,0.5028269,0.973517,4.536404,2.7133663
55_26,4.9525905,6.0448494,0.99886703,12.426736,1.035269,3.5072746,1.7679793,0.9801756,2.0673344,4.8991027,0.9771401
124_64,31.872622,2.4213502,1.4904625,0.8996793,1.1209489,5.4105997,1.0442458,0.9881933,2.288654,3.343942,1.136807
88_48,12.105829,3.4203558,1.2667189,1.1883698,0.92565984,23.67714,1.7198163,8.6501665,0.8633459,9.012406,1.0131652
99_54,31.237593,3.073608,1.1961899,0.85417277,0.7063159,19.483368,1.301367,3.9327247,0.9985267,5.267401,0.4300475
113_42,2.49986,61.551205,0.48244742,0.5133703,2.4648263,1.6988881,0.6014158,0.43775773,0.67435235,2.1070766,2.9930644
84_29,4.5252886,7.162649,0.69561315,6.384511,0.95282716,10.281898,0.7938288,2.0238943,1.567045,12.3301735,0.9697317
15_38,5.4184046,4.212284,11.197338,0.623474,2.6627178,3.1498666,1075.2777,0.96346927,4.4802265,50.8127,1.0620537
66_19,2.4818547,42.29059,0.6060963,0.79262716,1.940205,2.1863258,0.9546851,0.547669,0.6793681,4.6970096,1.7012913
50_31,4.0835705,5.5661917,1.429584,7.1968837,2.3892908,5.1215105,1.6742561,1.6131376,15.761346,10.50797,1.0230798
7_47,90.03483,2.6928525,2.5192306,0.6635864,0.5211449,3.1489754,1.0268832,0.6838482,0.6224782,30.85719,0.8976421
107_50,13.185711,3.178801,1.2299302,1.0948131,0.6432031,24.61845,1.515423,2.935934,1.0428847,4.292294,0.61204726
67_27,2.686889,25.530012,0.5431273,0.7208514,4.8003697,2.1317003,0.74700785,0.5377995,1.0796692,2.7731085,2.492638
88_47,13.133849,3.850597,0.85152256,2.0771995,1.0092622,15.814941,1.1354537,4.3095436,1.0792873,9.482347,0.8675073
41_32,8.068403,5.9810576,1.2171448,0.63154316,1.8756914,9.77493,1.9956319,3.0856943,23.982931,2.9946315,0.6392628
112_45,6.9267626,25.632397,1.0006589,0.6323054,1.059218,8.906698,0.8179913,0.99807316,0.9841616,2.010941,1.0966305
25_46,2.4902804,17.660135,0.59458417,0.6327057,166.07446,1.624062,1.4614522,0.5675404,1.2539923,5.328172,1.1145544
81_22,2.254303,50.918076,0.39965492,0.5907432,9.126106,1.1756198,0.750481,0.34659293,0.6856982,2.4309697,2.4829006
44_21,22.382927,2.414127,1.6257038,0.80338395,0.65999913,26.933811,1.1961823,0.61242676,1.0864962,4.567453,0.91231054
18_44,2.4083068,65.805016,0.5211107,0.59868675,2.138016,2.047318,0.67380583,0.5433446,0.85439396,3.94415,3.1768394
55_37,10.002831,5.5511856,1.1799245,0.6562313,0.7847456,8.444298,1.5113211,1.5903703,2.2980855,3.4858184,0.53979146
89_49,9.820668,3.6251214,1.186606,1.2474666,1.1470308,25.109257,1.6433232,32.013317,0.9070925,6.068706,1.0495636
71_6,19.105492,2.7198124,1.2382693,1.6336747,0.6098848,18.824913,1.2922462,1.639273,0.9797358,6.1644087,1.3748308
86_54,22.537262,2.333665,3.2741654,0.7004977,0.5971181,13.210415,1.048263,1.634737,0.7730522,5.076306,1.1604853
97_43,16.138386,2.951659,1.1561303,1.4754786,0.6406757,28.660002,1.1908388,2.1242795,1.3106354,3.8921149,0.759424
43_34,52.797215,4.7760434,1.7935147,1.211385,0.94424707,7.612743,1.2061336,0.9050165,1.9233273,3.2485323,0.7211319
52_39,2.301565,32.28534,0.541824,0.7096157,3.689207,1.5477788,0.5808304,0.37268052,0.7871127,3.390616,3.495479
120_41,2.989398,11.9894085,3.085205,2.6445217,2.150949,4.8484945,14.71607,6.5921707,1.6834106,15.391777,1.5852641
74_32,2.7367456,20.444984,0.5816048,1.1854358,4.526812,2.772424,0.7632915,1.1888837,1.224884,2.3931084,2.552846
120_59,2.5419405,19.728428,0.5656714,0.72053367,6.779462,2.0616765,0.92099035,0.5902323,0.8087235,2.7636876,3.053015
95_24,2.6480422,59.54943,0.49150136,0.52636385,2.0374708,2.1352115,0.6615296,0.5350914,0.8000451,2.0421934,4.201558
95_29,11.045588,4.655422,0.9165517,1.8598722,1.0523547,18.299185,1.1110225,3.0437198,0.880158,21.57891,1.7208549
90_53,20.046549,3.1816797,1.0133048,0.9135329,0.6367542,22.53918,1.0283492,1.7138397,0.9382594,4.2922735,0.61204386
114_59,11.715451,2.857826,2.821935,0.984633,0.61123616,18.186749,1.5175066,1.2319055,1.32636,4.668317,0.5918353
124_53,8.047171,3.1904688,3.081094,2.6638167,0.9639388,10.336513,2.0137944,24.849253,0.92451894,5.4740868,0.8842243
14_46,2.4026942,54.9709,0.56531787,0.7485126,1.2370225,2.3797345,0.71690816,0.6703919,0.8514759,3.3454108,3.1385028
91_14,4.7407207,6.677639,0.7986305,3.5540993,1.079202,12.19363,1.538425,1.2283329,13.435958,3.3070564,0.6237956
45_36,12.20535,5.953922,1.2907374,1.0352037,1.9778389,5.435508,0.9536821,0.822319,3.9178247,3.8501701,0.5895715
101_14,65.65131,3.0457792,1.4183565,0.8586391,0.7512334,5.8460956,2.2019162,0.8558844,1.0343134,4.9950466,0.59953785
35_48,2.899826,8.324126,0.8847213,7.722643,2.4952528,5.3137302,1.980242,0.9427027,3.5930777,9.923563,1.0741373
110_33,11.9195,2.6123288,0.85409486,1.8065447,0.7575335,22.808784,1.0637132,1.704015,2.7476172,16.416851,0.7487213
42_42,2.40404,45.554512,0.5423862,0.49437296,2.923937,2.133206,0.64973146,0.56928706,0.8527075,4.251549,27.844059
87_18,2.4426289,51.57964,0.54936534,0.61611104,4.5080547,1.4212842,0.5855987,0.42594922,0.6216229,2.363449,2.1394687
108_51,21.850464,2.721802,1.5030928,1.0241711,0.55316025,23.633665,1.3069143,0.9745082,0.90460724,4.695015,1.0331099
94_48,26.485235,2.7157774,1.1373329,0.8814242,0.7452361,13.702593,1.0489155,1.2994953,0.94541323,4.8159676,0.6725956
60_26,2.0685413,34.531532,0.4227143,0.4997316,3.2441285,1.4446493,0.54768676,0.42441422,0.6582063,3.9066813,2.4842098
7_46,31.118038,3.8885765,2.2486076,0.853234,0.5976997,10.529069,1.4733824,1.2537324,0.6099537,2.8056579,0.79782254
30_33,8.497215,3.0256689,20.665575,1.5429351,0.6881084,6.5236807,2.1518176,1.6844841,0.98767,6.3202534,0.9553838
77_7,14.002138,2.793781,1.1430507,1.8186287,1.0671519,9.831498,1.352576,3.9174094,4.762749,8.304654,0.61146826
54_32,3.4815953,22.823896,0.7431302,0.97651196,8.418484,2.4882753,0.6570204,0.78315824,2.2753494,2.6606736,0.8405889
38_54,15.986312,3.0462036,3.4296784,0.8899009,0.97846,5.5412607,27.078663,1.2570626,9.56177,7.514849,0.66139925
83_32,36.673977,2.652022,1.4523149,1.6212635,0.8897107,17.603958,1.0293579,7.5801535,1.2847332,5.0415754,0.66222334
123_54,22.275852,2.1616662,2.249855,0.6150619,0.6281767,3.6554995,1.1440531,0.66582805,0.74614084,4.463629,0.62430626
88_16,2.104741,31.52123,0.4624344,0.4875063,3.5286777,1.5817184,0.56070286,0.41371596,0.96858203,3.908183,2.4872584
99_11,5.92904,9.432684,1.2927151,0.50073797,0.73882645,8.643539,1.5272192,1.6723684,1.0609117,2.6045182,1.1727772
24_39,16.819527,2.618344,5.3613887,0.61031497,0.56653744,8.392284,1.3391131,1.8292183,0.8514323,7.8175874,0.8018199
26_52,19.209023,2.6571949,1.2841634,0.6307218,0.5950364,22.264486,1.7271842,1.7707124,1.0238019,7.623019,0.65713876
45_23,25.520014,2.904243,1.2225448,1.3183372,1.0522817,9.990969,17.238716,3.6987567,1.7917874,5.1013756,0.48213908
66_38,20.453514,2.9912755,1.8180025,12.460245,0.9268914,8.136477,3.1310084,8.771957,1.2313948,5.4883046,0.8602303
44_46,3.015912,27.763962,0.6605563,1.0152944,2.496955,2.8620877,2.892106,0.8069486,1.1004413,4.7373214,2.561076
52_36,10.678434,4.7340393,1.8085363,0.99076366,4.5666976,4.025633,2.102964,0.70549554,29.824335,3.5505853,0.59156877
107_51,8.011192,3.1233833,1.9933343,1.4580126,1.0097045,35.107605,1.8296844,6.3266535,0.7496919,5.5002813,1.0238719
40_33,8.85923,5.5185127,1.2759206,0.772579,1.6414798,3.602847,1.549199,0.93914145,11.665322,3.0080519,0.5990581
32_45,2.5768623,45.417873,0.5620236,0.6280933,3.9604695,1.7550318,0.68267524,0.48038915,0.7503954,12.406415,606.39484
19_39,19.924706,2.1739802,6.5848494,0.8284631,0.5462186,8.469394,1.3943163,0.82908374,0.8901648,5.6841183,0.9130296
93_17,3.056176,25.08923,0.5552153,1.3941575,1.6479211,2.8671324,1.022835,1.2485509,0.7876773,9.112588,0.79978454
28_41,3.39223,18.159428,1.2896979,2.5024006,1.6201278,2.6397161,2.3539248,0.44867405,2.1934872,7.5883884,1.2439471
81_1,4.2080126,4.05936,36.95624,1.0842602,1.2360661,9.782215,5.2845826,1.8082927,0.8840251,27.203768,1.9166056
81_30,5.2308903,5.255155,0.8539351,36.509235,2.2232757,5.4657497,0.9877894,0.7988279,2.1773934,3.5915432,1.6400821
101_46,16.322647,3.7011597,1.0566611,1.4280728,0.6487209,27.89759,1.3595897,2.9417357,0.9078314,17.19624,0.8260001
25_54,33.829784,2.066128,2.2150269,0.7038589,0.61615473,6.0755444,0.98433775,0.8631239,0.7170349,3.607915,0.8619003
93_12,18.967047,2.3427958,3.0391653,1.2917101,0.69606894,20.536018,2.20929,2.624885,1.5630056,4.9840355,0.8153889
86_9,16.89043,2.79095,1.1091325,1.3167317,0.8676294,24.635817,1.2080151,5.002376,1.4265946,4.4078417,0.568032
31_34,31.43926,2.6188817,2.4909656,0.8201926,0.6120067,7.1719074,0.8763997,1.1433538,1.1286271,5.8384223,0.93187433
54_24,6.1954045,4.3870583,0.9641436,4.9225554,0.9786965,15.508555,1.2359319,7.350108,1.180895,14.616345,1.4140124
81_42,2.8814921,15.54941,0.62397945,0.65962845,7.5524483,1.9413188,0.7378745,0.4160227,1.1784662,2.0461464,4.5894666
101_60,24.329477,2.2662015,12.373272,0.6267366,0.68677646,2.6355166,1.0834361,0.5460391,0.79146975,8.804997,1.4905212
55_13,6.7510457,3.33495,8.4001875,0.9556046,1.4542992,3.4700425,389.29053,1.1074784,10.184843,8.131806,0.6612562
47_49,15.638769,2.8681293,6.625973,0.9184276,1.7100083,4.928576,2.1915948,1.1412528,12.0242,4.8329477,0.77105933
96_20,3.100159,10.93485,0.6494292,1.2388264,1.2121787,5.4434934,0.93421835,1.9757973,0.68835866,3.8612823,1.1670223
112_43,4.244556,21.807594,0.7254978,0.73642933,3.1479905,3.7265372,0.66867566,0.6499475,1.1817698,2.2189543,2.4456723
92_50,17.18829,2.952724,1.1163658,1.015275,0.6418893,30.494164,0.869277,2.2457452,1.3909224,4.4913445,0.6738573
86_14,3.9409845,23.335875,0.70447356,1.2679734,2.6917672,2.8133438,0.9302796,0.8980701,3.056054,3.3769522,0.66359544
107_55,7.2874546,5.501649,1.5634334,2.332484,0.96198654,44.543285,1.3147819,18.143547,0.52520907,13.036205,1.5079379
68_26,2.7166624,19.497974,0.66303414,0.5786282,114.65626,2.4208589,1.4580704,0.8264249,2.436878,4.780409,1.963352
31_26,8.77714,2.7509983,133.9037,0.7731218,0.94540566,3.2494106,5.6386647,1.0822003,1.8687885,30.476202,0.8689355
94_16,6.801073,4.647749,0.86679935,2.4737427,0.82012534,26.913425,2.4627922,13.020428,1.0993577,6.9867682,0.8470835
106_51,18.649603,2.4852707,1.685318,0.77963626,0.6986339,29.623095,1.4321041,2.671405,1.214746,4.241688,0.5669187
101_48,17.461103,2.8390641,1.1367284,1.5561959,0.8522671,17.160519,1.2714427,1.5170996,1.0256672,3.2771354,1.1778916
35_40,2.690062,23.300545,0.6609217,0.8675833,1.5351155,1.8819611,1.0595452,0.6331402,1.7339743,4.96433,2.6365192
99_28,4.2284923,9.17746,0.84011316,3.8027718,1.0048497,8.333137,1.0306177,1.6738156,1.2173148,3.9953618,0.93134314
74_48,6.2750583,3.631005,28.192793,1.3822101,1.2100478,2.585102,460.31052,0.67953104,1.1723958,8.344924,1.1372945
116_51,5.4678025,5.4491105,1.0095861,1.4293022,3.0638423,4.117364,1.4694074,0.90740955,10.386982,12.591583,0.9071093
113_45,4.0221295,26.151543,0.6915567,0.6891159,1.4000386,6.0933337,0.90892434,1.1839522,0.74494475,2.185412,2.187691
