,Shared topic 1,Shared topic 3,Shared topic 8,Shared topic 9,RNA private topic 1,RNA private topic 3,RNA private topic 4,RNA private topic 6,RNA private topic 7,Protein private topic 2,Protein private topic 4
76_25,2.5218172,26.670773,0.52177477,0.56416154,2.6306648,2.0302455,0.83056587,0.64398474,0.7164714,2.1787472,1.939537
69_32,6.030722,5.990599,0.724208,5.4184422,1.0522484,15.455481,2.0731575,3.9782193,2.2912655,3.5870996,1.077934
81_38,2.3297133,29.372427,0.53023154,0.6704302,2.390492,1.767935,0.4309273,0.5450715,1.1822602,4.04762,1.7425652
115_41,6.4359245,4.6489706,0.88114804,3.333435,1.140689,8.580443,1.5409352,0.9799001,1.3970673,12.756665,0.88367707
102_34,5.1994066,13.627672,0.8161844,0.8845389,1.7481581,5.8560762,1.1049021,0.97072875,1.7473111,2.002765,2.6332843
71_29,2.8801544,19.46232,0.7196644,0.6924884,1.9361974,3.006351,1.0118054,0.6866863,2.061869,3.51283,2.0823562
104_19,4.286417,5.1726813,2.9302943,1.6583092,1.1821228,5.889801,7.4791975,2.8025055,1.3904747,33.97358,1.0580314
49_19,26.787851,2.6489797,1.2660015,1.0531021,0.79233325,16.042215,1.779662,3.4533079,1.1638657,4.644123,0.6261454
32_29,15.222599,3.1642413,1.9588459,0.8700118,0.531088,6.595302,1.1418759,0.9539048,1.3143272,2.6762214,0.8471976
74_29,2.6427388,15.649885,0.7407916,0.6728878,109.70203,2.3204167,1.5851196,0.83545434,2.8299778,3.494384,2.5279355
4_44,4.507406,4.7055492,10.111961,1.340249,0.8309436,6.163833,2.5774956,1.8436204,0.67615426,74.76694,1.5277177
114_50,5.997089,4.538615,1.2823662,4.536342,0.8451149,13.435949,1.5642323,1.8142041,1.2473339,12.491315,1.0326319
36_29,8.350271,6.2917895,1.0456223,0.3431104,1.4604921,8.989252,0.86142004,1.0927886,1.1670864,2.3067255,0.82867086
11_43,17.460186,2.5685472,7.6223392,0.76819605,0.5513184,10.105271,2.154968,1.3024385,1.0029325,7.513094,0.6816687
61_28,2.5372329,41.791924,0.52329385,0.59174293,3.5503967,1.4285474,0.5229457,0.48984852,0.55602056,2.65622,2.4420776
78_39,2.489328,36.229588,0.46974748,0.5219976,3.8305664,1.6189269,0.5822371,0.4835647,0.6655155,2.893581,2.9789984
53_26,3.79591,6.908869,0.87991154,6.2240853,1.3978784,8.37498,1.4003314,2.7241192,2.918191,4.8581347,1.1832716
23_39,16.097282,2.7176073,1.9519315,0.6738107,0.6076251,10.118349,1.4817693,3.0503235,1.3091676,9.6534195,1.1381541
55_18,5.0494795,4.400574,1.0748602,15.090387,0.7652759,19.944868,1.799695,9.100804,0.7676307,14.902321,1.4429402
75_40,2.3051825,38.449734,0.51007694,0.50668377,1.7572367,2.3130026,0.60593575,0.9582876,0.75592643,4.006352,1.7560236
70_14,5.035241,4.317471,1.0734996,7.6684895,1.383043,9.434862,1.5104934,26.815804,0.64951134,6.9943895,1.3338342
61_29,1.9540255,42.74422,0.44024247,0.44297847,2.9128659,1.4343696,0.57777345,0.5597292,0.7098037,2.0742385,4.9759536
78_10,22.729004,2.8671007,1.0269122,0.98922634,0.8161634,10.330853,1.6824604,2.3714745,1.7354578,10.726103,0.6538888
38_53,39.735023,2.352552,8.660551,0.5587919,0.6361568,2.9863987,0.7708988,0.48280236,0.78722364,4.639283,0.5877091
108_33,7.0328255,3.877161,1.0314842,3.2924864,1.1223583,13.178968,1.31165,2.2568219,3.2138574,5.8988457,0.58654445
33_47,2.4232564,58.203224,0.4449026,1.0584385,3.1392632,2.06761,0.767142,0.61137104,1.0406101,10.521706,300.8135
124_72,18.26397,2.1975543,9.467596,0.46190903,0.5613918,2.2943509,1.1002504,0.4614815,0.5521989,11.48895,1.1427411
3_46,5.079274,4.7786484,15.581299,1.026557,1.8575672,4.2898197,10.882103,2.7236745,1.1361637,59.660324,1.2804615
23_54,52.08963,2.4405231,3.7870448,0.8190906,0.54700774,3.1321206,1.1237676,0.5757294,0.6717766,5.7580795,0.5516238
83_1,6.853398,2.8348958,27.827,0.87812537,0.5910637,2.9447129,4.7991986,0.5106334,0.61482674,7.63838,0.81314003
124_59,21.990732,2.4156303,2.805306,0.7367176,0.6476138,7.3236556,1.2147161,1.082142,0.90101457,7.0473967,0.80438
81_53,6.108015,4.71264,2.9711993,2.228641,1.0114621,4.485931,71.44412,1.077853,1.115569,18.268137,1.0575368
94_13,8.122192,3.6796956,0.9974427,2.2280734,0.54830724,34.50216,2.393564,2.988239,1.5890548,4.424658,0.7143333
107_56,21.463486,2.2334375,3.4328713,0.75403345,0.535756,8.902549,1.2835841,1.9712107,0.61993515,7.378895,1.3670942
114_62,29.2284,2.3329234,1.3621268,0.72728014,0.550864,15.499196,1.3608588,1.6322491,1.0397211,4.2842784,0.83233386
12_47,14.809547,3.6026082,2.157106,0.8935031,0.7248535,13.439188,1.1122867,3.454412,0.88624555,6.8269444,0.72229046
54_17,12.147085,3.0286624,1.1048179,2.4245036,0.9507413,22.021635,1.0967796,22.251158,0.94581425,7.1972394,0.9487477
91_42,24.080585,2.9544659,1.8261397,1.330251,0.77292776,16.86361,1.3742015,9.5003395,0.9407752,12.30337,0.9408178
87_32,17.318619,2.8394375,1.1691101,1.5118897,0.8652361,24.833008,2.1992116,5.784243,0.7072188,9.507284,0.72250485
118_48,2.9260747,36.648445,0.57882404,0.6843932,1.4776536,4.224367,1.0539998,0.9424169,1.3156705,2.174792,2.7198768
87_21,2.516131,43.063206,0.52175987,0.6211966,1.3043578,1.7808057,0.8235514,0.5040797,0.7314866,2.4316216,2.5280445
55_14,9.641322,2.8870242,22.245815,1.5633421,0.571071,6.425896,1.8026891,1.8672174,0.6388028,6.9409556,1.1464679
46_45,3.0990355,6.66395,1.2200501,2.5778322,3.4761016,3.396493,4.3804364,0.76511633,36.77271,10.302589,1.0165807
32_34,13.694185,2.5561476,5.894741,1.636792,0.6979048,4.994829,0.87444574,0.6948314,1.649363,12.188166,1.1819586
101_26,2.6137662,78.53333,0.5769846,0.57604766,1.7512653,1.9922307,0.78319985,0.4646588,0.7725333,2.8939278,2.9999225
10_45,12.091899,3.0172157,2.4367132,0.83666956,0.7376697,17.166561,1.7776958,6.64429,0.7511925,21.987875,1.4765786
108_28,26.638496,2.3298514,1.2654982,0.88544613,0.65556294,10.722988,1.0127592,1.173504,0.8030998,5.2906895,0.6132663
88_57,7.940369,2.7925124,11.727931,0.9448558,0.48945996,5.704376,2.8031895,2.2536194,0.7178648,17.729753,1.1928732
67_8,12.024101,2.210268,20.606188,0.8512553,0.49539635,4.340659,1.0383614,0.6735187,0.70784813,5.082844,0.97580063
121_58,2.406093,44.942177,0.53511524,0.50932205,2.0172393,2.9884615,0.668643,0.5871051,1.0143796,2.1391137,3.5530782
76_2,51.58387,2.2447119,2.2520955,0.49774796,0.5126514,10.271646,1.2184572,1.5824552,0.8326449,12.896232,1.3465731
55_40,18.467987,3.8374903,2.2526968,1.5057085,0.81631947,6.729491,2.9009326,1.2716583,2.8396719,5.2199116,0.75585777
80_51,25.236605,2.302123,2.167686,0.82071245,0.56499505,7.154451,0.97607166,1.6323254,0.8244953,9.350815,0.89804494
103_46,15.628143,2.9080732,1.4249256,0.9138677,0.77010256,23.420609,1.3317963,2.9908884,0.9426012,16.410477,0.8418068
98_40,26.400331,3.1692078,1.3447603,0.92389536,0.9111777,23.053207,1.1136981,3.0693214,0.9279785,8.760471,1.0814427
74_14,7.6254845,3.3690078,1.8426509,16.456905,1.0058162,9.7558155,1.5172666,3.157322,0.6819861,5.8500757,1.0224386
77_3,14.421436,2.4396222,3.2943015,0.7636447,0.50670755,11.8311615,0.9912617,1.7363731,0.69116914,6.4304338,0.7533108
19_50,18.14795,3.1312733,1.8191679,1.3628238,0.7239711,17.34547,1.9066628,2.31984,1.3775069,5.8413596,0.6073056
33_35,12.934708,3.0155065,10.1528845,1.0839603,0.9159158,13.236767,2.3009233,1.8832576,6.4477296,12.190066,1.1818354
106_55,8.127848,4.63703,2.1743636,2.4748359,0.86984885,40.95995,1.6490418,8.807989,0.71569824,7.675563,1.2182784
11_47,22.642632,2.603679,2.9117017,0.8210188,0.8546987,10.94326,1.4922388,3.7259667,1.0692667,6.9494824,0.7114962
98_48,4.315016,14.827719,0.628741,2.727388,0.8734796,21.046505,0.91960496,8.329018,0.40531376,32.33972,2.0998924
92_13,16.931458,2.8614907,1.2887081,2.3430834,1.1709801,16.488337,1.6482366,8.748643,1.9865202,14.345448,1.1375813
69_18,5.7834454,5.4100575,0.9082362,10.5894985,1.7607399,6.79564,1.2228045,23.494677,1.3048383,8.26289,1.1108274
87_20,2.613432,60.491753,0.55979645,0.6125165,2.4415226,1.7329768,0.5722946,0.54893494,0.79196095,2.4596713,3.6734676
86_43,15.905195,3.1602905,1.2136633,0.8057762,0.74923736,19.910812,1.574383,1.8523738,1.0930544,10.506408,0.6286455
76_35,2.582934,45.972767,0.57208955,0.64745283,4.3978972,1.5359929,0.62680805,0.37212864,0.8591106,2.6651359,2.463777
98_50,40.50151,2.6819527,0.90173763,1.0996705,0.70579976,25.512524,1.4190592,3.2643273,0.9667575,3.1079388,1.1230363
107_27,24.69863,2.4253778,1.6843916,0.74461794,0.5806294,16.891745,1.339061,1.6101283,0.9656614,5.610325,0.6708923
102_18,17.867748,2.1211524,2.03574,0.91049933,0.7407587,28.323288,1.7781602,4.2352123,0.9978124,3.80077,0.77040267
57_16,11.784739,2.7737072,1.704881,2.0554678,0.9191223,14.604693,1.9547358,14.356618,0.9124383,9.064134,1.2972689
55_39,15.7365675,4.230214,2.4327443,0.8247453,1.0751888,7.1999297,2.7602031,2.924966,3.4357862,3.0113664,0.69266057
104_20,15.793468,3.0266733,3.602664,1.8360494,0.6558245,3.4041576,1.5753597,0.79712796,0.68759644,12.011517,1.1123465
105_21,8.044957,2.7277818,6.19905,1.065366,0.53810984,8.288694,1.1215786,1.5996192,0.4418879,5.7819996,0.82416
65_26,4.0133295,7.063737,0.94345415,2.3286557,4.6769385,4.6205573,0.48902854,0.46978447,3.0722694,4.691845,1.3496877
10_42,75.418625,2.3809104,2.5080314,0.77548516,0.5227719,4.1074657,0.8906025,0.83326006,0.6698146,35.3487,1.14148
74_34,2.5756106,47.14911,0.5730645,0.65111125,2.6816547,2.0864873,0.8256082,0.68066114,0.9023833,2.0298533,2.4978669
32_43,2.5515678,47.607906,0.5089201,0.55884457,36.789017,1.4317892,0.8095452,0.3927497,1.374213,9.076624,207.16689
82_13,7.363417,3.8022184,0.96360755,6.1207356,2.297596,4.2269278,1.0319479,0.8241352,151.59827,7.3344545,0.55784404
76_47,14.777472,2.5803807,1.833398,0.82424444,0.7829854,32.83867,2.1392076,5.5742154,1.0881546,3.6838074,1.162288
122_65,2.7207546,29.626486,0.705516,0.5831831,17.047117,1.9910624,0.93111455,0.5022313,0.87100387,5.172742,1.0835111
84_8,16.064186,2.9057283,0.87271047,0.9899789,0.7624327,33.726715,1.5147562,1.1612716,1.2259587,4.7040305,0.6085136
118_58,2.2759974,52.837234,0.4938723,0.53580576,3.1417153,1.6990106,0.68836343,0.4665246,0.62231296,2.7804747,2.496238
40_31,7.686445,6.003268,0.9836,0.87376094,2.1098256,9.447212,0.99588263,1.1503075,3.8227062,2.9391706,0.6208172
44_34,33.205093,4.791643,1.6303649,1.2552204,1.0527905,14.01984,1.4733342,1.8187219,7.364048,5.1483164,0.9214273
95_26,2.8577418,22.790218,0.564584,1.0519158,1.2213892,4.053761,1.0637777,0.9270047,1.0226417,2.920291,1.0607316
83_15,4.1670847,22.250277,0.8097004,2.5414047,2.8995488,3.3687997,0.7997992,1.1707187,3.3492467,3.4667914,0.939778
70_41,54.130337,3.3165488,1.7130845,1.6690797,1.4674165,8.349552,2.0310786,1.5462492,4.4520082,11.976793,0.645632
123_72,53.192596,2.3050368,3.5068192,1.0881724,0.6247592,2.7694383,0.7594885,0.5024633,0.64999944,5.1945996,0.8078433
41_37,17.065916,3.0970693,2.729858,1.6692474,0.9813328,7.418821,1.5354759,2.5033896,3.079677,10.684552,1.1966372
75_30,2.3706827,57.344948,0.5654738,0.5633199,6.3950706,1.5443742,0.7870956,0.4181767,0.79171646,2.4139643,3.8351243
75_23,2.963494,14.300167,0.57246494,0.8926911,73.97863,1.6918215,1.2743958,0.586179,1.214227,5.13622,1.3775097
93_30,17.38913,2.9178216,1.0103672,1.0473611,0.6873605,14.649924,1.1133623,2.058795,0.811875,4.0519147,0.67346466
111_53,29.197294,2.880517,1.1638961,0.7625761,0.74124235,21.287764,1.2493134,4.3665223,1.0881447,4.1769896,0.737886
68_30,5.122888,4.2782598,1.418456,7.729474,1.8171624,4.7838573,1.4257588,1.9712346,11.114137,13.031015,0.87360096
69_35,2.6289752,51.44979,0.56166685,0.59266376,1.9008828,1.8456899,0.81420946,0.65853006,0.7284194,3.307921,4.2251596
77_9,12.864916,2.983494,1.5476732,1.4259936,0.62964886,15.219858,2.0388026,2.4707568,1.0552727,4.9680176,0.8690614
44_23,32.963333,2.7831802,1.5688536,1.1055812,0.6549429,20.026798,0.98452157,1.1703988,1.3237442,3.9981914,0.5847211
95_28,3.8604865,7.44348,0.5951396,3.3817518,1.2781421,7.1467757,1.0294942,1.4492558,0.65373427,5.5349627,1.0383184
40_47,5.501358,5.004404,0.84929013,4.4338675,3.2343323,10.192844,0.70751643,1.5034456,4.808176,6.039679,3.8224447
93_26,2.5606947,41.522503,0.5382095,0.66281307,2.2305233,1.595341,0.6085165,0.56466806,0.5878082,2.4349139,2.2293403
21_40,16.991093,2.6567492,1.5757532,1.0327983,0.76311404,12.733709,1.1717278,1.2463877,0.8647834,4.9436097,0.67019343
32_53,26.687803,2.658969,1.1464217,0.6769516,0.7814288,18.894848,2.2590833,5.6137695,1.498489,4.7258406,0.6889189
110_60,6.853867,3.4427176,9.418803,0.94868934,0.79228675,4.8268294,4.6935067,1.8874521,1.3925748,81.064964,1.5644324
62_41,39.06556,3.043198,2.4437013,1.1446117,0.9726619,12.882836,2.9156735,1.3362151,2.5015116,10.478853,0.9241145
76_19,6.7515645,4.978926,0.54755294,6.436895,1.1670568,6.1769295,0.8491542,2.4555256,1.6273082,20.802166,1.0937176
121_44,8.106019,2.676805,14.776697,1.2394338,0.89344347,2.6461666,24.612654,0.72585684,0.5878535,33.530445,1.6171049
124_60,28.719334,2.3710384,2.3265028,0.5946506,0.5250578,6.9459305,1.0560459,1.0527276,0.7612664,4.0909557,0.5657443
58_21,6.2860575,4.2973285,0.97823894,10.643724,1.5057646,5.878258,0.90019226,1.0564224,1.6416812,11.491745,1.1427367
99_20,2.7506657,36.091686,0.49986824,0.68825686,3.6603305,2.0547535,0.7370143,0.73564994,0.8948106,3.1517286,1.6700104
72_15,9.472376,3.5870228,0.8979427,6.9558363,0.9738605,23.430946,1.4489471,4.869084,1.3562241,11.8024025,1.3360537
90_19,2.6932144,52.41861,0.5746081,0.60125655,2.831506,1.8329022,0.6200647,0.5120364,0.76472986,2.6036212,2.214068
115_48,6.7551,6.640234,1.0523621,0.7802213,1.4665899,11.465296,0.86297864,0.8471969,1.5577487,2.7218938,0.75276124
37_28,13.266631,4.6190596,1.1833144,0.8211802,0.931598,12.84637,0.99317646,1.4173005,1.2729107,2.516447,0.754642
73_14,20.620111,3.5044956,1.0662268,1.9280764,1.1997094,10.078101,1.4733863,0.81826085,0.98115647,10.088268,1.0222143
62_35,2.2809708,23.585754,0.5387548,0.5374672,16.599054,1.6573879,0.6443109,0.45252824,0.76461744,3.9084177,2.4870749
80_8,21.254038,2.5674193,0.9436227,1.073019,0.69411993,24.336334,1.7858859,21.016886,1.4337019,5.3375297,0.6948124
45_31,2.773399,12.142062,0.6640389,3.0018196,2.4589028,3.4802332,0.72685915,1.0141199,1.2011721,3.3882582,2.4293277
18_41,9.775942,3.569394,1.8001218,2.5011826,0.9531823,18.329865,2.599567,6.6774673,2.139067,6.3622875,1.2106427
41_22,36.64101,2.2588534,1.4135485,0.82551926,0.5644342,8.890078,1.10337,1.4855921,1.0236641,5.83092,0.932963
123_65,2.546968,40.05503,0.69909364,0.7134284,38.526596,1.8989334,1.0625055,0.58042645,0.83975214,2.7009623,1.2968999
79_40,2.4152236,52.513336,0.5697524,0.6129889,2.2628748,1.6283252,0.5978859,0.45831105,0.8604615,2.2099514,2.5241208
60_35,2.153932,27.565243,0.49301612,0.5532018,9.73923,1.549768,0.7279578,0.43560782,0.8424602,3.908183,2.4872594
58_27,2.456706,47.073418,0.5544348,0.5928087,2.6241703,2.0553274,0.68787056,0.5784522,0.9740476,2.7332773,1.8538467
113_58,39.87259,2.4950228,1.8657839,0.77922225,0.64884746,21.15406,1.1694344,2.6004767,0.8875146,4.2922626,0.6120401
114_64,57.565487,2.2125711,1.8121333,0.5270629,0.5546187,3.522124,0.9244593,0.6250034,0.7269318,21.32544,0.9429377
37_53,22.5534,2.2477221,6.9708357,0.5520431,0.58697873,4.996319,1.5560232,0.6650771,0.992526,4.7098403,0.79027313
80_35,2.4808853,26.635242,0.69680566,1.5835869,1.8072762,3.2929366,1.608984,1.7535903,3.9231732,11.685248,1.2386209
11_50,25.09235,3.3192163,16.093082,0.6470059,0.55328196,3.9537244,1.7581123,0.8577537,0.76118,102.43625,1.3521314
93_11,30.164371,2.7673416,0.94647163,1.0419965,0.7603969,21.192736,1.5874355,2.799132,1.6333121,3.7823644,0.6529554
82_37,8.458477,4.041772,1.2554289,1.93393,1.2155051,7.9921503,0.71314293,1.166616,3.100926,8.585746,0.7237968
77_50,9.887524,2.4405305,19.414146,1.0178112,0.6147631,3.0128622,1.4082726,0.6738665,0.7754872,6.426978,1.6496348
37_39,2.9517841,20.321,0.616351,1.0282394,1.8114693,2.8380537,0.85901415,0.9178584,1.1389879,6.8088236,2.4604301
100_55,19.154274,2.7896378,1.1856576,0.86338055,0.5492614,24.793625,1.7225636,3.808857,0.7160617,5.2862797,0.48103377
113_63,51.17039,2.6595933,1.4977517,0.98403984,0.5173787,4.5681157,0.99376655,0.73601,0.75884366,6.019558,0.8101272
35_26,7.477953,3.1379008,3.057404,1.9325664,0.7757513,12.940382,3.6662881,3.4639046,1.0404555,3.211824,1.1810169
26_43,2.462722,41.90187,0.58769834,0.77157164,2.8110342,1.5641888,0.62305933,0.46115232,0.76932275,3.8844876,2.6932147
59_36,2.4629407,40.144863,0.5241772,0.6705208,8.5359955,1.7210739,0.71991163,0.43509972,0.9024127,3.908183,2.4872594
74_35,2.5105214,51.843662,0.570352,0.57550454,3.3932195,1.5707054,0.749848,0.47067457,0.9347422,2.0350347,4.3728
106_44,9.011401,3.4643412,1.4128517,1.9842167,0.8767501,29.823105,1.4773204,6.17507,1.2877803,15.036508,1.2257041
13_40,4.078237,4.4244013,42.546432,0.81825566,1.077135,3.595667,1.4350454,0.8329958,14.634713,102.43945,1.3521394
119_71,5.0886297,4.5872827,10.688666,1.1706243,1.1928287,4.6969576,290.8912,1.7516011,1.256097,25.27453,1.8303168
80_22,2.4532657,23.652216,0.512096,0.6771443,23.772888,1.6199228,0.58655626,0.58129555,0.99202,5.3676753,1.0925814
105_48,18.312538,2.906445,1.0238483,0.7743286,0.79271215,38.28907,1.379334,4.710954,1.134761,3.618793,0.8370672
119_38,3.8839974,7.1841297,3.1812513,1.7655445,2.2544982,4.4362144,39.071026,1.55728,6.249578,21.096949,1.9851434
6_43,4.7291493,4.422664,30.995106,0.70681953,0.7660207,4.064917,2.2511303,1.7106467,0.6839296,97.3965,1.3443915
94_20,5.4008193,5.8564982,0.90012157,18.15813,1.1561704,14.912799,1.028302,4.1691966,0.9058227,8.207872,0.74949247
97_46,4.838106,8.394691,0.74076074,2.9988785,0.8937461,24.220325,0.9740026,7.3447285,0.4657724,14.760309,0.94801295
65_10,28.449043,2.383658,1.718658,0.7098764,0.62251955,27.364193,2.2297966,1.5999534,0.98322004,4.39978,0.8982843
26_51,11.5944,3.2179005,1.6943817,1.7689878,0.7669661,17.588346,1.1532755,2.417536,1.5834711,9.081197,0.7963638
76_7,16.758102,2.893029,1.2086345,0.96430576,0.8862769,6.561046,1.0867196,0.8144463,1.7059518,4.805025,0.70206827
97_23,2.5850248,74.75165,0.518797,0.5473443,2.0224938,1.4817928,0.61116934,0.37824267,0.72156835,2.7031467,3.3120787
94_32,5.898293,6.606787,0.7436807,2.200835,1.5057687,10.66543,1.1837602,0.9933337,1.3327346,15.620179,1.6447049
94_30,8.473494,3.2601185,1.2550561,1.4467063,0.72995114,27.227398,1.4818956,2.2706158,1.3001815,5.409279,0.7219509
35_47,2.2503724,38.6584,0.4018114,0.91213983,1.8692502,3.3843555,0.83499616,0.9108334,1.0541705,11.569876,107.17165
85_25,5.495632,3.8672607,0.9739723,6.1521997,1.4283453,12.07719,1.43012,2.7573917,2.7332857,8.377956,1.0039146
111_41,5.6014767,26.179111,0.8190746,0.6728672,1.5044612,6.299041,1.0181777,1.1054319,1.0845158,1.7291331,1.3638755
66_16,12.260113,3.4632282,0.85071653,3.4199123,0.8059305,24.570484,2.1996918,16.114698,1.0048906,18.031918,1.3928796
71_26,2.382277,34.41706,0.5055362,0.45162794,31.110031,1.2876863,0.9240023,0.4410518,0.77441883,4.779649,1.1356889
94_10,15.956398,2.5827725,1.4183712,0.9863367,0.71883196,24.020744,1.2272376,2.5269556,0.98006135,4.242209,0.5670278
40_49,28.426044,2.7126107,1.6478721,0.767506,0.6264195,10.367167,1.257072,0.67204136,2.9203904,6.6958694,1.2076652
93_19,4.347448,5.33151,0.75068617,7.6815157,4.0705037,7.6083174,1.2073113,1.2864302,1.3036209,7.059354,0.86087084
32_46,2.457159,39.90793,0.5996962,0.5647932,14.924069,1.6766686,0.7917886,0.48023233,0.7837376,13.722163,722.896
107_25,31.375944,2.2074866,3.0860362,0.7974167,0.4595201,5.8952336,1.0255618,0.876101,0.6091819,4.690483,0.91753536
81_24,2.3741705,40.085888,0.52761406,0.6819784,2.1746283,1.6031048,0.6609828,0.530104,1.0030446,2.7624044,2.5727904
46_34,4.2528176,5.927121,1.573173,1.1041186,2.102047,8.32257,1.4238459,1.0766582,3.3470767,4.5099306,0.8296942
81_18,2.2667713,45.619373,0.44599193,0.71014214,3.0028396,2.0397458,0.707175,0.58189386,0.9027829,3.012863,3.886179
104_43,12.516493,3.9713783,1.1477667,1.1249789,0.8335329,48.16159,1.2568467,7.085556,0.8951838,17.232159,0.8143534
108_23,5.6027865,5.106963,13.564277,0.57534194,1.5903487,2.7906778,1302.1674,0.7432513,1.1552441,101.4812,1.6662146
41_41,2.546966,50.962173,0.60835356,0.6079005,2.3171067,1.7069545,0.5752042,0.50171083,0.7641164,3.637919,19.348621
71_17,7.980872,3.8387246,0.9925066,13.766864,1.2383689,7.177414,0.9674383,3.190981,2.4601586,8.666989,0.81954414
108_50,21.113983,3.021876,1.4120282,0.8071552,0.66457105,23.537828,1.5011624,4.511629,0.7483964,5.6134458,0.87341803
63_16,2.3054647,17.825047,0.52148294,0.9332767,1.2350754,2.921876,0.8004154,1.4913774,1.0231415,10.839795,0.9260864
73_46,13.247649,3.1924193,2.2128038,1.570865,0.5751464,19.699478,1.222258,7.197783,1.333108,10.430733,1.115306
16_49,20.996336,2.6321821,1.7468123,0.64035517,0.68398607,21.00212,1.56762,1.4818119,0.944628,8.624779,0.5800726
84_30,12.34384,3.3106933,2.2021618,2.9267068,1.1041051,7.7680864,2.052473,2.3817666,2.4397447,21.117443,1.0150536
39_37,11.2310915,3.359414,1.5922915,2.2303238,0.99554574,16.931858,2.4152744,4.418958,2.4720337,8.373634,1.2474561
5_43,5.2376337,4.645034,13.1404915,1.0984641,1.0336785,3.460095,13.806404,2.615358,0.57856786,101.46794,1.6655643
16_52,78.2274,2.8720837,2.7862108,0.6214359,0.49101534,3.173689,0.8609926,0.6578224,0.6369526,25.784338,0.8870839
64_21,2.9067292,22.529287,0.61709553,0.8351562,4.094227,2.1068268,0.8160415,0.6249133,0.9519081,5.589063,0.85442203
101_39,2.9714346,74.1192,0.6782269,0.7227819,1.5606365,2.4251971,0.78854895,0.6532359,0.6373775,2.2937686,1.2692711
100_34,2.6168158,21.583954,0.49828413,0.9467769,1.9773034,4.7106223,1.047251,0.8743564,1.5897179,2.879952,1.1347169
103_48,22.965195,2.6189167,1.2425014,0.82688904,0.67413884,27.230938,1.688985,6.984705,0.99728227,5.414467,0.66759205
38_33,8.71908,5.0640717,1.3893845,0.85793495,2.9406097,4.1570263,0.69933265,0.6338288,6.4177337,2.6513066,0.7427411
93_6,42.43946,2.1690028,2.0742671,0.50247806,0.561355,5.19899,1.3392279,1.2468853,0.7511075,3.1874142,0.90503055
22_39,21.297728,2.495439,2.4032762,0.80901957,0.55758536,7.8356066,1.3307794,3.1952581,0.7209471,4.251837,0.552688
50_29,2.5799413,52.18924,0.6550884,0.48827174,3.6974263,1.5732837,0.6325904,0.40352482,1.1564324,2.877614,1.0880713
52_17,24.613914,2.35579,1.7843461,0.8373625,0.5068563,12.75543,1.0309931,1.2258056,0.9481852,5.36679,1.3119138
12_45,4.8899965,6.290174,1.0874051,2.2101436,1.00856,10.102265,2.468328,2.7465417,1.0020312,3.8773274,1.9262711
44_32,8.895167,6.8000345,2.360393,1.6835347,1.1544782,10.226071,1.5058087,1.6566316,3.7681131,4.5896072,1.7368152
93_7,26.155123,2.5442343,2.7778308,0.8290976,0.54324824,7.7550135,1.3081368,1.6755418,0.6635527,4.817666,0.85280365
48_30,2.8384588,28.192995,0.83319074,0.6913811,91.86004,2.6047513,1.9211308,0.7239598,37.591785,3.3682246,1.9769262
37_37,8.266647,3.3979406,2.3306048,3.1785927,0.95400524,11.016258,2.3271763,0.9978713,3.614835,8.1850395,1.2844005
97_53,29.966232,2.7002473,1.0977594,1.2594688,0.7013082,31.582153,1.1879193,1.9844939,1.5277233,4.592601,0.44911516
109_57,17.866356,2.6764789,3.8308926,0.9688311,0.6425742,18.311073,1.2962251,2.0839136,0.7631931,10.171228,1.571712
96_8,35.73011,2.297006,0.98613936,0.73998,0.74269205,6.8792877,1.0164397,0.8568793,0.82514435,3.6881938,0.99350256
122_69,20.147371,2.1409752,3.5894725,0.6506698,0.6302879,4.153862,1.3787897,0.52527976,2.8531365,4.274211,0.6677883
41_21,30.188368,2.166148,4.9507246,0.7257141,0.5465588,7.3792353,1.2615834,1.0391706,0.7608558,3.9143267,1.167242
124_66,4.4915924,6.071953,1.7595131,1.479948,9.163956,2.7102387,1.3869896,0.52625495,13.4372835,3.8679614,1.4769074
91_19,2.4500701,42.968525,0.5658843,0.655177,3.6861317,1.665626,0.6982233,0.5170146,0.8387031,2.5295544,2.284932
95_40,20.326574,2.7691953,1.1626412,1.5586529,0.6366381,19.124372,1.1916811,2.4321167,0.97435623,11.821565,0.62781274
104_39,2.8964572,87.96555,0.619688,0.5331816,2.309261,2.0214677,0.8474234,0.49060917,0.7553598,2.6562226,2.4420776
102_36,3.5882668,53.504456,0.6973425,0.7692132,1.8000481,3.9428134,1.0428733,1.3378549,1.3025738,2.1556911,1.3010573
18_52,50.8323,2.454815,2.1061208,0.6891811,0.55257946,2.9926715,0.8801694,0.60166234,0.7129099,20.701656,0.8357902
107_36,3.0982738,85.96777,0.6125184,0.61967415,2.0938728,2.4398208,0.778522,0.5719727,0.8396734,1.895304,2.4798732
72_33,4.749278,6.0019274,0.9971458,2.9639359,1.2379295,6.767954,1.4443421,1.9230917,4.3720455,8.284465,0.8127941
48_24,5.5953584,3.815382,1.1902509,6.4416957,0.78211015,22.809965,2.0721436,8.942628,1.3605387,4.8250637,0.73145586
67_23,2.687488,50.650696,0.5361598,0.57956696,3.8653886,2.0638382,0.639952,0.7189575,0.787658,2.6520205,2.0684547
