,Shared topic 1,Shared topic 3,Shared topic 8,Shared topic 9,RNA private topic 1,RNA private topic 3,RNA private topic 4,RNA private topic 6,RNA private topic 7
Gramd1a,-1.515172,1.9839511,-0.10323222,0.028066333,0.7220221,-1.4156435,-0.86945623,-0.27374265,0.40882382
Pepd,0.21829829,-1.547776,0.56565833,-0.26508674,-0.078767836,0.038376924,0.6805252,-0.024436222,-0.5771464
Lsm14a,-0.040103413,-0.26791096,-0.21740998,0.040665608,0.07417428,0.0062797475,-0.030758006,-0.0035306327,0.008362966
Cebpg,-0.08232698,-0.82147896,0.06884589,0.28552452,-0.30965352,-0.058601357,0.51688343,0.032056496,-0.44587967
1600014C10Rik,-3.0422475,2.964056,-0.30169204,-0.24286976,0.45013824,-1.567766,0.03121888,-0.7544761,0.21710657
Uri1,0.92656636,-0.43369803,-0.061737314,-0.2537979,-0.47077572,-0.029709104,-0.35838562,0.005308287,-0.03464696
Etfb,-1.4736984,1.4932909,0.33983034,-0.65957195,-0.14954925,-0.13056163,0.12618543,-0.0743007,-0.9198804
Emc10,-2.630734,1.7679398,0.28167242,0.24923041,0.92289656,-0.65626943,-0.9870319,-0.30311304,0.1587864
Nup62,0.06316993,-0.28518087,-0.14589831,0.22166029,-0.19490463,-0.02010274,-0.05885671,0.007909771,0.035948712
Bcl2l12,-0.71087754,-0.2612164,-0.26192793,0.6815912,0.34246314,-0.15580723,-0.5223077,0.10594502,-0.1910873
Snrnp70,-1.2002733,0.4484049,-0.35456303,0.7117479,0.72532773,-1.1423306,-1.3858745,-0.07512958,0.84628636
Bcat2,0.5280297,-1.2925427,0.22237194,0.10778146,-0.7751299,0.024965486,-0.50893664,0.048558522,-0.13311988
Ftl1,-0.99591666,0.13576902,-0.17221308,0.14843109,-0.93887496,-0.17017193,-0.38454354,0.05086195,-0.15814129
Emp3,-0.37527075,0.20526451,0.47307575,-1.1670153,-0.82255846,-0.16080895,0.4195975,0.07343122,-0.5344129
Saa3,-6.495317,6.5496516,-1.608337,-1.6212147,1.5362705,-4.654345,-1.0428643,-1.2039244,-1.0490932
Tsg101,0.77085537,-0.047035635,-0.53504527,-0.23203412,-0.29027888,0.17933771,-0.98687226,0.003666382,-0.25956818
Ldha,-0.6761977,1.1392541,-0.48309967,-0.10929663,-0.5787615,-0.12369383,0.3888559,-0.043226186,-1.346979
Nav2,0.9467514,-2.3565009,0.894084,-0.16026337,-0.29885557,-0.306687,0.9853525,-0.031005073,0.13173018
Herc2,0.16148588,-0.32728612,0.32261235,-1.5172581e-05,-0.19084495,0.00023348536,0.2818898,-0.011109706,-0.011608336
Atp10a,2.146182,-5.0190945,0.82971007,0.047209337,-1.1678869,0.7777209,-0.13049132,0.22234552,0.33870912
Ube3a,1.1891755,-2.260746,0.15652539,-0.06657859,-0.49381396,0.08467948,-0.1665505,0.16329403,0.32814917
Synm,-0.20182799,-2.573727,-0.27834886,1.0914172,-0.5699872,-0.04852043,-0.03638781,0.26069435,0.72716254
Igf1r,-0.119502634,-0.272304,0.5875927,-0.12978324,0.5235242,-0.17335805,0.6068996,-0.06036555,0.050307017
Fam169b,0.6800287,-2.4484305,0.83979577,0.11627353,-0.6685502,0.28796515,-0.056873817,0.07839343,-0.09732262
Mef2a,1.8074472,-4.007515,0.69654816,-0.029849928,-0.96347934,0.98903155,0.70558107,0.14400432,-0.18708563
Slco3a1,1.5220238,-3.2532973,0.7566844,-0.12525797,-0.8988496,0.3579573,-0.3911691,-0.16674425,0.38081628
Chd2,0.93001056,-0.94685817,0.7087186,-0.34079117,-0.1093126,-0.04471129,-0.52993983,-0.3397716,0.32903287
AU020206,-2.9843965,2.8776631,-0.59478426,0.24556066,0.94003105,-1.809019,-1.4301921,-0.32281014,-0.36593586
Ntrk3,2.28079,-5.586689,1.0553552,0.22951289,-0.42047322,0.82132703,1.1275209,0.15439264,-0.57879865
Polg,0.36546603,-0.3099591,-0.7241225,-0.0067420946,-0.33356532,0.021621432,0.189675,-0.014010236,0.03060954
Abhd2,-1.2502549,1.4218826,0.5034907,-0.09307164,0.39383236,-0.30588347,-0.7648285,-0.1677337,0.154851
Idh2,0.71113515,-2.204688,0.6151617,-0.0015830685,-0.68923235,0.34987533,-0.03230819,0.017667206,-0.073624775
Cib1,-2.7720382,2.7819998,-1.3172094,0.13594142,0.6689541,-1.1968815,-0.7676313,-0.11471013,-0.3765914
Man2a2,-1.5351992,0.48515388,-0.042579044,0.43052712,-0.49326536,-0.27338853,0.7286968,-0.14451718,0.7387331
Crtc3,1.7330819,-2.494668,0.49916855,-0.84139276,-0.37485802,0.15195541,0.22677869,0.0024821057,-0.0009496769
Sec11a,0.0002584532,0.15537918,-0.3160654,-0.0037925162,-0.38898325,-0.010564124,-0.7895198,-0.0010922716,-0.08141584
Zfp592,0.4808389,-0.24804431,0.19139352,-0.003142817,-0.42717913,0.0064093145,-0.5894021,-0.012197599,0.006061359
Iqgap1,0.29235485,-0.20727387,-0.004686184,-0.012835316,-0.15401877,0.0012712553,-0.010423378,0.032323893,-0.06762038
Abhd17c,-0.44272196,0.9167021,-0.5176902,-0.35927185,0.5214046,-0.017231528,-0.6969461,-0.30757514,-0.13593546
Il16,1.4375865,-2.7392764,0.22398071,-0.096869566,-0.3227337,0.6489334,0.3016682,0.07307396,-0.34325692
Ctsc,-1.6739308,2.3602533,-0.73965555,-0.4416097,-0.008610561,-0.27336895,0.6163494,-0.1662677,-0.6918224
Tmem135,0.66176414,-2.0267017,0.81730604,-0.26032856,-0.11357472,0.009741642,0.066145204,0.20208284,-0.27834287
Eed,-1.2856753,1.3748468,-0.54936075,0.15472375,0.8124908,-0.36393756,-0.26698285,-0.0399307,0.44050646
Pcf11,1.4376093,-2.0164332,0.6819908,-0.28426492,-0.83532125,-0.015757136,-0.36485675,0.008881473,0.038109206
Picalm,0.6176243,-0.31004962,0.6294273,-1.225224,-0.115663856,-0.020543247,0.3685358,-0.0022201599,-0.5453116
Prcp,-2.322686,3.0784905,-1.2959075,0.045353595,0.62477726,-1.0370109,-1.0423347,-0.80270886,-0.049838718
Ndufc2,-0.74538565,0.8324895,-0.96017003,0.120788604,0.03547923,-0.06611937,-0.49653843,-0.014469157,-0.22317241
Clns1a,0.18680984,-1.4550428,-0.4738505,0.7914067,-0.10711059,-0.040745616,-0.91978836,0.46679133,-0.4438888
Rsf1,0.96688056,-1.4499406,0.59073055,-0.10246559,-0.8215429,0.045136556,0.830332,-0.22719036,-0.3115033
Thap12,-0.37608516,-0.14903736,0.19081125,-0.06357207,-0.18403302,-0.0019781608,-0.9866446,0.09205247,-0.48686436
Aqp11,3.4025934,-7.7855654,1.0149633,0.44813403,-1.1673207,2.9355345,0.6510388,0.6647373,-0.17236453
Emsy,0.9024203,-0.45895085,0.17947994,-0.081952766,0.44222745,-0.009468086,-1.0574914,-0.004483516,-0.46157497
Uvrag,1.1337255,-1.4162039,0.7417247,-0.7052207,0.33176315,-0.13311252,0.36817607,0.0042372025,0.1213097
Spcs2,1.0318978,-1.0719087,-0.50428677,-0.05978903,-0.63614935,-0.0015363181,-1.0665466,0.07841132,-0.06692699
Rnf169,1.4109411,-3.249468,0.6159347,0.24898073,-0.8355984,0.15641057,0.8338697,-0.063833036,0.03346107
Pgm2l1,2.4989266,-4.9459014,0.47835886,0.67597437,-1.0738516,0.9444948,-0.3050025,0.24669331,0.36890972
C2cd3,0.9735577,-1.6359991,0.4555725,-0.4896685,-0.16621292,-0.17549926,0.9191904,0.1121766,-0.6570905
Rab6a,0.3604285,-1.3865536,-0.11677787,0.15109718,-0.24663296,0.30144244,0.8579471,-0.025932439,-0.47385097
Ucp2,0.5589514,-1.9572251,-0.08427422,0.09626086,-0.008533756,0.1491444,-0.9763414,0.14262454,-0.23478264
Fam168a,0.27952105,-0.041603938,0.80643225,-0.7750689,-0.52405614,-0.065405235,0.36617437,-0.12430107,-0.55530167
Fchsd2,-0.0111095905,0.57295436,0.4019798,-0.24070922,0.5350599,-0.23132019,-0.13182653,-0.5305694,-0.058951583
Arap1,-1.9825282,1.8907285,0.27796277,0.20095316,1.1289474,-0.8682909,0.10324362,-0.49039584,0.16518395
Lamtor1,-0.750762,0.25181824,-0.7294095,0.3822184,-0.5400589,-0.00077470206,-0.07174418,-0.021650827,-0.2591188
Numa1,-0.14413373,0.54288644,-0.029026957,-0.018364117,0.060929563,-0.01495697,-0.28572837,-0.024165168,0.016227553
Pgap2,-1.5624104,2.5400453,-0.321303,-0.61965495,0.7272952,-1.2793041,-0.11347894,-0.63922286,-0.0870786
Nup98,-0.0043809414,-0.19514608,0.7048859,-0.25507525,-0.57652825,-0.0692685,-0.13963139,-0.08081273,-0.8419605
Rhog,-0.41889906,1.0097834,-0.0251524,0.03837687,-0.16647406,-0.047574893,0.004363502,-0.23229083,-0.22404537
Rrm1,1.4314748,-2.1292276,-0.772652,0.28930917,-0.04211991,-0.10769576,-1.0471575,0.7062435,-0.4503567
Stim1,1.513573,-3.0446444,0.67801964,-0.26873973,-0.3456488,0.16497654,0.8046171,-0.07182812,-0.05307169
Trim12a,-0.08332294,1.2717701,-0.28209165,-0.8447145,-0.6816328,-0.09575217,-0.40723088,-0.072807916,-0.4466945
Trim30a,-4.5554085,4.1665564,-1.5249028,-0.15362152,1.2758014,-2.5502903,-0.47381464,-1.2382679,-0.20001972
Trim12c,-2.151695,2.6651611,-0.9632232,-0.093083665,-0.14624536,-0.6370896,-0.49793652,-0.4652916,-0.22402623
Ilk,1.8421862,-2.989437,0.28530967,-0.16496165,-1.0356859,1.2574323,-0.8468452,0.7653906,-1.0871089
Timm10b,-0.49531558,0.12611593,-1.1023717,0.44482657,-0.8675568,-0.060917877,-0.040353313,0.03559815,-0.025233004
St5,-3.527991,2.2219138,0.7855786,-0.14908393,0.47447437,-0.8694548,0.9137123,-0.4545852,-0.48277697
Tmem9b,-0.7980637,0.99718225,-0.3965727,-0.033154678,0.36496732,-0.055362493,-0.18481511,-0.07427138,-0.0487798
Dennd5a,-1.5912459,1.6522868,0.16351312,0.17658858,-0.6109131,-0.6425705,0.34765494,-0.27195096,0.39288098
Ipo7,0.37627694,-0.7568221,-0.21926834,-0.42627752,-0.7631783,0.3180445,-0.68417585,0.007992981,-0.3148782
Swap70,-4.175204,4.4004345,-1.4571395,-0.89402187,0.97664684,-3.223424,-1.1046247,-0.51159465,0.45118386
Eif3f,-0.44513786,0.12248883,-0.59109354,0.1049404,-0.04733416,0.0034147399,-1.1333431,0.011817517,-0.707842
Ctr9,0.37148288,-0.793101,-0.25697803,0.05848798,0.07482535,0.010177044,-0.09720342,-0.018864919,-0.20087624
Galnt18,-2.902922,1.8441321,0.49781007,0.0073375106,0.58280003,-0.95425683,0.85043347,-0.022013199,-0.17566076
Usp47,1.0664365,-2.0183764,0.5608712,-0.4460665,-0.8605975,0.30477026,0.78170085,-0.037577916,-0.6778632
Arntl,2.1095457,-4.003799,0.7341961,-0.49820107,-0.5098395,0.8735235,0.6258974,-0.38342273,0.36708793
Far1,-0.12863295,1.7140284,-0.95817655,-0.5001559,-0.1070738,-0.1014304,0.017071886,-0.0801414,-0.07303452
Rras2,-0.58607864,0.4985534,0.20037135,-0.01991911,0.20470296,-0.02772627,-0.20544904,-0.04380108,0.052115757
Copb1,0.78008246,-0.9176156,-0.4810085,-0.007443271,-0.5975768,0.17116413,-0.7284266,0.007359488,-0.40223187
Psma1,0.1698165,-0.5796473,-1.0567024,0.020563846,-0.5041413,0.22081052,-1.0127918,0.6364168,-0.7579838
Pde3b,-0.2702821,0.8382753,0.34420428,-0.91088694,-0.0012589371,-0.75680625,0.6597135,-0.121888034,-0.3733358
Pik3c2a,0.04608181,-0.42085028,-0.36769772,0.0114910165,-0.24666317,-0.016140837,-0.84637535,0.006903789,0.03571804
9030624J02Rik,-0.48287022,1.2826078,-0.014665745,-0.56005317,-0.039855234,-0.114782326,-0.47467253,-0.056849737,0.34443915
Smg1,1.8272893,-2.3208556,0.3624291,-0.51857394,-0.37589175,1.162084,-0.13476175,-0.14404175,-0.49412444
Thumpd1,-0.9749723,0.77462524,-0.38260427,0.041085638,-0.03573429,-0.09111336,-0.05661529,-0.0076947743,-0.11885251
Uqcrc2,1.1520679,-1.062947,-0.8398378,-0.5630951,-0.48285466,0.63673735,-0.10192142,0.10984982,-0.6001173
Dctn5,0.14534107,-1.2124419,0.29325727,-0.039059673,-0.81375253,0.005697426,-0.040100403,0.029078236,-0.05422501
Rbbp6,1.1521122,-1.9096832,0.3176672,-0.26439604,-0.97905314,0.21663848,0.39265797,0.015340066,-0.101536274
Nsmce1,-0.94010955,2.2579708,-1.4241232,-0.24099493,0.35112995,-0.4344518,-0.9257351,-0.51332647,-0.20217496
Il21r,0.4179989,-0.8611287,-0.027957913,0.006292017,-0.030195687,0.0115166595,-0.40322906,-0.009211817,-0.029854512
Prkcb,1.33424,-4.496904,0.6105866,0.31635135,-0.6522564,0.88115966,0.423725,-0.22434957,0.3868065
Gtf3c1,0.6275861,-1.1541764,-0.29725736,0.028810177,0.13301575,0.009722156,-0.7961999,0.018916896,-0.08201833
Sbk1,-0.6948904,1.0025275,0.075287655,-0.035307214,-0.22668888,-0.023136294,-0.6434231,-0.31091216,-0.044370085
Xpo6,-0.2843472,0.59524816,0.20503512,-0.20966908,0.2000849,-0.088552505,-0.77581626,-0.03391023,-0.02006481
Ypel3,0.6395424,-1.117122,-0.38735572,-0.17866635,-0.46212614,0.16302818,-0.47648624,0.08912534,-0.23110937
Ppp4c,-0.6052122,0.680158,-0.4682455,0.046847463,0.026779091,-0.04053089,-1.1841512,0.00063209474,-0.07011739
Aldoa,-0.08363989,0.62096786,-0.8935462,-0.25668243,-0.33507714,-0.06422906,-1.3196526,0.073534735,-0.2909731
Taok2,-0.58033603,0.8012036,-0.4520516,0.016642654,0.051623058,-0.006292394,0.47182024,-0.04185633,-0.009855127
Cdipt,-2.8233528,2.7280772,-0.97962815,0.081568114,1.1590769,-1.5021,-0.43635532,-0.4885922,0.35261434
Maz,0.45652533,-2.093307,0.031951282,0.49362585,-1.00177,-0.033105247,0.12015005,0.036414202,0.07081636
Cd2bp2,-1.8399419,2.358244,-0.5304679,-0.15477571,0.2249711,-0.22518668,-0.670264,-0.22869483,-0.4180005
Sept1,1.8385345,-3.3218298,-0.876153,0.29557252,-1.1322788,1.2347202,-1.2009091,0.6029119,-0.30656987
Prr14,0.198806,-0.30135334,0.054317903,-0.029818667,-0.11065123,0.0003409409,0.49957407,-0.004481887,-0.1247798
Fbrs,-0.18313372,0.42208725,0.031462006,0.00619858,-0.123599805,0.02305638,0.47597274,-0.015115603,-0.26791993
Itgal,-0.062634304,0.47170663,-0.40814126,0.030362967,0.2283068,-0.05741537,-0.71338856,-0.07585522,0.15648167
Srcap,0.35970688,-0.34853733,0.2211882,-0.0145753175,-0.05941743,-0.021315629,-0.58284,-0.040676948,0.4542865
Rnf40,-2.3898869,1.7488852,0.05146532,0.40491438,0.96482027,-1.5260658,-0.019478597,-0.624058,0.39162138
Stx4a,-1.6938798,2.2000792,-0.6799514,-0.06892146,0.10157013,-0.5874085,-0.9838441,-0.06731101,-0.68566436
Zfp646,1.520524,-2.292585,-0.0017260684,-0.19824782,-0.8898122,0.17198752,-0.64654464,0.05032744,-0.1635558
Pycard,1.2327445,-1.9214075,-0.49462163,0.09001889,-0.81590146,0.5386726,-0.6778567,0.18017758,-0.6524658
Tial1,0.9968959,-2.039794,0.4521503,-0.017373702,-0.7695472,-0.08493605,-0.58979374,0.15347454,-0.056084942
Rgs10,0.1299752,0.86945164,-1.0187178,-0.45362207,-0.36176124,-0.05018198,-1.2489593,0.15863088,-1.0002931
Mcmbp,0.11999574,-0.13286571,0.047961045,-0.010694357,-0.04869231,-0.003177758,-0.39601183,-0.0016525533,0.038549636
Sec23ip,0.49744573,-1.4495919,0.2015492,-0.06289587,-0.86235887,-0.008749331,-0.16976587,-0.022795418,0.14749108
Tacc2,-1.5623167,1.501811,0.04372463,-0.024098506,0.43289372,-0.26279086,-0.55761486,0.007824253,-0.2324682
Bub3,-0.00027048588,-0.49682033,-0.6699309,0.093342185,0.41756305,0.031146847,-1.3239981,0.0039469274,0.40990844
Oat,-2.739023,1.8091334,-0.8104003,0.10070063,0.18380603,-0.22348298,-0.4248746,0.04697045,-0.120123014
Fam53b,-0.5042293,1.8591771,-0.6147065,-0.5151732,0.095196635,-0.07244498,-1.0719181,-0.3606889,0.062206298
Zranb1,-0.50221,0.5047245,0.31735447,0.023875834,0.34705815,-0.012159872,-0.08249295,-0.019269425,-0.110764585
Bccip,-0.24497554,0.35145733,-0.19804172,-0.55625385,-0.3935398,0.2367822,-0.2617671,-0.031556554,-0.32011357
Adam12,3.2595181,-6.2563653,1.08309,-0.6393955,-1.0268276,1.9944384,1.3508029,-0.17294796,-1.0391799
Ptpre,1.1567445,-2.5641208,0.2507996,-0.16396463,-0.34665737,0.056750584,0.5979993,0.059467774,0.47425225
Mki67,2.1748142,-5.220193,0.6241379,0.2961947,-1.3140717,1.4160461,0.20915659,0.7796536,-0.6304977
Glrx3,-0.90015686,0.18011343,-0.65095776,0.11836638,-0.5342938,-0.001927265,-0.38847864,-0.008338114,-0.52835876
Ifitm3,-4.367555,3.0398707,0.18288182,-0.409988,-0.53181297,-1.878113,0.92367136,-0.103773884,-0.8883376
Hras,-2.1744611,1.7181525,-0.35179397,-0.041888207,0.1355318,-0.3220933,-0.39983845,-0.09665591,-0.15994842
Phrf1,0.85436916,-0.82724357,-0.40179792,-0.11895483,-0.40672672,0.18626322,-1.1527914,0.025783593,-0.33599108
Irf7,-6.4068637,5.900091,-1.6487222,-1.3543439,0.8156152,-4.364987,-1.2054591,-1.2585114,-0.51986337
Taldo1,-1.5228686,1.2272717,-1.0083804,0.22063252,-0.039624073,-0.21011163,-0.4564294,-0.026706029,0.2593108
Ap2a2,-1.2408515,-0.39421457,0.19836475,0.1948313,-0.22544837,-0.030036494,-0.5570602,-0.023288433,0.2708777
Mob2,1.1603601,-1.7062601,0.82954,-0.6621602,-0.6023417,0.1063226,0.4387083,-0.15484396,0.1524479
Tollip,-0.51047087,-0.68461967,-0.3931675,0.23912105,0.19758959,0.0068911426,-1.0208641,0.011456044,-0.17747991
Ctsd,-1.7423632,2.034048,-0.6670018,0.20205276,-0.1753673,-0.44571444,-1.3428725,-0.7629141,-0.69731975
Cd81,-0.008352965,-2.3653111,0.62625897,0.33853903,-0.13186169,0.16216403,0.41076735,0.06656006,-0.6311843
Lsp1,-0.84420407,1.463836,-0.8992781,0.044068336,0.56160617,-0.7641571,-1.1279001,-0.032888312,0.32729188
Kcnq1ot1,2.1919978,-3.956017,0.9745717,-0.30837142,-0.78117234,0.4493627,-0.37281087,-0.46540746,-0.4580375
Nap1l4,0.6293647,-0.734722,-0.10492515,-0.65728116,-0.4815327,0.41514778,-1.0050032,-0.040422726,-0.77139133
Ppfia1,0.48861936,-1.7777004,0.69758546,0.19699629,-0.060902063,-0.044782203,-0.007874751,-0.030822085,-0.20187765
Insr,0.6988052,-1.1751013,0.36385942,-0.15209273,-0.13955198,0.052906666,0.2290759,-0.04941744,-0.086237565
Arhgef18,0.32977033,-0.8070751,0.44734174,-0.15207133,-0.2577274,-0.059735436,0.15523447,-0.082619645,0.011998861
Xab2,-0.66919136,0.70672834,0.016036103,-0.19780895,-0.025531415,-0.021058302,0.36471137,-0.011843867,-0.010935778
Timm44,0.0765485,0.07678276,-0.42806935,-0.12521753,-0.48176616,0.01580565,0.57482165,0.005333368,-0.08821333
Arglu1,0.56819075,-1.024048,0.27293158,0.0021289731,-0.0007450393,0.02111857,-0.80696136,0.024847336,-0.105737664
Ccl25,0.83273935,-3.7102451,0.21877101,0.5282052,-0.9498262,1.3402901,0.3446319,0.45086,-0.33804032
Lig4,3.0099168,-5.684089,-0.20711452,0.3393071,-1.1593705,2.1239834,-0.92451394,0.60090214,-0.7921958
Ing1,-1.0074301,0.5177859,-0.7954818,0.089007206,0.120494574,0.02315332,-0.74621946,0.047580883,-0.30339196
Ankrd10,0.8223784,-0.9974706,0.2296273,0.0040833703,-0.22735451,0.079927,-0.4650384,-0.024688555,0.014562021
Gas6,-1.6663055,0.1723268,0.44690174,0.6188564,0.047593817,-0.92616814,0.46846062,0.17666672,-0.09366201
Lamp1,-2.2710466,2.5287812,-0.6768883,-0.0353756,0.8565149,-0.91359913,-1.5764254,-0.6558052,0.45601743
Rasa3,-2.579166,2.9649558,-0.5568295,-0.61407983,0.42890385,-2.0509646,0.41165072,-0.64597374,-0.9548271
Tdrp,0.5305394,0.40282694,-0.33532757,-0.55019873,-0.1057684,-0.010185201,0.012247394,-0.19590755,-0.5948473
Kbtbd11,-2.3036792,3.2906585,-1.3679417,-0.7589168,0.41530594,-1.0471947,-0.53574663,-0.60173035,0.116744064
Csmd1,-5.2874336,3.4627426,0.41130614,-0.17931302,0.781839,-3.3161805,0.5440636,-0.46901366,0.6095562
Agpat5,-0.085207194,-1.3715441,0.32035586,0.07240048,-0.5047775,-0.035850033,-0.08359791,0.047980227,-0.5098603
Polb,0.23935533,0.5322459,0.260206,-0.1214186,0.018511554,-0.051049605,0.60974795,-0.05506443,-0.40789664
Ikbkb,0.06460376,1.4885771,-0.074743755,-1.0484093,-0.25561005,-0.23759554,0.39418793,-0.18535295,-0.4970213
Kat6a,0.8695602,-2.0392034,0.24175714,0.14767583,-0.9844621,-0.023168534,0.91343105,0.00024726076,0.2433085
Sfrp1,-3.108843,2.2109106,-0.48815948,0.39304215,0.50726765,-1.1344244,-0.08107958,-0.02877388,-0.19906661
Tm2d2,-1.032707,1.2060981,-1.2980965,-0.28970796,0.24932244,-0.027621914,-0.46182474,-0.041748993,-0.0107846195
Plekha2,-1.3015625,1.701534,-1.1511436,0.40326366,0.8491693,-0.8555558,-1.1618254,-0.2445015,0.8196387
Tacc1,0.47853547,-0.4711167,-0.76845354,-0.011908111,-0.16889931,0.0048508863,0.08595074,-0.0008265009,0.1472438
Lsm1,0.41833043,-1.4516846,0.16634086,0.20822431,-0.5377486,0.0072259046,0.060440652,0.03475994,-0.5662089
Ash2l,-0.8998527,0.6419027,-0.0988507,0.1082795,0.09118231,-0.16521788,-0.8055552,0.032365765,-0.24076627
Nsd3,0.40544656,-0.3952691,0.24239892,0.00092315354,0.10434768,-0.007941378,-0.25972763,-0.019531636,0.05746543
Hook3,1.033468,-1.211718,0.052339148,-0.16888973,-0.4775488,0.16758323,-1.0784497,-0.017210644,-0.4688481
Wrn,1.3735064,-1.5963113,-0.05850855,-0.19516629,-0.47916925,0.014211375,-0.9128561,0.06774287,-0.46559244
Gsr,-0.72844905,-0.49012733,-0.25916144,0.5552844,-0.45722482,-0.01072333,-0.35186735,0.07067948,-0.27096394
Leprotl1,-0.53654605,0.3515817,-1.1667879,0.12846272,-0.3802663,0.007845565,-0.6228206,-0.107011944,-0.45185426
Saraf,-0.6537063,-0.054783322,-0.20178673,0.04480548,0.17107072,-0.021064356,-0.51773745,0.004127951,-0.021973345
Tnks,1.369234,-1.581406,0.16008025,-0.03378334,-0.5326581,-0.010434587,0.3746934,-0.07411387,-0.05379913
Eri1,0.5998579,-1.8214948,-0.11313909,0.16300012,-0.24914657,0.05430945,-0.083452694,0.05873664,-0.098751836
Cnot7,0.28806788,-0.51004314,-0.16817984,-0.013335108,0.15512204,-0.012452596,-0.3032495,0.005952473,0.031642664
Pcm1,1.3123279,-2.2935686,0.18596156,0.13858564,-0.71160287,0.059458476,0.62043107,-0.083084084,0.0020040264
Frg1,1.1345296,-1.4991808,-0.67934555,-0.21292043,-0.24184524,0.38499272,-1.0461817,0.06937853,-0.19533023
Snx25,1.241841,-1.8360932,0.40440238,-0.21072435,-0.1965846,-0.008886201,-0.044398006,0.034229606,-0.08403984
Slc25a4,-0.37047553,-1.1210799,0.029371798,0.31485936,-0.9844194,0.09041981,0.44376054,0.2759341,-1.2818373
Casp3,0.95097625,0.1341762,-1.1479353,-0.1102448,-0.6582915,-0.11044279,0.60634446,-0.061718944,-0.23779152
Irf2,0.0986726,0.05032877,0.21121065,-0.20156533,0.4266913,0.03578169,-0.16530596,-0.06157141,-0.70866734
Spcs3,-2.0010853,1.6378961,-0.06676513,0.020475637,-3.5344474e-05,-0.13447356,-0.84931546,0.07508935,-0.50299853
Hpgd,-2.0289643,0.14565751,0.2540488,0.7914977,-0.46844745,-0.28540993,0.43108812,0.77230835,-0.6881592
Galnt7,0.026177377,-0.290359,0.2375955,0.005196217,-0.40351754,-0.0313889,-0.41947487,-0.017413901,0.044461884
Hpf1,-0.7963457,0.2306601,-0.43430012,0.20501928,0.17587061,-0.01747023,-0.104623385,-0.015658144,0.07472843
Clcn3,1.0340512,-1.1061997,0.009007793,-0.5715942,0.0071161967,0.11740105,0.07929738,-0.020239118,0.41543478
Palld,-2.4903889,1.6673063,0.31384087,-0.04976809,0.502175,-0.45154268,0.015355851,-0.19052994,0.23919488
Atp6v1b2,-0.8821008,0.736374,-0.703577,0.2111911,0.011595382,-0.013692427,-1.109107,-0.033881806,0.06656996
Ndufa13,-0.6013363,0.22793715,-0.79026634,-0.06164272,-1.0750092,-0.0010041278,-0.03256326,0.3613224,-1.3905579
Gatad2a,0.6332016,-1.3245957,0.3680297,0.01887305,0.10066538,-0.008293193,-0.12245254,-0.033219274,-0.029290332
Cope,0.5736033,-0.9175005,-0.8051857,-0.35415858,-0.8537853,-0.009443074,-0.19473267,0.17029785,-0.010692831
Upf1,0.085449986,0.23544419,-0.36677063,0.0065667587,0.20296372,-0.03751946,-0.36411938,0.0071530966,-0.08943733
Fkbp8,-0.23264885,-0.32402033,0.20206934,3.9454866e-05,-0.6477786,0.005653834,-0.33548966,0.03127652,-0.1353557
Lsm4,-1.1814363,0.5513617,-1.223534,0.48114204,-0.076284274,-0.09322411,-0.9231935,0.19450787,-0.45646054
Mast3,0.6339576,-1.8327508,0.2688355,0.10902842,-0.09532911,-0.014432699,0.019490844,-0.015341683,0.40461797
Myo9b,-0.8770789,1.5304487,-0.39344344,-0.050359,-0.60951495,-0.48405814,-0.43625015,-0.006549063,0.22868149
Babam1,-0.25520018,0.39169222,-0.3169442,-0.067750126,-0.17022048,-0.04556511,-0.31252033,0.025335671,-0.07107766
Use1,-1.3701706,2.0671902,-0.67201084,-0.41030067,0.16905506,-0.28410003,-0.41950014,-0.084682286,-0.5162947
