,Shared topic 1,Shared topic 3,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 10
PHB2,-0.9232709,0.039361615,-0.09528051,-0.00059500406,0.24523687,0.35832527,0.58099264,0.40109962,0.0047228835,0.27829424,0.40698832,-0.13586548,0.45969644,-0.5534684,0.09530452,-0.022833077
LPCAT3,2.886108,-3.1641703,0.41990206,-0.8411612,0.28224432,-2.941573,-2.5798132,-1.1232382,-2.6562333,-2.4496193,-2.3194625,0.6387364,-0.3074345,2.4021459,0.10791058,0.6393353
C1R,-1.7273324,0.081487045,-0.50231147,-0.2271627,0.080254205,1.1176848,0.787637,0.57887286,0.058570243,0.8530014,0.68461293,-0.71030736,0.45736492,-1.7097404,0.08847871,-0.095239185
RBP5,1.7344449,-0.79600036,0.5962604,0.3512269,-1.6242404,-2.2354407,-1.8074265,0.20721741,-3.2833154,0.52354926,-2.025857,0.8180511,-1.224023,1.6306208,-0.17906477,0.021644555
SLC2A3,-1.4613383,-0.15285034,-0.32076287,0.027472053,0.17992675,1.0567755,0.5496068,0.58029914,-1.6813225,0.880851,0.75349146,0.19285433,0.42188466,-1.4696256,0.32474452,-0.5848625
M6PR,1.5118446,-1.0062299,0.40507892,-1.33941,0.7400707,-0.7172441,-2.6560822,-1.473092,-2.800418,-0.5928841,-2.9082828,0.499612,0.7413714,1.114184,-2.0371442,1.115396
YBX3,-0.3685444,-0.043097097,-0.112620205,-0.096610226,-0.06979498,0.72986,1.163231,0.67670393,0.123587854,0.86270994,0.59066194,0.52530867,0.08848403,-0.9760107,0.10442337,-0.70668775
APOLD1,-2.0939398,0.08749014,0.31706217,0.044077847,0.37782127,0.13503517,0.30509248,0.050196346,-0.4317654,-0.4059004,-0.36968637,-0.28735068,0.73297644,-0.8422544,1.0120587,-0.6782483
EMP1,-4.2982497,-0.007512629,0.47888726,-0.120043054,1.1535358,-0.3171612,0.7188879,-0.04085998,0.049735986,-1.250879,-2.2119927,-0.48429433,1.4002593,-2.0941286,1.085836,-0.5782518
H2AFJ,-1.3790716,0.23440813,-0.23784055,0.00749859,-0.11459713,0.8255795,0.85213906,1.0624312,0.7339419,0.12362498,-1.2427965,-0.75471896,0.51832974,-0.772102,-0.05884069,-0.107457526
ARHGDIB,-1.789968,0.12054769,-0.09860194,-0.10251242,0.41314155,0.74029624,0.5903271,0.8434292,0.115568645,0.60119313,-0.13173164,-0.5622475,0.5130876,-1.3175364,0.5052367,-0.42256936
EPS8,-0.23062088,0.017366469,0.5712892,-1.4600103,0.31537005,0.6256088,-2.7233026,-2.3808835,-2.129896,-0.097981855,-2.2147768,-1.461392,1.3039218,0.4613206,0.88138795,-0.42931262
DERA,3.3673675,-3.9566345,0.43100992,-0.09478099,-2.915691,-2.5975971,-2.2949579,-2.222205,-2.6746144,-2.5502849,-2.193233,0.8361088,-2.1103995,2.7977648,-0.45428827,0.43161166
MGST1,2.0454164,-1.2449338,0.4513574,0.48114568,-1.9177324,-1.6637622,-1.6014854,-0.82862955,-3.101277,0.15891,-0.50854874,1.2121427,-3.053053,1.1676886,-0.042801153,0.4924382
LDHB,0.24582347,-0.0988338,-0.1827053,0.027980298,-0.58233994,-0.67845273,0.6344253,0.5766767,0.09809858,0.14948817,-0.97713333,0.5275762,-0.21261612,-0.043171674,-0.22605672,0.019936599
BHLHE41,0.15103707,0.065699905,-0.091428004,0.035217945,-0.07077053,-1.6628504,-0.06436806,0.88259554,-0.46487638,-0.2061678,-0.6180994,0.5492218,0.17838387,-0.7906298,-0.48883405,0.18422776
TM7SF3,1.4223835,-0.9612459,0.34257978,0.3671166,-1.3451825,-0.18377633,-0.9735411,-1.5698894,-0.34740105,-2.6115746,-2.746513,-0.2840831,-0.2385405,1.4544057,0.6448536,0.11499896
PPFIBP1,0.4714111,-0.08383072,-0.09557161,-0.13409959,0.085735105,-1.6265874,-0.24066533,0.081251875,-0.18222894,-3.0762415,-3.0538409,0.7070968,0.70404136,0.32317194,0.2302007,0.29087156
ANO6,1.001349,-0.5318643,0.6623233,-1.0844077,-0.09533946,-1.5911916,0.31010354,-2.4573085,0.4580249,-2.7512436,-1.9628671,-1.0328264,0.2807159,1.2104316,0.09461337,0.8803462
SLC38A1,1.9774315,-2.5761685,0.5888193,-0.012388547,-1.1259662,-1.0393678,-1.9584359,-2.8502474,-0.20730618,-2.655696,-1.0829755,1.0750769,-0.25491014,1.2024026,0.38115942,-0.10586208
SLC38A2,-0.39818254,0.22553724,0.0710654,0.040949773,0.41182804,-1.8134983,-0.15050812,-0.40193748,-0.6176617,-0.7638945,-3.0812516,0.05864445,1.2525238,-0.80194837,0.55328375,0.24342406
TMEM106C,3.529578,-3.6310859,1.1262935,-2.944714,-2.021144,-2.7629924,-2.6539888,-2.7827938,-2.549076,-2.6053395,-2.3769348,-1.0536103,-0.7113408,3.281722,-2.6344361,0.99275506
ARF3,-0.14451689,0.11240204,-0.09747416,0.01973116,0.3961619,-2.413552,-1.2769958,-0.10522155,-0.34421185,-0.88212436,-3.0843039,-0.48381788,0.7896524,0.4439202,0.08155441,0.6241326
TUBA1B,-1.9947617,-0.53182435,-0.92601025,-0.4844247,-0.13058831,1.0985209,1.3557488,0.29582298,1.062488,0.9461547,1.2734282,-0.12038037,-0.48298436,-2.5921981,-0.42320365,-1.795697
TUBA1A,-2.2187114,0.24556944,-0.41400698,-0.3456517,0.5189164,0.5773316,0.9109915,0.37590915,1.0065804,0.5640371,0.14700611,-0.79894316,0.8562937,-1.9161582,0.26152524,-0.69393075
TUBA1C,-0.018295802,-0.8707129,-0.23738737,0.05636066,0.17639945,0.25586492,0.16572592,-0.6042582,0.15088922,-0.58338237,0.61555755,-1.5533365,0.88659996,-0.017499309,-1.8961837,0.6840309
COX14,0.36472553,-0.8226189,0.3114498,-0.58986914,0.30583358,-2.8613076,0.007247714,-0.42223385,-0.27310959,-0.9257655,0.5564086,-1.2341422,0.5608355,0.9906199,-1.7194388,0.62819636
METTL7A,1.0887178,0.12223619,0.39350122,0.0308326,-1.2516959,-2.9047337,-0.10339501,-1.7738352,-2.5961702,-0.041395213,0.48282117,0.6892457,-0.16033868,1.0227158,0.7874942,-1.2420943
DAZAP2,-0.7073499,0.16025008,-0.41550753,-0.37635466,0.019753698,0.49617013,1.2113007,0.32508534,1.1556618,0.38777065,-0.021174943,0.15419656,0.5620809,-0.9771569,0.22108029,-0.8718825
NR4A1,-2.2809987,0.11671428,-0.24386133,-0.39723283,0.6479841,0.64994884,1.0388333,0.7160492,0.40493268,0.16897114,-1.7070521,-1.8085306,0.98502284,-1.2361012,0.6001713,-0.91558915
KRT8,0.1430857,-0.30480027,-0.26840076,0.11376697,-0.14203864,0.9832312,-0.98118365,0.63177586,-2.9516964,0.43653646,0.6101209,0.58859617,0.0040242737,-0.22067833,-0.29033735,-0.1950324
KRT18,-0.23512629,-0.85433006,-0.4916892,0.0701201,-0.85089195,0.95799243,1.19982,0.5059963,0.99589473,0.8840388,0.644701,0.43801057,-1.7760177,-0.6364425,-0.6321868,-1.4495288
EIF4B,-1.032201,-0.34412202,-0.3829041,-0.14087768,-0.48292136,1.0186355,1.2266296,0.19399087,0.75032824,1.120482,1.2695034,0.42021817,-1.0634706,-1.448945,-0.22851437,-1.7454375
TNS2,-2.5498087,-0.07183706,0.54328334,0.05503724,0.6509475,0.57921016,-0.8044748,0.60675067,-3.1826818,-0.21515661,-1.7245038,-3.1063573,0.86187774,0.029291868,0.76198477,0.5756523
PFDN5,-1.7036842,-0.9546443,-0.6460393,-0.41715768,-0.54975665,1.0295751,1.3273246,0.06900923,0.8890734,1.0083553,1.500839,0.0013158149,-1.82407,-2.0249965,-0.944343,-2.1037323
SP1,2.7595346,-3.9614782,1.1471272,-0.55854094,-1.8083212,-0.29706427,-2.6673598,-2.7767837,-2.8319223,-2.3104913,-2.3468287,0.031245768,-1.3982191,2.5804753,0.13674043,0.4361699
PRR13,0.5061063,-0.22001341,0.01862641,0.110800266,-0.13815299,-1.2905406,-0.84769833,0.08359476,-0.24501684,-2.7439125,-2.8584523,0.8157107,0.17296024,0.15611437,-0.28086135,0.4087025
ATP5MC2,-0.41487482,-0.16136153,-0.29127,0.01959942,-0.22277127,0.9150653,1.1087315,0.55118716,0.58748895,1.078713,0.99612385,0.3962238,-0.42635268,-0.5239527,-0.42619216,-1.1183283
HNRNPA1,-0.75452125,-0.2624303,-0.21098939,-0.10537919,-0.15679547,0.8575616,1.2910837,0.47287694,0.78085405,0.87777436,0.90026414,0.52622914,-0.46715724,-0.87709355,0.10464663,-1.1571895
COPZ1,0.45263737,-0.42362913,0.0013828612,0.057601847,0.41631618,-2.3820028,-2.1660368,-0.38090822,-1.1947546,-0.83912873,-1.0492666,0.43128884,0.50180405,0.55196804,-0.16959926,0.19081391
ITGA5,-5.417694,0.10546345,-0.7137044,-0.9629372,0.41971016,1.0219289,1.5024614,0.3250453,1.5672921,0.40530297,0.21663846,-2.6134818,0.24540058,-3.600554,0.33324274,-1.277702
BLOC1S1,-0.6203716,-0.14883275,-0.7784369,-0.09289006,-0.07990687,1.3024961,0.70734894,0.69325864,0.34120798,0.5144932,1.599477,-0.14371039,-0.058068633,-0.9534739,-0.82666576,-0.6524277
RAB5B,1.0444747,-1.1093764,0.883545,0.05884656,-0.6170706,-3.003883,0.1007272,-0.6329039,0.45369223,-1.4015431,-2.4477582,-1.1496063,-1.1397126,1.503362,-0.4383509,1.0989124
ERBB3,4.2031183,-5.7348785,0.4185846,-1.0027896,-3.724969,-2.8527024,-2.5965433,-2.7815187,-2.5484996,-2.2843444,-1.6085154,1.3244703,-2.9340794,3.2355375,-2.1172125,-2.5023394
PA2G4,1.0329189,-0.038784027,0.33193398,-0.56134933,-0.04568729,-0.37471175,-1.719401,-0.60486573,-2.799917,-1.0920868,-1.8564665,0.61274976,0.13001323,0.7708076,0.005611191,0.93882203
MYL6B,0.52989614,-1.1591566,0.48851502,0.42231786,-0.4166253,-0.4711834,-1.3929324,0.013729282,-2.148331,-0.8068719,-0.6729722,0.36406744,-1.0809604,0.31958815,-2.0095186,1.391335
SLC39A5,2.2350683,-6.1157017,-2.314089,-1.4026414,-3.362822,0.13890836,-2.6500432,-2.5008893,-2.5080795,-2.4448946,-2.2965589,-0.016286701,-2.6444843,3.1986442,-2.7412558,-2.7272487
CNPY2,0.95653296,-0.32098395,0.34809455,-0.13130341,0.11411218,-0.7089051,-2.6855698,-0.99746484,-0.7741156,-2.3627496,-3.0329363,0.4349934,0.937857,1.0844817,-0.62634844,0.7635397
ATP5F1B,-0.12833929,-0.10018727,-0.3655676,-0.016117567,-0.023730278,0.39989048,0.8605454,0.62102973,0.029056814,0.878837,-0.7184616,0.46928266,-0.30994314,-0.3378583,-0.031035068,-0.55645406
PTGES3,-0.37486607,0.5092252,0.18219858,-0.00846355,0.10729649,-0.6558128,-0.42721444,0.07491377,-1.2291936,-1.7186127,-0.86419576,-0.32439026,0.97772396,-0.6151384,0.31251785,0.667493
STAT6,-0.34380177,-0.31671843,0.30864245,0.031808857,0.48644033,-1.4801466,-0.8340426,0.16985154,-1.3885481,-0.93477154,-0.27807152,-1.5671932,0.69522953,0.7496842,-0.24313717,0.5032154
LRP1,-3.109043,0.13697182,-1.0187,-0.32876047,0.36574295,0.9695878,1.1663918,0.8413857,1.0932772,0.41673166,0.8609749,-0.6547077,0.46395743,-3.8179178,-0.50242394,-0.5244086
SHMT2,-0.017193273,-0.17018963,0.22288376,0.053279694,-1.4405729,-0.090017065,-0.5063541,0.47175953,-0.81433296,0.40372223,-2.0612414,-0.07058093,-0.33520937,0.58086884,-0.34070385,0.31727672
DCTN2,-0.87742823,-0.036807667,0.09334357,0.0157816,0.062836595,-0.120095015,-0.98724025,-0.91769224,-0.5518754,-0.143654,0.77796257,-1.0512637,0.555191,-0.117807455,-0.19328983,0.6766256
OS9,-0.9245256,0.030943269,-0.3874223,-0.07275721,0.013194787,0.6274324,1.0560491,0.9981506,0.055419337,-0.175409,0.95505744,-0.030756054,0.18559457,-1.0115564,0.076724894,-0.6000658
CTDSP2,-0.32271895,0.00034733117,0.5675144,-0.43447927,0.52832216,-0.83569676,-1.4528029,-2.2855484,-0.44722927,-2.8728905,0.15272452,-1.8265884,0.9238492,0.43560565,0.49811938,0.61820877
GNS,0.19803487,0.062499385,-0.25398457,0.04672757,-0.030032104,-1.2642243,-0.8240711,-0.17011742,-1.0516918,-1.9496061,-0.3148438,0.5741708,0.5875121,-0.28890446,0.20160344,0.08151007
TMBIM4,0.19566232,0.20366408,0.35466152,-0.07654793,0.048294943,-3.0598588,-1.2352719,-1.9018462,-3.3171957,-1.3075715,0.3108491,0.063872226,0.7605385,0.53685313,0.12028068,0.6923865
RAP1B,-0.7166521,0.20137712,0.010371909,-0.23306938,0.49808297,0.15485899,0.43820548,0.046132088,0.004287093,-0.8266823,-0.70460176,-1.2063692,1.0037314,-0.4253947,0.48070255,0.42303643
LYZ,-1.108562,0.20369694,-1.0090617,-0.0039670765,-0.16590352,0.672085,0.59437174,1.0640264,0.095234744,0.35771114,0.66911477,-0.6714001,0.5010843,-2.197177,-0.5491699,0.44535235
PTPRB,-1.7326024,0.13042688,0.39605787,-0.16822469,0.53617054,0.5010954,-0.3048143,-0.36352047,-2.5560265,0.12003602,0.13202725,-2.0574744,0.91881734,-0.40997803,0.74669313,0.43032923
RAB21,0.59512824,-0.066796616,-0.027814528,-0.10559351,-0.6094035,-0.5656403,-0.22098376,-1.5436422,0.10035123,-0.87046,-2.9289887,-0.11117184,0.5705835,0.3990059,0.44447383,0.1624439
PHLDA1,-1.8369575,-0.10165617,0.34738365,0.0021011177,0.4417465,-0.016673492,0.52104294,-0.20274433,-0.744301,0.57376605,0.61462456,-0.3921431,0.6720508,-1.6808999,0.53431714,0.5209773
NAP1L1,-1.1011206,0.18299098,-0.52236557,-0.27061993,0.045009747,0.77878666,1.0133542,0.49162352,0.6823939,0.8434361,0.78746754,0.46473783,0.19908252,-1.6736336,-0.07652232,-0.93964326
LUM,-9.763083,-0.28708684,-2.2525353,-3.2191238,1.6450554,1.1755401,1.2550092,-0.8791274,1.9883943,-0.67407924,0.5288294,-2.775986,2.79301,-5.238434,-2.6144109,-2.389683
BTG1,-0.8159429,-0.06393769,-0.13993087,-0.04467824,0.2094988,0.6433486,0.88534874,0.76341665,-0.21383913,-0.049874492,-0.08741302,0.22889121,0.45264152,-0.9463749,0.5253266,-0.4382809
NDUFA12,0.6718935,0.18258214,0.30325887,-0.5170293,-0.07962783,-1.262477,-1.7735661,-1.4178948,-0.6601675,0.25982788,-0.43635613,-0.60244435,0.545167,0.97933847,-0.0792663,0.5854034
NTN4,1.8033925,-3.0439372,0.080378234,0.06457974,-0.7632601,-2.479758,0.76201004,-1.8334217,0.6274572,-1.9056728,-2.249142,0.86767316,-0.59752893,0.881438,0.34088203,-0.96015686
SNRPF,1.4255997,-0.53311884,0.57993466,-1.0765865,0.28209352,-3.4087524,0.050796237,-0.74308133,-0.30478784,-1.2541512,-2.4858024,0.40995046,0.77143353,1.1603901,-0.5547748,0.5565551
LTA4H,1.4518617,-0.5036663,0.4884589,0.09485841,-1.4408453,-1.232366,-0.8334877,-1.212841,-0.62408906,-2.7822418,-2.9017284,-0.74853903,0.33972263,1.1937466,0.37494466,1.0203626
SLC25A3,-0.36649433,0.0073894486,-0.3982829,-0.005853681,0.20582119,0.40733936,0.37925526,0.79235893,0.4000421,0.04103148,-0.4115112,0.5619491,-0.010336672,-0.7329062,-0.091085225,-0.36861312
NR1H4,3.4849145,-6.191265,1.2870723,-0.9280224,-3.055015,-2.6491096,-2.5838265,-2.3636103,-2.4989204,-2.1688178,-2.1950731,1.263645,-2.6576364,3.4675794,-1.9715425,0.1644945
ARL1,2.0392349,-1.2810109,1.0392569,-0.7920355,0.16990496,-3.0873756,-2.8781834,-0.14977956,-2.5727232,-1.1422335,-2.3614492,0.38995877,-0.11998427,2.1033654,-0.33546627,0.9135661
DRAM1,2.43144,-0.8327332,0.20048086,-1.2498951,0.2803993,-2.754367,-2.925791,-2.1748528,-2.7412584,-2.7168436,-2.3853178,-0.5123232,0.9856512,2.0693214,0.5545424,-0.35787764
C12orf75,3.478724,-4.007173,-0.3279807,-2.887621,-1.3036622,-2.9306326,0.026776351,-2.8779564,0.9443469,-2.919009,-2.7047207,0.7526962,-0.7005231,2.241724,-2.5964348,-1.0231749
ISCU,0.28311032,-0.12933932,0.19351193,-0.039066233,0.3914619,-2.1653256,-1.9208845,-2.655755,-0.25811842,-0.5985827,-0.9206013,0.013480533,0.64057916,0.379797,-0.27091956,0.88577205
ARPC3,0.13702032,-0.013769433,-0.06916484,-0.16321026,0.2744291,-0.7627406,-0.42330855,0.4871469,-0.56749535,-1.8857831,-0.27859503,0.602914,0.12622592,-0.1800851,-0.06488615,0.552966
VPS29,0.68098557,-0.6999271,0.1119741,-0.07587968,0.22497268,-1.6965058,-0.27294612,-0.8018125,0.1877613,-1.5372508,-3.0368922,-0.053510338,0.8884222,0.7426707,-0.27091262,0.19117144
PPP1CC,0.4888931,0.12937263,0.3003772,-1.0300646,0.0028899803,-0.039740264,-1.1017374,0.06165403,-1.782527,-1.6491748,-2.4953282,-1.2287136,0.82410353,0.5769217,-0.059729118,0.78047395
ALDH2,2.790182,-2.2335207,0.52767813,0.069713436,-1.5308871,-2.6771207,-2.0966072,-2.3694096,-1.8541898,-1.6643891,-2.5988297,1.0387269,-1.9573767,2.1788828,-0.43334365,0.44330698
ERP29,-0.25251025,0.017797902,-0.2115783,0.13600862,-0.072594814,0.28205308,0.4906445,0.6996573,-0.06217252,-1.192696,0.2973603,-0.6997274,0.40432325,-0.028212676,-0.15280142,0.38948023
FBXO21,2.2599928,-2.194711,0.6630541,-0.7010758,-2.1411378,-1.3835748,-2.54119,-1.920542,-2.529558,-2.1924558,-1.966361,1.2294486,-2.2904847,2.4194946,0.41655114,-1.304996
PEBP1,0.07653284,-0.02262535,-0.52067465,0.020058904,-0.24157512,-0.682345,0.7416712,0.5469607,0.73051953,0.70626765,0.058488466,0.5616415,-0.4300257,-0.27362084,-0.06638691,-1.6194625
PXN,-0.99710524,0.22917184,0.33668035,-0.070473745,0.6432321,0.17365253,-1.4719296,0.56079936,-3.330767,-0.6428736,-0.34196076,-1.3020974,0.82622933,-0.23073474,0.9012863,0.504103
COX6A1,-0.24362883,-0.38700962,-0.52862126,-0.039437342,-0.30116236,0.8197279,1.2572026,0.6780037,0.9308288,0.90471154,0.5641765,0.4243422,-0.34849426,-0.59916097,-0.4388397,-1.591992
SRSF9,-0.42982155,-0.12223597,0.41145852,0.19921884,0.008284244,-0.9378362,-1.7585758,-0.14560032,-2.8991318,-0.04520242,-0.7463193,-1.5466031,0.03643956,0.12715107,0.07959802,1.0264776
DYNLL1,-0.5164462,0.019230016,-0.27938163,-0.029754722,0.19601138,0.111110136,1.1125867,0.42244098,1.1603494,0.27317092,-0.588289,0.35356456,0.4830609,-0.72382724,-0.1181616,-0.56339
MLEC,0.082973,-0.35368976,-0.005801443,0.04682758,-0.0795284,0.32358208,-0.41211885,0.120901376,-0.20990193,-0.14083351,0.8488782,0.34563178,-0.71190304,0.08046588,0.48882046,-0.48629823
PSMD9,1.8179667,-3.7468948,0.79980606,-0.11122391,-1.1257142,-0.100544006,-0.108970396,-2.1663034,-2.4807513,-2.7121737,-0.3750708,-2.075468,-2.1196287,2.1330018,-2.4882483,1.3684503
ARL6IP4,-1.4578211,-0.38152066,-0.5539871,-0.1493688,-0.30532667,1.2656947,0.9983103,0.48345095,0.69161814,0.87615865,1.4889777,-0.20794392,-0.5576651,-1.3928291,-0.62794346,-1.053235
CDK2AP1,0.10691211,-0.84340966,0.45490676,-0.29644734,0.9238982,-3.147006,-0.06668917,-2.7016919,0.79388267,-2.9330633,-2.5495863,-2.3483677,1.0528815,0.7212019,0.49930313,0.28575408
TMED2,-0.03800676,0.12751602,0.13498513,-0.117185816,-0.21212862,0.12061919,-0.02939521,-0.66374147,-0.016199525,-2.551115,-2.6737418,0.3672364,0.86986464,-0.2710992,0.03806239,0.45255077
NCOR2,-0.91462886,0.06441225,-0.012859185,0.07363853,0.03014527,-0.18496226,-0.3786167,-0.9330025,-0.12885606,-2.4800966,-2.3944438,-1.0048888,0.7996956,-0.4407916,0.46832633,0.7231984
SCARB1,-0.27529594,-1.2433938,0.29542536,0.30645952,-0.4159857,0.7856011,-2.747683,0.51063985,-3.5880947,-0.016267497,-2.484025,0.24909925,-0.0044732573,0.33098578,0.22629479,0.42628646
SLC15A4,1.321703,-1.8594098,0.5754061,0.201372,-0.68731487,-1.7763859,-1.8237826,-2.7522283,-2.6290154,-0.29537612,-0.8646784,-0.948908,0.10757995,1.3564721,0.62835205,0.9994764
RAN,0.05344675,0.2086739,-0.1913628,-0.05010679,0.07941198,-2.4654245,-0.2925437,0.5109765,-1.271622,-0.50597584,-1.177783,0.053960484,0.6872569,-0.32701966,0.17855811,0.2789612
CRYL1,2.2158294,-0.71176684,0.59411615,0.011579951,-1.3401245,-2.117166,-1.5218995,0.39457142,-3.079469,-1.4391116,-0.55416596,0.32587865,-1.1893471,2.0395322,-1.9392277,0.7321752
SAP18,0.45999807,0.04588897,-0.06789169,-0.059627637,-0.050072405,-0.8055453,-0.6072511,-0.39056927,-1.3976961,-0.4685687,-3.2211552,0.2618521,0.46672988,0.24326229,-0.04382636,0.7201527
MRPL57,0.38827243,-0.7018425,0.1566861,0.04424113,-0.13080001,-1.6258422,-0.9729306,-0.26052943,-0.7391152,0.22133414,-1.4869015,0.30317768,0.27572653,0.57995665,-2.585382,0.62876743
GTF3A,1.2103932,-1.0433869,0.05401962,-0.027541779,-0.080600515,-0.5246067,-1.2669739,-0.40931088,-2.8572893,-0.4527618,-1.7854168,0.69396794,0.77365035,0.68419147,-1.6980276,0.13844274
POLR1D,0.4816328,-0.19026484,0.35796568,0.07764888,-0.0789738,-2.1294153,-2.327647,-1.2414155,-0.56723875,-0.53412694,-1.5343074,0.5619909,0.4628626,0.66091853,-0.43765718,0.5201488
POMP,-0.09045711,-0.029538885,-0.061888583,-0.35262436,0.3878054,-0.122614056,0.46185008,0.15428922,0.8353965,-2.0490258,-1.3587188,0.3004394,0.78783727,-0.4931687,0.18645146,0.2603403
HMGB1,-1.1763407,-0.07827849,-0.47744578,-0.5237472,-0.023534501,0.98607093,1.1010573,0.5831883,0.65496397,0.8327877,0.12865026,0.04773187,0.18800376,-1.2142649,-0.03616408,-1.0579991
KL,3.953817,-5.494926,-0.7848165,-1.0481588,-3.212018,-2.6593451,-2.4848511,-2.507817,-2.5390518,-2.6659977,-2.3395681,1.1249712,-2.097507,3.1470861,-2.095256,-0.99367535
POSTN,-6.7667713,-0.49977592,-3.04623,-2.8115315,0.76407945,0.8874325,2.345237,-1.0679007,2.7482302,-1.3194922,-1.6879727,-2.8130562,1.6778204,-5.8048754,-2.933552,-2.479822
UFM1,1.5198848,-0.75026095,0.65501547,-0.53278846,0.0030358564,-0.5015592,-2.7037628,-1.7750121,-2.9816124,-0.006970199,0.03295731,0.03854146,0.55029327,1.5724213,-0.16640596,0.3809148
LHFPL6,-3.2947423,-0.42690837,0.45706084,-0.095898114,0.71836084,-0.0005101588,1.068309,-1.0797777,0.91603124,-1.7606512,0.41104007,-2.3981411,1.0500919,-1.7559481,1.1034772,-1.1957537
TSC22D1,-1.5259424,-0.14427678,0.020415679,-0.009990783,0.12564817,0.61807173,0.94482964,0.59403676,0.5476887,0.37344408,-1.7706715,0.22283937,0.25781822,-1.1222806,0.5357975,-0.7264944
ESD,1.6729807,-0.08051898,0.5694643,-0.9862596,-0.2721872,-0.8663196,-0.9653782,-0.20367116,-2.7443843,-1.9374299,-2.5629332,0.7950673,0.65536433,1.1193689,-0.33262295,0.69158626
COMMD6,-0.5449899,0.06264678,0.016501267,0.012997785,0.17468387,0.021415006,0.31722978,0.3638143,-0.010360873,0.5788552,-3.016025,0.226626,0.7529114,-0.69028604,-0.0069133826,0.06405913
NDFIP2,3.069455,-1.9852496,0.6278015,-2.2286134,-1.7616535,-2.548856,-1.1762402,-2.3074188,-0.05604975,-2.3554864,-2.4039998,0.66226995,-1.4894817,2.1891522,-1.0119301,0.5629727
FARP1,1.7220566,-1.4320264,0.59173447,-0.32453752,-0.4832579,-2.1011522,0.17290011,-0.9030594,0.59573793,-2.354786,-2.8442953,0.61330986,-1.1535723,0.9579376,-0.10189235,1.1272097
STK24,0.53796077,-0.25625873,0.35890108,-0.46946704,0.2921979,-1.7338357,-0.2626268,-0.31955925,-0.03997138,-2.5861611,-1.3233111,-0.1600534,0.92518985,0.6024307,-0.93327487,0.6129301
TM9SF2,0.0077075213,-0.009551808,0.062407047,-0.13944627,0.34776938,-0.22468616,-1.3506565,-1.2784185,-0.09691552,-0.5317692,-0.6460143,-0.5583975,0.68833846,0.051489063,0.50263613,0.45061398
EFNB2,-2.1245916,-0.6071414,0.6606748,-0.16723298,0.62613183,0.77050453,-1.2828172,-0.16027811,-1.0527365,-1.9696027,-0.0018960339,-0.90250885,0.91543704,0.24409175,0.44583142,0.86850166
ARGLU1,-0.8521715,0.019777507,0.09493972,-0.22126773,0.8212159,-0.9695344,0.23979273,-0.6283567,-1.3873447,-0.03162324,-1.2648101,-2.3223956,1.1392846,-0.6735932,0.89016855,0.5474576
ANKRD10,-0.23789892,0.25946605,0.5999699,-0.74122626,0.7430855,-2.41744,-0.78117096,-1.8942982,0.42514753,-2.8924017,-2.9432242,-2.1805308,1.1036932,0.86981475,0.49769434,0.6890264
ARHGEF7,0.008996546,-1.9034576,1.0455993,0.3396948,0.6278365,-2.41186,-1.5832764,-2.6230195,-2.61524,-0.89149743,-2.3646433,-2.58994,-0.25263765,1.0719628,1.1673813,0.5208981
ATP11A,2.1301827,-1.8313673,0.84780383,-0.06828226,-0.18332794,-2.4249485,-2.673962,-1.3057693,-3.079234,0.16087283,-2.2512248,0.36407816,-0.21392873,1.8540766,0.62619495,0.27878913
LAMP1,-0.83525777,-0.07466268,-0.72558236,-0.013157108,0.0044201617,0.7890149,0.96910655,0.27944753,0.926018,0.6026782,-0.20795599,0.18922967,0.5851473,-1.6178222,0.36994275,-1.2301214
GAS6,-3.4761295,-0.027457846,-0.7702722,-0.31265217,0.1814607,1.1154839,1.363654,0.76421505,1.3035089,0.7942226,0.97548664,-2.7338698,0.05457762,-3.0414445,0.19438721,-1.5370764
