,Shared topic 1,Shared topic 3,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 10
EIF4G2,-0.6238388,0.008954477,-0.59916335,-0.035406325,0.11116999,-0.058625847,1.1347439,0.15869956,0.8189258,0.4556265,0.76349807,0.36073366,0.5115484,-1.2336624,0.11427694,-1.1567742
DKK3,-4.855756,-0.3298638,-0.45714146,-0.46564776,0.08625349,0.52525926,1.879832,-1.0137053,2.2048748,-0.12844083,0.47541592,-3.096927,0.43734503,-5.1681137,-0.49817896,0.00631172
PSMA1,0.40611202,-0.2916142,0.5633367,-0.060099907,0.17088178,-3.0061393,0.14727044,-1.1641186,0.15579185,-1.5473986,-2.756163,-1.960168,0.45166287,0.9951415,0.7595581,0.2914031
C11orf58,-0.01912947,0.04609645,-0.002073975,-0.379093,0.24366795,-0.85326576,0.43679965,-1.0285649,0.34362465,-0.3488531,-0.9060845,0.50934106,0.6907704,-0.48062962,0.22957483,0.37106335
USH1C,4.019667,-5.276764,0.49606475,0.4312521,-3.740678,-2.4705746,-2.7763958,-2.381199,-2.815854,-2.399397,-2.5573559,1.439082,-2.9857621,3.0059948,-2.723537,-1.1740317
SLC5A12,3.0029294,-6.5952945,-0.9740245,-0.24631298,-3.4032705,-2.8781018,-2.3652673,-2.905028,-2.2732854,-2.301557,-2.5160065,1.3697095,-3.016434,3.825965,-2.3861787,-3.1049945
BBOX1,2.5571449,-5.769348,0.5677265,-2.2464817,-3.2824779,-2.6647215,-2.5888805,-2.5388515,-2.482688,-2.4717295,-2.243051,-0.08643364,-2.7359526,3.9695125,-1.4749796,-2.4800663
RCN1,-0.35807943,0.28116694,0.0023692148,-0.3970317,0.09588904,-0.6115037,0.6632232,0.6781488,0.7485385,0.16546647,-2.7190475,-0.027226657,0.36017624,-0.25485545,-0.11001313,-0.62592065
EIF3M,0.8033633,-0.013738468,0.26837873,-0.11550774,-0.0705236,-2.1386168,-2.2165709,0.039160684,-1.4491754,-1.4591489,-3.0580993,0.37195465,0.51119965,0.25056946,0.6499387,0.64919025
CD59,-2.1866772,-0.3943795,-0.6968003,-0.393991,-0.02152427,1.1294459,1.3475776,0.29955763,1.0713028,0.8545985,1.1764067,-0.048073232,-0.37212542,-2.272211,-0.042705376,-2.105122
CAPRIN1,1.1756952,-0.18961853,0.23398979,-0.044035252,0.24682069,-1.5402597,-2.2668707,-0.26824665,-1.8164325,-1.084892,-2.66576,-1.6515245,1.1213608,1.0215381,-0.3398933,0.3361399
CAT,2.9610527,-1.9716926,0.42770988,-1.7981937,-0.14776227,-0.70679885,-2.6993084,-1.8430948,-2.756171,-2.5411959,-2.5391452,0.7509872,0.58830255,2.2184248,-2.1243641,0.5503687
CD44,-6.405763,1.0170782,-0.084651425,-0.7227873,0.8823849,0.80467796,0.8149991,1.1145853,0.8706403,0.043539513,-1.9577788,-1.8514485,1.4243227,-3.6007037,-0.528972,0.3163937
C11orf96,-6.6393533,-0.46962345,-0.40920228,-0.617272,0.32878485,1.2265204,1.6267581,0.56268144,1.3887036,0.62566054,1.1910908,-2.991395,0.24963929,-3.8426814,-0.080040544,-1.7929415
TP53I11,-2.3341358,0.42658156,-0.02622524,0.063738815,0.6398371,-0.574854,-0.06866465,0.22475894,-0.6407603,0.48964274,0.61739826,-1.796899,0.9810027,-0.74898183,0.3345961,-0.602989
MDK,-5.925624,1.15888,0.13794824,-0.056862358,0.74281526,1.0060911,-0.8729318,1.1857462,-0.4523871,0.66977113,-1.3880346,-2.4037743,1.4346534,-3.4690673,-0.87578404,0.8941208
ARHGAP1,-1.9554379,0.10972594,-0.12727511,-0.4283607,-0.13133188,0.4783979,1.4606314,-0.44691116,1.8614726,-2.6419184,-1.2438834,-2.1016622,0.4549476,-0.91860545,0.28023228,-0.36566934
PSMC3,-0.075496055,0.14381775,-0.13126601,-0.018410672,-0.30071524,0.8490087,-0.13394621,0.8424562,-0.120912865,-0.09504671,0.65368927,-0.28815076,-0.26578596,0.11365009,-0.27860323,0.80546474
APLNR,-3.8110876,1.1245435,0.19556919,-0.05592568,0.35371432,0.7180513,-0.74410415,0.15647091,-2.5477455,-1.5824318,0.9178279,-2.9991715,1.405741,-2.4483035,1.0242206,-0.1342574
TIMM10,0.5520437,-1.310559,1.1339511,-1.1756071,0.4071077,-1.9693234,-2.4003048,-2.6956186,-2.1638308,-2.6812959,-1.1949347,-2.045067,0.8076436,2.200552,-0.9330859,1.0431521
UBE2L6,0.56476855,0.05604127,0.18037836,-0.13316512,0.2060602,-1.2213339,-2.66808,-0.80901897,-2.9370806,-2.5319774,-2.7845051,0.015692623,1.0928636,0.9879403,-0.63905334,-0.14615692
SELENOH,-0.57630557,0.12602751,-0.24039437,0.02624518,0.09881887,0.5674949,-0.1391898,1.0348678,-0.67489517,-0.26856327,-0.6721339,-0.02917195,0.48724955,-0.38862383,-0.1308693,0.25844508
CTNND1,0.052947804,-0.16090389,0.071594685,-0.24065562,0.08840337,0.4177249,-1.0623075,-2.1797006,-0.54175276,-1.4581043,0.16171926,-0.041086867,0.5552244,0.3957224,0.40697467,-0.15960017
GLYAT,3.575141,-5.861223,-1.842059,-2.0956829,-3.3333561,-1.3466727,-2.728174,-2.7944508,-2.643171,-2.7344775,-2.196618,-0.66019994,-2.8379023,3.893547,-2.8320844,-2.7649632
MS4A6A,-3.9950423,0.82540905,0.113833845,0.07583719,-0.058660302,-0.8982224,-0.8075739,0.3461753,-1.9005965,-0.62923807,-1.0613546,-0.5406447,0.95651907,-1.7700093,-0.2676505,1.3669063
TMEM109,-2.3120413,0.6741156,0.22973771,-0.40789947,0.670579,-1.6255977,0.5858082,0.40516835,0.8686215,-1.4311254,-1.9561236,-1.4790394,0.79372185,-0.2120249,0.63605565,0.1211851
DDB1,0.2195619,0.16256234,-0.119119026,0.30892262,-0.012584105,-3.4269133,-2.5805104,0.25571084,-2.4394577,-2.1808665,-2.2308264,-0.21179117,0.7211482,0.015708119,-0.3035885,0.8409882
TMEM258,-0.29258522,0.112999685,-0.026537515,-0.0037478001,0.078238614,-0.60245734,0.72084916,0.43791574,0.24340211,-1.0337417,-0.19903998,0.5309116,0.6601073,-0.42373478,0.083494775,-0.19422098
AHNAK,-1.4362137,-0.6726606,-0.82623386,-0.22855489,-0.3926011,0.95734316,1.4677267,0.46242416,1.040196,0.9263211,1.1488327,0.20964001,-1.2478116,-2.2664337,0.005432682,-2.5421712
GANAB,-0.56952846,0.14977464,-0.16434795,0.06858404,0.19672704,-0.20873903,-0.40442988,-0.08250785,-0.27775592,0.23962638,-1.6572791,-0.43134716,0.7180093,-0.36795768,0.36285022,0.22386776
UQCC3,0.41732103,-0.76337296,0.20592663,-0.088026315,0.31761318,0.06520035,-2.8979478,-0.36576825,-1.7153704,-1.2783678,-2.5558438,-1.6553655,0.7748435,0.96069825,-0.0074644666,1.0386016
UBXN1,-1.4948406,0.36530593,-0.25721577,0.23248328,0.27460384,0.6600799,-1.1041541,0.90198386,-1.5468246,0.65438694,-2.6450138,-1.2220652,0.65235084,-0.39702636,-0.38344678,0.59942263
BSCL2,1.4187529,-1.3212032,0.4553206,0.5703662,-0.34684458,-0.42389032,-3.1099463,-0.5891748,-2.9695756,-1.6249388,-2.6490505,0.46308753,0.39626616,1.092562,-0.60576355,0.7474355
POLR2G,0.72540337,-0.55691695,0.68736666,0.0367681,0.54471123,-2.7054758,-3.0866396,-0.92831194,-1.2119895,-2.4600902,-2.8623188,-2.1064775,1.0061778,1.376082,-0.22315381,0.9682391
TMEM179B,1.0185381,-1.1600422,0.77416337,0.28248397,-0.6210227,-0.51179177,-2.296843,-0.98296887,-1.70568,-2.7638574,-0.72621953,-0.53306377,0.34244263,1.4569347,0.022831678,1.0317123
SLC3A2,-0.060992192,0.1318466,-0.37212542,0.04928687,0.16378658,-0.049606036,-1.6937438,0.89681524,-3.0914235,0.16578914,-0.64179856,-0.18513046,0.4242783,-0.23817654,-0.13181534,0.3899995
PLAAT4,0.48292586,-0.101241335,-0.3591519,-0.09951839,-0.007339687,-0.38900742,-1.0570025,0.56968105,-1.6988548,0.42607602,-0.7937149,0.2381134,0.48616835,0.35742268,-1.1122177,-0.038028017
PLAAT3,0.37575722,0.0032543838,0.13997483,-0.2341873,-0.15816474,-0.29421034,0.08439206,-0.31154177,-1.543565,0.20029369,-2.3149252,0.5929534,0.45178807,0.4791755,-0.025403706,0.17891684
ATL3,0.3134659,0.09956932,0.25571617,-0.57443655,0.24560043,-0.7609795,-1.7951255,-2.3165255,-0.19983768,0.20709875,-2.8834238,-0.6441319,0.6553093,0.5289904,-0.1372554,1.0649347
RTN3,0.9133513,-1.2789166,0.34979013,0.008856447,-0.3693105,-0.44207764,-0.37599388,-1.2773731,-0.895686,-0.30328202,-0.06357021,0.58577144,-0.9048503,0.7097895,-0.18245667,0.8418994
COX8A,-1.3045524,-0.6341889,-0.8787811,-0.18473907,-0.27458778,1.1127421,1.1078836,0.49583748,0.6363992,0.931517,1.2922456,0.063617826,-0.5524062,-1.3919628,-0.63065356,-1.7369732
OTUB1,0.24995194,-0.028813958,0.22975433,0.013187086,0.30036768,-1.5716274,-3.2308757,-1.5610894,-3.2145302,-1.0797815,-3.1081357,-0.99794567,1.0402436,0.1850327,0.31157827,1.0498132
VEGFB,-0.47016853,0.12906143,-0.10832994,0.2653398,-0.06657187,0.4108414,-0.31361985,0.8055503,-1.0383769,0.6708233,-0.81888384,0.06647061,0.5242238,-0.6009913,-1.1766497,0.5182809
PPP1R14B,-0.86695814,0.013957724,-0.8543925,-0.002187338,0.026698321,0.9079388,0.460642,0.8608181,-0.0844431,0.9626125,-0.10561365,-0.239062,0.34218347,-1.4257289,-0.9114972,0.32573557
BAD,-0.84190714,-0.24094106,0.06754229,-0.016122036,-0.112676814,0.5824781,0.19737755,0.50802195,-0.5659555,0.49048948,0.79237765,-2.4498863,0.17868084,-0.3202175,-1.6687088,0.93985575
ESRRA,1.6672177,-2.7567127,0.7768273,0.2513988,0.18316375,-2.2809012,-2.4324267,-1.998217,-0.44767275,-1.7233709,-2.580833,-2.1830354,0.37951338,2.1707466,-1.459139,1.0996927
TRMT112,-0.40809256,0.12711412,-0.13655436,-0.01901964,0.24510497,-0.28226417,-0.17210732,0.4871038,-0.912836,0.67716897,0.4204386,0.11476305,0.52005124,-0.2173049,-0.16338496,-0.26026136
PRDX5,-0.6204463,-0.0921227,-0.812051,0.05426192,-0.3444489,1.1026448,0.6762842,0.8002266,0.315582,0.99855715,1.323469,0.27858993,-0.7583237,-1.1975123,-0.6699652,-0.523187
SLC22A11,3.4900022,-6.5084853,-0.48853344,-0.50077784,-3.4300845,-2.7519267,-2.6424932,-2.6070588,-2.6429152,-1.6562766,-2.384805,0.84504336,-2.7629251,3.6887977,-1.6878029,-2.3727374
SLC22A12,2.4668412,-6.2750864,-2.5955734,-2.845914,-3.2022212,-2.6786156,-2.5962076,-2.6414113,-2.4827545,-2.387182,-2.1823728,-0.59613174,-2.51325,2.4933224,-2.176644,-2.314964
SF1,-1.1862993,0.47615767,0.2749885,-0.13677612,0.5609151,-1.5170528,0.20977129,0.7333411,0.3003454,-1.2078719,-0.6870247,-1.4394872,0.5575878,-0.07628746,0.77989626,-0.15438092
ARL2,-1.4354986,-0.28437367,-0.10782636,0.14887786,0.69217336,0.33735815,-0.52988625,0.68418396,-2.318036,0.7578864,0.76449054,-2.5794394,0.3782346,-0.9717525,0.06140535,0.6748947
VPS51,-1.1856369,-0.50103366,0.056654625,0.29162407,-0.087845065,0.9241168,-0.68942165,0.6643954,-0.9589323,-0.41910553,0.5586414,-0.67901146,-0.45144245,-0.36565173,0.1542327,0.5596127
LTBP3,-3.3011167,0.30982506,-0.5238341,-0.13544026,0.2686328,1.058894,0.8460391,0.9795585,0.7643335,0.20333184,0.874631,-1.9975865,0.6235182,-2.71382,0.1185987,-0.083794266
MAP3K11,-0.9300684,0.11282152,0.2996684,0.030347858,0.33569854,0.2563947,-2.1267188,-1.5614809,-2.8489358,-0.2170972,-0.14377743,-3.304443,1.0304428,-0.64279777,0.38009867,0.995108
RNASEH2C,-0.29259425,0.4026065,-0.14551619,0.027882813,-0.11142675,0.88276726,-0.34573355,1.0435808,-0.8431853,-0.38027698,-1.0572695,-0.57248855,0.8098292,-0.14395542,-0.2597232,0.7337567
CFL1,-2.1530404,-0.85200477,-1.1027645,-0.46391895,-0.3121002,1.1975961,1.3398644,0.13303389,1.0158749,0.8274789,1.6867933,-0.13805741,-1.2955875,-2.9949844,-0.93012846,-2.2388625
EFEMP2,-0.84997845,0.1649301,-0.4982698,0.14125156,0.11956239,0.37267065,0.3016258,0.6701174,0.18212849,-0.743293,-0.9722285,-0.19665398,0.82788694,-0.96608657,-0.17603643,0.06770481
CCDC85B,-2.8380456,-0.05633512,-0.36013865,-0.019835684,0.38897192,1.081629,0.4532191,0.7550261,0.07300665,0.27823037,1.1195934,-0.96033496,0.49943817,-2.128716,0.17537962,-0.43143877
DRAP1,-0.43173808,-0.022796988,-0.3269909,0.10482019,0.62685966,0.2064611,-0.45131534,0.8585784,-0.28716907,0.4903865,-0.45104614,-0.64982986,0.77956545,-0.7346602,-0.3915297,0.76601064
BANF1,-0.043003954,0.09758487,-0.3052101,0.043526027,-0.0072898725,-1.6612315,-0.8211317,0.4789009,-2.4602678,0.006265093,-0.17981091,0.27470154,0.64170915,-0.38766184,-1.7106594,0.33095518
SF3B2,-0.49495584,0.1358206,0.061516766,-0.10369219,0.45949936,-0.10474756,0.16735515,-0.856277,-0.017405145,-0.4011242,0.11932958,-0.70143527,0.455768,-0.047964662,0.45621017,0.32120925
RAB1B,-0.12743692,0.2742092,-0.24581526,-0.012506226,-0.02848249,0.20811242,-0.42069697,0.76090926,-0.40817675,0.030696254,-0.98378664,-1.0407785,0.13720761,-0.07079058,0.08764111,0.62758243
CD248,-6.237595,0.87871504,0.71172684,-0.018644651,1.0028177,0.72732586,-0.91132236,0.121385835,0.3245279,-0.8350327,-2.7264109,-2.934136,1.0275099,-2.4978914,1.1596062,0.8594023
CTSF,-0.36802632,0.50720334,-0.01842586,-0.0071520396,0.102051824,-0.12200588,-2.364055,0.9056752,-0.84565586,-0.0667035,-2.7040265,-1.255976,0.902194,0.07603264,-1.4459585,0.7194328
CCS,0.51877904,-0.2470987,0.31429416,-0.11997667,-0.45131317,0.38140935,-1.2901272,-0.58827424,-1.7021163,-1.860735,-0.9312185,-0.8441043,0.34875762,1.0896361,-0.80898637,1.0400993
RBM4,0.43018064,-0.029213056,-0.0032840888,-1.1398124,0.4265676,-0.06707241,-1.509631,-0.41216803,-3.2837281,-1.9550198,-0.29381138,-0.44762036,0.86053276,-0.30320776,0.027265225,0.93353754
GRK2,-4.374056,0.4787706,-0.043099128,-0.052779846,0.8113809,0.94229436,-1.614048,0.39271924,-0.58625513,0.35523307,-0.38838708,-3.1770241,1.0344836,-1.2494389,0.47888628,0.98583347
POLD4,-0.8715228,0.09461954,-0.21088274,0.0711659,0.11746668,-0.28971046,0.7280243,0.66931516,0.9167933,0.07922804,-0.27863714,-0.6579799,0.6481465,-0.78632367,-0.90594465,0.22590593
PPP1CA,-1.1398845,0.24594846,-0.4453042,-0.118242115,-0.018001903,0.82401776,0.50908154,0.8628554,0.56623113,0.24144372,-0.35982406,0.0021717271,0.3556928,-1.3113797,0.17328991,0.030342288
AIP,-0.86861587,0.039827317,0.010046091,0.054078326,0.18063739,0.096641876,-1.4321308,0.040025517,-0.16464919,-0.39742622,-0.58036697,-2.537968,0.46706522,-0.31313777,-0.29562584,0.8087386
CDK2AP2,1.3402525,-0.62679493,-0.14869164,0.12518673,-0.023787985,-2.9364824,-0.47549075,-1.0638678,0.3138354,-2.0110915,-2.7317247,-0.67414576,0.7570176,0.7953038,-0.33218905,0.9465852
GSTP1,-1.4037218,-0.93036956,-0.9277199,-0.37709457,-0.74599445,1.1224114,1.3066545,0.2940041,0.76023084,0.98232275,1.5890378,0.056032617,-1.9943286,-1.9682815,-1.0402286,-1.9659255
NDUFV1,-0.18722226,0.36480522,-0.20827848,0.0058456804,-0.23538472,0.93722963,-0.3937399,1.1719145,-0.4027389,0.5535079,-0.748415,-0.09772602,-0.12680757,-0.57922,0.0030190165,0.33134016
ACY3,4.1697116,-4.4952326,-1.5137779,-0.32183453,-3.1813262,-1.4311401,-2.6084144,-2.0056534,-2.6658473,-1.5015986,-2.1543136,-0.32702902,-2.7645376,3.3863218,-2.6692433,-1.9341964
NDUFS8,0.054567516,-0.068645954,-0.7450108,-0.032292765,0.16308278,0.17319353,-0.4713129,0.60521644,-0.6350965,0.3707611,-0.82522273,-0.20473756,0.2547373,-0.70516473,-0.8714933,0.7053629
CTTN,0.4744072,-0.9025691,0.008278384,-0.32652378,0.26952398,0.21970025,-0.33831817,-1.9046558,0.34939972,-1.0965625,-2.4304082,-0.6449722,-0.04859186,0.7183449,0.40750396,0.7754596
NUMA1,-1.3508922,-0.24356678,-0.18394454,0.1466615,0.51605755,1.0511482,-0.42768756,1.1233258,-2.7882354,0.12834793,0.073169746,-1.500251,0.51471543,-0.33964545,0.42039433,-0.09750724
LAMTOR1,-0.6326208,0.0038669482,-0.2075413,0.014076326,0.24244453,-0.04664843,0.727719,1.0795462,0.4203609,-0.26837525,-2.1046321,-0.7090322,0.74948996,-0.3422265,-0.29971373,0.15983649
FOLR1,4.015886,-5.472494,-0.8459805,-0.21331821,-3.151409,-2.6218,-2.4504542,-2.1271098,-2.5266566,-2.391693,-1.8715307,0.26795444,-2.584976,3.2437477,-1.8926568,-1.6420083
ARHGEF17,-3.5454094,0.29799357,0.87202156,0.074386716,0.60360193,0.07004746,0.076529786,-0.41273978,-1.8599924,-2.8868032,-2.880126,-2.8711417,1.165512,-0.090159,1.0720438,0.32512602
COA4,1.3222456,-0.63996243,0.75021356,0.26565495,-0.5375617,-1.8036686,-2.201334,-1.699232,0.0100634135,0.11317357,-2.744498,-0.8713743,-0.5002212,1.5818622,-1.0709233,1.2274133
KCNE3,-1.5488465,0.5277232,1.0345664,0.2518773,-0.6959177,-0.6479283,-2.3729303,-1.4844027,-2.9762404,-0.22715081,-1.8012441,-1.6393448,-0.4144931,1.4170392,1.3639921,0.09354749
SPCS2,0.4061472,-0.38998437,0.09370517,-0.039120443,0.15906651,-2.0104268,-0.8306128,-0.36611745,0.32000762,-2.916332,-3.0766966,-0.45328876,0.5811704,0.19495934,0.09013164,0.61836845
SLCO2B1,-4.3260517,1.3449756,-0.119002625,-0.016142953,0.6904463,0.23335527,-1.9558042,1.2757034,-2.9523191,-0.38682225,-2.303714,-2.4816415,1.4386668,-2.5564568,0.20170839,0.990363
SERPINH1,-2.0709374,0.018094592,-0.67685103,-0.36022538,0.22533152,0.62999624,1.3116114,0.5840615,1.2144243,0.6360536,0.44508293,-1.6788133,0.34761882,-1.9504005,0.23883443,-1.3239523
LRRC32,-3.9437456,-0.055080473,-0.5283831,-0.34301087,0.2500576,1.097036,1.3505166,0.6010426,1.0802481,0.71156245,0.97513545,-2.7507477,0.055282786,-2.9215689,0.42772204,-1.8368644
AAMDC,-0.74494785,-0.052255407,0.6399771,0.2052249,-0.7229111,-2.7092776,0.18579789,-1.4596224,-0.23845002,-0.49618423,-0.48705694,0.25446165,0.6553636,1.0916023,-1.9241385,0.556847
NDUFC2,-0.10993828,0.26529813,0.050297227,-0.060930878,0.22701064,-1.9018399,0.08507528,-0.2817829,0.27606797,-0.19550729,-2.111885,-0.044500455,0.78258574,0.14937618,0.42962453,0.23179513
PRCP,-0.28631985,0.049765494,-0.13247871,0.016996017,0.5186198,-0.5875094,0.13833939,0.5238636,-1.7155175,-0.555337,-1.3780446,0.26184916,0.9401153,-0.024819463,0.43090832,-0.75518787
SYTL2,1.8957722,-0.4750688,-0.50166017,-1.1516087,-0.22588529,-0.10262968,-2.14992,-2.456344,-2.92744,-0.11640747,0.94689757,0.6175216,-0.66047,-0.6040439,0.12792939,1.1708437
PICALM,-0.14700073,0.021766435,-0.010400758,-0.13277665,0.26225203,-2.573506,0.65817577,-0.19085597,0.7804,-0.012629133,-2.398776,-0.418065,0.5864026,-0.32451192,0.37751094,0.47417638
PRSS23,-2.870059,-0.44239807,-0.5888008,-0.52632904,0.16209504,0.7810065,1.4972497,0.23214032,1.5395741,0.15463911,0.2739079,-0.96562606,0.09833786,-3.0483017,0.29215336,-1.1436648
CTSC,-0.32897753,0.24375126,-0.24253502,-0.020401245,0.11904671,-1.2833545,0.3565279,0.54545754,-0.87438494,0.28247747,-2.6404102,0.03813986,0.72524136,-0.9929141,0.11377143,0.013912203
TAF1D,1.7457399,-0.20987988,0.9975974,-0.48455065,-0.42980358,-2.4821255,-2.6339798,-1.5395417,-2.8930597,-1.8595177,-0.22257675,0.61108154,-2.6191497,1.4974049,0.40839154,1.1690718
C11orf54,3.9926527,-4.9762383,0.0331113,-0.30546644,-3.3022277,-2.089513,-2.1210892,-1.6596489,-2.7416399,-1.2594925,-2.5330634,1.6516477,-2.8854675,2.9029117,-2.0414803,-2.1364942
CWC15,2.0035362,-0.85488343,0.7861721,-1.6845537,0.061350107,-2.0137367,-1.2700498,-2.0397174,-0.95851046,-2.890399,-2.548137,0.05857501,0.58676434,1.751302,-0.47757423,1.049677
TMEM123,-0.070359126,-0.09337589,-0.22599089,0.015153766,0.23573168,-0.103033535,0.038208477,0.0011799057,0.426774,0.3522491,-3.3210337,0.59445244,0.63251144,-0.55977833,0.04719821,-0.13873877
ACAT1,2.6844044,-0.63377565,0.42887434,-0.32850504,-0.17948619,-2.8450677,-2.1988132,-1.8265132,-1.144047,-2.3095737,-2.1311588,0.9037207,-0.07698725,1.909679,0.57408386,-0.037887517
C11orf1,3.3236399,-4.611306,1.3847215,-0.6696299,-2.682472,-2.7348666,-2.7377577,-2.672298,-2.7834015,-2.3848646,-2.408363,1.027722,-2.5404274,3.1159678,-1.931905,0.14807227
TIMM8B,0.40602356,-0.15156287,0.019162709,-0.1351511,0.38158202,-0.9209847,-1.8643512,0.49201578,-1.7136557,-0.5082072,-0.79554635,0.14540312,0.707784,0.5421809,-1.2844405,0.55594516
SDHD,2.4069834,-0.6944893,0.8753001,-1.085547,-0.06286198,-2.875178,-2.6806953,-2.42613,-2.461727,-2.705587,-2.6360464,0.45414293,0.3433154,1.8745978,0.5260902,1.2173886
REXO2,2.2317686,-2.4199278,0.54368,-1.2168541,0.28039366,-2.8533156,-0.04707514,-2.954445,0.7418294,-2.8386943,-2.6797633,0.0065458976,-0.051076744,2.0294342,-1.2824771,0.6962201
FXYD6,-3.3123584,0.45141688,0.43510157,-0.19032553,0.52416354,-0.20755987,0.8582888,-0.25347105,0.27870277,0.6074885,-0.11827098,-3.0160995,0.89597803,-0.9797367,0.82703257,-0.08480282
ATP5MG,-0.27741992,0.052328974,-0.32686305,0.0028128389,0.09292481,0.46063435,0.5867439,0.7726006,0.2512253,0.74219286,-0.41852278,0.31844497,0.2803155,-0.7183072,-0.002089359,-0.41178653
SLC37A4,2.734007,-2.5930665,0.3168939,0.692852,-2.5201647,-2.2627623,-2.7637227,-0.0031410742,-2.8998039,0.38006493,-2.7318327,0.91791826,-2.6327617,2.0383432,-1.1776824,0.18972723
THY1,-1.9109977,-0.64081824,-0.49082133,-0.18548457,-0.47149748,1.2251357,1.3118478,0.28280956,1.0417091,0.99396443,1.6443359,-0.19660622,-1.9225367,-2.4188523,-0.10117438,-2.089437
OAF,0.8104995,-0.31917226,0.4391437,0.043431927,0.3769016,-1.5892094,-3.3878295,-0.6409709,-2.9231977,-2.5960257,-2.8848467,-0.79521835,0.5702265,1.126637,0.49896002,0.6270669
ARHGEF12,0.35022312,-0.09510812,0.27403277,-0.4488311,0.072643146,-0.20583509,-0.292807,-1.5246365,-1.066866,-0.110705905,-0.5046512,-0.068732545,0.06971394,0.09973401,0.9275312,0.49936822
ESAM,-3.6666646,0.11905597,-0.020145277,-0.09592246,0.31439823,1.0634296,1.0324391,0.49465582,0.57532966,0.6042593,0.9102548,-2.64073,0.39414665,-1.9092257,0.6489844,-1.0264555
ROBO4,-5.3305397,1.5546412,0.38887343,-0.32923958,1.0811684,0.5803643,-2.279797,-1.3484406,-2.9503894,-0.9452073,-2.6568918,-2.851286,1.6032254,-0.80989224,1.387374,0.12628543
EI24,1.2573324,-0.33291546,0.65726995,0.019248886,0.18759754,-3.0902874,-2.1322293,-2.522664,-0.39400065,0.20424457,-2.5217178,0.60922766,-1.9398177,1.5904444,-1.103083,0.9967817
ETS1,-1.643929,0.3328423,0.14249161,-0.20225199,0.2618408,0.942455,0.2585303,0.26385915,-0.4238964,-2.1700432,0.43148404,-1.4409662,1.1132373,-0.38925755,0.9768467,-0.5903311
APLP2,-0.45058706,-0.82396585,-0.3624894,-0.0693461,-0.0721866,0.8968921,1.1628115,0.40059862,0.912556,0.58815604,0.8080233,0.41473728,-0.48719618,-0.7135943,0.025750158,-1.3139471
SLC6A12,2.6689694,-5.7095885,1.7416936,-0.6164493,-3.4015548,-2.7605238,-2.744729,-2.6017644,-2.6836007,-2.6231205,-2.457937,0.33036163,-2.8628483,3.7291267,0.25470462,-1.9331151
TSPAN9,-0.44712377,0.07158901,0.026360003,0.4070492,-0.17526725,-0.04012862,-1.1903473,-0.40961272,-2.466628,-0.6086165,-1.8614038,-0.105306536,1.039889,0.025680773,-0.09187178,0.38181132
CCND2,-2.332903,1.0499125,0.58891946,-1.0634365,0.93483627,-1.2821196,-2.2916784,-0.5392373,-2.7301328,0.18822674,-2.0753107,-2.9963405,1.6931993,-1.49235,-0.00666035,1.2463266
CD9,0.17393817,-0.13940984,-0.19561191,-0.02320958,-0.0012841084,-1.7558637,0.67187303,0.9405965,0.77418756,-1.2440506,-2.610658,-0.30810964,0.27578512,-0.17321038,-0.32628477,0.5862182
TNFRSF1A,-1.6445496,-0.0016591065,-0.4811354,0.06719211,0.084524885,0.57264036,0.8386841,0.5626448,0.3083632,0.81848145,0.29203415,-0.51542246,0.43494436,-1.537204,0.25748602,-0.5740197
LTBR,0.21673226,-0.42021888,0.27052182,0.04229611,-0.14803508,0.56976575,-1.9100714,0.29804468,-1.8022591,-2.522495,-0.5867069,0.2567114,-0.35565913,0.65656626,0.12163761,0.47995058
MRPL51,0.27937433,-0.47828764,0.22603808,0.021570358,-0.27676508,-0.94601995,-0.0067778537,-1.3751459,-0.20668456,0.4668449,-0.7377391,0.024336949,-1.1021934,0.40749002,0.17143728,0.7400134
CHD4,-1.1545331,-0.32589942,-0.17535228,0.031215925,0.4063532,0.06068901,0.028199444,0.3187617,-0.2557678,0.14188164,0.77325,-2.4841511,0.49910042,-0.387828,0.03014836,0.35549736
MLF2,0.18273401,-0.25752333,-0.022403171,-0.10391377,0.13248153,0.013101141,-0.17660503,-0.6957689,-0.23089893,0.29282743,-0.20944391,0.30631632,0.39270777,0.20438033,-0.6015552,0.34449205
PTMS,-1.7404305,-0.21077499,-0.91329944,-0.2689865,0.0011447143,1.2230557,1.210329,0.75445,0.8121484,0.74211866,0.93870825,-0.5006857,-0.035634875,-1.7354076,-0.063633695,-1.1956663
ENO2,-0.26780963,0.061927762,0.12951502,0.05202509,-0.06338434,-1.915913,-0.025641875,-0.25483945,-0.61537814,0.24865265,-0.5422481,-0.4099871,-1.0906793,-0.082196504,0.33921513,0.63903445
C12orf57,-2.0390882,-0.3941927,-0.37937805,-0.4029046,0.034366388,1.3414861,0.9614005,0.57999545,0.5854297,0.7587305,1.4200757,-0.2241177,-0.11196122,-1.5018873,-0.4850188,-0.94675153
