,Shared topic 1,Shared topic 3,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,ATAC private topic 3,ATAC private topic 4,ATAC private topic 10
587.5046144894162,6.9241004,-9.400757,3.676117,-4.861152,-4.9314,-4.948868,-4.338112,6.2930183,-13.117321,-3.7797801
589.5205829321543,6.8060904,-9.530638,3.8759801,-4.8852806,-5.2497706,-5.100078,-4.456714,6.585601,-13.182205,-3.989791
591.5359958315314,6.6222486,-8.851759,3.7748246,-4.608434,-4.8735337,-4.7539625,-4.1817985,6.123279,-12.569233,-3.8127875
609.5120455413432,4.7005434,-7.9952984,4.344934,-4.830057,-5.5043974,-5.487125,-4.811135,7.692485,-13.388715,-4.137076
610.5152924075304,3.423951,-7.8734493,4.3759813,-4.645513,-5.0137935,-4.9162164,-4.151183,7.936661,-12.531651,-3.6867979
611.1462666242135,8.342565,-2.0153534,-2.831358,-4.2627454,-4.419333,-4.160836,-3.6978066,-6.169948,-11.628178,-3.320511
611.5274919331004,5.002409,-8.090683,4.3309827,-4.876475,-5.3189583,-5.4095254,-4.608377,7.746193,-13.357393,-4.044935
612.5309407070264,4.366329,-7.646511,4.20349,-4.4438815,-4.791558,-4.712946,-4.135698,8.068737,-12.192271,-3.6466193
633.511752861228,4.816128,-7.662129,4.423418,-4.8112454,-5.3907876,-5.3939643,-4.629439,7.786729,-12.903242,-3.8928835
634.5147793274784,4.4241133,-8.390664,4.2663264,-4.7598214,-5.1752453,-5.090582,-4.376574,7.986885,-12.7715,-3.925141
636.5304080879085,4.3587556,-7.8714457,4.3350835,-4.93672,-5.484939,-5.439396,-4.6436415,7.978304,-13.297468,-3.992316
638.5461431462845,4.151154,-7.7620006,4.3038163,-4.7615805,-4.957308,-4.9611807,-4.2187176,8.079888,-12.843517,-3.714447
654.496269279783,3.0845313,-6.6039867,4.2479844,-4.253523,-4.5057497,-4.389041,-3.843064,5.602974,-11.347176,-3.378695
656.51187934263,5.6258717,-2.5095873,3.9466174,-3.5567122,-4.609339,-4.339872,-3.7702777,4.797022,-10.891533,-3.4419098
657.5118501948282,4.6898766,-8.17989,4.065718,-4.73762,-5.0188303,-4.9328284,-4.2503614,7.7136197,-13.110744,-3.7826111
659.5264959269217,4.5510645,-7.498506,4.265747,-4.6222696,-5.0845966,-4.9453807,-4.2966957,8.023964,-12.770357,-3.647872
680.5129143532625,2.403932,-7.74798,4.348247,-4.2208242,-4.5329432,-4.50019,-3.8500237,5.9967747,-11.5778675,-3.430702
682.528756123638,3.2149942,-3.4255667,4.2559857,-3.9272964,-4.5239406,-4.365531,-3.9002607,5.6918883,-10.931031,-3.2957249
769.5059142402017,8.384579,-7.1839485,1.4809576,-3.9586463,-3.7905376,-4.262974,-3.6458347,1.4394628,-10.590375,-3.4781015
771.5214283600535,7.73916,-8.547803,3.2253761,-4.615213,-4.807538,-4.868451,-4.277921,5.9712267,-12.414252,-3.8366148
772.5247595794063,8.131595,-7.562867,2.6135771,-3.8542843,-4.2628865,-4.4109406,-3.869427,2.9978323,-10.683192,-3.688941
773.5368393433001,7.378249,-8.079463,3.3215199,-4.386998,-4.7453804,-4.8242188,-4.1092834,6.127482,-12.377213,-3.6611495
786.5324780449847,6.1316257,-7.656365,3.715208,-3.7218611,-4.5910525,-4.5570636,-3.8286662,6.0663095,-12.030688,-3.6665635
788.5476587894711,2.6862469,-6.4368124,4.3664403,-4.425738,-5.130023,-5.0986714,-4.0677943,7.5154133,-12.460927,-3.9115622
789.5511211850243,1.9274018,-5.4908648,4.353643,-3.7499144,-4.6412706,-4.4451613,-3.7137594,7.612154,-10.610817,-3.4645286
885.553757973446,5.9459934,-8.121124,4.168961,-4.4926443,-5.319948,-5.2421684,-4.444486,6.9008875,-13.249854,-3.9893088
886.556970803666,6.423476,-8.134281,3.7568412,-4.4884014,-4.8763537,-4.8931313,-4.191551,6.0226727,-12.571059,-3.7908056
