,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
Dus2l,0.17213148,-0.59473526,0.00045485335,-0.060793933,-0.050255544,0.0011154449,0.004971077,-0.02139999,-0.04933318,0.010133533,-0.04699237,-0.051877297,-0.009293174,-0.15421203,0.06613452,-0.022058824,0.009408342,-0.034172885,0.76699245
Slc7a6,-0.50579613,-0.9429304,-0.01867173,-0.703793,0.27524316,-0.68099356,0.05101626,0.23551859,-0.005777721,-0.008404474,-0.11378701,-0.04632332,0.0016394724,-0.15731066,0.09199326,-0.05689907,-0.06891775,-0.094538964,-0.13292415
Zfp90,-0.19440621,-0.86969936,-0.240463,0.781963,0.043456256,-0.22733939,-0.04162666,-0.018561339,0.06847004,0.46081182,-0.3737758,-0.21591236,-0.052658897,-0.2103298,0.9769635,-0.105045535,-0.22744897,-0.31506217,-0.2415693
Cirh1a,0.122821726,-0.05274564,0.006725697,-0.4059231,-0.0010447986,-0.95080614,0.025710877,0.06147636,-0.0175909,-0.10014353,0.11326777,-0.02153344,0.023156445,0.06739498,-0.31737837,-0.07781213,-0.06280706,-0.6615061,-0.5648543
Nob1,-0.1721033,-0.35978827,-0.02123364,-0.44728088,0.15657791,-0.67066413,-0.0117144305,0.102674365,0.051702254,0.17469633,-0.15434685,-0.18049003,0.258636,-0.61627096,0.15689251,-0.17734802,0.076128975,-1.1931328,-1.0242794
Psmd7,-0.033378407,0.075602055,0.025401829,-0.042839296,0.03413468,0.10464218,-0.0026816255,-0.10258711,-0.017094018,-0.008159078,0.005750549,0.015054828,-0.012986818,0.037497316,-0.07620763,0.027577976,-0.004535012,0.11554828,-0.6384473
Dhx38,-0.04588203,0.033643164,0.012213817,-0.36719966,0.12147465,-0.41460267,-0.0053796493,0.016144807,0.030819021,-0.017052867,-0.05116623,0.016727086,0.0777672,-0.05493291,-0.32748368,0.0262419,-0.09633694,-0.28801724,-0.22564375
Ist1,-0.077170424,-1.036263,0.031175202,0.17543142,0.3031475,0.04264979,0.001615962,-0.14007638,-0.015458294,-0.0097493045,0.13026042,0.03129206,-0.24193963,-0.27993628,0.46709105,-0.3759318,0.02029485,-0.03820134,-0.5626319
Ap1g1,0.19194958,0.050593458,0.0045494335,-0.57421666,0.016023446,-0.30141765,0.024798825,0.034721926,-0.35560206,-0.11403358,0.18813369,0.046786625,0.14017276,0.070729874,-0.8059938,-0.51510453,-0.1885014,-0.5040494,0.436005
Cog4,-0.04629574,-0.33817637,0.009173413,0.17753452,0.23016751,-0.20259012,-0.0051832986,-0.06918272,-0.026917532,-0.06451415,-0.03563826,0.5540794,-0.0005193956,-0.0055964272,-0.020216577,-0.040129937,-0.09042402,-0.60444164,0.14601657
Aars,0.23613536,-0.08083299,0.2363698,-0.16955099,-1.1231413,-0.068346575,0.43380928,-0.048937276,-0.16344787,-0.147435,0.4041133,-0.71401507,-0.06318181,0.75505835,-0.4369336,0.016195877,-0.6284834,-0.30367145,-0.058714624
Cfdp1,0.0023577926,0.01093465,-0.022639642,0.084677584,-0.057064895,0.03209512,-0.002936458,-0.0021922581,0.0051423986,0.008350176,0.0071867807,-0.0012842971,-0.009760761,-0.04178964,-0.06257137,0.009964578,-0.049854025,0.019687226,0.13951652
Kars,-0.82932043,-0.16840747,-0.20908514,-0.14836252,0.5547799,0.44282565,0.009887598,-0.0018884478,-0.08163625,0.04228711,-0.2094663,0.26497546,0.02778224,-0.43247354,-0.13222106,0.08460993,-0.20234893,-0.28606462,0.0554535
Cntnap4,0.39256072,-0.31743464,1.0243325,-0.20335984,-1.7779627,-0.7627431,1.2959222,-0.1782434,-1.1507912,-0.8672278,0.6669303,-1.0265168,-0.75347006,0.34728894,-0.37417492,-1.4302316,0.58484226,-0.16397163,0.5163848
Vat1l,0.24868122,-1.9634546,-1.7898834,0.5073758,1.8493153,-1.1138759,-0.6700139,-0.49538878,0.80987835,0.07121255,-0.6780904,-0.21254385,-1.7682961,-1.6739872,0.0722064,0.6058292,1.7437253,-1.2433164,-0.100743085
Wwox,0.057280738,-0.1763229,-0.2726928,0.98473436,-0.7720008,0.28751,0.029140793,0.01866825,-0.40941513,-0.04015335,-0.086224265,-0.7478253,0.31680933,-0.25031802,0.69245136,-0.67640555,0.434396,-0.5787211,0.25814444
Cmc2,-0.046937514,0.56245476,0.23972763,0.335932,-1.77188,0.2083412,0.2511141,0.16395839,-1.0232496,-0.68466884,-0.28496832,-1.1841834,0.11476068,0.9177135,-0.42373964,-1.2484623,0.5559337,-0.049761403,0.5084991
Cmip,0.5980024,0.3325146,0.016515756,-0.038749352,-0.589418,-0.17246123,-0.05270934,0.012644669,-0.34129128,-0.045682855,0.46189085,-0.65400153,-0.034916855,-0.16444664,-0.64424133,-0.12710723,0.25573847,-0.25576037,0.7877421
Cdh13,0.69365156,-1.9177275,0.17295054,-0.14122687,0.23344211,-0.40250126,0.21459287,-0.765501,0.2784375,-0.65963554,1.0547282,0.5157835,-2.1384525,-1.0282862,-0.7147925,0.55639374,0.4949676,-0.6340409,-0.58914906
Hsbp1,0.31849942,0.067205414,-0.024210267,0.26573393,-0.7942663,0.5207204,-0.024374507,-0.08860881,-0.05393059,-0.15641329,0.7643108,-0.19031978,-0.734437,-0.5708638,-0.82943636,-0.4946453,-0.62929016,0.3722865,0.7545615
Usp10,0.024640417,-0.09085869,-0.0038372767,0.022040837,0.0044596805,-0.07486609,0.0017471281,-0.0027635454,-0.016879005,0.002135182,-0.025921354,0.0127799725,-0.021445999,0.03573646,0.07697059,-0.07211531,0.10468415,-0.1200397,-0.3679136
Cox4i1,0.19958174,0.25623572,-0.064411916,0.17285283,-0.5333673,0.8907044,-0.35919493,-0.36852065,-0.11607443,-0.07365498,-0.3085794,-0.47968575,-0.33728793,0.13795917,-0.76141715,0.2012711,-0.3346359,0.7798069,0.7892138
Mthfsd,-0.4439728,-0.11685349,-0.02136486,-0.0037740872,0.024780145,-0.067514546,-0.001834666,-0.0005641399,-0.046547398,0.0422381,-0.07817325,-0.024145309,0.054443218,0.075170636,0.054000575,0.05063953,0.023789885,-0.3949845,-0.40319467
Zc3h18,-0.016623667,-0.26473957,-0.04021753,0.023217544,0.017237362,-0.04501406,-0.0029359378,0.009494057,0.04273516,0.01260216,-0.010579227,-0.0022256633,-0.012664782,-0.067592114,0.03457623,0.0048099523,-0.007004185,-0.248934,0.16156481
Trappc2l,-0.42316934,-0.38798818,0.025241487,-0.81743324,0.4214341,0.794252,-0.13371782,0.02229089,0.27313513,0.03577752,-0.28369835,0.060648147,-0.48396286,-0.63923055,-0.2192313,-0.5207436,0.23324934,0.8484755,-0.60417634
Spg7,-0.12730119,-0.025608618,0.016807998,0.016077753,0.058960885,-0.014237672,-0.003137298,-0.005555334,-0.012388589,-0.0019721917,-0.02515337,0.018219337,-0.037597787,0.03618077,0.07605849,-0.045012034,-0.056795016,-0.3734575,-0.026044805
Gas8,-0.40560856,-1.4965007,0.65713894,-0.4203159,0.13303769,-0.4531991,0.10960778,0.08952661,-0.06256821,-0.061673723,0.0054478873,0.1132072,0.0073832483,-0.35411638,0.5530897,-0.31036052,-0.23288879,-0.42018363,-0.91322064
Rab4a,-0.05237976,-0.41943341,0.09452118,-0.5664265,-0.8798911,0.17193334,0.040028833,0.028469648,0.63603395,-0.037310887,-0.15695697,-0.04112212,-0.10969155,0.38635463,-0.31859124,0.07404104,-0.34273443,0.06679542,-0.79465276
Nup133,-0.6978377,-0.39212412,0.42594594,-0.2049754,-0.4844197,0.084643394,0.42018875,0.089525536,-0.53098017,-0.010911352,0.02080207,-0.5306916,0.1227472,0.32157397,-0.0003593461,-0.4169863,0.18085387,0.033485614,-0.75636584
Cog2,-0.98348635,-1.0101736,-0.026821923,0.0814724,0.25945783,-0.7319226,0.018830668,0.036212504,0.020227652,-0.025984665,-0.09715057,-0.045788303,-0.024852956,-0.09774542,0.05042955,0.06537038,0.0685954,-0.6884026,-0.46064806
X2810004N23Rik,-0.076315455,-0.092340134,-0.063083,0.30198708,-0.13642587,0.5668597,-0.08406253,-0.10017845,0.1831669,0.04126976,-0.035608836,-0.19339536,-0.26129708,-0.16162616,0.24277914,0.24814121,0.13392034,0.6468764,-0.087022565
Pcnxl2,0.0637882,0.2776467,0.2341506,-1.1621832,0.145724,-1.7242751,0.3005425,0.43469247,-0.33024347,0.09033413,0.268236,0.05799545,0.44558752,0.4395086,-0.76607454,-0.2478323,-0.23910567,-1.4969351,-0.60089767
Itgb1,-0.4230384,-0.01232219,-0.39935145,0.9123438,-1.3967888,0.9988702,-0.5022207,-0.2401114,-0.013920895,-0.19624226,-0.024627676,-0.5526041,0.060885318,-0.34774595,0.38681042,-0.084515154,-0.22210033,0.75105125,-0.13544548
Gm26870,-0.26285613,-0.33152437,-0.08332048,0.8760303,0.25533313,0.12742239,-0.04368174,-0.050641786,-0.07374464,-0.0068459227,0.0672219,0.031307653,0.02764866,-0.10565833,0.93658215,-0.4393438,-0.1032373,-0.30468187,-1.0318327
Cwf19l2,0.029732872,-0.21802068,-0.020295765,0.6251054,-0.3669061,0.3133982,0.008637971,0.007859603,-0.53334224,-0.036202606,-0.20544212,-0.29603356,0.19527274,-0.26518503,0.25144705,-0.07516002,0.20562726,-0.012954606,0.52101976
Aasdhppt,-0.33702856,-0.41127002,0.12554839,-0.5849759,0.26957914,-0.59740734,-0.06681269,0.0332056,0.057286993,-0.028005522,-0.30882466,-0.024056865,-0.056122087,0.09883434,0.010965983,0.0018254482,0.08955116,-0.5332429,-0.34608418
Dync2h1,-0.06510366,-0.37096488,-0.07082371,0.31125322,0.37062353,-0.8875496,0.02147801,0.08950351,-0.2943026,0.15711124,-0.15976563,-0.68710405,0.103954114,-0.14513828,0.63333964,-0.104568884,0.47702387,-1.2977389,-0.8101707
Pgr,0.26104087,0.6156841,0.8857405,-1.6064163,-0.2045972,-1.7686464,0.37116334,0.3038853,-0.61364245,-0.5777786,0.5381189,-0.51701945,0.83871526,0.7453768,-0.8822556,-0.3755057,-0.22879057,-1.147589,0.24455258
Arhgap42,-0.44872782,0.49090526,0.05736304,0.21570922,-1.3165722,-0.13998891,0.57486963,0.59750605,-0.7769316,-0.50060207,-0.8094792,-1.2715414,1.1645685,0.84590334,-0.21586251,-1.0301764,0.28117564,-0.5222485,-0.89701545
Mtmr2,-0.65773857,-0.4847378,-0.016500836,-0.68934363,0.53001887,0.91411906,-0.08821604,-0.20293352,0.24744163,-0.10809243,-0.38887122,0.07141818,-0.16849357,0.19959454,0.20978947,-0.49627346,0.02253495,1.0400668,-0.9878564
Cep57,-0.72842115,-0.8107018,-0.07952714,0.24386717,0.5987377,0.06323417,-0.0598557,0.0021889652,0.1552992,-0.13467824,-0.24457811,0.3309837,0.043983355,-0.43982154,0.7577577,0.08050621,0.032556433,-0.31256306,-0.96412295
Fam76b,-0.5349356,-1.0186956,-0.005194216,0.7099407,0.51257586,0.089710295,-0.094580755,-0.38822863,0.041577082,0.0012071737,-0.5686143,-0.126505,-0.059914123,0.12658004,0.03194161,-0.13026233,0.093486816,0.50803584,-0.34187973
Sesn3,-0.1916988,-0.7146101,-0.21919532,-0.0932239,0.9742091,-0.24484219,-0.6328403,-0.60663795,0.83374095,0.5579788,-0.15569524,0.38782936,-1.2156336,-0.74320924,0.03268941,0.7676613,0.4889844,-0.6380824,-0.03977015
Cwc15,-0.018538933,0.26946634,0.010622825,-0.045403004,-0.33305174,0.9196155,0.005264018,-0.06349626,-0.0018238357,-0.097149596,0.044611707,-0.0040788827,-0.049830154,-0.14859478,-0.2818094,-0.22406767,0.014361952,0.46167076,-0.068310834
Mre11a,-0.20654811,-0.62266004,-0.7290845,0.19347577,0.9010227,0.12133735,-0.22434571,-0.17564072,0.33434513,0.11081017,-0.530076,0.055418085,-0.31395143,-0.25736925,0.23650739,-0.1682717,0.34079626,0.08864112,-0.40214652
Med17,-0.6292297,-1.367782,-0.070132375,0.26083106,0.42069215,-0.15105519,-0.011538257,-0.04264533,0.07069684,0.18140285,-0.1504823,-0.045424026,-0.14282219,-0.23745857,0.45085686,-0.030343233,0.06285537,0.1850926,-0.94937074
Taf1d,-0.28888786,-0.4006635,-0.02638043,0.13448425,0.41777384,-0.1642148,0.024364693,-0.0020035205,-0.14586644,0.0073419004,-0.036279067,-0.06809154,0.038085,-0.13989565,0.64778143,-0.098000854,0.07119179,-0.34385237,-0.842993
X5830418K08Rik,-0.83142173,-0.5651888,-0.037159726,-0.073084794,0.59196895,-0.26886156,0.0071779005,0.054504625,-0.018221328,-0.014489446,-0.18077801,0.06134802,0.24870431,-0.12866929,0.5494881,-0.09403846,0.10811464,-0.5030846,-1.3571806
Chordc1,0.00019625777,0.3630471,0.027311124,-0.41626564,-0.14322428,-0.15952325,0.027570613,0.014799639,-0.060477726,-0.074143074,0.019244831,-0.28318083,-0.09813384,0.505525,0.21709658,-0.13141227,-0.051792275,-0.3440816,-1.0034633
Ubl5,-0.011895983,0.105812795,0.020101145,-1.1831319,-0.036616173,0.5531866,-0.027206806,-0.02302784,0.0048703463,-0.017820168,0.00020735613,-0.20633768,-0.031421628,-0.07786307,0.0020463658,0.28068528,-0.33334893,0.48719725,0.19523914
Eif3g,-0.030633712,-0.041441027,0.0028667038,-0.014464776,-0.22700149,0.75460374,-0.022000274,0.034389753,-0.06597456,-0.011697796,0.017591232,0.05277476,0.05099604,-0.03395503,-0.035235167,0.096847065,-0.07799083,-0.07856282,-0.28246653
Dnmt1,0.022674663,-0.18224916,0.036563717,0.023151483,-0.12502404,-0.42480507,0.014792638,-6.296193e-05,-0.02270588,-0.0080402335,0.07544055,-0.120782696,-0.079692274,-0.0055667455,0.09936829,0.006256843,0.011021833,-0.16717488,0.29170412
Mrpl4,-0.004326023,0.0009147417,-0.0067318855,-0.15897705,0.0042812414,0.04854751,-0.005194744,-0.003491189,0.014608223,-0.0020637251,-0.012750342,0.022783317,0.01389663,-0.015849575,0.0043828315,-0.027598184,0.009246369,-0.09543532,-0.3069364
Fdx1l,0.0693339,0.047420107,-0.011585826,-0.8377437,-0.21886036,0.17404206,0.011380636,-0.020711323,0.03585616,0.021545563,-0.019578783,-0.24539255,0.09711545,0.0381241,-0.24805582,0.019982183,-0.11706401,0.11076674,0.5769737
Keap1,0.054008745,-0.14452137,0.0017152537,-0.08011921,0.011722221,0.059331197,-0.0034989018,-0.042024318,0.053151317,-0.008338846,0.015428952,-0.019458044,-0.024186334,-0.009534818,-0.05822872,0.022046406,-0.027025718,0.1880794,0.39287385
Ilf3,-0.049731348,-0.35508958,-0.043786585,0.122330524,0.14337197,-0.13522041,-0.024254072,-0.03729705,0.22957745,-0.016241906,-0.09055698,-0.0065748044,-0.29905397,-0.19076277,0.50035924,0.025935303,0.12560272,-0.64489996,-0.06976622
Dnm2,-0.6033469,-0.39737013,-0.45027366,0.28828487,0.14187376,0.98761415,-0.0798355,-0.101613805,-0.112440705,0.015135966,-0.74553347,0.24051279,0.15851544,-0.4893261,-0.12697384,0.034252938,-0.027464533,0.80229974,-0.056147397
Smarca4,-0.0062923543,0.2685813,0.0030377265,0.044052716,0.0056546824,-0.3500393,-0.014869077,-0.0151246665,-0.03225666,0.010382816,-0.00373111,-0.002608293,0.042677492,0.0706917,-0.14598188,0.045177296,-0.05652261,-0.21257676,-0.08214212
Ldlr,-0.399528,-1.0506746,0.30768356,-0.2194335,-1.0612943,1.5435221,0.07988239,-0.7614895,-0.573833,-0.40502816,0.38976884,-0.53530014,-0.63794166,-0.6783973,-0.78343,-0.42295596,-0.92557144,1.2549871,-0.1342469
Dock6,-0.9821673,-1.0819143,-0.4382433,1.8086164,-1.3573074,0.6855785,-0.78221494,-0.93064886,0.1448655,-0.103950046,-0.3741786,0.051669132,-0.5282873,-0.4820209,0.18174353,-0.016711459,-0.0025834215,0.17611416,0.23297963
Prkcsh,-0.15676506,-0.49195933,0.14375931,-0.1874596,-0.22527742,0.7207296,0.03504036,-0.00770431,-0.13683093,-0.012766785,0.16298844,-0.29809046,-0.8601837,-0.054323103,-0.075037204,-0.49353698,0.6061647,-0.04922999,-0.40486366
Ecsit,-0.005118086,-1.0159392,0.026993552,0.04572907,0.11158995,-0.48258308,0.012367448,-0.074859776,0.068481155,0.015736366,0.043011766,-0.039716367,-0.33550212,0.057276182,-0.12516202,0.058821324,-0.09376933,-0.42597067,-0.3379256
Anln,-1.4121494,-1.5111609,-0.9501208,-0.66398954,-2.1277874,2.009867,-1.3510311,-1.6832898,0.23812127,-1.4347558,-0.5974513,-0.22668518,-1.3725754,-0.76650196,-0.4287237,-0.25076556,-1.522919,1.968623,-0.5371857
Bbs9,0.038804002,-0.2659578,-0.0141428085,0.09639977,0.14923346,-0.427887,-0.025342751,-0.09893428,0.023348479,-0.03715846,-0.058002427,0.08499543,-0.14936626,-0.031170316,0.45068225,-0.13440432,-0.063117534,-0.3808409,-0.55987465
Sept7,0.25512862,0.3463027,0.23267625,-0.30542424,-1.1774349,0.6167163,-0.048950918,-0.22934745,-0.22077434,-0.67281526,0.3727465,-0.29673123,0.003622144,0.21053258,-0.81549585,-0.18520914,-0.71668535,0.73653394,0.468656
Thyn1,-0.09356014,-0.2752044,0.03542668,-1.153006,-0.017593468,-0.07412661,0.036414057,0.12899366,-0.1771115,0.020421414,-0.015980307,-0.0854476,0.04938107,-0.15398347,0.1387415,-0.26548043,0.25802243,-0.37477526,-0.7556734
Ncapd3,-0.59847313,-0.40564233,0.008209145,-0.123799264,0.47515786,0.02658185,0.056788538,-0.023145216,-0.059445098,0.19976147,-0.87852,0.08781311,-0.0450161,-0.20767407,0.7684239,-0.75164765,0.44851044,-0.55115324,-0.6725861
Igsf9b,-0.1984265,0.5058378,0.7644109,-0.3245619,-0.8203323,-1.2414794,0.56291384,0.18869081,-1.0468911,-1.1674337,-0.1726517,-0.8194394,0.56024003,0.7943154,0.03272032,0.3134777,0.01907385,-0.6465765,-0.5608254
Aplp2,0.35483694,0.28342748,0.007140819,0.0021930092,-0.20840251,-0.064609244,0.0076958486,-0.11871925,0.023216244,-0.10344296,0.15665483,-0.009613389,-0.03120082,0.12773699,-0.6236292,0.036575537,0.06200573,0.078164764,0.3638869
Prdm10,-0.77088904,-0.13945435,0.44544178,-1.1636395,1.2741598,-0.8360862,0.08833315,-0.076075196,-0.825867,0.15766464,0.23571704,0.44245136,-0.11142054,0.20240472,-0.010054252,0.07413308,-0.54167634,-0.86235595,-0.9804425
Nfrkb,-0.81784046,-0.5344118,-0.05925756,0.4498772,0.589684,-0.32367095,-0.04835877,0.07365509,-0.20029718,0.09053255,-0.17353788,-0.22101523,0.08540384,-0.21582834,0.31092405,0.17558688,-0.27426752,-0.9321546,-0.5069609
Srpr,-0.0010477385,-0.12801881,-0.03714149,0.1220546,0.25849533,-0.0936001,-0.02838739,-0.061337173,0.07908389,0.0264098,-0.057233136,0.036993098,-0.32538405,0.010362953,-0.415853,0.035372462,0.08343997,0.04240923,0.27918026
Ddx25,-0.04140467,0.16109161,0.0720362,0.16068105,-0.45163494,0.021204865,0.04225757,-0.015512066,-0.20929024,-0.06630927,-0.081118934,-0.11719962,-0.049122013,-0.017842894,-0.4336454,-0.17104378,0.65598077,-0.2238571,0.026509238
Fez1,-0.54907364,-0.40484196,-0.1687075,-0.83864665,0.23799674,1.1012521,-0.13151965,-0.08854059,0.20954025,-0.039249495,-0.12569757,-0.013419408,-0.017280424,-0.0051104454,-0.26789266,-0.7520678,-0.5858369,1.1062322,-0.26072043
Robo3,-0.9495648,1.1426182,0.73345214,-1.5262296,-1.1169851,-1.9400703,0.40545735,0.86117756,-0.3220202,-1.9569607,-0.7341379,1.1967291,1.5654527,1.1824838,-1.7640604,-0.7758049,-1.9320372,-1.0825913,-1.2994094
Tbrg1,0.20852037,0.34719476,0.17741032,0.38268462,-0.9256814,-0.3369509,-0.04120949,0.022083871,-0.26428208,-0.34559345,0.61633724,0.19641799,0.2801532,-0.15583766,-0.3122908,-0.9993621,-0.7994495,-0.6320407,0.64202535
Sorl1,0.32803524,0.67854434,-0.04396161,-0.28515437,-0.4313525,-0.37343392,0.24724822,0.045062892,-0.41060838,0.131058,0.10424209,-0.68317455,0.40006778,0.6687178,-0.53441125,-0.9121684,-0.39098343,-0.07793494,-0.14230765
Trappc4,0.02262893,0.060200594,-0.013267229,0.025209675,-0.0035427958,0.1493084,-0.014738088,-0.0017820878,-0.0090905605,0.009672538,0.0111492155,-0.018066574,-0.062069744,-0.051112927,0.13942534,-0.019723305,-0.034990907,-0.15463175,0.33809486
Ccdc84,-0.5330945,-0.8366097,-0.6388069,0.54514664,0.61822635,-0.025336018,-0.02868895,-0.09782444,0.07497151,-0.025834732,-0.33220708,-0.12508406,0.24972968,-0.3008287,0.0904122,0.1009409,-0.24771692,-0.040164277,0.33198518
Atp5l,-0.049306493,-0.57246894,-0.14328122,0.009394642,-0.2526648,0.8770605,-0.13855769,-0.08145235,0.30911085,0.08094904,-0.3616117,0.23474659,-0.50491714,0.06415568,-0.4332446,0.42142865,-0.88399655,0.4020295,0.46029532
Scn4b,-2.04773,-1.0141618,-1.8090286,-1.541622,2.1975088,-1.6984087,-1.7320452,-1.9406602,1.4151357,-0.032492884,-1.5680794,1.8577102,-1.8316159,-0.5084186,-0.73948985,1.4160885,-2.4454768,-1.4222692,-1.2270591
Cep164,-0.11545657,-1.0177354,-0.024178585,-0.0079410495,-0.14175344,-0.3742447,0.109133236,0.34503654,-0.099307396,-0.214685,0.055380527,-0.3185206,0.04535957,-0.246084,0.50695807,-0.46884567,0.16935009,-0.4112098,-0.13945484
Rnf214,0.039992902,0.44586113,-0.28278428,0.26033407,-0.1427958,-0.2504846,-0.023239883,-0.04021496,0.032211922,-0.14739022,-0.2925552,-0.3012413,0.41578248,-0.34073707,0.088356376,-0.06670952,0.3310833,-0.112678885,0.29977813
Pafah1b2,0.10530517,0.35571143,0.03646542,-0.08332108,-0.29448587,-0.13465656,-0.0064752107,0.008896325,-0.042419646,-0.34726527,0.04810114,0.0043194657,-0.004415729,0.060090423,-0.12241552,-0.19596666,0.11000875,0.32295728,-0.18464068
Zfp259,-0.0777703,-0.005876763,0.027819483,-0.088374995,0.055059034,-0.12633707,0.004866896,0.0040315674,-0.015068971,-0.009835295,-0.020890476,-0.008712935,-0.0031610068,0.0077248313,0.05444094,-0.091877736,0.015785601,-0.30815464,-0.5419037
Cadm1,0.36257735,-0.3333632,-0.29371223,0.25540775,0.10719754,-0.010222513,-0.065852314,0.032101527,-0.044838067,0.6206625,0.34226546,-1.1418535,-0.33307847,-1.7984065,0.29705006,-0.5044987,0.38486078,-0.8036822,0.7099891
Rexo2,-0.18082337,0.13006671,0.03552636,-0.25360036,-0.46780118,0.6250429,-0.03101745,0.009090378,0.18030126,-0.10377193,-0.061433453,-0.1093742,0.049783405,-0.27915424,-0.3930438,0.11773622,-0.65408474,0.7916499,0.14920151
Usp28,-1.5010794,0.05225829,-0.10729525,-0.6038647,1.4935102,-1.4640397,0.062161654,0.025005734,0.12549156,-0.3205972,-0.49735564,1.0240304,0.5141125,-0.39735737,0.2873723,-0.81322235,0.35600093,-0.86089545,-1.1730065
Zw10,0.056166276,-0.03486248,0.003428498,0.28310978,-0.00040137768,-0.5832209,0.014868509,-0.03936336,-0.24420479,0.02675803,0.007340878,-0.057092387,-0.046626825,-0.016105587,0.49461025,-0.53566366,0.01351558,-0.6512712,0.15051349
AU019823,0.533058,0.6458524,-0.4736318,0.045681544,-0.9412174,0.33443734,-0.17259634,0.36137065,-0.4484601,-0.25639474,-0.009802025,-0.45455912,0.75790596,-0.24771303,0.48147374,-0.3386902,0.030330332,-0.17386574,-0.34294918
Dixdc1,0.0006747152,-0.35329244,0.4009012,-1.1162978,0.1127355,0.37058383,-0.060070716,-0.20827411,0.13246119,-0.10338013,-0.15535441,0.084942535,-0.060940802,-0.061589576,-0.4263828,0.47882137,-0.7374529,0.39360785,0.1466905
Cryab,-1.4817399,-1.5623586,-0.28527933,-0.85590285,-3.5793688,1.8720269,-1.1997741,-1.9847103,0.37680998,-1.0463845,-1.2980366,-0.97148645,-1.4542918,0.13797598,-1.0074499,-0.34196854,-1.229115,1.773279,-1.3614147
Rdx,-0.22322156,-0.4077191,-0.27965915,0.38271147,-1.5860986,1.1474062,-0.5870557,-0.6010709,0.27176386,-0.66115266,-0.17834008,-0.92902833,-0.42162424,-1.0093267,0.19073278,-0.020691201,0.112983726,1.1755991,-0.44558227
Ddx10,-0.05270963,-0.0377809,-0.016996453,-0.0123646045,0.0816386,-0.0806485,-0.016998015,0.0027344848,0.007394829,0.0016341835,-0.045303985,0.036051407,0.03758348,-0.015388002,0.00422808,0.0015401368,-0.032062568,-0.031218344,-0.04172636
Atm,-0.05099398,-0.40841216,0.114832334,-0.19130412,0.10775864,0.43810785,0.019029645,-0.01436921,-0.115332656,-0.10873101,0.5760539,-0.07567417,0.10775155,-0.16650285,0.8062691,-0.07200083,-0.17227912,-0.63986206,-1.3969202
Npat,-0.6684256,-0.5354686,0.013789437,-0.1130524,-0.15545283,0.81842715,0.007891269,-0.012884679,0.101841636,-0.023762519,-0.32183647,-0.0920317,-0.030868573,-0.479516,-0.23061337,0.02640819,0.21172589,0.9169714,-0.43961465
Acat1,0.023917949,-0.113885626,0.023570785,-0.0015222211,0.011579614,-0.23058005,0.002197612,0.00046016296,-0.028540796,-0.028273813,0.023955707,0.03869165,-0.0041558477,0.048856877,0.08683485,-0.7588579,0.0014195078,-0.72741896,0.22774339
Cul5,-0.093115166,-0.5214013,0.027594443,-0.1942311,0.25873485,-0.31560668,-0.026881807,-0.0126846265,0.10787971,0.2514781,-0.06887623,0.033487678,-0.06751753,-0.21359529,0.050075762,0.21372129,0.0859785,-0.54495686,-0.59518206
Elmod1,-0.24894248,-0.64738,-0.18192983,-1.0370756,1.4325662,-1.3609033,-0.04497278,-0.1366549,0.73044217,0.6252657,-0.8191882,1.0046431,-0.17960992,-0.2093969,-0.26682952,0.7074184,-0.3896206,-0.93226093,-1.4129869
Cib2,0.2163047,0.3620265,0.5900466,0.051418852,-2.301323,-0.1437323,0.45541844,0.07109283,-0.34885126,-0.17667158,0.5128128,-1.1933793,-0.42227003,-0.2947296,0.40111822,-0.66081434,0.3157707,-0.14763528,-0.21256945
Idh3a,0.27081773,0.24279216,0.48568016,-0.45878688,-1.0973659,-0.63845104,0.45126423,0.0717787,-0.08494959,-0.84734595,0.049849913,-0.34424096,-0.080697425,1.0774857,-0.60058993,-0.9140864,0.04096383,-0.71382475,0.117748514
Acsbg1,0.48537293,0.7687603,-0.64240056,0.7176229,-1.5433311,0.57143813,-0.6289761,-0.86827594,0.17525665,-0.6724777,-0.77427566,-0.27691507,-0.17276943,-0.26221824,0.06776092,-0.27037024,0.34447637,0.52672535,0.8822484
Wdr61,-0.031532507,-0.08871714,0.033281326,-0.016185885,-0.06400597,-0.07550622,0.0031600576,0.0005154259,-0.028128069,-0.0018676214,-0.023229871,-0.0574217,0.011142781,0.06141535,0.056566436,-0.0072610555,-0.0024671946,-0.028542623,-0.17581989
Psma4,-0.0055994974,-0.1552457,0.014280752,-0.17224209,-0.006987466,0.33845404,-0.008151654,9.2434144e-05,-0.026757045,-0.008465153,0.026402205,-0.050147425,0.009174615,-0.003359863,-0.022216616,-0.05063171,0.040503964,0.015429018,0.00885474
Ube2q2,0.13775119,0.5841076,0.20567998,-0.422036,-0.863942,-0.1961677,0.123232886,0.101289056,-0.712137,-0.9164441,0.17305206,-0.07572552,0.49016318,0.41046268,-0.6655514,-0.24772444,-0.5146488,-0.7922045,0.19663592
