,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 9,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 6
PSMD4,-0.027733747,-0.16574168,0.043188304,0.010297017,0.016898723,0.1478808,-0.0006420255,0.10030572,0.0145273935,-0.019541781,-0.022295216,0.003368943
RFX5,-0.009118059,-0.095889434,-0.9476768,0.12324475,0.0037905937,0.12024027,-0.0020864918,-0.72785234,-0.0037083018,-0.004601764,0.0009412879,-0.0004909486
POGZ,0.0037798402,-0.12548968,-0.77755904,0.1853122,0.0137938075,-0.080866,0.0048532737,-0.62577623,-0.009360135,-0.009097444,0.017811771,0.003365276
SNX27,-0.01419781,-0.024408085,0.5596887,0.58762187,-0.0601947,0.04181762,-0.000581723,0.111447625,-0.0034690564,-0.0070442045,-0.0019479857,-0.0025504027
S100A11,-0.122645885,-0.012987688,0.8530506,0.8389144,0.044868708,-0.18298723,-0.07237653,0.23163663,0.0019149986,-0.03135993,0.018735142,0.0009905
S100A9,-1.2275097,-1.3966126,1.4212505,-0.013306704,-0.2959845,-0.9515092,-0.059194464,0.9322666,0.043953735,-0.274118,-1.259819,-0.044517107
S100A8,-0.6686684,-1.9524114,1.7119881,-1.9159192,-1.6052002,-0.96178854,-0.060153767,0.89437914,-1.2130239,-0.41867778,-0.6708938,-0.13634896
S100A4,0.009108068,0.28017595,0.6891101,-1.4774917,-0.14707583,-0.54756355,0.0032766548,0.00045282423,-0.048708674,0.061443876,-0.19331159,-0.042612225
CHTOP,0.0014224737,-0.06285332,-0.4486375,0.020254232,0.0066507705,-0.016295126,0.0035847866,-0.46690735,-0.00064631813,-0.0034336091,0.018865427,0.0022003471
SNAPIN,-0.12294294,0.16138369,0.19957806,1.2811897,-0.017632939,0.21871619,-0.09666644,0.8865586,0.011527498,-0.032446705,0.0065384996,-0.007798345
ILF2,-0.033879865,0.007919942,0.11309165,0.2617712,0.018614119,0.020690028,-0.0010593863,-0.3644203,-0.0028179479,-0.008049147,0.002040963,0.0010392304
INTS3,-0.0077255093,0.0093315905,0.48032174,-0.09071413,-0.014530355,0.007022935,-0.00097169564,0.98019725,-0.0075046197,0.0017911183,-0.0070369504,-0.0042744884
DENND4B,-0.018530749,-0.021878734,-0.63313884,-0.062002335,0.0073613045,0.0655871,0.0018034353,-0.1563926,-0.0019120368,-0.001790883,-0.007162941,-0.00034743815
CRTC2,0.00045234954,-0.013571637,-0.7780469,0.14531893,0.005400947,-0.031163203,0.003539224,-0.81502074,-0.00043790077,-0.0019126278,-0.0061041415,0.0019873825
IL6R,-0.0031193905,0.23612006,-0.20872813,-0.88719434,-0.046434574,-0.015626622,0.0050389734,-0.85935247,-0.0060167364,-0.009822271,-0.11459524,-0.005269454
UBE2Q1,-0.009994086,-0.07486679,-0.28319293,0.2500377,0.015298592,-0.037414983,0.0056299586,0.022672396,0.00054163695,-0.017433506,0.010400513,0.002779258
PBXIP1,0.033518206,0.10407896,-0.36420727,-0.27485177,-0.12639587,-0.260224,0.0019747494,-0.5235977,-0.06724086,0.034098227,0.0038246133,-0.020560248
ADAM15,0.034767613,-0.47599822,1.4490215,-0.69684774,-0.09130385,-0.44381818,-0.07127736,1.4307803,-0.08741782,-0.040534303,-0.099769734,-0.034877345
SCAMP3,-0.018105995,0.0123497695,-0.25522128,-0.001200703,0.016398419,-0.048071478,0.004287008,-0.5826161,0.013429084,-0.0039387643,-0.002195938,-0.0007590478
CLK2,0.010392388,-0.030568259,-1.4625734,-0.8307519,0.050724406,-0.0016401262,0.009571206,-1.6975276,0.018690562,0.0032401995,0.00072865165,-0.0030961484
FDPS,-0.24837495,-0.3363145,0.41327485,0.8535122,0.19704564,0.1822509,-0.052330047,0.38634288,0.042201895,-0.08373234,-0.007459658,-0.0013621202
ASH1L,0.024952896,-0.06304914,-0.71251214,-0.12341893,-0.010965092,0.033959378,0.0001488322,-1.0691674,-0.02792536,-0.0014338357,0.002066722,-0.00029574346
ARHGEF2,-0.020238716,-0.017062224,-0.14285074,0.08790385,0.0029660075,-0.0069157514,0.00108739,-0.61908376,0.002540085,-0.008223913,0.001676822,0.0053286743
LMNA,-0.56057125,-2.3686905,1.4362258,0.57187045,-0.7216237,-0.7089078,-0.03827428,1.1064405,-0.4554502,-1.6299026,0.2017243,-0.1365575
PMF1,-0.022554858,0.029341342,-0.30123198,0.5200871,0.015285044,-0.22452863,-0.0034545395,-0.93441015,0.0006111093,0.0039095916,-0.006181697,0.0064919665
BGLAP,0.0019098667,0.018395588,-0.098000474,-0.0065795123,-0.0018417669,-0.024202537,-0.0015886289,-0.8840826,-0.00563504,-0.0044630333,0.002887861,-0.00011660969
SMG5,0.011572387,-0.004335776,-1.8257425,-0.42637616,-0.01634003,0.015727624,0.0050044036,-0.76849097,0.0003733455,0.0027319137,-0.009584164,-0.001997792
CCT3,-0.005504054,0.024891872,0.11173614,0.15522517,-0.0011650493,0.03772657,-0.002206602,0.1588291,-0.004601961,0.0023142004,-0.0058436934,-0.001017936
GPATCH4,-0.016688313,0.33006313,-0.048386253,-0.09775584,-0.007027985,-0.21027759,-0.0071109165,-0.39329752,-0.017038269,0.009207899,0.01923561,-0.0046774875
NES,-0.17124136,-2.8444986,1.8054408,-0.2934903,-0.57661915,-0.6422902,-0.19367428,1.585461,-0.6334716,-0.5231597,-0.30073136,-0.07222215
HDGF,0.0014815172,-0.0021450664,0.087341025,-0.055282936,-0.0014663788,0.022588532,-0.001661773,0.29532567,-0.00017411432,0.00013806325,0.004782915,-0.0011104506
ETV3,-0.007870454,0.2999858,-0.012965774,0.09437598,-0.042160437,-0.12124351,-0.0018366561,-0.7829804,-8.870561e-05,0.0018718049,-0.003946081,-0.0042964527
FCRL5,-0.059233975,-2.3621097,-1.5621012,0.21805595,-0.01237948,0.6179537,0.07646484,-1.4788541,0.03794908,-0.1635783,0.0074449466,0.016971633
FCRL3,0.06567277,-0.3345967,-2.5836315,-0.8152671,-0.049246002,0.7231448,0.0074657793,-2.013813,-0.025757352,0.09186352,-0.03964028,0.0062614977
FCRL2,-0.2486747,-2.7066483,-2.373263,-0.1921933,0.43980438,0.81204724,0.026727052,-2.028743,-0.040135793,-0.19624698,0.02680947,0.11837585
FCRL1,-0.041615617,-2.2627606,-2.4668038,-0.27838537,0.5163132,0.49548036,0.019251263,-2.7032425,0.122212104,-0.10495666,-0.011145716,0.1039785
PYHIN1,0.30364528,0.050677978,-2.5194464,-0.8696779,-0.7258804,0.12052191,0.008546438,-1.2830365,-0.1685321,0.15847178,-0.17005709,-0.051274292
IFI16,0.004236498,-0.2883044,0.5329945,0.19189422,-0.019850982,0.008493353,-0.0001480857,0.5461415,0.013232109,-0.032998282,0.006277846,-0.0030383063
AIM2,0.06682071,-2.4710224,-2.7560463,-1.3195344,0.3135329,0.5136303,0.026739,-2.3031726,0.061232917,-0.054452643,-0.05052612,0.04864218
ACKR1,-0.054691717,0.4446196,1.6843112,-1.8827292,-0.7550923,-0.9641698,-1.4721358,0.8865069,-0.86140275,0.14161715,-0.9978798,-0.6588125
DUSP23,-0.033472676,-0.018406194,0.6747559,0.36093825,-0.003296475,-0.08695186,-0.0061549037,0.8013885,-0.0034140241,-0.010447542,0.0048325746,-0.00041098427
PEX19,-0.11294731,0.23129235,1.063713,0.34591702,-0.0829802,-0.4090165,-0.006262609,1.5043434,-0.025365759,-0.044854626,0.08289604,-0.04091245
NCSTN,-0.0060940497,-0.00422804,0.29567024,-0.2699318,0.0014780976,0.008868597,0.00055108586,-1.1287805,-0.002965628,-0.0019142271,-0.0021398761,-0.0007102439
SLAMF6,0.12401947,0.22542639,-2.6808112,-0.6085048,-0.07662626,0.027148701,-0.00023321681,-2.5078425,-0.23221283,0.048595726,-0.41471285,-0.00033830432
CD84,0.0698944,-0.030501295,-2.026057,-1.0392141,-0.007675819,-0.00054488063,0.009959238,-0.94742954,-0.036890175,0.0064145476,-0.010639725,-0.005467722
SLAMF1,0.21872969,0.7698154,-1.9551673,-1.292303,-0.48765004,0.37012032,-0.009657353,-2.189166,-0.8071934,0.28120595,-0.41922653,-0.09077266
CD48,0.06707057,0.022146605,-2.5318332,-0.5297479,-0.033563107,-0.19129656,0.064390495,-2.3770666,-0.025852144,0.024021706,0.0044094194,-0.0028507167
LY9,0.0776713,0.27813774,-2.6383107,-1.3861341,-0.07425974,0.042628005,-0.0018088612,-2.61009,-0.96793944,0.06628014,-0.028770184,0.01637135
USF1,-0.076631896,-0.10846897,-0.79674566,0.06265042,0.05459283,0.22186172,0.00012398479,-0.32087716,0.094217844,-0.021800673,0.007156735,-0.001937419
ARHGAP30,0.06287618,0.11167612,-2.1409712,-1.2721425,-0.030955607,-0.11652475,0.012493575,-1.9780579,-0.00021509704,0.08996041,-1.3539147,0.0139205605
B4GALT3,0.0006084505,-0.009245043,-0.38527718,-0.056788426,0.006034176,-0.10564053,0.001912164,-0.44775006,-0.012080861,-0.0041166954,-0.0044248844,0.004116959
ADAMTS4,-4.119145,-2.4739175,2.1035419,0.981069,-0.7853449,-0.67592263,-1.413045,1.7442168,-0.79057777,-4.253026,-1.2868868,-1.546618
NDUFS2,0.0024363752,-0.016726913,0.46406984,0.1509404,-0.002563827,-0.01073021,-0.0028862373,0.12599279,-0.006749688,-0.0014651251,-0.0059158863,-0.000991018
FCER1G,-0.70606804,-1.5547525,0.8341705,1.2074772,0.31664628,-0.13148548,-0.11735766,0.95447844,0.8523316,-0.5329597,-0.1156657,-0.073667526
FCGR2B,-1.0583276,-3.1220846,0.2595754,1.278373,0.73425424,0.05184802,0.010562804,-0.40998644,0.24767113,-0.64908355,0.3866869,0.10415647
FCRLA,-0.027723232,-1.2093955,-2.0660784,-0.082599774,0.09569789,1.2388816,-0.028335106,-1.6486378,0.06183653,0.004841424,0.0003572965,-0.007916542
UHMK1,0.0017568497,0.0019448469,-0.7578894,-0.017481359,0.007909687,-0.009484641,0.00047952417,-0.79498094,-0.000998404,-0.00083864154,-0.0008809026,0.0014246397
RGS5,0.21016581,-1.4321955,1.0036587,0.106927946,-0.003983118,-0.12970579,-0.080685236,0.75154716,-0.35925552,-0.032383174,-0.27872285,-0.014514245
POU2F1,-7.399771e-05,-0.002490593,-0.18197936,-0.07108233,-0.016707959,0.019036861,-0.00039453444,-0.49948654,0.0023571723,0.0011136772,0.000875963,-3.2607546e-05
CD247,0.12374062,1.576105,-2.6659017,-0.8049576,-0.07639746,-0.8837168,-0.029126294,-2.2585166,-0.15641287,0.46728313,-0.16425022,-0.037986938
RCSD1,-0.019074656,-0.08401145,-0.91651446,-0.08627706,0.020629205,0.0929077,-0.0023517674,-1.3364575,0.020190332,0.0037421132,-0.012329606,-0.00013847073
MPC2,-0.0009982355,-0.0038230307,0.08333566,-0.14990523,-0.008697541,-0.0023483676,0.0011681751,-0.108704075,-0.00085118104,-0.002493148,0.0025774308,-5.9076672e-05
TIPRL,-0.0035473383,0.007180596,0.0034153396,-0.12179483,-0.0028066908,0.02131555,-0.004899168,-0.98917323,-0.006392818,0.0036871792,-0.0018664292,0.0015558959
SELL,0.060394004,-0.027937643,-1.1616364,-0.41520238,0.023725847,-0.41712117,0.021355828,-1.9128759,0.00077453896,-0.00030662367,-0.019318564,0.0035282304
PRDX6,-0.3389302,-0.07191425,1.6893332,-0.0036910274,-0.29488313,0.13936576,-0.1140584,1.9716597,-0.30279538,-0.13662107,-0.040315583,-0.14257786
RC3H1,-0.00044307217,0.018243492,-0.5073297,0.09061525,0.013779386,-0.089313135,-0.0015042457,-0.88537806,-0.015343409,0.0033589094,0.0065649045,0.0013242393
RABGAP1L,0.0013754764,-0.069823004,-0.71154433,-0.5836728,-0.019640831,0.027034244,0.022953294,-1.7899905,0.0034562293,-0.0036139304,0.0076147886,0.005011677
RALGPS2,-0.17540827,-2.4999099,-0.97507954,0.06559319,0.17316881,0.60830295,0.014616417,-1.309483,7.876876e-05,-0.30178943,0.010786023,0.15523979
CEP350,0.01660985,-0.039980263,-0.6986401,-0.06611551,-0.0056126327,-0.07346344,0.004133485,-0.7108804,0.013573839,-0.010449689,0.0010358627,0.002713673
ACBD6,0.00979398,0.020291556,-0.10750165,-0.46503276,-0.016913217,-0.1091462,0.0030594238,-0.22576055,-0.008232702,0.0011687112,-0.0017385226,-0.0005324758
GLUL,-1.7457424,-2.3675132,1.4257809,0.8810597,-0.07273842,-1.2431732,-0.20216556,1.8275033,0.14212106,-4.7696843,0.022206036,-0.5693411
RGS16,-4.1961894,-4.1786623,0.36743897,2.0354614,0.64910215,-1.4407303,-0.022234926,-0.398219,0.9917416,-5.893935,1.2031366,0.45056427
NPL,-0.7919865,-1.6935601,-1.1486117,1.4326726,0.5977475,0.11825764,-0.09268273,-0.64519894,0.5484445,-0.6367417,0.64550924,0.053678155
DHX9,-0.008867512,0.009161593,-0.12919939,0.17567739,0.0032155763,0.019687375,-0.0038915677,-0.64698434,0.003429981,0.0020830513,-0.0042305454,0.00055806316
ARPC5,-0.02138497,0.014500858,-0.22774169,0.60227776,0.010793697,0.043437485,-0.010093592,-0.77794,0.041575637,-0.020356027,-0.016397463,0.0030732183
TRMT1L,-0.0083146505,0.0046610367,-0.525176,0.09868643,0.0024390041,-0.0010440963,0.0009485057,-0.29984725,0.0042567034,-0.0009893668,0.0027541742,-0.0006121469
PTGS2,-2.3209078,-2.271701,1.7647948,1.6698464,-0.1653703,-0.58967257,-0.73114777,0.14349551,0.1314302,-0.9516238,-0.19324978,-0.048530586
CDC73,0.0046917717,-0.0076078773,0.10302009,-0.44750392,0.0041695987,-0.018519552,-0.00033367032,0.13051635,-0.0029400573,0.0039666775,0.00010650477,-0.00013146916
PTPRC_RNA,0.009837935,0.24139082,-1.8155869,-1.0431715,-0.012836241,-0.075562626,-0.0003133319,-1.0072037,-0.0117394375,0.013909496,0.0021242003,-0.0066596474
KIF21B,0.07952254,0.08563441,-2.4951825,-0.35438666,-0.004203711,-0.23858656,-0.00463591,-1.4293509,0.015965685,0.03501126,-0.04647987,-0.008815893
IPO9,-0.09869172,0.13391535,-0.41361046,-0.14520167,-0.0022796113,0.08926222,0.005881689,-0.7113142,0.0028134007,-0.0072610965,0.0027849828,0.0004339806
LMOD1,0.656891,-2.5973825,0.90507704,-1.9725487,-1.0374739,-3.2061913,0.18215263,-0.2630952,-0.62968355,-0.8750302,0.04975032,0.02467401
PTPN7,-0.039964892,0.49942112,-2.6557705,-1.7183285,-0.022090977,0.31712356,0.0021976936,-2.2163303,0.024053307,0.11358046,-0.07759186,-0.030562434
KLHL12,-0.011218131,-0.03514028,-0.4666438,0.04440247,0.008378501,-0.031066794,1.321714e-05,-0.45603052,0.006379822,-0.001415242,-0.0035020101,0.00071646227
CHIT1,-1.4978675,-0.6984697,-0.18663272,-0.9031271,0.46531442,1.8632703,-0.242814,0.038454466,-0.045034662,-0.055727903,-0.28877294,-0.03394873
PRELP,-0.3845821,-0.75780076,2.0053458,-1.5922762,-1.4296205,-0.36733463,-0.5089408,1.7276179,-0.3878291,-0.40718296,-1.4274808,-0.8338671
PIK3C2B,-0.54041255,-1.0635431,0.29333735,1.0323749,0.13618833,0.56587017,-0.023935366,0.33222717,0.22128728,-0.19998516,-0.023715876,0.0070186323
MDM4,0.017235039,-0.113227524,-0.584188,0.013349526,-0.0011325413,-0.05930082,0.011519595,-0.7886346,-0.018813048,0.0043014837,-0.03390892,0.015610242
DSTYK,-0.00034371158,0.07140088,-0.29373014,-0.17881577,0.0011223456,8.5732245e-05,-0.0042650998,-1.0402536,0.0022263667,0.0013948942,-0.008179737,-0.0025083483
NUAK2,-0.0037597625,-0.11539317,-1.511946,-0.6165766,-0.0032896611,0.08681396,0.012446824,-0.79763347,0.0035067014,-0.007492627,-0.008444644,0.003216437
NUCKS1,-0.010660274,-0.040337086,0.40747386,0.027600015,-0.0019559988,0.046643272,-0.0042882897,0.08378877,0.0025288884,-0.004033167,-0.001287325,0.0005794519
RAB29,-0.015701592,0.1086296,-1.5437318,-0.8341439,0.00078481605,-0.0055925883,-0.0027877726,-0.7979471,0.002325281,0.0030118441,-0.003518018,0.001663758
IKBKE,-0.11723015,0.81505656,-1.98819,-0.69647956,-0.3528704,-0.00029771408,-0.001160838,-1.8765564,-0.08019679,0.21434598,0.025415964,-0.016426682
RASSF5,0.010291701,0.23025836,-0.8417987,-0.15648574,-0.04085088,-0.0035624395,-0.0046898224,-1.2411076,-0.049022295,0.019340482,-0.01127367,-0.0027915407
FCMR,0.009436291,-0.17105521,-2.251462,-0.36245325,0.0654781,0.14536957,-0.0013676581,-1.9933331,0.06218549,-0.007868104,-0.05348896,0.013396985
CR2_RNA,-1.7204592,-1.8369291,-1.8117931,0.89783734,-0.6381931,2.4653506,-0.92308086,-1.2247993,0.28312507,-1.3154668,-0.10155733,-0.12660518
CR1,-1.7933664,-3.985888,-0.4503986,1.4118859,0.4362569,0.8203847,-0.08879669,-1.8893028,0.70239544,-2.3044329,0.38803372,0.41152847
CD46,-0.0021922595,-0.00821969,0.09885254,0.046953477,-0.0012958167,-0.027721507,0.00018751831,0.30220354,-0.00027164991,-0.00031297002,-0.0014099963,-0.0018024449
G0S2,-4.678258,-2.8741693,2.0364516,-2.0262709,-2.416783,-0.042908143,-1.5298307,2.2288876,-1.4515053,-6.3560133,-2.1949022,-5.983325
TRAF3IP3,0.12287411,-0.011141826,-2.036554,-0.84291095,-0.02920875,-0.30069292,0.025752295,-1.8975241,-0.04434731,0.027812766,0.048932754,-0.008654544
TRAF5,-0.010069323,-0.0027571768,-1.6248366,-0.49903327,-0.009437463,0.36569262,0.0072071403,-0.9925642,-0.039117064,-0.009542525,-0.01597688,0.0025253063
PPP2R5A,-0.24708654,-0.15787894,0.5639822,0.47315982,0.037421647,-0.16282381,0.00453708,0.6337455,-0.039796196,-0.057931725,0.03552975,0.0023766314
ATF3,0.1340637,-0.9007188,1.1911664,-0.4240833,-1.896423,-1.4110209,0.0085133845,0.6222003,-0.11269933,-0.18292949,0.023303604,-0.13306533
PROX1,-4.5195465,-5.7752666,0.18961002,1.9496744,1.1521859,-2.369344,0.00415162,-1.0181668,0.97583306,-8.525026,1.2756447,0.31429136
EPRS,-0.0039103776,-0.09403229,0.43819666,-0.4830026,0.013434647,0.0008542713,-0.0007010695,-0.51396304,-0.015102323,-0.0077421064,0.011766562,0.00039645127
DUSP10,0.1748217,0.034923322,0.31399035,-2.1349504,-0.1523318,0.58072615,-0.13537747,0.10603507,-0.23827566,0.014822148,-0.15458567,-0.03415233
BROX,0.0041568587,-0.010112519,-0.047349982,0.021119239,-0.0021761286,-0.012772023,-0.0016584643,-0.3340641,0.0033552176,-0.0013606034,-0.008414473,0.0010477694
TP53BP2,0.00059630134,-0.0024205241,0.25286704,-0.61838686,0.0035998987,-0.026757712,-0.00010974992,-0.41557494,0.0019921756,0.0034857045,-0.0066711893,0.00021756305
FBXO28,-0.0045313337,-0.0048280074,-0.015633117,-0.01466903,0.011659463,-0.014228859,-0.00012870441,0.10863094,-0.0077150534,-0.0011053771,-0.0013614976,0.0004609215
DEGS1,0.0004962214,-0.19061588,-0.08340449,0.16735795,0.0047016456,-0.1385262,0.00041939126,0.47330344,0.0009206292,-0.0024582765,0.008890999,0.00028719415
LBR,0.012025812,0.08199978,-0.15749252,-0.53188187,-0.024984626,0.08936316,0.0020973503,-1.5294122,-0.031197697,0.0067222766,-0.04272192,-0.002117205
SRP9,0.016553326,0.030558506,-0.7284084,-0.2108479,-0.0019703547,-0.03837908,-0.0041530845,-1.1928426,-0.00068836135,0.0058424138,-0.0022236155,0.0029722613
EPHX1,-2.7038321,-3.187574,1.3286638,1.6180843,0.80386966,-1.2054161,-0.19486476,1.0676711,0.674286,-2.5540178,0.10333747,-0.10835276
TMEM63A,0.062412642,0.084105596,-1.4166784,-0.8462497,-0.010228145,-0.71313924,0.016358068,-1.7771859,0.024353411,0.031975545,0.016797338,-0.021801183
PYCR2,0.003683019,0.017654128,-0.41041294,0.0006191693,-0.003466921,-0.023473036,0.00066157104,-0.11350887,-0.009510507,0.0006928883,0.005926602,-0.000991515
H3F3A,-0.06517054,-0.04390987,0.35676065,0.36877027,-0.013437238,0.15382935,-0.0017567491,0.21882491,0.0013090888,-0.010388632,0.018074246,-0.0039639287
PARP1,-0.15312156,-0.04109973,-1.2182482,-0.6777433,0.0034939751,0.59304947,0.016608572,-0.8048324,0.001244982,0.0070400727,-0.059432607,-0.0047799577
ITPKB,0.3448521,0.088342145,-0.59027183,-0.6266978,-0.22591864,-0.19431196,-0.022296928,-0.7526621,-0.30519244,0.090522245,-0.08425845,-0.050052613
JMJD4,0.046295475,0.20629568,-1.4155021,-1.8110951,-0.03461485,-0.012998661,-0.0027014879,-1.419348,-0.09863164,0.055989787,-0.023892272,-0.013181821
OBSCN,0.5185189,0.39096218,-2.1251369,-1.7783277,-0.5421961,-1.0326601,0.12462237,-1.5883465,-0.69036853,0.27422535,-0.32814702,0.0051116217
NUP133,-0.008626572,0.0036118468,0.38239202,-0.82202387,-0.016622394,0.057318497,-0.008690187,0.66877043,-0.017562672,-0.0026021816,-0.006141032,-0.0053579984
TTC13,0.03472958,0.31395626,-1.5626636,-1.5197387,-0.027321603,0.013556688,-0.026019951,-0.6251823,-0.014824724,0.02103428,0.038769033,-0.017897729
EGLN1,-0.0042049023,-0.09668586,-0.17984585,0.111053035,0.0032567086,0.031298287,0.0017906574,0.12338326,0.0018402216,-0.004741147,-0.0013890244,0.0005693389
TSNAX,-0.00963372,0.017079787,-0.042658355,0.60178983,0.0008734095,0.003793875,-0.005594261,-0.859763,-0.0047696712,-0.0052870754,0.0033336834,-0.00032237032
PCNX2,0.51612884,0.44283018,-2.2898428,-0.94160366,-1.2726839,-0.18953831,0.015870795,-1.6122354,0.017577318,0.17562602,-0.32305995,-0.026755081
TARBP1,0.051497478,0.16950627,-1.9175444,-0.82153404,-0.005070554,-0.17098816,0.012940638,-2.131233,-0.026473964,0.008436699,-0.13896711,0.005820293
ARID4B,0.0030068476,-0.002902623,-0.46049577,-0.042485006,-0.0014511024,-0.006988215,0.0024206785,-0.8363711,0.00075778476,0.0009042351,0.0018224523,0.00075946265
GPR137B,-0.037669744,-0.11677794,-0.11142094,0.7703911,0.02594119,0.017534928,0.0028544154,-0.55077606,0.02120669,-0.009152684,0.0012390998,-0.0020710798
HEATR1,0.0022331153,0.0055524,-0.92648256,0.02598625,-0.012706921,0.17959711,-0.0042008245,-1.3152088,-0.029226584,0.00029236506,-0.0018171878,-1.7559272e-05
FH,-0.017763227,0.04161626,0.2370999,0.2352338,-0.0077414364,0.015894847,-0.0052534654,0.4577842,-0.0037705938,0.00010922429,0.0012377708,0.001224583
ZBTB18,0.0040967907,0.07705809,-0.6631176,-0.2664662,-0.01461654,0.033155326,-0.0055426266,-1.3291492,0.0019705438,0.0075894054,-0.0037476628,-0.0010220264
ADSS,-0.0053915083,0.08991764,-0.13319488,-0.04384008,0.0038575341,-0.017804876,-0.004278314,-0.5753577,-8.1995786e-05,-0.0013808277,0.0032195987,-0.0015932955
ZNF496,0.006651643,-0.042048667,0.064943306,-0.06158056,0.008309261,-0.06910417,-0.0013603988,-1.513708,-0.003916148,0.0035515374,-0.0005139602,0.00017504624
TMEM18,0.0044919103,0.02015928,-0.19677538,0.047484532,-0.018102122,0.011029373,-0.00048164482,0.24016689,0.0016209899,0.00087104575,-0.001596277,0.00019725988
EIPR1,0.00036069506,0.020492055,-0.7283838,-0.88072723,-0.008532874,0.09764002,0.001628859,0.24152239,-0.015880214,-0.0023833376,0.0016781518,6.3242216e-05
TRAPPC12,0.0015180535,-0.031025968,0.07558829,-0.2737679,0.018182738,-0.009345144,0.0012110538,0.017887425,0.0017241555,-0.00597716,-0.00068999635,0.001148132
RNASEH1,-0.029163515,0.017773202,-0.12772806,-1.945513,-0.010391333,0.009682722,0.00960467,-1.504244,0.0016486433,-0.0102958875,-0.013630884,0.0046505197
