,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 9,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 6
PIGO,0.0067223646,0.09118836,-0.84051627,-1.2312685,-0.028805258,-0.21592459,0.01515415,-1.4837636,-0.03721962,0.011823116,-0.020086419,0.00011144602
STOML2,-0.058792192,-0.06701752,0.052494947,0.24989818,0.013443454,0.049782258,-0.00090985524,0.32155398,0.008282466,-0.0011215562,0.0042845677,-0.002468274
CD72,-0.15264443,-1.9554499,-1.7220776,0.74469554,0.021322198,1.0634775,0.00073383533,-1.9715074,0.0661744,-0.16146243,-0.0037377614,0.03513003
SIT1,-0.046645615,0.4457817,-2.445108,-0.4620689,-0.09527545,0.53787935,-0.025263218,-2.011963,0.008332561,0.001818453,-0.020697331,-0.009552533
TPM2,0.3990013,-1.2265829,1.0082375,-0.016389629,-0.11622351,-1.3016137,-0.01908216,-0.49781615,0.090514414,-0.4030045,-0.057236847,-0.12140158
GBA2,-0.018389747,-0.17956156,-0.15930112,0.5463147,0.001041567,-0.010617587,0.006656221,-0.43830666,-0.0032929305,-0.010416018,0.007440707,0.0013124233
GLIPR2,-0.17681722,0.18928914,1.1150142,0.42521283,0.034291532,0.018680329,-0.031361528,-0.54242265,0.0061698006,-0.030609008,-0.0040494674,0.0063783303
PAX5_RNA,-0.5201593,-2.4390216,-2.430588,-0.6422166,0.08756225,0.9772134,0.054738853,-1.8861655,-0.033649,-0.23501554,0.03945043,0.12156089
ZCCHC7,-0.007399883,-0.095579386,-0.6696751,-0.23840654,0.020360578,0.026894666,0.0045604967,-0.7862886,0.010708471,-0.013171493,-0.00061184086,0.0035559009
GRHPR,-0.0077828504,-0.010770676,0.3100705,0.19968928,0.008515551,0.10072483,-0.0045470474,0.6507225,0.00921248,-0.00529528,-0.010895126,-0.0027593016
ZBTB5,0.024160676,0.1147303,-1.1058415,-0.7772406,-0.067948416,0.033395674,-0.003949423,-0.22650163,-0.089818716,0.02006401,-0.04518988,-0.011042926
POLR1E,-0.015035243,0.10267299,-0.7213204,-1.460111,-0.06779601,0.036107153,0.0024683136,-0.9596468,-0.02075844,0.0383965,-0.033910647,-0.0026943916
TOMM5,0.008294623,-0.050500702,-0.010096385,0.10341916,-0.0065620756,-0.0062031136,-0.0008804442,0.42686725,-0.00775785,-0.005194347,0.015480873,-0.00026233
EXOSC3,0.015885653,0.031949606,-0.8092242,-0.4775321,-0.0052469387,-0.04625453,0.0024107601,-0.8737461,-0.030666832,0.00863281,-0.011585939,0.0030839834
FOXD4L5,0.47049046,0.49744081,-1.6564275,-0.36367458,-0.28395927,-1.0073624,-0.008857706,-1.4491955,-0.029076852,0.09370824,-0.032415345,-0.030810148
SMC5,0.008933406,-0.025782049,-0.5991387,0.13272128,0.011179688,-0.021530597,-0.0023431447,-1.2084931,-0.0022095337,0.0026009844,-0.01435509,-0.0009391964
ANXA1,-1.241208,-0.6694944,2.037284,-0.60057026,-0.3349723,-1.6675915,-0.80164164,1.9771893,-0.37263787,-1.0625241,-0.39362526,-1.0653698
OSTF1,-0.12362067,-0.47434714,-0.14176741,0.7064664,0.02961397,0.016820826,0.0014548217,-0.39954686,0.037533853,-0.033510618,-0.0006748234,0.007596548
VPS13A,0.0052199927,-0.065374814,-0.6665733,0.10514789,0.023184035,-0.107238896,6.1082355e-05,-1.5774713,0.0070798704,-0.006176887,-0.0011627733,0.0008980793
TLE1,-0.013392429,-0.66530985,0.23689388,0.09534235,0.014192066,-0.007300025,0.003928629,0.65568614,0.0015253987,-0.0050334376,-0.010000912,-0.0028976244
S1PR3,0.111526206,-0.65975285,-2.0305686,-0.56801224,-0.28176636,0.34065217,0.021989068,-2.108918,-0.24806042,0.03967112,0.034399766,-0.008217144
SEMA4D,0.19954975,0.34298095,-2.0556335,-1.6445754,-0.5675398,-0.22376035,0.079512574,-2.2325249,-0.42928767,0.17827463,-0.060080282,-0.033208385
SYK,-0.27958474,-1.7809238,-0.07584634,0.44424158,0.07032143,0.6057498,0.012424261,-1.3645786,-0.021526406,-0.20711772,0.1572198,0.019015968
NFIL3,-1.2794129,-1.0020841,1.977787,-0.5221501,-1.0800027,-1.0248009,-0.3788578,1.7525818,-1.049091,-0.91313666,-0.5648924,-0.62467754
IARS,-0.0034447117,0.0040179677,-0.15170257,-0.695948,-0.00471159,0.05984288,0.001701344,-0.96277905,-0.0059271604,0.0062328223,-0.0022953842,-0.0028075983
FGD3,0.18217771,0.2816312,-2.3852143,-0.7309288,-0.040854845,-0.24392536,0.004093529,-2.2737954,-0.037456673,0.112428844,0.012671602,-0.06851497
SUSD3,0.075478375,0.6126838,-2.5091324,-1.9725263,-0.05941814,-0.07084443,0.036107462,-2.119417,0.0018279066,0.094501324,-0.05380771,-0.008573382
ERCC6L2,0.0054968973,0.16474831,-1.5860001,-0.06841989,-0.062018577,-0.03927818,-0.0021168287,-1.2039009,-0.0026800989,0.0008317905,0.006647245,0.00059389527
NCBP1,0.01994285,0.31871566,-0.9543131,-0.5313534,-0.48960692,0.21760543,-0.0064023957,-2.033192,-0.07368083,0.023716552,0.020381939,-0.012964785
TRMO,0.02425373,0.036523037,-1.338206,-0.17653695,-0.012972707,-0.27437136,0.0031126423,-1.384901,0.00538227,0.0035574099,-0.020883083,-0.0019462956
TGFBR1,-0.0043006027,0.095651716,0.5832808,-1.4604306,-0.009429411,-0.0071573453,-0.0042219255,0.09322699,-0.0027265628,-0.00028350222,-0.0072124978,-0.0058302567
ERP44,-0.047784247,-0.20607674,-0.257552,0.67986614,0.020715078,0.09380535,-0.0031032832,-0.38929358,0.011827867,-0.01932089,-0.004951435,0.0067306054
ZNF189,-0.023736317,0.03950283,0.2725649,0.39567652,0.011266172,-0.10782257,-0.007674924,-0.49192762,0.061088175,-0.007349056,0.00059929665,-0.0006928828
RNF20,-0.0042154496,0.0030348888,0.00549706,-0.054138836,0.0013488082,-0.003540753,0.0002766625,-0.6686251,0.00049887906,-0.001801709,0.0021960135,0.00029481598
RAD23B,-0.5510661,-0.27365234,0.7039645,0.89769083,0.04069397,0.09170601,-0.012698398,1.1531104,0.084600456,-0.1390835,0.029658942,-0.0068293135
KLF4,-0.8958757,-3.1225815,1.7928139,1.1031504,-0.104927815,-2.4464624,-0.1884488,0.90850866,-0.120103925,-0.99312854,0.1698296,-0.13182282
ELP1,0.006595937,0.03142901,0.26911843,-0.33519346,-0.011838894,-0.026744947,-0.0040472094,0.5055435,0.011913036,0.0025117544,-0.015668256,-0.00013617109
TMEM245,0.0027274354,0.041608684,-0.07351819,0.08160255,-0.0072302674,-0.14348568,-0.00068594026,-0.48357764,-0.006272615,0.002811161,-0.014318549,-0.0007448848
PALM2-AKAP2,0.020529564,-0.62052613,0.58627903,-0.9877173,-0.013078208,0.19930294,0.0066206795,0.6340374,-0.06888721,-0.03979616,-0.036378417,-0.01605358
SVEP1,0.04558262,-2.534731,1.5088054,0.06632064,-0.7623043,-2.33795,0.20085743,0.8651283,-0.13140477,-0.64823776,-0.011614207,-0.026485363
SUSD1,-0.007358003,0.040713757,-0.5098968,-0.2596526,-0.005399614,0.03528803,-0.0006562937,-0.6446091,-0.006456029,-0.011176271,-0.021357724,-0.000934692
SNX30,-0.08976132,-0.31777242,-0.6374221,1.0462229,0.09359198,0.015149944,0.0015260952,-0.074093394,-0.016375847,-0.04508519,0.068378605,0.01589001
FKBP15,0.0010697243,-0.03274313,-0.02082578,-0.025108546,-0.0022719563,-0.004439549,-3.3000524e-05,-0.8038721,0.005163526,-0.0011707251,-0.0008072073,-0.0009781045
HDHD3,0.015606208,0.15327586,-0.91888356,-0.017284615,-0.026506988,-0.07110649,-0.008540477,0.08094154,0.002843099,0.00093064725,-0.003952387,-0.007487831
ALAD,0.00028697797,0.055571582,0.28483358,-0.38161337,-0.013578715,0.015118733,-0.0033196274,-0.29366326,-0.007742485,0.00025599336,-0.0026340797,0.00015024535
RGS3,-0.032221925,-0.3363077,1.0728371,0.32316193,0.0017823908,-0.070536174,-0.016879944,1.3127586,-0.009886157,-0.061490044,0.0059722895,-0.0054415585
AKNA,0.04296656,-0.27981153,-0.6740039,-0.11542833,-0.0040747183,-0.2626867,0.06355509,-0.87852377,0.027103564,-0.031520702,-0.00017796579,0.010508005
PHF19,0.04510839,0.110429786,-0.643055,-1.711808,-0.05781055,-0.02144813,0.003975577,-0.4004848,-0.06504026,0.019396547,-0.010018245,-0.0075336015
TRAF1,0.20371364,0.33840248,-2.2931828,-1.4921284,-0.1214418,-0.2673795,-0.004928407,-2.6242144,-0.00957405,0.25360742,-1.3442469,-0.022504406
CNTRL,0.06896212,-0.11798966,-1.0062393,0.156499,-0.005612358,-0.10801415,0.0065994635,-0.77066326,0.0051205573,0.010816332,0.007483207,-0.009483413
GSN,-3.5452793,-2.1338675,1.8735844,-1.3058088,-0.75806034,-0.8144501,-1.0391846,1.8564088,-1.5060619,-4.813078,-1.6315172,-2.8965619
ZBTB6,0.012808168,0.030870466,-0.75163954,-0.20188391,-0.011843985,-0.016302956,0.0011472818,-0.003608142,-0.0021610395,0.008831417,-0.004994225,-0.0021356414
STRBP,-0.003518189,-0.17061713,-0.48373115,0.050001655,0.017017664,0.42948925,-0.00035241665,0.07776681,-0.031209175,-0.023007177,0.003072066,0.0062118084
NEK6,-0.44286546,-1.095429,0.24263185,0.41449678,0.12529774,0.2955844,0.004217442,-0.05792186,0.016490394,-0.29515213,0.020621708,0.0514611
ARPC5L,-0.1327939,0.04153315,0.34432462,-0.1114315,0.014542799,0.42639926,-0.006446036,0.22081864,-0.0010928453,-0.013668099,-0.0018233276,-0.008934526
PPP6C,-0.014169513,-0.010492172,-0.2916771,0.5445199,-0.022794075,0.013277125,0.00033163812,-0.85552496,-0.005126041,-0.008941358,0.018983318,-0.00029391178
SH2D3C,-0.7663078,-0.72320163,0.45323613,0.6492626,0.3369367,0.18092962,-0.05733605,0.22334063,0.035441715,-0.25450698,0.029658912,0.006475351
ST6GALNAC6,0.0050908783,-0.007169746,0.6348344,0.22668482,-0.010118901,-0.077325925,-0.005283575,0.62005514,-0.020900361,0.0024189602,-0.007921216,-0.0046248753
FAM102A,0.029596115,0.42043567,-2.158114,-0.38144377,-0.53302777,-0.10346931,0.009542008,-1.6918886,-0.0030821478,0.053251233,0.030418005,-0.027757825
PTGES2,0.026645401,0.13991123,-1.2724109,-0.5290224,-0.039166447,0.04906953,-0.0052136015,-1.8249532,-0.03878519,0.012122846,-0.004827975,0.0028154207
C9orf16,-0.08688951,0.13423778,-0.33339635,0.6854174,0.028579738,-0.16179663,-0.046047807,-0.48465726,0.057099193,-0.017086899,0.027351256,0.011510439
SET,-0.1044315,0.0025584418,-0.039875887,0.40319017,0.009977863,0.1660137,-0.01129571,-0.16851199,0.0050318683,-0.0047024544,-0.006947076,2.7120055e-05
ZER1,0.0030048084,0.034266062,-0.11525042,-1.4634566,-0.0035598895,-0.047174964,-0.0016013962,-0.091639504,0.0033525312,0.0018958232,-0.100368,-0.0003894427
SPOUT1,-0.24013081,0.17983828,-0.42767602,0.72089297,0.017146956,0.12295544,-0.0119995475,0.37589836,-0.059879974,-0.0016224857,-0.009008252,0.008679099
NUP188,-0.00813689,0.009971634,-0.17576504,-0.639816,-0.00060137315,0.0329949,0.0009186471,-0.31336513,-0.01433518,0.00061290886,-0.0015187055,0.0010358016
SH3GLB2,-0.0078116814,-0.13988665,-0.81566113,-0.41751623,0.004405081,-0.2553875,0.02920113,-1.3097177,0.011729621,-0.017755477,0.028229564,0.014052479
MIGA2,0.007871061,0.01900163,0.18403104,-0.71363235,-0.060652718,0.011359085,-0.0006003972,0.58527696,-0.007857528,0.009288494,0.00035950332,0.002244579
PTPA,0.0012960886,0.04048709,-0.51616573,0.01671192,0.011579162,-0.06756159,0.0023347875,-0.014328821,-0.0039543775,0.0014862807,-0.0031666863,0.0011490141
USP20,0.01212394,0.3184213,-1.3745182,-1.0031924,-0.011309377,-0.020102527,-0.011869343,-1.3334574,-0.025888992,0.025049701,-0.030185828,0.0015385754
FNBP1,-0.004866047,-0.052283715,-0.2599209,0.20979233,-0.0026955267,-0.01492166,-0.0027362634,-0.74100155,0.00590979,-0.00048347714,-0.0051876428,0.004407747
ASS1,-0.07334115,0.018119339,1.5539479,-1.8015283,-0.50441915,-1.0095197,-0.02573174,1.9023552,-0.8279419,-0.25979257,-0.5116418,-0.18546379
FUBP3,-0.0039882287,-0.02344113,-0.03160537,0.0287912,-0.00026382966,-0.0017350045,-0.000746384,-0.089593396,0.0010231596,-0.0019400938,-0.00040478614,0.001254647
EXOSC2,-0.00025243754,0.7255286,-0.33800304,-0.72567856,-0.01855825,-0.014149533,-0.013985134,-0.15565291,-0.010999945,-0.005246332,-0.023045974,-0.002060025
FAM78A,0.041963786,0.08081672,-2.1011403,-0.23246811,-0.01675221,0.030859305,0.00040946627,-0.84124076,-0.0029158527,0.0013361182,-0.02297422,-0.002984337
PRRC2B,-0.014335994,-0.023767559,0.19566298,0.045337964,0.0067136833,-0.0046971985,6.3138024e-05,0.15450682,0.0030557157,-0.0019229534,0.0015254829,0.00041677704
SETX,-0.019231668,-0.13050435,-0.061205838,0.64552987,-0.0075792647,0.0010004886,-0.00140056,-0.27909458,-0.0029376955,-0.008953679,0.03808974,0.002933886
SURF6,0.011727502,0.0616204,-0.83652085,-0.045041222,-0.043439128,-0.12315787,0.0061660577,-1.9253976,0.007084175,0.009469651,-0.008795761,0.0005253067
MED22,-0.028692033,-0.25398946,-0.79969025,-0.1259736,0.0046843016,0.030501714,0.016820867,-2.2844508,0.003117907,-0.021758407,0.011261039,0.0040806145
REXO4,-0.008409986,0.037560053,-1.061964,0.047883622,0.017001407,-0.016328117,-0.0016382844,0.12899108,-0.007819516,0.00017815386,-0.00069183524,-0.0022653714
SARDH,0.096994475,0.23163348,-0.9742949,-1.5923464,-0.2541521,-0.11295919,0.04287232,-1.8461459,-0.09881202,0.037071444,0.013507874,-0.04310614
VAV2,-1.5094194,-0.7059182,0.27705288,0.5447522,0.22168916,0.8209904,-0.040226746,-1.8237846,-0.005044708,-0.1582518,0.023888458,0.012170186
ENTR1,0.040350817,0.012955875,-0.8556737,-0.9038618,-0.006965919,-0.006919633,0.00090199785,-0.6109315,-0.025010515,0.012552502,-0.009329087,-0.0008827045
PMPCA,-0.02592995,0.074524924,-0.4161507,0.6092913,0.0052898577,-0.0068732225,-0.003888813,0.36076412,-0.0020310646,-0.015708031,-0.009036806,0.0043849344
NOTCH1,-0.005716232,-0.017535053,0.031849165,0.5517391,0.0039254283,-0.024690753,-0.0045176735,-0.093440756,-0.010190196,-0.0065315347,0.003338905,0.0001104729
AGPAT2,-1.3485566,-1.0782375,1.8432577,-2.016179,-1.45294,-1.007533,-0.06436478,2.3180892,-0.5706632,-1.4403173,-1.7667781,-1.5259435
FBXW5,-0.051750347,-0.05598982,0.6770433,-0.07925617,0.011968472,0.1568248,-0.0065141614,0.53627473,-0.024351835,-0.007990908,-0.0070540784,0.00072148815
PTGDS,-0.0018171854,-1.0386646,0.44503438,0.44947925,-0.006307499,-0.27194312,0.014807585,0.013751718,0.4252535,-0.4161695,0.09384086,-0.008062342
PAXX,0.03458149,0.077430785,-1.1405655,-1.2538915,-0.028615579,-0.056094743,0.014170736,-1.3619734,-0.05411317,0.0025480022,0.004332376,-0.00029438356
DPP7,0.017349962,0.02438957,-0.587736,-0.15917683,-0.00047323984,-0.040298194,0.0008883659,-0.124978684,0.0011654692,0.0014460384,-0.0012810043,-0.00242813
SSNA1,0.021253541,-0.0043231226,-0.057602905,-0.9235898,-0.00022887098,0.003066633,-0.0034381843,-0.5089027,-0.0064853085,0.002113924,-0.002308457,-0.002013577
TMEM203,0.022694519,0.029235017,-0.5618094,-1.0238435,-0.010696591,-0.03298211,0.00068535225,-0.14249502,-0.0056915586,0.0051684054,-0.010646949,-0.0007368195
NELFB,0.0008619335,0.032866094,-0.38789767,0.041930065,-0.0061261673,0.013424653,-0.0012392079,-0.35853294,0.002686313,-0.0006927789,-0.0027781737,0.000683851
ARRDC1,0.026726438,0.00029921904,-1.5779284,-0.4180249,-0.02736239,-0.059395496,0.0039716354,-1.6719035,0.001373403,0.01254598,-0.00933695,0.00044214155
WDR37,0.012524636,0.05268918,-0.6963656,0.23461756,-0.0066102496,-0.10621004,-0.0029712443,-1.4489734,-0.0023178742,0.00071559177,0.017659834,0.0011094143
PFKP,-0.020577557,0.36585343,-0.2686437,-0.38161382,-0.021035748,0.0864581,-0.015916023,-2.241056,0.009599034,0.04238263,-0.052431274,-0.0048006824
NET1,-0.30105427,0.28028023,1.4673405,-0.7074143,-0.116462134,-0.008459243,-0.015872357,1.5239089,-0.15389986,-0.1552858,-0.012478204,-0.009318749
ASB13,-0.041648194,-0.20863557,-0.1318797,0.60416377,0.026634535,0.13221829,-0.008833575,0.055635516,0.07055833,-0.018184043,-0.010126129,-0.0063715815
TASOR2,0.013732661,0.059854098,-0.43872017,-0.102123536,-0.011300277,0.086415365,-0.0020729557,-0.7322556,-0.81817955,0.0038660087,-0.024558315,-0.001753814
GDI2,-0.046081845,-0.073350936,-0.41571316,-0.034499142,0.010422233,0.097469136,-0.00015727663,-0.099774875,0.0154316565,-0.0068985126,-0.010771114,-0.00050055946
PFKFB3,-0.7920888,-0.64884526,1.7716705,-0.017377404,-1.7182238,0.25670472,-0.12792487,1.9235418,-0.8864205,-1.3601446,-0.27811188,-0.7396972
PRKCQ,0.09494748,0.7327322,-2.6003318,-1.1530303,-0.56699467,-0.2448747,0.0069116573,-1.7772257,-0.09634036,0.10046737,-0.07713022,-0.044740744
ITIH5,0.12470423,-0.9665694,1.4565762,-1.4156052,-0.6570048,0.7732662,-0.076580726,1.2548513,0.0026501925,-0.10110129,-0.42300564,-0.054147854
GATA3,0.21594553,0.68571246,-1.7107297,-2.6803749,-0.42340642,-0.22463883,0.03922161,-1.5725864,-0.17782141,0.17860855,-0.1052118,-0.018035261
CELF2,0.022605907,0.30222744,-0.9171651,-1.6586732,0.010014623,-0.027017206,-0.008313656,-1.4030894,-0.04007971,0.069934286,-0.00873482,-0.014712827
USP6NL,0.03897946,-0.7818754,-1.6660585,-0.1339036,0.00082642195,0.5346088,0.0077774655,-1.9745468,0.0012420311,-0.008771963,0.00832479,-0.010198839
CDC123,0.004895294,-0.012173565,-0.7973219,0.15038598,-0.024931708,0.07628309,-0.0052681887,-1.1935738,-0.0065671424,0.0019731466,0.009174374,-0.00048926374
CAMK1D,-0.012593022,0.00829705,-0.61061156,0.043555122,0.013253322,0.22306277,-0.0035140854,-0.3996121,-0.016729778,0.0059611388,-0.007579568,0.00023999478
PRPF18,-0.0137449065,-0.0015193867,-0.35426566,0.5522925,-0.008762912,0.010667611,-0.0009973419,-0.28595424,-0.005361295,-0.0006896743,0.004033042,-0.003241418
FAM107B,-0.029238215,0.037441183,-0.21818155,-0.23846102,-0.0061171046,0.027746234,-0.004090852,-0.15808517,0.0041429503,-0.001379317,-0.004482307,-0.0018355439
MRC1,-3.7932208,-3.9799666,-0.653821,1.9710819,1.0334496,-2.0744097,0.10948595,-1.0003897,1.217925,-3.7279356,0.3429426,0.47370237
NSUN6,0.011475392,0.025958301,-0.6943935,-0.34259045,-0.0023016927,0.04188082,-0.0044356803,-0.021399412,-0.016301712,0.0076559084,-0.007785958,0.00038987753
MLLT10,-0.003423696,0.0024519563,0.23611403,-0.020953666,-0.0005225874,0.0036438846,-0.00040839775,-0.18141067,0.0023246135,-0.00034157082,-0.0008684175,-0.0012778931
PIP4K2A,-0.03342524,0.034459777,-0.7366041,0.1602115,0.040004812,0.04459028,-0.0049850517,-1.0720755,0.023805173,-0.014180917,0.00088485994,0.00072919787
APBB1IP,0.035739917,-0.031235058,-1.2058868,-0.40376854,-0.05503547,0.16040885,0.0059229466,-1.4764929,-0.044495385,0.03547191,-0.058810465,0.0023508812
ABI1,0.0048772423,-0.0051704743,0.06356444,-0.15163489,-0.0065126373,-0.0027528747,0.00057631533,-0.54156566,0.0011281944,-0.0010724027,-0.00044951716,-8.3321094e-05
ANKRD26,0.0064205113,0.019960899,-0.1057897,-0.70268345,-1.0622172e-05,-0.008238271,-0.0005435655,-1.6136456,-0.0042590406,-0.0023294527,-0.0051251934,4.8952643e-06
SVIL,-0.13293186,-0.2804664,0.6409024,0.5462924,0.22112419,-0.2171583,7.558954e-05,-0.5672296,0.011685135,-0.05579449,0.026303783,0.017026082
ZEB1,-0.059219755,-0.15377215,0.58580166,0.94483155,0.049639422,-0.27047837,-0.027996736,0.26686493,0.026218243,-0.024204284,-0.018992875,-0.006785693
CUL2,-0.003719211,0.019357696,0.09865847,-0.061867584,-0.0055041537,-0.01839373,-0.0008328323,0.60419655,-0.0016649942,-0.00530643,-0.0033912468,-0.0010460303
ZNF33A,0.06787995,-0.030380297,-1.1904849,-0.21373263,0.0044228584,-0.24321598,0.0026064324,-0.4634908,-0.011254052,0.00617323,-0.007626378,-0.0013840424
RASSF4,-1.4405651,0.20406495,0.50784737,0.5606829,0.09805662,0.112950794,-0.018684437,0.96488816,0.07611272,-0.17602234,-0.026364475,-0.011859815
DEPP1,-3.486487,-3.4169717,1.6751782,0.6471986,0.5244905,-1.0373477,-0.49585208,1.8565737,-0.039695226,-5.7990227,0.8334629,-0.64669424
ALOX5,-0.83068264,-1.5989144,-1.5102501,0.24086976,0.5314063,0.7126249,0.00398418,-0.9025325,0.2941148,-0.21353826,0.06295753,0.09454335
MARCH8,-0.009370952,-0.26850513,0.36309657,0.04873739,0.00023132359,0.038382746,-0.00041097493,0.012845622,-0.010709892,-0.003839232,0.0020813984,0.00045733002
TIMM23,-0.025092665,0.041988425,-0.45478407,-0.27275366,0.03783686,0.011050995,-0.0019246502,-0.4485769,0.0058478205,-0.004676841,-0.0016791542,-0.0010664964
WDFY4,-0.034907058,-1.5245117,-1.6632311,-0.4503264,0.06740339,0.47720984,0.003940389,-0.9463004,0.0036557326,-0.094153374,-0.13199072,0.03419856
SGMS1,-0.002654714,-0.027780335,-0.49583486,-0.14711867,0.0004290102,0.037357017,-0.0039588856,-1.1847719,0.00034376935,0.0014986583,0.0042280513,0.00089868135
CSTF2T,-0.016914291,0.009544326,0.049162883,-0.0857645,0.02699683,-0.10395867,0.00019521799,0.09799423,0.005556214,-0.0053808056,0.010292301,-0.00069128064
ANK3,0.091307804,0.3310834,-0.68672365,-1.6752347,-0.014516322,-0.38845393,0.004496158,0.175244,-1.0605295,0.03546426,-0.41738245,-0.0031331596
ADO,0.042851187,0.025753666,-0.99473304,-0.21017113,-0.03216273,0.006477858,-0.002955551,-1.4719526,0.009702213,-0.0017682649,0.0027252717,-0.0019770556
HERC4,0.036851816,-0.0023809597,-1.1522548,-0.25714022,-0.010368833,-0.051538683,0.0037319274,-0.34284368,-0.010440917,0.006026846,0.0039038686,-0.00412941
DDX50,-0.0081626605,0.033971827,0.04195748,-0.31356445,-0.012921356,0.022917679,-0.000399356,0.3046333,-0.01700945,0.0038438896,-0.02680614,-6.41738e-05
DDX21,-0.83083147,0.58136135,0.96011126,-0.19223638,-0.31653726,0.559117,-0.0051675127,0.085237995,-0.08372482,0.04062644,-0.41996267,-0.02339034
SRGN,-0.22135487,-0.23180334,0.6070034,0.55772364,-0.04394614,0.052624676,-0.00708361,0.14403631,0.07815253,-0.06598403,-0.013994141,0.0061939536
SUPV3L1,-0.02108211,-0.022834053,-0.6041747,0.18553127,0.0067259166,0.040088885,-0.00055860396,0.34831765,-0.005340192,0.0043536453,-0.0051164906,0.0022160355
HK1,-0.080422506,0.10952315,0.51930285,-0.11940557,-0.005284544,0.0052042576,-0.0024080025,-0.03886808,-0.0033004305,0.0014416698,-0.0074656326,-0.0033701789
TYSND1,0.14695634,0.20614348,-1.2600831,-1.6873322,-0.13125814,-0.11173982,0.01335419,-1.1275315,0.03845407,0.056210857,-0.3756249,-0.013802838
PPA1,-0.0026613388,0.34037966,0.59092295,-2.406509,-0.19331448,0.087487444,-0.004430846,1.3534576,-0.031859867,-0.0026264414,-0.10527327,-0.06338942
PRF1,-0.009379153,-0.0065916935,-1.7812989,-0.1823558,0.038134266,-0.4828168,0.0079683,-1.2929063,0.014036761,-0.0016196584,-0.016572714,0.005813843
PSAP,-0.64150065,-1.3590772,0.6548447,0.7056051,0.118786424,-0.25046548,0.011926869,0.6867469,0.33774608,-1.4908682,0.13753797,0.027097773
SPOCK2,0.37442333,0.5271726,-2.2114677,-1.982067,-0.5073401,-0.12865803,0.026453411,-1.4786178,-0.20712532,0.3621883,-0.91236526,-0.08864635
ASCC1,-0.019031234,0.0050747124,-0.24307412,-0.31528586,0.0023514011,0.047151756,-0.0019675933,0.41000572,-0.0010610181,-0.0009765258,-0.0053059724,-0.0009828167
DDIT4,-0.17572826,0.59776473,1.216995,-1.1281344,-0.24028261,-0.07202952,0.0031741688,0.7617297,-0.57216823,-0.02264471,-0.03287433,-0.0074525615
DNAJB12,0.009146229,0.032677226,-0.3713115,-0.40540126,0.0032466506,-0.08303305,0.0015444272,-0.13315144,-0.003408093,0.004617986,-0.0059873126,-0.0009858429
ECD,-0.0007080597,-0.0061103506,0.1047285,0.034498565,-0.0015900041,-0.016439063,0.0010946058,-0.042884517,-0.0038998427,0.002045486,-0.0022596263,0.0005908891
SEC24C,0.011737291,-0.12662885,-0.9020216,-0.07885858,-0.019818908,0.05906594,0.006896846,-0.5182345,0.0011886557,0.0016511789,0.0017022903,-0.0009532493
PLAU,-1.0344254,-2.4631639,2.030165,-1.2822999,-0.20027019,-0.6157197,-0.19289438,1.710691,-1.1086091,-0.8977964,-0.5090047,-0.23821199
VCL,0.36843455,-0.9746574,-0.03468169,-1.3800224,-0.5113007,-0.6252258,0.009168978,-0.77623326,-0.08386911,-0.016070032,-0.019048713,-0.011557516
VDAC2,0.01682275,0.07432115,0.6752352,-0.13992256,-0.06175434,-0.01081353,-0.012110522,0.87011445,-0.032242466,0.012434766,-0.022583056,-0.0024542927
POLR3A,0.0021650174,0.01116145,-0.390431,0.059704922,-0.0005944751,0.006895595,-0.00046651138,-0.62057155,-0.0012224872,-0.004153761,-0.0018362405,-0.0019695756
PPIF,-0.014649354,-0.028090674,0.46425638,-1.3657153,-0.015403724,0.15457618,-0.0004039756,0.38368973,0.021675607,0.00041311013,-0.017656589,-0.0018668779
PRXL2A,-0.82199854,-1.4165213,1.7758759,-0.05977183,-0.106112935,-0.69340175,-0.30393434,2.2764685,-0.5285696,-1.3880728,-0.39016184,-0.5093958
WAPL,0.0067200363,0.011847088,-0.28472948,-0.2088223,-0.0074745277,0.0014479365,0.001010603,0.049285684,-0.002504379,9.1008835e-05,-0.005873689,0.0008097203
MMRN2,0.11646249,-1.1807611,1.5157816,0.44967896,0.030452238,-1.519039,-0.23627952,0.92975193,-0.22871114,-0.07520283,-0.15719284,-0.053726416
SNCG,-2.626451,-1.9804752,1.629401,0.92916024,0.6952,0.24443834,-1.7085544,0.36627036,-0.08664889,-1.8679141,-0.9381097,-0.18690711
ADIRF,-2.79235,-3.8250933,2.1270907,-2.207655,-1.85186,-1.6390946,-2.1677432,2.2700732,-2.2296095,-5.926219,-2.4024663,-6.470413
STAMBPL1,0.0800204,0.1586175,-1.698103,-0.43062577,-0.081407085,-0.0027907484,-0.010718021,-2.2809284,-0.023851085,0.038020432,-0.07441221,-0.00997726
ACTA2_RNA,0.8348767,-0.5221418,0.9539865,-0.987263,-1.2928637,-2.9737818,0.018456692,-0.37853348,-0.4879195,-0.75130874,0.35076234,-0.49872494
LIPA,-0.73846024,-0.9446112,-0.12497103,1.462424,0.40486154,0.06267064,-0.17266448,0.113302566,0.17994325,-0.22166213,-0.16588655,0.13824254
