,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Protein private topic 1,Protein private topic 4,Protein private topic 8,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 7,RNA private topic 9
31_3,2.3233917,0.63813746,0.6329873,0.6267165,10.805798,1.8228018,10.28334,3.4944968,26.366562,0.44337118,1.1490822,1.7776849,581.87836,1.8257256,2.139616,3.9879904,0.6617858,0.7516247
31_30,1.65716,0.86342037,0.7343646,2.7631,0.86003053,13.994564,1.3948643,0.6332744,4.1500454,0.9058936,4.7375817,1.5232089,1.7831632,36.69429,1.8961937,353.5665,0.8745158,1.7258675
31_31,2.3310843,1.7913163,0.8855848,34.27795,0.79149956,3.7417274,1.1763412,0.63976485,3.957334,0.7769236,9.063995,0.93146044,0.74419564,7.086367,1.4212385,2.923401,0.68214864,0.705981
31_32,2.960166,0.5930106,0.8432872,0.95613,4.9275913,1.3416736,1.506602,14.336721,26.872774,0.25265747,1.7468543,1.5612464,8.767049,1.4245777,4.194061,1.6025105,1.0092652,1.1322931
31_34,2.2171624,0.66894513,0.8691405,0.8494642,34.257294,0.86853194,4.67382,0.9279694,24.947739,0.651564,1.1833032,1.5697252,1.1723688,1.7389882,4.3679504,1.2805891,0.79809916,1.2987667
31_35,11.914758,0.7510188,0.52315503,0.6359891,0.89105415,1.8110294,1.0038269,7.321135,2.6952062,1.2263178,1.56875,4.2840962,1.528421,1.8865875,11.8813,1.3313191,1.1971891,0.6553015
31_36,1.9565794,0.63607955,2.3704531,1.0923318,11.8424,1.1499295,1.4473183,4.557826,35.973373,0.19083434,2.1869483,1.398535,18.257423,0.62141424,3.016421,1.4357047,1.2689283,2.8018808
31_37,2.0919154,1.3930709,0.7215638,6.7679234,0.87015486,5.947881,1.6336408,0.69096184,3.4915433,0.7610022,7.4070024,1.1266979,0.73609287,55.73548,2.9046946,2.9614446,7.8133497,1.0993736
31_38,15.148232,0.73165905,3.5678596,0.66978586,0.9479615,0.9497252,1.4361396,9.917183,5.1706123,1.2567937,1.5089962,6.0955577,1.667078,0.9023261,6.320832,0.8937686,1.5139496,1.6478097
31_4,1.6492889,0.75208294,0.6035826,0.9202647,1.0162272,19.197323,1.0691767,0.6280808,5.8561172,0.9988845,1.7111533,1.442657,1.1608186,528.46906,2.398014,17.17084,0.93118066,0.87234616
31_40,3.5557566,1.425276,0.980793,5.0462475,0.66560423,2.9615839,1.4716998,1.2453313,4.4391193,0.8019701,4.408403,1.4972556,0.5578513,4.637547,5.388882,3.708232,1.2383904,1.4991194
31_41,9.413902,2.8448741,67.33195,0.77469903,0.62558085,1.0038428,1.6128204,0.6244691,2.639206,0.63454604,2.0255802,3.9033751,1.0580715,0.8160392,4.714611,0.83975965,3.972109,6.043351
31_42,11.811421,1.0386438,2.0159779,0.9000815,0.73386455,1.0278847,1.5228019,2.8172097,2.7936506,0.91122615,4.232953,8.73287,0.896034,0.65301746,8.199938,0.83917445,2.9183922,1.3058313
31_43,13.116083,2.0213137,1.9044806,1.1779869,1.2890468,0.9444826,1.5643289,2.5269606,3.1042624,1.5799878,1.63011,2.445775,0.8103735,1.5137854,24.610733,1.4188732,3.0943692,1.0988904
31_44,20.401667,1.0439982,1.3815558,0.9080105,0.85018384,1.1330332,1.6929635,3.47882,2.5231416,1.3031006,1.5895989,5.0131254,0.9659567,1.3144511,19.25695,1.1573938,4.675707,1.5317776
31_45,19.610926,0.72056866,0.57720596,0.667884,0.78643394,1.0189617,1.1811857,7.3881717,3.3261142,1.6707231,1.1760805,22.624882,1.9065961,0.66655535,3.2005944,0.74067605,0.8452675,0.7996435
31_46,1.7779546,0.7278948,0.7315355,3.4477804,0.81860447,15.837463,0.9327285,0.57826626,4.2784033,0.81919533,5.314504,0.7206769,0.87197936,8.399736,1.6184117,1.740902,0.6085162,0.59788436
31_47,16.50194,1.4848833,1.269395,0.9926752,0.7137535,1.1987796,2.9645538,3.0817196,2.151275,1.4870124,1.9511008,10.28614,1.2844834,0.81761986,5.9685736,0.7710778,4.7052855,1.7136351
31_48,4.0470004,2.5396433,60.470955,0.773296,0.63387865,0.9150933,1.4722847,1.0903978,2.7890391,0.9929111,1.3720357,3.0036788,1.0860716,0.9038193,3.8923883,0.83628464,10.134887,5.039423
31_49,20.257856,1.0639584,0.838643,1.1720035,0.90807486,1.0436887,1.329298,2.5245419,3.652977,1.5133137,1.290069,11.381144,1.9206337,1.0361711,8.516106,1.0720665,0.8352417,0.5591489
31_5,17.545044,1.013509,0.9319593,0.8495592,0.77177006,0.9110657,1.3424306,4.005662,3.504817,1.9778067,2.0076773,5.703685,0.7619469,0.7930114,17.789154,0.9317693,4.722985,2.100091
31_50,2.1896617,0.84310377,0.95049596,1.3232825,29.201841,1.1015975,47.698704,0.6089433,25.158993,0.7028991,1.319267,1.2488296,1.1060743,0.96349,1.747774,1.4541012,0.40484306,0.607129
31_51,2.3762603,0.6196699,0.8011616,51.79593,1.0429081,4.863756,1.5522575,0.7950762,4.2009363,0.8598636,7.921446,1.1272374,1.3144232,11.153154,1.769669,2.2642286,0.76564246,0.7648497
31_52,2.089695,0.5117285,0.5199294,1.0955794,13.760383,1.2842757,8.039824,2.636513,44.000328,0.21672127,1.3676474,0.90631074,59.551025,1.3492719,1.5681796,1.6389041,0.44056478,0.51542413
31_53,20.356531,0.95866096,0.87495196,0.73526204,0.84006995,1.0500106,1.3329571,2.985324,4.3835797,1.391757,0.9128145,12.288452,1.9767795,1.0629936,10.992008,1.0153801,0.7210765,0.35434833
31_54,5.9556055,0.61779964,0.8073882,1.4151343,1.883007,1.3774438,1.1411943,27.199234,6.3262196,0.50821286,10.7286415,4.5473385,4.369388,1.3757596,4.9165745,1.0646825,0.7525155,0.6667782
31_55,2.9388862,0.9345083,0.58522797,1.254242,0.8607669,9.651547,1.1581495,0.6975695,4.635153,0.89940494,3.5607667,1.447694,0.6186519,7.4548874,2.9560866,3.731682,0.87558246,1.3573047
31_56,1.8353392,0.78403336,0.7009314,0.97062045,1.108395,12.458457,1.2707858,0.8156921,4.121829,0.59844947,3.7134063,1.1135846,1.4348435,410.25015,1.4104035,26.158394,0.5342152,0.77208734
31_57,12.677847,0.74525297,0.7363622,0.632715,0.8343161,0.9609579,1.2749674,5.8962545,4.8478146,1.7819359,1.5815458,8.840689,1.4349266,0.6150318,20.898727,0.80266976,3.8037078,2.271402
31_58,10.298729,2.3177588,1.5684669,1.342139,0.69797695,0.9855026,1.819624,1.8559058,2.9005723,1.3056432,2.3268256,3.2508202,0.87537956,1.0496361,23.034973,1.197368,7.61916,1.9083842
31_59,2.230119,0.48297918,0.5047816,0.8571508,20.273964,1.9868654,0.92764235,7.686765,19.232138,0.23691691,4.3958664,1.1681764,6.8774943,2.072601,2.239645,3.6828043,0.4568087,0.98708606
31_6,16.52502,0.68399644,0.5584342,0.73481023,1.3269854,0.9729608,1.1316013,19.294851,5.4586105,0.9310804,1.2445139,10.8310375,1.8016024,1.1748698,10.349411,0.91962546,0.7840327,0.5302782
31_60,22.751408,2.250786,1.3554671,1.3035222,0.7586751,1.0457795,1.4655349,3.3495445,2.1157362,1.2044923,3.283043,2.339602,1.5015066,1.4116004,13.3591,1.3509754,4.380385,1.511489
31_61,2.142964,0.6323079,0.5038905,0.85832524,21.826656,1.5029935,0.9358457,3.2548857,38.64396,0.2233462,1.4704695,1.1071725,109.4994,1.9456934,2.134602,1.9989191,0.6794974,0.72198564
31_62,6.3339167,1.2253059,1.6923387,1.4591206,0.7809018,0.9600462,0.9070703,5.7720537,2.108337,1.3823191,3.1082287,2.1245058,3.585699,1.3474499,28.476835,0.9692686,2.206062,0.93715596
31_63,1.5656103,0.58197176,0.48284504,1.3895972,0.87132275,33.028366,1.102778,0.65545774,4.488744,0.9564796,3.296162,0.5992212,0.72519946,9.740717,0.93992853,2.2084546,0.3139772,0.40834722
31_64,3.359876,28.60943,1.5724127,1.4793134,0.8983581,1.0243101,1.518661,0.9759823,3.952982,0.5342317,16.692856,1.1995935,0.96030194,1.483059,2.0304825,1.2433444,4.214207,12.826382
31_65,26.483923,0.8677935,0.8037768,0.77279997,0.7947426,1.1985352,1.5534424,1.9871571,2.7338934,1.3829907,1.5106058,7.7194643,1.9966259,0.9700338,4.471203,1.1009612,0.63064045,0.9146839
31_66,2.2670016,0.67283416,0.69915015,1.0089662,8.071055,1.5298157,15.46922,3.1589503,6.515184,0.750441,1.6945155,1.6314658,616.1879,2.2008095,2.233018,3.7745237,0.66144955,1.5947698
31_68,8.690743,1.032563,9.2202425,0.9364878,0.76466155,0.9868084,1.6366024,2.1252942,3.6048899,1.347274,1.1052413,3.712541,1.0665404,0.943361,7.8729863,0.99715585,4.8911757,1.6347138
31_69,2.228507,0.546417,0.3849745,1.2069434,52.937992,1.2771759,1.6969907,1.221269,137.95802,0.23372892,0.7759645,1.3686887,2.6868026,1.9349589,2.3874993,1.4775809,0.31179282,0.46270528
31_7,1.906168,0.83164597,1.0107613,1.1183898,24.226782,1.3943899,1.0424976,6.3116765,92.09655,0.098377325,1.2319493,1.102406,5.225226,1.1404964,1.8807378,1.5740826,0.9411507,7.5868845
31_70,22.343628,0.9878109,0.90190864,0.73190206,0.7045801,0.9329213,1.5565398,2.9984684,2.8720717,1.8871104,2.0110402,4.387557,0.76847136,0.67118794,6.2338963,1.0792614,2.4748209,1.5752673
31_71,18.180038,0.6522981,0.76972795,0.63128865,0.80540895,1.3348927,1.2891295,4.0338564,8.009693,2382.024,0.75563824,5.599815,1.2844256,0.7858414,44.547054,0.7639505,2.480355,1.412859
31_72,17.050987,1.0494349,1.0879997,0.99225837,0.79465824,0.9565208,1.2161756,7.276944,2.8687296,1.4663436,1.7455198,3.2746112,1.0998801,0.81409717,173.82578,1.2775043,9.054609,2.8377776
31_73,1.9349039,0.61471957,0.46111673,1.1107244,37.503513,1.2267342,1.2048794,2.8626602,37.286514,0.19311866,1.9410052,1.1406424,6.5983815,0.68954146,2.6348379,1.6480227,0.5967551,0.8810663
31_74,13.164127,2.0925934,1.0228388,0.8037223,0.7752851,0.938813,2.0677557,2.7080612,4.2007437,1.7583355,2.7710445,8.276792,0.979584,0.7209836,3.5080533,1.0323886,1.3992178,1.3316617
31_75,13.927414,0.83041066,0.6916064,0.8333944,0.8603877,0.9914435,1.3866822,3.3368316,3.075809,1.9397656,5.749966,16.410442,1.1713226,0.84366167,8.343223,0.83350927,1.4907243,0.94114184
31_76,10.210477,1.1252337,2.7212431,0.81109715,0.9922651,1.0304182,1.4494975,11.723346,5.8763494,1.0692768,1.3693892,12.426787,0.8594521,0.6666733,5.894615,0.7630294,2.2854514,2.0810065
31_77,4.15514,2.3626735,1.1125488,1.8624997,1.1597514,1.5116131,1.925326,0.9245776,4.147729,0.8707443,9.109619,1.275598,1.1542801,5.1510725,3.3041966,1.4350091,1.0622014,1.4166566
31_78,3.136866,5.5356493,1.1131008,2.5632358,1.1669313,2.0024717,1.2033461,1.7182672,2.6429176,0.7237083,16.834213,1.1199639,0.7349003,4.5150523,2.454999,6.5904336,1.5907387,1.3619919
31_79,19.248867,1.2529271,1.2789572,0.7760869,0.80029786,0.9194864,1.3487153,2.7453065,2.7249646,1.2125922,2.6673374,378.1456,1.1860219,0.5458856,3.7131186,1.1361077,0.4895967,0.6453198
31_8,17.960613,1.0171939,1.0243486,0.757048,0.82830536,0.94462276,1.615681,1.8032407,3.987372,1.3438679,3.8671556,7.408367,0.62577635,0.86509794,18.232367,0.7883878,7.0440507,2.6883018
31_80,12.676712,1.6041098,2.2834678,1.0790561,0.76358306,0.8384924,1.6131737,1.5393627,2.373753,1.156339,9.415784,3.7229686,0.9389513,0.95637757,7.5494385,0.78101623,7.4592185,4.120754
31_81,1.5627744,0.52116096,0.5878136,0.5792567,0.91076064,61.326912,0.7214645,0.6550345,4.071632,0.9664286,4.795084,0.86732066,1.2867302,1.068027,1.2756597,1.0341948,0.35911518,0.3830685
31_82,22.014904,1.9687903,0.87521386,1.1461475,0.7710315,1.0506256,1.3854659,2.435933,2.6838899,1.7083417,1.8390069,5.0664797,0.6711176,0.69385225,13.511622,1.0280094,4.9044905,2.6774187
31_83,16.475128,1.2028956,2.6275103,0.78547764,0.73936653,0.9490569,1.6218996,1.7821343,4.004693,2.113369,1.2757313,7.3065834,0.8006652,0.56760573,5.5506744,0.95082814,2.1923287,1.9534801
31_84,5.418462,3.242886,1.8764153,1.9486961,0.8231858,1.0173745,1.9019144,1.1189128,2.658936,0.79944855,16.471996,2.376812,0.6172316,0.81248903,27.950596,1.1932925,10.580333,3.5602117
31_85,10.959257,2.8288896,2.0014992,1.0647347,0.78019,1.1703088,1.9781035,3.6827843,2.5073106,1.4275706,1.7380214,2.0765724,0.65953636,1.0198004,2.865192,1.220899,13.165079,4.617403
31_86,14.489189,2.4596248,1.4105867,1.0910459,0.65456134,0.8956928,1.5796924,1.7759086,3.0505123,1.6212503,2.5817108,2.905744,0.6639161,0.8411836,10.810487,1.499878,14.814847,5.638051
31_87,7.952585,2.2825398,1.4155452,1.3324884,0.9192121,0.98029125,1.1715991,3.5473337,1.8716558,1.5817385,2.7800841,6.9321947,1.3302394,1.1762482,27.743801,0.89808387,1.7858442,1.0857184
31_88,24.49186,1.3706762,1.1232309,0.8526222,0.750607,0.8747339,1.4191077,4.774254,3.7646394,1.2540722,1.0702686,5.506336,1.2733126,0.835274,6.111928,1.108599,1.3871332,0.9813808
31_89,2.5095022,1.5140109,1.1012554,5.0996547,1.2418424,4.365412,1.1948811,1.0344883,3.7645075,0.55903286,13.4216585,1.2413235,0.67244005,5.553193,6.506331,2.7225564,1.9706136,0.8847652
31_9,4.1111665,1.139482,0.9085211,30.65708,1.0399005,1.1783546,1.4009962,1.9146043,2.9833844,0.6807883,21.475399,1.7919993,0.9502148,3.6806808,6.0527525,4.956815,1.0221918,1.2208741
31_90,29.2965,0.71592665,0.7347581,0.69436264,0.92867446,1.0583944,1.4805399,3.9560552,5.845084,2.0428529,1.3860899,6.2900414,0.4941363,0.7159708,1.8832428,0.82496464,1.1589806,2.058838
31_91,20.021034,1.5570505,2.1187172,0.80362666,0.71572757,0.897586,1.4904798,2.0517282,4.1745396,1.3235229,2.0182858,6.242737,0.62995404,0.6211796,9.507678,0.6727315,7.313093,2.5479302
31_92,11.094255,1.7313354,1.3388851,1.2520037,0.7765114,1.081193,1.2858505,1.5772367,2.3550267,1.0479016,8.01888,7.5947895,1.5747715,1.4898219,23.642847,0.91480136,1.1079876,0.648866
32_10,3.305692,4.37077,1.2408721,2.9310336,0.6818253,2.9834468,2.180317,0.65516615,5.1901255,0.6916105,11.233353,1.5167797,0.7434787,1.207688,4.3729725,1.0966733,2.2297513,1.3120414
32_11,2.6037564,100.621414,1.9490974,1.2933636,0.84721935,0.9931749,4.5839796,0.73108774,7.051879,0.73304856,3.33819,1.9301839,0.6403671,1.5051613,3.0878558,1.4199675,12.917636,8.904555
32_12,1.9532332,0.77475834,0.712801,1.9321022,0.92944413,15.761622,0.8837496,0.6594357,3.91722,0.74894035,5.729296,0.9792898,1.0271952,3.2991238,2.3493676,1.1128526,0.51989263,0.6316429
32_13,19.88056,0.906868,0.91785276,0.76392794,0.7546655,1.4075933,1.2405748,3.3576066,2.5064464,1.6470339,1.1814989,8.196257,1.104775,0.7472897,22.243546,0.71652746,2.4838822,1.502816
32_14,6.919421,1.111778,13.364247,1.1941597,1.078303,0.94860566,1.8008137,3.712335,5.152301,1.5634255,0.7810154,2.7474008,1.3166208,0.69099903,3.7575202,0.7695776,6.9676003,7.6948
32_15,14.7687845,2.6965551,1.0839748,1.8748956,0.84434664,1.2754487,1.6204832,1.8851938,2.206015,0.84448516,7.6873837,4.3952103,1.0250182,0.6819402,20.657797,0.8928779,2.14739,1.8579434
32_16,7.861678,1.3484232,13.594716,0.84290516,0.77224964,1.1198671,1.6750376,1.9051082,2.2721295,1.200095,1.8236046,4.2808876,0.6339843,0.6944956,3.5366259,0.86275077,4.0242686,2.3316839
32_17,12.726777,2.181149,0.9870498,1.4318246,0.8400719,0.9085749,1.1442198,2.5553954,2.732728,1.2670363,2.3259034,2.1186082,1.2183925,2.9805028,18.69534,1.7512944,1.7809633,1.0438983
32_18,4.0342045,9.011064,2.0009208,1.4650911,0.6621936,1.3147578,2.6728468,0.777026,5.3733163,0.77063715,4.8895674,1.7470065,0.3573898,4.0707655,5.463561,2.5204053,2.585874,1.94798
32_19,4.3531,2.1382701,1.0232081,5.0430803,1.076506,1.068191,1.5558007,1.6805058,2.7235837,0.7835112,19.596935,2.6344132,1.4075711,1.3028448,14.344476,1.0654393,1.2537895,1.5576562
32_20,6.7930784,1.1048746,0.42665243,4.086667,1.1774924,1.1715657,1.2704258,3.6582837,3.4550781,10.207794,5.6351423,2.3124442,2.6271288,4.727357,103.59454,1.1616246,1.133851,0.8847884
32_21,1.4743546,0.5039421,0.5541031,0.6523533,0.9103949,46.969524,0.85769266,0.6054238,3.8159714,0.9024907,4.0817547,0.84272736,0.87010896,0.91066056,1.1326873,0.9477832,0.32718143,0.3709673
32_22,4.37147,15.957528,2.0947692,1.3887398,0.8954766,0.9490596,1.8403704,1.652332,2.5984035,0.8288034,8.434573,3.3342571,1.0345421,0.79417825,3.6813948,1.0343443,1.640095,1.5741541
32_24,2.6405292,0.8397671,0.6587095,1.0772914,17.396519,1.1296455,11.658458,0.9188682,117.54272,0.2694522,0.7255776,1.3565981,0.5203368,1.1376204,1.6694922,1.1553587,0.71451277,21.321522
32_26,12.547358,0.76022565,1.2400854,0.71086586,0.8163173,1.1750867,1.2899792,12.286045,2.1801686,1.3504391,1.834584,12.024121,1.4634467,0.5812255,4.308406,0.79452926,1.622458,1.58323
32_27,15.082192,0.6866229,0.67971206,0.69259036,0.72757137,0.9544171,1.2512982,18.307821,3.7007146,1.3546755,2.4180236,7.8924303,1.5565969,0.8555663,10.0403595,0.6970003,1.0290194,0.74182945
32_28,6.4724774,1.430987,34.646942,0.93174875,0.8044218,0.9669652,1.6255523,1.7480004,4.050533,1.6998162,1.255215,2.776061,0.97175235,0.8490096,3.2899933,0.9809805,6.3175216,4.706552
32_29,3.2306166,47.707664,1.1869032,1.4275,0.91705084,1.0740488,1.594619,1.1720942,3.8580377,0.85029745,17.942572,1.656131,0.8451829,1.4738504,3.6684704,1.3564419,2.7896974,2.6295726
32_30,1.5560988,0.61753964,0.62981224,1.5253379,0.83273405,40.178185,0.97704405,0.50357425,6.5694313,0.80341125,2.9958553,0.82741594,0.9743458,1.5843662,1.2588552,2.4605825,0.36057854,0.45883128
32_31,15.7682085,0.8309951,0.75653553,0.8857875,0.7698523,1.1302904,1.2428024,1.6800127,4.106244,1.5892621,1.4943922,8.416578,0.9261918,0.9029516,6.0731378,1.1090661,1.076109,0.5833987
32_32,27.960749,1.4278752,1.5425931,1.0399687,0.6994192,0.8051744,1.3662188,2.911208,3.253722,1.8603923,2.147427,4.530962,1.1852196,0.7918702,23.260252,0.8918289,5.342508,2.2970533
32_33,16.532867,1.1084051,0.89484954,0.72593975,0.8187063,1.0614551,1.2726163,3.2560327,2.7511134,1.4042565,1.7239277,12.941004,1.1234735,0.52300924,12.477722,0.5292812,2.2273014,1.3762329
32_34,1.5729151,0.59359574,0.6714097,0.63508946,0.87348044,41.1063,0.8306836,0.5945063,4.5180345,0.98323226,2.699991,1.083535,2.075167,1.5401713,1.6525655,1.1737454,0.2675206,0.27288967
32_36,2.2400188,0.62985605,0.484545,0.95689094,78.90167,1.248221,1.1775649,0.9580813,48.726765,0.36570337,1.069516,1.1675918,0.86408246,1.2379168,1.7972333,1.2792019,0.49779093,0.46423796
32_37,2.250527,1.1188717,0.8195404,1.2929142,1.979563,1.4662786,569.70447,0.809529,32.26329,1.9170374,0.9819764,1.2867807,1.3358036,2.9147182,2.1548796,1.8773174,2.1920068,6.013397
32_38,21.545689,0.7080544,0.8831843,0.67922294,0.7586596,1.4818482,1.4912767,3.1966708,2.4879537,1.5209851,1.2952707,9.352587,1.3960145,0.54888266,13.413738,0.56178945,1.5443195,1.2073767
32_4,2.4933681,1.5571035,1.5787156,1.5123827,0.85694146,1.5842972,69.28433,1.2587152,4.0584083,0.44297445,3.040925,1.16959,1.4813884,1.1491942,1.5243549,1.6242992,1.3373686,1.3895996
32_40,5.1848054,0.984736,0.6317868,1.2248487,1.365661,1.079843,1.2493527,24.007156,2.1391978,0.91561973,4.2373333,4.047035,1.8171576,0.9673667,12.797033,0.98993665,1.16334,0.90084404
32_41,2.2727342,0.6146248,1.2051207,1.175456,14.166107,1.3822696,1.1515617,3.3151522,65.47753,0.21465713,1.1039666,0.85819376,34.6319,0.69651324,4.928047,0.8016946,1.8643757,3.4858875
32_42,2.072054,0.67157865,0.77442706,1.0305468,45.10155,1.0318393,4.7192597,0.65588665,26.386501,0.7924936,1.1239338,1.1864381,0.65747154,0.79991716,1.5180998,1.1534458,0.51946026,0.5796513
32_43,18.795254,0.9190841,0.90990245,0.5435184,0.83210135,1.0131178,1.1821976,6.7050586,5.8283234,1.306594,2.2186909,30.207544,1.2232008,0.5562134,3.5324345,0.7268877,1.3011359,1.345699
32_44,2.1862025,0.53222394,0.61634415,0.971679,63.919632,1.0001456,1.6525822,0.6103374,23.771145,0.9780571,1.0381566,1.1758645,38.57007,1.37812,1.8533585,2.2404673,0.39401317,0.47773612
32_45,24.921663,1.508698,4.8700857,0.7504213,0.5713659,0.8759352,1.3874235,2.0453622,3.9595163,1.4376588,2.0122285,7.973969,0.72238934,0.787763,7.0208945,1.142911,4.5679107,1.3664323
32_46,2.1360824,0.70953643,0.6018945,1.0139618,69.15763,1.1592617,3.053661,0.73833764,64.97572,0.7114851,0.83414644,1.1328287,0.6233984,1.1739001,1.5433786,1.6074905,0.4685961,0.4504799
32_47,2.4269392,0.65193045,0.6376002,1.0944242,70.64402,1.2069829,1.5195762,1.530796,180.65408,0.14513983,0.85850376,0.90427923,0.855879,1.0717038,1.51162,1.7671087,0.86577,5.1124945
32_48,2.1190114,0.66572297,17.982496,0.8062643,3.419189,1.4353477,19.181534,1.6552114,12.524089,1.56117,0.815933,1.0634961,3.2123265,0.9648618,2.3426614,1.5677269,1.8845373,20.182325
32_49,6.599957,8.319345,1.4590498,1.8007017,0.6942035,1.5530919,1.4859655,0.853394,2.4960642,1.044801,5.6190367,2.2711225,0.6729377,1.0915003,10.639736,1.2898065,6.202151,2.871318
32_5,2.4148128,45.59019,4.181984,2.0905542,1.1271062,1.3059306,52.323986,0.6673472,5.4660683,0.7484627,1.5105436,1.0479953,0.77471244,0.92025304,1.4745374,1.5592862,0.8083618,2.0877368
32_50,5.865446,2.1637816,1.7532523,1.1453105,0.8181743,1.116974,1.2825079,9.629564,1.7331481,1.1940022,2.2198591,3.0114486,1.679287,0.8744887,19.3484,0.81253576,2.7810745,1.8135636
32_51,6.8588533,2.9881098,15.106773,0.9716176,0.71452135,0.83737314,1.314954,2.872585,3.0309029,1.3415303,4.3364606,7.0022163,0.72288114,0.76248044,7.812731,0.80079126,3.7475097,2.1224246
32_52,4.7943964,0.9053423,0.71326643,4.654499,1.0492089,1.4328804,1.5828495,2.3093529,2.6822278,4.250054,7.642378,2.50497,1.366018,1.7071152,16.941364,1.474464,1.2921567,0.81633097
32_53,3.4437425,32.189377,1.7592611,1.5023868,1.1856331,1.0331419,2.2603867,1.350621,3.5607715,1.0745249,16.658691,1.9438404,1.8043286,1.4201341,1.9628017,1.3598007,6.956982,15.107271
32_54,14.938255,0.96800643,2.5964825,0.93463904,0.92979,1.495226,1.2812538,2.9962544,3.3643212,1.6471108,1.0009431,5.408426,0.68799424,0.9661001,23.927935,0.81455904,1.8737937,1.2064067
32_55,7.346143,1.3506341,3.135633,1.1902786,0.9651364,1.1373122,1.8683147,2.2996209,4.472144,1.6227207,1.011684,3.4983068,0.73668444,0.9638233,7.709673,0.95464826,23.773426,4.6640034
32_56,8.231716,3.5455906,0.81411964,3.3171885,0.6818262,1.2704856,1.8332827,1.6481044,2.3791008,1.7119558,1.1982368,1.5878828,0.8104176,0.75778836,2.5627327,1.5009141,6.9588976,6.1564054
32_57,1.5791434,0.7100986,0.68553805,4.2790647,0.9433234,28.57484,1.2855799,0.5910838,6.3100243,0.64955467,6.702216,0.95267236,1.0130382,9.601359,1.647574,3.8180149,0.58348316,0.55946815
32_58,4.0585027,2.6793616,1.1711872,0.9652277,0.69147235,2.080408,1.3659668,0.9251064,4.121642,0.8074011,5.32687,3.1379123,0.8165184,3.968937,32.84527,1.8395737,1.5887895,1.2353982
32_59,34.463047,0.78326654,0.519942,0.8269259,0.89275014,0.9977741,1.4471052,3.5422614,3.181831,1.4955496,2.6861658,6.8479543,1.0409067,0.90362716,16.366533,0.80177027,1.2647537,1.1660366
32_6,2.0160916,0.4760642,0.4417295,0.78753537,21.364098,1.6656632,1.1266458,4.0120945,150.0561,0.16293806,0.9847796,1.1362593,19.418823,1.6634393,2.0571342,1.4480828,0.60426533,0.67984277
32_60,6.257263,0.90379655,0.6868882,1.6289167,1.5090516,0.9462905,1.6052585,4.9346914,5.3689485,0.39177528,14.474094,3.4688628,1.629115,1.3415694,12.715325,1.4180815,2.8331609,0.8046894
32_61,2.063558,0.45940214,0.6573704,0.5871527,12.120173,1.477869,1.1050463,5.175252,36.508854,0.2983839,0.9458962,1.2680123,11.459469,1.3242826,2.7083519,0.7559364,0.6885046,1.6435729
32_62,11.344545,2.6294384,2.7585824,0.9021212,0.854419,0.9760635,1.6100917,3.9339097,5.4051046,1.4476904,1.1494715,2.061967,0.8246788,1.0625236,4.003891,1.0247971,64.48514,9.69184
32_63,21.01279,0.8987887,0.77391076,0.8255378,0.76359147,1.4192799,1.2964108,3.3963327,2.2308798,1.3977495,1.0220892,10.212689,1.1569794,0.74549687,9.808348,0.8341676,1.1799355,1.1769714
32_64,20.414349,1.0799736,0.90195775,0.86965156,0.7812764,1.0135814,1.5044183,1.4610602,3.0712638,1.3453735,2.4878035,15.28423,0.81589514,0.543585,4.1020164,0.6638093,1.2752814,1.1264641
32_65,13.169877,1.1042511,1.3975182,1.0065507,0.8668988,0.95549965,1.296849,4.896555,3.6225483,2.2555072,2.32448,5.009587,0.9164979,0.97903067,21.410503,0.82278645,2.4217455,1.2858951
32_66,2.7224705,0.8970837,1.0700885,30.306442,1.285012,1.8022733,1.7294121,1.6227832,2.8296688,0.66017336,16.972654,1.2142304,3.4566607,1.3570708,1.726799,1.1641381,0.66399294,1.0581748
32_67,51.04123,0.9107974,0.74242616,0.6563336,0.8120027,0.9186126,1.2679598,3.450569,4.228165,1.8445045,1.7457684,8.240971,0.84686434,0.54562724,13.123352,0.7054258,3.0011475,1.7069687
32_68,10.213402,1.2645891,0.89473736,1.4750102,0.986927,1.1441684,1.3431897,4.081976,1.9581385,1.4784802,2.5939393,3.0811157,3.570028,1.4460831,9.756682,1.4451239,1.2177088,1.3315343
32_69,1.5851264,0.5865991,0.60907745,2.3921068,1.0117255,29.110497,1.1470621,0.580194,3.3245988,0.72074664,9.275057,0.66317296,1.3700743,1.0880446,0.9914291,2.963392,0.25331014,0.2431896
32_7,2.3183665,1.5517538,2.3273027,1.4642432,0.8438021,1.4903187,244.04874,0.8032309,3.3933687,0.5081017,2.4543033,1.2500793,1.3287333,1.7665465,1.580288,2.037591,0.62483585,2.0810282
32_70,10.0808325,1.1608717,1.6128702,0.829375,0.91369116,1.0304546,1.9077644,3.6745958,6.121253,1.1923413,0.8343725,10.1193075,0.7143958,0.80349267,2.3338678,1.0501133,0.9255618,1.3349355
