,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 7,RNA private topic 9
Fxr2,-0.42798,0.6177828,-0.3093814,-0.4595655,0.40596226,0.057687994,0.6766232,-0.14282978,-0.033528924,0.5957518,0.25449052,-4.3456326e-05,-0.46652725,0.044913635,-0.3599565
Trp53,1.0636373,-1.1163431,-0.0018569353,-1.035811,0.4466098,-0.31863412,-1.7068464,0.21571109,0.49996835,0.544361,-0.9481228,0.075418875,-0.21080716,-0.48114455,-1.0858462
Plscr3,-0.19211978,-0.35988733,-0.45211428,0.48510537,0.6538985,0.66203004,-0.9191041,-0.48591086,-0.14608037,0.3818329,0.51302385,-0.016928945,0.17356624,-0.13150561,-0.40208194
Polr2a,0.24494901,0.021763768,0.11843015,-0.7573431,-0.39281905,-0.19308819,-1.5682312,-0.008230215,-0.035773203,-0.33957192,-0.384094,0.016132617,-0.26082367,0.08157968,-0.04396554
Gps2,0.8679785,-0.8295321,0.4038063,-1.6358643,0.6913365,-1.4258025,-0.09811823,0.4489893,0.8658047,0.36288223,-1.2508597,0.02418027,-1.2550342,-0.23848948,-0.3872866
Acap1,-1.9901148,-0.19357318,0.6349039,0.1356013,0.83252084,0.34534067,0.55715555,-0.23217654,-1.0725269,0.51862913,-0.33084708,-0.2808426,0.4412873,-0.38207734,0.9654606
Ctdnep1,-0.29078847,-0.97121435,0.5089726,-0.45521048,0.37073877,0.631419,-0.35344714,0.09664644,-0.046950594,0.41782552,0.3464847,-0.025239225,-0.3290206,0.12646595,-0.111441396
Phf23,0.052075107,0.18650866,-0.30088958,-0.49265373,0.3554932,-0.3750053,0.07215153,-0.07843893,-0.0019787364,0.21998467,-0.46947724,0.00039920775,-0.0728699,-0.028280625,-0.35221708
Eif5a,0.7667715,-0.8398089,-0.5412216,-0.7560138,0.26708648,-0.38225362,-0.19043504,0.5025647,1.0817025,0.41942343,-1.1545027,-0.04089377,-1.1888524,-0.96178347,-1.0595664
Acadvl,0.5071251,-0.6155645,-0.58184993,-0.2498577,-0.37774068,0.027982322,0.66990423,0.11314909,-0.029349016,-0.097350046,0.1100063,0.013223637,-0.9546334,-0.2780933,-0.034319192
0610010K14Rik,0.81916136,-0.6701458,-0.4400476,-1.1955837,0.4085657,0.09200478,-1.045109,0.37814906,0.7677504,0.42293632,-0.7322799,-0.039293386,-0.39540806,-0.6826843,-0.8003166
Gabarap,0.4088423,-0.14136186,-1.0629311,-0.7248585,0.42719415,0.25463545,-0.26765114,0.18456858,0.3042658,-0.053890947,0.11428578,-0.04273868,-0.058368925,-0.6863678,-0.7184026
Gm21988,1.0445393,-0.5817019,0.20589152,-1.0185727,0.10633099,-0.06184722,-1.2380083,0.1199718,0.60460186,0.5859241,-0.43238816,-0.025881793,-1.0892684,-0.26550764,-0.94361955
Rnf167,0.053559087,0.19671318,-0.282392,0.4407912,-1.2302798,0.4787523,0.1861535,-0.55797106,-0.20007175,-1.0265929,0.4608568,0.011079192,0.58562243,-0.010948688,-0.13018805
Spag7,0.16512334,0.0666401,-1.0632964,-0.59839046,-1.0361042,0.7325092,-0.29997045,0.7231076,0.04194616,0.3633746,0.4574413,0.017958779,-0.7495728,-0.37984064,-0.7712755
Rabep1,-0.08585372,-0.36302522,0.08146188,0.44944596,-0.5516857,-0.26410967,-0.662152,0.13869345,-0.023578485,-1.0954131,-0.08787941,0.0016256782,0.25954086,-0.023119185,0.006955596
Mis12,0.3509447,0.12999243,-0.1675313,-1.117774,0.17876656,-0.6195699,-1.3196084,0.5137204,0.08177462,-0.5332064,-0.20205094,0.010211202,-0.80276555,-0.15124944,0.053098883
C1qbp,0.23590162,-0.48033017,-0.46625853,-0.15051253,-0.13334565,0.1418511,-1.6441101,0.73796177,0.25672093,0.29115894,-0.0063491827,-0.0023036771,-0.47765777,-0.5016762,-0.62951374
Txndc17,0.8823913,-0.92656213,-0.86164314,-0.494809,-1.5209025,0.73405004,-0.9817702,0.37398264,0.2224818,-0.049047302,0.13911368,0.017611701,-1.0032854,-0.20803495,-0.94809943
Mybbp1a,-0.8004865,-0.7557226,0.5264767,-0.41256058,0.6266716,0.28403607,-0.25189275,0.56978875,0.022552695,0.7775301,-0.5745028,-0.02767922,-0.09930767,-0.00029469412,0.30718622
Ube2g1,0.5034647,0.38982055,0.3321916,-0.3820961,-0.7539273,-1.3103118,-0.01436578,0.050682206,0.14684594,-0.22856595,-0.9508194,-0.0048251515,-0.25120464,0.36982778,0.0766413
Zzef1,-0.052710988,0.4575279,0.079907596,-0.783313,-0.52603644,-0.16721214,0.48487848,-0.17781949,-0.027611546,-0.541149,0.04576308,-0.008505713,-0.54954094,0.01904073,0.99782974
Ncbp3,0.5974858,-0.5095368,-0.2132782,0.60741144,-0.61235267,-0.3652345,-1.0754626,0.073214956,0.0509943,-0.8563,-0.26998645,0.0055115884,0.3703329,-0.082671896,-0.17316115
Smg6,-0.62491715,0.588258,0.5466182,0.42966425,-0.177055,-0.10139557,0.60363,-0.5369182,-0.6754803,-0.43448982,-0.38303232,-0.019010123,0.301471,0.5867162,0.13098018
Pafah1b1,0.26593328,0.12692578,-0.07757979,-0.028164627,-0.09460196,-0.11694665,-0.18022576,-0.44587475,0.020893792,-0.45876113,-0.20423199,0.006882464,-0.4101702,0.01798914,-0.23401432
Wdr81,-0.20699762,0.573901,0.6523651,0.02969248,-0.3363639,0.26466897,-1.2887332,-0.030344872,-0.01620185,0.2356966,-0.081037894,0.0029191403,-0.41698718,-0.0782413,0.22036344
Prpf8,0.25851852,-0.6063909,-0.294223,-0.84226567,0.13027968,-0.69091624,0.41977534,0.30608013,0.23871301,0.17680621,-0.44038096,0.032791592,-0.6716888,0.014523162,-0.57656777
Slc43a2,-0.9173268,0.92705333,-0.16139582,0.9497224,-0.6211838,0.11363438,-0.0033879029,-0.8791298,-1.2674195,-0.2659581,0.09689941,-0.05431759,0.7382784,0.38826188,0.4503511
Inpp5k,-0.54096836,0.35199845,-0.099775106,-0.32926667,0.22291656,0.2523119,-0.061967477,-0.019907286,-0.024843328,-0.54715085,0.02901762,0.0011541669,0.1630413,-0.020301599,0.68720526
Crk,0.11706088,0.4887486,-0.23781687,0.05841076,0.1002051,-0.0666266,-1.7884109,-0.07276526,-0.018243702,-0.47530317,-0.2014175,0.0031447294,0.1547566,-0.067472436,-0.37249905
Vps53,-0.015818924,-0.05878496,0.08898963,0.5003365,-0.30636844,-0.15814662,0.55760205,-0.031257454,0.010380755,0.41210598,-0.23643579,-0.0014180666,-0.7646085,-0.0332021,-0.32199416
Glod4,-0.33815375,-0.5288255,0.070673645,-0.4680718,0.27312085,0.4660846,0.4970369,0.39873132,-0.010423598,-0.56577855,0.02150199,-0.025566287,0.7717357,-0.14904739,-0.64388573
Nxn,-2.5808508,0.52384573,-0.19455944,0.56769484,0.42154118,0.8231505,0.7241713,-0.28303054,-1.3830084,0.7762033,0.5071578,-0.78370285,0.88606447,-0.19459954,0.17413928
Abr,-0.055928074,-0.07653664,0.24110356,-0.7495966,-0.49941105,0.09454503,-0.62927175,0.1514415,0.01757269,-0.2927695,-0.2593732,0.0018143622,-0.6348839,0.07214197,-0.055742327
Ssh2,-0.4487332,0.59690243,0.61802864,0.40049553,-0.96329767,0.18646783,-0.5173809,-0.5095904,-0.8819579,-0.5950504,0.14823553,-0.04014882,-0.012345553,0.47107813,0.88642865
Taok1,0.044074222,0.54928225,0.28909624,-0.59418,-0.52118206,-1.0588806,-0.27845305,-0.2855751,-0.16240568,-0.24714424,-0.23694241,0.13965613,-0.46027425,0.049928345,0.02450309
Flot2,-0.041918077,0.0077470476,-0.11621031,0.3051837,0.6812383,0.1545148,-1.3591324,0.14291106,-0.06543954,0.3567971,-0.07670158,-0.0014700057,0.34894013,-0.018167036,-0.26741207
Myo18a,-0.16750246,-0.0388167,0.48115027,0.3250526,0.5530073,0.27837494,-0.10997648,-0.37833259,-0.25119564,0.10719606,-0.5490096,-0.0049415235,0.53739935,-0.04994401,0.46907738
Supt6,0.031721115,-0.8062316,0.18675724,-0.36980087,-0.10121598,0.018672975,0.84564066,0.047741573,0.0017067645,0.4547303,0.25864407,-0.0035216545,-0.030773621,-0.08279952,-0.39134577
Ift20,0.1946769,-0.01698193,-0.6508511,-0.51560706,0.61253095,0.03140513,-0.8050378,0.08492519,-0.0041355453,0.2599969,0.20250928,-0.014047761,-0.5075046,-0.27017286,0.28038776
Wsb1,0.41262436,-0.8446537,-0.008046631,0.001959056,-0.9682427,-0.3662973,0.39419118,-0.01680877,0.036093257,-0.34544206,-0.8933197,0.011954163,-0.7432598,0.009994281,0.05051057
Lgals9,0.5667554,-1.31196,-0.41194788,-1.219591,0.9658098,-0.65775263,0.3640804,0.18578212,0.6555448,0.88544834,-0.8816715,-0.6935406,-1.1190721,-0.90406376,0.24601206
Nf1,0.13260761,0.17465821,0.7123393,0.36598676,-0.688346,-1.157567,-1.413684,0.12823567,-0.26661745,-0.06193748,-0.6261041,-0.017067185,-0.23775803,0.58258545,0.38355845
Evi2,0.052395545,-0.0066707223,0.83958954,-0.28553367,-1.5190704,0.12505828,-0.2041702,0.096352756,-0.03915274,-0.45164734,0.2523728,-0.002775677,-0.44090062,0.026279002,0.36695197
Rab11fip4,-0.43607867,0.7180306,-0.07834325,0.58182997,-0.48486134,0.2685925,-0.6111769,-0.051016577,-0.35004416,-0.41397235,0.9078778,-0.037537664,-0.038479768,-0.2417182,-0.065331966
Suz12,0.34681967,0.5132551,-0.09132572,0.06226508,-1.7813016,-0.7828611,-0.370596,0.14860675,0.17959219,-1.1364125,-0.2392981,0.047171097,-0.5555623,0.10317456,-0.50233084
Crlf3,0.14848617,0.44566333,-0.03252078,-0.52743024,-0.28472587,-0.60716295,0.4754165,-0.1930084,0.00086157164,-0.48399776,-0.09427818,0.006378051,-0.8462359,-0.1359245,0.40490964
Ap2b1,0.5633075,-0.07713621,-0.20351434,-0.3638996,-1.1552402,-0.69718033,0.10081594,0.13980584,0.16641906,-0.25016335,-0.7579447,0.023870515,-0.42597356,-0.18523833,-0.7397257
Slfn2,-0.5865114,0.17572434,-0.30325297,0.68098605,-0.8181441,1.2722296,-0.5839025,-0.8392103,-0.6190579,-1.484036,0.6257108,-0.39195532,1.2794163,-0.179573,0.47200918
Synrg,0.22725384,0.4672708,0.12258829,-0.12676366,-1.1075336,0.0053801304,-0.31519598,-0.18233104,0.050244495,-0.49006638,0.21955147,-0.006577417,0.0390643,0.11037256,-0.9913303
Usp32,0.053502124,0.38178557,0.37208927,-0.19270264,-0.54639965,0.06756589,-0.35123092,-0.2728311,-0.07463804,-0.67882115,-0.15160435,-0.004485542,-0.43877968,0.1700034,0.34005395
Ggnbp2,-0.19483559,0.637777,0.34136277,0.075484894,-0.43397743,-0.354815,0.3909301,-0.30801672,-0.08422826,-0.1737816,-0.062493097,0.013352502,-0.72296274,0.0880246,0.1511802
Appbp2,0.30012494,0.10546993,-0.21025245,-0.5639682,-1.2231646,-0.37801,-0.011854124,-0.02666981,0.10826331,-0.7875086,-0.5228068,0.05407287,-1.4032298,0.027487919,-0.3850022
Bcas3,-0.6457935,0.7754244,0.77093107,0.40596157,0.09562909,-0.50642496,-0.4800973,-0.5198721,-0.66365147,-0.023628442,-1.009871,-0.046983995,-0.2721126,0.44971398,0.70650023
Brip1os,-0.15225084,-0.24646196,0.50295347,-0.25279838,0.60354143,-0.596876,0.973747,-0.12645565,0.04527221,-0.100545846,-0.8562429,-0.0633553,-0.13137929,-0.025643596,0.6364851
Med13,0.72257984,0.2044705,0.3060762,-0.54335135,-0.48549563,-1.0677004,-0.32933664,-0.36974293,0.2351826,-0.90275985,-0.7387104,0.25410527,-1.0276546,0.47483692,-0.88396466
Ypel2,-0.1359114,0.45997542,0.5792107,-0.37316686,0.35613674,-0.7799016,-1.0835425,-0.111601934,-0.07263628,-0.31535077,-0.3018633,-0.006308058,-0.56853753,-0.029546658,0.7071837
Ska2,0.2985603,-1.1361794,0.62185204,-1.1230968,-0.19988272,-1.0516617,0.38642365,0.86881125,0.54231274,0.7394197,-1.0109274,-0.05141061,-0.6671944,-0.33757687,0.007855121
Mrps23,0.0077236146,-1.0710468,-0.20124468,0.055622414,-0.44288325,0.5731998,0.26103088,0.39389107,0.050264075,0.38599604,0.21388218,-0.032956615,0.4620362,-0.74669653,-0.2982534
Vezf1,0.35030097,-0.1863193,-0.20008084,-0.11362742,-0.77930826,-0.8314484,0.48414478,-0.2704327,0.100568846,-1.0985329,-1.0338405,0.026936892,-0.27913764,0.111403055,0.0028983692
Trim25,-0.28511667,-0.11414997,-0.54629606,0.53946257,-0.2273884,0.67119706,-0.92187434,-0.002339913,-0.37293643,0.06659772,0.600865,-0.041610163,0.24474148,0.04220321,-0.8944695
Dgke,-0.031378385,0.73007524,0.6738611,0.3252688,0.3480771,-2.3349204,-0.31835452,-0.21834508,-0.2733932,-0.33610657,-1.0684055,0.034065653,-1.1916826,0.65214807,0.82306033
Msi2,-0.9230783,0.6927627,0.37274715,0.76155883,-0.2978203,-0.1526202,-0.6845403,-0.32279378,-0.9406206,-0.6293797,0.3546605,-0.053493433,0.08933209,0.50707746,0.6215433
Spag9,-0.13349213,0.41616008,0.45345452,0.018537018,-0.20046799,-0.5364064,0.054994687,-0.012344049,-0.0117562,-0.17617528,0.037390444,-0.0030134995,0.26676533,0.045557868,0.0051601795
Ankrd40,0.10762933,-0.06881874,-0.30445397,-0.97084635,0.06046122,0.25178108,-1.327306,0.17037685,0.010905537,0.523991,-0.060805302,-0.008940987,0.16653883,-0.22149894,0.26966405
Lrrc59,0.48180282,-1.0279318,-0.3521468,-0.8633139,0.62449265,-0.09178543,-1.4848071,0.335854,0.21969381,-0.1428138,-0.4094137,-0.025591057,-0.32985234,-0.49355102,0.26177192
Nme1,-0.56961334,0.016645994,-0.9982848,0.4127709,0.3793638,0.74416137,-1.0393616,0.36612225,-0.09333639,0.34492317,0.69445896,-0.41103008,0.69525254,-0.78262466,-0.87396085
Kat7,0.20643806,-0.73525316,0.14873336,-0.78460884,-0.6971247,-0.2483417,-0.5098613,0.5023081,0.14003655,-0.73036766,-0.05953596,0.0074946936,-0.5767494,-0.014948242,-0.53233767
Fam117a,-0.013283383,0.5472909,0.4824957,-0.7494184,-0.38718915,-0.8875211,0.04392192,0.25646603,-0.070351504,0.021275975,-1.5600345,0.010292983,-1.563422,0.32429686,0.68914545
Gngt2,0.49225238,-1.0001122,-0.09186525,-1.2488766,-0.12556961,0.007638353,0.49174398,-0.007754064,0.09601082,-0.34298,-0.8594765,-0.0068656486,-0.16983362,-0.09331409,-0.14354058
Abi3,-0.021958895,0.2193102,0.027782818,0.25348258,0.10529081,-1.2305093,0.7914023,-0.28316745,0.013873562,0.4880073,-0.2555244,-0.012669558,-0.47749597,0.049115982,-0.55135083
Zfp652,0.06285999,0.15719499,-0.06462023,0.13519582,-0.29162923,-0.5584375,0.09888363,0.097827554,-0.022883344,-0.09308405,-0.21117078,0.0045367028,-0.95417947,0.05335441,-0.26382574
Spop,0.20366587,-0.23158368,-0.18861406,-0.058330677,-0.71117103,0.31817028,-0.3110361,-0.06290647,-0.06205768,-0.5832006,0.3103289,0.0071568685,0.033300336,-0.043210037,-0.2531095
Snf8,-1.5077146,0.24171858,-0.32934645,0.3839919,0.67769086,0.82027394,0.4151735,-0.54760665,-0.6296723,0.40050492,0.5186383,-0.6845733,0.63396513,-0.48082486,6.147192e-05
Ube2z,-0.34243688,-0.4060656,-0.4774745,0.9653559,-0.29214996,0.840728,-0.8802021,-0.29218978,-0.18766549,0.20512491,0.76766586,-0.01648888,0.6184954,-0.72848535,-0.9227203
Nfe2l1,-1.6949532,0.31476092,-0.6369268,0.44656298,-0.82035196,1.2764952,0.22388974,0.14571814,-0.8300231,0.3272554,0.66860986,-0.19049387,0.8061562,-0.33094177,-0.582519
Cbx1,0.31192094,0.22979283,-0.23034385,-0.21857405,-0.75788355,-0.65907073,0.25050297,0.29322,0.18279545,-0.4226565,-1.0150352,-0.0015713633,-0.18821673,-0.039366182,-0.104820885
Socs7,-0.47702137,0.42484552,0.04607205,0.82302755,0.03607608,0.3932199,-1.3641801,-0.3292892,-0.25711554,-0.02535348,0.25995815,-0.00012379128,0.38939378,0.001080313,-0.116057314
Kpnb1,0.15796378,0.08264793,-0.052303433,-0.539703,-0.31435505,-0.43341917,-1.5531682,0.3865923,0.18875058,-0.44015166,-0.9452269,0.0033343732,-0.12429966,-0.18808907,-0.20484711
Mllt6,-1.4735081,-0.22441931,-0.11402533,1.0477833,-0.68332505,1.3627447,-0.8158947,-0.5350134,-1.096107,-0.86556965,1.2927046,-0.17098728,0.8422459,-0.2929685,-0.7186313
Pip4k2b,-0.40080565,-0.5444807,-0.34136534,0.026068801,0.3661297,0.14076737,0.643921,-0.07129494,-0.07093796,-0.6005278,0.42088816,-0.0064304126,0.712814,-0.2671174,-0.8123523
Plxdc1,0.08534532,0.9386435,0.536605,0.09737554,-0.1549995,-1.675056,-0.66592187,-0.15341304,-0.22100651,-0.6904546,-0.9723488,-0.014231985,-0.6468333,0.11886607,1.2700763
Lasp1,-0.4869776,0.3441743,-0.6398448,0.5851906,0.077812344,0.8638967,-0.038997162,-0.24008523,-0.8315627,0.32581422,0.82326186,-0.047412615,0.6987921,-0.65567625,-0.43341774
Fbxl20,-0.1846207,0.6686489,0.22534421,0.5419409,-0.66110784,-0.53109676,0.039430823,-0.12578286,-0.19508785,0.18733443,-0.2884142,-0.008198673,-0.37275207,0.08841327,0.6923683
Arl5c,1.3789133,-0.9645079,0.13234165,-0.55157226,-0.40383607,-1.3495226,0.2425137,-0.1888646,0.8950707,-1.0328238,-0.39153877,0.06196949,-0.8029612,-0.58599335,-0.09749818
Cdk12,0.1078045,0.19699886,0.4891436,0.3468704,-2.0610285,-0.5873243,-1.5723486,0.152162,0.0071969107,-0.54430974,-0.04866348,-0.020611702,0.54503477,0.14855361,-0.17464814
Stard3,-0.9072286,-0.30580068,0.54045254,-0.30501503,0.5235496,0.2706366,1.0238572,0.27289882,-0.3211307,0.5691623,0.017607749,-0.09130293,-1.0070848,0.17600013,0.2163454
Med1,0.8124111,0.17177927,-0.024091657,-0.9079391,-1.3508872,-0.7121814,-1.6546142,0.26230496,0.20580646,-0.36370987,-0.24088809,0.14314283,-0.5788613,0.19625716,-0.42618477
Mien1,0.9888361,-0.4410867,-0.88904214,-0.62683064,-0.3201473,-0.0756602,-1.6986134,0.44844294,0.5115597,-0.47755057,-0.8330314,0.079810984,-0.8984257,-0.078368485,-0.45619297
Ikzf3,0.60430205,0.23032692,0.437535,0.080364205,-1.6647794,-0.6755403,-1.5529115,-0.14170226,-0.050920874,-0.78329825,-0.40976667,0.050569806,0.39580208,0.4055848,-0.17829148
Psmd3,0.18880975,-0.3007133,-0.31556353,-0.61572844,0.11814066,0.39616686,0.032187346,0.3466907,0.12169904,0.3758302,0.17993541,0.0023524417,-0.9516548,-0.6713322,-0.50523967
Casc3,-0.62427306,0.5861727,0.17989506,0.58471525,-0.5262657,0.40912998,-0.10886418,-0.024086662,-0.13073726,-0.4043425,0.81594867,-0.02515486,0.2586258,-0.2192046,-0.02490438
Wipf2,-0.7782557,0.06787991,-0.005069336,0.47171938,0.5905517,0.42861915,-0.56254876,0.13687524,-0.58501023,0.90379584,-0.196797,-0.042887755,0.8163232,-0.17172022,0.40806052
Igfbp4,-3.693298,-1.3951136,-1.1478657,-0.68273246,1.6323667,1.6395161,-0.057279717,-0.2841036,-2.2092037,1.120152,0.9851039,-1.4345274,0.7638489,-0.77370083,-0.81389356
Ccr7,-3.8415694,0.31063694,-1.3236536,0.16429494,-1.5963306,2.226561,-0.9026466,-1.6916493,-2.3297098,-1.0738778,1.5942267,-2.3003628,1.5211563,-1.0138927,-1.0851654
Krt17,-1.3375998,-1.1150881,-0.93553275,-0.21763575,0.28917912,1.6121067,-0.0781894,0.05098634,-0.6964257,0.41719136,1.022788,-0.8895425,0.6388397,-0.6816914,-1.2981521
Top2a,0.21640638,-0.23621249,0.38049254,-0.7530295,0.500601,-1.6954325,0.4652386,0.52083886,0.9851169,0.68078774,-1.0287657,-0.62141937,-1.3929297,-0.43016875,0.08788363
Cnp,0.29942706,-0.61215556,-0.01001169,-1.5179726,-0.038370058,-0.14923838,-0.013054113,0.21728817,0.07367444,0.110258,-0.9463582,0.024435792,-0.30562142,-0.5686604,0.05578033
Dnajc7,0.35981706,-0.5032017,-0.032131273,0.09587147,-0.69636035,0.07539087,-1.1906805,-0.109548666,0.01684468,0.16185237,-0.13126022,-0.0013649734,0.6008043,-0.10963576,-0.7723458
Rab5c,0.67582786,-0.7605766,-0.25276482,-1.6625701,-0.1093739,0.1623766,-0.5570746,0.304203,0.5146245,-0.22801319,-0.39316207,-0.005026811,-1.4619305,0.037037198,-0.063058116
Stat5a,-0.9364867,0.55189836,0.33739704,-0.21503526,0.11416192,0.6710961,0.3051953,-0.42731458,-0.36708373,0.16631043,0.067771,-0.08125748,0.5185122,0.2487495,-0.7763626
Mlx,1.0509888,-0.5345031,-0.2986289,-1.2416435,-0.16349427,-0.4434687,0.082121976,-0.09576409,0.2696818,-0.13431096,-0.8279892,0.04074374,-0.69544697,-0.1597727,-0.22859468
Stat3,-0.2648227,-0.354412,-0.19508931,0.4068251,-0.23130634,1.024436,-0.72918314,0.12420068,-0.24884841,-0.32765013,0.7425238,-0.024688644,0.903745,-0.42728803,-0.51215416
Psme3,-0.29377988,-0.6997484,-0.67214304,0.053069185,0.82047033,0.3031062,-0.8656577,0.10477597,-0.009543332,0.27864757,-0.0037839455,-0.0017567655,-0.58295476,-0.38891128,-0.6514719
Nbr1,0.46463898,0.2672372,0.17314023,-0.5514869,-0.17384572,-0.42983004,-1.5021297,-0.09122769,0.03136737,0.097419076,-0.13346943,0.0032899487,-0.83153296,-0.22643448,-0.19684999
Dhx8,0.534046,-0.18366848,-0.17231052,-0.3837795,-0.25904685,-0.6791231,-0.43688935,-0.17628115,0.114241555,-0.30500722,-1.2343645,0.019736107,-0.18216291,-0.12651983,0.43882042
Atxn7l3,-0.41465282,0.24977992,0.41796923,0.5709861,-0.98859525,0.5048406,-0.24483743,-0.16546938,-0.1830781,0.10140569,1.0318623,-0.029302783,-0.88904375,-0.00081785937,-0.15472919
Slc25a39,-1.337563,-0.98307914,-1.2500284,-0.27513424,1.6183425,0.45099163,-0.04205988,0.12084282,-0.25658512,0.5332631,-0.62883943,-0.2161524,-0.0192732,-0.8324602,-0.73745
Grn,-2.3325746,-0.038662035,-0.9612353,1.0935811,0.6983992,1.0291342,-0.64235675,-0.13858534,-1.5038333,0.061694823,0.93884635,-0.12013745,0.9091455,-0.68682116,-0.6950117
Eftud2,0.2572069,-0.21133387,-0.20447664,0.07672548,-0.99105006,0.17000327,-0.3998971,0.3984749,0.06323082,-0.56766826,0.0011534077,-0.005436387,0.11050123,0.026448468,-1.189712
Gpatch8,-0.012982618,0.208851,0.5391545,0.35083145,-0.7127247,-0.49002454,-0.04305951,-0.6235671,-0.0920121,-0.26528406,-0.0040479423,-0.004630526,-0.57740027,0.23558603,0.536045
Nmt1,0.07544199,-1.0281337,0.22685322,-0.6667073,-1.0330889,0.35770932,0.5525581,0.57050806,0.23644502,-0.06487772,0.0564551,-0.017639013,-1.0231335,-0.41700295,-0.052119583
Nsf,-0.029031703,0.50734097,-0.32440326,0.40877196,-0.16688965,-0.5312365,0.8502903,-0.75041896,-0.08243461,0.21796492,0.049238298,-0.007181641,-0.62961596,-0.03459342,0.33007863
Cdc27,0.10958521,0.2620799,0.42794827,-0.5317675,-0.2641649,-0.85660875,-0.030526403,0.20561075,-0.019567339,-0.47315454,-0.3273485,-0.0062950277,-0.8855169,0.048467215,0.23723732
Kansl1,-0.90650064,0.83081675,0.53129005,0.34311822,-0.24889867,-0.17303228,-0.030023744,-0.629989,-1.1383507,-0.45221296,-0.2832593,-0.014629112,0.33215922,0.72438306,0.6094034
Tlk2,0.039778076,0.46948987,0.32507727,-1.5815972,-1.05752,-0.41242975,0.5196509,0.021066805,-0.19279183,-0.08472741,-1.1006445,0.04198629,-1.0376631,0.12950037,0.32619062
Dcaf7,0.015766134,0.007611519,-0.1007775,-0.81922734,-0.3211433,-0.24038212,-0.31686622,0.27993053,0.042114902,0.34963977,-0.20308879,0.0023753059,-0.8553672,-0.08786276,-0.75191706
Ccdc47,-0.13758565,-0.42655173,-0.013928575,0.578058,0.28006628,-0.29742458,0.38951194,-0.12500459,-0.053559456,0.21577547,0.3032725,-0.0009279185,0.29853135,-0.024228139,-0.1844598
Ddx42,-0.029264513,0.28369826,0.13726087,-0.016858302,-0.69983566,0.18729648,-1.4452642,-0.067344405,-0.05489945,-0.47250038,-0.21051373,0.005692032,-0.03776218,0.020704595,0.19937716
Pecam1,-0.94413215,0.7784713,0.5555681,0.8474794,-1.0416607,0.10622816,0.112325795,-0.009266711,-0.5152854,-0.5866445,0.7083608,-0.06983348,0.4122169,0.15747754,-0.09441386
