,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 7,RNA private topic 9
Fkbp5,-0.30842978,0.044669036,0.41466126,-0.25121358,0.5523992,-0.8473982,0.19027731,0.4332892,0.24500822,0.68412924,-0.6256654,-0.4171958,-0.22970802,0.1695331,0.36576226
Srpk1,-2.0012455,0.38827232,-0.39062598,0.3228938,0.05671795,0.78703564,0.8034532,-0.044740517,-0.68607306,0.45080504,0.7813973,-0.6986325,0.8504965,-0.3383076,0.2623728
Stk38,0.4581777,0.042646352,0.09008725,-0.017026098,-0.86334944,-0.21925324,-0.8675671,-0.038945846,0.029858429,-0.84690714,0.14061768,0.0006502719,-0.44267994,0.20353535,-0.47077462
Kctd20,0.119862854,0.49188167,-0.9826822,0.3923312,-0.65336925,0.39792174,-0.37762347,0.08604147,-0.014565825,-0.54647005,0.2633683,-0.02445995,0.5749095,-0.082940914,-0.040080544
Pi16,-5.037816,-1.6042933,-1.6318634,-1.6614487,2.1692538,-1.2757742,0.6096937,-1.1157315,-2.5293846,1.4153104,-1.1291907,-3.2063415,-1.0188651,-1.3168561,-1.0977346
Mtch1,-0.46694857,0.27749336,-0.3751468,0.19293463,0.5923054,0.42486304,-0.058043774,0.2373664,-0.16656359,0.17396626,0.21994421,-0.027179424,0.63497984,-0.2956365,0.17411195
Glo1,-0.16974285,-1.187769,-0.3191507,-1.0602201,1.0161959,0.11259908,0.7686213,0.01947579,-0.048617117,0.76597947,-0.25330818,-0.03148755,0.30532056,-0.41748413,-0.6192627
Btbd9,-0.6870759,0.6890045,0.7581565,-0.1250785,-0.3037203,-0.35925335,0.25940764,-0.26961902,-1.0545759,-0.4959187,-0.13052374,-0.078999676,0.37036955,0.56654245,0.9036307
1700097N02Rik,1.6300404,-1.5896885,-0.10625296,-0.39874765,0.30311465,-1.424504,-1.6145021,0.39803976,1.1844262,0.7166134,-1.1898557,0.10272488,-0.8348177,-0.64135295,-1.1508234
Zfand3,-0.82022077,0.82825226,0.2729769,0.5166491,-0.8507553,0.09054817,0.042629313,-0.38103047,-0.5811416,-0.9300384,0.123879984,0.0012577483,-0.6153157,0.57295334,0.6961747
Dnah8,-0.112717725,0.05568367,0.7405819,-0.40330908,-0.8768576,-1.1367625,-0.027358385,0.048780907,-0.18388972,-1.2481412,-0.1902721,0.08818909,-1.1833763,0.007466936,0.7381676
U2af1,-0.08064349,0.31895822,-0.0165986,0.23678958,-0.31184465,0.35440886,-1.3015134,0.09707,-0.009874417,0.10701992,0.19979367,-0.0036894977,-0.2043578,0.01698242,0.055237457
Pknox1,0.6680858,-0.16452056,0.21215728,-0.570837,-0.5334601,-0.9686363,-1.05539,0.09209272,0.14520967,-1.2388318,-0.3921992,0.09645687,-0.6782313,-0.009193913,-0.363852
Ndufv3,0.8001068,-1.1186992,-0.18520914,-0.7557431,0.24574055,-0.06808176,-0.88420963,0.26489004,0.63875973,0.36788765,-0.0717058,-0.0037201592,-1.5114747,0.010120598,-1.2106377
Akap8,0.06143408,-0.13796853,0.4496897,0.3629552,-0.72134584,-0.57695603,-0.31551957,0.10284594,-0.019086018,0.33766553,-0.47933787,-0.013091161,0.015033472,-0.0052474695,0.10661195
Akap8l,-1.1058043,-0.34170753,0.46926463,-0.6870597,0.8564267,-0.45166594,1.2015284,-0.2247846,-0.40441787,0.65387505,-0.3344362,-0.06743838,-0.003466629,-0.015435004,0.350811
Zfp871,1.6104717,0.20267574,0.43278086,-0.8383328,-1.8441137,-1.2787592,-0.35336125,-0.25399053,0.56074536,-0.93405026,-1.2698959,0.21878196,-0.81564605,0.532833,0.22338343
March2,0.17547604,-0.6491014,-0.7066261,-0.57699245,0.38089344,-0.17232552,-0.5802858,0.1438807,0.003943872,-0.68898714,-0.043933533,0.028101409,-1.1021714,-0.32885253,-0.40499258
Ndufa7,-0.14883901,-1.0084183,-0.28263214,-0.39225158,0.5457844,0.53599936,0.43627942,0.26972377,0.065769345,0.76638174,0.12551567,-0.14188376,-0.30579522,-0.8773498,-0.019203944
Pfdn6,-0.02339086,-0.20307678,0.07506043,-0.34106174,0.06491295,0.5393625,0.6184071,0.33107856,0.038258538,0.20326239,-0.4562843,-0.0022507948,-0.5875121,-0.2151148,-0.396745
Tapbp,-3.4839807,0.21979262,-1.1797124,0.67895025,0.5659272,1.4986885,-0.37820566,-0.75341374,-2.248824,0.44749665,1.327775,-1.8273815,1.0167162,-1.1427912,-0.08114081
H2-DMa,-0.81167245,0.13193889,0.06857635,-0.160209,0.7377212,1.0597875,-0.98281866,0.068898715,-0.5927981,0.97877324,0.8406088,-0.061665498,-0.09512336,-0.5082585,-0.85348374
H2-DMb1,-4.1613936,-0.19787169,-1.1608614,0.9369683,0.42794982,1.7376796,0.18644343,-0.91250694,-2.3789015,0.43245822,1.2985111,-2.595086,1.5494609,-1.188829,-0.8749802
Brd2,0.20894077,0.18362777,-0.29401207,-0.23837964,-0.38555306,0.17008702,-1.4328234,0.014624107,0.1253475,-0.691511,-0.0756214,0.010962247,0.1493243,-0.049939923,-0.95636415
Psmb9,-1.0069782,-0.0504733,-1.1842217,0.40319756,0.6501841,0.9432301,-0.7305252,0.19922157,-0.7382148,0.5452266,0.71601707,-0.14255434,0.8667469,-0.81616783,-0.5674616
Tap1,-3.7816355,0.38751945,0.138291,0.3239521,0.9293305,1.381464,-0.43822557,-0.7647343,-2.2350621,0.6356787,0.97997147,-2.6306453,0.9408161,-0.8084423,-0.17729072
H2-K1,-3.8299897,-0.41306284,-1.5402647,1.1837411,0.37849945,1.2428207,-0.24742007,-0.6732003,-2.866192,0.13223812,1.2367241,-2.7894254,1.475004,-1.0942861,-1.0664829
Tap2,-0.6560695,-0.3061253,0.19388494,0.49928987,0.0037421996,0.68374956,-0.54013246,0.10431688,-0.47633317,0.5259936,0.13175356,-0.020809645,0.78548664,-0.17892869,0.1538296
H2-Ab1,-1.719769,-1.2113656,-0.604909,0.2824739,0.8159529,0.9420546,0.129191,-0.051636092,-1.8025682,0.75351495,0.895223,-1.1493872,0.88154835,-0.91155356,-0.20598286
H2-Eb1,-0.9444413,-1.063156,-0.942263,-0.27492064,0.53846604,1.3212931,-1.1406093,0.41266456,-1.0983797,0.81553,1.0380044,-1.6073282,0.71382374,-1.1045697,-0.8776977
Gpsm3,0.3566396,-1.0856181,-0.09778249,-0.006401409,0.031134041,0.12577869,-0.01722712,-0.33022454,0.024788963,-0.06348829,-0.05223149,-0.0012843374,-0.6401021,-0.05194682,-0.57626194
Pbx2,-1.4499686,0.67984957,-0.00300064,0.5390563,0.323805,0.7335393,-0.0862956,-0.24273944,-0.43609026,0.19679785,0.17172419,-0.089056626,0.24538971,0.20876062,-0.16370934
H2-Aa,-1.0441833,-0.8299941,-0.6575396,0.023304451,0.56080055,1.1592462,-0.761921,0.16101524,-1.191205,0.35448423,0.99841195,-0.46634153,0.8637135,-1.1545169,-0.6735292
Ehmt2,-0.3548199,0.17564587,-0.76133776,0.6005558,0.3024592,0.56541765,-1.0153672,-0.1433785,-0.15385738,-0.41876367,0.70724857,-0.016919367,0.767161,-0.25321054,-0.69937664
Lsm2,-0.402916,-0.043192025,-0.26827466,-0.7079212,0.39476228,0.21177845,1.0604656,0.2536299,0.036509898,0.8607078,-0.9947998,-0.05351237,-0.08408064,-0.20207547,-0.4463836
Vars,-1.1613055,-1.0673622,0.20426443,-0.5490435,0.6226846,0.29327336,0.52118236,0.64503056,-0.23191689,1.1741649,-0.16892667,-0.16990238,0.39257044,-0.76774895,-0.75953406
Csnk2b,0.573449,-0.5059309,-0.23883384,-0.9351571,0.26617217,0.09717446,-0.8746015,0.032220855,0.15770945,0.6243945,-0.1949744,-0.045570068,0.072744116,-0.94417286,-0.8693734
Ltb,-0.40396497,-0.46334,-0.10949454,0.73228914,-1.1207874,1.565806,-1.1547519,-1.022963,-0.17174412,-0.71769124,1.1922556,-0.29145697,0.5127467,-0.13172455,-0.7409633
Ddx39b,-0.21044463,0.14681305,-0.7892411,0.60231644,-0.12991813,0.22512487,0.31492153,0.21784021,-0.08089317,0.3058251,0.10492587,-0.035966624,0.3919751,-0.66045547,0.014405593
H2-Q2,0.8818646,-0.42748272,0.13749717,-0.5877156,0.52052134,-2.0278633,-1.3357267,0.407308,0.6912828,0.34959394,-1.2719526,0.094994456,-1.4327807,0.078667596,-0.12519413
H2-D1,-3.185678,-0.24705742,-0.9875647,0.5126997,0.4811691,1.2534661,0.07903704,-0.44923848,-2.3511524,0.2312506,1.0103049,-2.2946424,1.2788044,-1.2020917,-1.0962572
Ppp1r18,0.4715462,-0.46251726,-0.775139,0.2831524,-0.7109946,0.7483099,-1.4778769,-0.32706437,0.15103002,-1.0797958,0.48292586,0.026037686,0.13033767,-0.6831671,-0.07329704
Gnl1,-1.7038932,-0.5831908,-0.5384852,1.1006565,-1.0909516,1.392899,0.04105529,-0.54310834,-0.8921885,-0.55786794,0.93194944,-0.38273287,1.3653845,-0.54601127,-0.8157928
H2-T22,-0.6077922,0.16847272,-0.5400231,0.650369,-0.69251436,0.9941143,-0.3032542,-0.2097673,-0.22190315,-0.55823594,0.500221,-0.01884403,-0.5343582,-0.34468704,-0.5781141
Znrd1,0.22447857,0.062007736,-0.90334654,0.089571014,-0.5612849,0.06826487,-1.1295805,0.18865563,0.08206287,-0.13820666,0.577227,-0.0046427855,-0.21473365,-0.4110158,-0.9932753
Ppp1r11,0.30398715,-0.6466636,-0.6548634,-1.2729766,0.69971806,0.04852212,0.035771184,0.1024768,0.14007443,0.2289823,-0.57993543,-0.013731132,-0.8472672,-0.28993696,0.33605534
Ubd,-1.9926543,-0.20569035,-1.3912445,1.0208336,-0.8419763,1.7416537,-0.8940782,-1.317063,-1.2951496,-1.3414727,1.1359143,-1.4616103,1.5600376,-0.8392357,-1.0061978
Filip1l,-0.52492774,0.6391871,0.07290516,0.65724975,-0.18046318,-0.25826833,0.7551883,-0.84445024,-0.19493008,-0.7138885,0.18477963,-0.54110247,0.46826065,0.17312774,0.5100586
Clic5,-0.20866832,-0.57218105,-1.0458354,-0.010045593,0.29901037,-0.7365558,0.18126589,0.5549688,-0.20024204,-0.342476,0.05340813,0.013096359,-0.4422989,-0.120371796,-0.25180182
Cdc5l,0.79285854,-0.4461256,-0.4111328,-0.97775596,-0.19320732,-0.4286763,0.3278189,0.3230041,0.5755254,-0.6559661,-0.34017813,-0.020400899,-0.8424911,-0.08529684,-0.519023
Nfkbie,0.12611099,-0.05514508,-0.279165,-1.1306999,0.38924447,0.46948072,-1.3673928,0.56239814,-0.03310526,0.26275852,-0.1967151,0.00016399077,-0.56953937,-0.13354054,-0.43184984
Slc29a1,-1.7846774,-0.99838954,-0.26869354,-0.019389147,1.1915326,-0.13498192,0.9521654,0.25354064,-0.55681753,1.1411145,0.09269805,-0.35261428,-0.6448149,-0.5056881,-0.08043673
Mrpl14,0.18585496,-0.34781533,-0.62852913,0.31970006,-0.58865917,0.71882284,-0.050110556,0.13538328,-0.011939536,-0.06340303,0.55950224,-0.01456435,0.5977216,-0.21705198,-0.20136629
Mad2l1bp,0.16455995,-0.31549272,-0.34187263,-0.28573498,0.38474897,0.10935831,-1.117261,-0.032731544,0.022779446,-0.07945445,-0.36044055,-0.004126837,-0.253661,-0.041077316,-0.5489374
Gtpbp2,-0.586897,0.066013366,-0.038753025,0.54647213,-0.44696835,0.6100364,-0.5956796,0.3398262,-0.12040167,-0.13361557,0.1490914,-0.0038892897,0.38656917,-0.042886127,-0.22184306
Yipf3,0.07292693,0.07453738,-0.5427453,0.82700753,0.1475907,0.63617975,-1.428134,-0.31960455,-0.018143626,-0.76558745,0.41414908,-0.00089943875,0.46623495,-0.15042637,-0.5690468
Crip3,0.22252832,-0.14750126,-0.3681028,-1.0195699,0.59301865,-0.37597734,-0.33635774,0.47044653,-0.16369668,0.5537821,-0.78028476,0.041662343,-1.0078781,0.063185655,-0.44117415
Srf,-0.4553046,0.2601705,-0.26269555,-0.9870429,0.25027215,0.9009424,0.32992372,-0.18084665,-0.1235493,0.2025011,0.466101,-0.017752927,-0.2282466,-0.18532021,0.16046739
Mrpl2,-0.06455336,0.4577173,-0.6795818,0.017659884,0.07494572,0.90712,-1.292158,-0.09553287,-0.31031695,0.39699098,0.05995675,-0.035540853,0.99102235,-0.6054824,-0.2398955
Ppp2r5d,0.12194958,-0.8569937,-0.1609058,-1.3983914,0.20785344,0.60876566,-0.57504016,0.52414525,0.11051649,-0.328006,0.105288975,-0.009411659,0.29444712,-0.40234843,-0.109211735
Ubr2,0.09561219,0.0016796767,0.31366372,-1.1865516,-0.3791275,-0.4464751,0.8330549,-0.34135818,-0.11032547,0.26422828,-0.8768882,0.018845592,-0.26497987,0.062106527,0.28576717
Tomm6,0.14854845,-0.5087821,-0.86337566,-0.04234211,0.13012443,0.17435507,-0.36979127,0.51721406,0.08068895,0.20292833,0.03184345,-0.024685156,0.18670483,-0.6625536,-0.30679557
Rftn1,-0.6599818,0.35403565,-0.0028372211,0.43741733,-0.08728725,0.5365254,0.8255839,-0.3578751,-0.30618298,-0.4980451,0.4845246,-0.04412746,0.13937065,-0.043849256,0.4014102
Plcl2,-0.451774,0.5948451,0.22866832,0.66629905,-0.55745953,0.13593633,0.12278251,-0.54508,-0.3154454,-0.24608684,-0.073286444,-0.003702586,0.30698308,0.03281457,0.41320387
Tbc1d5,-1.0781713,0.5927975,0.6912917,0.56630236,0.01657308,0.15269141,-0.24340527,0.11709129,-0.3319262,0.015343842,0.09289925,-0.056898143,0.041949127,0.22862713,0.66365755
Kat2b,-0.6408565,0.5929777,0.32091746,0.37251464,-0.5325121,-0.10464768,0.29123873,-0.53201723,-0.15529248,-0.084602594,0.39244533,-0.008098231,-0.24329059,0.023109136,0.23771833
Mpnd,-1.0667564,-0.5805792,-0.83225787,0.41306296,0.53588593,1.0333027,0.32339466,-0.44709843,-0.65103805,0.031567015,0.42071086,-0.08084488,0.90104324,-0.07363128,0.34512535
Sh3gl1,0.17180018,0.7586104,0.050471127,0.102315105,0.22576678,0.23603058,-1.1032029,-0.2084337,0.021737315,-0.21546435,-0.35693148,-0.0030969293,-0.1298247,-0.008745486,0.2184672
Ubxn6,0.31739736,-0.2137145,-0.6049442,-0.2108172,0.25221223,0.6560185,-1.1569474,0.2622593,0.020726658,-0.032021444,0.078003414,0.00042347366,-0.30291027,-0.24655503,-0.09143307
Hdgfl2,-0.82444865,-1.0863193,0.16825624,-0.15465032,0.3984112,0.4402035,0.939093,0.33186656,-0.08270292,0.06746044,-0.26501712,-0.036685184,0.53092384,-0.16203284,0.31105787
Plin3,0.23881857,-0.0727396,-0.46509647,-0.3386505,-0.2401452,0.36437604,-0.9920291,0.16448781,-0.017694127,-0.38072136,-0.07754058,0.0011901841,0.2605158,-0.3123789,-0.4692642
Ptprs,-2.110921,0.28317374,0.41095757,0.27946046,0.3765074,0.70104647,-0.14824077,0.094096005,-1.4259188,0.8749723,0.43818164,-0.26252738,0.87377733,-0.152069,0.009697528
Safb2,-0.90966356,0.60004115,0.14091155,0.39440632,-0.1751839,0.2813959,-0.6107653,-0.024919175,-0.54459566,0.011874734,0.31445906,-0.00085578486,0.39415845,-0.1052117,0.63391215
2410015M20Rik,0.36968172,-0.023667132,-0.6371405,-0.06674796,0.28799012,0.018117785,-0.049442228,0.20095444,0.17782246,0.8129253,-0.7384165,-0.032478724,-0.15450539,-0.26142195,-0.9093284
Ranbp3,-0.13388866,-0.42721415,0.33887374,-0.031205956,0.3736755,-0.029496966,-0.24691287,-0.03763738,-0.011368307,0.551504,-0.16619048,-0.0015389926,0.044674322,0.00082608283,-0.5195066
Gtf2f1,-0.1082724,-1.0977625,-0.63099265,-0.61338925,0.36063707,0.37008166,0.02043774,0.5415881,0.13876191,0.40480053,-0.1697535,-0.01916901,0.33388957,-0.46344224,-0.7919416
Khsrp,0.17145033,-0.193163,0.1788071,-0.18410373,-0.1374858,-0.50648594,-0.56718725,0.013445352,0.0020640632,0.31726438,-0.3282836,0.00084439,-0.48319373,-0.052559182,0.23222713
C3,-3.0197227,-0.6026962,-1.230454,1.0354347,1.1581656,1.5017236,-1.0110285,-0.4451662,-1.7510521,0.15291606,1.5032007,-0.75403047,1.0480717,-0.8864949,-1.1876312
Vav1,-0.014409307,0.33663395,0.25341532,-0.17582792,-0.2559441,0.05467467,0.4184448,-0.19027075,-0.0014159766,-0.52000505,-0.15617694,-0.002621706,-0.50721014,0.031675138,0.33144152
Fbxl17,-0.7616168,0.72318715,0.76919454,0.34014538,-1.2311621,-0.3052001,-0.72445285,-0.24476038,-1.3173056,-0.36968347,-0.36097074,0.085707,-0.15683596,0.83412135,0.3414025
Vapa,0.19503348,-0.20744278,-0.06653746,-0.05410813,-0.15369405,0.03259958,-1.831366,0.042989817,0.00019197736,-0.17570134,-0.3231692,-0.0026878705,0.17938326,0.02026595,-0.451417
Ralbp1,0.41359186,-0.42121786,-0.081876606,-0.67655504,-0.50078416,-0.2060287,-1.4517366,0.27353376,0.117962256,-0.2788638,-0.39613396,0.014458819,-1.2512997,0.027936261,-0.30819783
Ankrd12,0.13712066,0.3441482,0.43980074,0.25527778,-1.2415996,-0.16270478,-1.6406201,-0.064748354,-0.083868764,-0.9803123,-0.011762646,-0.004860702,-0.07495973,0.08215924,0.28442422
Ndufv2,0.33517113,-0.92074746,-0.2699561,-0.04157586,-0.3085155,0.009301485,-0.605458,0.51543236,0.017123174,0.33224425,-0.32587647,-0.0040293336,-0.16695367,-0.13086773,-1.2059735
Myl12a,1.2182634,-1.6453567,-0.46845272,-1.4047085,0.00072325463,-0.23211116,-0.14551954,0.36576143,0.85828274,0.23293781,-0.5441792,0.42050844,-0.37165925,-1.1565504,-1.2406641
Wdr43,-0.66956156,0.14504884,0.15314418,-0.08441649,0.42765442,0.7009751,-0.7114879,0.54082376,-0.03294235,0.104005866,0.018018246,-0.050312757,0.37643242,-0.35474226,0.011305669
Ypel5,0.32872087,-0.23587841,-0.26080003,0.084075324,0.054327656,-0.10238549,-0.3197181,-0.1728544,0.0023440905,-0.48031121,0.08984458,0.0065303654,0.0007937112,-0.08423063,-0.40336755
Lbh,-0.6067335,0.6319459,-0.33695212,0.6489725,-0.85298866,0.71807635,0.27189076,-0.69016427,-0.5047909,-0.46511447,0.57184863,-0.04355916,0.6508586,-0.06070977,-0.33415613
Spast,-0.21171384,0.13251454,0.023959113,-0.47508582,-0.06975888,-0.01588173,0.5267312,-0.18025425,-0.04288863,0.13561094,-0.062670134,0.00023256917,0.2865849,-0.019182922,-0.46374252
Strn,0.35165513,0.31251216,0.28193218,-0.7521651,-0.22475235,-0.5746528,-0.69444966,-0.18349628,-0.044771876,-0.57100785,-0.2214096,-0.014804133,-0.5246413,0.057978526,0.6100139
Prkd3,0.32425314,-0.051941335,-0.07183765,-0.8077173,-0.02869667,-0.6189914,0.42574906,0.261084,-0.027833007,-0.09273026,-1.0970169,0.0016587838,-0.61753434,-0.05308628,0.05244101
Atl2,0.5259661,0.06545486,0.35899603,-0.11407056,-0.5347567,-2.1630652,0.46283838,-0.3986113,-0.03994561,-0.67020154,-0.5118138,0.07225741,-1.1278152,0.60718274,0.46932673
Hnrnpll,-0.0258585,0.053206243,0.11693209,-0.17485517,-0.07621985,-0.7205013,-0.9012822,0.08454718,-0.030299887,-0.27320775,-0.70372134,0.016057877,-0.59551334,-0.046164587,0.35534984
Sos1,-0.15533733,0.4210565,0.29881895,0.2909269,-0.83890074,0.11785987,-0.5194353,-0.10705507,-0.062135953,-1.1758648,-0.3610672,0.00049558503,-0.5036571,-0.027619464,0.105858564
Eml4,-0.20986855,0.5806839,0.32612616,0.11881309,-0.32148418,0.44827306,-0.89741117,-0.25094244,-0.052057266,-1.0923822,0.73848265,-0.0018782248,0.22864941,-0.011935002,-0.19750953
Mta3,-0.44224524,0.42522854,0.17308766,-0.32016158,-0.37721875,-0.4298501,-0.015675563,0.4513994,-0.025001187,-0.29185054,-0.20112616,0.0058165602,-1.0042874,0.113994166,0.27313322
Thada,-0.072964795,0.7193312,0.74687207,0.6243097,-1.1969601,-0.3951041,-1.2033774,-0.38916075,-0.1830499,-0.7947087,-0.15217091,0.0029020403,-0.24040668,-0.013911042,0.87463075
Lrpprc,-0.52236205,0.6160569,-0.16687833,0.25536603,-0.5417028,-0.009422835,0.45811924,0.35856768,-0.06640181,-0.27461445,0.045983963,-0.0054855673,-0.40720904,-0.11805686,0.013625354
Ppm1b,-0.05476527,0.47182342,0.17168587,0.024620457,0.18388203,0.60805607,-0.25702214,-0.82292724,-0.26180106,0.076416336,0.18219504,-0.0049730456,0.4580665,-0.0050284634,-0.3019672
Ttc7,-0.43062896,0.7096154,-0.4383429,0.43061554,-1.1812986,0.59429914,0.21958362,-0.090626344,-0.44090933,-0.5353969,0.8171148,-0.07110373,0.62616265,-0.6505403,0.7382023
Msh2,-0.052226987,-0.56833285,-0.051122442,-0.49687704,-0.45119646,0.077748954,0.20097306,0.17731094,0.010434082,-0.03799381,0.076816544,0.0009025722,-0.10824212,-0.014424347,-0.42372638
Calm2,1.1575435,-0.8046153,-0.046828482,-1.533665,0.09243523,-0.7992687,-0.27043962,0.41889745,0.7969982,0.06541852,-1.1244674,0.0043304004,-0.9784617,0.06287048,-0.21405528
Fbxo11,-0.074287534,0.19577053,0.38864607,0.40623358,-0.28653696,-0.20488197,0.65778184,-0.5805107,-0.13016316,-0.6370307,0.12207667,-0.0045112856,-0.32620823,0.20360138,-0.09272821
Msh6,0.83006555,-0.24463402,-0.058291294,-0.6537678,0.014665806,-1.0550331,-0.93226206,0.012818954,0.60633624,-0.5175913,-1.5148536,0.09178601,-0.3733752,-0.2505027,-0.19817574
Ppp1r21,0.3003027,0.3003812,0.14699353,-0.0014064081,-1.0008068,-0.8856679,-0.16160436,0.3699331,0.0462111,-0.2248121,-0.46038616,-0.0108565865,-1.22852,0.05894642,-0.13974857
Svil,-0.6067656,0.53001654,0.54926,-0.80901027,-0.22582316,-0.4740975,0.25895193,0.115524456,-0.032426693,-0.64264745,-0.08423014,-0.008076302,-0.7327204,0.06529317,0.88601345
Arhgap12,0.4989585,0.15851249,0.26758572,-0.32520482,-0.9570588,-0.5226891,-0.90609884,0.23036058,0.26777425,-0.49403968,-1.1427691,0.0041161366,-1.1978776,0.2391585,0.26558337
Zeb1,0.017212056,0.3762657,0.81436026,-0.193343,-1.2235999,-1.5411894,-0.090847686,0.01799801,-0.1528176,-0.5736918,-1.301723,0.0775696,-1.176227,0.47015408,0.8432488
Kif5b,1.0735412,-0.082091086,0.06907412,0.10791701,-1.1984974,-1.1299193,-0.52590877,-0.08150479,0.7828156,-1.0928218,-1.0951897,0.2478746,-0.38720128,0.31881028,-0.91232276
Rab18,0.25395882,-0.29179353,-0.3520828,-1.3400671,0.036982786,0.34410968,0.44540328,-0.06425564,0.16847754,0.43136796,0.10643828,-0.0048738653,-0.86086357,-0.4446141,-0.7726212
Mpp7,-0.092826165,0.39709347,0.38899007,0.14243364,0.17371823,-0.80139154,-0.36029986,-0.52792364,-0.052897237,-0.06253287,-0.49240398,0.0046259407,0.23499821,0.25428385,-0.030049361
Wac,0.31787422,-0.38276902,0.56309336,-0.79963404,-0.12522268,-0.5126123,-0.175512,-0.035937186,0.010691867,-0.014585063,-0.5528278,-0.0022754872,-0.35321027,0.21399663,0.24972805
Ccny,-0.1661009,0.66651577,0.28974763,0.08778105,-0.7293542,0.05482766,-1.2374341,-0.25114465,-0.0040466376,-0.029294446,-0.33057684,-0.0009911906,-0.53310525,0.006243188,0.27907342
Snrpd1,-0.606851,-0.7987723,-0.13990809,0.20411457,0.7724199,0.2398342,-0.13562243,0.63379234,0.0034329025,0.84278077,-0.6859709,-0.09051699,0.40573227,-0.5812309,-0.7858388
Mib1,0.25996947,-0.16105294,0.4572009,-0.7384113,-0.6331094,-0.75784487,-1.1034621,0.3923683,0.014826047,0.038572278,-0.7410475,0.0031471923,-0.113191746,-0.028217055,0.39728433
Rock1,0.23380004,-0.030070884,0.46238002,0.099307455,-0.915331,-0.9103936,0.20087054,-0.53993815,-0.039391756,-0.6188978,-1.044895,0.02362902,-0.5471217,0.29315874,0.4823112
Riok3,-0.19337805,-0.17449486,0.03913365,-0.16161197,0.89588845,0.5751196,-1.5469016,0.34755623,0.0019169673,0.43169177,-0.2852236,-0.011240454,-0.2183768,-0.20003282,-0.30989936
Kctd1,-1.1863726,0.11915444,0.847366,-0.0052630096,-0.4051605,0.24714111,0.20633493,0.14217317,-0.10354746,0.5099764,-0.09159102,-0.016425129,-0.37747,0.041920513,0.26079857
Ss18,-0.4133761,-0.2661412,-0.054485884,-0.20028898,0.64198744,0.87388617,-0.68971604,-0.12604228,-0.22953558,0.5287854,0.37770537,-0.079778306,1.0378895,-0.42530358,0.02626327
Zfp24,0.69901216,-0.31930256,-0.08863982,-0.62122923,-0.5992629,-0.29567707,-1.3561163,0.35890642,0.27681583,-0.48603004,-0.14240977,0.00810634,-0.6317034,-0.4346529,-0.5027832
Elp2,-0.24378848,-0.7584625,0.34618244,-0.41410285,1.0200248,-0.11895501,-1.4637108,0.20474999,-0.15763006,0.59039825,0.092108734,-0.01911218,-0.2826271,0.1615145,-0.028127454
Sap130,-0.37990883,-0.50422406,0.56648093,-1.4202592,-0.23413818,-0.27791375,0.3696124,0.054364927,-0.1781665,-0.15025204,-0.54353267,0.007806302,0.4086333,0.17086896,0.40284544
Ammecr1l,0.5055108,-0.32102436,-0.24488945,0.53480303,-0.33471575,-0.40278932,-1.5747769,-0.23051418,0.12645292,-0.67547995,0.11234995,0.0064079612,-0.63733464,0.19892745,-0.6966107
Iws1,0.3970775,0.25041366,0.027089112,-0.1312029,-0.87024206,-1.0197581,-1.61402,0.28178248,-0.050905272,-0.16325772,-0.16578354,0.01832962,-0.40380326,-0.07966545,0.20120172
Map3k2,0.21283619,0.27056682,0.14042167,0.10995033,-1.1017349,-0.87507224,0.36710647,-0.3962248,0.08907387,-1.0214014,-0.29232365,0.019693296,-0.45711786,0.07557332,-0.76275027
Apc,0.09479642,0.051225726,0.42552057,0.020030737,-1.1855032,-0.32167745,-0.42308736,-0.0969253,0.03682334,-0.4834375,-0.80021113,0.010897471,-0.72232676,0.25512123,-0.34531778
Srp19,0.44812912,-1.3326166,-0.35367805,-0.36513248,0.30264896,-0.17380743,-1.3327768,0.18468113,0.111142196,-0.3770013,-0.42903253,0.018458568,-0.71620893,-0.12447821,-0.3268073
Fam13b,0.19570023,-0.92181236,0.39943263,-0.06067462,-0.6683829,-0.5130626,0.11875939,-0.17325304,-0.016978767,-0.17859784,-0.8331096,0.004680787,-0.1808392,0.15256418,0.0110380305
Brd8,0.08441743,0.09028017,-0.107678436,-0.23113856,-0.8817118,0.061478663,-0.09285163,0.20380892,0.028106678,0.16904736,-0.27945003,-0.002154361,-0.7922418,-0.12351954,0.4135838
Cdc23,0.1290586,-0.7016025,-0.0635429,-0.2406022,0.13741332,0.036180202,-0.08333618,0.20496236,-0.0056050713,0.08726053,0.1292575,0.0029315008,-0.89055943,-0.16924259,-0.19147238
Kdm3b,1.0742764,-0.08555894,0.69443595,-0.47487417,-1.747027,-1.8466926,-0.10438755,-0.054400448,0.4089011,-0.44564757,-1.2609874,0.13407296,-0.6586396,0.6908371,0.3166174
Egr1,-0.34834728,0.39401063,-1.1779262,0.9500417,-0.24431187,0.9703118,-1.2300694,-1.2177017,-0.91619974,-1.2111354,1.1518992,0.08303301,0.55341643,-0.12503074,-0.85733765
