,Shared topic 1,Shared topic 2,Shared topic 7
Micos13,-0.104959026,0.054519087,0.033281546
Lonp1,-0.031653997,-0.00071126036,0.013802675
Ranbp3,0.027898945,-0.046058126,-0.06845408
Ndufa11,-0.051952492,0.10308967,0.08492405
Dus3l,0.016709175,-0.03146953,0.006961591
Mllt1,-0.016324023,0.010740531,0.111548185
Clpp,-0.07042569,-0.013235887,0.01516923
Gtf2f1,-0.08648944,0.0067278775,0.06771962
Khsrp,-0.016146123,0.032866575,0.07355596
C3,0.114214614,-0.18850124,-0.111502275
Vav1,-0.01966333,0.016255267,-0.04976267
Pja2,0.019142132,-0.0048038885,0.04712405
Vapa,-0.027017472,0.046841644,-0.059170473
Washc1,-0.008982427,0.029952206,-0.04758775
Lpin2,0.05736693,-0.082474984,-0.03537144
Lbh,0.1233525,-0.15077,-0.09709771
Dpy30,-0.017447298,0.047030307,0.04115613
Ltbp1,0.007834328,0.057250284,-0.12544079
Rasgrp3,-0.07243098,0.11081347,-0.07105627
Fam98a,-0.037586816,0.052983485,0.010537808
Prkd3,-0.04793063,0.012966556,0.03661453
Cdc42ep3,0.040523805,-0.08580428,0.0030188437
Prkce,-0.022890076,0.007389454,-0.053451538
Cript,-0.052748565,0.022804152,0.0971619
Ttc7,-0.05298271,0.00063822605,-0.042087972
Calm2,0.0061864182,0.042810444,0.0202544
Fbxo11,-0.09444348,0.12432095,0.03642642
Cul2,-0.022385735,0.00712464,-0.001909853
Bambi,0.06157941,-0.089576125,-0.045809552
Mtpap,0.013664929,-0.042375207,-0.009388631
Epc1,0.004293593,0.07568443,-0.0070094126
Rab18,-0.027020622,0.015383517,-0.014787911
Colec12,0.02092152,-0.06336582,0.018841904
Usp14,-0.010872232,-0.053369895,0.10040488
Mib1,-0.040166214,-0.01895682,0.047098354
Riok3,0.052907776,-0.028276607,-0.13632923
Impact,-0.025153754,-0.07119485,0.07257439
2700062C07Rik,-0.0037781987,-0.010857339,0.052796386
Slc39a6,0.030159747,-0.06741513,-0.041272525
Elp2,0.04770359,-0.05714208,0.08303966
Slc25a46,-0.0054266285,0.029447917,-0.00057035446
Sap130,-0.057932686,0.06312452,-0.015459378
Iws1,0.009806644,-0.00095517375,0.014507534
Bin1,-0.3103475,0.3569741,0.06426283
Apc,0.024213389,-0.010165563,-0.05104455
Brd8,-0.08159759,0.07485975,0.051748574
Etf1,-0.08721018,0.17272693,0.07603714
Hspa9,0.05854326,-0.035431743,-0.11630647
Matr3,-0.036424786,0.04167289,-0.01708061
Paip2,-0.13865115,0.14145032,0.10940739
Mzb1,-0.042703316,0.039205074,-0.21619305
Tmem173,-0.11231394,0.03679332,0.12959145
Ube2d2a,0.052077726,-0.111743174,-0.08912464
Cxxc5,-0.04580488,0.036515374,-0.015992785
Pfdn1,-0.0037528137,0.03802428,0.10979694
Eif4ebp3,0.020051908,-0.10767111,-0.06905172
Sra1,-0.06357212,0.10322882,0.08129003
Apbb3,-0.017306983,-0.01800646,-0.022688782
Slc35a4,-0.043427344,0.06900759,0.04822542
Ik,-0.012092823,-0.074333124,0.018595558
Hars,-0.030725872,0.05867748,0.056016378
Dele1,-0.001979665,-0.008329041,0.0019933756
Arhgap26,0.04239382,-0.01495118,-0.14203386
Dpysl3,0.015078537,0.013411187,-0.07509755
Pggt1b,0.004994083,0.0174453,-0.056551423
Fem1c,-0.0019488707,-0.0013793781,0.052217133
Ticam2,0.0169026,0.0054637226,-0.09887675
Tmed7,-0.018316794,-0.018630581,0.018959673
Dmxl1,-0.05206911,0.051578853,0.043837346
Tnfaip8,0.0062316293,-0.0470566,-0.06600749
Cep120,-0.102489725,0.16877359,0.08625658
Gramd3,-0.02063211,-0.057709225,0.048519246
Iigp1,0.13413072,-0.14922927,-0.09001773
Ndst1,0.035885643,-0.019243162,-0.2197995
Cd74,0.18945181,-0.15108657,-0.1760335
Tcof1,-0.1571312,0.09305455,0.20327269
Csf1r,0.08408568,-0.11833995,-0.13068147
Adrb2,0.0012700409,0.0024281396,-0.021734219
Napg,-0.030852882,-0.014861835,-0.007886253
Txnl1,-0.002255031,0.06003937,0.030356478
Wdr7,-0.03525092,-0.028138787,-0.0056026485
Nars,-0.17446125,0.23896539,0.034343053
Malt1,-0.049990155,0.13482293,0.049177554
Chmp1b,-0.050984785,0.032015216,0.061240096
Afg3l2,-0.018099012,0.03721223,-0.002683284
Ptpn2,-0.0052647125,0.025730804,0.04818509
Cep192,0.008761974,-0.027924145,0.02209839
Tcf4,0.010021363,0.033780392,-0.08235502
Mbd2,-0.0026350375,-0.036356285,0.109733574
Smad4,-0.023391942,0.01924121,0.01421614
Elac1,-0.01078605,0.0074981796,0.013833693
Me2,-0.11690931,0.08134115,0.1756629
Mbd1,0.0043383166,-0.036609706,0.08899243
Smad7,-0.1364119,0.05130259,0.18452698
Hdhd2,0.022095483,-0.020885898,-0.04339254
Pias2,0.00023938157,-0.050337896,-0.027951065
8030462N17Rik,0.05094644,-0.037572835,-0.035852183
Slc14a1,0.027581425,0.043744706,0.049828544
Adnp2,0.056059532,-0.08070339,0.0019587127
Rbfa,0.03014292,0.011952888,-0.08065484
Gm16286,-0.0631097,0.10559837,0.023986058
Ctdp1,0.06889351,-0.048714824,-0.11841527
Zfp236,0.03621108,-0.06549524,-0.135437
Cd226,0.100267336,-0.12700358,0.09393141
Kmt5b,-0.009895204,-0.015482428,0.01521582
Chka,0.009001044,-0.07553868,0.041235488
Aip,0.0055028796,-0.06987432,0.011056203
Ptprcap,-0.06678735,0.08695507,0.030714516
Carns1,0.06366827,-0.104676425,-0.11674997
Ppp1ca,0.08201821,-0.13487366,-0.12140832
Rad9a,-0.0495965,-0.0040326556,-0.04962851
Clcf1,0.05170927,-0.09480552,-0.048321016
Pold4,-0.069238976,0.1361142,-0.0007438504
Kdm2a,-0.024985168,0.042908825,-0.079513885
Rce1,0.044556677,-0.108651936,-0.14209346
Rbm4b,-0.042365335,0.033388447,-0.03287246
Ccs,-0.05417227,0.051124625,0.0066069555
Pacs1,-0.10274291,0.075791776,0.064574696
4930481A15Rik,0.0032428494,-0.09894645,-0.059110533
AI837181,-0.11675837,0.10602332,0.12053762
Ctsw,0.0160077,-0.08413007,0.19431555
Efemp2,-0.08637938,0.1452887,0.03467993
Cfl1,-0.027453676,0.07580729,0.039290693
Kat5,-0.02343631,0.07796796,-0.08536151
Sipa1,-0.3933294,0.33859858,0.15209883
Pcnx3,0.05311116,-0.085765354,-0.109487526
Fam89b,0.14282645,-0.15919207,-0.08869508
Scyl1,0.006670134,-0.046204835,-0.0007109863
Malat1,0.042844865,0.0071615595,0.038321674
Capn1,0.021404918,-0.07202262,0.029575119
Mrpl49,0.03649229,-0.034420107,-0.000153843
Fau,0.08364798,-0.12273763,-0.09568795
Znhit2,-0.012789674,0.08390762,-0.03607974
Arl2,-0.00734446,0.026168507,0.045999147
Men1,-0.00091533177,-0.016152786,-0.022095371
Fkbp2,-0.07520547,0.22093832,-0.07859825
Stip1,-0.06138621,0.10278365,0.08213778
Cox8a,0.00089078397,-0.08561619,-0.034871068
Rtn3,0.042864434,-0.05894641,-0.028138844
Slc3a2,0.10712553,0.0007580742,0.01231346
Wdr74,0.0043591727,-0.018401887,-0.013052882
Tmem179b,-0.03889525,0.038006365,0.06823859
Hnrnpul2,-0.012000576,-0.007917322,-0.054278564
Uqcc3,-0.06810629,0.15543193,0.1054954
Ganab,-0.041668955,0.10056876,0.07663314
Mta2,0.028345622,-0.010963515,-0.05433249
Eef1g,-0.041724227,0.08628954,0.030761074
Ahnak,-0.00064157974,-0.10528679,0.05385705
Asrgl1,-0.10551555,0.1505719,0.013877882
Fth1,0.04056589,-0.019208854,-0.03544098
Tmem258,-0.029810742,0.08715966,-0.004979255
Cyb561a3,-0.013840092,0.035073526,-0.12518176
Vps37c,-0.008669211,0.008759783,0.06069378
Cd5,-0.06207764,-0.14069921,0.27860373
A430093F15Rik,-0.15625829,0.022818085,0.30533087
Slc15a3,0.025411144,0.026312709,-0.044535756
Ccdc86,-0.06856595,0.12152594,0.07338856
Ms4a1,0.13281184,-0.07293231,-0.24598414
Ms4a4b,0.27764842,-0.34315014,-0.046065453
Gm8369,-0.004367967,0.059388854,0.023016004
Ms4a6b,0.01763128,-0.077041276,0.16106606
Mrpl16,-0.016792014,0.011734152,-0.06396112
Stx3,0.017728884,-0.00096612424,9.650135e-05
Osbp,-0.13908875,0.25415403,0.10795485
Mpeg1,0.06587723,-0.19749948,-0.017578218
Fam111a,-0.02225716,0.12779863,-0.123659104
Zfp91,-0.055030745,0.091000006,0.0017156359
Tle4,-0.1285056,0.12101049,0.1540015
Psat1,-0.041325063,0.06401576,0.049842414
Carnmt1,-0.11178096,0.13780965,0.11859992
Abhd17b,-0.23718685,0.29763114,0.06322189
Cemip2,-0.032356728,-0.0055582784,-0.022104496
Klf9,0.017451435,-0.057347093,-0.023095237
Dock8,-0.07313202,0.064537734,0.112638846
Pum3,-0.21919662,0.17399377,0.10130347
Rcl1,0.0498925,0.022984555,-0.093309484
Cd274,-0.055180658,0.036163915,-0.018092802
Papss2,-0.0059510143,-0.060309842,0.12454831
Lipo3,0.09439147,-0.09323622,-0.0586119
Acta2,0.08082256,-0.1789193,-0.09941434
Ifit1,0.10780464,-0.059046596,0.006328192
Pcgf5,-0.032575123,0.043646112,0.006706807
Ide,0.021212235,-0.025473326,0.05270541
Kif11,0.16356188,-0.099953584,-0.06364708
Hhex,-0.015694788,0.17307296,-0.17004567
Myof,0.045184825,-0.043129947,-0.13685134
Entpd1,0.02019577,-0.09094699,-0.0008471976
Blnk,-0.019314136,0.052241504,-0.16415031
Tm9sf3,0.005492475,-0.108062714,0.05241919
Arhgap19,0.18640502,-0.13648063,-0.15547118
Frat1,0.031123707,-0.09486924,-0.021547293
Pgam1,-0.13741264,0.16337858,0.08760144
Zdhhc16,0.033794865,-0.057301953,-0.039985586
Zfyve27,-0.07677989,0.11319894,0.12532851
R3hcc1l,-0.12151472,0.13508129,0.15040988
Erlin1,0.11707747,-0.16201913,-0.07083582
Scd2,-0.00363883,-0.00994536,-0.09866844
Hif1an,-0.018780204,-0.01244249,-0.0202372
Twnk,-0.054434553,-0.012105273,-0.04805628
Lzts2,0.02946521,0.004418691,-0.05252812
Sfxn3,0.028813131,-0.04343432,0.10141038
Tlx1,0.021674648,-0.0023273807,-0.11913077
Ldb1,-0.06887123,0.08457653,0.09177532
Pprc1,-0.028315194,0.033420403,0.059763543
Actr1a,0.037894145,0.04587192,-0.05042041
Trim8,-0.2339195,0.252977,0.08574471
Wbp1l,-0.068460576,0.08189313,0.0072897566
Pdcd11,-0.047381803,0.030801702,0.11064705
Stn1,-0.017374616,-0.063162185,0.06168781
Sfr1,0.022596983,0.0025537973,-0.028142406
Gsto1,-0.04710943,0.020002,0.09278406
Itprip,0.0405659,-0.045005023,-0.12952672
Xpnpep1,0.058539122,-0.039015718,-0.06603707
Add3,-0.022062585,0.13123344,0.045576964
Mirt1,0.018141212,-0.012310417,-0.057829965
Dusp5,0.0036430517,-0.06421557,0.05817835
Tcf7l2,0.0013470519,-0.01101595,-0.03489213
Casp7,-0.0028603727,-0.023034286,0.012639644
Ccdc186,0.055304386,-0.08643982,-0.05529326
Ablim1,-0.021764714,0.06467484,0.046597727
Pdzd8,-0.10135479,0.0041424083,0.10811493
Cacul1,-0.017212335,-0.03428277,0.057096977
Eif3a,0.023860198,-0.01909656,-0.06059272
Prdx3,-0.055212293,0.11912057,0.113586076
Csf2ra,0.01605363,-0.08551583,-0.083417036
Ccdc22,-0.024884395,0.031262048,0.008690356
Gripap1,0.022374377,-0.02352114,-0.101226635
Pim2,0.0026323455,-0.06373609,0.013856645
Slc35a2,-0.060698837,0.059624657,0.07149324
Was,0.019705156,0.053874664,0.025810907
Wdr13,0.053588457,-0.053205572,-0.10169182
Cybb,-0.00032895058,-0.027435064,-0.12273064
Dynlt3,0.11725126,-0.16663726,-0.16283283
Ndufb11,-0.057698835,0.12954941,0.065153934
Uba1,-0.021978904,0.02614739,-0.027103534
Timp1,-0.0006024856,-0.045576572,-0.022758652
Cfp,0.032724984,-0.08284708,-0.07547253
Wdr44,-0.117036685,0.1422964,-0.061991002
Ube2a,-0.06259836,0.14104156,-0.0455649
Sept6,-0.114997186,0.119050145,0.010892039
Nkap,0.035594817,-0.04534387,-0.012642876
Ndufa1,-0.06616239,0.024855098,0.036922563
Lamp2,0.010742152,-0.0479654,-0.009292694
Sash3,-0.018272135,0.05057378,-0.05127767
Utp14a,-0.036997445,0.0793215,0.0264826
Stk26,-0.07041111,0.06663923,0.11523996
Ints6l,0.11114267,-0.10161448,-0.08975044
Mmgt1,-0.04674381,0.00056993775,0.12917788
Slc9a6,-0.02520049,0.0066266605,0.02340726
Htatsf1,0.009013291,-0.0037847897,-0.07105733
Mamld1,0.19710968,-0.17508885,-0.07894134
Xlr4b,-0.05565604,0.004908597,0.19333957
Bgn,0.104141966,-0.17860833,-0.10939846
Abcd1,-0.03278884,0.013114447,0.065873176
Idh3g,-0.012515158,0.042856194,0.077900425
Arhgap4,0.0133240875,-0.05174742,-0.08647379
Naa10,-0.035417322,0.04551369,0.0887689
Hcfc1,0.112369284,-0.089285165,-0.09412777
Mecp2,-0.011570828,-0.029617984,-0.035657924
Emd,-0.0780723,0.12897949,0.04496151
Lage3,-0.025178432,0.055955466,-0.0051300195
Dkc1,-0.34831193,0.3930015,0.13511792
Vbp1,0.0013030507,0.08619017,0.019538969
Tbl1x,-0.04610528,0.1361224,0.07833131
Zfx,0.04955831,-0.061433047,-0.065865554
Eif2s3x,-0.07932502,0.05270453,0.13053228
Las1l,-0.10484006,0.122069,0.051900037
Yipf6,0.05135545,-0.064300604,-0.114645764
Pja1,0.043404736,-0.051354825,-0.12737991
Il2rg,-0.084326446,0.048374254,0.10169052
Rlim,-0.082810305,-0.026344532,0.081802614
Abcb7,-0.036313165,0.04882209,-0.019326271
5530601H04Rik,-0.016661946,0.029938163,0.012730154
Pbdc1,-0.018927498,0.059619665,-0.042853665
Pgk1,-0.16102609,0.15162231,0.15323527
Itm2a,0.05313561,-0.09427791,0.046612673
Sh3bgrl,0.06384385,-0.026524853,-0.033340868
Chm,-0.018685106,0.0066491934,-0.023267265
Cstf2,-0.040547967,-0.0020783495,-0.046535015
Hnrnph2,-0.0033146658,0.04890623,-0.06498143
Zcchc18,-0.05851188,0.0884428,0.052964058
Acsl4,0.046417583,-0.07933199,-0.023399062
Alas2,0.99787605,-0.6715787,-0.36453992
Gnl3l,0.024416532,-0.0053941426,0.039180927
Phf8,0.02171804,0.003048676,-0.18356295
Huwe1,0.035861373,0.05377237,0.054265924
Hsd17b10,-0.037493613,0.05813383,0.0040363013
Ubqln2,-0.0632894,-0.0113823265,0.066213734
Sh3kbp1,-0.107884854,0.12844925,0.19018652
Ctps2,-0.080909245,0.10278565,0.07254243
Zrsr2,-0.07209293,0.002266066,0.029098919
Piga,0.059891377,-0.08382603,-0.10132584
Trappc2,0.018535607,0.048409298,0.0054840664
Tmsb4x,0.11892335,-0.1439693,-0.085041456
Hccs,-0.00238492,0.019797001,-0.0010658887
Ddx3y,-0.101153255,-0.0008250596,0.007656325
CAAA01118383.1,-0.039425332,0.056103613,-0.07766842
AC149090.1,0.08948132,-0.13483286,-0.11736072
