,Shared topic 1,Shared topic 2,Shared topic 7
Napa,0.07023513,-0.08064527,0.0636127
Kptn,-0.04916388,0.08923736,-0.11552508
Dhx34,0.01322386,0.080742426,-0.04801363
Arhgap35,0.08142386,-0.06266214,-0.059650913
Prkd2,0.06741656,-0.081092566,-0.062261567
Calm3,0.00782076,0.026043035,0.027811946
Sympk,-0.06563504,0.12609807,0.07466443
Fbxo46,0.051835798,-0.023564002,0.029185323
Snrpd2,0.002365841,0.047164053,-0.11957269
Ercc1,-0.031977862,0.03720256,0.065686114
Ercc2,0.0024869163,-0.062350713,-0.066300884
Ppp1r37,-0.01595063,-0.0045879884,-0.022514243
Clptm1,-0.0046912665,0.042785462,0.023553241
Bcl3,-0.026925923,0.075428605,-0.07385254
Pvr,0.038524516,-0.07139102,0.12863524
Kcnn4,0.12464531,-0.19472507,0.120266125
Smg9,0.100629434,-0.15690011,-0.018805208
Irgq,-0.08174669,0.1367563,-0.04380545
Ethe1,-0.008258466,-0.067285314,0.06275884
Gm9844,-0.03490846,-0.029627398,0.08477778
Rabac1,0.018142026,0.043947168,0.10167297
Pou2f2,-0.39195964,0.51274264,-0.06736479
Gsk3a,-0.0027692495,-0.02203476,-0.021710193
9130221H12Rik,-0.066991545,0.086969435,0.056143258
Tgfb1,-0.054791994,0.16918966,0.0041346434
Ccdc97,-0.05866677,0.03199815,0.055659436
Hnrnpul1,0.06841811,-0.12406075,-0.054094166
Egln2,0.0065801023,0.004750535,-0.007217848
Ltbp4,0.13767895,-0.25553015,0.07873081
Blvrb,0.22539106,-0.0815526,-0.08617036
Sertad3,0.08529653,-0.17051215,-0.009453694
2310022A10Rik,0.013883142,0.0034514754,-0.02863222
Zfp626,0.00063566584,-0.05747626,-0.13466538
Psmc4,0.0315987,-0.061739303,-0.015005605
Fbl,-0.0022668466,0.021841578,-0.08354616
Timm50,0.016262595,0.061924107,-0.08571149
Supt5,0.05215246,-0.091279894,-0.11550952
Samd4b,-0.0069564045,0.05378847,0.024611397
Gmfg,-0.07618672,0.059545204,0.057337377
Rinl,-0.20202193,0.018139068,0.23701125
Hnrnpl,0.036616806,-0.04912653,-0.08046928
Ech1,-0.0050679604,0.103218205,-0.006220572
Eif3k,-0.024347581,0.06543638,0.016345156
Psmd8,0.014721605,0.001057934,0.06909611
Kcnk6,0.0025963532,-0.07503089,0.0049943114
Spint2,0.05594068,-0.17447966,-0.076958336
Zfp383,0.062049337,-0.07137891,-0.12736507
Zfp260,0.04366414,-0.12891728,0.033542477
Tbcb,-0.06350162,0.07493849,0.033320356
Polr2i,0.01671162,-0.032211795,-0.06272909
Alkbh6,-0.09608137,0.12896472,0.054663613
Sdhaf1,-0.02814461,-0.017396498,-0.053890217
Tyrobp,-0.06823184,0.062001467,0.11290145
Hcst,-0.17648084,-0.003698592,0.32651266
Igflr1,-0.029704317,-0.10285646,0.15941235
Cox6b1,-0.1490233,0.17847112,0.1655298
Rbm42,-0.011051262,0.039878983,0.0047945296
Tmem147,0.046720214,0.00011848658,0.042568304
Ffar2,-0.05940368,-0.0088850595,-0.084174335
Usf2,-0.08356733,0.1838079,0.10441392
Fxyd5,0.04681503,-0.18570778,0.23494959
Gramd1a,-0.03317234,-0.03373535,0.057191122
Gpi1,-0.027642151,0.0053402735,-0.033300105
Pepd,-0.14055735,0.11204,0.063824825
Cebpg,-0.000678394,0.055013224,0.021365551
Cep89,0.012455475,0.05169688,-0.063228734
Pdcd5,-0.09656571,0.09110083,0.051931683
1600014C10Rik,0.010747656,0.037681013,-0.044505134
Siglece,0.2808151,-0.25808287,-0.11493219
Klk8,-0.16403916,0.025237434,0.3156263
Spib,-0.034048013,0.0927857,-0.017494967
Nr1h2,-0.117676154,0.11572405,0.05722515
Napsa,-0.33353823,0.37244558,-0.0670482
Il4i1,-0.04614979,0.05594032,-0.028717328
Akt1s1,-0.013811789,-0.083167836,-0.09468413
Ptov1,0.045653526,-0.111325376,-0.032653976
Fuz,-0.019238507,0.0020451248,-0.038010705
Irf3,-0.09801497,0.03801233,0.15123521
Prr12,0.054283068,-0.13250247,0.098568775
Nosip,-0.027872398,-0.021818057,0.035801705
Fcgrt,0.10026367,-0.20475076,-0.14238572
Flt3l,0.021466978,-0.065691315,-0.061424315
Ftl1,-0.15669082,0.2009193,0.23269948
Dhdh,-0.020512285,0.025484659,0.10915926
Ppp1r15a,0.4141039,-0.25187892,-0.21291219
Gtf2h1,-0.028364182,0.05425547,-0.0072382353
Ldha,-0.09033455,0.20287204,0.03756769
Spty2d1,-0.010984125,-0.017458655,-0.030706406
Tmem86a,-0.0017019194,-0.006991949,-0.16815625
Prmt3,-0.04175496,0.06811496,0.0530427
Siglech,-0.03338944,-0.080349244,0.021184774
Cyfip1,0.024531322,-0.04111341,-0.025557311
Klf13,-0.03172078,0.02281357,0.094899155
Tm2d3,0.026159659,0.0019192296,0.008518393
Mef2a,0.08313376,-0.1243198,-0.051446024
1810026B05Rik,0.02405056,-0.06665545,-0.13884
Akap13,0.049526032,-0.024936762,0.037034545
Mrpl46,0.111085236,-0.048861533,-0.12740722
Det1,-0.00042123022,-0.08660027,0.053490408
Isg20,0.24762122,-0.21927646,-0.07487639
Mfge8,-0.013739733,0.0063109766,-0.07728049
Abhd2,-0.21019438,0.11564137,0.1780465
Vps33b,0.028728988,-0.065546185,0.0010719729
Man2a2,-0.0537109,0.03707501,0.057334684
Wdr73,-0.13861102,0.25144488,0.013714368
Sec11a,-0.018003514,0.0025552474,0.06471294
Pde8a,0.018017843,-0.03722871,0.04351758
Tm6sf1,-0.00048651546,-0.02728069,-0.025611127
Il16,0.050875884,-0.0026108879,-0.036400516
Abhd17c,-0.025244083,0.006609746,-0.05611665
Zfand6,0.09767412,-0.086037755,-0.1744767
Ctsc,-0.07572694,0.13234207,0.07863234
Eed,0.046737358,-0.08415381,-0.090102986
Tmem126b,0.011498289,0.028074589,-0.039514426
Gab2,0.09151384,-0.0990456,-0.018638676
Usp35,0.06505976,-0.10630613,-0.09577537
Alg8,-0.020281874,0.11783705,-0.012904362
Ints4,-0.0922374,0.1904522,0.08092274
Rsf1,-0.08374367,0.13046902,0.08160821
Myo7a,-0.022527147,0.0996919,-0.036092665
Capn5,0.16264805,-0.07793556,-0.15760437
Acer3,0.05806911,-0.13398236,-0.016925588
Emsy,-0.058275964,0.050507225,0.118004136
Thap12,-0.013322429,0.06772134,-0.020064086
Mrpl48,-0.014608211,0.1024405,-0.046552546
Atg16l2,0.02379263,-0.005173748,-0.10923944
Arap1,0.030949244,-0.047996912,-0.14891605
Il18bp,-0.04576178,-0.024535142,0.17089957
Rhog,-0.0036790594,-0.025622267,-0.013345426
Stim1,-0.02183548,-0.028111532,0.07934366
Rrm1,0.02288456,0.04201069,-0.06631893
Hbb-bt,1.0306642,-0.6538204,-0.40015808
Hbb-bs,0.9053105,-0.5783551,-0.35380378
Trim5,-0.00016541965,0.007503481,-0.12618963
Trim12a,0.035062082,-0.07187255,0.053427916
Trim12c,0.3342512,-0.32802474,-0.23913786
Smpd1,-0.1142669,0.15807618,0.09715731
Arfip2,-0.01816922,0.04236432,0.002677085
Rrp8,-0.019130725,-0.059388526,0.03898186
Ilk,0.051194713,-0.10274006,-0.039530303
Tpp1,-0.0135160815,-0.03987513,-0.06476181
Mrpl17,-0.04522527,0.12592168,0.04275767
Eif3f,-0.018152535,0.051160507,-0.008623278
Dennd5a,-0.09963203,0.01757046,0.089372836
Tmem41b,-0.020035667,0.09498802,0.012459239
Ctr9,-0.09430824,0.10674305,0.10527059
Usp47,0.05605275,-0.0019800533,-0.06718846
Rras2,-0.11489153,0.07325238,0.12803775
1110004F10Rik,0.084369406,-0.033095434,-0.05744626
Pik3c2a,-0.014464658,0.056771077,0.033727646
Xylt1,-0.0068765087,0.016981252,-0.17052941
Vps35l,0.011695715,-0.016699206,-0.010361647
Mosmo,-0.029534442,0.04570521,-0.08594587
Polr3e,-0.020075047,0.0878313,-7.092179e-05
Gga2,-0.047062423,0.17147353,-0.11460225
Ndufab1,0.01646053,0.001375353,0.05052686
Dctn5,-0.05152604,0.059993114,-0.016216643
Prkcb,0.029601838,-0.06733826,-0.19087803
Il21r,-0.06081319,-0.0074840263,0.020996245
Sbk1,-0.04260874,0.1531868,-0.0040701986
Lat,-0.069219515,-0.16835319,0.35923585
Nfatc2ip,-0.057665527,-0.008859713,-0.023780242
Rabep2,-0.0044946717,0.032756552,0.03094097
Sh2b1,0.07424373,-0.08063254,0.0234501
Eif3c,-0.073617265,0.10145978,0.1694852
Cln3,0.08306074,-0.19439693,-0.024585556
Sgf29,-0.027734457,0.14165358,-0.06636906
Slx1b,-0.057168044,0.03842748,-0.0032331408
Bola2,-0.18836436,0.17551279,0.19516027
Aldoa,-0.004764304,-0.025647847,-0.03096934
Taok2,-0.034898303,0.030464308,0.052062564
Tmem219,-0.023788804,0.082382195,-0.0074409223
Kctd13,-0.04158683,-0.009844914,0.07997853
Mvp,-0.0048294934,-0.028467368,0.067625836
Spn,-0.041066907,-0.13355494,0.19471815
Zfp553,-0.04434988,-0.0427335,0.036166526
Orai3,-0.056397326,0.101617366,0.0071811154
Setd1a,-0.039381426,0.05299752,0.0085608745
Kat8,-0.04918269,0.037174996,0.011506036
Fus,0.060849763,-0.07933262,-0.11011051
Tgfb1i1,-0.062050045,0.07039081,-0.07543115
BC017158,-0.014741357,-0.029954158,-0.03585021
Tial1,0.02739685,0.043304235,-0.07546352
Wdr11,-0.010461539,0.011435748,-0.033635125
Ate1,-0.015624228,0.03005364,-0.065173075
Chst15,0.031282973,-0.0801993,-0.12414292
Oat,0.003148639,-0.017835073,-0.12240312
Fam53b,0.19548687,-0.1850687,-0.012783239
Zranb1,-0.07252524,0.01358686,0.07483012
Dhx32,-0.027266175,0.049920417,-0.020412264
Glrx3,-0.019349437,-0.009528099,0.037025727
Mapk1ip1,-0.0039556855,0.050438978,0.11948879
Inpp5a,0.0019848952,-0.023613006,-0.09126491
Adam8,0.031694945,-0.0850379,0.064989164
Bet1l,-0.049060956,0.10716707,0.07082358
Psmd13,0.14423287,-0.18181112,-0.13151723
Ifitm2,0.0622017,-0.15535969,-0.104219235
Ifitm3,0.08908011,-0.07135104,-0.030709626
Irf7,0.053714126,-0.08502355,-0.05854844
Gatd1,0.007244095,0.03888987,-0.10666308
Cd151,-0.054993644,-0.02574976,0.054904353
Chid1,-0.0019001048,-0.03164325,0.030924045
Mob2,-0.061483227,0.009309585,0.0739125
Lsp1,0.03542218,-0.12811275,0.0056470945
Cd81,-0.10234798,0.11155139,-0.051865548
Osbpl5,0.07134153,-0.082629904,-0.02967521
Mrgpre,0.001551839,0.0064131273,-0.06092544
Ppfia1,-0.0427791,0.0075564254,0.082011506
Ccnd1,-0.029025476,-0.068366185,0.10241002
Trappc5,-0.018035937,0.061779343,-0.07725351
Cd209d,-0.08250475,0.03255226,0.0833793
Cd209b,-0.04690841,-0.013393484,-0.05627058
Cers4,-0.08982369,0.13784821,-0.040927783
Pcid2,0.02198252,-0.070648104,-0.027737783
Upf3a,-0.09589742,0.17598253,0.084881924
Champ1,-0.055021733,0.016993746,0.111394264
Kbtbd11,-0.031118335,-0.043624647,0.114055686
Smim19,0.060486395,-0.050557956,-0.032262888
Slc20a2,0.036749274,-0.018340461,-0.024228476
Polb,-0.046650637,0.035578802,0.0911163
Ikbkb,0.047593974,-0.057911705,-0.045987032
Nsd3,0.060559288,-0.06689294,-0.011539487
Ddhd2,-0.022244984,-0.045825753,0.036700018
Rnf170,-0.07460477,0.077205926,-0.038783975
Plpbp,-0.06787451,0.066636205,-0.008353097
Rnf122,-0.023587745,0.02353258,-0.023416856
Mak16,-0.022769641,0.009483433,0.08890806
Ppp2cb,0.050133336,0.077897266,-0.094652556
Rbpms,-0.019770186,-0.0034524715,-0.04802952
Dctn6,0.010961626,-0.08152372,0.006518186
Leprotl1,-0.00047920272,-0.19805928,0.19764142
Saraf,-0.048585188,-0.0061688772,0.25364533
Eri1,0.017138693,0.01878156,-0.0476238
Vps37a,0.023970552,-0.009440515,-0.04562145
Asah1,0.029035348,-0.048615064,-0.0051783104
Frg1,-0.107495405,0.14189209,0.08702281
Cfap97,-0.047274835,0.02931182,0.091742225
Irf2,0.024912892,-0.0010660952,-0.09555083
Trappc11,-0.06614072,0.015430707,0.03617169
Rwdd4a,-0.03788979,0.052731503,0.09608504
Cdkn2aip,0.00048110727,-0.015586359,-0.048807733
Spcs3,-0.018157901,0.023258809,0.022937838
Fbxo8,0.1515081,-0.14527619,-0.1952673
Hmgb2,0.14037867,-0.08957839,0.019401433
Galnt7,-0.010574345,-0.08300468,0.1690935
Palld,-0.00038927048,0.05984762,-0.01177955
Klhl2,0.045421675,-0.117574655,-0.08815757
Tmem192,0.004499804,-0.042104445,0.09064484
Ints10,0.09957498,-0.059032343,-0.0053783786
Atp6v1b2,0.018891301,-0.030064432,-0.076461084
Gmip,-0.0025462061,-0.056100383,-0.09263863
Lpar2,-0.104383856,0.10104598,0.13588917
Ndufa13,-0.11616701,0.12349893,0.09781645
Gatad2a,-0.16586211,0.18680519,0.069260895
Mau2,-0.028862763,-0.040752098,0.05730444
Ddx49,0.03201536,-0.03911526,-0.13872185
Upf1,-0.0078784935,0.0027967133,0.012479506
Crtc1,0.017541569,-0.0040507317,-0.10962309
Rex1bd,-0.0783129,0.050117243,0.17307138
Uba52,-0.12765604,0.20779121,0.087676235
Kxd1,-0.055091485,0.15578243,-0.10779531
Lrrc25,0.10794087,-0.12341836,-0.12735406
Lsm4,-0.25382304,0.23096159,0.07909848
Jund,0.041035175,-0.07702772,-0.10917596
Ifi30,-0.027267609,-0.008068229,0.03399458
Pik3r2,0.06702006,-0.009553554,-0.12978311
Use1,-0.09350449,0.16951244,0.096868925
Ocel1,0.015747644,0.055996154,0.037873846
Dda1,0.0038201655,0.08105317,0.012630682
Bst2,0.31299323,-0.3512786,-0.18683955
Mvb12a,0.0056574605,-0.02640497,-0.01828278
Jak3,-0.029449113,-0.006411615,-0.0089231515
Zfp709,-0.026202604,-0.022846779,-0.021758882
Cyp4f18,0.046282552,-0.016067334,-0.18496205
Cherp,0.031054579,-0.058179364,0.047815744
Slc35e1,-0.06008421,-0.003862097,0.033242196
Lsm6,-0.033058923,0.14590406,-0.07242975
Smad1,0.0072989827,-0.07533641,0.058472965
Otud4,-0.034319665,0.005814897,0.026017062
Gypa,0.4955752,-0.30221498,-0.25047
Gab1,0.0011788951,-0.03242342,-0.0048319027
Tbc1d9,-0.098001376,-0.025877768,0.14603016
Tecr,0.045756012,-0.067497864,-0.080148175
Dnajb1,-0.059661083,0.022817852,0.07619709
Pkn1,0.0040152376,-0.019980751,-0.010646053
Adgre5,-0.0394371,0.02309844,-0.024833223
Il27ra,-0.20095769,0.0056136996,0.26627332
D8Ertd738e,-0.005973121,0.026096921,0.032716572
Ier2,-0.09966777,0.13887858,0.049747214
Nfix,-0.072390154,0.111845344,0.06554023
Lyl1,-0.030402869,0.07636868,-0.11106916
Klf1,0.5405479,-0.35645965,-0.17334
Dnase2a,0.05870672,-0.0895814,-0.07511311
Prdx2,0.48747128,-0.32289237,-0.12831797
Junb,0.09527527,-0.1798225,-0.12700187
Asna1,-0.12289141,0.18334934,0.054010507
Dhps,0.014157616,-0.05654557,-0.103902996
Man2b1,-0.039546788,0.0064308597,0.038407095
Dnaja2,0.0017425045,-0.03335767,-0.07578894
Lonp2,-0.015024576,0.004179298,-0.001965982
Cnep1r1,-0.04089649,0.008856528,-0.12370475
Heatr3,-0.044819072,0.034139037,0.059925962
Tent4b,0.021801222,0.0046011265,-0.0035355645
Cyld,-0.008539269,0.028106242,-0.059310384
Rbl2,-0.044359915,0.037717175,0.0717555
Nudt21,-0.043990694,0.025255697,0.099554345
Mt1,0.0676066,0.019703163,-0.15204173
Nlrc5,0.04043311,-0.1110914,-0.0062326086
Arl2bp,-0.030629333,-0.02100753,0.048615813
Ccl22,-0.08800529,-0.073567405,0.38862118
Polr2c,-0.0050411494,0.052568767,0.026219355
Usb1,-0.07099661,0.11411944,0.06513343
Cfap20,0.14120686,-0.13631369,-0.18581375
Cnot1,-0.10194899,0.12365751,0.03946328
Got2,-0.17526114,0.12548254,0.1940128
Cmtm3,0.13039654,-0.1551973,-0.07316584
Dync1li2,0.060932692,-0.05068271,-0.041553263
Fbxl8,-0.058390714,0.033234812,0.05268041
E2f4,0.016018584,-0.026781222,0.025551708
Tmem208,0.048430737,-0.0722484,-0.048914768
Ripor1,0.04954441,-0.06938161,-0.020709325
Ctcf,-0.009111653,0.04784904,0.0072747874
Carmil2,-0.056614757,0.032212604,-0.037045203
Acd,-0.08091034,0.21159449,0.034614414
Ranbp10,0.14426252,-0.2080439,-0.038582332
Pla2g15,-0.002861837,-0.049092922,0.009891485
Slc7a6,-0.019150574,-0.018748526,-0.047755145
Tango6,-0.049047064,-0.024694724,-0.03662567
Sntb2,0.030973429,-0.08421232,-0.004392675
Vps4a,0.0013479637,-0.04749016,-0.06584062
Cyb5b,0.006421315,0.04502495,-0.0038965791
Nob1,0.056303397,-0.097063385,0.025362454
Psmd7,-0.01849164,0.021720584,0.010646439
Atxn1l,-0.010149237,-0.07778904,-0.06053277
Aars,0.007118048,0.02415228,-0.022444092
Glg1,-0.4166747,0.26393437,0.2869647
Rfwd3,0.0092640035,0.0315029,-0.046272017
Atmin,-0.029120853,0.025117729,0.06414594
Taf1c,-0.07998128,0.0258803,0.08958885
Cotl1,0.05551407,-0.0099639995,-0.034348745
Usp10,-0.016462151,0.025469696,-0.028656965
Zdhhc7,-0.058597643,0.08331126,0.046004895
Cox4i1,0.0009043538,-0.009914717,-0.029835472
Irf8,0.012241249,-0.046025664,-0.07669683
Fbxo31,0.012463246,-0.010039167,0.043772392
Map1lc3b,0.17144871,-0.17779043,-0.10162861
Banp,0.02150264,-0.05783066,-0.047506522
Zc3h18,-0.033624932,0.028133187,0.073291816
Cyba,0.00589949,-0.005948595,-0.0003606093
Ctu2,0.009043448,0.03829789,-0.051829517
Piezo1,-0.012814014,-0.0037435777,0.051438697
Galns,-0.066282816,0.06726096,0.067846894
Tcf25,0.010092284,0.030526837,-0.021258686
Nup133,-0.0044676177,0.0025575915,-0.031292368
Taf5l,0.065503426,-0.11311145,0.0060598208
Cog2,-0.012733902,0.018027188,-0.008160873
2310022B05Rik,0.08387416,-0.06423491,-0.1349378
Egln1,-0.031991333,0.06855367,0.00713483
Irf2bp2,0.034069657,-0.02009515,-0.035026696
Itgb1,0.17644948,-0.26543733,-0.0048315437
Alkbh8,0.02360239,0.0071480563,0.035653632
Birc3,0.041005757,-0.0037457051,0.03402461
Fam76b,0.01280685,-0.0068086777,0.04865509
Sesn3,-0.0645899,0.033144373,-0.0007123262
Amotl1,-0.008944075,0.016540155,-0.16935866
Izumo1r,-0.19416663,-0.01989723,0.41487542
4931406C07Rik,0.025823671,-0.053140827,-0.10343367
Taf1d,-0.1367328,0.24268606,0.08243478
Zfp317,-0.08079447,0.14646699,0.016054358
Zfp426,-0.0031825318,0.014696926,0.08489294
Fbxl12,0.08079055,-0.049322,-0.091758065
Eif3g,-0.07144937,0.07099739,0.1576883
Mrpl4,-0.01469453,0.07194063,-0.07711819
Icam4,0.2808935,-0.2240401,-0.14151317
Kri1,-0.032303803,0.06399189,-0.014008775
Slc44a2,-0.02312355,0.00472789,-0.03742181
Carm1,-0.00051822327,0.0008242037,0.008112086
Smarca4,-0.07652213,0.114383385,0.022389451
Zfp653,0.049221452,-0.009676676,-0.14413296
Ecsit,-0.03700485,0.05123369,0.036777347
Acp5,-0.026891747,0.008985795,0.0558319
Zfp809,-0.2094412,0.1136643,0.2238236
Herpud2,0.04763724,-0.041098423,-0.09281806
Thyn1,0.09238529,-0.09584652,-0.028355382
St14,-0.18592203,0.19325139,-0.04797503
Ets1,0.0054029645,0.020869076,0.06905737
Dcps,0.019811293,-0.029432112,-0.07022478
Srpr,-0.073504664,0.0367907,0.18875082
Foxred1,-0.116141,0.12440398,0.1924441
Ei24,-0.051652167,0.0020191614,0.109927244
Slc37a2,0.015187044,0.04981728,-0.047569007
Msantd2,0.0065063606,-0.05239922,-0.02552192
Nrgn,0.5215066,-0.41416544,-0.22542006
Vwa5a,0.028042898,-0.086856596,-0.035253115
Hspa8,-0.01768995,0.0438965,0.028061058
Ubash3b,0.008106057,0.00476994,-0.06563559
Nectin1,-0.04796602,-0.010649761,0.1482679
Thy1,-0.21234564,-0.05274014,0.37394354
Hinfp,0.014220637,-0.043899342,0.008796057
Hyou1,-0.074275985,0.08770358,0.08783686
Bcl9l,-0.02298954,-0.014648383,0.039511215
Cxcr5,-0.14673696,0.2939024,-0.11603299
Kmt2a,-0.012863677,0.021274976,0.07496149
Cd3g,-0.18826929,-0.0623902,0.41863507
Cd3d,-0.095004745,-0.07407603,0.33857512
Cd3e,-0.07223596,-0.1365898,0.32897526
Mpzl3,0.09742614,-0.115710504,-0.013593213
Pcsk7,0.06337776,-0.11838807,-0.089309335
Tagln,0.631234,-0.48546994,-0.16791524
Nxpe2,0.16318423,-0.13970241,-0.11348305
Rbm7,-0.16670537,0.11957048,0.18363273
Pts,-0.06993157,0.15429953,0.05279414
Il18,0.12821007,-0.063998096,-0.11131368
1110032A03Rik,-0.002823187,-0.0017043408,-0.092272714
Alg9,-0.004217633,-0.044839162,-0.08499775
Pou2af1,-0.009031273,0.17225884,-0.11165183
Rdx,-0.043771923,0.046081588,0.06968412
Poglut3,0.021839384,-0.03209663,-0.00068943616
Acat1,-0.1681996,0.18723798,0.111387454
Wdr61,0.021313773,-0.10600278,0.044561278
Fbxo22,-0.02884512,0.07565452,0.068248615
Pstpip1,-0.051529586,0.033340313,-0.04209691
Tspan3,-0.20920151,0.16496864,0.22526269
Imp3,0.008129743,-0.034235165,-0.03018497
Sin3a,0.07695596,-0.0067818696,-0.046235032
Neil1,-0.08074101,0.016810892,0.039804995
Commd4,-0.026904745,0.1184792,0.047115643
Ulk3,0.009358284,0.030032292,-0.032583233
Csk,0.047991853,-0.031455565,-0.120364755
Sema7a,-0.21234907,0.27410272,0.057342745
Islr,-0.25303978,0.19999467,0.19077161
Stoml1,-0.08642539,0.11575184,0.0318122
Loxl1,0.06927738,-0.13532518,0.0036050132
Adpgk,0.026128784,-0.044977024,0.012681626
Arih1,0.047474723,-0.08322056,-0.050818283
Hexa,0.02979229,-0.07557057,-0.08075591
Parp6,-0.01714278,0.08527146,0.038260523
Pkm,-0.03148617,0.06342966,0.11772177
Myo9a,-0.017843354,-0.04104337,0.01646277
Tle3,-0.0032099462,-0.06296941,-0.020256646
Fem1b,-0.067542024,0.11839865,-0.097055696
Pias1,0.021262236,-0.051479492,-0.100125745
Smad3,0.039782505,-0.067711174,-0.03689566
Map2k1,-0.063308656,0.06697229,0.019235253
Hacd3,0.011553496,-0.07460626,0.019555153
Mtfmt,-0.07035195,0.12377724,0.008658868
Trip4,-0.011500845,0.0156056965,0.084743574
Ppib,-0.01234152,0.049945213,-0.0077989358
Snx1,-0.026308246,0.050751723,-0.13068268
Ciao2a,-0.05401007,0.00829182,0.020038709
Usp3,-0.023694111,-0.03549975,0.03747607
Aph1b,0.019462453,0.0035196252,-0.0013418567
Ccnb2,0.1746909,-0.10922159,-0.14508429
Sltm,0.038950473,-0.079636894,-0.03362113
Mindy2,0.0342969,-0.026149534,0.0377914
Polr2m,-0.017855018,0.090014674,0.030725926
Tcf12,-0.015016222,0.019930443,0.07317986
Nedd4,0.0110913245,-0.0009938644,-0.03151746
2310009A05Rik,-0.072128944,0.116275884,-0.085377984
Rsl24d1,-0.048655733,-0.024635356,0.04154641
Myo5a,-0.040150426,-0.019452214,-0.032399695
Tmod3,-0.046694856,0.08985633,0.05104927
Lrrc1,0.006546243,-0.016024861,0.013864178
Gclc,0.057006825,-0.11327731,0.12303079
Elovl5,-0.051884905,0.13881287,0.012135064
Eef1a1,-0.03434817,0.080833614,0.055309087
Cox7a2,-0.28335363,0.29679263,0.18730617
Tmem30a,0.083678715,-0.094355196,-0.045171607
Hmgn3,0.03448475,-0.036231287,-0.106294855
Cyb5r4,-0.042902246,0.06839802,0.027090697
Mthfsl,0.060856313,-0.022626525,-0.0864331
Tmed3,-0.011811023,-0.05928249,0.018107604
Ctsh,0.07056088,-0.106605574,-0.13317668
Plscr1,-0.036245905,0.04073874,0.10233252
Slc9a9,-0.032430347,0.027569361,0.09928264
Tfdp2,0.7282749,-0.4439908,-0.30547792
Rasa2,0.019379405,-0.089735374,-0.018770222
Slc25a36,-0.012021815,0.019219786,-0.10002095
Copb2,0.014111672,-0.04515585,0.05591724
Nck1,-0.03025718,0.07198325,-0.01188327
Msl2,-0.04960435,0.0532411,0.0067167687
Srprb,0.022420302,-0.077603154,-0.13467062
Topbp1,-0.10206246,0.09280271,0.033413164
Cdv3,-0.17397468,0.3009616,0.047075763
Uba5,-0.08129263,0.12875195,0.08455301
Mrpl3,-0.063325696,0.077928126,0.029000284
Nudt16,-0.12872382,0.102826074,-0.029888723
Atp2c1,-0.0032414915,-0.0036931643,-0.0037984906
Wdr82,0.029860964,-0.07580503,-0.006246282
Parp3,0.023062801,-0.03000176,-0.0782521
Tex264,0.12667377,-0.09998279,0.03687067
Manf,-0.023000821,-0.0796888,-0.044699017
Rbm15b,-0.15822965,0.17450711,0.010459731
Naa80,-0.0027820133,0.024183748,-0.0067412257
Gnai2,0.022297204,-0.051982023,-0.043238316
Sema3f,0.19262958,-0.22744134,-0.16626012
Rbm6,0.15641977,-0.21910739,-0.11361237
Rnf123,0.15506886,-0.108916104,-0.06032865
Dag1,0.032947376,-0.0151960375,-0.022175364
Amt,0.00010216702,-0.03122129,-0.09863716
Tcta,-0.00852944,-0.05530155,0.054384463
Rhoa,0.016130526,0.0028258145,-0.05399194
Gpx1,0.4698797,-0.26772544,-0.22135662
Klhdc8b,0.09912048,-0.13707362,-0.124215364
Qars,-0.15515983,0.12295967,0.11361564
Arih2,-0.034207188,-0.039444882,0.0076242
Nckipsd,0.0074315844,0.052960753,0.05650415
Col7a1,0.08768192,-0.1702027,-0.14707986
Shisa5,0.05717152,-0.12136406,-0.09061172
Tma7,-0.05231586,0.08328771,0.022183105
Camp,0.4584126,-0.3035358,-0.2556054
Smarcc1,-0.026846679,-0.011137096,0.0061007803
Scap,0.028495908,-0.11176197,-0.09211714
Als2cl,-0.08915323,-0.10702513,0.33053756
Mlh1,-0.07481283,0.14090063,0.031041985
Clasp2,-0.027698405,-0.02331815,0.023477027
Dync1li1,0.011227142,-0.08172575,0.09585302
Cmtm7,-0.14983745,0.14207664,0.14081141
Gpd1l,-0.07433711,0.14943972,-0.06906227
Azi2,0.08538113,-0.16364937,-0.004296959
Cx3cr1,-0.06256083,0.054768726,0.12399345
Slc25a38,0.06069955,-0.0611821,-0.049316324
Vipr1,-0.03128452,-0.036996882,0.19499268
Higd1a,-0.07342661,0.061422724,-0.018926073
Zfp445,-0.13571087,0.28160113,0.022373227
Tmem158,-0.008582528,0.031257425,0.048915617
Cxcr6,0.13577333,-0.14503236,-0.015807295
Xcr1,0.0923349,-0.18783394,0.0020780605
Cnksr3,0.091287345,-0.097849935,-0.031716082
Ginm1,-0.0028804578,-0.032923672,0.046379693
Ppil4,0.04416384,-0.02664525,0.0029949525
Tab2,0.013705188,-0.011992731,-0.052356806
Sash1,-0.034093563,-0.051349677,-0.008839439
Stx11,0.025768612,-0.027795073,-0.009412246
Sf3b5,-0.016313408,-0.016297497,-0.03836278
Hivep2,-0.050956976,0.068787746,0.09797784
Vta1,0.046069756,-0.015110545,0.011951154
Heca,0.049710855,-0.118517734,-0.028859416
Myb,-0.05326509,0.030887233,0.18268566
Hbs1l,-0.018505285,-0.043869443,0.14709453
Akap7,0.14756593,-0.13774091,-0.17167127
