,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
Ina,0.4366234,0.2988516,-0.37742925,0.07615985,-0.7426114,-1.0260986,-0.33384585,-0.194967,0.63930094,-0.15963835,-0.045569204,-0.28245503,-0.0413593,-0.12325045,-0.8930121,0.7618321,-0.76812625,0.5555813,0.117160656
Pcgf6,-0.061315596,-0.18047212,0.07253201,0.006216102,-0.2629312,-0.345475,0.17187001,0.0018778265,0.12890838,-0.045084964,-0.32513395,0.086773925,-0.3551751,0.018444167,-0.018602408,-0.020254422,0.0061867037,0.16009925,0.000389171
Pdcd11,-0.13622648,0.27145025,-0.041551083,0.08037034,0.40202534,-0.13467154,0.09322615,-0.43458003,-0.64393747,-0.07127265,-0.0056026145,-0.15431826,0.028411727,-0.4868887,0.03843766,-0.01485521,-0.03459303,-0.052549116,-0.042732503
Sfr1,-0.25667098,0.095618665,-0.058427624,-0.05443163,-0.074422725,0.22436114,0.13785246,0.0042525697,0.21491773,-0.002631743,0.24215288,-0.10231335,0.09878859,0.093546346,-0.01678587,-0.022172546,-0.000994873,-0.17243704,-0.10154045
Sorcs3,0.27389973,0.020084469,-0.53904426,0.29275277,-0.7285942,-0.9749344,0.20308435,-0.16339053,0.12572995,0.8505804,-0.33793736,0.2937607,-0.17488249,-0.89764816,-0.75401443,-0.3965269,0.23678727,0.14149827,-0.084896505
Add3,0.16909108,-0.3103707,-0.19085756,-0.21109158,0.19088343,0.49399722,-0.124986306,0.08845415,-0.06204915,0.24038225,-0.078211114,0.06486443,0.04391663,-0.8156615,0.11223218,-0.10586925,0.057981316,-0.603575,-0.15942088
Mxi1,0.0017566445,-0.7930426,-0.093610324,-0.0358217,0.2853856,0.01701714,-0.40135524,0.4563774,-0.17086455,-0.1815487,-0.1779815,-0.12276778,-0.7698613,-0.05641711,0.02881619,0.20725253,0.013684009,-0.3781688,0.03660597
Smndc1,-0.0343243,0.053399134,0.1432951,-0.006703996,0.08917708,-0.07360676,0.06522371,-0.009127822,-0.31639603,-0.15745328,-0.11695949,-0.0035804664,0.01495185,-0.022931516,0.008006857,-0.0041433875,-0.0035233984,0.04152039,-0.03399837
Smc3,-0.049333982,0.080976695,-0.00909437,-0.3158698,0.25422242,0.041922037,0.09644519,0.15545294,0.19005175,-0.10445227,0.24609561,0.33935827,0.08609821,-0.11949374,0.104921386,-0.06938296,-0.013872039,-0.41126898,0.080341965
Pdcd4,-0.11628377,-0.0526477,0.104792506,0.20345528,0.10691158,-0.50063974,-0.29113388,-0.13229227,0.035204675,0.11146139,-0.1678938,0.26858494,0.23514456,-0.60305834,-0.31782183,-0.15769711,0.02431413,-0.43232387,-0.0031955622
Acsl5,0.10688253,-0.39980486,-0.6965542,1.5637305,-0.72061235,-0.7182629,-0.3877139,-1.0876759,0.78531694,0.5006791,-0.72018266,-0.967803,0.10198793,-0.7613779,-0.47003463,0.43624958,-0.7768306,0.10225525,1.0110857
Tcf7l2,-1.6675628,-0.5392212,1.2527012,-2.2747061,1.0097061,1.4032934,-0.4414021,-1.0609517,-1.280295,-0.6057547,0.14596452,0.5516514,1.0917438,-0.9584672,0.27366132,-1.2033924,-0.3695663,-1.0940145,-0.89955616
Atrnl1,0.55664617,-0.3739317,-1.5222154,0.947773,-0.26829752,-1.3671936,-0.09823149,-0.051992197,0.52393395,0.44218692,-0.86973834,-0.3079316,-1.5401465,-0.1473838,0.056280136,0.30769378,-0.3521991,-0.18297407,0.6024574
Gfra1,-0.7185581,1.2298092,0.16812429,-1.8065147,0.19173865,0.04298226,-0.34664175,0.082385905,-0.629128,0.89458865,0.23548001,0.7363962,-0.14085335,-0.71689516,0.18668032,-1.1254678,-0.49655837,-1.211654,-1.069017
X4930506M07Rik,0.090124115,-0.29383546,0.50193083,0.027188355,0.324996,0.69119716,-0.1953301,-0.502407,-0.8727898,0.19792217,-0.34106153,0.46531564,-0.7536495,-0.504193,0.3586717,-0.74556774,-0.28414232,0.0006401344,-0.6684162
Cacul1,0.060015522,0.13786443,-0.36246386,0.055006202,-0.19849338,-0.49370497,-0.4712436,0.040925026,-0.11820872,0.08331572,-0.6150392,-0.36743122,0.7953344,-0.5230476,-0.19700058,-0.069013216,-0.056214564,-0.00016147616,-0.010659403
Fam45a,-0.0010301594,-0.06565416,0.19160445,0.00047079043,0.05437056,-0.094828,0.009856407,-0.018698327,-0.16954044,-0.009459695,-0.19920126,0.16646568,0.011245742,-0.03566368,-0.007668236,-0.011697625,0.005882505,0.013769309,0.0033509375
Grk5,0.15123123,1.1945546,-0.5262392,0.36471403,-0.47816038,-0.6463149,-0.65844566,0.18054613,0.19100809,0.6385619,-0.39629555,-0.65645903,0.3507058,-0.14540458,-0.3890551,-0.29058132,-0.27392745,-0.7950819,-0.95962965
Mrpl15,-0.021134524,0.09222086,-0.8772436,-0.07844883,0.46850127,-0.105396815,0.10239496,-0.1933206,0.52410454,-0.079973094,-0.03301948,-0.15611586,0.114993855,-0.0014221076,-0.14568642,-0.0132228695,0.007221185,0.1328524,-0.022570351
Tcea1,0.016266502,0.12370801,-0.46946627,-0.02119676,-0.3662566,0.038500234,0.10601917,0.0047072405,-0.070274904,-0.009176474,-0.41244742,0.06917035,-0.09684349,-0.011520043,0.0670828,-0.00016672016,-0.017512664,-0.11294238,0.012530278
Rgs20,-0.4232298,-0.6085304,-0.36288223,-0.6218569,-0.20670159,-0.5018486,0.7650658,0.7369054,0.4075211,0.024458207,0.16924742,-0.48712263,-0.76789206,0.8987595,0.7268606,-0.7886554,0.6203763,-1.2647076,-0.15687308
Atp6v1h,0.3677185,-0.065653995,-0.99805087,0.23270273,-0.92046577,-0.2514374,-0.20925282,-0.26586404,0.3581346,0.31704363,-0.17752527,-0.30292252,-0.4437737,-0.1774698,-0.24513295,0.16254778,-0.20063084,0.35642952,0.12741016
St18,-1.7217025,-1.6459763,1.5105827,-3.5837479,0.56522673,1.8748084,-0.7409324,-1.5264962,-1.9859197,-1.1275274,-0.5993868,0.48488897,0.33890647,-0.84403867,0.93112093,-1.3653357,-0.5238301,-0.56999755,-1.3552777
X3110035E14Rik,1.0501779,-1.1665652,-0.10468107,0.24797873,-0.47282445,-0.11101242,-0.7290616,-1.1480736,0.76281667,0.872736,0.63307214,-0.9850424,-1.2093706,-0.83941007,-0.4488347,0.9603741,-0.58009464,-1.2799965,-0.013886381
Sgk3,-0.19842236,-1.733204,-1.1454283,-0.48980847,-0.8045747,0.5336513,1.0404663,1.1198174,-1.0661741,-0.8037106,-0.29612917,0.45288333,-1.113671,0.71816134,0.4932273,-0.7326052,1.0694164,-0.58988035,-0.53015083
Snhg6,-0.50164473,0.13226114,0.8649176,-0.2506051,-1.0569211,1.0508988,0.5867674,-0.7028299,-0.3563725,0.10798556,-0.2436488,0.15217938,-0.38234183,-0.29437757,-0.06169758,-0.002760907,-0.029402291,0.1769829,-0.0068666027
Cspp1,-0.21397251,-0.009753609,-0.3572745,0.01587406,0.34069166,-0.6684231,0.068601325,0.08050568,-0.055924986,0.15770766,-0.28846863,0.1933734,-0.047356874,0.0712135,-0.01636605,-0.8219487,0.08926683,-0.42248914,0.09682078
Prex2,-0.37378255,-0.15011947,0.4164552,-1.377934,0.96498305,-0.1089764,-0.6164278,0.4005274,0.37374198,-0.9822755,1.1389942,-0.17139858,0.75493604,-0.08063337,0.034522086,-0.38595366,0.13298996,-1.704354,-0.42221314
Sulf1,1.5682333,-0.50350523,-0.79807013,-0.97488344,0.27317318,-0.9419865,-0.018875152,0.33147654,-0.5579045,1.7775801,-0.6820911,0.6224148,-0.8257711,-0.038172476,-0.7448108,-1.2497209,-0.063510954,-1.4733441,-1.2302874
Tram1,-0.42451537,0.5357663,-0.8620946,0.75001174,0.30381465,0.47555637,-0.9491151,-0.821453,0.015241093,0.42630512,0.3305398,0.12449537,0.12754358,-1.2529601,0.043007128,-0.42771906,-0.95517504,0.14087692,-0.23140295
Terf1,-0.36056355,0.062165666,-0.35252324,0.41838142,0.29437482,-0.15302074,0.2169994,-0.21680912,-0.8159714,-0.722079,-0.6958061,0.7188901,-0.38550413,-0.29910564,-0.31501475,-0.073703445,0.017037164,0.25744635,-0.13162644
Rdh10,-1.0278945,0.06957078,-0.031711,-0.18656297,0.6618073,-0.27312624,-0.011827465,0.81673396,-0.81964505,-0.07357849,-0.6331032,0.7279039,0.60016906,0.32250044,-0.09754708,-0.53238523,-0.3237431,-0.76073277,-0.13776305
Stau2,0.25002018,-0.074977025,-0.64060557,0.105268106,-0.44708022,-0.99326515,0.037616104,-0.026179096,0.3817964,-0.34376183,-0.36820337,-0.39903367,-0.28603163,-0.15515506,-0.12499451,0.1105778,0.06890826,0.36953542,0.05827007
Ube2w,0.33743778,0.080534145,-0.5980679,0.06345916,-0.8532884,-0.16082159,-0.07092675,-0.02519915,-0.21868286,0.09844701,-0.639779,-0.054999076,-0.25905558,-0.2938394,-0.07898507,-0.025323246,-0.04074452,0.003084544,0.00061044213
Tceb1,0.27094236,-0.10563894,-0.27087414,0.011853002,-0.6901503,-0.039406523,-0.07099995,-0.2623548,0.40506476,-0.03543943,-0.61643136,-0.32583198,-0.6124374,0.060980927,-0.2500601,0.24035743,-0.16353384,0.5781161,0.3609057
Smap1,0.48346916,-0.07995035,-0.12788114,0.07586962,-0.04220235,-0.17985004,-0.37343302,-0.35295954,0.2901778,0.13182332,0.23267941,-0.49943757,-0.19177309,-0.3257623,-0.1783223,0.3780184,-0.5063137,0.13742563,0.10716416
Col19a1,0.15082316,-0.813123,-0.55795455,1.0952487,-0.24752197,-0.7481338,-0.6761277,-0.01714036,0.8671849,-0.21231492,0.2610297,-1.3030022,-0.37952092,-0.049549714,-0.35762993,-0.4349111,-0.99671006,0.8693455,0.5772775
Khdrbs2,-0.1724659,-0.012176479,0.084611356,0.5808268,-0.18808883,-1.0880215,0.7225781,-0.8524159,-0.3076295,-0.16035156,0.19305086,1.1741678,-0.094961084,-1.1763514,-0.7080142,-0.091153555,0.18354438,0.07207229,-0.5474348
Bend6,0.25164846,0.54701394,-0.041269723,0.04229988,-1.023162,-0.8376134,-0.68660676,-0.37780887,0.68613404,-0.42863882,0.18720958,-0.46329558,0.4893569,-0.70139456,-0.8291218,0.5409709,-0.44102278,0.8129943,0.14831628
Cox5b,-0.022468628,-0.005154736,-0.3171488,-0.016707981,-0.64546317,0.21831676,0.09348585,0.13484824,0.3250075,-0.33024207,-0.3084682,-0.32909137,0.3360426,0.0123671405,0.006639171,0.0480512,-0.003741925,0.41693977,-0.03359141
Actr1b,0.08064859,0.17800052,-0.39595717,0.37549454,-0.6686399,-0.29949835,-0.12315768,-0.36790958,0.45805988,0.12825678,-0.13074492,-0.10294084,-1.1241984,-0.80385053,-0.5386173,0.291441,-0.16445385,0.12503457,0.4744239
Inpp4a,0.40039718,-0.078463785,-0.53991294,-0.026070202,-0.6616679,-0.576747,0.15318769,0.2533445,0.037056126,-0.025797302,-0.39118215,-0.4287957,-0.19351028,0.30683833,-0.18268947,0.21982698,0.006926674,0.15419714,-0.09809383
Tsga10,-0.13898113,0.12601425,-0.40449107,0.06371564,0.28970644,-0.40573147,0.19784702,-0.09438763,-0.3247542,0.1023806,0.5783212,-0.10768597,-0.8396226,0.20965223,-0.38993657,-0.38487467,0.05831403,-0.7152693,0.026892357
Mrpl30,0.14719711,-0.3897314,0.39874068,-0.05225975,-0.32176274,0.72940314,0.13367085,-0.37218678,-0.5735022,-0.019184127,-0.75737274,-0.5973705,0.13849121,0.07359276,0.16272138,0.11091389,-0.14256541,0.07632524,-0.03647378
Rev1,-0.14646389,0.20998512,-0.33659264,-0.013662513,-0.065796286,-0.60169524,0.5055904,0.39264742,-0.63229483,-0.21532282,-0.087633416,0.5419401,-0.23751725,0.2535846,-0.28128526,-0.73636353,0.5024805,-0.38581222,-0.25093317
Aff3,-0.20654325,0.12079339,-0.42507505,0.214439,-0.43642002,-0.98891246,0.5476818,0.5947895,-0.8674606,0.192176,-1.0390756,-1.1053934,-0.34258565,0.8393765,0.43699762,-0.49845183,-0.026250929,0.058824614,-0.49075946
Chst10,0.22077732,0.8205982,-0.5174286,0.024530971,-0.5796267,-1.0662535,0.3693768,-0.5523614,-0.59067553,0.46377808,0.034933593,0.48629612,-0.6976704,0.23582447,-0.8006875,-0.37719548,0.12825032,0.14329836,-0.37350577
Tbc1d8,-0.28978205,-0.8085316,-1.4698149,-2.1619189,-0.37830004,-0.7269957,1.3587486,1.0643891,-0.9383763,-0.65492034,-0.25632572,0.079446405,-1.0439805,1.3208696,0.6516065,-1.0085255,0.9241258,-1.3600713,-0.7126511
Map4k4,-0.53887373,-0.33891952,0.7908609,-1.1130342,0.3684044,0.7557356,-0.31228018,-0.3867562,0.08237431,-0.4289486,0.58266157,-0.16784537,0.1741101,-0.23184222,0.38623974,-0.14058211,-0.1673368,-0.39701778,-0.47327352
Ercc5,-0.10851529,-0.095180325,-0.8266761,-0.06883861,0.4563651,-0.19173448,0.2670017,0.5672659,-0.7047656,-0.2678424,0.11586706,0.3172902,-0.9439975,-0.41635185,0.5916316,-0.3054916,0.24406809,-0.044445314,-0.10863975
Gulp1,-1.5900761,0.13198952,0.28529823,-3.513668,0.44714463,-0.868294,1.4733137,1.1599178,-1.2651316,-0.70248306,-0.56310666,1.502349,-0.26546755,0.577274,0.032099046,-1.0799139,1.0680833,-0.4582632,-1.2089378
Wdr75,0.03845426,0.022822365,-0.36410227,0.045727827,0.06278531,-0.22077313,0.43478048,0.05774217,-0.9193936,-0.46664315,-0.81972754,0.7637442,-0.6911249,-0.29331675,-0.20750149,0.076581255,-0.06779724,0.12315381,0.0016319121
Slc39a10,-0.04389874,-0.08604124,-0.5194074,0.7575977,-0.33957487,-0.9295034,-0.13201155,-0.13943434,0.6297175,0.5419113,0.34004366,-0.4239992,-0.33592552,0.011759981,-0.2201562,0.32187462,-0.5246295,-0.8522311,0.5105993
Tmeff2,-0.3829209,-0.14134778,0.8653281,-0.32364532,-0.975244,1.2268782,-0.38281348,-0.94240254,-0.55172783,-0.1727812,-0.30071026,0.20404232,0.35713097,-1.2109373,0.78198564,-0.6017934,-0.662568,-0.1907162,-0.855882
Myo1b,-1.4123652,-1.0472691,-1.2626247,-0.17711197,0.27120098,-0.85495365,0.81921345,0.7486072,0.26398852,-0.49012372,-0.76978266,-0.82345116,-0.9987549,0.7644376,0.6230425,-0.4717865,0.6603385,-1.0657516,0.84135586
Stat1,0.077031985,-0.034119446,0.85970706,-0.017307669,-0.2892047,0.09278585,-0.18694256,-0.07670656,-0.20158362,-0.018920224,-0.75434804,-0.0740924,0.30459756,-0.10207684,-0.044182904,-0.010015315,-0.034495015,-0.029646574,0.012994807
Asnsd1,0.10032498,-0.14794397,0.23317902,-0.019456018,-0.04031771,0.4283202,0.10641444,-0.8236285,-0.12892881,0.4412327,-0.28999928,-0.07561967,0.21099351,-0.09557198,0.079081185,-0.084090956,-0.19111113,-0.13649976,-0.07821481
Sf3b1,-0.0856494,0.13123374,-0.32491636,-0.07154347,0.052729446,-0.17538276,0.2714069,0.07463132,-0.11954915,-0.2260402,0.12748624,0.33661848,-0.03457231,0.00048808914,-0.16393775,-0.15731114,0.428871,-0.4716069,0.06214615
Hspd1,0.06610982,0.23340334,-0.26659194,-0.019938003,-0.34287095,-0.24931216,0.035792183,0.012983591,0.17928374,-0.018549003,0.14363508,-0.220011,-0.10296508,-0.07482168,-0.01757752,-0.07979332,-0.020206803,0.34071264,-0.04655333
Hspe1,-0.03968445,0.075868115,-0.2592686,-0.053319585,-0.42745316,0.15137082,0.2595228,0.030699935,0.122370735,0.0052423514,-0.3218255,0.1181488,0.1542463,0.03350445,0.037632044,-0.03537667,-0.008094093,-0.05124805,-0.038662206
Satb2,1.2072731,-1.9109654,-0.28883728,1.5269752,-0.9727445,-1.4301257,-1.6393245,-1.1182024,0.87934315,1.4263977,0.2801532,-1.5475646,-1.5046378,-0.77358174,-0.887255,0.94181544,-1.1737599,-0.96439403,0.8852941
Spats2l,-1.3027472,0.45315295,-1.5114664,0.71496564,-0.00033092938,-0.7231181,0.41443324,-0.28780466,0.08276874,-0.5105028,-0.060542725,0.2102312,0.00922472,-0.29347277,-0.0440541,-1.3982241,0.035911303,0.09169587,0.52005213
Bzw1,0.31277114,-0.33690655,0.2313855,-0.05736042,-0.28164148,0.30036524,-0.42511308,-0.18357386,0.4852562,0.18020567,0.0120381275,-0.6015079,0.10724685,-0.10251089,-0.3702503,0.5146879,-0.43640974,0.19642009,0.044658493
Orc2,-0.00473388,-0.08222789,-0.023039738,0.021761093,0.18129653,-0.71708155,0.06268167,0.0075291716,-0.230434,-0.0139571335,-0.36226943,0.08543542,-0.09714631,-0.008901144,-0.13017224,-0.011322339,-0.0030160542,-0.21871993,0.040379547
Tmem237,0.23427987,-0.6118832,0.33156657,0.27473608,0.38465056,0.1279953,-0.12550499,-1.0176456,-0.06530975,0.30824497,0.27554995,0.2872958,0.05502851,-0.83857614,-0.34279448,-0.29704586,-1.0247896,-0.41357723,0.20310144
Gm973,-1.2957646,-0.633182,-0.5815227,-2.8335032,1.78573,-0.019255515,-0.89719707,0.48362052,0.7895086,-0.56918013,1.1181607,-0.6318455,0.43755877,0.32348117,-0.38106772,-1.1027831,0.04745078,-0.80482215,-0.9377843
Nop58,0.004110478,0.42542148,-0.09016728,-0.013001316,0.14264989,-0.46696836,0.14602414,-0.20943718,0.002400393,-0.25007176,0.37338305,0.3792685,-0.13208674,-0.09830313,-0.039288603,-0.03788979,-0.036029495,0.1840358,-0.036701847
Ica1l,-0.0076577645,0.13004236,-0.67062074,0.086653836,-1.2742254,-1.2480453,0.68949467,0.32444966,0.124307446,-0.46660912,-0.5027201,0.0243079,-0.25952575,0.26049215,0.14403482,-0.3910909,0.21539004,-0.22314292,-0.16419609
Wdr12,0.025944525,0.20133522,-0.8844211,-0.014742932,-0.1545665,-0.5719766,0.06336129,-0.033205073,0.070543155,-0.044226833,-0.078193516,-0.022246683,-0.66787106,0.005028571,-0.06318032,0.026607439,0.015054783,0.17127886,-0.021465939
Carf,0.17017901,-0.004245596,-0.600754,0.19934244,-0.06932358,-0.57660925,0.17814437,0.49434412,-1.2405379,-0.6348369,-0.41420618,0.54240733,-0.84377015,-0.28708982,0.034264974,0.027538491,-0.06412722,-0.5190872,-0.44309646
Nbeal1,-0.31065002,0.11677887,-0.21119128,-0.014592539,0.33474773,-0.0012876322,-0.09558601,0.03672472,0.05065952,-0.08005822,0.028218979,0.15727144,0.0449839,-0.26260868,0.0036938332,-0.054886837,0.00062584033,0.4524345,0.021497909
Raph1,0.37796098,-0.02525507,-0.75318897,0.7585858,0.041290253,-0.542384,-0.3662413,-0.36582232,0.026458522,0.3680368,-0.19232026,-0.4098525,-0.32481936,-0.4266506,-0.2876382,-0.4193572,-0.80358714,-0.11591362,0.30406967
Pard3b,-0.5153908,-0.06464365,0.37350273,-1.1511571,1.6702955,-0.23290823,-1.044842,-0.25674966,-0.4885791,0.57953954,-0.28637856,0.4006673,1.1093931,-0.17260952,-0.57576644,-0.69335586,-0.45118532,-0.055903774,-0.9946284
Nrp2,-0.35638583,1.1172632,-0.13549128,0.03666514,0.46940187,-0.608135,-1.0709528,-0.38708523,-0.19545002,0.9745616,0.5068574,0.8499724,1.1329422,-1.6181878,-1.3058308,-1.8091247,-1.1442825,0.18794617,-1.6668578
Ndufs1,0.07158671,0.19202057,-0.6966633,-0.42944783,0.07423499,-0.36211547,0.43680722,0.12311821,-0.27507007,-0.16913931,-0.38060886,0.20703338,-0.052348524,0.16538039,0.068138674,-0.0015790982,-0.059311762,0.13552599,-0.060165387
Eef1b2,-0.21817763,-0.0018230447,0.54835653,-0.4389041,-0.016985262,0.73668987,-0.075212285,-0.032539282,0.39924574,0.27702978,-0.1571235,-0.012003455,0.41547677,-0.25893682,-0.05768973,-0.2602829,0.025900513,0.03797046,-0.14308284
Idh1,-0.23523201,-0.14958866,0.8708457,-0.84318125,0.18074788,1.3529661,-1.2260823,-0.78425574,-0.08439878,0.47217175,-0.7123254,-0.095816724,0.96562374,-1.1372534,-0.2066138,-1.0229514,-0.28459412,0.19140324,-0.8014684
Pikfyve,0.08574195,-0.037815943,-0.7818925,0.17317884,-0.42418885,-0.9454229,0.20270017,-0.06911649,0.017405558,-0.04904557,-0.40903145,-0.25971735,0.00036158474,-0.22743261,-0.027835729,0.06806841,-0.005252559,-0.21889189,0.055901315
Lancl1,0.14394441,-0.11855084,-0.7119643,0.13058916,-0.6666813,-0.24577083,0.29518577,-0.22761035,-0.005508468,-0.013365436,0.004571759,0.10518699,-0.7766119,-0.3625367,-0.060880125,-0.09866595,-0.022752233,0.18937495,-0.04342232
Erbb4,-0.39226702,0.14207749,0.2779813,-0.09183052,-0.10571512,0.5193757,-0.7063768,-0.6241115,0.81681,-0.44019324,0.54701734,0.27970007,-0.28281522,-0.7981384,-0.09830875,-0.6373178,-1.5724075,1.251875,-0.97791255
Atic,0.24248907,0.3392869,-0.40444532,-0.03367144,0.42745608,0.17703909,-0.37651193,-0.4484018,-0.30260688,-0.23440717,-0.4083144,0.21431908,0.05643189,-0.05538483,-0.1578052,-0.15984923,-0.16525249,0.68544734,-0.31773287
Xrcc5,0.07088912,0.12759268,-0.642041,-0.10799855,0.28530788,0.022612631,-0.059187476,0.019365607,0.14050774,-0.003953926,0.3602372,0.03475366,-0.011536397,-0.11291399,-0.0037713707,0.0067579634,0.01051712,-0.08532324,-0.03914956
Smarcal1,-0.41558677,0.42104802,-0.5773564,0.0024144836,0.13440736,-0.97428364,0.5120591,-0.18751024,-0.33429435,0.43752438,-0.6687868,0.06559489,-0.32403845,0.25802925,0.11387565,-0.3456531,0.039842732,-0.39976642,0.009394033
Igfbp5,0.22646867,-0.87014747,0.41395584,-0.51118946,0.79395926,0.9588986,-1.3423351,-0.5947123,0.038402308,-0.62564754,0.39652476,-1.4821546,-0.5479527,-0.6805385,0.28906393,0.9211828,-0.5808665,-1.0523348,-0.2055144
Arpc2,-0.06893738,-0.17389296,-0.4882267,0.06932053,-0.17793097,-0.32584548,0.23165932,0.21258359,-0.12560897,0.049917724,-0.15407945,0.05226036,-0.13006145,0.36178252,-0.11354668,0.045826778,0.07789081,-0.8473469,-0.07595749
Dnajb2,-0.15600415,-0.17094173,0.614652,-0.40108752,-0.44641912,0.9872568,-0.48595417,0.032078575,0.16105482,-0.16722189,-0.0684701,-0.71804804,-0.13537998,-0.09664876,0.48275495,-0.5284759,-0.2538948,0.54171693,0.22698297
Resp18,0.2665285,1.6119424,0.47506633,-0.29619804,-0.24112463,-0.6763613,-1.5321529,-1.6530615,-0.3354427,-0.13682005,-0.38496575,-0.109508105,0.4608665,-1.2439908,-0.35728613,-0.59996325,-0.7127975,1.4205425,0.14954779
Dnpep,-0.55275,0.5648796,-0.034194436,-1.036593,0.5691448,0.48749208,0.6797303,-0.67655236,-0.5190611,-0.84637797,0.3376657,0.29775462,0.124981344,-0.13543221,0.26065016,-0.2164124,0.39022294,-0.15084444,-0.21335346
Epha4,-0.35351074,-0.24752845,-0.3950379,0.2901528,-0.4428599,-0.7059618,0.37222084,0.3273532,0.21953574,-0.44159603,-0.16383678,-0.39340785,-1.066601,0.35204023,0.22707067,0.22593011,0.49732596,-1.6883606,0.45317465
Sgpp2,-0.73398834,0.18612286,-0.56588507,-0.2262277,-0.22832786,-1.7771719,0.57611644,-0.03611184,0.78035975,-1.1433411,0.44326854,-1.2484105,0.34242934,1.0599953,-0.30524576,0.5548336,-0.7907058,1.1710068,-0.030923998
Farsb,0.015769528,0.58502865,-0.35085255,-0.038582627,-0.19619164,-0.5707552,0.044531,-0.26929402,-0.07323044,0.15054552,0.32537994,0.33368623,-0.37095386,-0.10103144,-0.38711578,-0.055205096,-0.047304176,-0.15549918,-0.058333486
Acsl3,-0.28993246,0.18722448,0.41987178,-0.64542526,0.39234963,0.5838918,-0.34894535,-0.09396662,0.08917453,-0.10551786,0.26784062,-0.100665145,0.65187484,-0.1988547,0.12393791,-0.21398722,-0.19327317,-0.050911296,-0.11102469
Scg2,-0.13651058,0.28214043,-0.25870842,-0.2796474,-0.46771777,-1.2350914,0.26838258,0.36550704,0.41282985,0.2703801,0.19766475,0.730995,0.030728184,-0.6006914,-0.42988613,-0.480623,0.36311945,0.6418004,-0.6478766
Wdfy1,-0.07035183,0.28011745,-0.32464266,-0.12649085,-0.05051335,0.37426183,0.19536234,0.09164513,-0.15283102,-0.10353406,-1.2728277,0.09162852,0.2890563,-0.016603531,-0.01380592,-0.073270656,0.028870454,0.30193767,-0.05484035
Serpine2,-1.023751,0.36391723,0.26567286,-1.1839771,0.029070724,-0.30989668,0.4268276,0.25996614,0.096102834,-0.8546645,0.14218143,-0.22839707,0.8982817,0.34655732,0.39513642,-0.49690267,0.25233686,0.15954125,-0.8825895
Dock10,-1.311992,0.60526896,0.9280596,-2.873592,-0.7202498,1.3394123,0.26110405,-0.13721652,-1.7522409,-1.5334953,-0.1945625,0.74173695,0.20665558,-0.682133,0.940808,-1.0398991,0.1419262,-0.94408655,-1.0673214
Mff,0.025792068,0.24710569,-0.36457327,0.0059982575,-0.21012746,-0.16488905,0.06382113,-0.3959467,0.265671,0.016457072,-0.6568378,0.00685687,-0.24253713,-0.08657652,-0.115435004,0.07302501,-0.02429959,0.29071605,-0.023118634
Sphkap,-0.069603376,0.5632167,-0.4077693,1.6142583,-1.1995685,-1.4287903,-1.4409382,-1.608703,0.8387657,0.4530645,0.7438551,-0.19971919,0.18608485,-1.0974159,-1.364303,-0.19078156,-1.3125906,0.4997008,0.8091682
Dner,-0.38153258,0.9151787,-0.14977671,0.03847751,-0.16447371,-0.7258525,-0.89942026,-1.1094388,0.77561414,1.069636,0.28690517,0.50181615,0.24882025,-1.0839596,-1.4110914,-1.3157902,-1.4387573,1.1363438,-0.73290545
Psmd1,0.10525057,0.12726791,-0.07628101,-0.035204496,-0.22411142,-0.13245992,0.06785286,0.04352246,-0.1856184,0.0038004802,-0.79431075,0.28784502,-0.097934574,0.047734577,-0.112530395,-0.026843892,-0.022741325,0.20255746,-0.11033858
Ptma,-0.20273341,-0.4436299,0.7052288,-0.98735154,0.49532393,0.6744889,-0.4590967,-0.08144459,0.064456925,-0.08565962,0.39118633,-0.15330994,0.46198416,-0.16217218,0.352491,-0.5748707,-0.35773915,-0.66240734,-0.29527697
Dis3l2,-0.07888288,0.020202471,-0.65560555,0.012391087,-0.23330942,-0.071985796,0.5083483,0.118269905,-1.1576213,0.058553316,-1.2450256,-0.08894731,-0.87324774,0.1389043,0.03977351,-0.20125468,0.03463872,-0.18658265,0.12911347
Ecel1,-1.5535833,1.9196506,-0.38244072,-2.1748376,-0.23376393,-0.45772424,0.1024643,-0.16461204,-1.4324834,-1.2897754,-0.8515944,1.0631019,1.8093331,-0.59773856,-0.37081817,-1.1709244,-0.40436208,0.43451777,-0.82453996
Dgkd,-0.15700729,-0.12750544,-0.43673265,0.813482,-0.31556144,-0.5403399,0.014494014,-0.13874263,0.17083631,0.0033675765,0.17936163,0.3061387,-0.73284316,-0.51880103,-0.13649908,-0.07946181,-0.07391599,-0.29918414,0.1353438
Usp40,-0.38387254,0.37895736,-0.26198834,-0.24899435,0.07178504,-0.2329875,0.43371868,0.22649416,-0.37387696,-0.14013264,-0.46698344,0.57479,-0.6684057,0.22452867,0.09862747,-0.5936538,0.4306364,-0.21760336,0.00032232894
